MoonRise,Az,Phase,Paksha,days,Fullmoon,Newmoon,Eclipse
-01435-01-01,62.9894,90.906,Shukla,364.0,0,0,0.0
-01435-01-02,60.5525,96.277,Shukla,363.0,0,0,0.0
-01435-01-03,58.5029,99.24700000000001,Shukla,362.0,0,0,0.0
-01435-01-04,58.978,99.833,Shukla,361.0,1,0,0.0
-01435-01-05,62.0994,98.111,Krishna,360.0,0,0,0.0
-01435-01-06,65.8131,94.333,Krishna,359.0,0,0,0.0
-01435-01-07,70.8479,88.78299999999999,Krishna,358.0,0,0,0.0
-01435-01-08,76.8903,81.77,Krishna,357.0,0,0,0.0
-01435-01-09,82.5983,73.655,Krishna,356.0,0,0,0.0
-01435-01-10,89.6853,64.62899999999999,Krishna,355.0,0,0,0.0
-01435-01-11,95.8145,55.083,Krishna,354.0,0,0,0.0
-01435-01-12,101.7048,45.244,Krishna,353.0,0,0,0.0
-01435-01-13,108.0612,35.361,Krishna,352.0,0,0,0.0
-01435-01-14,113.4995,25.849,Krishna,351.0,0,0,0.0
-01435-01-15,117.6401,17.131,Krishna,350.0,0,0,0.0
-01435-01-16,121.1326,9.658999999999999,Krishna,349.0,0,0,0.0
-01435-01-18,122.739,4.025,Krishna,347.0,0,0,0.0
-01435-01-19,121.4739,0.762,Krishna,346.0,0,0,0.0
-01435-01-20,118.5899,0.249,Krishna,345.0,0,1,0.0
-01435-01-21,113.5064,2.678,Shukla,344.0,0,0,0.0
-01435-01-22,106.6647,7.947,Shukla,343.0,0,0,0.0
-01435-01-23,99.4184,15.732000000000001,Shukla,342.0,0,0,0.0
-01435-01-24,91.1259,25.414,Shukla,341.0,0,0,0.0
-01435-01-25,83.9391,36.426,Shukla,340.0,0,0,0.0
-01435-01-26,76.1731,47.923,Shukla,339.0,0,0,0.0
-01435-01-27,69.9044,59.379,Shukla,338.0,0,0,0.0
-01435-01-28,64.3879,70.126,Shukla,337.0,0,0,0.0
-01435-01-29,60.7974,79.735,Shukla,336.0,0,0,0.0
-01435-01-30,58.4292,87.734,Shukla,335.0,0,0,0.0
-01435-01-31,58.4757,93.87700000000001,Shukla,334.0,0,0,0.0
-01435-02-01,61.0867,97.948,Shukla,333.0,0,0,0.0
-01435-02-02,64.2954,99.829,Shukla,332.0,1,0,0.0
-01435-02-03,68.8938,99.583,Krishna,331.0,1,0,0.0
-01435-02-04,74.6092,97.319,Krishna,330.0,0,0,0.0
-01435-02-05,80.113,93.234,Krishna,329.0,0,0,0.0
-01435-02-06,87.1098,87.48299999999999,Krishna,328.0,0,0,0.0
-01435-02-07,93.2598,80.357,Krishna,327.0,0,0,0.0
-01435-02-08,99.2837,72.064,Krishna,326.0,0,0,0.0
-01435-02-09,105.9063,62.791000000000004,Krishna,325.0,0,0,0.0
-01435-02-10,111.781,52.858000000000004,Krishna,324.0,0,0,0.0
-01435-02-11,116.5585,42.576,Krishna,323.0,0,0,0.0
-01435-02-12,119.8973,32.319,Krishna,322.0,0,0,0.0
-01435-02-13,122.518,22.494,Krishna,321.0,0,0,0.0
-01435-02-14,122.2689,13.76,Krishna,320.0,0,0,0.0
-01435-02-16,120.2334,6.692,Krishna,318.0,0,0,0.0
-01435-02-17,115.6986,1.949,Krishna,317.0,0,0,0.0
-01435-02-18,110.0169,0.032,Krishna,316.0,0,1,0.0
-01435-02-19,102.6386,1.244,Shukla,315.0,0,0,0.0
-01435-02-20,94.9174,5.558,Shukla,314.0,0,0,0.0
-01435-02-21,86.2586,12.581,Shukla,313.0,0,0,0.0
-01435-02-22,78.8571,21.795,Shukla,312.0,0,0,0.0
-01435-02-23,72.0277,32.425,Shukla,311.0,0,0,0.0
-01435-02-24,66.0058,43.72,Shukla,310.0,0,0,0.0
-01435-02-25,61.9593,55.083,Shukla,309.0,0,0,0.0
-01435-02-26,59.1687,65.87,Shukla,308.0,0,0,0.0
-01435-02-27,58.7854,75.693,Shukla,307.0,0,0,0.0
-01435-02-28,59.9791,84.126,Shukla,306.0,0,0,0.0
-01435-03-01,62.742,90.916,Shukla,305.0,0,0,0.0
-01435-03-02,66.935,95.88600000000001,Shukla,304.0,0,0,0.0
-01435-03-03,72.3189,98.926,Shukla,303.0,0,0,0.0
-01435-03-04,78.599,99.992,Shukla,302.0,1,0,0.1
-01435-03-05,84.4499,99.10600000000001,Krishna,301.0,0,0,0.0
-01435-03-06,90.5721,96.346,Krishna,300.0,0,0,0.0
-01435-03-07,97.6962,91.788,Krishna,299.0,0,0,0.0
-01435-03-08,103.4746,85.637,Krishna,298.0,0,0,0.0
-01435-03-09,109.6541,78.00399999999999,Krishna,297.0,0,0,0.0
-01435-03-10,114.8907,69.14,Krishna,296.0,0,0,0.0
-01435-03-11,118.8687,59.303999999999995,Krishna,295.0,0,0,0.0
-01435-03-12,121.3178,48.805,Krishna,294.0,0,0,0.0
-01435-03-13,122.0633,38.032,Krishna,293.0,0,0,0.0
-01435-03-14,121.0709,27.468000000000004,Krishna,292.0,0,0,0.0
-01435-03-15,118.4683,17.715,Krishna,291.0,0,0,0.0
-01435-03-16,113.537,9.509,Krishna,290.0,0,0,0.0
-01435-03-18,106.6075,3.5469999999999997,Krishna,288.0,0,0,0.0
-01435-03-19,98.997,0.4,Krishna,287.0,0,1,0.0
-01435-03-20,91.0618,0.451,Shukla,286.0,0,1,0.0
-01435-03-21,82.2246,3.7030000000000003,Shukla,285.0,0,0,0.0
-01435-03-22,74.7205,9.863999999999999,Shukla,284.0,0,0,0.0
-01435-03-23,67.9327,18.314,Shukla,283.0,0,0,0.0
-01435-03-24,63.1111,28.381,Shukla,282.0,0,0,0.0
-01435-03-25,59.5804,39.262,Shukla,281.0,0,0,0.0
-01435-03-26,58.5253,50.372,Shukla,280.0,0,0,0.0
-01435-03-27,59.1214,61.093999999999994,Shukla,279.0,0,0,0.0
-01435-03-28,61.3652,71.009,Shukla,278.0,0,0,0.0
-01435-03-29,66.1148,79.848,Shukla,277.0,0,0,0.0
-01435-03-30,70.1494,87.212,Shukla,276.0,0,0,0.0
-01435-03-31,76.1624,93.057,Shukla,275.0,0,0,0.0
-01435-04-01,82.8521,97.178,Shukla,274.0,0,0,0.0
-01435-04-02,88.8981,99.45100000000001,Shukla,273.0,0,0,0.0
-01435-04-03,95.0147,99.834,Shukla,272.0,1,0,0.0
-01435-04-04,101.9341,98.288,Krishna,271.0,0,0,0.0
-01435-04-05,107.3,94.86,Krishna,270.0,0,0,0.0
-01435-04-06,112.8547,89.59100000000001,Krishna,269.0,0,0,0.0
-01435-04-07,117.2698,82.633,Krishna,268.0,0,0,0.0
-01435-04-08,120.2848,74.178,Krishna,267.0,0,0,0.0
-01435-04-09,121.7267,64.479,Krishna,266.0,0,0,0.0
-01435-04-10,121.5454,53.856,Krishna,265.0,0,0,0.0
-01435-04-11,119.8271,42.718999999999994,Krishna,264.0,0,0,0.0
-01435-04-12,115.7811,31.645,Krishna,263.0,0,0,0.0
-01435-04-13,109.6554,21.263,Krishna,262.0,0,0,0.0
-01435-04-14,102.6773,12.239,Krishna,261.0,0,0,0.0
-01435-04-15,95.1151,5.319,Krishna,260.0,0,0,0.0
-01435-04-17,87.271,1.153,Krishna,258.0,0,0,0.0
-01435-04-18,78.5478,0.139,Krishna,257.0,0,1,0.0
-01435-04-19,71.1914,2.322,Shukla,256.0,0,0,0.0
-01435-04-20,65.5845,7.462000000000001,Shukla,255.0,0,0,0.0
-01435-04-21,61.1556,14.982999999999999,Shukla,254.0,0,0,0.0
-01435-04-22,59.1819,24.248,Shukla,253.0,0,0,0.0
-01435-04-23,58.934,34.501999999999995,Shukla,252.0,0,0,0.0
-01435-04-24,61.4391,45.193999999999996,Shukla,251.0,0,0,0.0
-01435-04-25,64.6367,55.681000000000004,Shukla,250.0,0,0,0.0
-01435-04-26,69.2376,65.643,Shukla,249.0,0,0,0.0
-01435-04-27,74.9343,74.77,Shukla,248.0,0,0,0.0
-01435-04-28,80.3974,82.756,Shukla,247.0,0,0,0.0
-01435-04-29,86.3175,89.43799999999999,Shukla,246.0,0,0,0.0
-01435-04-30,93.4278,94.635,Shukla,245.0,0,0,0.0
-01435-05-01,99.3882,98.102,Shukla,244.0,0,0,0.0
-01435-05-02,105.9452,99.723,Shukla,243.0,1,0,0.0
-01435-05-03,110.7339,99.368,Krishna,242.0,0,0,0.0
-01435-05-04,115.4908,96.977,Krishna,241.0,0,0,0.0
-01435-05-05,119.925,92.53200000000001,Krishna,240.0,0,0,0.0
-01435-05-06,121.8209,86.18,Krishna,239.0,0,0,0.0
-01435-05-07,122.1466,78.07600000000001,Krishna,238.0,0,0,0.0
-01435-05-08,120.005,68.535,Krishna,237.0,0,0,0.0
-01435-05-09,116.5775,57.861999999999995,Krishna,236.0,0,0,0.0
-01435-05-10,112.0827,46.507,Krishna,235.0,0,0,0.0
-01435-05-11,105.7748,35.093,Krishna,234.0,0,0,0.0
-01435-05-12,97.8811,24.283,Krishna,233.0,0,0,0.0
-01435-05-13,90.5286,14.686,Krishna,232.0,0,0,0.0
-01435-05-14,83.0061,7.096,Krishna,231.0,0,0,0.0
-01435-05-15,75.612,2.129,Krishna,230.0,0,0,0.0
-01435-05-16,68.7044,0.166,Krishna,229.0,0,1,0.0
-01435-05-18,63.6154,1.287,Shukla,227.0,0,0,0.0
-01435-05-19,59.8145,5.266,Shukla,226.0,0,0,0.0
-01435-05-20,59.5617,11.717,Shukla,225.0,0,0,0.0
-01435-05-21,60.1947,19.917,Shukla,224.0,0,0,0.0
-01435-05-22,63.609,29.353,Shukla,223.0,0,0,0.0
-01435-05-23,67.6408,39.353,Shukla,222.0,0,0,0.0
-01435-05-24,72.9323,49.522,Shukla,221.0,0,0,0.0
-01435-05-25,78.1254,59.428999999999995,Shukla,220.0,0,0,0.0
-01435-05-26,84.9068,68.88600000000001,Shukla,219.0,0,0,0.0
-01435-05-27,90.9382,77.501,Shukla,218.0,0,0,0.0
-01435-05-28,96.9408,85.07,Shukla,217.0,0,0,0.0
-01435-05-29,103.642,91.366,Shukla,216.0,0,0,0.0
-01435-05-30,109.7066,96.074,Shukla,215.0,0,0,0.0
-01435-05-31,114.805,98.95,Shukla,214.0,0,0,0.0
-01435-06-01,118.629,99.78299999999999,Shukla,213.0,1,0,0.0
-01435-06-02,120.9491,98.428,Krishna,212.0,0,0,0.0
-01435-06-03,121.6696,94.829,Krishna,211.0,0,0,0.0
-01435-06-04,120.8578,89.039,Krishna,210.0,0,0,0.0
-01435-06-05,117.7389,81.274,Krishna,209.0,0,0,0.0
-01435-06-06,113.5636,71.796,Krishna,208.0,0,0,0.0
-01435-06-07,107.6137,61.071999999999996,Krishna,207.0,0,0,0.0
-01435-06-08,100.1277,49.636,Krishna,206.0,0,0,0.0
-01435-06-09,93.2148,37.966,Krishna,205.0,0,0,0.0
-01435-06-10,85.1565,26.877,Krishna,204.0,0,0,0.0
-01435-06-11,78.0617,16.942999999999998,Krishna,203.0,0,0,0.0
-01435-06-12,71.2417,8.906,Krishna,202.0,0,0,0.0
-01435-06-13,65.9598,3.2769999999999997,Krishna,201.0,0,0,0.0
-01435-06-14,61.6676,0.451,Krishna,200.0,0,1,0.0
-01435-06-16,59.7078,0.507,Shukla,198.0,0,0,0.0
-01435-06-17,59.4588,3.286,Shukla,197.0,0,0,0.0
-01435-06-18,62.0222,8.446,Shukla,196.0,0,0,0.0
-01435-06-19,65.347,15.435,Shukla,195.0,0,0,0.0
-01435-06-20,70.1167,23.783,Shukla,194.0,0,0,0.0
-01435-06-21,75.9761,33.028,Shukla,193.0,0,0,0.0
-01435-06-22,82.5598,42.769,Shukla,192.0,0,0,0.0
-01435-06-23,88.5126,52.596000000000004,Shukla,191.0,0,0,0.0
-01435-06-24,95.5673,62.317,Shukla,190.0,0,0,0.0
-01435-06-25,101.3819,71.52,Shukla,189.0,0,0,0.0
-01435-06-26,107.7061,80.01100000000001,Shukla,188.0,0,0,0.0
-01435-06-27,112.1676,87.374,Shukla,187.0,0,0,0.0
-01435-06-28,117.505,93.382,Shukla,186.0,0,0,0.0
-01435-06-29,120.3631,97.574,Shukla,185.0,0,0,0.0
-01435-06-30,121.5902,99.66799999999999,Shukla,184.0,1,0,0.0
-01435-07-01,121.175,99.41,Krishna,183.0,0,0,0.0
-01435-07-02,119.2861,96.65799999999999,Krishna,182.0,0,0,0.0
-01435-07-03,115.2299,91.45299999999999,Krishna,181.0,0,0,0.0
-01435-07-04,109.3302,84.01,Krishna,180.0,0,0,0.0
-01435-07-05,102.8505,74.652,Krishna,179.0,0,0,0.0
-01435-07-06,95.0669,63.93,Krishna,178.0,0,0,0.0
-01435-07-07,88.0965,52.316,Krishna,177.0,0,0,0.0
-01435-07-08,80.2285,40.606,Krishna,176.0,0,0,0.0
-01435-07-09,73.5581,29.339000000000002,Krishna,175.0,0,0,0.0
-01435-07-10,67.3834,19.249000000000002,Krishna,174.0,0,0,0.0
-01435-07-11,62.9441,10.868,Krishna,173.0,0,0,0.0
-01435-07-12,59.6443,4.725,Krishna,172.0,0,0,0.0
-01435-07-13,58.7801,1.082,Krishna,171.0,0,0,0.0
-01435-07-15,60.6152,0.067,Krishna,169.0,0,1,0.0
-01435-07-16,64.2175,1.594,Shukla,168.0,0,0,0.0
-01435-07-17,68.4179,5.367999999999999,Shukla,167.0,0,0,0.0
-01435-07-18,73.8667,11.047,Shukla,166.0,0,0,0.0
-01435-07-19,80.1998,18.253,Shukla,165.0,0,0,0.0
-01435-07-20,86.0423,26.563000000000002,Shukla,164.0,0,0,0.0
-01435-07-21,93.1031,35.734,Shukla,163.0,0,0,0.0
-01435-07-22,99.0384,45.341,Shukla,162.0,0,0,0.0
-01435-07-23,105.6065,55.196999999999996,Shukla,161.0,0,0,0.0
-01435-07-24,110.4472,64.881,Shukla,160.0,0,0,0.0
-01435-07-25,115.3015,74.182,Shukla,159.0,0,0,0.0
-01435-07-26,118.8333,82.669,Shukla,158.0,0,0,0.0
-01435-07-27,121.7933,89.964,Shukla,157.0,0,0,0.0
-01435-07-28,122.0438,95.536,Shukla,156.0,0,0,0.0
-01435-07-29,120.6591,98.985,Shukla,155.0,0,0,0.0
-01435-07-30,116.876,99.928,Shukla,154.0,1,0,0.0
-01435-07-31,111.0366,98.162,Krishna,153.0,0,0,0.0
-01435-08-01,104.4474,93.65799999999999,Krishna,152.0,0,0,0.0
-01435-08-02,97.415,86.611,Krishna,151.0,0,0,0.0
-01435-08-03,90.2158,77.436,Krishna,150.0,0,0,0.0
-01435-08-04,82.1469,66.789,Krishna,149.0,0,0,0.0
-01435-08-05,75.3239,55.215,Krishna,148.0,0,0,0.0
-01435-08-06,69.0251,43.477,Krishna,147.0,0,0,0.0
-01435-08-07,63.4935,32.241,Krishna,146.0,0,0,0.0
-01435-08-08,60.9121,21.967,Krishna,145.0,0,0,0.0
-01435-08-09,58.7232,13.370999999999999,Krishna,144.0,0,0,0.0
-01435-08-10,60.0519,6.675,Krishna,143.0,0,0,0.0
-01435-08-11,62.1044,2.266,Krishna,142.0,0,0,0.0
-01435-08-12,66.7482,0.18,Krishna,141.0,0,1,0.0
-01435-08-14,71.7628,0.40399999999999997,Shukla,139.0,0,1,0.0
-01435-08-15,77.7955,2.775,Shukla,138.0,0,0,0.0
-01435-08-16,83.4779,7.042000000000001,Shukla,137.0,0,0,0.0
-01435-08-17,90.502,12.998,Shukla,136.0,0,0,0.0
-01435-08-18,96.5174,20.293,Shukla,135.0,0,0,0.0
-01435-08-19,103.279,28.734,Shukla,134.0,0,0,0.0
-01435-08-20,108.4419,37.945,Shukla,133.0,0,0,0.0
-01435-08-21,113.7705,47.751999999999995,Shukla,132.0,0,0,0.0
-01435-08-22,117.9423,57.803000000000004,Shukla,131.0,0,0,0.0
-01435-08-23,120.6921,67.759,Shukla,130.0,0,0,0.0
-01435-08-24,121.834,77.221,Shukla,129.0,0,0,0.0
-01435-08-25,121.3097,85.715,Shukla,128.0,0,0,0.0
-01435-08-26,118.2369,92.667,Shukla,127.0,0,0,0.0
-01435-08-27,113.823,97.55799999999999,Shukla,126.0,0,0,0.0
-01435-08-28,108.3626,99.87,Shukla,125.0,1,0,0.0
-01435-08-29,101.2247,99.25,Krishna,124.0,0,0,0.5
-01435-08-30,92.7576,95.649,Krishna,123.0,0,0,0.0
-01435-08-31,85.1815,89.226,Krishna,122.0,0,0,0.0
-01435-09-01,77.8487,80.477,Krishna,121.0,0,0,0.0
-01435-09-02,71.0482,70.07,Krishna,120.0,0,0,0.0
-01435-09-03,65.0554,58.746,Krishna,119.0,0,0,0.0
-01435-09-04,61.0897,47.14,Krishna,118.0,0,0,0.0
-01435-09-05,59.4309,35.894,Krishna,117.0,0,0,0.0
-01435-09-06,59.3432,25.625999999999998,Krishna,116.0,0,0,0.0
-01435-09-07,60.9213,16.756,Krishna,115.0,0,0,0.0
-01435-09-08,65.1026,9.556000000000001,Krishna,114.0,0,0,0.0
-01435-09-09,69.7071,4.329,Krishna,113.0,0,0,0.0
-01435-09-10,75.4194,1.1440000000000001,Krishna,112.0,0,0,0.0
-01435-09-12,81.9073,0.036000000000000004,Krishna,110.0,0,1,0.0
-01435-09-13,87.821,0.955,Shukla,109.0,0,0,0.0
-01435-09-14,93.8545,3.783,Shukla,108.0,0,0,0.0
-01435-09-15,100.7383,8.4,Shukla,107.0,0,0,0.0
-01435-09-16,106.1359,14.559000000000001,Shukla,106.0,0,0,0.0
-01435-09-17,111.817,22.118000000000002,Shukla,105.0,0,0,0.0
-01435-09-18,116.4831,30.808000000000003,Shukla,104.0,0,0,0.0
-01435-09-19,119.8844,40.374,Shukla,103.0,0,0,0.0
-01435-09-20,121.8308,50.532,Shukla,102.0,0,0,0.0
-01435-09-21,122.2259,60.946000000000005,Shukla,101.0,0,0,0.0
-01435-09-22,120.091,71.154,Shukla,100.0,0,0,0.0
-01435-09-23,116.5534,80.704,Shukla,99.0,0,0,0.0
-01435-09-24,111.7974,88.992,Shukla,98.0,0,0,0.0
-01435-09-25,105.0949,95.316,Shukla,97.0,0,0,0.0
-01435-09-26,97.6982,99.09,Shukla,96.0,0,0,0.0
-01435-09-27,88.9742,99.84700000000001,Shukla,95.0,1,0,0.0
-01435-09-28,81.164,97.421,Krishna,94.0,0,0,0.0
-01435-09-29,73.6866,91.978,Krishna,93.0,0,0,0.0
-01435-09-30,67.8535,83.964,Krishna,92.0,0,0,0.0
-01435-10-01,63.0926,74.124,Krishna,91.0,0,0,0.0
-01435-10-02,59.7251,63.236000000000004,Krishna,90.0,0,0,0.0
-01435-10-03,58.9533,51.94,Krishna,89.0,0,0,0.0
-01435-10-04,60.9198,40.848,Krishna,88.0,0,0,0.0
-01435-10-05,63.6188,30.588,Krishna,87.0,0,0,0.0
-01435-10-06,67.8071,21.448,Krishna,86.0,0,0,0.0
-01435-10-07,73.1914,13.708,Krishna,85.0,0,0,0.0
-01435-10-08,79.4413,7.577999999999999,Krishna,84.0,0,0,0.0
-01435-10-09,86.2294,3.219,Krishna,83.0,0,0,0.0
-01435-10-11,92.2224,0.743,Krishna,81.0,0,0,0.0
-01435-10-12,98.1368,0.172,Krishna,80.0,0,1,0.0
-01435-10-13,104.7124,1.518,Shukla,79.0,0,0,0.0
-01435-10-14,109.6137,4.707,Shukla,78.0,0,0,0.0
-01435-10-15,114.6209,9.67,Shukla,77.0,0,0,0.0
-01435-10-16,118.4675,16.24,Shukla,76.0,0,0,0.0
-01435-10-17,120.9709,24.228,Shukla,75.0,0,0,0.0
-01435-10-18,122.0389,33.407,Shukla,74.0,0,0,0.0
-01435-10-19,120.6811,43.451,Shukla,73.0,0,0,0.0
-01435-10-20,118.0003,54.081,Shukla,72.0,0,0,0.0
-01435-10-21,114.1318,64.881,Shukla,71.0,0,0,0.0
-01435-10-22,108.2656,75.26899999999999,Shukla,70.0,0,0,0.0
-01435-10-23,101.5619,84.65899999999999,Shukla,69.0,0,0,0.0
-01435-10-24,93.2782,92.29,Shukla,68.0,0,0,0.0
-01435-10-25,85.5799,97.544,Shukla,67.0,0,0,0.0
-01435-10-26,77.8425,99.814,Shukla,66.0,1,0,0.0
-01435-10-27,70.461,98.84299999999999,Krishna,65.0,0,0,0.0
-01435-10-28,64.8192,94.71799999999999,Krishna,64.0,0,0,0.0
-01435-10-29,61.3759,87.851,Krishna,63.0,0,0,0.0
-01435-10-30,59.5798,78.965,Krishna,62.0,0,0,0.0
-01435-10-31,60.6251,68.749,Krishna,61.0,0,0,0.0
-01435-11-01,62.5904,58.038000000000004,Krishna,60.0,0,0,0.0
-01435-11-02,67.2205,47.266999999999996,Krishna,59.0,0,0,0.0
-01435-11-03,72.2166,37.02,Krishna,58.0,0,0,0.0
-01435-11-04,78.1968,27.566999999999997,Krishna,57.0,0,0,0.0
-01435-11-05,83.8004,19.232,Krishna,56.0,0,0,0.0
-01435-11-06,89.7103,12.181,Krishna,55.0,0,0,0.0
-01435-11-07,96.6577,6.582999999999999,Krishna,54.0,0,0,0.0
-01435-11-08,102.3082,2.678,Krishna,53.0,0,0,0.0
-01435-11-10,108.4267,0.5579999999999999,Krishna,51.0,0,0,0.0
-01435-11-11,112.6821,0.345,Krishna,50.0,0,1,0.0
-01435-11-12,116.8636,2.079,Shukla,49.0,0,0,0.0
-01435-11-13,119.7491,5.747999999999999,Shukla,48.0,0,0,0.0
-01435-11-14,121.2346,11.269,Shukla,47.0,0,0,0.0
-01435-11-15,121.3343,18.497,Shukla,46.0,0,0,0.0
-01435-11-16,119.1632,27.179000000000002,Shukla,45.0,0,0,0.0
-01435-11-17,114.9059,37.029,Shukla,44.0,0,0,0.0
-01435-11-18,109.7184,47.748000000000005,Shukla,43.0,0,0,0.0
-01435-11-19,103.747,58.902,Shukla,42.0,0,0,0.0
-01435-11-20,97.1389,69.941,Shukla,41.0,0,0,0.0
-01435-11-21,89.107,80.146,Shukla,40.0,0,0,0.0
-01435-11-22,81.762,88.904,Shukla,39.0,0,0,0.0
-01435-11-23,74.4358,95.426,Shukla,38.0,0,0,0.0
-01435-11-24,68.4422,99.14399999999999,Shukla,37.0,0,0,0.0
-01435-11-25,63.3103,99.7,Shukla,36.0,1,0,0.0
-01435-11-26,60.4776,97.11399999999999,Krishna,35.0,0,0,0.0
-01435-11-27,60.3817,91.714,Krishna,34.0,0,0,0.0
-01435-11-28,61.3105,84.177,Krishna,33.0,0,0,0.0
-01435-11-29,65.1172,75.084,Krishna,32.0,0,0,0.0
-01435-11-30,70.5295,65.116,Krishna,31.0,0,0,0.0
-01435-12-01,76.1419,54.873000000000005,Krishna,30.0,0,0,0.0
-01435-12-02,81.5286,44.776,Krishna,29.0,0,0,0.0
-01435-12-03,88.3568,35.042,Krishna,28.0,0,0,0.0
-01435-12-04,94.2766,26.074,Krishna,27.0,0,0,0.0
-01435-12-05,101.0416,18.02,Krishna,26.0,0,0,0.0
-01435-12-06,106.3148,11.222000000000001,Krishna,25.0,0,0,0.0
-01435-12-07,111.8683,5.837999999999999,Krishna,24.0,0,0,0.0
-01435-12-09,115.3787,2.154,Krishna,22.0,0,0,0.0
-01435-12-10,118.651,0.32899999999999996,Krishna,21.0,0,1,0.0
-01435-12-11,120.5137,0.54,Shukla,20.0,0,0,0.0
-01435-12-12,120.9404,2.8689999999999998,Shukla,19.0,0,0,0.0
-01435-12-13,119.0518,7.287000000000001,Shukla,18.0,0,0,0.0
-01435-12-14,116.0266,13.708,Shukla,17.0,0,0,0.0
-01435-12-15,111.1097,21.893,Shukla,16.0,0,0,0.0
-01435-12-16,105.4733,31.585,Shukla,15.0,0,0,0.0
-01435-12-17,99.2855,42.396,Shukla,14.0,0,0,0.0
-01435-12-18,91.7394,53.766000000000005,Shukla,13.0,0,0,0.0
-01435-12-19,84.8966,65.241,Shukla,12.0,0,0,0.0
-01435-12-20,77.0449,76.014,Shukla,11.0,0,0,0.0
-01435-12-21,71.2637,85.565,Shukla,10.0,0,0,0.0
-01435-12-22,65.0704,93.015,Shukla,9.0,0,0,0.0
-01435-12-23,61.7223,97.936,Shukla,8.0,0,0,0.0
-01435-12-24,59.8099,99.9,Shukla,7.0,1,0,0.0
-01435-12-25,60.6741,98.87899999999999,Krishna,6.0,0,0,0.0
-01435-12-26,63.5013,95.12299999999999,Krishna,5.0,0,0,0.0
-01435-12-27,68.1359,89.09899999999999,Krishna,4.0,0,0,0.0
-01435-12-28,73.2183,81.403,Krishna,3.0,0,0,0.0
-01435-12-29,79.3049,72.531,Krishna,2.0,0,0,0.0
-01435-12-30,85.9906,62.952,Krishna,1.0,0,0,0.0
-01435-12-31,91.8957,53.125,Krishna,0.0,0,0,0.0
-01436-01-01,122.9568,0.821,Krishna,730.0,0,0,0.0
-01436-01-02,122.9066,0.45899999999999996,Krishna,729.0,0,1,0.0
-01436-01-03,120.0008,3.285,Shukla,728.0,0,0,0.0
-01436-01-04,115.8013,9.095,Shukla,727.0,0,0,0.0
-01436-01-05,108.9592,17.287,Shukla,726.0,0,0,0.0
-01436-01-06,101.8662,27.228,Shukla,725.0,0,0,0.0
-01436-01-07,93.8732,38.114000000000004,Shukla,724.0,0,0,0.0
-01436-01-08,87.0847,49.379,Shukla,723.0,0,0,0.0
-01436-01-09,79.7333,60.294,Shukla,722.0,0,0,0.0
-01436-01-10,72.876,70.44800000000001,Shukla,721.0,0,0,0.0
-01436-01-11,67.5639,79.52,Shukla,720.0,0,0,0.0
-01436-01-12,62.9908,87.145,Shukla,719.0,0,0,0.0
-01436-01-13,59.3244,93.102,Shukla,718.0,0,0,0.0
-01436-01-14,57.7151,97.26,Shukla,717.0,0,0,0.0
-01436-01-15,58.368,99.493,Shukla,716.0,0,0,0.0
-01436-01-16,60.4326,99.74700000000001,Shukla,715.0,1,0,0.0
-01436-01-17,63.9042,98.065,Krishna,714.0,0,0,0.0
-01436-01-18,68.654,94.541,Krishna,713.0,0,0,0.0
-01436-01-19,73.4593,89.346,Krishna,712.0,0,0,0.0
-01436-01-20,80.06,82.583,Krishna,711.0,0,0,0.0
-01436-01-21,86.1476,74.524,Krishna,710.0,0,0,0.0
-01436-01-22,93.4562,65.296,Krishna,709.0,0,0,0.0
-01436-01-23,99.6121,55.27,Krishna,708.0,0,0,0.0
-01436-01-24,106.291,44.653999999999996,Krishna,707.0,0,0,0.0
-01436-01-25,113.0468,33.865,Krishna,706.0,0,0,0.0
-01436-01-26,118.3532,23.508000000000003,Krishna,705.0,0,0,0.0
-01436-01-27,121.7331,14.245999999999999,Krishna,704.0,0,0,0.0
-01436-01-29,122.903,6.814,Krishna,702.0,0,0,0.0
-01436-01-30,121.9118,1.9280000000000002,Krishna,701.0,0,0,0.0
-01436-01-31,118.1931,0.135,Krishna,700.0,0,1,0.0
-01436-02-01,112.3435,1.6230000000000002,Shukla,699.0,0,0,0.0
-01436-02-02,104.9395,6.204,Shukla,698.0,0,0,0.0
-01436-02-03,97.3924,13.41,Shukla,697.0,0,0,0.0
-01436-02-04,89.0821,22.505,Shukla,696.0,0,0,0.0
-01436-02-05,82.1287,32.864000000000004,Shukla,695.0,0,0,0.0
-01436-02-06,74.7937,43.676,Shukla,694.0,0,0,0.0
-01436-02-07,69.0837,54.501000000000005,Shukla,693.0,0,0,0.0
-01436-02-08,64.173,64.803,Shukla,692.0,0,0,0.0
-01436-02-09,60.1962,74.217,Shukla,691.0,0,0,0.0
-01436-02-10,58.26,82.509,Shukla,690.0,0,0,0.0
-01436-02-11,57.5725,89.37899999999999,Shukla,689.0,0,0,0.0
-01436-02-12,59.2309,94.67,Shukla,688.0,0,0,0.0
-01436-02-13,62.2944,98.189,Shukla,687.0,0,0,0.0
-01436-02-14,66.6775,99.839,Shukla,686.0,1,0,0.0
-01436-02-15,72.1949,99.566,Krishna,685.0,1,0,0.0
-01436-02-16,77.5857,97.387,Krishna,684.0,0,0,0.0
