MoonRise,Az,Phase,Paksha,days,Fullmoon,Newmoon,Eclipse
-01439-02-14,59.0139,87.71600000000001,Shukla,1781.0,0,0,0.0
-01439-02-15,58.9811,94.175,Shukla,1780.0,0,0,0.0
-01439-02-16,62.5147,98.40799999999999,Shukla,1779.0,0,0,0.0
-01439-02-17,66.8841,99.825,Shukla,1778.0,1,0,0.0
-01439-02-18,72.9237,98.175,Krishna,1777.0,0,0,0.0
-01439-02-19,81.2568,93.431,Krishna,1776.0,0,0,0.0
-01439-02-20,89.3113,85.977,Krishna,1775.0,0,0,0.0
-01439-02-21,96.4681,76.442,Krishna,1774.0,0,0,0.0
-01439-02-22,104.2118,65.446,Krishna,1773.0,0,0,0.0
-01439-02-23,111.0265,53.81399999999999,Krishna,1772.0,0,0,0.0
-01439-02-24,116.528,42.26,Krishna,1771.0,0,0,0.0
-01439-02-25,120.4879,31.394000000000002,Krishna,1770.0,0,0,0.0
-01439-02-26,121.8691,21.750999999999998,Krishna,1769.0,0,0,0.0
-01439-02-27,121.8396,13.633,Krishna,1768.0,0,0,0.0
-01439-03-01,119.6898,7.332000000000001,Krishna,1766.0,0,0,0.0
-01439-03-02,116.7155,2.972,Krishna,1765.0,0,0,0.0
-01439-03-03,112.2167,0.6459999999999999,Krishna,1764.0,0,0,0.0
-01439-03-04,106.4103,0.332,Krishna,1763.0,0,1,0.0
-01439-03-05,100.4275,1.954,Shukla,1762.0,0,0,0.0
-01439-03-06,94.3722,5.397,Shukla,1761.0,0,0,0.0
-01439-03-07,88.3179,10.501,Shukla,1760.0,0,0,0.0
-01439-03-08,81.3661,17.033,Shukla,1759.0,0,0,0.0
-01439-03-09,75.4844,24.866,Shukla,1758.0,0,0,0.0
-01439-03-10,69.7773,33.736,Shukla,1757.0,0,0,0.0
-01439-03-11,65.2964,43.461000000000006,Shukla,1756.0,0,0,0.0
-01439-03-12,61.2428,53.68600000000001,Shukla,1755.0,0,0,0.0
-01439-03-13,58.8139,64.123,Shukla,1754.0,0,0,0.0
-01439-03-14,58.3496,74.312,Shukla,1753.0,0,0,0.0
-01439-03-15,60.233,83.671,Shukla,1752.0,0,0,0.0
-01439-03-16,63.7822,91.46700000000001,Shukla,1751.0,0,0,0.0
-01439-03-17,70.0542,97.035,Shukla,1750.0,0,0,0.0
-01439-03-18,76.8382,99.70200000000001,Shukla,1749.0,1,0,0.0
-01439-03-19,84.6547,99.13799999999999,Krishna,1748.0,0,0,0.0
-01439-03-20,92.9044,95.311,Krishna,1747.0,0,0,0.0
-01439-03-21,101.9757,88.515,Krishna,1746.0,0,0,0.0
-01439-03-22,109.2179,79.468,Krishna,1745.0,0,0,0.0
-01439-03-23,115.1849,68.922,Krishna,1744.0,0,0,0.0
-01439-03-24,119.5877,57.659,Krishna,1743.0,0,0,0.0
-01439-03-25,122.3619,46.369,Krishna,1742.0,0,0,0.0
-01439-03-26,122.6558,35.661,Krishna,1741.0,0,0,0.0
-01439-03-27,120.7783,25.943,Krishna,1740.0,0,0,0.0
-01439-03-28,118.0355,17.476,Krishna,1739.0,0,0,0.0
-01439-03-29,113.7216,10.54,Krishna,1738.0,0,0,0.0
-01439-03-31,108.0528,5.294,Krishna,1736.0,0,0,0.0
-01439-04-01,102.1527,1.829,Krishna,1735.0,0,0,0.0
-01439-04-02,96.1263,0.22399999999999998,Krishna,1734.0,0,1,0.0
-01439-04-03,90.0559,0.506,Shukla,1733.0,0,0,0.0
-01439-04-04,84.0096,2.653,Shukla,1732.0,0,0,0.0
-01439-04-05,77.1037,6.56,Shukla,1731.0,0,0,0.0
-01439-04-06,71.3255,12.163,Shukla,1730.0,0,0,0.0
-01439-04-07,66.7737,19.338,Shukla,1729.0,0,0,0.0
-01439-04-08,62.6357,27.853,Shukla,1728.0,0,0,0.0
-01439-04-09,60.0672,37.534,Shukla,1727.0,0,0,0.0
-01439-04-10,58.3928,48.016000000000005,Shukla,1726.0,0,0,0.0
-01439-04-11,58.879,58.982,Shukla,1725.0,0,0,0.0
-01439-04-12,61.8302,69.932,Shukla,1724.0,0,0,0.0
-01439-04-13,66.4184,80.168,Shukla,1723.0,0,0,0.0
-01439-04-14,72.5629,88.96600000000001,Shukla,1722.0,0,0,0.0
-01439-04-15,80.9698,95.59700000000001,Shukla,1721.0,0,0,0.0
-01439-04-16,89.1165,99.31,Shukla,1720.0,0,0,0.0
-01439-04-17,97.3895,99.73299999999999,Shukla,1719.0,1,0,0.0
-01439-04-18,105.1335,96.818,Krishna,1718.0,0,0,0.0
-01439-04-19,112.769,90.867,Krishna,1717.0,0,0,0.0
-01439-04-20,117.8059,82.586,Krishna,1716.0,0,0,0.0
-01439-04-21,121.0949,72.715,Krishna,1715.0,0,0,0.0
-01439-04-22,122.7338,61.998999999999995,Krishna,1714.0,0,0,0.0
-01439-04-23,122.0467,51.13399999999999,Krishna,1713.0,0,0,0.0
-01439-04-24,119.4205,40.618,Krishna,1712.0,0,0,0.0
-01439-04-25,115.1884,30.828000000000003,Krishna,1711.0,0,0,0.0
-01439-04-26,110.5661,22.013,Krishna,1710.0,0,0,0.0
-01439-04-27,104.7271,14.457,Krishna,1709.0,0,0,0.0
-01439-04-28,98.7482,8.318999999999999,Krishna,1708.0,0,0,0.0
-01439-04-29,91.7328,3.798,Krishna,1707.0,0,0,0.0
-01439-05-01,85.6689,0.983,Krishna,1705.0,0,0,0.0
-01439-05-02,79.654,0.013999999999999999,Krishna,1704.0,0,1,0.0
-01439-05-03,73.769,0.9520000000000001,Shukla,1703.0,0,0,0.0
-01439-05-04,68.1226,3.805,Shukla,1702.0,0,0,0.0
-01439-05-05,63.8091,8.561,Shukla,1701.0,0,0,0.0
-01439-05-06,60.0763,15.095,Shukla,1700.0,0,0,0.0
-01439-05-07,58.1318,23.291,Shukla,1699.0,0,0,0.0
-01439-05-08,58.2797,32.925,Shukla,1698.0,0,0,0.0
-01439-05-09,60.7992,43.68,Shukla,1697.0,0,0,0.0
-01439-05-10,64.8799,55.052,Shukla,1696.0,0,0,0.0
-01439-05-11,70.4998,66.493,Shukla,1695.0,0,0,0.0
-01439-05-12,77.441,77.333,Shukla,1694.0,0,0,0.0
-01439-05-13,84.3002,86.76100000000001,Shukla,1693.0,0,0,0.0
-01439-05-14,92.5926,94.11200000000001,Shukla,1692.0,0,0,0.0
-01439-05-15,101.7273,98.67299999999999,Shukla,1691.0,0,0,0.0
-01439-05-16,109.0026,99.978,Shukla,1690.0,1,0,0.5
-01439-05-17,115.8915,97.99600000000001,Krishna,1689.0,0,0,0.0
-01439-05-18,119.9624,93.074,Krishna,1688.0,0,0,0.0
-01439-05-19,122.1899,85.786,Krishna,1687.0,0,0,0.0
-01439-05-20,122.8214,76.818,Krishna,1686.0,0,0,0.0
-01439-05-21,120.3089,66.941,Krishna,1685.0,0,0,0.0
-01439-05-22,117.0575,56.623999999999995,Krishna,1684.0,0,0,0.0
-01439-05-23,112.3969,46.378,Krishna,1683.0,0,0,0.0
-01439-05-24,106.5279,36.564,Krishna,1682.0,0,0,0.0
-01439-05-25,100.5403,27.429000000000002,Krishna,1681.0,0,0,0.0
-01439-05-26,94.4939,19.230999999999998,Krishna,1680.0,0,0,0.0
-01439-05-27,87.4693,12.249,Krishna,1679.0,0,0,0.0
-01439-05-28,81.4318,6.624,Krishna,1678.0,0,0,0.0
-01439-05-29,75.4772,2.614,Krishna,1677.0,0,0,0.0
-01439-05-30,69.6975,0.40700000000000003,Krishna,1676.0,0,1,0.0
-01439-06-01,65.1808,0.157,Krishna,1674.0,0,1,0.0
-01439-06-02,61.1739,1.98,Shukla,1673.0,0,0,0.0
-01439-06-03,58.8904,5.928,Shukla,1672.0,0,0,0.0
-01439-06-04,58.6429,11.968,Shukla,1671.0,0,0,0.0
-01439-06-05,59.7597,19.904,Shukla,1670.0,0,0,0.0
-01439-06-06,63.3951,29.522,Shukla,1669.0,0,0,0.0
-01439-06-07,68.5827,40.385,Shukla,1668.0,0,0,0.0
-01439-06-08,74.1348,51.926,Shukla,1667.0,0,0,0.0
-01439-06-09,81.7184,63.684,Shukla,1666.0,0,0,0.0
-01439-06-10,89.8958,74.888,Shukla,1665.0,0,0,0.0
-01439-06-11,98.1448,84.772,Shukla,1664.0,0,0,0.0
-01439-06-12,105.8784,92.59299999999999,Shukla,1663.0,0,0,0.0
-01439-06-13,112.4982,97.743,Shukla,1662.0,0,0,0.0
-01439-06-14,117.5023,99.867,Shukla,1661.0,1,0,0.0
-01439-06-15,121.6113,98.913,Krishna,1660.0,0,0,0.0
-01439-06-16,122.8762,95.156,Krishna,1659.0,0,0,0.0
-01439-06-17,121.678,89.10600000000001,Krishna,1658.0,0,0,0.0
-01439-06-18,118.5067,81.346,Krishna,1657.0,0,0,0.0
-01439-06-19,113.7875,72.438,Krishna,1656.0,0,0,0.0
-01439-06-20,108.7817,62.828,Krishna,1655.0,0,0,0.0
-01439-06-21,102.6908,52.981,Krishna,1654.0,0,0,0.0
-01439-06-22,96.575,43.19,Krishna,1653.0,0,0,0.0
-01439-06-23,90.4758,33.756,Krishna,1652.0,0,0,0.0
-01439-06-24,83.462,25.008000000000003,Krishna,1651.0,0,0,0.0
-01439-06-25,77.4834,17.108,Krishna,1650.0,0,0,0.0
-01439-06-26,71.6372,10.392999999999999,Krishna,1649.0,0,0,0.0
-01439-06-27,66.9764,5.115,Krishna,1648.0,0,0,0.0
-01439-06-28,62.7222,1.607,Krishna,1647.0,0,0,0.0
-01439-06-29,60.0716,0.121,Krishna,1646.0,0,1,0.0
-01439-07-01,58.3959,0.88,Shukla,1644.0,0,0,0.0
-01439-07-02,58.9782,4.008,Shukla,1643.0,0,0,0.0
-01439-07-03,62.0886,9.513,Shukla,1642.0,0,0,0.0
-01439-07-04,66.816,17.198,Shukla,1641.0,0,0,0.0
-01439-07-05,73.0067,26.736,Shukla,1640.0,0,0,0.0
-01439-07-06,79.3271,37.6,Shukla,1639.0,0,0,0.0
-01439-07-07,87.367,49.35,Shukla,1638.0,0,0,0.0
-01439-07-08,94.61,61.192,Shukla,1637.0,0,0,0.0
-01439-07-09,102.5774,72.54899999999999,Shukla,1636.0,0,0,0.0
-01439-07-10,109.7006,82.62299999999999,Shukla,1635.0,0,0,0.0
-01439-07-11,115.4618,90.755,Shukla,1634.0,0,0,0.0
-01439-07-12,120.4797,96.461,Shukla,1633.0,0,0,0.0
-01439-07-13,122.5965,99.387,Shukla,1632.0,0,0,0.0
-01439-07-14,122.027,99.538,Shukla,1631.0,1,0,0.0
-01439-07-15,120.1793,97.109,Krishna,1630.0,0,0,0.0
-01439-07-16,116.533,92.461,Krishna,1629.0,0,0,0.0
-01439-07-17,111.4684,86.03299999999999,Krishna,1628.0,0,0,0.0
-01439-07-18,105.2464,78.273,Krishna,1627.0,0,0,0.0
-01439-07-19,98.995,69.546,Krishna,1626.0,0,0,0.0
-01439-07-20,92.7896,60.211000000000006,Krishna,1625.0,0,0,0.0
-01439-07-21,85.7096,50.647,Krishna,1624.0,0,0,0.0
-01439-07-22,79.6996,41.028999999999996,Krishna,1623.0,0,0,0.0
-01439-07-23,73.8297,31.703000000000003,Krishna,1622.0,0,0,0.0
-01439-07-24,68.1623,22.968000000000004,Krishna,1621.0,0,0,0.0
-01439-07-25,63.7677,15.102,Krishna,1620.0,0,0,0.0
-01439-07-26,60.8404,8.488999999999999,Krishna,1619.0,0,0,0.0
-01439-07-27,58.7227,3.577,Krishna,1618.0,0,0,0.0
-01439-07-28,58.7203,0.73,Krishna,1617.0,0,0,0.0
-01439-07-30,61.1748,0.31,Krishna,1615.0,0,1,0.0
-01439-07-31,65.2962,2.531,Shukla,1614.0,0,0,0.0
-01439-08-01,71.015,7.404,Shukla,1613.0,0,0,0.0
-01439-08-02,77.0308,14.686,Shukla,1612.0,0,0,0.0
-01439-08-03,84.9257,24.079,Shukla,1611.0,0,0,0.0
-01439-08-04,93.1933,34.993,Shukla,1610.0,0,0,0.0
-01439-08-05,100.2805,46.693000000000005,Shukla,1609.0,0,0,0.0
-01439-08-06,107.7148,58.608999999999995,Shukla,1608.0,0,0,0.0
-01439-08-07,113.978,69.961,Shukla,1607.0,0,0,0.0
-01439-08-08,118.6687,80.096,Shukla,1606.0,0,0,0.0
-01439-08-09,121.5704,88.465,Shukla,1605.0,0,0,0.0
-01439-08-10,122.7257,94.661,Shukla,1604.0,0,0,0.0
-01439-08-11,121.4385,98.434,Shukla,1603.0,0,0,0.0
-01439-08-12,118.1308,99.755,Shukla,1602.0,1,0,0.0
-01439-08-13,113.2065,98.74,Krishna,1601.0,0,0,0.0
-01439-08-14,107.9522,95.596,Krishna,1600.0,0,0,0.0
-01439-08-15,101.6056,90.62700000000001,Krishna,1599.0,0,0,0.0
-01439-08-16,95.2741,84.126,Krishna,1598.0,0,0,0.0
-01439-08-17,88.0748,76.455,Krishna,1597.0,0,0,0.0
-01439-08-18,81.9768,67.818,Krishna,1596.0,0,0,0.0
-01439-08-19,76.0533,58.543,Krishna,1595.0,0,0,0.0
-01439-08-20,70.3509,48.907,Krishna,1594.0,0,0,0.0
-01439-08-21,65.8956,39.131,Krishna,1593.0,0,0,0.0
-01439-08-22,61.8792,29.599,Krishna,1592.0,0,0,0.0
-01439-08-23,59.4683,20.623,Krishna,1591.0,0,0,0.0
-01439-08-24,58.0169,12.708,Krishna,1590.0,0,0,0.0
-01439-08-25,59.8022,6.27,Krishna,1589.0,0,0,0.0
-01439-08-26,63.1814,1.9409999999999998,Krishna,1588.0,0,0,0.0
-01439-08-28,68.2325,0.17800000000000002,Krishna,1586.0,0,1,0.0
-01439-08-29,74.7789,1.291,Shukla,1585.0,0,0,0.0
-01439-08-30,82.4329,5.358,Shukla,1584.0,0,0,0.0
-01439-08-31,90.6767,12.179,Shukla,1583.0,0,0,0.0
-01439-09-01,97.9131,21.229,Shukla,1582.0,0,0,0.0
-01439-09-02,105.6279,31.968000000000004,Shukla,1581.0,0,0,0.0
-01439-09-03,112.2813,43.601000000000006,Shukla,1580.0,0,0,0.0
-01439-09-04,118.4755,55.45,Shukla,1579.0,0,0,0.0
-01439-09-05,121.9305,66.704,Shukla,1578.0,0,0,0.0
-01439-09-06,122.6681,76.816,Shukla,1577.0,0,0,0.0
-01439-09-07,121.924,85.40700000000001,Shukla,1576.0,0,0,0.0
-01439-09-08,119.0593,92.12299999999999,Shukla,1575.0,0,0,0.0
-01439-09-09,115.4196,96.8,Shukla,1574.0,0,0,0.0
-01439-09-10,110.339,99.32799999999999,Shukla,1573.0,0,0,0.0
-01439-09-11,104.0466,99.73700000000001,Shukla,1572.0,1,0,0.0
-01439-09-12,97.6824,98.13,Krishna,1571.0,0,0,0.0
-01439-09-13,90.395,94.684,Krishna,1570.0,0,0,0.0
-01439-09-14,84.1869,89.556,Krishna,1569.0,0,0,0.0
-01439-09-15,78.1572,82.985,Krishna,1568.0,0,0,0.0
-01439-09-16,72.3654,75.207,Krishna,1567.0,0,0,0.0
-01439-09-17,66.8845,66.46300000000001,Krishna,1566.0,0,0,0.0
-01439-09-18,62.7738,56.938,Krishna,1565.0,0,0,0.0
-01439-09-19,60.1954,46.896,Krishna,1564.0,0,0,0.0
-01439-09-20,58.4425,36.732,Krishna,1563.0,0,0,0.0
-01439-09-21,58.7627,26.779,Krishna,1562.0,0,0,0.0
-01439-09-22,60.4862,17.596,Krishna,1561.0,0,0,0.0
-01439-09-23,64.7797,9.719,Krishna,1560.0,0,0,0.0
-01439-09-24,70.6496,3.846,Krishna,1559.0,0,0,0.0
-01439-09-26,78.8588,0.5710000000000001,Krishna,1557.0,0,0,0.0
-01439-09-27,86.942,0.38,Krishna,1556.0,0,1,0.0
-01439-09-28,95.3253,3.404,Shukla,1555.0,0,0,0.0
-01439-09-29,103.3784,9.452,Shukla,1554.0,0,0,0.0
-01439-09-30,110.4942,18.002,Shukla,1553.0,0,0,0.0
-01439-10-01,116.1767,28.323,Shukla,1552.0,0,0,0.0
-01439-10-02,121.1308,39.679,Shukla,1551.0,0,0,0.0
-01439-10-03,123.2981,51.198,Shukla,1550.0,0,0,0.0
-01439-10-04,122.9159,62.25899999999999,Shukla,1549.0,0,0,0.0
-01439-10-05,120.3653,72.39,Shukla,1548.0,0,0,0.0
-01439-10-06,116.999,81.274,Shukla,1547.0,0,0,0.0
-01439-10-07,112.1386,88.596,Shukla,1546.0,0,0,0.0
-01439-10-08,106.0067,94.175,Shukla,1545.0,0,0,0.0
-01439-10-09,99.7338,97.917,Shukla,1544.0,0,0,0.0
-01439-10-10,93.4276,99.751,Shukla,1543.0,1,0,0.0
-01439-10-11,86.2164,99.676,Krishna,1542.0,1,0,0.0
-01439-10-12,80.097,97.73899999999999,Krishna,1541.0,0,0,0.0
-01439-10-13,74.1851,94.03399999999999,Krishna,1540.0,0,0,0.0
-01439-10-14,68.5694,88.7,Krishna,1539.0,0,0,0.0
-01439-10-15,64.3134,81.85600000000001,Krishna,1538.0,0,0,0.0
-01439-10-16,60.6172,73.733,Krishna,1537.0,0,0,0.0
-01439-10-17,58.6345,64.491,Krishna,1536.0,0,0,0.0
-01439-10-18,57.6552,54.452,Krishna,1535.0,0,0,0.0
-01439-10-19,59.8763,43.8,Krishna,1534.0,0,0,0.0
-01439-10-20,62.5894,33.153,Krishna,1533.0,0,0,0.0
-01439-10-21,67.803,22.899,Krishna,1532.0,0,0,0.0
-01439-10-22,74.4168,13.748,Krishna,1531.0,0,0,0.0
-01439-10-23,82.1199,6.4270000000000005,Krishna,1530.0,0,0,0.0
-01439-10-24,90.4393,1.656,Krishna,1529.0,0,0,0.0
-01439-10-26,98.7759,0.002,Krishna,1527.0,0,1,0.0
-01439-10-27,106.465,1.713,Shukla,1526.0,0,0,0.0
-01439-10-28,113.8846,6.671,Shukla,1525.0,0,0,0.0
-01439-10-29,119.5304,14.339,Shukla,1524.0,0,0,0.0
-01439-10-30,122.2233,23.899,Shukla,1523.0,0,0,0.0
-01439-10-31,123.1581,34.589,Shukla,1522.0,0,0,0.0
-01439-11-01,121.7543,45.631,Shukla,1521.0,0,0,0.0
-01439-11-02,118.4725,56.45,Shukla,1520.0,0,0,0.0
-01439-11-03,113.6792,66.60600000000001,Shukla,1519.0,0,0,0.0
-01439-11-04,107.6252,75.76899999999999,Shukla,1518.0,0,0,0.0
-01439-11-05,101.4326,83.73,Shukla,1517.0,0,0,0.0
-01439-11-06,95.1934,90.277,Shukla,1516.0,0,0,0.0
-01439-11-07,88.9751,95.241,Shukla,1515.0,0,0,0.0
-01439-11-08,81.8817,98.473,Shukla,1514.0,0,0,0.0
-01439-11-09,75.8991,99.92399999999999,Shukla,1513.0,1,0,0.1
-01439-11-10,70.1551,99.525,Krishna,1512.0,1,0,0.0
-01439-11-11,65.7212,97.257,Krishna,1511.0,0,0,0.0
-01439-11-12,61.8016,93.17399999999999,Krishna,1510.0,0,0,0.0
-01439-11-13,58.5954,87.382,Krishna,1509.0,0,0,0.0
-01439-11-14,58.2673,79.926,Krishna,1508.0,0,0,0.0
-01439-11-15,59.147,71.085,Krishna,1507.0,0,0,0.0
-01439-11-16,61.423,61.126999999999995,Krishna,1506.0,0,0,0.0
-01439-11-17,65.1519,50.382,Krishna,1505.0,0,0,0.0
-01439-11-18,71.2619,39.204,Krishna,1504.0,0,0,0.0
-01439-11-19,78.5339,28.206999999999997,Krishna,1503.0,0,0,0.0
-01439-11-20,85.5876,18.119,Krishna,1502.0,0,0,0.0
-01439-11-21,93.9758,9.59,Krishna,1501.0,0,0,0.0
-01439-11-22,102.092,3.4589999999999996,Krishna,1500.0,0,0,0.0
-01439-11-24,110.2939,0.34700000000000003,Krishna,1498.0,0,1,0.0
-01439-11-25,116.9147,0.614,Shukla,1497.0,0,0,0.0
-01439-11-26,121.5224,4.162,Shukla,1496.0,0,0,0.0
-01439-11-27,123.0709,10.479000000000001,Shukla,1495.0,0,0,0.0
-01439-11-28,122.9293,18.893,Shukla,1494.0,0,0,0.0
-01439-11-29,119.6553,28.563000000000002,Shukla,1493.0,0,0,0.0
-01439-11-30,115.7292,38.918,Shukla,1492.0,0,0,0.0
-01439-12-01,109.5399,49.303000000000004,Shukla,1491.0,0,0,0.0
-01439-12-02,104.2142,59.461999999999996,Shukla,1490.0,0,0,0.0
-01439-12-03,96.9554,68.89699999999999,Shukla,1489.0,0,0,0.0
-01439-12-04,90.7204,77.505,Shukla,1488.0,0,0,0.0
-01439-12-05,84.5796,84.99700000000001,Shukla,1487.0,0,0,0.0
-01439-12-06,78.5714,91.164,Shukla,1486.0,0,0,0.0
-01439-12-07,72.7583,95.816,Shukla,1485.0,0,0,0.0
-01439-12-08,67.2391,98.78399999999999,Shukla,1484.0,0,0,0.0
-01439-12-09,63.1036,99.93299999999999,Shukla,1483.0,1,0,0.0
-01439-12-10,59.6055,99.145,Krishna,1482.0,0,0,0.0
-01439-12-11,57.9485,96.36200000000001,Krishna,1481.0,0,0,0.0
-01439-12-12,58.4153,91.579,Krishna,1480.0,0,0,0.0
-01439-12-13,60.26,84.925,Krishna,1479.0,0,0,0.0
-01439-12-14,64.5643,76.53399999999999,Krishna,1478.0,0,0,0.0
-01439-12-15,69.2955,66.785,Krishna,1477.0,0,0,0.0
-01439-12-16,76.2284,55.916000000000004,Krishna,1476.0,0,0,0.0
-01439-12-17,83.0363,44.516999999999996,Krishna,1475.0,0,0,0.0
-01439-12-18,91.3339,33.03,Krishna,1474.0,0,0,0.0
-01439-12-19,98.5897,22.279,Krishna,1473.0,0,0,0.0
-01439-12-20,106.2836,12.905999999999999,Krishna,1472.0,0,0,0.0
-01439-12-21,113.7898,5.706,Krishna,1471.0,0,0,0.0
-01439-12-23,118.4944,1.375,Krishna,1469.0,0,0,0.0
-01439-12-24,122.1026,0.19399999999999998,Krishna,1468.0,0,1,0.0
-01439-12-25,122.688,2.147,Shukla,1467.0,0,0,0.0
-01439-12-26,121.6988,6.876,Shukla,1466.0,0,0,0.0
-01439-12-27,117.7489,13.751,Shukla,1465.0,0,0,0.0
-01439-12-28,112.3294,22.160999999999998,Shukla,1464.0,0,0,0.0
-01439-12-29,105.7763,31.513,Shukla,1463.0,0,0,0.0
-01439-12-30,100.2059,41.415,Shukla,1462.0,0,0,0.0
-01439-12-31,92.8194,51.288000000000004,Shukla,1461.0,0,0,0.0
-01440-01-01,60.1,99.62799999999999,Shukla,2191.0,1,0,0.0
-01440-01-02,60.5919,96.586,Krishna,2190.0,0,0,0.0
-01440-01-03,63.9899,90.535,Krishna,2189.0,0,0,0.0
-01440-01-04,68.3549,82.01700000000001,Krishna,2188.0,0,0,0.0
-01440-01-05,74.3437,71.67399999999999,Krishna,2187.0,0,0,0.0
-01440-01-06,81.4704,60.27,Krishna,2186.0,0,0,0.0
-01440-01-07,89.2049,48.551,Krishna,2185.0,0,0,0.0
-01440-01-08,96.031,37.249,Krishna,2184.0,0,0,0.0
-01440-01-09,102.5336,26.846,Krishna,2183.0,0,0,0.0
-01440-01-10,108.3428,17.782,Krishna,2182.0,0,0,0.0
-01440-01-11,114.1682,10.357000000000001,Krishna,2181.0,0,0,0.0
-01440-01-13,117.7545,4.891,Krishna,2179.0,0,0,0.0
-01440-01-14,120.032,1.47,Krishna,2178.0,0,0,0.0
-01440-01-15,121.0435,0.136,Krishna,2177.0,0,1,0.0
-01440-01-16,119.9503,0.8370000000000001,Shukla,2176.0,0,0,0.0
-01440-01-17,117.9774,3.4560000000000004,Shukla,2175.0,0,0,0.0
-01440-01-18,114.3479,7.808,Shukla,2174.0,0,0,0.0
-01440-01-19,109.2514,13.681,Shukla,2173.0,0,0,0.0
-01440-01-20,103.8001,20.891,Shukla,2172.0,0,0,0.0
-01440-01-21,98.0672,29.221999999999998,Shukla,2171.0,0,0,0.0
-01440-01-22,92.0999,38.443000000000005,Shukla,2170.0,0,0,0.0
-01440-01-23,85.9308,48.298,Shukla,2169.0,0,0,0.0
-01440-01-24,79.5991,58.485,Shukla,2168.0,0,0,0.0
-01440-01-25,74.1252,68.699,Shukla,2167.0,0,0,0.0
-01440-01-26,68.6974,78.40100000000001,Shukla,2166.0,0,0,0.0
-01440-01-27,63.5668,87.01,Shukla,2165.0,0,0,0.0
-01440-01-28,61.0229,93.95,Shukla,2164.0,0,0,0.0
-01440-01-29,60.6464,98.43799999999999,Shukla,2163.0,0,0,0.0
-01440-01-30,62.0009,99.87799999999999,Shukla,2162.0,1,0,0.0
-01440-01-31,66.333,97.99700000000001,Krishna,2161.0,0,0,0.0
-01440-02-01,71.5711,92.947,Krishna,2160.0,0,0,0.0
-01440-02-02,79.2697,85.148,Krishna,2159.0,0,0,0.0
-01440-02-03,86.8404,75.408,Krishna,2158.0,0,0,0.0
-01440-02-04,93.6891,64.547,Krishna,2157.0,0,0,0.0
-01440-02-05,101.3604,53.18,Krishna,2156.0,0,0,0.0
-01440-02-06,107.3956,42.077,Krishna,2155.0,0,0,0.0
-01440-02-07,112.5036,31.676,Krishna,2154.0,0,0,0.0
-01440-02-08,116.4593,22.369,Krishna,2153.0,0,0,0.0
-01440-02-09,119.1435,14.454,Krishna,2152.0,0,0,0.0
-01440-02-10,120.5564,8.154,Krishna,2151.0,0,0,0.0
-01440-02-12,120.819,3.627,Krishna,2149.0,0,0,0.0
-01440-02-13,118.1315,0.99,Krishna,2148.0,0,0,0.0
-01440-02-14,115.6875,0.23600000000000002,Krishna,2147.0,0,1,0.0
-01440-02-15,110.714,1.355,Shukla,2146.0,0,0,0.0
-01440-02-16,106.3172,4.303,Shukla,2145.0,0,0,0.0
-01440-02-17,100.6473,8.95,Shukla,2144.0,0,0,0.0
-01440-02-18,93.7989,15.133,Shukla,2143.0,0,0,0.0
-01440-02-19,87.7619,22.758000000000003,Shukla,2142.0,0,0,0.0
-01440-02-20,81.6176,31.592,Shukla,2141.0,0,0,0.0
-01440-02-21,75.4256,41.387,Shukla,2140.0,0,0,0.0
-01440-02-22,70.2326,51.907,Shukla,2139.0,0,0,0.0
-01440-02-23,65.2454,62.691,Shukla,2138.0,0,0,0.0
-01440-02-24,61.6836,73.297,Shukla,2137.0,0,0,0.0
-01440-02-25,59.9497,83.071,Shukla,2136.0,0,0,0.0
-01440-02-26,60.5412,91.23700000000001,Shukla,2135.0,0,0,0.0
-01440-02-27,63.8977,96.99600000000001,Shukla,2134.0,0,0,0.0
-01440-02-28,69.2055,99.67299999999999,Shukla,2133.0,1,0,0.0
-01440-02-29,75.2415,98.98,Krishna,2132.0,0,0,0.0
-01440-03-01,82.4786,95.029,Krishna,2131.0,0,0,0.0
-01440-03-02,90.3113,88.272,Krishna,2130.0,0,0,0.0
-01440-03-03,98.1489,79.398,Krishna,2129.0,0,0,0.0
-01440-03-04,105.4923,69.17699999999999,Krishna,2128.0,0,0,0.0
-01440-03-05,110.9306,58.394,Krishna,2127.0,0,0,0.0
-01440-03-06,116.2483,47.528,Krishna,2126.0,0,0,0.0
-01440-03-07,119.2691,37.178000000000004,Krishna,2125.0,0,0,0.0
-01440-03-08,121.0109,27.646,Krishna,2124.0,0,0,0.0
-01440-03-09,120.5773,19.256,Krishna,2123.0,0,0,0.0
-01440-03-10,119.1447,12.182,Krishna,2122.0,0,0,0.0
-01440-03-12,116.9088,6.615,Krishna,2120.0,0,0,0.0
-01440-03-13,112.082,2.7430000000000003,Krishna,2119.0,0,0,0.0
-01440-03-14,107.7701,0.62,Krishna,2118.0,0,0,0.0
-01440-03-15,102.136,0.354,Krishna,2117.0,0,1,0.0
-01440-03-16,96.2528,1.9709999999999999,Shukla,2116.0,0,0,0.0
-01440-03-17,90.1983,5.459,Shukla,2115.0,0,0,0.0
-01440-03-18,83.0896,10.714,Shukla,2114.0,0,0,0.0
-01440-03-19,77.8733,17.729,Shukla,2113.0,0,0,0.0
-01440-03-20,71.7839,26.205,Shukla,2112.0,0,0,0.0
