DaysSince,Date,jd,Body,EclType,Mag
354,586-Jul-06,1935278.0,L,T,2.571
178,586-Dec-31,1935456.0,L,P,1.445
178,587-Jun-26,1935634.0,L,P,1.167
178,587-Dec-21,1935812.0,L,N,0.105
324,588-Nov-09,1936136.0,L,P,1.385
178,589-May-06,1936314.0,L,T,2.563
354,590-Apr-25,1936668.0,L,P,1.7080000000000002
176,590-Oct-18,1936844.0,L,P,1.7590000000000001
148,591-Mar-16,1936992.0,L,N,0.18899999999999997
30,591-Apr-14,1937022.0,L,N,0.27699999999999997
148,591-Sep-09,1937170.0,L,N,0.35600000000000004
176,592-Mar-04,1937346.0,L,P,1.537
178,592-Aug-28,1937524.0,L,P,1.608
354,593-Aug-18,1937878.0,L,T,2.781
178,594-Feb-11,1938056.0,L,P,1.526
176,594-Aug-07,1938232.0,L,P,1.409
148,595-Jan-02,1938380.0,L,N,0.48
30,595-Jan-31,1938410.0,L,N,0.303
176,595-Jul-27,1938586.0,L,N,0.09
148,595-Dec-22,1938734.0,L,P,1.6769999999999998
178,596-Jun-16,1938912.0,L,T,2.085
176,596-Dec-10,1939088.0,L,T,2.859
178,597-Jun-05,1939266.0,L,T,2.207
176,597-Nov-29,1939442.0,L,P,1.619
150,598-Apr-27,1939592.0,L,N,0.13
204,598-Nov-18,1939796.0,L,N,0.41700000000000004
326,599-Oct-09,1940122.0,L,P,1.4580000000000002
176,600-Apr-04,1940298.0,L,T,2.8089999999999997
354,601-Mar-24,1940652.0,L,P,1.633
178,601-Sep-18,1940830.0,L,P,1.6580000000000001
176,602-Mar-13,1941006.0,L,N,0.345
148,602-Aug-08,1941154.0,L,N,0.305
178,603-Feb-02,1941332.0,L,P,1.696
176,603-Jul-28,1941508.0,L,P,1.6380000000000001
178,604-Jan-22,1941686.0,L,T,2.752
176,604-Jul-16,1941862.0,L,T,2.7119999999999997
180,605-Jan-11,1942042.0,L,P,1.455
324,605-Dec-01,1942366.0,L,N,0.141
176,606-May-27,1942542.0,L,P,1.079
30,606-Jun-26,1942572.0,L,N,0.026000000000000002
148,606-Nov-20,1942720.0,L,P,1.3719999999999999
354,607-Nov-09,1943074.0,L,T,2.673
178,608-May-05,1943252.0,L,P,1.841
176,608-Oct-29,1943428.0,L,P,1.786
178,609-Apr-25,1943606.0,L,N,0.406
176,609-Oct-18,1943782.0,L,N,0.579
326,610-Sep-09,1944108.0,L,P,1.524
176,611-Mar-04,1944284.0,L,T,2.833
680,613-Jan-12,1944964.0,L,N,0.46
30,613-Feb-11,1944994.0,L,N,0.337
146,613-Jul-07,1945140.0,L,N,0.48700000000000004
180,614-Jan-02,1945320.0,L,P,1.666
354,614-Dec-22,1945674.0,L,T,2.8689999999999998
176,615-Jun-17,1945850.0,L,T,2.345
178,615-Dec-11,1946028.0,L,P,1.63
176,616-Jun-05,1946204.0,L,P,0.971
148,616-Oct-30,1946352.0,L,N,0.10800000000000001
178,617-Apr-26,1946530.0,L,P,1.3
176,617-Oct-20,1946706.0,L,P,1.429
178,618-Apr-15,1946884.0,L,T,2.679
176,618-Oct-09,1947060.0,L,T,2.674
178,619-Apr-04,1947238.0,L,P,1.743
324,620-Feb-23,1947562.0,L,N,0.34600000000000003
30,620-Mar-24,1947592.0,L,N,0.434
148,620-Aug-19,1947740.0,L,N,0.18899999999999997
30,620-Sep-17,1947770.0,L,N,0.316
324,621-Aug-08,1948094.0,L,P,1.5090000000000001
178,622-Feb-02,1948272.0,L,T,2.78
530,623-Jul-17,1948802.0,L,P,1.439
150,623-Dec-13,1948952.0,L,N,0.128
28,624-Jan-11,1948980.0,L,N,0.125
148,624-Jun-07,1949128.0,L,P,0.945
176,624-Nov-30,1949304.0,L,P,1.3630000000000002
178,625-May-27,1949482.0,L,T,2.291
178,625-Nov-20,1949660.0,L,T,2.661
178,626-May-17,1949838.0,L,P,1.982
176,626-Nov-09,1950014.0,L,P,1.804
324,627-Sep-30,1950338.0,L,N,0.235
178,628-Mar-25,1950516.0,L,P,1.355
354,629-Mar-15,1950870.0,L,T,2.753
178,629-Sep-08,1951048.0,L,T,2.8
176,630-Mar-04,1951224.0,L,P,1.636
178,630-Aug-28,1951402.0,L,P,1.6469999999999998
148,631-Jan-24,1951550.0,L,N,0.435
206,631-Aug-17,1951756.0,L,N,0.34
324,632-Jul-07,1952080.0,L,P,1.818
178,633-Jan-01,1952258.0,L,T,2.883
532,634-Jun-17,1952790.0,L,P,1.104
148,634-Nov-11,1952938.0,L,N,0.102
28,634-Dec-10,1952966.0,L,N,0.43799999999999994
150,635-May-08,1953116.0,L,P,1.157
176,635-Oct-31,1953292.0,L,P,1.41
178,636-Apr-26,1953470.0,L,T,2.539
176,636-Oct-20,1953646.0,L,T,2.6439999999999997
178,637-Apr-15,1953824.0,L,P,1.864
176,637-Oct-09,1954000.0,L,P,1.757
148,638-Mar-06,1954148.0,L,N,0.28800000000000003
208,638-Sep-29,1954356.0,L,N,0.374
146,639-Feb-23,1954502.0,L,P,1.604
532,640-Aug-07,1955034.0,L,T,2.781
178,641-Feb-01,1955212.0,L,P,1.496
176,641-Jul-28,1955388.0,L,P,1.565
178,642-Jan-22,1955566.0,L,N,0.14400000000000002
176,642-Jul-17,1955742.0,L,N,0.278
148,642-Dec-12,1955890.0,L,P,1.357
178,643-Jun-08,1956068.0,L,T,2.148
530,644-Nov-19,1956598.0,L,P,1.817
178,645-May-16,1956776.0,L,N,0.695
148,645-Oct-11,1956924.0,L,N,0.191
30,645-Nov-09,1956954.0,L,N,0.62
148,646-Apr-06,1957102.0,L,P,1.248
176,646-Sep-30,1957278.0,L,P,1.395
354,647-Sep-19,1957632.0,L,T,2.7239999999999998
178,648-Mar-15,1957810.0,L,P,1.7109999999999999
176,648-Sep-07,1957986.0,L,P,1.745
178,649-Mar-04,1958164.0,L,N,0.434
178,649-Aug-28,1958342.0,L,N,0.44799999999999995
148,650-Jan-23,1958490.0,L,P,1.621
176,650-Jul-19,1958666.0,L,P,1.692
178,651-Jan-12,1958844.0,L,T,2.904
176,651-Jul-08,1959020.0,L,T,2.613
178,652-Jan-01,1959198.0,L,P,1.655
354,652-Dec-20,1959552.0,L,N,0.44799999999999995
324,653-Nov-10,1959876.0,L,P,1.399
356,654-Oct-31,1960232.0,L,T,2.623
354,655-Oct-21,1960586.0,L,P,1.7890000000000001
176,656-Apr-14,1960762.0,L,N,0.649
326,657-Mar-06,1961088.0,L,P,1.5430000000000001
176,657-Aug-29,1961264.0,L,P,1.2890000000000001
178,658-Feb-23,1961442.0,L,T,2.825
176,658-Aug-18,1961618.0,L,T,2.67
180,659-Feb-13,1961798.0,L,P,1.534
324,660-Jan-03,1962122.0,L,N,0.098
176,660-Jun-28,1962298.0,L,N,0.677
30,660-Jul-28,1962328.0,L,N,0.395
148,660-Dec-22,1962476.0,L,P,1.347
354,661-Dec-11,1962830.0,L,T,2.65
178,662-Jun-07,1963008.0,L,T,2.282
354,663-May-27,1963362.0,L,N,0.851
178,663-Nov-21,1963540.0,L,N,0.629
324,664-Oct-11,1963864.0,L,P,1.35
176,665-Apr-05,1964040.0,L,T,2.5580000000000003
178,665-Sep-30,1964218.0,L,T,2.659
354,666-Sep-19,1964572.0,L,P,1.831
148,667-Feb-14,1964720.0,L,N,0.35100000000000003
30,667-Mar-16,1964750.0,L,N,0.501
146,667-Aug-09,1964896.0,L,N,0.141
180,668-Feb-04,1965076.0,L,P,1.584
354,669-Jan-23,1965430.0,L,T,2.8810000000000002
176,669-Jul-19,1965606.0,L,T,2.74
178,670-Jan-12,1965784.0,L,P,1.6740000000000002
176,670-Jul-08,1965960.0,L,P,1.367
148,670-Dec-02,1966108.0,L,N,0.10400000000000001
178,671-May-29,1966286.0,L,N,0.8540000000000001
354,672-May-17,1966640.0,L,T,2.234
176,672-Nov-10,1966816.0,L,T,2.61
178,673-May-06,1966994.0,L,T,2.135
324,674-Mar-27,1967318.0,L,N,0.139
30,674-Apr-26,1967348.0,L,N,0.7709999999999999
178,674-Oct-20,1967526.0,L,N,0.455
324,675-Sep-10,1967850.0,L,P,1.2
178,676-Mar-06,1968028.0,L,T,2.762
176,676-Aug-29,1968204.0,L,T,2.573
354,677-Aug-18,1968558.0,L,P,1.786
150,678-Jan-14,1968708.0,L,N,0.076
28,678-Feb-12,1968736.0,L,N,0.215
148,678-Jul-10,1968884.0,L,N,0.547
176,679-Jan-02,1969060.0,L,P,1.337
178,679-Jun-29,1969238.0,L,P,1.867
178,679-Dec-23,1969416.0,L,T,2.6439999999999997
178,680-Jun-18,1969594.0,L,T,2.434
176,680-Dec-11,1969770.0,L,P,1.827
178,681-Jun-07,1969948.0,L,N,1.0090000000000001
146,681-Nov-01,1970094.0,L,N,0.133
178,682-Apr-27,1970272.0,L,N,1.003
354,683-Apr-17,1970626.0,L,T,2.444
178,683-Oct-11,1970804.0,L,T,2.6069999999999998
176,684-Apr-05,1970980.0,L,P,1.892
178,684-Sep-29,1971158.0,L,P,1.903
148,685-Feb-25,1971306.0,L,N,0.29100000000000004
176,685-Aug-20,1971482.0,L,N,0.048
30,685-Sep-18,1971512.0,L,N,0.625
324,686-Aug-09,1971836.0,L,P,1.4680000000000002
710,688-Jul-19,1972546.0,L,P,1.493
148,688-Dec-13,1972694.0,L,N,0.109
28,689-Jan-11,1972722.0,L,N,0.47700000000000004
148,689-Jun-08,1972870.0,L,N,0.6970000000000001
178,689-Dec-02,1973048.0,L,P,1.39
176,690-May-28,1973224.0,L,T,2.074
356,691-May-18,1973580.0,L,T,2.281
176,691-Nov-11,1973756.0,L,P,1.8259999999999998
148,692-Apr-07,1973904.0,L,N,0.05
208,692-Oct-31,1974112.0,L,N,0.48200000000000004
146,693-Mar-27,1974258.0,L,P,1.38
710,695-Mar-06,1974968.0,L,P,1.6469999999999998
176,695-Aug-30,1975144.0,L,P,1.879
178,696-Feb-24,1975322.0,L,N,0.271
176,696-Aug-18,1975498.0,L,N,0.603
148,697-Jan-13,1975646.0,L,P,1.319
178,697-Jul-09,1975824.0,L,P,1.73
176,698-Jan-02,1976000.0,L,T,2.635
356,698-Dec-23,1976356.0,L,P,1.8319999999999999
354,699-Dec-12,1976710.0,L,N,0.636
146,700-May-07,1976856.0,L,N,0.871
178,700-Nov-01,1977034.0,L,P,1.287
354,701-Oct-21,1977388.0,L,T,2.5669999999999997
178,702-Apr-17,1977566.0,L,T,1.999
176,702-Oct-10,1977742.0,L,P,1.962
178,703-Apr-06,1977920.0,L,N,0.67
176,703-Sep-30,1978096.0,L,N,0.693
148,704-Feb-25,1978244.0,L,P,1.47
176,704-Aug-19,1978420.0,L,P,1.3719999999999999
178,705-Feb-13,1978598.0,L,T,2.786
178,705-Aug-09,1978776.0,L,T,2.6910000000000003
176,706-Feb-02,1978952.0,L,P,1.739
356,707-Jan-23,1979308.0,L,N,0.503
176,707-Jul-19,1979484.0,L,N,0.145
148,707-Dec-14,1979632.0,L,P,1.386
354,708-Dec-02,1979986.0,L,T,2.5989999999999998
356,709-Nov-22,1980342.0,L,P,1.8330000000000002
176,710-May-17,1980518.0,L,P,1.035
326,711-Apr-08,1980844.0,L,P,1.28
176,711-Oct-01,1981020.0,L,N,1.0659999999999998
178,712-Mar-27,1981198.0,L,T,2.597
176,712-Sep-19,1981374.0,L,T,2.42
178,713-Mar-17,1981552.0,L,P,1.723
502,714-Jul-31,1982054.0,L,N,0.309
30,714-Aug-30,1982084.0,L,N,0.693
146,715-Jan-24,1982230.0,L,P,1.295
354,716-Jan-13,1982584.0,L,T,2.6210000000000004
178,716-Jul-09,1982762.0,L,T,2.737
354,717-Jun-28,1983116.0,L,P,1.329
148,717-Nov-23,1983264.0,L,N,0.10300000000000001
30,717-Dec-23,1983294.0,L,N,0.639
326,718-Nov-13,1983620.0,L,P,1.2690000000000001
176,719-May-08,1983796.0,L,T,2.194
178,719-Nov-02,1983974.0,L,T,2.537
354,720-Oct-21,1984328.0,L,P,2.0069999999999997
148,721-Mar-18,1984476.0,L,N,0.134
30,721-Apr-17,1984506.0,L,N,0.7709999999999999
324,722-Mar-08,1984830.0,L,P,1.393
354,723-Feb-25,1985184.0,L,T,2.717
178,723-Aug-21,1985362.0,L,T,2.592
176,724-Feb-14,1985538.0,L,P,1.787
178,724-Aug-09,1985716.0,L,P,1.726
146,725-Jan-03,1985862.0,L,N,0.10800000000000001
208,725-Jul-30,1986070.0,L,N,0.268
502,726-Dec-14,1986572.0,L,T,2.597
176,727-Jun-08,1986748.0,L,T,2.5810000000000004
178,727-Dec-03,1986926.0,L,P,1.837
178,728-May-28,1987104.0,L,P,1.173
176,728-Nov-21,1987280.0,L,N,0.509
326,729-Oct-12,1987606.0,L,N,1.018
178,730-Apr-08,1987784.0,L,T,2.497
176,730-Oct-01,1987960.0,L,T,2.365
354,731-Sep-20,1988314.0,L,T,2.029
178,732-Mar-16,1988492.0,L,N,0.42200000000000004
148,732-Aug-11,1988640.0,L,N,0.20199999999999999
176,733-Feb-03,1988816.0,L,P,1.2590000000000001
178,733-Jul-31,1988994.0,L,P,1.475
176,734-Jan-24,1989170.0,L,T,2.5980000000000003
178,734-Jul-20,1989348.0,L,T,2.8819999999999997
176,735-Jan-13,1989524.0,L,P,1.8530000000000002
178,735-Jul-09,1989702.0,L,P,1.486
148,735-Dec-05,1989850.0,L,N,0.094
206,736-Jun-28,1990056.0,L,N,0.142
326,737-May-19,1990382.0,L,T,2.061
176,737-Nov-12,1990558.0,L,T,2.516
178,738-May-08,1990736.0,L,T,2.239
176,738-Nov-01,1990912.0,L,P,2.042
150,739-Mar-30,1991062.0,L,N,0.036000000000000004
204,739-Oct-21,1991266.0,L,N,0.792
326,740-Sep-10,1991592.0,L,P,1.213
708,742-Aug-20,1992300.0,L,P,1.83
148,743-Jan-15,1992448.0,L,N,0.099
30,743-Feb-13,1992478.0,L,N,0.5820000000000001
148,743-Jul-11,1992626.0,L,N,0.237
176,744-Jan-04,1992802.0,L,P,1.3730000000000002
178,744-Jun-29,1992980.0,L,P,1.594
354,745-Jun-18,1993334.0,L,T,2.733
178,745-Dec-13,1993512.0,L,P,1.839
354,746-Dec-03,1993866.0,L,N,0.515
148,747-Apr-29,1994014.0,L,P,1.055
30,747-May-29,1994044.0,L,N,0.032
678,749-Apr-07,1994722.0,L,P,1.9169999999999998
178,749-Oct-01,1994900.0,L,T,2.085
176,750-Mar-27,1995076.0,L,N,0.518
178,750-Sep-20,1995254.0,L,N,0.836
148,751-Feb-15,1995402.0,L,P,1.214
176,751-Aug-11,1995578.0,L,P,1.36
178,752-Feb-04,1995756.0,L,T,2.5660000000000003
178,752-Jul-31,1995934.0,L,T,2.75
176,753-Jan-24,1996110.0,L,P,1.8719999999999999
178,753-Jul-20,1996288.0,L,P,1.636
176,754-Jan-13,1996464.0,L,N,0.653
148,754-Jun-09,1996612.0,L,N,0.457
178,754-Dec-04,1996790.0,L,P,1.248
354,755-Nov-23,1997144.0,L,T,2.5
178,756-May-19,1997322.0,L,T,2.369
176,756-Nov-11,1997498.0,L,P,2.0669999999999997
178,757-May-08,1997676.0,L,P,1.002
176,757-Nov-01,1997852.0,L,N,0.8240000000000001
148,758-Mar-29,1998000.0,L,P,1.197
178,758-Sep-22,1998178.0,L,P,1.1520000000000001
176,759-Mar-18,1998354.0,L,T,2.539
178,759-Sep-11,1998532.0,L,T,2.428
176,760-Mar-06,1998708.0,L,P,1.9240000000000002
356,761-Feb-24,1999064.0,L,N,0.637
148,761-Jul-22,1999212.0,L,N,0.091
28,761-Aug-20,1999240.0,L,N,0.49200000000000005
148,762-Jan-15,1999388.0,L,P,1.36
178,762-Jul-11,1999566.0,L,P,1.4409999999999998
176,763-Jan-04,1999742.0,L,T,2.585
178,763-Jun-30,1999920.0,L,T,2.862
178,763-Dec-25,2000098.0,L,P,1.8419999999999999
176,764-Jun-18,2000274.0,L,P,1.4569999999999999
326,765-May-10,2000600.0,L,N,0.932
176,765-Nov-02,2000776.0,L,N,0.9590000000000001
178,766-Apr-29,2000954.0,L,T,2.2640000000000002
176,766-Oct-22,2001130.0,L,T,2.29
178,767-Apr-19,2001308.0,L,T,2.035
354,768-Apr-07,2001662.0,L,N,0.63
148,768-Sep-01,2001810.0,L,N,0.019
30,768-Oct-01,2001840.0,L,N,0.889
146,769-Feb-25,2001986.0,L,P,1.155
178,769-Aug-22,2002164.0,L,P,1.255
176,770-Feb-14,2002340.0,L,T,2.522
680,771-Dec-26,2003020.0,L,N,0.075
30,772-Jan-25,2003050.0,L,N,0.667
148,772-Jun-20,2003198.0,L,N,0.321
178,772-Dec-15,2003376.0,L,P,1.239
176,773-Jun-09,2003552.0,L,P,1.787
178,773-Dec-04,2003730.0,L,T,2.489
354,774-Nov-23,2004084.0,L,P,2.085
178,775-May-20,2004262.0,L,P,1.128
324,776-Apr-08,2004586.0,L,P,1.08
354,777-Mar-29,2004940.0,L,T,2.43
178,777-Sep-22,2005118.0,L,T,2.363
176,778-Mar-18,2005294.0,L,P,2.012
178,778-Sep-11,2005472.0,L,P,2.003
146,779-Feb-05,2005618.0,L,N,0.055
208,779-Aug-31,2005826.0,L,N,0.588
502,781-Jan-15,2006328.0,L,T,2.57
354,782-Jan-04,2006682.0,L,P,1.849
176,782-Jun-29,2006858.0,L,P,1.599
178,782-Dec-24,2007036.0,L,N,0.528
326,783-Nov-14,2007362.0,L,N,0.9440000000000001
176,784-May-09,2007538.0,L,T,2.134
178,784-Nov-02,2007716.0,L,T,2.2680000000000002
354,785-Oct-22,2008070.0,L,T,2.162
502,787-Mar-08,2008572.0,L,P,1.085
354,788-Feb-26,2008926.0,L,T,2.469
178,788-Aug-21,2009104.0,L,T,2.513
176,789-Feb-14,2009280.0,L,P,1.94
178,789-Aug-10,2009458.0,L,P,1.911
148,790-Jan-06,2009606.0,L,N,0.06
206,790-Jul-30,2009812.0,L,N,0.573
324,791-Jun-20,2010136.0,L,P,1.652
178,791-Dec-15,2010314.0,L,T,2.477
178,792-Jun-09,2010492.0,L,T,2.641
176,792-Dec-03,2010668.0,L,T,2.097
354,793-Nov-22,2011022.0,L,N,0.863
326,794-Oct-13,2011348.0,L,P,1.065
708,796-Sep-21,2012056.0,L,T,2.073
178,797-Mar-17,2012234.0,L,N,0.787
324,798-Feb-05,2012558.0,L,P,1.304
178,798-Aug-01,2012736.0,L,P,1.158
354,799-Jul-21,2013090.0,L,T,2.5789999999999997
178,800-Jan-15,2013268.0,L,P,1.8630000000000002
354,801-Jan-04,2013622.0,L,N,0.539
148,801-May-31,2013770.0,L,N,0.6679999999999999
28,801-Jun-29,2013798.0,L,N,0.42700000000000005
502,802-Nov-13,2014300.0,L,T,2.255
178,803-May-10,2014478.0,L,T,2.301
178,803-Nov-03,2014656.0,L,T,2.185
176,804-Apr-28,2014832.0,L,N,0.8859999999999999
178,804-Oct-22,2015010.0,L,N,0.9620000000000001
148,805-Mar-19,2015158.0,L,N,1.003
176,805-Sep-12,2015334.0,L,P,1.081
178,806-Mar-08,2015512.0,L,T,2.401
178,806-Sep-02,2015690.0,L,T,2.411
176,807-Feb-26,2015866.0,L,T,1.99
178,807-Aug-22,2016044.0,L,P,2.033
176,808-Feb-15,2016220.0,L,N,0.726
148,808-Jul-11,2016368.0,L,N,0.063
30,808-Aug-10,2016398.0,L,N,0.6990000000000001
148,809-Jan-05,2016546.0,L,P,1.215
354,809-Dec-25,2016900.0,L,T,2.465
176,810-Jun-20,2017076.0,L,T,2.778
178,810-Dec-14,2017254.0,L,T,2.108
178,811-Jun-10,2017432.0,L,P,1.395
176,811-Dec-04,2017608.0,L,N,0.8740000000000001
326,812-Oct-24,2017934.0,L,P,1.036
176,813-Apr-19,2018110.0,L,T,2.173
178,813-Oct-13,2018288.0,L,T,2.269
176,814-Apr-08,2018464.0,L,T,2.225
356,815-Mar-29,2018820.0,L,N,0.88
324,816-Feb-17,2019144.0,L,P,1.2590000000000001
176,816-Aug-11,2019320.0,L,N,1.035
178,817-Feb-05,2019498.0,L,T,2.515
178,817-Aug-01,2019676.0,L,T,2.449
680,819-Jun-12,2020356.0,L,N,0.532
176,819-Dec-05,2020532.0,L,N,0.929
178,820-May-31,2020710.0,L,P,1.858
176,820-Nov-23,2020886.0,L,T,2.248
178,821-May-20,2021064.0,L,T,2.445
354,822-May-10,2021418.0,L,N,1.031
178,822-Nov-03,2021596.0,L,P,0.983
324,823-Sep-24,2021920.0,L,N,1.013
176,824-Mar-18,2022096.0,L,T,2.322
356,825-Mar-08,2022452.0,L,T,2.052
324,826-Jan-27,2022776.0,L,N,0.009000000000000001
356,827-Jan-17,2023132.0,L,P,1.192
354,828-Jan-06,2023486.0,L,T,2.449
354,828-Dec-25,2023840.0,L,T,2.1180000000000003
176,829-Jun-20,2024016.0,L,P,1.5319999999999998
326,830-May-11,2024342.0,L,N,0.664
354,831-Apr-30,2024696.0,L,P,2.029
178,831-Oct-25,2024874.0,L,T,2.239
176,832-Apr-18,2025050.0,L,T,2.346
178,832-Oct-13,2025228.0,L,T,2.175
354,833-Oct-02,2025582.0,L,N,0.8109999999999999
148,834-Feb-27,2025730.0,L,P,1.205
176,834-Aug-23,2025906.0,L,N,0.9229999999999999
178,835-Feb-17,2026084.0,L,T,2.471
354,836-Feb-06,2026438.0,L,P,1.916
176,836-Jul-31,2026614.0,L,T,1.9869999999999999
178,837-Jan-25,2026792.0,L,N,0.583
326,837-Dec-16,2027118.0,L,N,0.9229999999999999
176,838-Jun-11,2027294.0,L,P,1.714
178,838-Dec-05,2027472.0,L,T,2.244
354,839-Nov-24,2027826.0,L,T,2.209
502,841-Apr-09,2028328.0,L,N,0.804
532,842-Sep-23,2028860.0,L,T,2.249
176,843-Mar-19,2029036.0,L,T,2.127
178,843-Sep-12,2029214.0,L,T,2.237
178,844-Mar-08,2029392.0,L,N,0.828
176,844-Aug-31,2029568.0,L,N,0.917
324,845-Jul-22,2029892.0,L,P,1.27
178,846-Jan-16,2030070.0,L,T,2.425
354,847-Jan-05,2030424.0,L,T,2.133
354,847-Dec-25,2030778.0,L,N,0.893
150,848-May-22,2030928.0,L,N,0.512
176,848-Nov-14,2031104.0,L,P,1.005
178,849-May-11,2031282.0,L,P,1.8780000000000001
354,850-Apr-30,2031636.0,L,T,2.479
176,850-Oct-24,2031812.0,L,T,2.209
178,851-Apr-19,2031990.0,L,P,1.0979999999999999
178,851-Oct-14,2032168.0,L,N,0.86
146,852-Mar-09,2032314.0,L,P,1.137
356,853-Feb-27,2032670.0,L,T,2.414
176,853-Aug-22,2032846.0,L,T,2.226
178,854-Feb-16,2033024.0,L,P,1.96
176,854-Aug-12,2033200.0,L,T,2.101
178,855-Feb-06,2033378.0,L,N,0.619
176,855-Aug-01,2033554.0,L,N,0.795
326,856-Jun-22,2033880.0,L,P,1.571
176,856-Dec-15,2034056.0,L,T,2.241
356,857-Dec-05,2034412.0,L,T,2.214
176,858-May-31,2034588.0,L,P,1.34
178,858-Nov-24,2034766.0,L,P,1.004
148,859-Apr-21,2034914.0,L,N,0.691
176,859-Oct-15,2035090.0,L,N,0.912
178,860-Apr-09,2035268.0,L,T,2.13
176,860-Oct-03,2035444.0,L,T,2.186
354,861-Sep-22,2035798.0,L,T,2.3169999999999997
178,862-Mar-19,2035976.0,L,N,0.898
178,862-Sep-12,2036154.0,L,N,1.006
148,863-Feb-07,2036302.0,L,P,1.12
176,863-Aug-03,2036478.0,L,P,1.158
178,864-Jan-27,2036656.0,L,T,2.391
176,864-Jul-22,2036832.0,L,T,2.49
178,865-Jan-15,2037010.0,L,T,2.1519999999999997
354,866-Jan-05,2037364.0,L,N,0.904
178,866-Jul-01,2037542.0,L,N,0.322
148,866-Nov-26,2037690.0,L,P,0.998
354,867-Nov-15,2038044.0,L,T,2.205
530,869-Apr-29,2038574.0,L,P,1.22
502,870-Sep-13,2039076.0,L,N,0.7390000000000001
178,871-Mar-10,2039254.0,L,T,2.346
176,871-Sep-02,2039430.0,L,T,2.134
680,873-Jul-13,2040110.0,L,N,0.136
30,873-Aug-12,2040140.0,L,N,0.904
148,874-Jan-06,2040288.0,L,N,0.9059999999999999
354,874-Dec-26,2040642.0,L,T,2.235
178,875-Jun-22,2040820.0,L,T,2.853
176,875-Dec-16,2040996.0,L,T,2.218
178,876-Jun-10,2041174.0,L,P,1.501
178,876-Dec-05,2041352.0,L,P,1.0070000000000001
176,877-May-31,2041528.0,L,N,0.153
148,877-Oct-26,2041676.0,L,N,0.878
176,878-Apr-20,2041852.0,L,T,2.017
356,879-Apr-10,2042208.0,L,T,2.309
680,881-Feb-18,2042888.0,L,P,1.068
354,882-Feb-07,2043242.0,L,T,2.347
176,882-Aug-03,2043418.0,L,T,2.374
178,883-Jan-27,2043596.0,L,T,2.18
176,883-Jul-23,2043772.0,L,P,1.9269999999999998
326,884-Jun-12,2044098.0,L,N,0.198
354,885-Jun-01,2044452.0,L,P,1.5630000000000002
178,885-Nov-26,2044630.0,L,T,2.1959999999999997
176,886-May-21,2044806.0,L,T,2.762
178,886-Nov-15,2044984.0,L,T,2.25
354,887-Nov-04,2045338.0,L,N,0.927
176,888-Apr-29,2045514.0,L,N,0.075
148,888-Sep-24,2045662.0,L,N,0.669
178,889-Mar-21,2045840.0,L,T,2.263
354,890-Mar-10,2046194.0,L,T,2.089
176,890-Sep-02,2046370.0,L,T,2.294
178,891-Feb-27,2046548.0,L,N,0.731
326,892-Jan-18,2046874.0,L,N,0.89
176,892-Jul-13,2047050.0,L,P,1.2890000000000001
356,893-Jul-03,2047406.0,L,T,2.7
176,893-Dec-26,2047582.0,L,T,2.2230000000000003
178,894-Jun-22,2047760.0,L,P,1.663
176,894-Dec-16,2047936.0,L,P,1.0090000000000001
148,895-May-12,2048084.0,L,N,0.444
354,896-May-01,2048438.0,L,P,1.899
178,896-Oct-25,2048616.0,L,T,2.0980000000000003
176,897-Apr-20,2048792.0,L,T,2.417
178,897-Oct-14,2048970.0,L,T,2.438
178,898-Apr-10,2049148.0,L,P,1.072
176,898-Oct-03,2049324.0,L,P,1.143
324,899-Aug-24,2049648.0,L,P,0.9640000000000001
178,900-Feb-18,2049826.0,L,T,2.291
354,901-Feb-06,2050180.0,L,T,2.2159999999999997
178,901-Aug-03,2050358.0,L,T,2.048
176,902-Jan-26,2050534.0,L,N,0.946
148,902-Jun-24,2050682.0,L,N,0.04
176,902-Dec-17,2050858.0,L,P,0.99
178,903-Jun-12,2051036.0,L,P,1.403
178,903-Dec-07,2051214.0,L,T,2.191
176,904-Jun-01,2051390.0,L,T,2.833
178,904-Nov-25,2051568.0,L,T,2.26
354,905-Nov-15,2051922.0,L,N,0.948
148,906-Apr-11,2052070.0,L,N,0.863
530,907-Sep-24,2052600.0,L,P,1.9880000000000002
178,908-Mar-20,2052778.0,L,T,2.173
178,908-Sep-13,2052956.0,L,T,2.374
178,909-Mar-10,2053134.0,L,N,0.807
176,909-Sep-02,2053310.0,L,P,1.09
326,910-Jul-25,2053636.0,L,P,1.157
176,911-Jan-17,2053812.0,L,T,2.211
708,912-Dec-26,2054520.0,L,P,1.011
148,913-May-23,2054668.0,L,N,0.312
178,913-Nov-16,2054846.0,L,N,0.835
354,914-Nov-05,2055200.0,L,P,2.0709999999999997
178,915-May-02,2055378.0,L,T,2.533
176,915-Oct-25,2055554.0,L,T,2.478
178,916-Apr-20,2055732.0,L,P,1.175
176,916-Oct-14,2055908.0,L,P,1.193
148,917-Mar-11,2056056.0,L,N,0.92
178,917-Sep-04,2056234.0,L,N,0.883
176,918-Feb-28,2056410.0,L,T,2.221
178,918-Aug-24,2056588.0,L,T,2.171
176,919-Feb-17,2056764.0,L,T,2.265
356,920-Feb-07,2057120.0,L,N,0.981
176,920-Aug-02,2057296.0,L,N,0.718
148,920-Dec-28,2057444.0,L,P,0.983
178,921-Jun-23,2057622.0,L,P,1.244
