DaysSince,Date,jd,Body,EclType,Mag
146,-1087-May-24,1324184.0,L,N,0.547
178,-1087-Nov-18,1324362.0,L,P,1.395
178,-1086-May-14,1324540.0,L,T,2.025
176,-1086-Nov-07,1324716.0,L,T,2.661
178,-1085-May-03,1324894.0,L,T,2.259
176,-1085-Oct-27,1325070.0,L,P,1.905
150,-1084-Mar-24,1325220.0,L,N,0.071
204,-1084-Oct-15,1325424.0,L,N,0.6779999999999999
326,-1083-Sep-05,1325750.0,L,P,1.247
178,-1082-Mar-02,1325928.0,L,T,2.7089999999999996
354,-1081-Feb-19,1326282.0,L,P,1.757
178,-1081-Aug-16,1326460.0,L,P,1.827
176,-1080-Feb-08,1326636.0,L,N,0.48
148,-1080-Jul-05,1326784.0,L,N,0.22899999999999998
176,-1080-Dec-29,1326960.0,L,P,1.489
178,-1079-Jun-24,1327138.0,L,P,1.5719999999999998
178,-1079-Dec-19,1327316.0,L,T,2.715
176,-1078-Jun-14,1327492.0,L,T,2.7710000000000004
178,-1078-Dec-09,1327670.0,L,P,1.712
502,-1076-Apr-23,1328172.0,L,P,1.041
30,-1076-May-23,1328202.0,L,N,0.055999999999999994
500,-1075-Oct-06,1328702.0,L,T,2.4090000000000003
178,-1074-Apr-02,1328880.0,L,P,1.9069999999999998
178,-1074-Sep-26,1329058.0,L,T,2.021
178,-1073-Mar-23,1329236.0,L,N,0.48100000000000004
176,-1073-Sep-15,1329412.0,L,N,0.79
326,-1072-Aug-06,1329738.0,L,P,1.3659999999999999
176,-1071-Jan-29,1329914.0,L,T,2.66
354,-1070-Jan-19,1330268.0,L,P,1.766
356,-1069-Jan-09,1330624.0,L,N,0.5489999999999999
146,-1069-Jun-04,1330770.0,L,N,0.406
178,-1069-Nov-29,1330948.0,L,P,1.393
354,-1068-Nov-18,1331302.0,L,T,2.655
178,-1067-May-14,1331480.0,L,T,2.396
176,-1067-Nov-07,1331656.0,L,P,1.9169999999999998
178,-1066-May-03,1331834.0,L,P,1.032
176,-1066-Oct-27,1332010.0,L,N,0.6970000000000001
148,-1065-Mar-24,1332158.0,L,P,1.235
178,-1065-Sep-17,1332336.0,L,P,1.202
176,-1064-Mar-12,1332512.0,L,T,2.6
178,-1064-Sep-05,1332690.0,L,T,2.469
176,-1063-Mar-01,1332866.0,L,P,1.8459999999999999
326,-1062-Jan-20,1333192.0,L,N,0.163
30,-1062-Feb-19,1333222.0,L,N,0.55
176,-1062-Aug-15,1333398.0,L,N,0.48700000000000004
148,-1061-Jan-10,1333546.0,L,P,1.4669999999999999
178,-1061-Jul-06,1333724.0,L,P,1.4280000000000002
176,-1061-Dec-30,1333900.0,L,T,2.7030000000000003
532,-1059-Jun-13,1334432.0,L,P,1.49
178,-1059-Dec-08,1334610.0,L,N,0.381
148,-1058-May-05,1334758.0,L,N,0.909
176,-1058-Oct-28,1334934.0,L,N,1.0859999999999999
178,-1057-Apr-24,1335112.0,L,T,2.247
176,-1057-Oct-18,1335288.0,L,T,2.392
178,-1056-Apr-13,1335466.0,L,T,2.0340000000000003
502,-1055-Aug-27,1335968.0,L,N,0.055999999999999994
30,-1055-Sep-26,1335998.0,L,N,0.828
146,-1054-Feb-20,1336144.0,L,P,1.224
356,-1053-Feb-10,1336500.0,L,T,2.6039999999999996
176,-1053-Aug-06,1336676.0,L,T,2.636
178,-1052-Jan-30,1336854.0,L,P,1.804
176,-1052-Jul-25,1337030.0,L,P,1.775
148,-1052-Dec-20,1337178.0,L,N,0.21100000000000002
206,-1051-Jul-14,1337384.0,L,N,0.441
326,-1050-Jun-04,1337710.0,L,P,1.746
710,-1048-May-14,1338420.0,L,P,1.163
324,-1047-Apr-04,1338744.0,L,P,1.105
354,-1046-Mar-24,1339098.0,L,T,2.474
178,-1046-Sep-17,1339276.0,L,T,2.4219999999999997
176,-1045-Mar-13,1339452.0,L,P,1.9509999999999998
178,-1045-Sep-06,1339630.0,L,P,1.9669999999999999
148,-1044-Feb-01,1339778.0,L,N,0.127
206,-1044-Aug-26,1339984.0,L,N,0.5670000000000001
148,-1043-Jan-20,1340132.0,L,P,1.4380000000000002
354,-1042-Jan-10,1340486.0,L,T,2.6830000000000003
176,-1042-Jul-05,1340662.0,L,T,2.695
178,-1042-Dec-30,1340840.0,L,P,1.723
178,-1041-Jun-25,1341018.0,L,P,1.6269999999999998
178,-1041-Dec-20,1341196.0,L,N,0.385
176,-1040-Jun-13,1341372.0,L,N,0.32299999999999995
148,-1040-Nov-08,1341520.0,L,N,1.08
178,-1039-May-05,1341698.0,L,T,2.112
530,-1038-Oct-17,1342228.0,L,T,2.066
178,-1037-Apr-13,1342406.0,L,N,0.738
324,-1036-Mar-03,1342730.0,L,P,1.137
178,-1036-Aug-27,1342908.0,L,P,1.202
354,-1035-Aug-16,1343262.0,L,T,2.54
178,-1034-Feb-10,1343440.0,L,P,1.8559999999999999
176,-1034-Aug-05,1343616.0,L,P,1.8940000000000001
178,-1033-Jan-30,1343794.0,L,N,0.607
176,-1033-Jul-26,1343970.0,L,N,0.5670000000000001
148,-1033-Dec-21,1344118.0,L,P,1.375
178,-1032-Jun-15,1344296.0,L,P,1.6119999999999999
176,-1032-Dec-09,1344472.0,L,T,2.642
178,-1031-Jun-04,1344650.0,L,T,2.673
176,-1031-Nov-28,1344826.0,L,P,1.9340000000000002
354,-1030-Nov-17,1345180.0,L,N,0.716
326,-1029-Oct-08,1345506.0,L,P,1.146
710,-1027-Sep-17,1346216.0,L,T,2.0180000000000002
176,-1026-Mar-12,1346392.0,L,N,0.7290000000000001
324,-1025-Jan-31,1346716.0,L,P,1.3940000000000001
178,-1025-Jul-27,1346894.0,L,P,1.167
178,-1024-Jan-21,1347072.0,L,T,2.6510000000000002
176,-1024-Jul-15,1347248.0,L,T,2.5669999999999997
178,-1023-Jan-10,1347426.0,L,P,1.7409999999999999
502,-1022-May-26,1347928.0,L,N,0.642
30,-1022-Jun-25,1347958.0,L,N,0.452
146,-1022-Nov-19,1348104.0,L,N,1.078
354,-1021-Nov-08,1348458.0,L,T,2.381
178,-1020-May-04,1348636.0,L,T,2.315
178,-1020-Oct-28,1348814.0,L,T,2.076
176,-1019-Apr-23,1348990.0,L,N,0.8809999999999999
178,-1019-Oct-17,1349168.0,L,N,0.871
324,-1018-Sep-07,1349492.0,L,P,1.138
178,-1017-Mar-03,1349670.0,L,T,2.454
178,-1017-Aug-28,1349848.0,L,T,2.457
502,-1015-Jan-11,1350350.0,L,N,0.166
30,-1015-Feb-10,1350380.0,L,N,0.6509999999999999
146,-1015-Jul-06,1350526.0,L,N,0.021
178,-1014-Jan-01,1350704.0,L,P,1.357
354,-1014-Dec-21,1351058.0,L,T,2.628
178,-1013-Jun-16,1351236.0,L,T,2.807
176,-1013-Dec-10,1351412.0,L,P,1.942
178,-1012-Jun-04,1351590.0,L,P,1.433
176,-1012-Nov-28,1351766.0,L,N,0.723
148,-1011-Apr-25,1351914.0,L,N,0.818
178,-1011-Oct-19,1352092.0,L,P,1.133
176,-1010-Apr-14,1352268.0,L,T,2.1919999999999997
178,-1010-Oct-08,1352446.0,L,T,2.36
176,-1009-Apr-03,1352622.0,L,T,2.194
326,-1008-Feb-22,1352948.0,L,N,0.017
30,-1008-Mar-23,1352978.0,L,N,0.836
176,-1008-Sep-16,1353154.0,L,N,0.687
326,-1007-Aug-07,1353480.0,L,N,1.054
178,-1006-Feb-01,1353658.0,L,T,2.609
176,-1006-Jul-27,1353834.0,L,T,2.448
354,-1005-Jul-16,1354188.0,L,P,1.88
178,-1004-Jan-10,1354366.0,L,N,0.418
148,-1004-Jun-06,1354514.0,L,N,0.508
176,-1004-Nov-29,1354690.0,L,N,1.0759999999999998
178,-1003-May-26,1354868.0,L,P,1.829
176,-1003-Nov-19,1355044.0,L,T,2.381
178,-1002-May-16,1355222.0,L,T,2.465
176,-1002-Nov-08,1355398.0,L,T,2.08
178,-1001-May-05,1355576.0,L,N,1.032
178,-1001-Oct-29,1355754.0,L,N,0.8809999999999999
146,-1000-Mar-24,1355900.0,L,N,0.929
354,-999-Mar-14,1356254.0,L,T,2.359
354,-998-Mar-03,1356608.0,L,T,1.994
326,-997-Jan-23,1356934.0,L,N,0.128
206,-997-Aug-16,1357140.0,L,N,0.784
324,-996-Jul-06,1357464.0,L,P,1.3619999999999999
710,-994-Jun-16,1358174.0,L,P,1.569
176,-994-Dec-09,1358350.0,L,N,0.7290000000000001
150,-993-May-07,1358500.0,L,N,0.6659999999999999
354,-992-Apr-25,1358854.0,L,P,2.04
176,-992-Oct-19,1359030.0,L,T,2.344
178,-991-Apr-14,1359208.0,L,T,2.331
176,-991-Oct-08,1359384.0,L,T,2.086
356,-990-Sep-28,1359740.0,L,N,0.7290000000000001
146,-989-Feb-22,1359886.0,L,P,1.272
710,-987-Jan-31,1360596.0,L,P,1.811
176,-987-Jul-26,1360772.0,L,T,1.993
178,-986-Jan-21,1360950.0,L,N,0.451
176,-986-Jul-16,1361126.0,L,N,0.6920000000000001
148,-986-Dec-11,1361274.0,L,N,1.072
178,-985-Jun-06,1361452.0,L,P,1.6869999999999998
530,-984-Nov-18,1361982.0,L,T,2.08
356,-983-Nov-08,1362338.0,L,N,0.883
148,-982-Apr-05,1362486.0,L,N,0.8109999999999999
176,-982-Sep-29,1362662.0,L,P,1.05
354,-981-Sep-18,1363016.0,L,T,2.333
178,-980-Mar-14,1363194.0,L,T,2.08
176,-980-Sep-06,1363370.0,L,T,2.169
178,-979-Mar-03,1363548.0,L,N,0.779
176,-979-Aug-26,1363724.0,L,N,0.871
150,-978-Jan-22,1363874.0,L,P,1.29
176,-978-Jul-17,1364050.0,L,P,1.251
178,-977-Jan-11,1364228.0,L,T,2.577
176,-977-Jul-07,1364404.0,L,T,2.596
178,-977-Dec-31,1364582.0,L,P,1.973
354,-976-Dec-19,1364936.0,L,N,0.7390000000000001
178,-975-Jun-15,1365114.0,L,N,0.22399999999999998
146,-975-Nov-09,1365260.0,L,P,1.124
356,-974-Oct-30,1365616.0,L,T,2.335
354,-973-Oct-20,1365970.0,L,T,2.102
176,-972-Apr-13,1366146.0,L,P,1.08
326,-971-Mar-05,1366472.0,L,P,1.193
176,-971-Aug-28,1366648.0,L,N,0.8740000000000001
178,-970-Feb-22,1366826.0,L,T,2.485
176,-970-Aug-17,1367002.0,L,T,2.251
180,-969-Feb-12,1367182.0,L,P,1.865
530,-968-Jul-26,1367712.0,L,N,0.799
148,-968-Dec-21,1367860.0,L,N,1.063
354,-967-Dec-10,1368214.0,L,T,2.38
178,-966-Jun-06,1368392.0,L,T,2.772
354,-965-May-26,1368746.0,L,P,1.35
178,-965-Nov-20,1368924.0,L,N,0.883
324,-964-Oct-10,1369248.0,L,N,1.023
176,-963-Apr-04,1369424.0,L,T,2.14
178,-963-Sep-29,1369602.0,L,T,2.292
354,-962-Sep-18,1369956.0,L,T,2.231
148,-961-Feb-13,1370104.0,L,N,0.017
30,-961-Mar-15,1370134.0,L,N,0.861
326,-960-Feb-03,1370460.0,L,P,1.239
354,-959-Jan-22,1370814.0,L,T,2.535
176,-959-Jul-17,1370990.0,L,T,2.479
178,-958-Jan-11,1371168.0,L,P,1.999
176,-958-Jul-07,1371344.0,L,P,1.825
356,-957-Jun-27,1371700.0,L,N,0.35600000000000004
324,-956-May-16,1372024.0,L,P,1.7169999999999999
176,-956-Nov-09,1372200.0,L,T,2.331
178,-955-May-05,1372378.0,L,T,2.6239999999999997
354,-954-Apr-25,1372732.0,L,P,1.215
178,-954-Oct-19,1372910.0,L,N,0.7809999999999999
324,-953-Sep-08,1373234.0,L,N,0.8059999999999999
178,-952-Mar-05,1373412.0,L,T,2.4019999999999997
176,-952-Aug-28,1373588.0,L,T,2.174
354,-951-Aug-17,1373942.0,L,T,2.1830000000000003
178,-950-Feb-11,1374120.0,L,N,0.557
148,-950-Jul-09,1374268.0,L,N,0.131
176,-949-Jan-01,1374444.0,L,N,1.047
356,-949-Dec-22,1374800.0,L,T,2.375
176,-948-Jun-16,1374976.0,L,T,2.8310000000000004
178,-948-Dec-10,1375154.0,L,T,2.08
178,-947-Jun-06,1375332.0,L,P,1.5119999999999998
354,-946-May-26,1375686.0,L,N,0.156
324,-945-Apr-16,1376010.0,L,T,2.019
354,-944-Apr-04,1376364.0,L,T,2.2880000000000003
532,-943-Sep-17,1376896.0,L,N,1.004
1034,-940-Jul-17,1377930.0,L,P,1.944
176,-939-Jan-10,1378106.0,L,N,0.78
148,-939-Jun-07,1378254.0,L,N,0.192
178,-939-Dec-01,1378432.0,L,P,1.125
176,-938-May-27,1378608.0,L,P,1.5519999999999998
354,-937-May-16,1378962.0,L,T,2.7769999999999997
178,-937-Nov-10,1379140.0,L,T,2.117
356,-936-Oct-30,1379496.0,L,N,0.7929999999999999
146,-935-Mar-26,1379642.0,L,P,0.997
30,-935-Apr-25,1379672.0,L,N,0.068
680,-933-Mar-05,1380352.0,L,P,2.0180000000000002
176,-933-Aug-28,1380528.0,L,T,2.259
178,-932-Feb-22,1380706.0,L,N,0.63
176,-932-Aug-17,1380882.0,L,P,0.982
148,-931-Jan-12,1381030.0,L,N,1.022
178,-931-Jul-08,1381208.0,L,P,1.2830000000000001
176,-930-Jan-01,1381384.0,L,T,2.36
178,-930-Jun-28,1381562.0,L,T,2.6860000000000004
178,-930-Dec-22,1381740.0,L,T,2.0869999999999997
354,-929-Dec-11,1382094.0,L,N,0.88
146,-928-May-06,1382240.0,L,N,0.41700000000000004
178,-928-Oct-31,1382418.0,L,N,0.9940000000000001
354,-927-Oct-20,1382772.0,L,T,2.239
178,-926-Apr-15,1382950.0,L,T,2.408
176,-926-Oct-09,1383126.0,L,T,2.316
178,-925-Apr-05,1383304.0,L,P,1.06
176,-925-Sep-28,1383480.0,L,N,1.0490000000000002
150,-924-Feb-24,1383630.0,L,P,1.093
176,-924-Aug-18,1383806.0,L,P,0.982
178,-923-Feb-12,1383984.0,L,T,2.408
176,-923-Aug-08,1384160.0,L,T,2.281
178,-922-Feb-01,1384338.0,L,T,2.0869999999999997
354,-921-Jan-22,1384692.0,L,N,0.813
148,-921-Jun-19,1384840.0,L,N,0.039
30,-921-Jul-18,1384870.0,L,N,0.607
148,-921-Dec-13,1385018.0,L,P,1.122
176,-920-Jun-07,1385194.0,L,P,1.392
178,-920-Dec-01,1385372.0,L,T,2.33
176,-919-May-27,1385548.0,L,T,2.818
178,-919-Nov-21,1385726.0,L,T,2.1180000000000003
176,-918-May-16,1385902.0,L,P,1.496
326,-917-Apr-07,1386228.0,L,N,0.884
176,-917-Sep-30,1386404.0,L,N,0.711
178,-916-Mar-26,1386582.0,L,T,2.201
176,-916-Sep-18,1386758.0,L,T,2.061
180,-915-Mar-16,1386938.0,L,T,2.116
530,-914-Aug-28,1387468.0,L,P,1.055
148,-913-Jan-23,1387616.0,L,N,0.985
178,-913-Jul-20,1387794.0,L,P,1.161
176,-912-Jan-12,1387970.0,L,T,2.338
710,-911-Dec-22,1388680.0,L,N,0.882
146,-910-May-18,1388826.0,L,N,0.281
30,-910-Jun-16,1388856.0,L,N,0.466
148,-910-Nov-12,1389004.0,L,N,0.987
176,-909-May-07,1389180.0,L,P,1.756
178,-909-Nov-01,1389358.0,L,T,2.224
354,-908-Oct-20,1389712.0,L,T,2.342
178,-907-Apr-16,1389890.0,L,P,1.1740000000000002
326,-906-Mar-07,1390216.0,L,N,0.997
354,-905-Feb-24,1390570.0,L,T,2.324
176,-905-Aug-19,1390746.0,L,T,2.199
178,-904-Feb-13,1390924.0,L,T,2.15
530,-903-Jul-28,1391454.0,L,N,0.722
504,-902-Dec-13,1391958.0,L,T,2.327
354,-901-Dec-02,1392312.0,L,T,2.117
174,-900-May-26,1392486.0,L,P,1.64
178,-900-Nov-20,1392664.0,L,N,0.804
324,-899-Oct-10,1392988.0,L,N,0.6829999999999999
178,-898-Apr-06,1393166.0,L,T,2.083
178,-898-Sep-30,1393344.0,L,P,2.024
354,-897-Sep-19,1393698.0,L,T,2.373
502,-895-Feb-02,1394200.0,L,N,0.9359999999999999
354,-894-Jan-23,1394554.0,L,T,2.303
178,-894-Jul-19,1394732.0,L,T,2.417
176,-893-Jan-12,1394908.0,L,T,2.119
178,-893-Jul-08,1395086.0,L,P,1.975
354,-892-Jun-26,1395440.0,L,N,0.616
324,-891-May-17,1395764.0,L,P,1.619
178,-891-Nov-11,1395942.0,L,T,2.217
178,-890-May-07,1396120.0,L,T,2.6660000000000004
530,-889-Oct-20,1396650.0,L,P,1.1059999999999999
326,-888-Sep-09,1396976.0,L,N,0.865
708,-886-Aug-19,1397684.0,L,T,2.239
178,-885-Feb-12,1397862.0,L,N,0.9159999999999999
324,-884-Jan-03,1398186.0,L,P,1.102
178,-884-Jun-28,1398364.0,L,P,1.084
354,-883-Jun-17,1398718.0,L,T,2.515
178,-883-Dec-12,1398896.0,L,T,2.12
354,-882-Dec-02,1399250.0,L,N,0.807
148,-881-Apr-28,1399398.0,L,N,0.635
28,-881-May-27,1399426.0,L,N,0.46399999999999997
680,-879-Apr-06,1400106.0,L,T,2.352
176,-879-Sep-29,1400282.0,L,T,2.41
178,-878-Mar-26,1400460.0,L,N,0.9420000000000001
178,-878-Sep-19,1400638.0,L,P,1.165
148,-877-Feb-14,1400786.0,L,N,0.875
176,-877-Aug-10,1400962.0,L,N,0.948
178,-876-Feb-03,1401140.0,L,T,2.259
178,-876-Jul-30,1401318.0,L,T,2.294
176,-875-Jan-23,1401494.0,L,T,2.148
178,-875-Jul-19,1401672.0,L,T,2.116
176,-874-Jan-12,1401848.0,L,N,0.907
148,-874-Jun-08,1401996.0,L,N,0.011000000000000001
30,-874-Jul-08,1402026.0,L,N,0.758
148,-874-Dec-03,1402174.0,L,N,0.978
354,-873-Nov-22,1402528.0,L,T,2.21
176,-872-May-17,1402704.0,L,T,2.8
178,-872-Nov-10,1402882.0,L,T,2.367
178,-871-May-07,1403060.0,L,P,1.426
176,-871-Oct-30,1403236.0,L,P,1.12
148,-870-Mar-28,1403384.0,L,N,0.7709999999999999
176,-870-Sep-20,1403560.0,L,N,0.825
178,-869-Mar-17,1403738.0,L,T,2.112
178,-869-Sep-10,1403916.0,L,T,2.073
176,-868-Mar-05,1404092.0,L,T,2.316
178,-868-Aug-30,1404270.0,L,T,2.314
178,-867-Feb-23,1404448.0,L,N,0.987
324,-866-Jan-14,1404772.0,L,P,1.079
176,-866-Jul-09,1404948.0,L,N,0.943
178,-865-Jan-03,1405126.0,L,T,2.306
178,-865-Jun-29,1405304.0,L,T,2.372
178,-865-Dec-24,1405482.0,L,T,2.125
500,-863-May-08,1405982.0,L,N,0.502
178,-863-Nov-01,1406160.0,L,N,0.653
178,-862-Apr-28,1406338.0,L,P,1.8219999999999998
176,-862-Oct-21,1406514.0,L,P,1.983
178,-861-Apr-18,1406692.0,L,T,2.485
354,-860-Apr-06,1407046.0,L,N,1.072
178,-860-Sep-30,1407224.0,L,P,1.203
324,-859-Aug-21,1407548.0,L,N,0.86
176,-858-Feb-13,1407724.0,L,T,2.199
710,-856-Jan-24,1408434.0,L,N,0.934
326,-856-Dec-14,1408760.0,L,N,0.971
354,-855-Dec-03,1409114.0,L,T,2.204
354,-854-Nov-22,1409468.0,L,T,2.373
176,-853-May-18,1409644.0,L,P,1.5590000000000002
326,-852-Apr-07,1409970.0,L,N,0.64
354,-851-Mar-27,1410324.0,L,P,1.9869999999999999
176,-851-Sep-20,1410500.0,L,T,2.029
178,-850-Mar-16,1410678.0,L,T,2.418
532,-849-Aug-30,1411210.0,L,N,0.996
324,-848-Jul-20,1411534.0,L,N,0.813
178,-847-Jan-14,1411712.0,L,T,2.282
354,-846-Jan-03,1412066.0,L,T,2.14
176,-846-Jun-28,1412242.0,L,T,2.057
178,-846-Dec-23,1412420.0,L,N,0.8220000000000001
324,-845-Nov-12,1412744.0,L,N,0.649
178,-844-May-08,1412922.0,L,P,1.68
178,-844-Nov-01,1413100.0,L,P,1.976
354,-843-Oct-21,1413454.0,L,T,2.454
502,-841-Mar-07,1413956.0,L,N,0.715
354,-840-Feb-25,1414310.0,L,T,2.13
178,-840-Aug-20,1414488.0,L,T,2.088
176,-839-Feb-13,1414664.0,L,T,2.244
178,-839-Aug-09,1414842.0,L,T,2.365
354,-838-Jul-29,1415196.0,L,N,1.015
324,-837-Jun-19,1415520.0,L,P,1.2209999999999999
178,-837-Dec-14,1415698.0,L,T,2.194
354,-836-Dec-02,1416052.0,L,T,2.378
354,-835-Nov-21,1416406.0,L,P,1.1320000000000001
150,-834-Apr-19,1416556.0,L,N,0.498
28,-834-May-18,1416584.0,L,N,0.214
148,-834-Oct-12,1416732.0,L,N,0.777
178,-833-Apr-08,1416910.0,L,P,1.851
354,-832-Mar-27,1417264.0,L,T,2.533
176,-832-Sep-20,1417440.0,L,T,2.425
178,-831-Mar-16,1417618.0,L,P,1.1640000000000001
178,-831-Sep-10,1417796.0,L,N,1.062
146,-830-Feb-04,1417942.0,L,P,1.001
532,-829-Jul-20,1418474.0,L,T,2.113
178,-828-Jan-14,1418652.0,L,T,2.161
176,-828-Jul-09,1418828.0,L,T,2.186
178,-827-Jan-03,1419006.0,L,N,0.838
176,-827-Jun-28,1419182.0,L,N,0.861
326,-826-May-20,1419508.0,L,P,1.536
176,-826-Nov-12,1419684.0,L,P,1.974
178,-825-May-09,1419862.0,L,T,2.779
178,-825-Nov-02,1420040.0,L,T,2.4659999999999997
176,-824-Apr-27,1420216.0,L,P,1.364
178,-824-Oct-21,1420394.0,L,P,1.246
148,-823-Mar-18,1420542.0,L,N,0.616
28,-823-Apr-16,1420570.0,L,N,0.025
148,-823-Sep-11,1420718.0,L,N,0.718
178,-822-Mar-07,1420896.0,L,T,2.045
176,-822-Aug-31,1421072.0,L,P,2.005
178,-821-Feb-25,1421250.0,L,T,2.311
176,-821-Aug-20,1421426.0,L,T,2.467
178,-820-Feb-14,1421604.0,L,P,1.022
178,-820-Aug-09,1421782.0,L,P,1.126
148,-819-Jan-04,1421930.0,L,N,0.935
176,-819-Jun-30,1422106.0,L,P,1.0959999999999999
178,-819-Dec-24,1422284.0,L,T,2.1790000000000003
176,-818-Jun-19,1422460.0,L,T,2.447
178,-818-Dec-13,1422638.0,L,T,2.384
354,-817-Dec-03,1422992.0,L,P,1.135
178,-816-May-29,1423170.0,L,N,0.353
148,-816-Oct-23,1423318.0,L,N,0.7659999999999999
354,-815-Oct-12,1423672.0,L,P,1.973
176,-814-Apr-07,1423848.0,L,T,2.656
178,-814-Oct-02,1424026.0,L,T,2.463
176,-813-Mar-27,1424202.0,L,P,1.268
326,-812-Feb-16,1424528.0,L,N,0.9440000000000001
176,-812-Aug-10,1424704.0,L,N,0.59
178,-811-Feb-04,1424882.0,L,T,2.201
176,-811-Jul-30,1425058.0,L,P,2.003
180,-810-Jan-25,1425238.0,L,T,2.1959999999999997
500,-809-Jun-10,1425738.0,L,N,0.096
30,-809-Jul-10,1425768.0,L,P,0.983
148,-809-Dec-04,1425916.0,L,N,0.6459999999999999
354,-808-Nov-22,1426270.0,L,P,1.975
178,-807-May-19,1426448.0,L,T,2.819
354,-806-May-08,1426802.0,L,P,1.521
178,-806-Nov-02,1426980.0,L,P,1.255
176,-805-Apr-28,1427156.0,L,N,0.17
148,-805-Sep-23,1427304.0,L,N,0.667
176,-804-Mar-17,1427480.0,L,P,1.9509999999999998
710,-802-Feb-25,1428190.0,L,P,1.084
326,-801-Jan-16,1428516.0,L,N,0.902
354,-800-Jan-05,1428870.0,L,T,2.155
176,-800-Jun-30,1429046.0,L,T,2.319
178,-800-Dec-24,1429224.0,L,T,2.397
176,-799-Jun-19,1429400.0,L,P,1.9709999999999999
326,-798-May-10,1429726.0,L,N,0.19699999999999998
354,-797-Apr-29,1430080.0,L,P,1.554
178,-797-Oct-24,1430258.0,L,P,1.96
176,-796-Apr-17,1430434.0,L,T,2.79
178,-796-Oct-12,1430612.0,L,T,2.489
176,-795-Apr-07,1430788.0,L,P,1.386
178,-795-Oct-01,1430966.0,L,P,1.156
176,-794-Mar-27,1431142.0,L,N,0.12
148,-794-Aug-22,1431290.0,L,N,0.5
178,-793-Feb-16,1431468.0,L,T,2.144
354,-792-Feb-05,1431822.0,L,T,2.24
176,-792-Jul-30,1431998.0,L,T,2.412
178,-791-Jan-24,1432176.0,L,N,0.902
326,-791-Dec-15,1432502.0,L,N,0.643
176,-790-Jun-10,1432678.0,L,P,1.247
178,-790-Dec-04,1432856.0,L,P,1.974
178,-789-May-31,1433034.0,L,T,2.665
176,-789-Nov-23,1433210.0,L,T,2.471
178,-788-May-19,1433388.0,L,P,1.683
324,-787-Apr-08,1433712.0,L,N,0.391
354,-786-Mar-29,1434066.0,L,P,1.844
178,-786-Sep-22,1434244.0,L,P,1.879
176,-785-Mar-18,1434420.0,L,T,2.481
178,-785-Sep-11,1434598.0,L,T,2.6319999999999997
354,-784-Aug-30,1434952.0,L,P,1.308
324,-783-Jul-21,1435276.0,L,N,0.87
30,-783-Aug-20,1435306.0,L,N,0.066
148,-782-Jan-15,1435454.0,L,T,2.121
354,-781-Jan-04,1435808.0,L,T,2.415
178,-781-Jul-01,1435986.0,L,T,2.103
176,-781-Dec-24,1436162.0,L,P,1.148
150,-780-May-21,1436312.0,L,N,0.04
176,-780-Nov-13,1436488.0,L,N,0.7609999999999999
178,-779-May-10,1436666.0,L,P,1.3969999999999998
354,-778-Apr-29,1437020.0,L,T,2.819
176,-778-Oct-23,1437196.0,L,T,2.506
356,-777-Oct-13,1437552.0,L,P,1.188
146,-776-Mar-08,1437698.0,L,N,0.7929999999999999
532,-775-Aug-21,1438230.0,L,P,1.82
178,-774-Feb-15,1438408.0,L,T,2.301
176,-774-Aug-11,1438584.0,L,T,2.5069999999999997
178,-773-Feb-05,1438762.0,L,N,0.9540000000000001
176,-773-Jul-31,1438938.0,L,P,1.2009999999999998
326,-772-Jun-21,1439264.0,L,P,1.103
176,-772-Dec-14,1439440.0,L,P,1.973
356,-771-Dec-04,1439796.0,L,T,2.471
354,-770-Nov-23,1440150.0,L,P,1.2570000000000001
148,-769-Apr-20,1440298.0,L,N,0.268
176,-769-Oct-14,1440474.0,L,N,0.597
354,-768-Oct-02,1440828.0,L,P,1.834
178,-767-Mar-29,1441006.0,L,T,2.5839999999999996
176,-767-Sep-21,1441182.0,L,T,2.693
178,-766-Mar-18,1441360.0,L,P,1.247
178,-766-Sep-11,1441538.0,L,P,1.3780000000000001
148,-765-Feb-06,1441686.0,L,N,0.799
176,-765-Aug-02,1441862.0,L,N,0.773
178,-764-Jan-26,1442040.0,L,P,2.073
176,-764-Jul-21,1442216.0,L,T,2.084
178,-763-Jan-14,1442394.0,L,T,2.443
354,-762-Jan-04,1442748.0,L,P,1.166
178,-762-Jun-30,1442926.0,L,N,0.7709999999999999
148,-762-Nov-25,1443074.0,L,N,0.762
354,-761-Nov-14,1443428.0,L,P,1.9509999999999998
530,-759-Apr-28,1443958.0,L,P,1.642
326,-758-Mar-20,1444284.0,L,N,0.7
176,-758-Sep-12,1444460.0,L,N,0.365
178,-757-Mar-09,1444638.0,L,T,1.9869999999999999
176,-757-Sep-01,1444814.0,L,P,1.75
180,-756-Feb-27,1444994.0,L,T,2.374
530,-755-Aug-11,1445524.0,L,P,1.295
148,-754-Jan-05,1445672.0,L,N,0.618
354,-754-Dec-26,1446026.0,L,P,1.966
178,-753-Jun-21,1446204.0,L,T,2.356
176,-753-Dec-15,1446380.0,L,T,2.474
178,-752-Jun-09,1446558.0,L,P,2.01
178,-752-Dec-04,1446736.0,L,P,1.2570000000000001
176,-751-May-29,1446912.0,L,N,0.635
148,-751-Oct-25,1447060.0,L,N,0.5770000000000001
176,-750-Apr-19,1447236.0,L,P,1.6059999999999999
178,-750-Oct-14,1447414.0,L,P,1.801
