Obs#	Eclipse#	Hit_K70A10	Year	Month	Day	EclipseStart	ObservationTime	EclipseEnd	MoonAlt	KrittikkaAlt	AgastyaAlt	Remarks	HitTag	HitCount														
1064	345	-	83	7	17	0083-07-17T15:36:00	0083-07-17T18:00:00	0083-07-17T19:16:00	-2	-63	-24	ContinuingSearch +9 Minutes (moon fast fwd)	..	27														
1065	345	-	83	7	17	0083-07-17T15:36:00	0083-07-17T18:09:00	0083-07-17T19:16:00	0	-63	-26	ContinuingSearch +1 Minutes (moon fast fwd)	..	27														
1066	345	-	83	7	17	0083-07-17T15:36:00	0083-07-17T18:10:00	0083-07-17T19:16:00	0	-63	-26	BreakingSearch. Kritikka is too low to reach zenith	..	27														
1067	346	Hit	84	1	11	0084-01-11T19:08:00	0084-01-11T19:08:00	0084-01-11T21:43:00	19	81	14	Found NEW HIT:28	*@	27														
1068	347	-	89	9	8	0089-09-08T16:22:00	0089-09-08T16:22:00	0089-09-08T18:22:00	-23	-56	-39	ContinuingSearch +98 Minutes (moon fast fwd)	..	28														
1069	347	-	89	9	8	0089-09-08T16:22:00	0089-09-08T18:00:00	0089-09-08T18:22:00	0	-37	-47	BreakingSearch. Kritikka is too low to reach zenith	..	28														
1070	348	-	90	3	4	0090-03-04T15:23:00	0090-03-04T15:23:00	0090-03-04T18:55:00	-37	83	12	ContinuingSearch +154 Minutes (moon fast fwd)	*@	28														
1071	348	-	90	3	4	0090-03-04T15:23:00	0090-03-04T17:57:00	0090-03-04T18:55:00	-1	51	26	ContinuingSearch +4 Minutes (moon fast fwd)	.@	28														
1072	348	-	90	3	4	0090-03-04T15:23:00	0090-03-04T18:01:00	0090-03-04T18:55:00	0	50	26	ContinuingSearch +1 Minutes (moon fast fwd)	.@	28														
1073	348	-	90	3	4	0090-03-04T15:23:00	0090-03-04T18:02:00	0090-03-04T18:55:00	0	50	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	28														
1074	349	-	90	8	28	0090-08-28T16:35:00	0090-08-28T16:35:00	0090-08-28T20:29:00	-21	-60	-36	ContinuingSearch +87 Minutes (moon fast fwd)	..	28														
1075	349	-	90	8	28	0090-08-28T16:35:00	0090-08-28T18:02:00	0090-08-28T20:29:00	0	-46	-44	BreakingSearch. Kritikka is too low to reach zenith	..	28														
1076	350	-	91	8	17	0091-08-17T17:42:00	0091-08-17T17:42:00	0091-08-17T20:48:00	-5	-57	-38	ContinuingSearch +22 Minutes (moon fast fwd)	..	28														
1077	350	-	91	8	17	0091-08-17T17:42:00	0091-08-17T18:04:00	0091-08-17T20:48:00	0	-54	-41	BreakingSearch. Kritikka is too low to reach zenith	..	28														
1078	351	-	94	6	16	0094-06-16T00:05:00	0094-06-16T00:05:00	0094-06-16T03:36:00	51	-31	-47	BreakingSearch. Kritikka is too low to reach zenith	..	28														
1079	352	-	97	10	9	0097-10-09T17:53:00	0097-10-09T17:53:00	0097-10-09T21:28:00	5	-11	-45	BreakingSearch. Kritikka is too low to reach zenith	..	28														
1080	353	-	101	2	1	0101-02-01T20:22:00	0101-02-01T20:22:00	0101-02-02T00:03:00	35	45	27	ContinuingSearch +30 minutes (normally)	.@	28														
1081	353	-	101	2	1	0101-02-01T20:22:00	0101-02-01T20:52:00	0101-02-02T00:03:00	42	38	28	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	28														
1082	354	-	101	7	27	0101-07-27T23:02:00	0101-07-27T23:02:00	0101-07-28T02:41:00	57	-7	-43	BreakingSearch. Kritikka is too low to reach zenith	..	28														
1083	355	-	104	11	19	0104-11-19T21:42:00	0104-11-19T21:42:00	0104-11-20T01:14:00	61	80	8	ContinuingSearch +30 minutes (normally)	*.	28														
1084	355	Hit	104	11	19	0104-11-19T21:42:00	0104-11-19T22:12:00	0104-11-20T01:14:00	68	83	12	Found NEW HIT:29	*@	28														
1085	356	-	105	5	16	0105-05-16T15:36:00	0105-05-16T15:36:00	0105-05-16T19:15:00	-33	16	25	ContinuingSearch +138 Minutes (moon fast fwd)	.@	29														
1086	356	-	105	5	16	0105-05-16T15:36:00	0105-05-16T17:54:00	0105-05-16T19:15:00	-1	-17	12	ContinuingSearch +4 Minutes (moon fast fwd)	.@	29														
1087	356	-	105	5	16	0105-05-16T15:36:00	0105-05-16T17:58:00	0105-05-16T19:15:00	0	-18	11	ContinuingSearch +1 Minutes (moon fast fwd)	.@	29														
1088	356	-	105	5	16	0105-05-16T15:36:00	0105-05-16T17:59:00	0105-05-16T19:15:00	0	-18	11	BreakingSearch. Kritikka is too low to reach zenith	.@	29														
1089	357	-	107	9	19	0107-09-19T00:05:00	0107-09-19T00:05:00	0107-09-19T01:48:00	65	57	-7	ContinuingSearch +30 minutes (normally)	..	29														
1090	357	-	107	9	19	0107-09-19T00:05:00	0107-09-19T00:35:00	0107-09-19T01:48:00	60	64	-2	ContinuingSearch +30 minutes (normally)	..	29														
1091	357	-	107	9	19	0107-09-19T00:05:00	0107-09-19T01:05:00	0107-09-19T01:48:00	54	71	2	ContinuingSearch +30 minutes (normally)	*.	29														
1092	357	-	107	9	19	0107-09-19T00:05:00	0107-09-19T01:35:00	0107-09-19T01:48:00	48	78	6	ContinuingSearch +30 minutes (normally)	*.	29														
1093	357	-	107	9	19	0107-09-19T00:05:00	0107-09-19T02:05:00	0107-09-19T01:48:00	41	83	10	Breaking Search. Eclipse Over at 0107-09-19T01:48:00	*@	29														
1094	358	-	108	3	14	0108-03-14T23:27:00	0108-03-14T23:27:00	0108-03-15T02:58:00	81	-36	0	BreakingSearch. Kritikka is too low to reach zenith	..	29														
1095	359	-	108	9	7	0108-09-07T23:47:00	0108-09-07T23:47:00	0108-09-08T03:39:00	72	43	-16	ContinuingSearch +30 minutes (normally)	..	29														
1096	359	-	108	9	7	0108-09-07T23:47:00	0108-09-08T00:17:00	0108-09-08T03:39:00	70	50	-11	ContinuingSearch +30 minutes (normally)	..	29														
1097	359	-	108	9	7	0108-09-07T23:47:00	0108-09-08T00:47:00	0108-09-08T03:39:00	67	58	-7	ContinuingSearch +30 minutes (normally)	..	29														
1098	359	-	108	9	7	0108-09-07T23:47:00	0108-09-08T01:17:00	0108-09-08T03:39:00	61	65	-2	ContinuingSearch +30 minutes (normally)	..	29														
1099	359	-	108	9	7	0108-09-07T23:47:00	0108-09-08T01:47:00	0108-09-08T03:39:00	55	72	2	ContinuingSearch +30 minutes (normally)	*.	29														
1100	359	-	108	9	7	0108-09-07T23:47:00	0108-09-08T02:17:00	0108-09-08T03:39:00	49	78	6	ContinuingSearch +30 minutes (normally)	*.	29														
1101	359	Hit	108	9	7	0108-09-07T23:47:00	0108-09-08T02:47:00	0108-09-08T03:39:00	42	83	10	Found NEW HIT:30	*@	29														
1102	360	-	109	3	4	0109-03-04T16:20:00	0109-03-04T16:20:00	0109-03-04T19:13:00	-23	73	19	ContinuingSearch +98 Minutes (moon fast fwd)	*@	1														
1103	360	-	109	3	4	0109-03-04T16:20:00	0109-03-04T17:58:00	0109-03-04T19:13:00	0	50	26	ContinuingSearch +1 Minutes (moon fast fwd)	.@	1														
1104	360	-	109	3	4	0109-03-04T16:20:00	0109-03-04T17:59:00	0109-03-04T19:13:00	0	50	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	1														
1105	361	-	111	1	12	0111-01-12T22:30:00	0111-01-12T22:30:00	0111-01-13T00:51:00	64	34	28	ContinuingSearch +30 minutes (normally)	.@	1														
1106	361	-	111	1	12	0111-01-12T22:30:00	0111-01-12T23:00:00	0111-01-13T00:51:00	70	27	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	1														
1107	362	-	112	1	1	0112-01-01T20:56:00	0112-01-01T20:56:00	0112-01-02T00:50:00	45	67	22	ContinuingSearch +30 minutes (normally)	.@	1														
1108	362	-	112	1	1	0112-01-01T20:56:00	0112-01-01T21:26:00	0112-01-02T00:50:00	51	60	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	1														
1109	363	-	112	12	20	0112-12-20T23:15:00	0112-12-20T23:15:00	0112-12-21T02:19:00	74	44	27	ContinuingSearch +30 minutes (normally)	.@	1														
1110	363	-	112	12	20	0112-12-20T23:15:00	0112-12-20T23:45:00	0112-12-21T02:19:00	76	37	28	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	1														
1111	364	-	113	6	16	0113-06-16T21:12:00	0113-06-16T21:12:00	0113-06-16T22:54:00	40	-61	-34	BreakingSearch. Kritikka is too low to reach zenith	..	1														
1112	365	-	116	4	14	0116-04-14T18:33:00	0116-04-14T18:33:00	0116-04-14T21:55:00	9	3	21	ContinuingSearch +30 minutes (normally)	.@	1														
1113	365	-	116	4	14	0116-04-14T18:33:00	0116-04-14T19:03:00	0116-04-14T21:55:00	16	-4	18	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	1														
1114	366	-	118	2	23	0118-02-23T16:09:00	0118-02-23T16:09:00	0118-02-23T18:35:00	-26	82	14	ContinuingSearch +108 Minutes (moon fast fwd)	*@	1														
1115	366	-	118	2	23	0118-02-23T16:09:00	0118-02-23T17:57:00	0118-02-23T18:35:00	0	59	24	ContinuingSearch +2 Minutes (moon fast fwd)	.@	1														
1116	366	-	118	2	23	0118-02-23T16:09:00	0118-02-23T17:59:00	0118-02-23T18:35:00	0	59	24	ContinuingSearch +1 Minutes (moon fast fwd)	.@	1														
1117	366	-	118	2	23	0118-02-23T16:09:00	0118-02-23T18:00:00	0118-02-23T18:35:00	0	59	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	1														
1118	367	-	118	8	18	0118-08-18T22:15:00	0118-08-18T22:15:00	0118-08-18T23:46:00	56	2	-40	ContinuingSearch +30 minutes (normally)	..	1														
1119	367	-	118	8	18	0118-08-18T22:15:00	0118-08-18T22:45:00	0118-08-18T23:46:00	61	9	-36	ContinuingSearch +30 minutes (normally)	..	1														
1120	367	-	118	8	18	0118-08-18T22:15:00	0118-08-18T23:15:00	0118-08-18T23:46:00	64	16	-32	ContinuingSearch +30 minutes (normally)	..	1														
1121	367	-	118	8	18	0118-08-18T22:15:00	0118-08-18T23:45:00	0118-08-18T23:46:00	66	23	-28	ContinuingSearch +30 minutes (normally)	..	1														
1122	367	-	118	8	18	0118-08-18T22:15:00	0118-08-19T00:15:00	0118-08-18T23:46:00	66	30	-24	Breaking Search. Eclipse Over at 0118-08-18T23:46:00	..	1														
1123	368	-	120	7	27	0120-07-27T22:19:00	0120-07-27T22:19:00	0120-07-28T01:11:00	52	-17	-46	BreakingSearch. Kritikka is too low to reach zenith	..	1														
1124	369	-	121	12	11	0121-12-11T20:26:00	0121-12-11T20:26:00	0121-12-11T22:10:00	40	82	9	ContinuingSearch +30 minutes (normally)	*.	1														
1125	369	Hit	121	12	11	0121-12-11T20:26:00	0121-12-11T20:56:00	0121-12-11T22:10:00	47	83	13	Found NEW HIT:2	*@	1														
1126	370	-	122	6	7	0122-06-07T18:23:00	0122-06-07T18:23:00	0122-06-07T21:41:00	5	-42	-4	BreakingSearch. Kritikka is too low to reach zenith	..	2														
1127	371	-	123	5	27	0123-05-27T22:01:00	0123-05-27T22:01:00	0123-05-28T01:46:00	51	-63	-30	BreakingSearch. Kritikka is too low to reach zenith	..	2														
1128	372	Hit	123	11	20	0123-11-20T22:01:00	0123-11-20T22:01:00	0123-11-21T01:05:00	66	83	11	Found NEW HIT:3	*@	2														
1129	373	-	125	4	5	0125-04-05T18:01:00	0125-04-05T18:01:00	0125-04-05T19:26:00	1	20	26	ContinuingSearch +30 minutes (normally)	.@	3														
1130	373	-	125	4	5	0125-04-05T18:01:00	0125-04-05T18:31:00	0125-04-05T19:26:00	8	12	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	3														
1131	374	-	127	3	15	0127-03-15T00:21:00	0127-03-15T00:21:00	0127-03-15T03:21:00	71	-47	-8	BreakingSearch. Kritikka is too low to reach zenith	..	3														
1132	375	-	129	7	18	0129-07-18T22:44:00	0129-07-18T22:44:00	0129-07-19T01:20:00	53	-20	-47	BreakingSearch. Kritikka is too low to reach zenith	..	3														
1133	376	-	130	7	8	0130-07-08T14:52:00	0130-07-08T14:52:00	0130-07-08T18:27:00	-44	-23	8	ContinuingSearch +183 Minutes (moon fast fwd)	..	3														
1134	376	-	130	7	8	0130-07-08T14:52:00	0130-07-08T17:55:00	0130-07-08T18:27:00	-4	-59	-19	ContinuingSearch +16 Minutes (moon fast fwd)	..	3														
1135	376	-	130	7	8	0130-07-08T14:52:00	0130-07-08T18:11:00	0130-07-08T18:27:00	0	-61	-21	ContinuingSearch +1 Minutes (moon fast fwd)	..	3														
1136	376	-	130	7	8	0130-07-08T14:52:00	0130-07-08T18:12:00	0130-07-08T18:27:00	0	-61	-21	BreakingSearch. Kritikka is too low to reach zenith	..	3														
1137	377	-	132	11	10	0132-11-10T21:44:00	0132-11-10T21:44:00	0132-11-10T23:43:00	62	73	4	ContinuingSearch +30 minutes (normally)	*.	3														
1138	377	-	132	11	10	0132-11-10T21:44:00	0132-11-10T22:14:00	0132-11-10T23:43:00	69	80	8	ContinuingSearch +30 minutes (normally)	*.	3														
1139	377	Hit	132	11	10	0132-11-10T21:44:00	0132-11-10T22:44:00	0132-11-10T23:43:00	75	83	11	Found NEW HIT:4	*@	3														
1140	378	-	133	5	6	0133-05-06T19:01:00	0133-05-06T19:01:00	0133-05-06T22:33:00	15	-23	8	BreakingSearch. Kritikka is too low to reach zenith	..	4														
1141	379	-	134	10	20	0134-10-20T19:08:00	0134-10-20T19:08:00	0134-10-20T22:19:00	24	16	-32	ContinuingSearch +30 minutes (normally)	..	4														
1142	379	-	134	10	20	0134-10-20T19:08:00	0134-10-20T19:38:00	0134-10-20T22:19:00	31	23	-28	ContinuingSearch +30 minutes (normally)	..	4														
1143	379	-	134	10	20	0134-10-20T19:08:00	0134-10-20T20:08:00	0134-10-20T22:19:00	38	31	-24	ContinuingSearch +30 minutes (normally)	..	4														
1144	379	-	134	10	20	0134-10-20T19:08:00	0134-10-20T20:38:00	0134-10-20T22:19:00	45	38	-19	ContinuingSearch +30 minutes (normally)	..	4														
1145	379	-	134	10	20	0134-10-20T19:08:00	0134-10-20T21:08:00	0134-10-20T22:19:00	52	45	-15	ContinuingSearch +30 minutes (normally)	..	4														
1146	379	-	134	10	20	0134-10-20T19:08:00	0134-10-20T21:38:00	0134-10-20T22:19:00	60	52	-10	ContinuingSearch +30 minutes (normally)	..	4														
1147	379	-	134	10	20	0134-10-20T19:08:00	0134-10-20T22:08:00	0134-10-20T22:19:00	67	59	-6	ContinuingSearch +30 minutes (normally)	..	4														
1148	379	-	134	10	20	0134-10-20T19:08:00	0134-10-20T22:38:00	0134-10-20T22:19:00	74	66	0	Breaking Search. Eclipse Over at 0134-10-20T22:19:00	..	4														
1149	380	-	136	3	5	0136-03-05T00:24:00	0136-03-05T00:24:00	0136-03-05T02:41:00	70	-40	-2	BreakingSearch. Kritikka is too low to reach zenith	..	4														
1150	381	-	138	2	12	0138-02-12T18:37:00	0138-02-12T18:37:00	0138-02-12T21:28:00	9	60	24	ContinuingSearch +30 minutes (normally)	.@	4														
1151	381	-	138	2	12	0138-02-12T18:37:00	0138-02-12T19:07:00	0138-02-12T21:28:00	16	53	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	4														
1152	382	-	140	12	11	0140-12-11T15:24:00	0140-12-11T15:24:00	0140-12-11T18:55:00	-27	12	-34	ContinuingSearch +115 Minutes (moon fast fwd)	..	4														
1153	382	-	140	12	11	0140-12-11T15:24:00	0140-12-11T17:19:00	0140-12-11T18:55:00	-3	40	-18	ContinuingSearch +12 Minutes (moon fast fwd)	..	4														
1154	382	-	140	12	11	0140-12-11T15:24:00	0140-12-11T17:31:00	0140-12-11T18:55:00	0	42	-16	ContinuingSearch +1 Minutes (moon fast fwd)	..	4														
1155	382	-	140	12	11	0140-12-11T15:24:00	0140-12-11T17:32:00	0140-12-11T18:55:00	0	43	-16	ContinuingSearch +30 minutes (normally)	..	4														
1156	382	-	140	12	11	0140-12-11T15:24:00	0140-12-11T18:02:00	0140-12-11T18:55:00	6	50	-12	ContinuingSearch +30 minutes (normally)	..	4														
1157	382	-	140	12	11	0140-12-11T15:24:00	0140-12-11T18:32:00	0140-12-11T18:55:00	13	57	-7	ContinuingSearch +30 minutes (normally)	..	4														
1158	382	-	140	12	11	0140-12-11T15:24:00	0140-12-11T19:02:00	0140-12-11T18:55:00	19	64	-2	Breaking Search. Eclipse Over at 0140-12-11T18:55:00	..	4														
1159	383	-	144	4	5	0144-04-05T15:13:00	0144-04-05T15:13:00	0144-04-05T18:40:00	-40	60	24	ContinuingSearch +166 Minutes (moon fast fwd)	.@	4														
1160	383	-	144	4	5	0144-04-05T15:13:00	0144-04-05T17:59:00	0144-04-05T18:40:00	0	20	26	ContinuingSearch +1 Minutes (moon fast fwd)	.@	4														
1161	383	-	144	4	5	0144-04-05T15:13:00	0144-04-05T18:00:00	0144-04-05T18:40:00	0	20	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	4														
1162	384	-	144	9	29	0144-09-29T14:40:00	0144-09-29T14:40:00	0144-09-29T18:27:00	-45	-59	-37	ContinuingSearch +187 Minutes (moon fast fwd)	..	4														
1163	384	-	144	9	29	0144-09-29T14:40:00	0144-09-29T17:47:00	0144-09-29T18:27:00	0	-22	-47	BreakingSearch. Kritikka is too low to reach zenith	..	4														
1164	385	-	145	9	18	0145-09-18T15:49:00	0145-09-18T15:49:00	0145-09-18T19:14:00	-29	-55	-40	ContinuingSearch +122 Minutes (moon fast fwd)	..	4														
1165	385	-	145	9	18	0145-09-18T15:49:00	0145-09-18T17:51:00	0145-09-18T19:14:00	0	-31	-47	BreakingSearch. Kritikka is too low to reach zenith	..	4														
1166	386	-	148	7	18	0148-07-18T22:21:00	0148-07-18T22:21:00	0148-07-19T01:57:00	51	-25	-47	BreakingSearch. Kritikka is too low to reach zenith	..	4														
1167	387	-	149	1	11	0149-01-11T15:53:00	0149-01-11T15:53:00	0149-01-11T19:00:00	-25	48	-13	ContinuingSearch +104 Minutes (moon fast fwd)	..	4														
1168	387	-	149	1	11	0149-01-11T15:53:00	0149-01-11T17:37:00	0149-01-11T19:00:00	-2	73	3	ContinuingSearch +10 Minutes (moon fast fwd)	*.	4														
1169	387	-	149	1	11	0149-01-11T15:53:00	0149-01-11T17:47:00	0149-01-11T19:00:00	0	75	4	ContinuingSearch +1 Minutes (moon fast fwd)	*.	4														
1170	387	-	149	1	11	0149-01-11T15:53:00	0149-01-11T17:48:00	0149-01-11T19:00:00	0	75	5	ContinuingSearch +30 minutes (normally)	*.	4														
1171	387	-	149	1	11	0149-01-11T15:53:00	0149-01-11T18:18:00	0149-01-11T19:00:00	6	81	9	ContinuingSearch +30 minutes (normally)	*.	4														
1172	387	Hit	149	1	11	0149-01-11T15:53:00	0149-01-11T18:48:00	0149-01-11T19:00:00	13	83	12	Found NEW HIT:5	*@	4														
1173	388	-	151	11	11	0151-11-11T19:31:00	0151-11-11T19:31:00	0151-11-11T23:06:00	30	42	-16	ContinuingSearch +30 minutes (normally)	..	5														
1174	388	-	151	11	11	0151-11-11T19:31:00	0151-11-11T20:01:00	0151-11-11T23:06:00	37	49	-12	ContinuingSearch +30 minutes (normally)	..	5														
1175	388	-	151	11	11	0151-11-11T19:31:00	0151-11-11T20:31:00	0151-11-11T23:06:00	44	56	-7	ContinuingSearch +30 minutes (normally)	..	5														
1176	388	-	151	11	11	0151-11-11T19:31:00	0151-11-11T21:01:00	0151-11-11T23:06:00	51	64	-2	ContinuingSearch +30 minutes (normally)	..	5														
1177	388	-	151	11	11	0151-11-11T19:31:00	0151-11-11T21:31:00	0151-11-11T23:06:00	58	71	2	ContinuingSearch +30 minutes (normally)	*.	5														
1178	388	-	151	11	11	0151-11-11T19:31:00	0151-11-11T22:01:00	0151-11-11T23:06:00	65	77	6	ContinuingSearch +30 minutes (normally)	*.	5														
1179	388	-	151	11	11	0151-11-11T19:31:00	0151-11-11T22:31:00	0151-11-11T23:06:00	72	82	10	ContinuingSearch +30 minutes (normally)	*.	5														
1180	388	Hit	151	11	11	0151-11-11T19:31:00	0151-11-11T23:01:00	0151-11-11T23:06:00	78	82	14	Found NEW HIT:6	*@	5														
1181	389	-	153	4	25	0153-04-25T00:16:00	0153-04-25T00:16:00	0153-04-25T00:45:00	62	-63	-31	BreakingSearch. Kritikka is too low to reach zenith	..	6														
1182	390	-	155	3	6	0155-03-06T20:21:00	0155-03-06T20:21:00	0155-03-07T00:03:00	35	15	25	ContinuingSearch +30 minutes (normally)	.@	6														
1183	390	-	155	3	6	0155-03-06T20:21:00	0155-03-06T20:51:00	0155-03-07T00:03:00	43	8	23	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	6														
1184	391	-	155	8	29	0155-08-29T22:14:00	0155-08-29T22:14:00	0155-08-30T01:45:00	59	11	-35	ContinuingSearch +30 minutes (normally)	..	6														
1185	391	-	155	8	29	0155-08-29T22:14:00	0155-08-29T22:44:00	0155-08-30T01:45:00	64	19	-31	ContinuingSearch +30 minutes (normally)	..	6														
1186	391	-	155	8	29	0155-08-29T22:14:00	0155-08-29T23:14:00	0155-08-30T01:45:00	67	26	-27	ContinuingSearch +30 minutes (normally)	..	6														
1187	391	-	155	8	29	0155-08-29T22:14:00	0155-08-29T23:44:00	0155-08-30T01:45:00	69	33	-22	ContinuingSearch +30 minutes (normally)	..	6														
1188	391	-	155	8	29	0155-08-29T22:14:00	0155-08-30T00:14:00	0155-08-30T01:45:00	68	40	-18	ContinuingSearch +30 minutes (normally)	..	6														
1189	391	-	155	8	29	0155-08-29T22:14:00	0155-08-30T00:44:00	0155-08-30T01:45:00	65	47	-13	ContinuingSearch +30 minutes (normally)	..	6														
1190	391	-	155	8	29	0155-08-29T22:14:00	0155-08-30T01:14:00	0155-08-30T01:45:00	61	55	-8	ContinuingSearch +30 minutes (normally)	..	6														
1191	391	-	155	8	29	0155-08-29T22:14:00	0155-08-30T01:44:00	0155-08-30T01:45:00	55	62	-4	ContinuingSearch +30 minutes (normally)	..	6														
1192	391	-	155	8	29	0155-08-29T22:14:00	0155-08-30T02:14:00	0155-08-30T01:45:00	49	69	1	Breaking Search. Eclipse Over at 0155-08-30T01:45:00	..	6														
1193	392	-	158	12	22	0158-12-22T00:14:00	0158-12-22T00:14:00	0158-12-22T03:45:00	66	30	27	ContinuingSearch +30 minutes (normally)	.@	6														
1194	392	-	158	12	22	0158-12-22T00:14:00	0158-12-22T00:44:00	0158-12-22T03:45:00	59	23	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	6														
1195	393	-	159	12	12	0159-12-12T15:55:00	0159-12-12T15:55:00	0159-12-12T18:58:00	-21	20	-30	ContinuingSearch +86 Minutes (moon fast fwd)	..	6														
1196	393	-	159	12	12	0159-12-12T15:55:00	0159-12-12T17:21:00	0159-12-12T18:58:00	-2	40	-18	ContinuingSearch +7 Minutes (moon fast fwd)	..	6														
1197	393	-	159	12	12	0159-12-12T15:55:00	0159-12-12T17:28:00	0159-12-12T18:58:00	0	42	-17	ContinuingSearch +1 Minutes (moon fast fwd)	..	6														
