sloka	pada	english	speech_part	word_count	verb_count
3.23.3	परिवेषणम्	surrounding	[[('surrounding', 'VBG')]]	1	1
5.1.62	परिवेषी	surrounded	[[('surrounded', 'VBD')]]	1	1
4.1.8283	परिवेष्टितान्	twined	[[('twined', 'VBN')]]	1	1
5.34.9	परिशङ्कते	suspected	[[('suspected', 'VBN')]]	1	1
3.57.10	परिशङ्कितः	terrified	[[('terrified', 'VBN')]]	1	1
2.103.3	परिशुष्यता	emaciated	[[('emaciated', 'VBN')]]	1	1
2.54.35	परिश्रान्तः	exhausted	[[('exhausted', 'VBN')]]	1	1
4.61.2	परिश्रान्तः	exhausted	[[('exhausted', 'VBN')]]	1	1
3.28.12	परिश्रान्तम्	exhausted	[[('exhausted', 'VBN')]]	1	1
4.54.3	परिश्रान्तम्	tired	[[('tired', 'VBN')]]	1	1
2.72.9	परिश्रान्तम् अभवत्	were exhausted	[[('were', 'VBD'), ('exhausted', 'VBN')]]	2	2
4.52.9	परिश्रान्ता	exhausted	[[('exhausted', 'VBN')]]	1	1
4.50.14	परिश्रान्ताः	exhausted	[[('exhausted', 'VBN')]]	1	1
4.56.12	परिश्रान्ताः	exhausted	[[('exhausted', 'VBN')]]	1	1
2.102.48	परिषस्वजे	embraced	[[('embraced', 'VBD')]]	1	1
3.30.39	परिषस्वजे	embraced	[[('embraced', 'VBD')]]	1	1
5.53.8	परिषिच्य	having soaked	[[('having', 'VBG'), ('soaked', 'VBN')]]	2	2
2.87.4	परिष्यज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
2.20.21	परिष्वक्तः	was embraced	[[('was', 'VBD'), ('embraced', 'VBN')]]	2	2
1.77.20	परिष्वज्य	embracing	[[('embracing', 'VBG')]]	1	1
2.103.23	परिष्वज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
2.104.15	परिष्वज्य	embracing	[[('embracing', 'VBG')]]	1	1
2.112.26	परिष्वज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
2.25.40	परिष्वज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
2.30.26	परिष्वज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
2.32.39	परिष्वज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
2.34.20	परिष्वज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
2.39.19	परिष्वज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
2.4.11	परिष्वज्य	embracing	[[('embracing', 'VBG')]]	1	1
2.52.33	परिष्वज्य	embracing	[[('embracing', 'VBG')]]	1	1
2.72.4	परिष्वज्य	having hugged	[[('having', 'VBG'), ('hugged', 'VBN')]]	2	2
2.75.63	परिष्वज्य	hugged	[[('hugged', 'VBN')]]	1	1
3.15.27	परिष्वज्य	embraced	[[('embraced', 'VBD')]]	1	1
3.30.41	परिष्वज्य	embraced	[[('embraced', 'VBD')]]	1	1
3.4.33	परिष्वज्य	embraced	[[('embraced', 'VBD')]]	1	1
3.42.5	परिष्वज्य	embracing	[[('embracing', 'VBG')]]	1	1
3.67.22	परिष्वज्य	embracing	[[('embracing', 'VBG')]]	1	1
4.38.19	परिष्वज्य	embracing	[[('embracing', 'VBG')]]	1	1
5.10.37	परिष्वज्य	hugging	[[('hugging', 'VBG')]]	1	1
5.10.40	परिष्वज्य	embracing	[[('embracing', 'VBG')]]	1	1
5.10.49	परिष्वज्य	embraced	[[('embraced', 'VBD')]]	1	1
5.22.39	परिष्वज्य	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
3.14.34	परिष्वज्य च	having embraced	[[('having', 'VBG'), ('embraced', 'VBN')]]	2	2
5.25.9	परिसर्पती	moving	[[('moving', 'VBG')]]	1	1
3.21.6	परिसान्त्विता	pacified	[[('pacified', 'VBN')]]	1	1
3.21.7	परिसान्त्विता	pacified	[[('pacified', 'VBN')]]	1	1
2.87.11	परिसान्त्वेद्यं	reassuring	[[('reassuring', 'VBG')]]	1	1
2.96.31	परिसान्त्व्य	having pacified	[[('having', 'VBG'), ('pacified', 'VBN')]]	2	2
2.23.41	परिसान्त्व्य च	consoling	[[('consoling', 'VBG')]]	1	1
2.30.24	परिसुस्राव	flowed	[[('flowed', 'VBN')]]	1	1
5.29.5	परिस्रंसत	slipped	[[('slipped', 'VBD')]]	1	1
2.17.16	परिहरन्	crossing	[[('crossing', 'VBG')]]	1	1
1.7.8	परीक्षिताः	tested	[[('tested', 'VBN')]]	1	1
3.60.38	परीत्य	searching	[[('searching', 'VBG')]]	1	1
5.22.6	परुषाणि	piercing	[[('piercing', 'VBG')]]	1	1
3.22.7	परुषितः	been acused	[[('been', 'VBN'), ('acused', 'VBN')]]	2	2
2.64.47	पर्यदेवयत	bewailed	[[('bewailed', 'VBN')]]	1	1
2.66.16	पर्यदेवयन्	cried	[[('cried', 'VBN')]]	1	1
2.66.17	पर्यदेवयन्	lamented	[[('lamented', 'VBN')]]	1	1
3.52.39	पर्यदेवयन्	wailed	[[('wailed', 'VBD')]]	1	1
5.67.15	पर्यपालयः	saved	[[('saved', 'VBN')]]	1	1
5.38.34	पर्यपालयत्	saved	[[('saved', 'VBN')]]	1	1
1.52.4	पर्यपृच्छत	enquired	[[('enquired', 'VBN')]]	1	1
1.74.10	पर्यपृच्छत	enquired	[[('enquired', 'VBN')]]	1	1
2.10.19	पर्यपृच्छत	enquired	[[('enquired', 'VBN')]]	1	1
3.57.24	पर्यपृच्छत	questioned	[[('questioned', 'VBN')]]	1	1
1.18.43	पर्यपृच्छत्	enquired	[[('enquired', 'VBN')]]	1	1
1.18.44	पर्यपृच्छत्	enquired	[[('enquired', 'VBN')]]	1	1
2.100.3	पर्यपृच्छत्	enquired	[[('enquired', 'VBN')]]	1	1
2.117.19	पर्यपृच्छत्	enquired	[[('enquired', 'VBN')]]	1	1
3.5.27	पर्यपृच्छत्	enquired	[[('enquired', 'VBN')]]	1	1
3.28.11	पर्यवस्थितम्	seated	[[('seated', 'VBN')]]	1	1
3.28.12	पर्यवस्थितम्	staying	[[('staying', 'VBG')]]	1	1
2.87.6	पर्यवारयन्	surrounded	[[('surrounded', 'VBD')]]	1	1
3.25.4	पर्यवारयन्	surrounded	[[('surrounded', 'VBD')]]	1	1
5.43.13	पर्यवारयन्	surrounded	[[('surrounded', 'VBD')]]	1	1
2.30.25	पर्यशुष्यत	withered	[[('withered', 'VBD')]]	1	1
2.102.47	पर्यष्वजत	embraced	[[('embraced', 'VBD')]]	1	1
2.118.54	पर्यष्वजत	embraced	[[('embraced', 'VBD')]]	1	1
2.75.9	पर्यष्वजेताम्	hugged	[[('hugged', 'VBN')]]	1	1
2.41.18	पर्याकुलम्	was agitated	[[('was', 'VBD'), ('agitated', 'VBN')]]	2	2
2.41.14	पर्याकुलाः	agitated	[[('agitated', 'VBN')]]	1	1
5.55.34	पर्युपस्थिताम्	stationed	[[('stationed', 'VBN')]]	1	1
2.64.79	पर्युपातिष्ठन्	reached	[[('reached', 'VBN')]]	1	1
2.65.1	पर्युपातिष्ठन्	reached	[[('reached', 'VBN')]]	1	1
2.75.39	पलायमानः	feeling	[[('feeling', 'VBG')]]	1	1
1.43.26	पवित्रमिति	sacred	[[('sacred', 'VBN')]]	1	1
1.1.98	पवित्रम्	sacred	[[('sacred', 'VBN')]]	1	1
2.63.10	पश्चात्	repenting	[[('repenting', 'VBG')]]	1	1
2.18.22	पश्चात्तप्यते	repenting	[[('repenting', 'VBG')]]	1	1
1.26.11	पश्य	see	[[('see', 'VB')]]	1	1
1.67.12	पश्य	see	[[('see', 'VB')]]	1	1
2.113.24	पश्य	see	[[('see', 'VB')]]	1	1
2.20.24	पश्य	see	[[('see', 'VB')]]	1	1
2.34.8	पश्य	see	[[('see', 'VB')]]	1	1
2.46.3	पश्य	see	[[('see', 'VB')]]	1	1
2.51.10	पश्य	see	[[('see', 'VB')]]	1	1
2.54.26	पश्य	see	[[('see', 'VB')]]	1	1
2.56.10	पश्य	see	[[('see', 'VB')]]	1	1
2.56.6	पश्य	see	[[('see', 'VB')]]	1	1
2.56.7	पश्य	see	[[('see', 'VB')]]	1	1
2.56.8	पश्य	see	[[('see', 'VB')]]	1	1
2.81.5	पश्य	see	[[('see', 'VB')]]	1	1
2.95.10	पश्य	see	[[('see', 'VB')]]	1	1
2.95.9	पश्य	see	[[('see', 'VB')]]	1	1
2.96.7	पश्य	see	[[('see', 'VB')]]	1	1
3.18.19	पश्य	see	[[('see', 'VB')]]	1	1
3.2.17	पश्य	see	[[('see', 'VB')]]	1	1
3.24.3	पश्य	see	[[('see', 'VB')]]	1	1
3.43.27	पश्य	see	[[('see', 'VB')]]	1	1
3.43.47	पश्य	see	[[('see', 'VB')]]	1	1
3.49.39	पश्य	see	[[('see', 'VB')]]	1	1
3.49.4	पश्य	see	[[('see', 'VB')]]	1	1
3.5.12	पश्य	see	[[('see', 'VB')]]	1	1
3.6.16	पश्य	see	[[('see', 'VB')]]	1	1
3.64.39	पश्य	see	[[('see', 'VB')]]	1	1
3.64.49	पश्य	see	[[('see', 'VB')]]	1	1
3.64.51	पश्य	see	[[('see', 'VB')]]	1	1
3.64.56	पश्य	see	[[('see', 'VB')]]	1	1
3.64.59	पश्य	see	[[('see', 'VB')]]	1	1
3.64.65	पश्य	see	[[('see', 'VB')]]	1	1
3.68.22	पश्य	see	[[('see', 'VB')]]	1	1
3.69.38	पश्य	see	[[('see', 'VB')]]	1	1
3.69.48	पश्य	see	[[('see', 'VB')]]	1	1
3.74.21	पश्य	see	[[('see', 'VB')]]	1	1
3.74.24	पश्य	see	[[('see', 'VB')]]	1	1
3.74.25	पश्य	see	[[('see', 'VB')]]	1	1
3.8.12	पश्य	see	[[('see', 'VB')]]	1	1
4.1.101	पश्य	see	[[('see', 'VB')]]	1	1
4.1.13	पश्य	see	[[('see', 'VB')]]	1	1
4.1.21	पश्य	see	[[('see', 'VB')]]	1	1
4.1.41	पश्य	see	[[('see', 'VB')]]	1	1
4.1.60	पश्य	see	[[('see', 'VB')]]	1	1
4.1.61	पश्य	see	[[('see', 'VB')]]	1	1
4.1.72	पश्य	see	[[('see', 'VB')]]	1	1
4.1.8283	पश्य	see	[[('see', 'VB')]]	1	1
4.1.91	पश्य	see	[[('see', 'VB')]]	1	1
4.1.98	पश्य	see	[[('see', 'VB')]]	1	1
4.56.7	पश्य	see	[[('see', 'VB')]]	1	1
5.63.22	पश्य	seen	[[('seen', 'VBN')]]	1	1
2.75.58	पश्यतः	seeing	[[('seeing', 'VBG')]]	1	1
3.18.16	पश्यतः	are seeing	[[('are', 'VBP'), ('seeing', 'VBG')]]	2	2
4.1.33	पश्यतः	seeing	[[('seeing', 'VBG')]]	1	1
5.37.32	पश्यतु	see	[[('see', 'VB')]]	1	1
1.2.8	पश्यन्	looking	[[('looking', 'VBG')]]	1	1
1.73.41	पश्यन्	seeing	[[('seeing', 'VBG')]]	1	1
2.34.59	पश्यन्	seeing	[[('seeing', 'VBG')]]	1	1
2.49.3	पश्यन्	seeing	[[('seeing', 'VBG')]]	1	1
2.57.4	पश्यन्	seeing	[[('seeing', 'VBG')]]	1	1
2.71.47	पश्यन्	seeing	[[('seeing', 'VBG')]]	1	1
3.35.21	पश्यन्	seeing	[[('seeing', 'VBG')]]	1	1
3.51.10	पश्यन्	observing	[[('observing', 'VBG')]]	1	1
3.75.21	पश्यन्	seeing	[[('seeing', 'VBG')]]	1	1
1.35.6	पश्यन्तः	seeing	[[('seeing', 'VBG')]]	1	1
2.54.2	पश्यन्तः	viewing	[[('viewing', 'VBG')]]	1	1
2.68.19	पश्यन्तः	seeing	[[('seeing', 'VBG')]]	1	1
2.33.4	पश्यन्ति	were looking	[[('were', 'VBD'), ('looking', 'VBG')]]	2	2
2.33.8	पश्यन्ति	are beholding	[[('are', 'VBP'), ('beholding', 'VBG')]]	2	2
3.33.10	पश्यन्ति	see	[[('see', 'VB')]]	1	1
2.16.23	पश्यन्ती	looking	[[('looking', 'VBG')]]	1	1
2.16.39	पश्यन्ती	seeing	[[('seeing', 'VBG')]]	1	1
2.55.30	पश्यन्ती	seeing	[[('seeing', 'VBG')]]	1	1
2.94.18	पश्यन्ती	observing	[[('observing', 'VBG')]]	1	1
5.15.24	पश्यन्तीम्	seeing	[[('seeing', 'VBG')]]	1	1
3.42.10	पश्यन्तौ	seeing	[[('seeing', 'VBG')]]	1	1
3.75.14	पश्यन्तौ	seeing	[[('seeing', 'VBG')]]	1	1
3.11.2	पश्यमानौ	seeing	[[('seeing', 'VBG')]]	1	1
2.12.103	पश्यसि	are seeing	[[('are', 'VBP'), ('seeing', 'VBG')]]	2	2
2.12.60	पश्यसि	see	[[('see', 'VB')]]	1	1
2.36.28	पश्यसि	see	[[('see', 'VB')]]	1	1
3.53.19	पश्यसि	see	[[('see', 'VB')]]	1	1
2.4.17	पश्यामि	am seeing	[[('am', 'VBP'), ('seeing', 'VBG')]]	2	2
2.71.26	पश्यामि	see	[[('see', 'VB')]]	1	1
2.71.30	पश्यामि	see	[[('see', 'VB')]]	1	1
3.34.8	पश्यामि	witnessed	[[('witnessed', 'VBN')]]	1	1
3.67.28	पस्पर्श	caressed	[[('caressed', 'VBN')]]	1	1
1.43.26	पस्पृशुः	touched	[[('touched', 'VBN')]]	1	1
2.14.34	पाण्डुरः	palecoloured	[[('palecoloured', 'VBN')]]	1	1
1.74.14	पातयन्	felling	[[('felling', 'VBG')]]	1	1
5.44.16	पातयामास	hurled	[[('hurled', 'VBN')]]	1	1
2.23.4	पातयित्वा	casting	[[('casting', 'VBG')]]	1	1
3.38.21	पातितः	was thrown	[[('was', 'VBD'), ('thrown', 'VBN')]]	2	2
3.30.12	पात्यते	is offered	[[('is', 'VBZ'), ('offered', 'VBN')]]	2	2
2.39.22	पापसङ्कल्पाः	evilminded	[[('evilminded', 'VBN')]]	1	1
1.38.21	पापसमाचारः	evilinclined	[[('evilinclined', 'VBN')]]	1	1
3.12.2	पाप्तः	has come	[[('has', 'VBZ'), ('come', 'VBN')]]	2	2
2.117.26	पाप्नुवन्ति	are obtaining	[[('are', 'VBP'), ('obtaining', 'VBG')]]	2	2
1.7.19	पालनं कुर्वन्	protecting	[[('protecting', 'VBG')]]	1	1
2.106.21	पालयन्	governing	[[('governing', 'VBG')]]	1	1
2.52.96	पालयन्	protecting	[[('protecting', 'VBG')]]	1	1
2.59.4	पालयन्	protecting	[[('protecting', 'VBG')]]	1	1
3.11.85	पालयन्	obeying	[[('obeying', 'VBG')]]	1	1
1.51.20	पालयामास	ruled	[[('ruled', 'VBN')]]	1	1
2.100.76	पालयित्वा	having ruled	[[('having', 'VBG'), ('ruled', 'VBN')]]	2	2
2.52.83	पालयित्वा	having obeyed	[[('having', 'VBG'), ('obeyed', 'VBN')]]	2	2
1.6.5	पालिता	ruled	[[('ruled', 'VBN')]]	1	1
1.77.3	पालिता	ruled	[[('ruled', 'VBN')]]	1	1
1.58.20	पालिताः	are ruled	[[('are', 'VBP'), ('ruled', 'VBN')]]	2	2
1.59.14	पालिताः	ruled	[[('ruled', 'VBN')]]	1	1
5.2.20	पालिताम्	ruled	[[('ruled', 'VBN')]]	1	1
1.65.32	पावितः	sanctified	[[('sanctified', 'VBN')]]	1	1
3.56.35	पाशबद्धा	ensnared	[[('ensnared', 'VBN')]]	1	1
2.79.5	पाहि च	save	[[('save', 'VB')]]	1	1
5.17.9	पिङ्गलाः	brownhued	[[('brownhued', 'VBN')]]	1	1
4.53.9	पिदधुः	closed	[[('closed', 'VBD')]]	1	1
3.55.32	पिधाय	covering	[[('covering', 'VBG')]]	1	1
5.26.35	पिशिताशनाः	flesheating	[[('flesheating', 'VBG')]]	1	1
2.45.12	पिहितम्	concealed	[[('concealed', 'VBN')]]	1	1
4.55.3	पिहितम्	blocked	[[('blocked', 'VBN')]]	1	1
3.69.35	पीडयन्	pressing	[[('pressing', 'VBG')]]	1	1
4.1.5	पीडयन्ति	is tormenting	[[('is', 'VBZ'), ('tormenting', 'VBG')]]	2	2
5.1.11	पीडयामास	pressed	[[('pressed', 'VBN')]]	1	1
2.35.37	पीडितः	afflicted	[[('afflicted', 'VBN')]]	1	1
4.67.44	पीडितः	crushed	[[('crushed', 'VBN')]]	1	1
5.56.26	पीडितः	pressed	[[('pressed', 'VBN')]]	1	1
5.56.32	पीडितः	crushed	[[('crushed', 'VBN')]]	1	1
2.33.14	पीडितम्	is distressed	[[('is', 'VBZ'), ('distressed', 'VBN')]]	2	2
5.56.31	पीडितम्	tormented	[[('tormented', 'VBN')]]	1	1
5.13.29	पीडिता	tormented	[[('tormented', 'VBN')]]	1	1
2.114.3	पीडिताम्	tormented	[[('tormented', 'VBN')]]	1	1
5.15.22	पीडिताम्	tormented	[[('tormented', 'VBN')]]	1	1
3.62.21	पीड्यमानः	being afflicted	[[('being', 'VBG'), ('afflicted', 'VBN')]]	2	2
5.1.15	पीड्यमानः	having pressed	[[('having', 'VBG'), ('pressed', 'VBN')]]	2	2
5.1.17	पीड्यमानेन	being pressed	[[('being', 'VBG'), ('pressed', 'VBN')]]	2	2
5.11.25	पीतानि	drained	[[('drained', 'VBN')]]	1	1
2.91.11	पीत्वा	sipped	[[('sipped', 'VBD')]]	1	1
5.62.10	पीत्वा	were drinking	[[('were', 'VBD'), ('drinking', 'VBG')]]	2	2
4.51.19	पीत्वा च	taking	[[('taking', 'VBG')]]	1	1
2.12.76	पीत्वेव	having partaken	[[('having', 'VBG'), ('partaken', 'VBN')]]	2	2
2.3.4	पुण्यः	is sacred	[[('is', 'VBZ'), ('sacred', 'VBN')]]	2	2
2.54.28	पुण्यः	sacred	[[('sacred', 'VBN')]]	1	1
3.75.25	पुण्यः	sacred	[[('sacred', 'VBN')]]	1	1
3.43.10	पुण्यदर्शनाः	piouslooking	[[('piouslooking', 'VBG')]]	1	1
1.23.6	पुण्यम्	sacred	[[('sacred', 'VBN')]]	1	1
1.23.7	पुण्यम्	sacred	[[('sacred', 'VBN')]]	1	1
1.45.2	पुण्यम्	sacred	[[('sacred', 'VBN')]]	1	1
3.1.6	पुण्यम्	sacred	[[('sacred', 'VBN')]]	1	1
3.11.32	पुण्यम्	sacred	[[('sacred', 'VBN')]]	1	1
3.32.19	पुण्यम्	sacred	[[('sacred', 'VBN')]]	1	1
3.74.35	पुण्यम्	sacred	[[('sacred', 'VBN')]]	1	1
4.60.13	पुण्यम्	sacred	[[('sacred', 'VBN')]]	1	1
2.54.39	पुण्यश्च	sacred	[[('sacred', 'VBN')]]	1	1
1.70.2	पुण्यसङ्काशाम्	sacred	[[('sacred', 'VBN')]]	1	1
1.24.9	पुण्या	sacred	[[('sacred', 'VBN')]]	1	1
1.34.11	पुण्या	sacred	[[('sacred', 'VBN')]]	1	1
5.13.62	पुण्या	sacred	[[('sacred', 'VBN')]]	1	1
2.14.34	पुण्याः	sacred	[[('sacred', 'VBN')]]	1	1
4.51.6	पुण्याः	sacred	[[('sacred', 'VBN')]]	1	1
1.61.10	पुण्यानि	sacred	[[('sacred', 'VBN')]]	1	1
1.2.35	पुण्याम्	sacred	[[('sacred', 'VBN')]]	1	1
2.68.17	पुण्याम्	sacred	[[('sacred', 'VBN')]]	1	1
2.99.18	पुण्याम्	sacred	[[('sacred', 'VBN')]]	1	1
2.99.24	पुण्याम्	sacred	[[('sacred', 'VBN')]]	1	1
4.64.21	पुण्याम्	sacred	[[('sacred', 'VBN')]]	1	1
1.43.7	पुण्ये	sacred	[[('sacred', 'VBN')]]	1	1
2.14.25	पुण्ये	sacred	[[('sacred', 'VBN')]]	1	1
2.14.42	पुण्ये	sacred	[[('sacred', 'VBN')]]	1	1
2.56.11	पुण्ये	sacred	[[('sacred', 'VBN')]]	1	1
1.8.20	पुनःजग्मुः	returned	[[('returned', 'VBN')]]	1	1
5.14.4	पुप्लुवे	penetrated	[[('penetrated', 'VBN')]]	1	1
5.6.17	पुप्लुवे	leaped	[[('leaped', 'VBD')]]	1	1
5.6.18	पुप्लुवे	leaped	[[('leaped', 'VBD')]]	1	1
5.6.19	पुप्लुवे	leaped	[[('leaped', 'VBD')]]	1	1
2.97.31	पुरस्कृत्य	adopting	[[('adopting', 'VBG')]]	1	1
2.16.47	पुरस्सरैः	preceding	[[('preceding', 'VBG')]]	1	1
1.26.22	पुरा प्रवर्तते	is approaching	[[('is', 'VBZ'), ('approaching', 'VBG')]]	2	2
2.55.30	पुष्पशालिनीम्	flowering	[[('flowering', 'VBG')]]	1	1
2.96.11	पुष्पितम्	flowering	[[('flowering', 'VBG')]]	1	1
2.98.16	पुष्पितम्	flowering	[[('flowering', 'VBG')]]	1	1
3.73.2	पुष्पिताः	flowering	[[('flowering', 'VBG')]]	1	1
4.1.78	पुष्पिताः	bloomed	[[('bloomed', 'VBN')]]	1	1
4.1.91	पुष्पिताः	have blossomed	[[('have', 'VB'), ('blossomed', 'VBN')]]	2	2
4.51.6	पुष्पिताः	blossomed	[[('blossomed', 'VBN')]]	1	1
5.2.7	पुष्पिताः	blossomed	[[('blossomed', 'VBN')]]	1	1
2.49.3	पुष्पितानि	flowered	[[('flowered', 'VBN')]]	1	1
4.50.24	पुष्पितान्	blossomed	[[('blossomed', 'VBN')]]	1	1
4.50.32	पुष्पितान्	blossomed	[[('blossomed', 'VBN')]]	1	1
5.2.9	पुष्पितान्	flowering	[[('flowering', 'VBG')]]	1	1
4.1.72	पुष्पिताम्	blossomed	[[('blossomed', 'VBN')]]	1	1
5.25.6	पुष्पिताम्	flowered	[[('flowered', 'VBN')]]	1	1
4.40.55	पुष्पितैः	flowering	[[('flowering', 'VBG')]]	1	1
2.94.8	पुष्यति	enhancing	[[('enhancing', 'VBG')]]	1	1
1.43.36	पूजयन्ति	worshipped	[[('worshipped', 'VBD')]]	1	1
1.2.25	पूजयामास	worshipped	[[('worshipped', 'VBD')]]	1	1
1.65.26	पूजयामास	worshipped	[[('worshipped', 'VBD')]]	1	1
2.56.17	पूजयामास	honoured	[[('honoured', 'VBN')]]	1	1
2.91.39	पूजयामास	worshipped	[[('worshipped', 'VBD')]]	1	1
1.36.19	पूजयामासुः	worshipped	[[('worshipped', 'VBD')]]	1	1
5.62.5	पूजयित्वा	having praised	[[('having', 'VBG'), ('praised', 'VBN')]]	2	2
2.26.30	पूजाम् कृत्वा	having worshipped	[[('having', 'VBG'), ('worshipped', 'VBD')]]	2	2
3.1.4	पूजितं च	glorified	[[('glorified', 'VBN')]]	1	1
1.1.57	पूजितः	worshipped	[[('worshipped', 'VBD')]]	1	1
1.1.83	पूजितः	was adored	[[('was', 'VBD'), ('adored', 'VBN')]]	2	2
1.2.2	पूजितः	having been worshipped	[[('having', 'VBG'), ('been', 'VBN'), ('worshipped', 'VBN')]]	3	3
1.30.23	पूजितः	was worshipped	[[('was', 'VBD'), ('worshipped', 'VBN')]]	2	2
1.41.11	पूजितः	honoured	[[('honoured', 'VBN')]]	1	1
1.53.7	पूजितः	honoured	[[('honoured', 'VBN')]]	1	1
5.40.25	पूजितः	honoured	[[('honoured', 'VBN')]]	1	1
5.47.27	पूजितः	saluted	[[('saluted', 'VBN')]]	1	1
5.57.35	पूजितः	having been honoured	[[('having', 'VBG'), ('been', 'VBN'), ('honoured', 'VBN')]]	3	3
1.67.6	पूजितम्	worshipped	[[('worshipped', 'VBD')]]	1	1
1.69.11	पूजितम्	honoured	[[('honoured', 'VBN')]]	1	1
5.6.12	पूजितम्	worshipped	[[('worshipped', 'VBD')]]	1	1
2.38.17	पूजिता	honoured	[[('honoured', 'VBN')]]	1	1
1.18.3	पूजिताः	having been honoured	[[('having', 'VBG'), ('been', 'VBN'), ('honoured', 'VBN')]]	3	3
1.18.47	पूजिताः	having been honoured	[[('having', 'VBG'), ('been', 'VBN'), ('honoured', 'VBN')]]	3	3
3.8.5	पूजिताः	received	[[('received', 'VBN')]]	1	1
5.7.16	पूजिताम्	worshipped	[[('worshipped', 'VBD')]]	1	1
4.64.23	पूजिताश्च	honoured	[[('honoured', 'VBN')]]	1	1
2.89.7	पूजिताश्चापि	have been honoured	[[('have', 'VBP'), ('been', 'VBN'), ('honoured', 'VBN')]]	3	3
3.74.12	पूजिते	worshipped	[[('worshipped', 'VBD')]]	1	1
3.33.21	पूज्यते	is worshipped	[[('is', 'VBZ'), ('worshipped', 'VBN')]]	2	2
3.11.22	पूज्यमानः	were honoured	[[('were', 'VBD'), ('honoured', 'VBN')]]	2	2
3.5.5	पूज्यमानम्	worshipped	[[('worshipped', 'VBD')]]	1	1
3.74.13	पूता	sanctified	[[('sanctified', 'VBN')]]	1	1
2.65.6	पूरमायास	filled	[[('filled', 'VBN')]]	1	1
3.24.18	पूरयन्	filling	[[('filling', 'VBG')]]	1	1
2.6.8	पूरयामास	filled	[[('filled', 'VBN')]]	1	1
3.24.28	पूरयामास	filled	[[('filled', 'VBN')]]	1	1
3.26.22	पूरयामास	filled	[[('filled', 'VBN')]]	1	1
3.28.6	पूरयामास	filled	[[('filled', 'VBN')]]	1	1
3.28.6	पूरयामास	started filling	[[('started', 'VBN'), ('filling', 'VBG')]]	2	2
5.1.18	पूरयामास	filled	[[('filled', 'VBN')]]	1	1
5.57.15	पूरयामास	filled	[[('filled', 'VBN')]]	1	1
2.6.26	पूरयामासुः	filled	[[('filled', 'VBN')]]	1	1
1.73.41	पूरयित्वा	having filled	[[('having', 'VBG'), ('filled', 'VBN')]]	2	2
4.53.21	पूर्णः	is completed	[[('is', 'VBZ'), ('completed', 'VBN')]]	2	2
1.12.21	पूर्णः अभवत्	completed	[[('completed', 'VBN')]]	1	1
1.24.13	पूर्णम्	filled	[[('filled', 'VBN')]]	1	1
2.64.3	पूर्णम्	filled	[[('filled', 'VBN')]]	1	1
1.54.11	पूर्णा	is filled	[[('is', 'VBZ'), ('filled', 'VBN')]]	2	2
5.14.22	पूर्णाः	filled	[[('filled', 'VBN')]]	1	1
1.37.14	पूर्णानि	were filled	[[('were', 'VBD'), ('filled', 'VBN')]]	2	2
5.11.24	पूर्णानि	filled	[[('filled', 'VBN')]]	1	1
1.38.6	पूर्णे	had completed	[[('had', 'VBD'), ('completed', 'VBN')]]	2	2
1.43.2	पूर्णे	was completed	[[('was', 'VBD'), ('completed', 'VBN')]]	2	2
1.62.28	पूर्णे	had been completed	[[('had', 'VBD'), ('been', 'VBN'), ('completed', 'VBN')]]	3	3
1.65.3	पूर्णे	were completed	[[('were', 'VBD'), ('completed', 'VBN')]]	2	2
1.65.4	पूर्णे	had been completed	[[('had', 'VBD'), ('been', 'VBN'), ('completed', 'VBN')]]	3	3
1.66.22	पूर्णे	was completed	[[('was', 'VBD'), ('completed', 'VBN')]]	2	2
1.13.37	पूर्णे सति	was completed	[[('was', 'VBD'), ('completed', 'VBN')]]	2	2
2.63.24	पूर्यतः	being filled	[[('being', 'VBG'), ('filled', 'VBN')]]	2	2
2.64.15	पूर्यतः	being filled	[[('being', 'VBG'), ('filled', 'VBN')]]	2	2
5.59.14	पूर्वकाः	led	[[('led', 'VBN')]]	1	1
2.4.21	पूर्वम्	preceding	[[('preceding', 'VBG')]]	1	1
5.33.12	पृच्छतः	enquiring	[[('enquiring', 'VBG')]]	1	1
1.68.5	पृच्छते	is enquiring	[[('is', 'VBZ'), ('enquiring', 'VBG')]]	2	2
3.60.21	पृच्छन्	enquired	[[('enquired', 'VBN')]]	1	1
2.57.9	पृच्छन्तः	enquiring	[[('enquiring', 'VBG')]]	1	1
1.75.14	पृच्छन्ति स्म	enquired	[[('enquired', 'VBN')]]	1	1
3.73.36	पृथक्	separated	[[('separated', 'VBN')]]	1	1
2.51.27	पृथुवक्षाः	broadchested	[[('broadchested', 'VBN')]]	1	1
