sloka	pada	english	speech_part	word_count	verb_count
2.91.76	अंशुमतश्चापि	bristled	[[('bristled', 'VBN')]]	1	1
1.26.6	अकरोत्	performed	[[('performed', 'VBN')]]	1	1
1.31.14	अकरोत्	performed	[[('performed', 'VBN')]]	1	1
1.32.6	अकरोत्	constructed	[[('constructed', 'VBN')]]	1	1
1.63.7	अकरोत्	made	[[('made', 'VBN')]]	1	1
2.115.22	अकरोत्	ruled	[[('ruled', 'VBN')]]	1	1
2.20.14	अकरोत्	performed	[[('performed', 'VBN')]]	1	1
2.36.26	अकरोत्	has committed	[[('has', 'VBZ'), ('committed', 'VBN')]]	2	2
2.52.68	अकरोत्	made	[[('made', 'VBN')]]	1	1
2.72.50	अकरोत्	performed	[[('performed', 'VBN')]]	1	1
3.69.51	अकरोत्	fixed	[[('fixed', 'VBN')]]	1	1
5.35.51	अकरोत्	made	[[('made', 'VBN')]]	1	1
5.49.20	अकरोत्	entertained	[[('entertained', 'VBN')]]	1	1
1.33.26	अकल्पयत्	performed	[[('performed', 'VBN')]]	1	1
1.69.7	अकल्पयत्	made	[[('made', 'VBN')]]	1	1
2.25.29	अकल्पयत्	performed	[[('performed', 'VBN')]]	1	1
2.25.33	अकल्पयत्	created	[[('created', 'VBN')]]	1	1
2.54.18	अकल्पयत्	arranged	[[('arranged', 'VBN')]]	1	1
2.97.29	अकल्पयत्	made	[[('made', 'VBN')]]	1	1
3.7.22	अकल्पयत्	arranged	[[('arranged', 'VBN')]]	1	1
3.71.13	अकल्पयत्	created	[[('created', 'VBN')]]	1	1
2.1.33	अकामयत	desired	[[('desired', 'VBN')]]	1	1
2.2.48	अकामयत	desired	[[('desired', 'VBN')]]	1	1
2.45.11	अकामयन्	desired	[[('desired', 'VBN')]]	1	1
1.42.8	अकारयत्	ruled	[[('ruled', 'VBN')]]	1	1
1.51.20	अकारयत्	ruled	[[('ruled', 'VBN')]]	1	1
2.12.63	अकारयत्	ruled	[[('ruled', 'VBN')]]	1	1
2.64.53	अकार्षीः	rendered	[[('rendered', 'VBN')]]	1	1
5.35.49	अकुरुताम्	reached	[[('reached', 'VBN')]]	1	1
1.12.19	अकुर्वत	performed	[[('performed', 'VBN')]]	1	1
2.71.3	अकुर्वतीम्	originating	[[('originating', 'VBG')]]	1	1
1.23.19	अकुर्वन्	performed	[[('performed', 'VBN')]]	1	1
1.29.27	अकुर्वन्	extended	[[('extended', 'VBN')]]	1	1
2.18.15	अकुर्वन्	disobeying	[[('disobeying', 'VBG')]]	1	1
1.54.23	अकुलीकृताः	were tormented	[[('were', 'VBD'), ('tormented', 'VBN')]]	2	2
5.9.71	अकुलीना	lowbred	[[('lowbred', 'VBN')]]	1	1
1.25.21	अक्लीबम्	determined	[[('determined', 'VBN')]]	1	1
2.20.46	अक्षयम्	unending	[[('unending', 'VBG')]]	1	1
2.7.20	अक्षय्यम्	unending	[[('unending', 'VBG')]]	1	1
2.64.40	अक्षय्याम्	unfailing	[[('unfailing', 'VBG')]]	1	1
2.9.11	अगच्छत्	went	[[('went', 'VBD')]]	1	1
1.35.19	अगच्छन्	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
1.70.14	अगमत्	went	[[('went', 'VBD')]]	1	1
2.59.38	अगमत्	seized	[[('seized', 'VBN')]]	1	1
2.7.16	अगमत्	obtained	[[('obtained', 'VBN')]]	1	1
5.45.14	अगमत्	fled	[[('fled', 'VBN')]]	1	1
1.1.68	अगर्जत्	roared	[[('roared', 'VBN')]]	1	1
3.29.26	अगात्	reached	[[('reached', 'VBN')]]	1	1
1.4.14	अगायताम्	chanted	[[('chanted', 'VBN')]]	1	1
1.4.18	अगायताम्	chanted	[[('chanted', 'VBN')]]	1	1
1.4.19	अगायताम्	chanted	[[('chanted', 'VBN')]]	1	1
1.4.28	अगायताम्	chanted	[[('chanted', 'VBN')]]	1	1
1.4.31	अगायताम्	chanted	[[('chanted', 'VBN')]]	1	1
1.4.8	अगायताम्	chanted	[[('chanted', 'VBN')]]	1	1
2.109.33	अगृह्णात्	had taken	[[('had', 'VBD'), ('taken', 'VBN')]]	2	2
1.4.4	अगृह्णीताम्	touched	[[('touched', 'VBN')]]	1	1
2.105.11	अग्य्राः	leading	[[('leading', 'VBG')]]	1	1
2.16.38	अग्य्रैः	charming	[[('charming', 'VBG')]]	1	1
5.42.32	अघोषयत् च	proclaimed	[[('proclaimed', 'VBN')]]	1	1
2.118.13	अघ्राय	having kissed	[[('having', 'VBG'), ('kissed', 'VBN')]]	2	2
3.31.14	अचचक्षे	started telling	[[('started', 'VBN'), ('telling', 'VBG')]]	2	2
5.68.26	अचारत्	making	[[('making', 'VBG')]]	1	1
2.64.2	अचिन्तयम्	reflected	[[('reflected', 'VBN')]]	1	1
1.4.27	अचोदयत्	urged	[[('urged', 'VBD')]]	1	1
2.92.31	अचोदयत्	urged	[[('urged', 'VBD')]]	1	1
2.82.26	अचोदयन्	urged	[[('urged', 'VBD')]]	1	1
1.51.22	अजगाम	reached	[[('reached', 'VBN')]]	1	1
3.14.28	अजनयत्	procreated	[[('procreated', 'VBN')]]	1	1
3.14.29	अजनयत्	procreated	[[('procreated', 'VBN')]]	1	1
1.17.29	अजनयन्	created	[[('created', 'VBN')]]	1	1
1.23.20	अजपन्	recited	[[('recited', 'VBN')]]	1	1
2.14.48	अजयत्	conquered	[[('conquered', 'VBN')]]	1	1
1.17.18	अजायत	was born	[[('was', 'VBD'), ('born', 'VBN')]]	2	2
1.17.6	अजायत	was created	[[('was', 'VBD'), ('created', 'VBN')]]	2	2
2.110.15	अजायत	was born	[[('was', 'VBD'), ('born', 'VBN')]]	2	2
5.55.2	अजायत	was felt	[[('was', 'VBD'), ('felt', 'VBN')]]	2	2
3.3.17	अजृम्भत	yawned	[[('yawned', 'VBN')]]	1	1
5.58.47	अट्टहासम्	yelling	[[('yelling', 'VBG')]]	1	1
2.46.28	अतरत्	crossed	[[('crossed', 'VBN')]]	1	1
2.49.11	अतरत्	crossed	[[('crossed', 'VBN')]]	1	1
2.71.1	अतरत्	crossed	[[('crossed', 'VBN')]]	1	1
2.49.9	अति ययौ	crossed	[[('crossed', 'VBN')]]	1	1
2.70.23	अति संवृद्धान्	wellraised	[[('wellraised', 'VBN')]]	1	1
5.35.58	अतिक्रमेण च	exceeding	[[('exceeding', 'VBG')]]	1	1
1.62.16	अतिक्रम्य	having trangressed	[[('having', 'VBG'), ('trangressed', 'VBN')]]	2	2
2.38.12	अतिक्रम्य	having exceeded	[[('having', 'VBG'), ('exceeded', 'VBN')]]	2	2
2.49.12	अतिक्रम्य	having crossed	[[('having', 'VBG'), ('crossed', 'VBN')]]	2	2
3.69.8	अतिक्रम्य	crossed	[[('crossed', 'VBN')]]	1	1
5.1.210	अतिक्रम्य	having crossed	[[('having', 'VBG'), ('crossed', 'VBN')]]	2	2
5.41.2	अतिक्रम्य	crossing	[[('crossing', 'VBG')]]	1	1
2.76.23	अतिगते	having passed	[[('having', 'VBG'), ('passed', 'VBN')]]	2	2
3.70.5	अतिजितम्	having conquered	[[('having', 'VBG'), ('conquered', 'VBN')]]	2	2
2.20.45	अतितानि	have been spent	[[('have', 'VBP'), ('been', 'VBN'), ('spent', 'VBN')]]	3	3
4.27.20	अतिरम्यैः	enchanting	[[('enchanting', 'VBG')]]	1	1
2.2.28	अतिरिक्तः	distinguished	[[('distinguished', 'VBN')]]	1	1
2.9.62	अतिविस्मिता	amazed	[[('amazed', 'VBN')]]	1	1
3.50.13	अतिवृत्तः	trespassed	[[('trespassed', 'VBN')]]	1	1
5.15.11	अतिवृत्तम्	surpassing	[[('surpassing', 'VBG')]]	1	1
2.91.76	अतिष्ठतः	placed	[[('placed', 'VBN')]]	1	1
1.36.26	अतिष्ठत्	performed	[[('performed', 'VBN')]]	1	1
1.48.16	अतिष्ठत्	practised	[[('practised', 'VBN')]]	1	1
2.7.24	अतिसन्धिता	beguiled	[[('beguiled', 'VBN')]]	1	1
2.18.23	अतिसृज्य	having bestowed	[[('having', 'VBG'), ('bestowed', 'VBN')]]	2	2
1.75.12	अतिसृष्टं	was given	[[('was', 'VBD'), ('given', 'VBN')]]	2	2
3.28.21	अतिसृष्टम्	given	[[('given', 'VBN')]]	1	1
4.53.22	अतीतः	exceeded	[[('exceeded', 'VBD')]]	1	1
2.67.5	अतीता	passed	[[('passed', 'VBN')]]	1	1
2.55.34	अतीतायाम्	had passed	[[('had', 'VBD'), ('passed', 'VBN')]]	2	2
5.64.25	अतीते	exceeded	[[('exceeded', 'VBD')]]	1	1
1.18.20	अतीत्य	having completed	[[('having', 'VBG'), ('completed', 'VBN')]]	2	2
2.34.11	अतीत्यैव	having crossed	[[('having', 'VBG'), ('crossed', 'VBN')]]	2	2
5.1.72	अत्यक्रामत्	crossed	[[('crossed', 'VBN')]]	1	1
2.36.26	अत्यजत्	abandoned	[[('abandoned', 'VBN')]]	1	1
1.17.12	अत्यरिच्यत	surpassed	[[('surpassed', 'VBN')]]	1	1
2.86.23	अत्यवर्तत	elapsed	[[('elapsed', 'VBN')]]	1	1
1.18.22	अददात्	bestowed	[[('bestowed', 'VBN')]]	1	1
2.32.23	अददात्	gave	[[('gave', 'VBD')]]	1	1
2.9.28	अददात्	had given	[[('had', 'VBD'), ('given', 'VBN')]]	2	2
4.46.10	अददाम्	returned	[[('returned', 'VBN')]]	1	1
3.42.22	अदन्	eating	[[('eating', 'VBG')]]	1	1
5.20.2	अदर्शनम्	concealed	[[('concealed', 'VBN')]]	1	1
2.93.27	अदर्शयत्	showed	[[('showed', 'VBD')]]	1	1
2.94.1	अदर्शयत्	showed	[[('showed', 'VBD')]]	1	1
2.94.27	अदर्शयत्	showed	[[('showed', 'VBD')]]	1	1
2.27.4	अदिष्टा एव	ordered	[[('ordered', 'VBN')]]	1	1
2.74.3	अदूषयत्	reviled	[[('reviled', 'VBN')]]	1	1
1.73.38	अदृश्यत	was seen	[[('was', 'VBD'), ('seen', 'VBN')]]	2	2
2.82.3	अदृश्यत	looked	[[('looked', 'VBD')]]	1	1
3.38.14	अदृश्यत	looked	[[('looked', 'VBD')]]	1	1
3.44.10	अदृश्यत	was seen	[[('was', 'VBD'), ('seen', 'VBN')]]	2	2
4.39.19	अदृश्यत	was seen	[[('was', 'VBD'), ('seen', 'VBN')]]	2	2
4.39.22	अदृश्यत	appeared	[[('appeared', 'VBD')]]	1	1
5.1.55	अदृश्यत	appeared	[[('appeared', 'VBD')]]	1	1
4.39.25	अदृश्यताम्	appeared	[[('appeared', 'VBD')]]	1	1
2.91.48	अदृश्यन्त	were found	[[('were', 'VBD'), ('found', 'VBN')]]	2	2
1.75.2	अद्भुतम्	astonishing	[[('astonishing', 'VBG')]]	1	1
5.37.40	अद्भुतम्	astonishing	[[('astonishing', 'VBG')]]	1	1
5.58.160	अद्भुताम्	amazing	[[('amazing', 'VBG')]]	1	1
1.37.13	अधारयत्	assumed	[[('assumed', 'VBN')]]	1	1
2.80.15	अधिकृता	authorised	[[('authorised', 'VBN')]]	1	1
5.5.11	अधिक्षिपन्ति	quarrelling	[[('quarrelling', 'VBG')]]	1	1
1.36.13	अधिगच्छतु	obtain	[[('obtain', 'VB')]]	1	1
1.5.19	अधिगतम्	acquired	[[('acquired', 'VBN')]]	1	1
1.1.78	अधिगम्य	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
4.40.69	अधिगम्य	reaching	[[('reaching', 'VBG')]]	1	1
5.13.69	अधिगम्य	reached	[[('reached', 'VBN')]]	1	1
2.1.39	अधितिष्ठन्तम्	established	[[('established', 'VBN')]]	1	1
2.113.13	अधिरुह्य	wearing	[[('wearing', 'VBG')]]	1	1
2.33.3	अधिरुह्य	having climbed	[[('having', 'VBG'), ('climbed', 'VBD')]]	2	2
2.5.22	अधिरुह्य	having ascended	[[('having', 'VBG'), ('ascended', 'VBN')]]	2	2
2.83.2	अधिरुह्य	having mounted	[[('having', 'VBG'), ('mounted', 'VBN')]]	2	2
4.49.16	अधिरुह्य	having ascended	[[('having', 'VBG'), ('ascended', 'VBN')]]	2	2
5.56.24	अधिरुह्य	having ascended	[[('having', 'VBG'), ('ascended', 'VBN')]]	2	2
2.95.11	अधिरोहन्ति	alighting	[[('alighting', 'VBG')]]	1	1
5.63.19	अधिष्ठाता	directing	[[('directing', 'VBG')]]	1	1
2.46.28	अधिष्ठाय	having mounted	[[('having', 'VBG'), ('mounted', 'VBN')]]	2	2
2.89.16	अधिष्ठिताः	occupied	[[('occupied', 'VBN')]]	1	1
2.15.49	अधिष्ठिताम्	guarding	[[('guarding', 'VBG')]]	1	1
2.16.1	अधिष्ठिताम्	guarding	[[('guarding', 'VBG')]]	1	1
1.70.9	अध्यरोहत	occupied	[[('occupied', 'VBN')]]	1	1
1.33.19	अध्यवसत्	lived	[[('lived', 'VBD')]]	1	1
1.70.2	अध्यवसत्	is residing	[[('is', 'VBZ'), ('residing', 'VBG')]]	2	2
2.64.48	अध्यारुहत्	ascended	[[('ascended', 'VBD')]]	1	1
2.55.16	अध्यारोपयत	ascended	[[('ascended', 'VBD')]]	1	1
2.92.32	अध्यारोहत्	mounted	[[('mounted', 'VBN')]]	1	1
5.57.51	अध्यासितम्	seated	[[('seated', 'VBN')]]	1	1
2.98.13	अध्यास्ते	is dwelling	[[('is', 'VBZ'), ('dwelling', 'VBG')]]	2	2
3.48.5	अध्यास्ते	residing	[[('residing', 'VBG')]]	1	1
3.75.26	अध्यास्ते	is residing	[[('is', 'VBZ'), ('residing', 'VBG')]]	2	2
2.100.40	अध्युषिताम्	inhabited	[[('inhabited', 'VBN')]]	1	1
4.41.32	अध्वना	travelling	[[('travelling', 'VBG')]]	1	1
2.20.40	अनन्तकः	unending	[[('unending', 'VBG')]]	1	1
5.59.19	अनयोः	given	[[('given', 'VBN')]]	1	1
5.20.11	अनर्हा	be undeserving	[[('be', 'VB'), ('undeserving', 'VBG')]]	2	2
1.1.51	अनादृत्य तु	disregarding	[[('disregarding', 'VBG')]]	1	1
1.75.10	अनादृत्यैव	disregarding	[[('disregarding', 'VBG')]]	1	1
2.117.19	अनामयम्	wellbeing	[[('wellbeing', 'VBG')]]	1	1
5.40.22	अनामयम्	wellbeing	[[('wellbeing', 'VBG')]]	1	1
3.71.12	अनाहारः	starving	[[('starving', 'VBG')]]	1	1
3.1.14	अनिमिषैरिव	unblinking	[[('unblinking', 'VBG')]]	1	1
5.36.3	अनीतम्	is brought	[[('is', 'VBZ'), ('brought', 'VBN')]]	2	2
2.91.10	अनीयताम्	be brought	[[('be', 'VB'), ('brought', 'VBN')]]	2	2
5.18.24	अनुकर्षन्तम्	dragging	[[('dragging', 'VBG')]]	1	1
5.35.76	अनुक्रान्ता	reached	[[('reached', 'VBN')]]	1	1
2.44.6	अनुगच्छति	is following	[[('is', 'VBZ'), ('following', 'VBG')]]	2	2
2.45.21	अनुगच्छति	is following	[[('is', 'VBZ'), ('following', 'VBG')]]	2	2
2.48.8	अनुगच्छति	follows	[[('follows', 'VBZ')]]	1	1
5.38.59	अनुगच्छति	followed	[[('followed', 'VBD')]]	1	1
3.13.4	अनुगच्छती	came following	[[('came', 'VBD'), ('following', 'VBG')]]	2	2
2.48.27	अनुगच्छध्वम्	follow	[[('follow', 'VB')]]	1	1
2.40.27	अनुगच्छन्तः	following	[[('following', 'VBG')]]	1	1
3.13.6	अनुगच्छन्ति	follow	[[('follow', 'VB')]]	1	1
2.29.16	अनुगच्छन्ती	following	[[('following', 'VBG')]]	1	1
2.36.5	अनुगच्छन्तु	follow	[[('follow', 'VB')]]	1	1
2.40.15	अनुगच्छन्त्यै	following	[[('following', 'VBG')]]	1	1
3.59.19	अनुगच्छसि	are following	[[('are', 'VBP'), ('following', 'VBG')]]	2	2
1.1.28	अनुगतः	followed	[[('followed', 'VBD')]]	1	1
3.42.27	अनुगतः	been followed	[[('been', 'VBN'), ('followed', 'VBD')]]	2	2
4.39.29	अनुगतः	followed	[[('followed', 'VBD')]]	1	1
3.11.78	अनुगतम्	following	[[('following', 'VBG')]]	1	1
1.1.26	अनुगता	followed	[[('followed', 'VBD')]]	1	1
1.73.28	अनुगता	follows	[[('follows', 'VBZ')]]	1	1
2.40.24	अनुगता	following	[[('following', 'VBG')]]	1	1
2.42.34	अनुगता	having followed	[[('having', 'VBG'), ('followed', 'VBN')]]	2	2
2.88.21	अनुगता	had followed	[[('had', 'VBD'), ('followed', 'VBN')]]	2	2
4.1.108	अनुगता	followed	[[('followed', 'VBD')]]	1	1
2.116.26	अनुगताः हि	followed remained	[[('followed', 'VBN'), ('remained', 'VBD')]]	2	2
2.83.22	अनुगताम्	following	[[('following', 'VBG')]]	1	1
2.40.39	अनुगतौ	following	[[('following', 'VBG')]]	1	1
2.54.10	अनुगतौ	followed	[[('followed', 'VBD')]]	1	1
2.47.19	अनुगम्य	having followed	[[('having', 'VBG'), ('followed', 'VBN')]]	2	2
2.48.1	अनुगम्य	having followed	[[('having', 'VBG'), ('followed', 'VBN')]]	2	2
2.21.43	अनुगम्यताम्	be followed	[[('be', 'VB'), ('followed', 'VBN')]]	2	2
2.21.35	अनुगम्यते	is being followed	[[('is', 'VBZ'), ('being', 'VBG'), ('followed', 'VBN')]]	3	3
4.30.30	अनुगीयमानः	humming	[[('humming', 'VBG')]]	1	1
1.18.55	अनुगृहीतः	am favoured	[[('am', 'VBP'), ('favoured', 'VBN')]]	2	2
3.13.10	अनुगृहीतः	favoured	[[('favoured', 'VBN')]]	1	1
2.6.22	अनुगृहीताः स्म	are favoured	[[('are', 'VBP'), ('favoured', 'VBN')]]	2	2
2.42.23	अनुचिन्तयन्	thinking	[[('thinking', 'VBG')]]	1	1
1.1.25	अनुजगाम ह	followed	[[('followed', 'VBD')]]	1	1
1.2.21	अनुजगाम ह	followed	[[('followed', 'VBD')]]	1	1
2.19.30	अनुजगाम ह	followed	[[('followed', 'VBD')]]	1	1
3.10.23	अनुजगाम ह	followed	[[('followed', 'VBD')]]	1	1
3.58.2	अनुजगाम ह	followed	[[('followed', 'VBD')]]	1	1
5.38.31	अनुजगाम ह	followed	[[('followed', 'VBD')]]	1	1
5.67.13	अनुजगाम ह	chased	[[('chased', 'VBN')]]	1	1
1.22.7	अनुजग्मतुः	followed	[[('followed', 'VBD')]]	1	1
1.31.18	अनुजग्मुः	followed	[[('followed', 'VBD')]]	1	1
2.16.34	अनुजग्मुः	followed	[[('followed', 'VBD')]]	1	1
2.83.16	अनुजग्मुः	followed	[[('followed', 'VBD')]]	1	1
5.1.48	अनुजग्मुः	follow	[[('follow', 'VB')]]	1	1
5.18.15	अनुजग्मुः	followed	[[('followed', 'VBD')]]	1	1
2.91.37	अनुजग्मुश्च	followed	[[('followed', 'VBD')]]	1	1
2.42.8	अनुजानामि	renouncing	[[('renouncing', 'VBG')]]	1	1
2.113.14	अनुज्ञातः	having been permitted	[[('having', 'VBG'), ('been', 'VBN'), ('permitted', 'VBN')]]	3	3
2.31.7	अनुज्ञातः	was permitted	[[('was', 'VBD'), ('permitted', 'VBN')]]	2	2
2.57.10	अनुज्ञातः	having been permitted	[[('having', 'VBG'), ('been', 'VBN'), ('permitted', 'VBN')]]	3	3
2.91.36	अनुज्ञातः	having been permitted	[[('having', 'VBG'), ('been', 'VBN'), ('permitted', 'VBN')]]	3	3
3.27.6	अनुज्ञातः	permitted	[[('permitted', 'VBN')]]	1	1
3.62.17	अनुज्ञातः	ordered	[[('ordered', 'VBN')]]	1	1
3.74.32	अनुज्ञाता	permitted	[[('permitted', 'VBN')]]	1	1
1.12.20	अनुज्ञाताः	having been permitted	[[('having', 'VBG'), ('been', 'VBN'), ('permitted', 'VBN')]]	3	3
4.41.17	अनुज्ञाताः	permitted	[[('permitted', 'VBN')]]	1	1
2.10.9	अनुज्ञाप्य	having taken leave	[[('having', 'VBG'), ('taken', 'VBN'), ('leave', 'VBP')]]	3	3
2.5.13	अनुज्ञाप्य	having taken leave	[[('having', 'VBG'), ('taken', 'VBN'), ('leave', 'VBP')]]	3	3
2.71.13	अनुज्ञाप्य	having commanded	[[('having', 'VBG'), ('commanded', 'VBN')]]	2	2
1.1.25	अनुदर्शयन्	showing	[[('showing', 'VBG')]]	1	1
2.31.23	अनुदर्शयन्	indicating	[[('indicating', 'VBG')]]	1	1
2.98.18	अनुदर्शयन्	showing	[[('showing', 'VBG')]]	1	1
2.65.26	अनुद्रुतः	followed	[[('followed', 'VBD')]]	1	1
2.2.2	अनुनादिना	echoing	[[('echoing', 'VBG')]]	1	1
2.2.18	अनुनादी	echoing	[[('echoing', 'VBG')]]	1	1
2.102.49	अनुनिनादयन्	reverberating	[[('reverberating', 'VBG')]]	1	1
2.86.9	अनुनीताः	have been entreated	[[('have', 'VBP'), ('been', 'VBN'), ('entreated', 'VBN')]]	3	3
2.87.16	अनुनीताः	were entreated	[[('were', 'VBD'), ('entreated', 'VBN')]]	2	2
2.86.9	अनुपश्यता	seeing	[[('seeing', 'VBG')]]	1	1
5.16.25	अनुपश्यति	thinking	[[('thinking', 'VBG')]]	1	1
2.34.43	अनुपालयन्	obeying	[[('obeying', 'VBG')]]	1	1
2.34.55	अनुपालयन्	obeying	[[('obeying', 'VBG')]]	1	1
2.58.14	अनुपालयन्	guarding	[[('guarding', 'VBG')]]	1	1
2.45.22	अनुप्रयातानि	are coming	[[('are', 'VBP'), ('coming', 'VBG')]]	2	2
2.21.53	अनुप्रविष्टः	entered	[[('entered', 'VBN')]]	1	1
5.38.57	अनुप्रव्रजितः	accompanied	[[('accompanied', 'VBN')]]	1	1
1.18.57	अनुप्राप्तः	has come	[[('has', 'VBZ'), ('come', 'VBN')]]	2	2
2.99.14	अनुप्राप्तः	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
4.39.33	अनुप्राप्तः	arrived	[[('arrived', 'VBN')]]	1	1
4.56.7	अनुप्राप्तः	has come	[[('has', 'VBZ'), ('come', 'VBN')]]	2	2
5.39.39	अनुप्राप्तः	reached	[[('reached', 'VBN')]]	1	1
5.51.8	अनुप्राप्तः	reached	[[('reached', 'VBN')]]	1	1
5.57.16	अनुप्राप्तः	having sighted	[[('having', 'VBG'), ('sighted', 'VBN')]]	2	2
5.68.22	अनुप्राप्तः	have come	[[('have', 'VBP'), ('come', 'VBN')]]	2	2
2.105.37	अनुप्राप्तः हि	obtained	[[('obtained', 'VBN')]]	1	1
1.50.6	अनुप्राप्तम्	arrived	[[('arrived', 'VBN')]]	1	1
2.57.29	अनुप्राप्तम्	returned	[[('returned', 'VBN')]]	1	1
5.18.21	अनुप्राप्तम्	reached	[[('reached', 'VBN')]]	1	1
1.14.14	अनुप्राप्ताः	arrived	[[('arrived', 'VBN')]]	1	1
2.104.9	अनुप्राप्ताः	have reached	[[('have', 'VB'), ('reached', 'VBN')]]	2	2
2.64.65	अनुप्राप्ताः	attained	[[('attained', 'VBN')]]	1	1
4.65.11	अनुप्राप्ताः स्म	have reached	[[('have', 'VB'), ('reached', 'VBN')]]	2	2
1.48.2	अनुप्राप्तौ	have reached	[[('have', 'VB'), ('reached', 'VBN')]]	2	2
1.1.30	अनुप्राप्य	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
1.1.89	अनुप्राप्य	having regained	[[('having', 'VBG'), ('regained', 'VBN')]]	2	2
1.34.12	अनुप्राप्य	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
1.64.20	अनुप्राप्य	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
3.5.21	अनुप्राप्य	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
3.9.20	अनुप्राप्य	having received	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
4.38.15	अनुप्राप्य	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
2.112.10	अनुप्रेक्ष्य	having considered	[[('having', 'VBG'), ('considered', 'VBN')]]	2	2
4.46.12	अनुबद्धः	chased	[[('chased', 'VBN')]]	1	1
2.108.9	अनुभवन्	enjoying	[[('enjoying', 'VBG')]]	1	1
3.68.15	अनुभाषतः	conversing	[[('conversing', 'VBG')]]	1	1
2.4.14	अनुभूतानि	were experienced	[[('were', 'VBD'), ('experienced', 'VBN')]]	2	2
2.39.21	अनुभूय	having enjoyed	[[('having', 'VBG'), ('enjoyed', 'VBN')]]	2	2
2.116.25	अनुमतः	having been consented	[[('having', 'VBG'), ('been', 'VBN'), ('consented', 'VBN')]]	3	3
5.61.13	अनुमताः	having been permitted	[[('having', 'VBG'), ('been', 'VBN'), ('permitted', 'VBN')]]	3	3
2.21.61	अनुमन्यस्व	allow	[[('allow', 'VB')]]	1	1
4.52.13	अनुमानम्	inferring	[[('inferring', 'VBG')]]	1	1
1.1.69	अनुमान्य	having convinced	[[('having', 'VBG'), ('convinced', 'VBN')]]	2	2
4.59.11	अनुमान्य	suspected	[[('suspected', 'VBN')]]	1	1
4.65.10	अनुमान्य	inferred	[[('inferred', 'VBN')]]	1	1
4.65.18	अनुमान्य	doubting	[[('doubting', 'VBG')]]	1	1
5.61.12	अनुमान्य	permitting	[[('permitting', 'VBG')]]	1	1
2.11.9	अनुमृश्य	having touched	[[('having', 'VBG'), ('touched', 'VBN')]]	2	2
4.59.15	अनुयाचितः	requested	[[('requested', 'VBN')]]	1	1
4.61.4	अनुयातव्यः	follow	[[('follow', 'VB')]]	1	1
2.54.14	अनुयाता	has followed	[[('has', 'VBZ'), ('followed', 'VBN')]]	2	2
2.33.6	अनुयाति स्म	followed	[[('followed', 'VBD')]]	1	1
4.36.10	अनुयात्राम्	following	[[('following', 'VBG')]]	1	1
2.45.21	अनुयान्ति	following	[[('following', 'VBG')]]	1	1
2.91.8	अनुयान्ति	are following	[[('are', 'VBP'), ('following', 'VBG')]]	2	2
2.58.7	अनुयान्ति स्म	followed	[[('followed', 'VBD')]]	1	1
2.90.20	अनुयायिता	following	[[('following', 'VBG')]]	1	1
2.113.20	अनुयायिनी	following	[[('following', 'VBG')]]	1	1
2.1.14	अनुरक्तः	was loved	[[('was', 'VBD'), ('loved', 'VBN')]]	2	2
5.24.9	अनुरक्ता	devoted	[[('devoted', 'VBN')]]	1	1
5.59.27	अनुरक्ता	devoted	[[('devoted', 'VBN')]]	1	1
2.44.31	अनुरक्ताः	devoted	[[('devoted', 'VBN')]]	1	1
2.46.22	अनुरक्ताः	attached	[[('attached', 'VBN')]]	1	1
2.3.40	अनुरञ्जिताः	have been endeared	[[('have', 'VBP'), ('been', 'VBN'), ('endeared', 'VBN')]]	3	3
2.2.13	अनुरूपः	befitting	[[('befitting', 'VBG')]]	1	1
2.56.33	अनुरूपाणि	befitting	[[('befitting', 'VBG')]]	1	1
2.16.8	अनुलिप्तम्	anointed	[[('anointed', 'VBN')]]	1	1
2.37.27	अनुवत्स्यति	follow	[[('follow', 'VB')]]	1	1
4.42.24	अनुवर्तताम्	follow	[[('follow', 'VB')]]	1	1
2.23.16	अनुवर्तते	follows	[[('follows', 'VBZ')]]	1	1
2.88.20	अनुवर्तते	is accompanying	[[('is', 'VBZ'), ('accompanying', 'VBG')]]	2	2
5.50.17	अनुवर्तितम्	is honoured	[[('is', 'VBZ'), ('honoured', 'VBN')]]	2	2
1.34.8	अनुवर्तिनी	following	[[('following', 'VBG')]]	1	1
2.16.17	अनुवर्तिनी	following	[[('following', 'VBG')]]	1	1
2.21.49	अनुवर्त्यताम्	follow	[[('follow', 'VB')]]	1	1
2.16.21	अनुवव्राज	followed	[[('followed', 'VBD')]]	1	1
2.19.39	अनुवव्राज	followed	[[('followed', 'VBD')]]	1	1
2.22.26	अनुविधाय	having followed	[[('having', 'VBG'), ('followed', 'VBN')]]	2	2
3.8.11	अनुवृत्तया	following	[[('following', 'VBG')]]	1	1
3.5.37	अनुव्रज	follow	[[('follow', 'VB')]]	1	1
