nid,gname,mag,localdt,jd,epoch,year,month,daynum,daynum_utryn,daynum_dksyn,sun_alt,sun_az,sun_lon,sun_lat,alt,az,ra,dec,lon,lat
N01-Ash,β Ari,2.6,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-32.7202567976021,73.6126030072831,332.1579695696979,-2.929944675604171,333.1608356575915,8.206614288927486
N01-Ash,α Ari,2.0,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-33.61043084209851,69.03551742319382,335.02788908500423,-0.23951992988606016,336.86389929348513,9.651723798042497
N01-Ash,γ Ari,4.5,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-33.305146301045156,75.30710399158431,331.89761534180724,-4.444266438916963,332.36362718160444,6.888829066430479
N02-Bha,* 41 Ari,3.6,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-38.28028662432787,57.56182111284244,344.4532202540436,4.137507973877836,347.3979194660785,10.050219672943488
N02-Bha,* 39 Ari,4.5,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-36.49891867914546,56.313922014859415,343.80439373734606,6.070831278653306,347.57822084044034,12.08115157687736
N02-Bha,* 35 Ari,4.65,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-36.965773446776964,58.515617929589695,342.9652764340078,4.448312587629653,346.13784674417184,10.923936579148226
N03-Kri,η Tau,2.85,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-48.32658150457156,45.463144588947195,357.7466028087313,2.907259302004168,359.1320371786656,3.5709584866938484
N03-Kri,* 17 Tau,3.7,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-48.03861934204868,46.2448547935335,357.15979551397345,2.802273878572117,358.55269718912047,3.713355423483609
N03-Kri,* 19 Tau,4.3,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-47.763329416823865,45.89420316626651,357.167668497399,3.164158070614546,358.7073941771649,4.040796407547996
N03-Kri,* 20 Tau,3.85,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-47.91757962900501,45.77934006886058,357.3249669009698,3.093010171131272,358.8222303572801,3.9119123795584256
N03-Kri,* 23 Tau,4.1,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-48.34116966663501,45.92518634865736,357.51663528205216,2.702849914438442,358.8385011857594,3.4775980376348685
N03-Kri,* 27 Tau,3.6,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-48.5489839345358,44.98676034222563,358.1328238144748,2.93049706580612,359.4945705268122,3.4353131897369784
N04-Roh,α Tau,0.85,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-59.39656454618248,31.751913597532223,10.526243905026721,-1.901943514424793,8.880855167685798,-5.999075615194973
N04-Roh,γ Tau,3.65,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-59.158947924555484,39.520515959516175,6.992913069897164,-3.727705512799043,4.892253356558442,-6.244956722917092
N04-Roh,δ Tau,3.77,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-57.59158835034425,36.97707985584677,7.260167023209118,-1.6876145528164561,5.967035942471103,-4.487474290757733
N04-Roh,ε Tau,3.5,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-56.39353094003311,33.762194011695534,8.160280415288321,0.2333333188412499,7.569083197742376,-3.0927280756866145
N04-Roh,θ2 Tau,3.4,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-59.58944220975408,35.388784703909515,9.00485249100479,-2.9667592587577656,7.050045761946949,-6.3618232439915925
N05-Mrg,λ Ori,3.5,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-65.19936598393238,359.56902587132055,26.254406703102973,-3.8742032802279223,22.795536187808036,-13.947342266151784
N05-Mrg,γ Ori,1.6,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-69.37741099428885,2.7826600862633715,25.083787901350956,-8.072342965526078,20.018814760401483,-17.387586133170842
N05-Mrg,α Ori,0.45,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-65.28149474039375,346.2727120968764,31.785652949905806,-4.557738792594945,27.852513695666378,-16.61323704932743
N06-Ard,γ Gem,1.9,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-51.873997617393734,340.3415439499847,38.168021414931275,7.621533875396499,38.22740049763405,-7.331414538484386
N07-Pun,β Gem,1.15,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-32.651547433492674,336.20909991591486,48.01470489021224,24.64675015749569,52.31359926400923,6.121906948494886
N07-Pun,α Gem,1.9,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-31.72528804510877,341.4203460583646,43.79010687173761,27.06603235977018,49.33248620366153,9.524893958338932
N08-Pus,δ Cnc,3.9,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-26.581891372332088,318.1256169906639,66.0412725541464,21.68511249591779,67.84043656894269,-0.41653262192581575
N09-Asl,ζ Hya,3.1,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-28.82391554339563,304.2435344315222,73.7459233930856,11.60675092217188,73.76659756988413,-11.426882722647129
N09-Asl,δ Hya,4.1,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-33.06366542206624,305.6940407071223,69.72755067994181,9.626221532454613,69.49740098112721,-12.876270243196691
N09-Asl,ε Hya,6.65,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-30.688603506228503,305.57503825164156,71.54904103205641,11.188668972456691,71.5331552809412,-11.575591653351166
N09-Asl,η Hya,4.3,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-32.510328829922756,302.56172984563244,71.94613087666353,8.066172347985207,71.51285705651317,-14.722302948431826
N09-Asl,ρ Hya,4.35,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-30.494871307937906,304.7787573605879,72.1700286977682,10.82022512131853,72.1020192399022,-12.019656269118746
N09-Asl,σ Hya,4.45,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-33.58627030381229,302.91710954500735,70.93658998226852,7.570237395643939,70.41861485484569,-15.080004745475
N10-Mag,ζ Leo,3.4,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-4.670040283074947,315.0250120480942,85.88299795293939,35.417077239640506,86.58575612396963,11.500925124336247
N10-Mag,α Leo,1.35,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-9.833950125301559,304.52782397771585,88.83251473351676,24.081371061576792,88.94284533938577,0.12056473906504818
N10-Mag,γ Leo,2.21,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-4.955136592981852,311.3669160141595,88.4180374258484,32.426151505572435,88.65865250895759,8.467864036411974
N10-Mag,ε Leo,2.95,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-11.255536155229587,317.6335058191079,77.9287300166752,32.82669302489686,79.75168804988563,9.29863978142098
N10-Mag,η Leo,3.45,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-8.709686996925742,309.25844252513906,86.56944875950089,28.433857542822643,86.98313349448763,4.505066863226767
N10-Mag,μ Leo,3.85,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,-9.01734368808718,319.2180635546298,78.49292053413073,35.514423869944764,80.45577077745835,11.937186497864095
N11-PPal,δ Leo,2.55,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,7.537818027750441,308.9809037930127,102.62835020430975,37.59658086328576,100.29567246954558,14.08978638197037
N11-PPal,θ Leo,3.3,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,6.519310784841417,303.9516324025202,104.63694029901511,32.77366737357034,102.44601421984036,9.451036917628947
N12-UPal,β Leo,2.1,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,14.598363243445174,301.4265199756534,114.61242134117464,34.30859667981332,110.60809307766557,12.12330782154921
N13-Has,δ Crv,2.9,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,16.520133112965993,267.52585988364257,131.77568589457817,5.74787255629387,132.68965279179858,-12.113053872185722
N13-Has,α Crv,4.0,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,9.022391741126937,261.33752019838914,128.15009857042,-3.1670553375936437,131.5899606210329,-21.67683164100569
N13-Has,β Crv,2.65,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,15.03691332302118,260.456325345933,133.7977833070887,-0.9157196424309962,136.66694839402686,-17.92080043831806
N13-Has,γ Crv,2.55,-2400-01-01T07:27:50.140,844477.5818303273,-2400.0,-2400,1,1,13,192,0.020257385231121,117.01449806847882,281.2790757044181,0.0010234479877474,13.009759486488171,267.67791032555465,128.60473839607198,4.209370019151319,129.9896351110782,-14.44518179843119
