local,jd,alt,az,raJ2000,decJ2000,lon,lat,year,month,daynum,daynum_utryn,daynum_dksyn
-1500-01-01T07:26:45.210,1173196.5810788244,-0.03282381307369389,116.81711622618643,332.5159964462123,-11.587180083277158,281.82262064296117,-0.0006739251987544155,-1500,1,1.0,13.0,193.0
-1500-01-02T07:27:06.854,1173197.5813293252,0.006283358208529899,116.73011288170397,333.4720796311292,-11.224475408242363,282.82761600038333,-0.0005662124013894644,-1500,1,2.0,14.0,194.0
-1500-01-03T07:27:06.854,1173198.5813293252,-0.019806183719100243,116.59453464010667,334.42505930542364,-10.859009908841628,283.83188767673187,-0.00046753885916259186,-1500,1,3.0,15.0,195.0
-1500-01-04T07:27:28.497,1173199.5815798263,0.030382170055080718,116.49696573962032,335.37546040755683,-10.490721176624934,284.83590878157577,-0.0003768005357848352,-1500,1,4.0,16.0,196.0
-1500-01-05T07:27:28.497,1173200.5815798263,0.015367664659429578,116.35104064753338,336.3228541012677,-10.119914362968597,285.8391425030888,-0.0002923841909080513,-1500,1,5.0,17.0,197.0
-1500-01-06T07:27:28.497,1173201.5815798263,0.005943934628855679,116.20011825178572,337.26752752951575,-9.746617676575422,286.8418070909971,-0.00021219066303234413,-1500,1,6.0,18.0,198.0
-1500-01-07T07:27:28.497,1173202.5815798263,0.002169650357570891,116.04430964513136,338.20953279211136,-9.37095013847119,287.8438737853024,-0.0001339575759865234,-1500,1,7.0,19.0,199.0
-1500-01-08T07:27:28.497,1173203.5815798263,0.004097355239387984,115.88372491827859,339.14892654913064,-8.993029313663738,288.8453203632058,-5.545720024353921e-05,-1500,1,8.0,20.0,200.0
-1500-01-09T07:27:28.497,1173204.5815798263,0.011772513569541844,115.71847318853239,340.0857705922979,-8.612971136118405,289.8461312968489,2.5332695146827553e-05,-1500,1,9.0,21.0,201.0
-1500-01-10T07:27:28.497,1173205.5815798263,0.02523324860028713,115.54866278909861,341.020131820201,-8.230889900028224,290.84629671485044,0.00011012759548733961,-1500,1,10.0,22.0,202.0
-1500-01-11T07:27:06.854,1173206.5813293252,-0.02699566528849146,115.33116834305716,341.95184867705825,-7.846994767441832,291.8455606932237,0.00020027562155286525,-1500,1,11.0,23.0,203.0
-1500-01-12T07:27:06.854,1173207.5813293252,-0.001984237489990366,115.1525496100416,342.88146380831637,-7.461204644882197,292.8444213533096,0.00029685457320627063,-1500,1,12.0,24.0,204.0
-1500-01-13T07:27:06.854,1173208.5813293252,0.02888430097438836,114.9696905030686,343.80882283605234,-7.073725472768655,293.84262768984667,0.00040056012912968183,-1500,1,13.0,25.0,205.0
-1500-01-14T07:26:45.210,1173209.5810788244,-0.006234439797731397,114.739455237984,344.7337768428705,-6.684763637310391,294.8399308756491,0.0005117886020833101,-1500,1,14.0,26.0,206.0
-1500-01-15T07:26:23.567,1173210.5808283233,-0.03572509163930118,114.50518586108541,345.65664385044045,-6.294329731073136,295.8365832093983,0.0006307110485119114,-1500,1,15.0,27.0,207.0
-1500-01-16T07:26:23.567,1173211.5808283233,0.012540105742633988,114.31018653632124,346.577742567728,-5.902431670668354,296.832837324045,0.000757228932753881,-1500,1,16.0,28.0,208.0
-1500-01-17T07:26:01.924,1173212.5805778224,-0.005568878590757551,114.06812154009094,347.49670248749226,-5.509370852406774,297.82819811909775,0.0008908623347737253,-1500,1,17.0,29.0,209.0
-1500-01-18T07:25:40.281,1173213.5803273213,-0.018071636724368328,113.82230771984572,348.41384826209975,-5.115153065321931,298.8229201105979,0.0010309265364384418,-1500,1,18.0,30.0,210.0
-1500-01-19T07:25:18.637,1173214.5800768202,-0.02498553124328036,113.57283675447147,349.3292762390087,-4.719880862036492,299.8170091221837,0.001176394517220791,-1500,1,19.0,31.0,211.0
-1500-01-20T07:24:56.994,1173215.5798263194,-0.026332471334182424,113.319798708686,350.2430852894653,-4.323655595152459,300.8104722307737,0.0013259260054063553,-1500,1,20.0,32.0,212.0
-1500-01-21T07:24:35.351,1173216.5795758183,-0.022138574361744236,113.06328177020194,351.1553764755455,-3.9265775192731622,301.8033182841477,0.0014778875859913143,-1500,1,21.0,33.0,213.0
-1500-01-22T07:24:13.707,1173217.5793253174,-0.01243373582781536,112.80337214823737,352.06625250870843,-3.528745959415608,302.7955585287394,0.0016304032375869186,-1500,1,22.0,34.0,214.0
-1500-01-23T07:23:52.064,1173218.5790748163,0.002748844080206964,112.540154257335,352.9758169977315,-3.130259544835925,303.78720704941406,0.00178143781850216,-1500,1,23.0,35.0,215.0
