local,jd,alt,az,raJ2000,decJ2000,lon,lat,year,month,daynum,daynum_utryn,daynum_dksyn
-1900-01-01T07:27:28.497,1027099.5815798263,0.0023355216477439615,116.88037282721136,337.8290759430906,-9.558463566248731,281.9294787228655,-8.539583780436898e-05,-1900,1,1.0,14.0,193.0
-1900-01-02T07:27:28.497,1027100.5815798263,-0.02529020676338173,116.75184352895242,338.7680489889798,-9.181182264299128,282.9298673989928,3.5600340989264004e-05,-1900,1,2.0,15.0,194.0
-1900-01-03T07:27:50.140,1027101.5818303273,0.023226146672787065,116.66128288702386,339.70475219377397,-8.801590476478284,283.9299499399377,0.00015704064070857867,-1900,1,3.0,16.0,195.0
-1900-01-04T07:27:50.140,1027102.5818303273,0.0065773478117212335,116.5222978927307,340.63880775823105,-8.41998095074471,284.9292424319591,0.00028120467825371183,-1900,1,4.0,17.0,196.0
-1900-01-05T07:27:50.140,1027103.5818303273,-0.004565628681768421,116.37821835546069,341.5705391864928,-8.036362655815887,285.9280128976771,0.00041024418532157003,-1900,1,5.0,18.0,197.0
-1900-01-06T07:27:50.140,1027104.5818303273,-0.01016492166953126,116.22913457773211,342.50003173554217,-7.650840986506442,286.92627548039553,0.0005458946875426548,-1900,1,6.0,19.0,198.0
-1900-01-07T07:27:50.140,1027105.5818303273,-0.010183265706296605,116.07514311174089,343.427367291301,-7.263523136722494,287.9240380862167,0.0006894013098974231,-1900,1,7.0,20.0,199.0
-1900-01-08T07:27:50.140,1027106.5818303273,-0.004584141250592171,115.91634611186957,344.35262474619657,-6.874518020086311,288.9213011645748,0.0008414774158766264,-1900,1,8.0,21.0,200.0
-1900-01-09T07:27:50.140,1027107.5818303273,0.006667941201014127,115.7528503257673,345.2758805650544,-6.483936043741119,289.91805793631846,0.0010023119592236986,-1900,1,9.0,22.0,201.0
-1900-01-10T07:27:50.140,1027108.5818303273,0.0236070740084279,115.5847660518999,346.1972094006928,-6.091888812065932,290.91429551833863,0.0011716071530872463,-1900,1,10.0,23.0,202.0
-1900-01-11T07:27:28.497,1027109.5815798263,-0.025219153797183938,115.36897162789083,347.1164545905418,-5.698587510795123,291.9097471101339,0.0013485877085186453,-1900,1,11.0,24.0,203.0
-1900-01-12T07:27:28.497,1027110.5815798263,0.003082731931912645,115.19203530323308,348.03414958108357,-5.303948038710446,292.9048912346207,0.0015322456916598084,-1900,1,12.0,25.0,204.0
-1900-01-13T07:27:06.854,1027111.5813293253,-0.034564153163291506,114.96762363157764,348.94990725373293,-4.908281267837828,293.89920775955267,0.001721101269470873,-1900,1,13.0,26.0,205.0
-1900-01-14T07:27:06.854,1027112.5813293253,0.005201871597734797,114.78228457439427,349.86425954355104,-4.51150198778382,294.89317363537157,0.0019136517656602118,-1900,1,14.0,27.0,206.0
-1900-01-15T07:26:45.210,1027113.5810788244,-0.021183025671434565,114.54969351061627,350.77682209939263,-4.113921588800819,295.88627102286415,0.0021080796000728587,-1900,1,15.0,28.0,207.0
-1900-01-16T07:26:45.210,1027114.5810788244,0.030121660218414347,114.35640295338253,351.68812705217135,-3.715452778384461,296.8789800696534,0.00230271545159832,-1900,1,16.0,29.0,208.0
-1900-01-17T07:26:23.567,1027115.5808283233,0.015051847124986467,114.11606913725217,352.5977939099679,-3.3164061878357267,297.87078876794334,0.0024957190469556438,-1900,1,17.0,30.0,209.0
-1900-01-18T07:26:01.924,1027116.5805778223,0.005579282630678162,113.87202912744942,353.5061286080075,-2.916791994613922,298.86193423533786,0.0026854767489714036,-1900,1,18.0,31.0,210.0
-1900-01-19T07:25:40.281,1027117.5803273213,0.0017028314158095562,113.62438646272466,354.4132100815052,-2.516718908865646,299.85240774720774,0.002870453060669821,-1900,1,19.0,32.0,211.0
-1900-01-20T07:25:18.637,1027118.5800768203,0.00341655337371291,113.37324366503493,355.3191187429755,-2.116294364208358,300.8422032384804,0.003049279808189555,-1900,1,20.0,33.0,212.0
-1900-01-21T07:24:56.994,1027119.5798263194,0.010709608452811216,113.11870211439006,356.2239365040278,-1.7156244357782544,301.83131700327885,0.003220791602372689,-1900,1,21.0,34.0,213.0
-1900-01-22T07:24:35.351,1027120.5795758183,0.023566155029970184,112.86086189729595,357.1277468626921,-1.3148137364669614,302.819747404671,0.003384058244554025,-1900,1,22.0,35.0,214.0
-1900-01-23T07:23:52.064,1027121.5790748163,-0.031115192391401418,112.55660174284334,358.03040896648724,-0.9140657059272298,303.8072471645886,0.003538381232348172,-1900,1,23.0,36.0,215.0
-1900-01-24T07:23:30.421,1027122.5788243153,-0.0073406595089697,112.29244655900511,358.9324626130979,-0.5132806376680923,304.79431278915087,0.0036834896156854257,-1900,1,24.0,37.0,216.0
-1900-01-25T07:23:08.778,1027123.5785738142,0.02191809873567657,112.0252802595529,359.83377134346966,-0.11265806620345671,305.78069913663296,0.003819366736305974,-1900,1,25.0,38.0,217.0
-1900-01-26T07:22:25.491,1027124.5780728123,-0.01690101121914899,111.7119699352859,0.7342025268872107,0.2876050634811053,306.76616225301115,0.003946447495266219,-1900,1,26.0,39.0,218.0
-1900-01-27T07:22:03.848,1027125.5778223113,0.023067391833880502,111.43903412377396,1.6343040724670077,0.6876154738045896,307.7511995914967,0.004065767866897982,-1900,1,27.0,40.0,219.0
-1900-01-28T07:21:20.561,1027126.5773213092,-0.005435385969714496,111.12011941666977,2.53372533594605,1.0870817090515477,308.73532260288795,0.004178772278015513,-1900,1,28.0,41.0,220.0
-1900-01-29T07:20:37.275,1027127.5768203073,-0.02893619830982563,110.7985206900074,3.432795917817597,1.4860157512061936,309.7187872132058,0.004287482225861357,-1900,1,29.0,42.0,221.0
-1900-01-30T07:20:15.631,1027128.5765698063,0.026655874166997023,110.51750939854946,4.33184762909251,1.8844311028442822,310.70185546784774,0.0043942678817239286,-1900,1,30.0,43.0,222.0
-1900-01-31T07:19:32.345,1027129.5760688043,0.013150912664643504,110.19072520330413,5.230537334146883,2.2820428684923515,311.68405855402096,0.004501560367691369,-1900,1,31.0,44.0,223.0
-1900-02-01T07:18:49.058,1027130.5755678023,0.004476206877196102,109.86144387086512,6.129196443718834,2.678865533587691,312.6656726189568,0.004611759687683386,-1900,2,32.0,45.0,224.0
-1900-02-02T07:18:05.772,1027131.5750668002,0.0005715137416579926,109.52972659382213,7.0279278785106065,3.07481234391755,313.64672825168117,0.00472689095758172,-1900,2,33.0,46.0,225.0
-1900-02-03T07:17:22.485,1027132.5745657983,0.001375773042661639,109.19563882600951,7.926830041205945,3.46979444002102,314.6272513135555,0.00484845816021595,-1900,2,34.0,47.0,226.0
-1900-02-04T07:16:39.198,1027133.5740647962,0.006827491285292305,108.85925099807399,8.825996265849179,3.863720536491749,315.6072593637634,0.004977360942297568,-1900,2,35.0,48.0,227.0
-1900-02-05T07:15:55.912,1027134.5735637943,0.016864925421381335,108.52063795987246,9.725514933886563,4.25649700072185,316.58676086624206,0.0051138976352558705,-1900,2,36.0,49.0,228.0
-1900-02-06T07:15:12.625,1027135.5730627923,0.031426065380118745,108.1798778433587,10.625469978222782,4.648028174664627,317.56575638295806,0.00525782801398477,-1900,2,37.0,50.0,229.0
-1900-02-07T07:14:07.695,1027136.5723112893,-0.024921427324471584,107.793838303599,11.52571575370418,5.038119166214701,318.54399539304234,0.00540842387703226,-1900,2,38.0,51.0,230.0
-1900-02-08T07:13:24.409,1027137.5718102872,-0.0016462715225100595,107.44901688727738,12.426780475869313,5.4268670755320105,319.5219590774415,0.005564712181943322,-1900,2,39.0,52.0,231.0
-1900-02-09T07:12:41.122,1027138.5713092852,0.025965158523422717,107.10229054916435,13.328512645538273,5.814074548703395,320.49939054852797,0.0057253297614740465,-1900,2,40.0,53.0,232.0
-1900-02-10T07:11:36.192,1027139.5705577822,-0.01796964280036385,106.71052753770432,14.230757742268466,6.199545184143146,321.4760324405542,0.005888706427874791,-1900,2,41.0,54.0,233.0
