nid	naks	gname	lon	lat	year	date	jd
N27-Rev	रेवती	ε Psc	315.364	0.891	-2500	-2500-12-31T06:00:00	808297.534468
N01-Ash	अश्विनी	β Ari	332.396	8.366	-2450	-2450-12-31T18:00:00	826560.034468
N02-Bha	भरणी	* 41 Ari	346.680	10.208	-2450	-2450-12-31T18:00:00	826560.034468
N03-Kri	क्रित्तिकाः	η Tau	358.446	3.627	-2450	-2450-12-31T18:00:00	826560.034468
N04-Roh	रोहिणी	α Tau	8.158	-5.751	-2450	-2450-12-31T18:00:00	826560.034468
N05-Mrg	मृगशीर्षः	λ Ori	22.115	-13.950	-2450	-2450-12-31T18:00:00	826560.034468
N06-Ard	आर्द्रा	γ Gem	37.519	-7.268	-2450	-2450-12-31T18:00:00	826560.034468
N07-Pun	पुनर्वसू	β Gem	52.375	6.461	-2450	-2450-12-31T18:00:00	826560.034468
N08-Pus	पुष्यः	δ Cnc	67.095	-0.133	-2450	-2450-12-31T18:00:00	826560.034468
N09-Asl	आश्लेषः	ζ Hya	73.184	-11.394	-2450	-2450-12-31T18:00:00	826560.034468
N10-Mag	मघाः	ζ Leo	85.879	11.501	-2450	-2450-12-31T18:00:00	826560.034468
N11-PPal	पूर्वफल्गुनी	δ Leo	99.373	14.143	-2450	-2450-12-31T18:00:00	826560.034468
N12-UPal	उत्तरफल्गुनी	β Leo	110.436	12.516	-2450	-2450-12-31T18:00:00	826560.034468
N13-Has	हस्तः	δ Crv	132.176	-11.842	-2450	-2450-12-31T18:00:00	826560.034468
N14-Chi	चित्रा	α Vir	142.329	-1.806	-2450	-2450-12-31T18:00:00	826560.034468
N15-Swa	स्वाती	α Boo	142.371	33.949	-2450	-2450-12-31T18:00:00	826560.034468
N16-Vis	विशाखे	α2 Lib	163.615	0.833	-2450	-2450-12-31T18:00:00	826560.034468
N17-Anu	अनूराधा	δ Sco	181.015	-1.429	-2450	-2450-12-31T18:00:00	826560.034468
N18-Jye	ज्येष्ठा	ε Sco	194.453	-10.575	-2450	-2450-12-31T18:00:00	826560.034468
N19-Mul	मूलं	κ Sco	204.941	-15.020	-2450	-2450-12-31T18:00:00	826560.034468
N20-PAsh	पूर्वाषाढा	φ Sgr	218.551	-3.356	-2450	-2450-12-31T18:00:00	826560.034468
N21-UAsh	उत्तराषाढा	η Sgr	209.896	-53.472	-2450	-2450-12-31T18:00:00	826560.034468
N22-Shr	श्रवणः	α Aql	239.481	29.511	-2450	-2450-12-31T18:00:00	826560.034468
N23-Dha	धनिष्ठा	β Del	254.876	32.474	-2450	-2450-12-31T18:00:00	826560.034468
N24-Sha	शतभिषक्	λ Aqr	279.973	-0.170	-2450	-2450-12-31T18:00:00	826560.034468
N25-PBha	पूर्वाभाद्रपदा	α Peg	292.071	19.605	-2450	-2450-12-31T18:00:00	826560.034468
N26-UBha	उत्तराभाद्रपदा	λ Peg	291.740	28.961	-2450	-2450-12-31T18:00:00	826560.034468
N27-Rev	रेवती	ε Psc	316.049	0.892	-2450	-2450-12-31T18:00:00	826560.034468
N01-Ash	अश्विनी	β Ari	333.081	8.366	-2400	-2400-12-31T06:00:00	844822.534468
N02-Bha	भरणी	* 41 Ari	347.365	10.210	-2400	-2400-12-31T06:00:00	844822.534468
N03-Kri	क्रित्तिकाः	η Tau	359.132	3.632	-2400	-2400-12-31T06:00:00	844822.534468
N04-Roh	रोहिणी	α Tau	8.845	-5.749	-2400	-2400-12-31T06:00:00	844822.534468
N05-Mrg	मृगशीर्षः	λ Ori	22.802	-13.944	-2400	-2400-12-31T06:00:00	844822.534468
N06-Ard	आर्द्रा	γ Gem	38.206	-7.262	-2400	-2400-12-31T06:00:00	844822.534468
N07-Pun	पुनर्वसू	β Gem	53.052	6.464	-2400	-2400-12-31T06:00:00	844822.534468
N08-Pus	पुष्यः	δ Cnc	67.782	-0.130	-2400	-2400-12-31T06:00:00	844822.534468
N09-Asl	आश्लेषः	ζ Hya	73.869	-11.389	-2400	-2400-12-31T06:00:00	844822.534468
N10-Mag	मघाः	ζ Leo	86.566	11.506	-2400	-2400-12-31T06:00:00	844822.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	100.063	14.146	-2400	-2400-12-31T06:00:00	844822.534468
N12-UPal	उत्तरफल्गुनी	β Leo	111.118	12.514	-2400	-2400-12-31T06:00:00	844822.534468
N13-Has	हस्तः	δ Crv	132.859	-11.844	-2400	-2400-12-31T06:00:00	844822.534468
N14-Chi	चित्रा	α Vir	143.014	-1.808	-2400	-2400-12-31T06:00:00	844822.534468
N15-Swa	स्वाती	α Boo	143.061	33.913	-2400	-2400-12-31T06:00:00	844822.534468
N16-Vis	विशाखे	α2 Lib	164.300	0.829	-2400	-2400-12-31T06:00:00	844822.534468
N17-Anu	अनूराधा	δ Sco	181.701	-1.435	-2400	-2400-12-31T06:00:00	844822.534468
N18-Jye	ज्येष्ठा	ε Sco	195.131	-10.588	-2400	-2400-12-31T06:00:00	844822.534468
N19-Mul	मूलं	κ Sco	205.626	-15.027	-2400	-2400-12-31T06:00:00	844822.534468
N20-PAsh	पूर्वाषाढा	φ Sgr	219.238	-3.363	-2400	-2400-12-31T06:00:00	844822.534468
N21-UAsh	उत्तराषाढा	η Sgr	210.579	-53.479	-2400	-2400-12-31T06:00:00	844822.534468
N22-Shr	श्रवणः	α Aql	240.176	29.508	-2400	-2400-12-31T06:00:00	844822.534468
N23-Dha	धनिष्ठा	β Del	255.561	32.467	-2400	-2400-12-31T06:00:00	844822.534468
N24-Sha	शतभिषक्	λ Aqr	280.660	-0.174	-2400	-2400-12-31T06:00:00	844822.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	292.756	19.601	-2400	-2400-12-31T06:00:00	844822.534468
N26-UBha	उत्तराभाद्रपदा	λ Peg	292.423	28.958	-2400	-2400-12-31T06:00:00	844822.534468
N27-Rev	रेवती	ε Psc	316.734	0.893	-2400	-2400-12-31T06:00:00	844822.534468
N01-Ash	अश्विनी	β Ari	333.767	8.366	-2350	-2350-12-31T18:00:00	863085.034468
N02-Bha	भरणी	* 41 Ari	348.051	10.212	-2350	-2350-12-31T18:00:00	863085.034468
N03-Kri	क्रित्तिकाः	η Tau	359.818	3.636	-2350	-2350-12-31T18:00:00	863085.034468
N04-Roh	रोहिणी	α Tau	9.532	-5.746	-2350	-2350-12-31T18:00:00	863085.034468
N05-Mrg	मृगशीर्षः	λ Ori	23.488	-13.937	-2350	-2350-12-31T18:00:00	863085.034468
N06-Ard	आर्द्रा	γ Gem	38.892	-7.256	-2350	-2350-12-31T18:00:00	863085.034468
N07-Pun	पुनर्वसू	β Gem	53.730	6.467	-2350	-2350-12-31T18:00:00	863085.034468
N08-Pus	पुष्यः	δ Cnc	68.468	-0.127	-2350	-2350-12-31T18:00:00	863085.034468
N09-Asl	आश्लेषः	ζ Hya	74.553	-11.383	-2350	-2350-12-31T18:00:00	863085.034468
N10-Mag	मघाः	ζ Leo	87.254	11.511	-2350	-2350-12-31T18:00:00	863085.034468
N11-PPal	पूर्वफल्गुनी	δ Leo	100.754	14.149	-2350	-2350-12-31T18:00:00	863085.034468
N12-UPal	उत्तरफल्गुनी	β Leo	111.800	12.513	-2350	-2350-12-31T18:00:00	863085.034468
N13-Has	हस्तः	δ Crv	133.541	-11.847	-2350	-2350-12-31T18:00:00	863085.034468
N14-Chi	चित्रा	α Vir	143.700	-1.810	-2350	-2350-12-31T18:00:00	863085.034468
N15-Swa	स्वाती	α Boo	143.751	33.878	-2350	-2350-12-31T18:00:00	863085.034468
N16-Vis	विशाखे	α2 Lib	164.985	0.824	-2350	-2350-12-31T18:00:00	863085.034468
N17-Anu	अनूराधा	δ Sco	182.387	-1.441	-2350	-2350-12-31T18:00:00	863085.034468
N18-Jye	ज्येष्ठा	ε Sco	195.809	-10.600	-2350	-2350-12-31T18:00:00	863085.034468
N19-Mul	मूलं	κ Sco	206.311	-15.034	-2350	-2350-12-31T18:00:00	863085.034468
N20-PAsh	पूर्वाषाढा	φ Sgr	219.925	-3.370	-2350	-2350-12-31T18:00:00	863085.034468
N21-UAsh	उत्तराषाढा	η Sgr	211.263	-53.487	-2350	-2350-12-31T18:00:00	863085.034468
N22-Shr	श्रवणः	α Aql	240.871	29.505	-2350	-2350-12-31T18:00:00	863085.034468
N23-Dha	धनिष्ठा	β Del	256.246	32.460	-2350	-2350-12-31T18:00:00	863085.034468
N24-Sha	शतभिषक्	λ Aqr	281.346	-0.178	-2350	-2350-12-31T18:00:00	863085.034468
N25-PBha	पूर्वाभाद्रपदा	α Peg	293.440	19.598	-2350	-2350-12-31T18:00:00	863085.034468
N26-UBha	उत्तराभाद्रपदा	λ Peg	293.106	28.955	-2350	-2350-12-31T18:00:00	863085.034468
N27-Rev	रेवती	ε Psc	317.419	0.895	-2350	-2350-12-31T18:00:00	863085.034468
N01-Ash	अश्विनी	β Ari	334.454	8.367	-2300	-2300-12-31T06:00:00	881347.534468
N02-Bha	भरणी	* 41 Ari	348.736	10.214	-2300	-2300-12-31T06:00:00	881347.534468
N03-Kri	क्रित्तिकाः	η Tau	0.504	3.640	-2300	-2300-12-31T06:00:00	881347.534468
N04-Roh	रोहिणी	α Tau	10.219	-5.743	-2300	-2300-12-31T06:00:00	881347.534468
N05-Mrg	मृगशीर्षः	λ Ori	24.175	-13.931	-2300	-2300-12-31T06:00:00	881347.534468
N06-Ard	आर्द्रा	γ Gem	39.579	-7.250	-2300	-2300-12-31T06:00:00	881347.534468
N07-Pun	पुनर्वसू	β Gem	54.408	6.470	-2300	-2300-12-31T06:00:00	881347.534468
N08-Pus	पुष्यः	δ Cnc	69.155	-0.124	-2300	-2300-12-31T06:00:00	881347.534468
N09-Asl	आश्लेषः	ζ Hya	75.237	-11.377	-2300	-2300-12-31T06:00:00	881347.534468
N10-Mag	मघाः	ζ Leo	87.941	11.516	-2300	-2300-12-31T06:00:00	881347.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	101.444	14.153	-2300	-2300-12-31T06:00:00	881347.534468
N12-UPal	उत्तरफल्गुनी	β Leo	112.481	12.511	-2300	-2300-12-31T06:00:00	881347.534468
N13-Has	हस्तः	δ Crv	134.224	-11.850	-2300	-2300-12-31T06:00:00	881347.534468
N14-Chi	चित्रा	α Vir	144.385	-1.811	-2300	-2300-12-31T06:00:00	881347.534468
N15-Swa	स्वाती	α Boo	144.441	33.842	-2300	-2300-12-31T06:00:00	881347.534468
N16-Vis	विशाखे	α2 Lib	165.670	0.819	-2300	-2300-12-31T06:00:00	881347.534468
N17-Anu	अनूराधा	δ Sco	183.073	-1.446	-2300	-2300-12-31T06:00:00	881347.534468
N18-Jye	ज्येष्ठा	ε Sco	196.487	-10.613	-2300	-2300-12-31T06:00:00	881347.534468
N19-Mul	मूलं	κ Sco	206.997	-15.041	-2300	-2300-12-31T06:00:00	881347.534468
N20-PAsh	पूर्वाषाढा	φ Sgr	220.611	-3.377	-2300	-2300-12-31T06:00:00	881347.534468
N21-UAsh	उत्तराषाढा	η Sgr	211.947	-53.494	-2300	-2300-12-31T06:00:00	881347.534468
N22-Shr	श्रवणः	α Aql	241.566	29.502	-2300	-2300-12-31T06:00:00	881347.534468
N23-Dha	धनिष्ठा	β Del	256.932	32.452	-2300	-2300-12-31T06:00:00	881347.534468
N24-Sha	शतभिषक्	λ Aqr	282.033	-0.181	-2300	-2300-12-31T06:00:00	881347.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	294.125	19.595	-2300	-2300-12-31T06:00:00	881347.534468
N26-UBha	उत्तराभाद्रपदा	λ Peg	293.790	28.952	-2300	-2300-12-31T06:00:00	881347.534468
N27-Rev	रेवती	ε Psc	318.104	0.896	-2300	-2300-12-31T06:00:00	881347.534468
N01-Ash	अश्विनी	β Ari	335.140	8.367	-2250	-2250-12-31T18:00:00	899610.034468
N02-Bha	भरणी	* 41 Ari	349.422	10.216	-2250	-2250-12-31T18:00:00	899610.034468
N03-Kri	क्रित्तिकाः	η Tau	1.190	3.644	-2250	-2250-12-31T18:00:00	899610.034468
N04-Roh	रोहिणी	α Tau	10.906	-5.740	-2250	-2250-12-31T18:00:00	899610.034468
N05-Mrg	मृगशीर्षः	λ Ori	24.862	-13.925	-2250	-2250-12-31T18:00:00	899610.034468
N06-Ard	आर्द्रा	γ Gem	40.265	-7.244	-2250	-2250-12-31T18:00:00	899610.034468
N07-Pun	पुनर्वसू	β Gem	55.086	6.473	-2250	-2250-12-31T18:00:00	899610.034468
N08-Pus	पुष्यः	δ Cnc	69.842	-0.121	-2250	-2250-12-31T18:00:00	899610.034468
N09-Asl	आश्लेषः	ζ Hya	75.922	-11.372	-2250	-2250-12-31T18:00:00	899610.034468
N10-Mag	मघाः	ζ Leo	88.629	11.521	-2250	-2250-12-31T18:00:00	899610.034468
N11-PPal	पूर्वफल्गुनी	δ Leo	102.134	14.156	-2250	-2250-12-31T18:00:00	899610.034468
N12-UPal	उत्तरफल्गुनी	β Leo	113.163	12.509	-2250	-2250-12-31T18:00:00	899610.034468
N13-Has	हस्तः	δ Crv	134.907	-11.853	-2250	-2250-12-31T18:00:00	899610.034468
N14-Chi	चित्रा	α Vir	145.071	-1.813	-2250	-2250-12-31T18:00:00	899610.034468
N15-Swa	स्वाती	α Boo	145.131	33.807	-2250	-2250-12-31T18:00:00	899610.034468
N16-Vis	विशाखे	α2 Lib	166.355	0.814	-2250	-2250-12-31T18:00:00	899610.034468
N17-Anu	अनूराधा	δ Sco	183.759	-1.452	-2250	-2250-12-31T18:00:00	899610.034468
N18-Jye	ज्येष्ठा	ε Sco	197.166	-10.626	-2250	-2250-12-31T18:00:00	899610.034468
N19-Mul	मूलं	κ Sco	207.682	-15.048	-2250	-2250-12-31T18:00:00	899610.034468
N20-PAsh	पूर्वाषाढा	φ Sgr	221.298	-3.384	-2250	-2250-12-31T18:00:00	899610.034468
N21-UAsh	उत्तराषाढा	η Sgr	212.632	-53.501	-2250	-2250-12-31T18:00:00	899610.034468
N22-Shr	श्रवणः	α Aql	242.261	29.499	-2250	-2250-12-31T18:00:00	899610.034468
N23-Dha	धनिष्ठा	β Del	257.617	32.445	-2250	-2250-12-31T18:00:00	899610.034468
N24-Sha	शतभिषक्	λ Aqr	282.719	-0.185	-2250	-2250-12-31T18:00:00	899610.034468
N25-PBha	पूर्वाभाद्रपदा	α Peg	294.809	19.591	-2250	-2250-12-31T18:00:00	899610.034468
N26-UBha	उत्तराभाद्रपदा	λ Peg	294.473	28.949	-2250	-2250-12-31T18:00:00	899610.034468
N27-Rev	रेवती	ε Psc	318.789	0.897	-2250	-2250-12-31T18:00:00	899610.034468
N01-Ash	अश्विनी	β Ari	335.826	8.367	-2200	-2200-12-31T06:00:00	917872.534468
N02-Bha	भरणी	* 41 Ari	350.108	10.218	-2200	-2200-12-31T06:00:00	917872.534468
N03-Kri	क्रित्तिकाः	η Tau	1.876	3.648	-2200	-2200-12-31T06:00:00	917872.534468
N04-Roh	रोहिणी	α Tau	11.593	-5.737	-2200	-2200-12-31T06:00:00	917872.534468
N05-Mrg	मृगशीर्षः	λ Ori	25.549	-13.918	-2200	-2200-12-31T06:00:00	917872.534468
N06-Ard	आर्द्रा	γ Gem	40.952	-7.238	-2200	-2200-12-31T06:00:00	917872.534468
N07-Pun	पुनर्वसू	β Gem	55.764	6.476	-2200	-2200-12-31T06:00:00	917872.534468
N08-Pus	पुष्यः	δ Cnc	70.529	-0.118	-2200	-2200-12-31T06:00:00	917872.534468
N09-Asl	आश्लेषः	ζ Hya	76.606	-11.366	-2200	-2200-12-31T06:00:00	917872.534468
N10-Mag	मघाः	ζ Leo	89.316	11.526	-2200	-2200-12-31T06:00:00	917872.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	102.825	14.159	-2200	-2200-12-31T06:00:00	917872.534468
N12-UPal	उत्तरफल्गुनी	β Leo	113.846	12.508	-2200	-2200-12-31T06:00:00	917872.534468
N13-Has	हस्तः	δ Crv	135.590	-11.856	-2200	-2200-12-31T06:00:00	917872.534468
N14-Chi	चित्रा	α Vir	145.757	-1.815	-2200	-2200-12-31T06:00:00	917872.534468
N15-Swa	स्वाती	α Boo	145.822	33.771	-2200	-2200-12-31T06:00:00	917872.534468
N16-Vis	विशाखे	α2 Lib	167.040	0.809	-2200	-2200-12-31T06:00:00	917872.534468
N17-Anu	अनूराधा	δ Sco	184.445	-1.458	-2200	-2200-12-31T06:00:00	917872.534468
N18-Jye	ज्येष्ठा	ε Sco	197.845	-10.639	-2200	-2200-12-31T06:00:00	917872.534468
N19-Mul	मूलं	κ Sco	208.368	-15.055	-2200	-2200-12-31T06:00:00	917872.534468
N20-PAsh	पूर्वाषाढा	φ Sgr	221.985	-3.391	-2200	-2200-12-31T06:00:00	917872.534468
N21-UAsh	उत्तराषाढा	η Sgr	213.316	-53.508	-2200	-2200-12-31T06:00:00	917872.534468
N22-Shr	श्रवणः	α Aql	242.956	29.496	-2200	-2200-12-31T06:00:00	917872.534468
N23-Dha	धनिष्ठा	β Del	258.303	32.438	-2200	-2200-12-31T06:00:00	917872.534468
N24-Sha	शतभिषक्	λ Aqr	283.406	-0.188	-2200	-2200-12-31T06:00:00	917872.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	295.494	19.588	-2200	-2200-12-31T06:00:00	917872.534468
N26-UBha	उत्तराभाद्रपदा	λ Peg	295.157	28.946	-2200	-2200-12-31T06:00:00	917872.534468
N27-Rev	रेवती	ε Psc	319.475	0.898	-2200	-2200-12-31T06:00:00	917872.534468
N01-Ash	अश्विनी	β Ari	336.513	8.368	-2150	-2150-12-31T18:00:00	936135.034468
N02-Bha	भरणी	* 41 Ari	350.793	10.220	-2150	-2150-12-31T18:00:00	936135.034468
N03-Kri	क्रित्तिकाः	η Tau	2.562	3.652	-2150	-2150-12-31T18:00:00	936135.034468
N04-Roh	रोहिणी	α Tau	12.280	-5.735	-2150	-2150-12-31T18:00:00	936135.034468
N05-Mrg	मृगशीर्षः	λ Ori	26.236	-13.912	-2150	-2150-12-31T18:00:00	936135.034468
N06-Ard	आर्द्रा	γ Gem	41.639	-7.232	-2150	-2150-12-31T18:00:00	936135.034468
N07-Pun	पुनर्वसू	β Gem	56.442	6.479	-2150	-2150-12-31T18:00:00	936135.034468
N08-Pus	पुष्यः	δ Cnc	71.217	-0.115	-2150	-2150-12-31T18:00:00	936135.034468
N09-Asl	आश्लेषः	ζ Hya	77.291	-11.360	-2150	-2150-12-31T18:00:00	936135.034468
N10-Mag	मघाः	ζ Leo	90.004	11.531	-2150	-2150-12-31T18:00:00	936135.034468
N11-PPal	पूर्वफल्गुनी	δ Leo	103.516	14.163	-2150	-2150-12-31T18:00:00	936135.034468
N12-UPal	उत्तरफल्गुनी	β Leo	114.528	12.506	-2150	-2150-12-31T18:00:00	936135.034468
N13-Has	हस्तः	δ Crv	136.274	-11.859	-2150	-2150-12-31T18:00:00	936135.034468
N14-Chi	चित्रा	α Vir	146.443	-1.817	-2150	-2150-12-31T18:00:00	936135.034468
N15-Swa	स्वाती	α Boo	146.513	33.736	-2150	-2150-12-31T18:00:00	936135.034468
N16-Vis	विशाखे	α2 Lib	167.726	0.804	-2150	-2150-12-31T18:00:00	936135.034468
N17-Anu	अनूराधा	δ Sco	185.132	-1.464	-2150	-2150-12-31T18:00:00	936135.034468
N18-Jye	ज्येष्ठा	ε Sco	198.523	-10.652	-2150	-2150-12-31T18:00:00	936135.034468
N19-Mul	मूलं	κ Sco	209.054	-15.062	-2150	-2150-12-31T18:00:00	936135.034468
N20-PAsh	पूर्वाषाढा	φ Sgr	222.673	-3.398	-2150	-2150-12-31T18:00:00	936135.034468
N21-UAsh	उत्तराषाढा	η Sgr	214.001	-53.515	-2150	-2150-12-31T18:00:00	936135.034468
N22-Shr	श्रवणः	α Aql	243.652	29.493	-2150	-2150-12-31T18:00:00	936135.034468
N23-Dha	धनिष्ठा	β Del	258.989	32.431	-2150	-2150-12-31T18:00:00	936135.034468
N24-Sha	शतभिषक्	λ Aqr	284.093	-0.192	-2150	-2150-12-31T18:00:00	936135.034468
N25-PBha	पूर्वाभाद्रपदा	α Peg	296.179	19.584	-2150	-2150-12-31T18:00:00	936135.034468
N26-UBha	उत्तराभाद्रपदा	λ Peg	295.841	28.943	-2150	-2150-12-31T18:00:00	936135.034468
N27-Rev	रेवती	ε Psc	320.160	0.899	-2150	-2150-12-31T18:00:00	936135.034468
N01-Ash	अश्विनी	β Ari	337.199	8.368	-2100	-2100-12-31T06:00:00	954397.534468
N02-Bha	भरणी	* 41 Ari	351.479	10.222	-2100	-2100-12-31T06:00:00	954397.534468
N03-Kri	क्रित्तिकाः	η Tau	3.248	3.657	-2100	-2100-12-31T06:00:00	954397.534468
N04-Roh	रोहिणी	α Tau	12.968	-5.732	-2100	-2100-12-31T06:00:00	954397.534468
N05-Mrg	मृगशीर्षः	λ Ori	26.923	-13.905	-2100	-2100-12-31T06:00:00	954397.534468
N06-Ard	आर्द्रा	γ Gem	42.326	-7.226	-2100	-2100-12-31T06:00:00	954397.534468
N07-Pun	पुनर्वसू	β Gem	57.121	6.482	-2100	-2100-12-31T06:00:00	954397.534468
N08-Pus	पुष्यः	δ Cnc	71.904	-0.112	-2100	-2100-12-31T06:00:00	954397.534468
N09-Asl	आश्लेषः	ζ Hya	77.976	-11.355	-2100	-2100-12-31T06:00:00	954397.534468
N10-Mag	मघाः	ζ Leo	90.692	11.536	-2100	-2100-12-31T06:00:00	954397.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	104.206	14.166	-2100	-2100-12-31T06:00:00	954397.534468
N12-UPal	उत्तरफल्गुनी	β Leo	115.210	12.504	-2100	-2100-12-31T06:00:00	954397.534468
N13-Has	हस्तः	δ Crv	136.957	-11.862	-2100	-2100-12-31T06:00:00	954397.534468
N14-Chi	चित्रा	α Vir	147.129	-1.818	-2100	-2100-12-31T06:00:00	954397.534468
N15-Swa	स्वाती	α Boo	147.203	33.700	-2100	-2100-12-31T06:00:00	954397.534468
N16-Vis	विशाखे	α2 Lib	168.411	0.800	-2100	-2100-12-31T06:00:00	954397.534468
N17-Anu	अनूराधा	δ Sco	185.818	-1.469	-2100	-2100-12-31T06:00:00	954397.534468
N18-Jye	ज्येष्ठा	ε Sco	199.202	-10.664	-2100	-2100-12-31T06:00:00	954397.534468
N19-Mul	मूलं	κ Sco	209.740	-15.069	-2100	-2100-12-31T06:00:00	954397.534468
N20-PAsh	पूर्वाषाढा	φ Sgr	223.360	-3.405	-2100	-2100-12-31T06:00:00	954397.534468
N21-UAsh	उत्तराषाढा	η Sgr	214.685	-53.523	-2100	-2100-12-31T06:00:00	954397.534468
N22-Shr	श्रवणः	α Aql	244.347	29.490	-2100	-2100-12-31T06:00:00	954397.534468
N23-Dha	धनिष्ठा	β Del	259.675	32.424	-2100	-2100-12-31T06:00:00	954397.534468
N24-Sha	शतभिषक्	λ Aqr	284.780	-0.195	-2100	-2100-12-31T06:00:00	954397.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	296.864	19.581	-2100	-2100-12-31T06:00:00	954397.534468
N26-UBha	उत्तराभाद्रपदा	λ Peg	296.524	28.940	-2100	-2100-12-31T06:00:00	954397.534468
N27-Rev	रेवती	ε Psc	320.846	0.900	-2100	-2100-12-31T06:00:00	954397.534468
N01-Ash	अश्विनी	β Ari	337.886	8.369	-2050	-2050-12-31T18:00:00	972660.034468
N02-Bha	भरणी	* 41 Ari	352.166	10.224	-2050	-2050-12-31T18:00:00	972660.034468
N03-Kri	क्रित्तिकाः	η Tau	3.935	3.661	-2050	-2050-12-31T18:00:00	972660.034468
N04-Roh	रोहिणी	α Tau	13.656	-5.729	-2050	-2050-12-31T18:00:00	972660.034468
N05-Mrg	मृगशीर्षः	λ Ori	27.611	-13.899	-2050	-2050-12-31T18:00:00	972660.034468
N06-Ard	आर्द्रा	γ Gem	43.013	-7.220	-2050	-2050-12-31T18:00:00	972660.034468
N07-Pun	पुनर्वसू	β Gem	57.799	6.485	-2050	-2050-12-31T18:00:00	972660.034468
N08-Pus	पुष्यः	δ Cnc	72.591	-0.109	-2050	-2050-12-31T18:00:00	972660.034468
N09-Asl	आश्लेषः	ζ Hya	78.661	-11.349	-2050	-2050-12-31T18:00:00	972660.034468
N10-Mag	मघाः	ζ Leo	91.380	11.541	-2050	-2050-12-31T18:00:00	972660.034468
N11-PPal	पूर्वफल्गुनी	δ Leo	104.897	14.169	-2050	-2050-12-31T18:00:00	972660.034468
N12-UPal	उत्तरफल्गुनी	β Leo	115.893	12.502	-2050	-2050-12-31T18:00:00	972660.034468
N13-Has	हस्तः	δ Crv	137.641	-11.865	-2050	-2050-12-31T18:00:00	972660.034468
N14-Chi	चित्रा	α Vir	147.815	-1.820	-2050	-2050-12-31T18:00:00	972660.034468
N15-Swa	स्वाती	α Boo	147.894	33.665	-2050	-2050-12-31T18:00:00	972660.034468
N16-Vis	विशाखे	α2 Lib	169.097	0.795	-2050	-2050-12-31T18:00:00	972660.034468
