year	event	date	sun_lon	obj_lon	sun_lon_dms	obj_lon_dms	obj_rise_set	sun_rise_set	delta_rise_set	age	mag	sun_alt	obj_lat	az_diff	lon_diff	sun_sz	obj_az
-527	cosmical_setting	-527-03-09	342.5	152.9	342° 31'	152° 53'	6:20	6:48	-0:27h	6d 22h	-1.3	-6° 46'	3° 51'	-170° 00'	170° 22'	274° 08'	104° 08'
-526	last_visibility	-526-03-02	336.0	353.3	335° 57'	353° 17'	19:18	18:19	0:58h	-66d 03h	1.6	-13° 24'	-0° 29'	-2° 32'	17° 20'	86° 42'	84° 10'
-526	first_visibility	-526-07-19	108.8	87.2	108° 46'	87° 09'	4:07	5:23	-1:16h	72d 06h	2	-14° 48'	0° 50'	11° 10'	-21° 37'	232° 33'	243° 43'
-525	acronychal_rising	-525-04-14	17.5	200.4	17° 27'	200° 22'	19:09	18:42	0:27h	-2d 12h	-1.9	-6° 34'	1° 08'	178° 26'	-177° 04'	101° 56'	280° 22'
-525	cosmical_setting	-525-04-21	23.6	198.2	23° 37'	198° 10'	5:28	5:54	-0:26h	3d 22h	-1.9	-6° 20'	0° 49'	-175° 07'	174° 33'	255° 26'	80° 19'
-524	last_visibility	-524-04-21	24.9	42.3	24° 54'	42° 20'	19:46	18:46	1:00h	-58d 04h	1.9	-13° 22'	0° 28'	-3° 15'	17° 26'	109° 48'	106° 32'
-524	first_visibility	-524-08-16	136.5	117.4	136° 27'	117° 24'	4:32	5:42	-1:09h	58d 04h	2	-14° 35'	1° 10'	5° 21'	-19° 04'	241° 14'	246° 35'
-523	cosmical_setting	-523-06-22	83.2	264.0	83° 11'	264° 01'	4:42	5:14	-0:31h	-1d 01h	-2.6	-6° 45'	-5° 30'	-184° 46'	-179° 10'	237° 45'	52° 59'
-523	acronychal_rising	-523-06-23	84.7	263.6	84° 44'	263° 35'	19:48	19:20	0:27h	0d 14h	-2.6	-6° 03'	-5° 35'	185° 16'	178° 50'	121° 49'	307° 05'
-522	last_visibility	-522-05-28	59.8	78.6	59° 45'	78° 35'	20:13	19:07	1:06h	-58d 20h	2	-13° 28'	1° 02'	-7° 32'	18° 50'	123° 28'	115° 56'
-522	first_visibility	-522-09-19	169.6	151.2	169° 35'	151° 10'	5:00	6:04	-1:04h	54d 13h	2	-14° 33'	1° 08'	1° 44'	-18° 26'	256° 18'	258° 03'
-521	acronychal_rising	-521-09-10	161.0	338.8	160° 58'	338° 48'	19:08	18:41	0:26h	1d 08h	-2.3	-6° 23'	-4° 43'	184° 32'	177° 49'	102° 33'	287° 05'
-521	cosmical_setting	-521-09-11	161.4	338.7	161° 24'	338° 39'	5:29	5:59	-0:30h	1d 18h	-2.3	-7° 13'	-4° 42'	-184° 13'	177° 15'	257° 08'	72° 55'
-520	last_visibility	-520-06-26	87.9	109.3	87° 54'	109° 17'	20:30	19:21	1:08h	-66d 04h	2	-13° 21'	1° 13'	-12° 53'	21° 24'	127° 56'	115° 03'
-520	first_visibility	-520-10-28	209.4	190.9	209° 26'	190° 52'	5:28	6:32	-1:04h	57d 05h	1.8	-14° 38'	0° 36'	1° 44'	-18° 35'	274° 54'	276° 39'
-519	acronychal_rising	-519-10-28	209.7	33.7	209° 44'	33° 44'	18:12	17:47	0:25h	-3d 02h	-1.6	-6° 15'	0° 06'	176° 51'	-176° 00'	80° 17'	257° 08'
-519	cosmical_setting	-519-11-02	214.3	32.0	214° 19'	31° 59'	6:11	6:36	-0:24h	1d 10h	-1.6	-6° 05'	0° 18'	-179° 19'	177° 41'	281° 39'	102° 20'
-518	last_visibility	-518-07-23	113.4	138.4	113° 21'	138° 23'	20:28	19:21	1:06h	-81d 05h	1.9	-13° 21'	1° 01'	-18° 21'	25° 02'	125° 11'	106° 50'
-518	first_visibility	-518-12-26	269.1	248.5	269° 08'	248° 29'	6:11	7:20	-1:09h	74d 05h	1.5	-14° 37'	-0° 29'	9° 28'	-20° 39'	289° 17'	298° 44'
-517	acronychal_rising	-517-12-05	248.0	73.8	247° 59'	73° 49'	17:55	17:27	0:28h	-4d 07h	-1.1	-6° 27'	3° 03'	173° 57'	-174° 10'	68° 22'	242° 18'
-517	cosmical_setting	-517-12-13	255.7	70.8	255° 40'	70° 48'	6:40	7:12	-0:31h	3d 06h	-1.1	-7° 02'	3° 15'	-175° 05'	175° 08'	292° 31'	117° 26'
-516	last_visibility	-516-08-22	143.0	171.6	143° 02'	171° 35'	20:03	19:01	1:01h	-104d 16h	1.7	-13° 22'	0° 26'	-22° 59'	28° 33'	115° 08'	92° 09'
-515	first_visibility	-515-05-03	35.6	3.1	35° 36'	3° 07'	4:32	5:40	-1:07h	148d 16h	1.5	-14° 30'	-0° 56'	27° 08'	-32° 29'	244° 35'	271° 43'
-514	acronychal_rising	-514-01-08	283.1	108.1	283° 06'	108° 05'	18:09	17:40	0:28h	-3d 18h	-1	-6° 32'	4° 26'	173° 53'	-175° 00'	67° 03'	240° 57'
-514	cosmical_setting	-514-01-17	291.7	104.7	291° 43'	104° 42'	6:57	7:25	-0:28h	4d 18h	-1	-6° 27'	4° 31'	-172° 04'	172° 59'	291° 42'	119° 38'
-514	last_visibility	-514-10-18	199.4	226.9	199° 23'	226° 53'	18:54	17:57	0:57h	-118d 21h	1.5	-13° 13'	-0° 42'	-21° 44'	27° 29'	88° 41'	66° 57'
-513	first_visibility	-513-06-11	72.3	44.5	72° 15'	44° 27'	3:59	5:15	-1:15h	116d 12h	1.7	-14° 43'	-0° 05'	20° 56'	-27° 49'	232° 26'	253° 21'
-512	acronychal_rising	-512-02-13	318.7	142.2	318° 44'	142° 13'	18:34	18:07	0:26h	-2d 19h	-1.1	-6° 20'	4° 28'	174° 56'	-176° 31'	75° 50'	250° 46'
-512	cosmical_setting	-512-02-23	328.1	138.5	328° 08'	138° 32'	6:36	7:04	-0:28h	6d 17h	-1.1	-6° 47'	4° 21'	-169° 50'	170° 24'	280° 17'	110° 27'
-511	last_visibility	-511-02-04	310.6	328.3	310° 33'	328° 16'	19:02	18:01	1:00h	-72d 08h	1.5	-13° 25'	-0° 52'	-4° 23'	17° 44'	76° 57'	72° 34'
-511	first_visibility	-511-07-08	98.6	75.6	98° 33'	75° 34'	4:01	5:18	-1:16h	81d 01h	1.9	-14° 43'	0° 38'	13° 43'	-22° 58'	231° 09'	244° 53'
-510	acronychal_rising	-510-03-25	358.5	182.0	358° 30'	182° 00'	19:01	18:32	0:28h	-2d 21h	-1.6	-7° 00'	2° 41'	176° 57'	-176° 30'	93° 21'	270° 18'
-510	cosmical_setting	-510-04-03	6.7	178.9	6° 40'	178° 55'	5:50	6:16	-0:25h	5d 13h	-1.6	-6° 26'	2° 22'	-172° 19'	172° 15'	263° 08'	90° 49'
-509	last_visibility	-509-04-04	8.0	25.3	7° 57'	25° 16'	19:36	18:37	0:58h	-60d 10h	1.8	-13° 25'	0° 08'	-2° 21'	17° 19'	101° 46'	99° 25'
-509	first_visibility	-509-08-05	125.1	105.4	125° 06'	105° 23'	4:22	5:34	-1:12h	61d 22h	2	-14° 35'	1° 05'	7° 22'	-19° 43'	237° 05'	244° 27'
-508	acronychal_rising	-508-05-22	54.6	236.1	54° 35'	236° 05'	19:31	19:04	0:27h	-1d 09h	-2.4	-6° 12'	-2° 42'	182° 01'	-178° 30'	116° 22'	298° 23'
-508	cosmical_setting	-508-05-24	55.9	235.7	55° 55'	235° 40'	4:55	5:22	-0:26h	0d 00h	-2.4	-6° 05'	-2° 48'	-181° 40'	179° 45'	243° 19'	61° 40'
-507	last_visibility	-507-05-15	47.7	65.8	47° 44'	65° 46'	20:03	18:59	1:03h	-57d 12h	2	-13° 21'	0° 52'	-5° 39'	18° 03'	119° 24'	113° 45'
-507	first_visibility	-507-09-06	157.0	138.2	157° 01'	138° 13'	4:49	5:56	-1:07h	55d 20h	2	-14° 50'	1° 12'	2° 48'	-18° 48'	250° 04'	252° 53'
-506	cosmical_setting	-506-08-13	133.2	311.8	133° 12'	311° 48'	5:08	5:40	-0:31h	0d 22h	-2.5	-7° 08'	-6° 32'	-185° 49'	178° 36'	245° 33'	59° 44'
-506	acronychal_rising	-506-08-15	135.7	311.1	135° 44'	311° 04'	19:33	19:07	0:25h	3d 13h	-2.5	-6° 01'	-6° 27'	187° 41'	175° 20'	112° 48'	300° 28'
-505	last_visibility	-505-06-16	77.8	98.0	77° 45'	97° 58'	20:25	19:17	1:08h	-62d 10h	2	-13° 21'	1° 11'	-10° 46'	20° 13'	127° 10'	116° 24'
-505	first_visibility	-505-10-13	193.6	174.9	193° 34'	174° 56'	5:16	6:20	-1:04h	55d 23h	1.9	-14° 46'	0° 52'	1° 12'	-18° 38'	267° 45'	268° 57'
-504	acronychal_rising	-504-10-11	192.9	15.0	192° 53'	14° 58'	18:29	18:04	0:25h	-1d 17h	-1.9	-6° 16'	-1° 35'	179° 17'	-177° 55'	87° 39'	266° 57'
-504	cosmical_setting	-504-10-15	196.4	13.7	196° 24'	13° 40'	5:56	6:22	-0:26h	1d 18h	-1.8	-6° 39'	-1° 24'	-181° 04'	177° 17'	273° 43'	92° 39'
-503	last_visibility	-503-07-12	103.1	126.8	103° 07'	126° 49'	20:32	19:23	1:08h	-74d 21h	2	-13° 28'	1° 08'	-16° 21'	23° 42'	127° 10'	110° 49'
-503	first_visibility	-503-11-28	240.9	221.8	240° 56'	221° 47'	5:51	6:59	-1:07h	63d 12h	1.6	-14° 41'	0° 01'	4° 50'	-19° 09'	285° 36'	290° 26'
-502	acronychal_rising	-502-11-21	234.1	59.4	234° 03'	59° 25'	17:56	17:30	0:26h	-4d 01h	-1.3	-6° 14'	2° 07'	174° 43'	-174° 38'	71° 36'	246° 19'
-502	cosmical_setting	-502-11-28	240.7	56.8	240° 43'	56° 50'	6:29	6:59	-0:30h	2d 12h	-1.3	-6° 52'	2° 20'	-176° 36'	176° 07'	289° 49'	113° 13'
-501	last_visibility	-501-08-10	130.7	158.0	130° 41'	157° 57'	20:15	19:12	1:03h	-94d 08h	1.8	-13° 18'	0° 43'	-21° 21'	27° 15'	119° 56'	98° 35'
-500	first_visibility	-500-04-06	10.1	337.3	10° 06'	337° 18'	5:08	6:12	-1:03h	145d 01h	1.4	-14° 31'	-1° 11'	27° 26'	-32° 48'	256° 29'	283° 55'
-500	acronychal_rising	-500-12-25	269.3	95.5	269° 16'	95° 28'	18:04	17:31	0:32h	-4d 15h	-1	-7° 10'	4° 03'	173° 23'	-173° 48'	66° 40'	240° 02'
