nid	naks	gname	lon	lat	year	date	jd
N01-Ash	अश्विनी	α Ari	355.971	9.890	-1000	-1000-12-31T06:00:00	1356172.534468
N01-Ash	अश्विनी	γ Ari	356.391	7.061	-650	-0650-12-31T18:00:00	1484010.034468
N01-Ash	अश्विनी	β Ari	356.479	8.392	-700	-0700-12-31T06:00:00	1465747.534468
N01-Ash	अश्विनी	γ Ari	357.081	7.063	-600	-0600-12-31T06:00:00	1502272.534468
N01-Ash	अश्विनी	β Ari	357.170	8.393	-650	-0650-12-31T18:00:00	1484010.034468
N01-Ash	अश्विनी	γ Ari	357.772	7.064	-550	-0550-12-31T18:00:00	1520535.034468
N01-Ash	अश्विनी	β Ari	357.861	8.394	-600	-0600-12-31T06:00:00	1502272.534468
N01-Ash	अश्विनी	γ Ari	358.463	7.065	-500	-0500-12-31T06:00:00	1538797.534468
N01-Ash	अश्विनी	β Ari	358.551	8.396	-550	-0550-12-31T18:00:00	1520535.034468
N01-Ash	अश्विनी	γ Ari	359.154	7.067	-450	-0450-12-31T18:00:00	1557060.034468
N01-Ash	अश्विनी	β Ari	359.242	8.397	-500	-0500-12-31T06:00:00	1538797.534468
N01-Ash	अश्विनी	α Ari	359.426	9.894	-750	-0750-12-31T18:00:00	1447485.034468
N01-Ash	अश्विनी	γ Ari	359.845	7.068	-400	-0400-12-31T06:00:00	1575322.534468
N01-Ash	अश्विनी	β Ari	359.934	8.398	-450	-0450-12-31T18:00:00	1557060.034468
N01-Ash	अश्विनी	α Ari	4.269	9.899	-400	-0400-12-31T06:00:00	1575322.534468
N01-Ash	अश्विनी	α Ari	4.962	9.900	-350	-0350-12-31T18:00:00	1593585.034468
N01-Ash	अश्विनी	γ Ari	5.380	7.081	0	0000-12-31T06:00:00	1721422.534468
N01-Ash	अश्विनी	α Ari	5.654	9.901	-300	-0300-12-31T06:00:00	1611847.534468
N01-Ash	अश्विनी	α Ari	5.655	9.899	-250	-0250-12-31T18:00:00	1630110.034468
N01-Ash	अश्विनी	β Ari	6.161	8.411	0	0000-12-31T06:00:00	1721422.534468
N01-Ash	अश्विनी	α Ari	6.347	9.902	-250	-0250-12-31T18:00:00	1630110.034468
N01-Ash	अश्विनी	γ Ari	8.844	7.089	250	0250-12-31T18:00:00	1812735.034468
N01-Ash	अश्विनी	β Ari	9.625	8.419	250	0250-12-31T18:00:00	1812735.034468
N01-Ash	अश्विनी	α Ari	9.813	9.907	0	0000-12-31T06:00:00	1721422.534468
N02-Bha	भरणी	* 31 Ari	12.760	-2.808	0	0000-12-31T06:00:00	1721422.534468
N02-Bha	भरणी	* 31 Ari	16.243	-2.799	250	0250-12-31T18:00:00	1812735.034468
N02-Bha	भरणी	* 31 Ari	19.729	-2.790	500	0500-12-31T06:00:00	1904047.534468
N02-Bha	भरणी	* 31 Ari	2.335	-2.832	-750	-0750-12-31T18:00:00	1447485.034468
N02-Bha	भरणी	* 31 Ari	23.218	-2.780	750	0750-12-31T18:00:00	1995360.034468
N02-Bha	भरणी	* 31 Ari	3.029	-2.831	-700	-0700-12-31T06:00:00	1465747.534468
N02-Bha	भरणी	* 31 Ari	3.723	-2.829	-650	-0650-12-31T18:00:00	1484010.034468
N02-Bha	भरणी	* 31 Ari	338.128	-2.867	-2500	-2500-12-31T06:00:00	808297.534468
N02-Bha	भरणी	* 31 Ari	341.576	-2.864	-2250	-2250-12-31T18:00:00	899610.034468
N02-Bha	भरणी	* 31 Ari	345.028	-2.860	-2000	-2000-12-31T06:00:00	990922.534468
N02-Bha	भरणी	* 31 Ari	348.483	-2.856	-1750	-1750-12-31T18:00:00	1082235.034468
N02-Bha	भरणी	* 31 Ari	351.941	-2.851	-1500	-1500-12-31T06:00:00	1173547.534468
N02-Bha	भरणी	* 31 Ari	352.633	-2.850	-1450	-1450-12-31T18:00:00	1191810.034468
N02-Bha	भरणी	* 31 Ari	353.325	-2.848	-1400	-1400-12-31T06:00:00	1210072.534468
N02-Bha	भरणी	* 31 Ari	354.017	-2.847	-1350	-1350-12-31T18:00:00	1228335.034468
N02-Bha	भरणी	* 31 Ari	354.710	-2.846	-1300	-1300-12-31T06:00:00	1246597.534468
N02-Bha	भरणी	* 31 Ari	355.402	-2.845	-1250	-1250-12-31T18:00:00	1264860.034468
N02-Bha	भरणी	* 31 Ari	356.095	-2.844	-1200	-1200-12-31T06:00:00	1283122.534468
N02-Bha	भरणी	* 31 Ari	356.788	-2.843	-1150	-1150-12-31T18:00:00	1301385.034468
N02-Bha	भरणी	* 31 Ari	357.481	-2.841	-1100	-1100-12-31T06:00:00	1319647.534468
N02-Bha	भरणी	* 31 Ari	358.174	-2.840	-1050	-1050-12-31T18:00:00	1337910.034468
N02-Bha	भरणी	* 31 Ari	358.177	-2.842	-1000	-1000-12-31T06:00:00	1356172.534468
N02-Bha	भरणी	* 31 Ari	358.867	-2.839	-1000	-1000-12-31T06:00:00	1356172.534468
N02-Bha	भरणी	* 31 Ari	4.417	-2.828	-600	-0600-12-31T06:00:00	1502272.534468
N02-Bha	भरणी	* 31 Ari	5.112	-2.826	-550	-0550-12-31T18:00:00	1520535.034468
N02-Bha	भरणी	* 31 Ari	5.807	-2.825	-500	-0500-12-31T06:00:00	1538797.534468
N02-Bha	भरणी	* 31 Ari	6.501	-2.823	-450	-0450-12-31T18:00:00	1557060.034468
N02-Bha	भरणी	* 31 Ari	7.196	-2.822	-400	-0400-12-31T06:00:00	1575322.534468
N02-Bha	भरणी	* 31 Ari	7.891	-2.820	-350	-0350-12-31T18:00:00	1593585.034468
