date	hhmm	dist	lon	lat
1986-Feb-03	00:00	13.17715042	240.4321391	0.7929756
1986-Feb-08	00:00	12.76962766	243.3743676	0.7433036
1986-Feb-13	00:00	12.36036687	246.2915238	0.6892098
1986-Feb-18	00:00	11.95039198	249.1813693	0.6302087
1986-Feb-23	00:00	11.54053976	252.0421814	0.5657374
1986-Feb-28	00:00	11.13139656	254.8715951	0.4952700
1986-Mar-05	00:00	10.72337070	257.6664534	0.4184025
1986-Mar-10	00:00	10.31708248	260.4208881	0.3347209
1986-Mar-15	00:00	9.91349088	263.1289418	0.2435717
1986-Mar-20	00:00	9.51356783	265.7862228	0.1441065
1986-Mar-25	00:00	9.11808259	268.3879871	0.0354397
1986-Mar-30	00:00	8.72753622	270.9289042	-0.0832283
1986-Apr-04	00:00	8.34234488	273.4008986	-0.2125960
1986-Apr-09	00:00	7.96327930	275.7925373	-0.3535619
1986-Apr-14	00:00	7.59137061	278.0933545	-0.5073282
1986-Apr-19	00:00	7.22760235	280.2930857	-0.6752233
1986-Apr-24	00:00	6.87276603	282.3806855	-0.8585318
1986-Apr-29	00:00	6.52741426	284.3433369	-1.0583535
1986-May-04	00:00	6.19223429	286.1621761	-1.2757433
1986-May-09	00:00	5.86838683	287.8161725	-1.5119736
1986-May-14	00:00	5.55723973	289.2851901	-1.7683203
1986-May-19	00:00	5.26013250	290.5490356	-2.0457215
1986-May-24	00:00	4.97825748	291.5875790	-2.3444606
1986-May-29	00:00	4.71272648	292.3774076	-2.6639200
1986-Jun-03	00:00	4.46510814	292.8908934	-3.0025769
1986-Jun-08	00:00	4.23746605	293.1061211	-3.3576385
1986-Jun-13	00:00	4.03197326	293.0104562	-3.7243616
1986-Jun-18	00:00	3.85065541	292.6033942	-4.0955822
1986-Jun-23	00:00	3.69521528	291.8978874	-4.4615959
1986-Jun-28	00:00	3.56723725	290.9170154	-4.8105207
1986-Jul-03	00:00	3.46849017	289.7030199	-5.1290944
1986-Jul-08	00:00	3.40042370	288.3246195	-5.4039379
1986-Jul-13	00:00	3.36367774	286.8712301	-5.6233777
1986-Jul-18	00:00	3.35784917	285.4423689	-5.7793008
1986-Jul-23	00:00	3.38163691	284.1310888	-5.8682498
1986-Jul-28	00:00	3.43346267	283.0146977	-5.8914200
1986-Aug-02	00:00	3.51160062	282.1597281	-5.8540568
1986-Aug-07	00:00	3.61390286	281.6170201	-5.7643256
1986-Aug-12	00:00	3.73782468	281.4174769	-5.6317975
1986-Aug-17	00:00	3.88062431	281.5705384	-5.4660159
1986-Aug-22	00:00	4.03987415	282.0651493	-5.2755121
1986-Aug-27	00:00	4.21380824	282.8823233	-5.0675485
1986-Sep-01	00:00	4.40097765	284.0026200	-4.8481707
1986-Sep-06	00:00	4.59997238	285.4048504	-4.6221847
1986-Sep-11	00:00	4.80934389	287.0660844	-4.3931952
1986-Sep-16	00:00	5.02777308	288.9593154	-4.1637806
1986-Sep-21	00:00	5.25445919	291.0561815	-3.9358565
1986-Sep-26	00:00	5.48904159	293.3339556	-3.7109298
1986-Oct-01	00:00	5.73120795	295.7741402	-3.4901116
1986-Oct-06	00:00	5.98051770	298.3607680	-3.2741172
1986-Oct-11	00:00	6.23634618	301.0784451	-3.0633287
1986-Oct-16	00:00	6.49820709	303.9091933	-2.8580345
1986-Oct-21	00:00	6.76602598	306.8373629	-2.6585808
1986-Oct-26	00:00	7.03989620	309.8513399	-2.4652576
1986-Oct-31	00:00	7.31980626	312.9418539	-2.2781929
1986-Nov-05	00:00	7.60550150	316.1015990	-2.0973341
1986-Nov-10	00:00	7.89649788	319.3218178	-1.9225734
1986-Nov-15	00:00	8.19252847	322.5920943	-1.7539721
1986-Nov-20	00:00	8.49363055	325.9046481	-1.5916638
1986-Nov-25	00:00	8.79987139	329.2535654	-1.4356847
1986-Nov-30	00:00	9.11115795	332.6347170	-1.2859224
1986-Dec-05	00:00	9.42708743	336.0449884	-1.1421478
1986-Dec-10	00:00	9.74708508	339.4785214	-1.0042288
1986-Dec-15	00:00	10.07087233	342.9296376	-0.8722069
1986-Dec-20	00:00	10.39838148	346.3941461	-0.7460914
1986-Dec-25	00:00	10.72952084	349.8690522	-0.6257657
1986-Dec-30	00:00	11.06400655	353.3531318	-0.5109874
1987-Jan-04	00:00	11.40121429	356.8446193	-0.4014899
1987-Jan-09	00:00	11.74047632	0.3396773	-0.2971866
1987-Jan-14	00:00	12.08145465	3.8352382	-0.1980673
1987-Jan-19	00:00	12.42395986	7.3288155	-0.1040315
1987-Jan-24	00:00	12.76776100	10.8193718	-0.0148630
1987-Jan-29	00:00	13.11239333	14.3070879	0.0697286
1987-Feb-03	00:00	13.45707340	17.7904928	0.1499523
1987-Feb-08	00:00	13.80112345	21.2675378	0.2258553
1987-Feb-13	00:00	14.14418071	24.7362701	0.2975042
1987-Feb-18	00:00	14.48600173	28.1953902	0.3650638
1987-Feb-23	00:00	14.82628194	31.6453080	0.4287873
1987-Feb-28	00:00	15.16442795	35.0863764	0.4889268
1987-Mar-05	00:00	15.49961503	38.5177397	0.5455944
1987-Mar-10	00:00	15.83123804	41.9383182	0.5988258
1987-Mar-15	00:00	16.15896696	45.3467369	0.6487230
1987-Mar-20	00:00	16.48258164	48.7428395	0.6954737
1987-Mar-25	00:00	16.80175076	52.1277166	0.7393122
1987-Mar-30	00:00	17.11581155	55.5015796	0.7803959
1987-Apr-04	00:00	17.42400586	58.8643770	0.8187634
1987-Apr-09	00:00	17.72584524	62.2152244	0.8544589
1987-Apr-14	00:00	18.02107865	65.5533938	0.8876004
1987-Apr-19	00:00	18.30955412	68.8796946	0.9183708
1987-Apr-24	00:00	18.59091898	72.1950945	0.9469399
1987-Apr-29	00:00	18.86449960	75.5001807	0.9733671
1987-May-04	00:00	19.12966485	78.7950934	0.9976633
1987-May-09	00:00	19.38605185	82.0790393	1.0198878
1987-May-14	00:00	19.63351409	85.3520834	1.0401635
1987-May-19	00:00	19.87196774	88.6153848	1.0586431
1987-May-24	00:00	20.10102231	91.8697841	1.0754076
1987-May-29	00:00	20.32004806	95.1163085	1.0904559
1987-Jun-03	00:00	20.52855434	98.3547625	1.1038042
1987-Jun-08	00:00	20.72629900	101.5847171	1.1155261
1987-Jun-13	00:00	20.91324939	104.8068832	1.1257386
1987-Jun-18	00:00	21.08935361	108.0221641	1.1345371
1987-Jun-23	00:00	21.25418161	111.2318347	1.1419222
1987-Jun-28	00:00	21.40718977	114.4366819	1.1478776
1987-Jul-03	00:00	21.54801956	117.6362955	1.1524375
1987-Jul-08	00:00	21.67655075	120.8307881	1.1556843
1987-Jul-13	00:00	21.79286113	124.0209508	1.1577116
1987-Jul-18	00:00	21.89688464	127.2076415	1.1585379
1987-Jul-23	00:00	21.98818472	130.3924517	1.1581198
1987-Jul-28	00:00	22.06633008	133.5755307	1.1564538
1987-Aug-02	00:00	22.13109151	136.7566248	1.1535912
1987-Aug-07	00:00	22.18248744	139.9361950	1.1496127
1987-Aug-12	00:00	22.22068945	143.1146663	1.1445620
1987-Aug-17	00:00	22.24559783	146.2934542	1.1383902
1987-Aug-22	00:00	22.25682839	149.4736791	1.1310653
1987-Aug-27	00:00	22.25408173	152.6550382	1.1225771
1987-Sep-01	00:00	22.23727781	155.8377256	1.1129293
1987-Sep-06	00:00	22.20660248	159.0219423	1.1022752
1987-Sep-11	00:00	22.16229714	162.2081119	1.0905578
1987-Sep-16	00:00	22.10425910	165.3979744	1.0776824
1987-Sep-21	00:00	22.03222008	168.5918471	1.0636149
1987-Sep-26	00:00	21.94603910	171.7895325	1.0483859
1987-Oct-01	00:00	21.84582992	174.9911292	1.0320509
1987-Oct-06	00:00	21.73197012	178.1963904	1.0146101
1987-Oct-11	00:00	21.60475732	181.4064033	0.9959637
1987-Oct-16	00:00	21.46415538	184.6223749	0.9760179
1987-Oct-21	00:00	21.31006406	187.8441754	0.9547570
1987-Oct-26	00:00	21.14253709	191.0717475	0.9322163
1987-Oct-31	00:00	20.96193528	194.3046661	0.9084176
1987-Nov-05	00:00	20.76882622	197.5427598	0.8832788
1987-Nov-10	00:00	20.56357291	200.7874806	0.8566590
1987-Nov-15	00:00	20.34627393	204.0392200	0.8284788
1987-Nov-20	00:00	20.11702492	207.2978505	0.7987326
1987-Nov-25	00:00	19.87610663	210.5631304	0.7674424
1987-Nov-30	00:00	19.62415205	213.8339789	0.7345578
1987-Dec-05	00:00	19.36187836	217.1109819	0.6999171
1987-Dec-10	00:00	19.08972853	220.3951423	0.6633732
1987-Dec-15	00:00	18.80795846	223.6864781	0.6248648
1987-Dec-20	00:00	18.51684736	226.9849648	0.5843867
1987-Dec-25	00:00	18.21690547	230.2896177	0.5419181
1987-Dec-30	00:00	17.90899425	233.5994665	0.4973093
1988-Jan-04	00:00	17.59390240	236.9155419	0.4503552
1988-Jan-09	00:00	17.27213650	240.2382117	0.4009294
1988-Jan-14	00:00	16.94406296	243.5675837	0.3489870
1988-Jan-19	00:00	16.61008484	246.9033648	0.2945111
1988-Jan-24	00:00	16.27089371	250.2437325	0.2374028
1988-Jan-29	00:00	15.92745768	253.5885154	0.1774277
1988-Feb-03	00:00	15.58053841	256.9383937	0.1143917
1988-Feb-08	00:00	15.23063356	260.2935597	0.0482066
1988-Feb-13	00:00	14.87812016	263.6541667	-0.0211526
1988-Feb-18	00:00	14.52343721	267.0189818	-0.0937328
1988-Feb-23	00:00	14.16736081	270.3860116	-0.1697258
1988-Feb-28	00:00	13.81080660	273.7554174	-0.2493821
1988-Mar-04	00:00	13.45440819	277.1273260	-0.3328312
1988-Mar-09	00:00	13.09855584	280.5019500	-0.4201002
1988-Mar-14	00:00	12.74352473	283.8788300	-0.5111900
1988-Mar-19	00:00	12.38971242	287.2554002	-0.6061979
1988-Mar-24	00:00	12.03786122	290.6298612	-0.7053630
1988-Mar-29	00:00	11.68870072	294.0016827	-0.8088509
1988-Apr-03	00:00	11.34266079	297.3705315	-0.9166740
1988-Apr-08	00:00	10.99993615	300.7361399	-1.0287713
1988-Apr-13	00:00	10.66062951	304.0962764	-1.1451284
1988-Apr-18	00:00	10.32505906	307.4470771	-1.2658897
1988-Apr-23	00:00	9.99383289	310.7859643	-1.3912235
1988-Apr-28	00:00	9.66743067	314.1110214	-1.5211112
1988-May-03	00:00	9.34604734	317.4209777	-1.6554008
1988-May-08	00:00	9.02964393	320.7136648	-1.7939369
1988-May-13	00:00	8.71816057	323.9838296	-1.9367246
1988-May-18	00:00	8.41184723	327.2255973	-2.0838851
1988-May-23	00:00	8.11114179	330.4337805	-2.2353657
1988-May-28	00:00	7.81630166	333.6041448	-2.3908886
1988-Jun-02	00:00	7.52732457	336.7327774	-2.5501080
1988-Jun-07	00:00	7.24399399	339.8130726	-2.7128190
1988-Jun-12	00:00	6.96621410	342.8349903	-2.8790503
1988-Jun-17	00:00	6.69425666	345.7878708	-3.0487077
1988-Jun-22	00:00	6.42848740	348.6614775	-3.2213305
1988-Jun-27	00:00	6.16910583	351.4465803	-3.3962444
1988-Jul-02	00:00	5.91608990	354.1327918	-3.5728015
1988-Jul-07	00:00	5.66930002	356.7047999	-3.7506562
1988-Jul-12	00:00	5.42893727	359.1434163	-3.9294516
1988-Jul-17	00:00	5.19559969	1.4282281	-4.1081945
1988-Jul-22	00:00	4.96996698	3.5396655	-4.2852535
1988-Jul-27	00:00	4.75264240	5.4584573	-4.4586207
1988-Aug-01	00:00	4.54411257	7.1621613	-4.6262334
1988-Aug-06	00:00	4.34502193	8.6221291	-4.7859907
1988-Aug-11	00:00	4.15664826	9.8070093	-4.9346253
1988-Aug-16	00:00	3.98072097	10.6884725	-5.0672002
1988-Aug-21	00:00	3.81913511	11.2448262	-5.1774697
1988-Aug-26	00:00	3.67381591	11.4612346	-5.2584234
1988-Aug-31	00:00	3.54670338	11.3280431	-5.3030001
1988-Sep-05	00:00	3.44017452	10.8435752	-5.3038252
1988-Sep-10	00:00	3.35713484	10.0256895	-5.2527735
1988-Sep-15	00:00	3.30044122	8.9203605	-5.1427594
1988-Sep-20	00:00	3.27245184	7.6004717	-4.9699924
1988-Sep-25	00:00	3.27473400	6.1565062	-4.7357558
1988-Sep-30	00:00	3.30814973	4.6840480	-4.4467289
1988-Oct-05	00:00	3.37325248	3.2788189	-4.1130695
1988-Oct-10	00:00	3.46998210	2.0341234	-3.7470657
1988-Oct-15	00:00	3.59736344	1.0305056	-3.3622253
1988-Oct-20	00:00	3.75358091	0.3250603	-2.9718016
1988-Oct-25	00:00	3.93631323	359.9461959	-2.5874677
1988-Oct-30	00:00	4.14337836	359.8989709	-2.2180979
1988-Nov-04	00:00	4.37295411	0.1764689	-1.8691919
1988-Nov-09	00:00	4.62319239	0.7660899	-1.5437204
1988-Nov-14	00:00	4.89210965	1.6495590	-1.2430057
1988-Nov-19	00:00	5.17763734	2.8019713	-0.9673627
1988-Nov-24	00:00	5.47793150	4.1939863	-0.7164347
1988-Nov-29	00:00	5.79170478	5.7970185	-0.4890850
1988-Dec-04	00:00	6.11795039	7.5872547	-0.2835359
1988-Dec-09	00:00	6.45557993	9.5453733	-0.0978690
1988-Dec-14	00:00	6.80333704	11.6533102	0.0696805
1988-Dec-19	00:00	7.15988332	13.8921119	0.2205684
1988-Dec-24	00:00	7.52418784	16.2436137	0.3561194
1988-Dec-29	00:00	7.89561425	18.6921832	0.4777935
1989-Jan-03	00:00	8.27355859	21.2265904	0.5870810
1989-Jan-08	00:00	8.65723738	23.8381766	0.6853009
1989-Jan-13	00:00	9.04562176	26.5180328	0.7734918
1989-Jan-18	00:00	9.43765862	29.2566811	0.8524311
1989-Jan-23	00:00	9.83266375	32.0449309	0.9229075
1989-Jan-28	00:00	10.23018944	34.8756543	0.9857990
1989-Feb-02	00:00	10.62971800	37.7446076	1.0419325
1989-Feb-07	00:00	11.03052031	40.6482048	1.0919790
1989-Feb-12	00:00	11.43160727	43.5821030	1.1363942
1989-Feb-17	00:00	11.83210683	46.5414278	1.1755528
1989-Feb-22	00:00	12.23152639	49.5211590	1.2099318
1989-Feb-27	00:00	12.62949358	52.5185048	1.2400402
1989-Mar-04	00:00	13.02553147	55.5321497	1.2663130
1989-Mar-09	00:00	13.41892366	58.5605106	1.2890495
1989-Mar-14	00:00	13.80873726	61.6016778	1.3084230
1989-Mar-19	00:00	14.19430633	64.6525093	1.3246604
1989-Mar-24	00:00	14.57528975	67.7104854	1.3380726
1989-Mar-29	00:00	14.95139332	70.7749880	1.3489503
1989-Apr-03	00:00	15.32219236	73.8457605	1.3574997
1989-Apr-08	00:00	15.68698707	76.9223988	1.3638175
1989-Apr-13	00:00	16.04496858	80.0040084	1.3679810
1989-Apr-18	00:00	16.39568879	83.0882995	1.3701677
1989-Apr-23	00:00	16.73893973	86.1745323	1.3705803
1989-Apr-28	00:00	17.07451650	89.2629726	1.3693689
1989-May-03	00:00	17.40203775	92.3538123	1.3665971
1989-May-08	00:00	17.72083063	95.4476006	1.3622713
1989-May-13	00:00	18.03026539	98.5433377	1.3564655
1989-May-18	00:00	18.33008490	101.6397957	1.3493260
1989-May-23	00:00	18.62019750	104.7372288	1.3409731
1989-May-28	00:00	18.90047783	107.8360915	1.3314572
1989-Jun-02	00:00	19.17055483	110.9371900	1.3207563
1989-Jun-07	00:00	19.42980906	114.0412384	1.3088676
1989-Jun-12	00:00	19.67780846	117.1471002	1.2958845
1989-Jun-17	00:00	19.91444543	120.2546052	1.2819152
1989-Jun-22	00:00	20.13973044	123.3642645	1.2670126
1989-Jun-27	00:00	20.35358760	126.4766729	1.2511507
1989-Jul-02	00:00	20.55562834	129.5932887	1.2342768
1989-Jul-07	00:00	20.74533179	132.7141535	1.2164214
1989-Jul-12	00:00	20.92244984	135.8386312	1.1976806
1989-Jul-17	00:00	21.08699557	138.9670790	1.1781191
1989-Jul-22	00:00	21.23907257	142.0998721	1.1577285
1989-Jul-27	00:00	21.37861576	145.2381699	1.1364327
1989-Aug-01	00:00	21.50522942	148.3833034	1.1141977
1989-Aug-06	00:00	21.61853700	151.5348292	1.0910873
1989-Aug-11	00:00	21.71845262	154.6927649	1.0671775
1989-Aug-16	00:00	21.80510605	157.8574026	1.0424859
1989-Aug-21	00:00	21.87868806	161.0291423	1.0169485
1989-Aug-26	00:00	21.93911888	164.2097486	0.9904768
1989-Aug-31	00:00	21.98605174	167.3996854	0.9630814
1989-Sep-05	00:00	22.01928581	170.5987224	0.9348345
1989-Sep-10	00:00	22.03889178	173.8070684	0.9057764
1989-Sep-15	00:00	22.04513522	177.0246893	0.8758754
1989-Sep-20	00:00	22.03828688	180.2525367	0.8450287
1989-Sep-25	00:00	22.01826464	183.4921553	0.8131869
1989-Sep-30	00:00	21.98484796	186.7433715	0.7804535
1989-Oct-05	00:00	21.93803123	190.0063661	0.7466487
1989-Oct-10	00:00	21.87805968	193.2810581	0.7120090
1989-Oct-15	00:00	21.80536267	196.5672852	0.6763903
1989-Oct-20	00:00	21.72028117	199.8666018	0.6396748
1989-Oct-25	00:00	21.62278466	203.1796536	0.6018573
1989-Oct-30	00:00	21.51284094	206.5064410	0.5629960
1989-Nov-04	00:00	21.39065293	209.8469402	0.5231123
1989-Nov-09	00:00	21.25666842	213.2005730	0.4821570
1989-Nov-14	00:00	21.11149139	216.5677121	0.4400177
1989-Nov-19	00:00	20.95552139	219.9497226	0.3966259
1989-Nov-24	00:00	20.78884224	223.3467318	0.3520281
1989-Nov-29	00:00	20.61162980	226.7588665	0.3062726
1989-Dec-04	00:00	20.42429337	230.1855645	0.2593460
1989-Dec-09	00:00	20.22749129	233.6261210	0.2111622
1989-Dec-14	00:00	20.02196547	237.0814464	0.1616218
1989-Dec-19	00:00	19.80815393	240.5521619	0.1107346
1989-Dec-24	00:00	19.58627510	244.0385008	0.0585799
1989-Dec-29	00:00	19.35667553	247.5402719	0.0051926
1990-Jan-03	00:00	19.11993339	251.0563273	-0.0494662
1990-Jan-08	00:00	18.87687265	254.5863522	-0.1054843
1990-Jan-13	00:00	18.62827526	258.1311098	-0.1628828
1990-Jan-18	00:00	18.37457393	261.6908811	-0.2215617
1990-Jan-23	00:00	18.11606974	265.2659314	-0.2814180
1990-Jan-28	00:00	17.85318870	268.8553781	-0.3424168
1990-Feb-02	00:00	17.58660089	272.4578163	-0.4045949
1990-Feb-07	00:00	17.31718177	276.0732903	-0.4679721
1990-Feb-12	00:00	17.04562089	279.7019654	-0.5324346
1990-Feb-17	00:00	16.77227281	283.3442408	-0.5977990
1990-Feb-22	00:00	16.49741314	286.9998589	-0.6639318
1990-Feb-27	00:00	16.22143023	290.6671535	-0.7307781
1990-Mar-04	00:00	15.94498233	294.3448120	-0.7983211
1990-Mar-09	00:00	15.66884322	298.0324717	-0.8664304
1990-Mar-14	00:00	15.39348540	301.7300660	-0.9348453
1990-Mar-19	00:00	15.11909753	305.4377790	-1.0033175
1990-Mar-24	00:00	14.84581091	309.1543730	-1.0716811
1990-Mar-29	00:00	14.57387684	312.8775788	-1.1398454
1990-Apr-03	00:00	14.30384228	316.6058581	-1.2076745
1990-Apr-08	00:00	14.03623959	320.3381194	-1.2748519
1990-Apr-13	00:00	13.77125179	324.0742816	-1.3410176
1990-Apr-18	00:00	13.50883402	327.8136258	-1.4058972
1990-Apr-23	00:00	13.24889587	331.5538156	-1.4693195
1990-Apr-28	00:00	12.99151015	335.2921087	-1.5311531
1990-May-03	00:00	12.73704353	339.0259901	-1.5911023
1990-May-08	00:00	12.48571805	342.7541130	-1.6487263
1990-May-13	00:00	12.23742308	346.4758908	-1.7036603
1990-May-18	00:00	11.99186422	350.1893180	-1.7556777
1990-May-23	00:00	11.74872837	353.8911272	-1.8046581
1990-May-28	00:00	11.50794322	357.5776632	-1.8504227
1990-Jun-02	00:00	11.26968031	1.2453836	-1.8925481
1990-Jun-07	00:00	11.03388264	4.8928559	-1.9305990
1990-Jun-12	00:00	10.80021167	8.5183168	-1.9643099
1990-Jun-17	00:00	10.56817944	12.1184241	-1.9935803
1990-Jun-22	00:00	10.33734423	15.6888822	-2.0183644
1990-Jun-27	00:00	10.10759142	19.2242718	-2.0384033
1990-Jul-02	00:00	9.87896039	22.7205236	-2.0532282
1990-Jul-07	00:00	9.65124336	26.1752532	-2.0625048
1990-Jul-12	00:00	9.42400672	29.5848643	-2.0661083
1990-Jul-17	00:00	9.19670923	32.9443091	-2.0640603
1990-Jul-22	00:00	8.96897488	36.2469064	-2.0562838
1990-Jul-27	00:00	8.74081155	39.4847496	-2.0423612
1990-Aug-01	00:00	8.51228922	42.6523934	-2.0218015
1990-Aug-06	00:00	8.28326739	45.7445448	-1.9943228
1990-Aug-11	00:00	8.05343194	48.7542489	-1.9598404
1990-Aug-16	00:00	7.82244825	51.6725048	-1.9182976
1990-Aug-21	00:00	7.59032277	54.4870332	-1.8692974
1990-Aug-26	00:00	7.35745790	57.1855306	-1.8120972
1990-Aug-31	00:00	7.12427888	59.7573202	-1.7460172
1990-Sep-05	00:00	6.89108684	62.1902711	-1.6705740
1990-Sep-10	00:00	6.65809634	64.4698164	-1.5853989
1990-Sep-15	00:00	6.42571336	66.5769161	-1.4898843
1990-Sep-20	00:00	6.19491987	68.4885493	-1.3828906
1990-Sep-25	00:00	5.96711730	70.1828586	-1.2631007
1990-Sep-30	00:00	5.74381611	71.6380235	-1.1293936
1990-Oct-05	00:00	5.52658003	72.8305867	-0.9808940
1990-Oct-10	00:00	5.31711873	73.7344745	-0.8168343
1990-Oct-15	00:00	5.11775863	74.3193108	-0.6361756
1990-Oct-20	00:00	4.93164145	74.5581962	-0.4379313
1990-Oct-25	00:00	4.76234188	74.4338118	-0.2219705
1990-Oct-30	00:00	4.61357835	73.9396762	0.0105181
1990-Nov-04	00:00	4.48907164	73.0829236	0.2568375
1990-Nov-09	00:00	4.39261453	71.8849360	0.5129680
1990-Nov-14	00:00	4.32832956	70.3870478	0.7736773
1990-Nov-19	00:00	4.30009887	68.6603867	1.0321191
1990-Nov-24	00:00	4.31080925	66.8002081	1.2802857
1990-Nov-29	00:00	4.36197229	64.9140662	1.5102411
1990-Dec-04	00:00	4.45369664	63.1075035	1.7155398
1990-Dec-09	00:00	4.58519133	61.4708946	1.8922932
1990-Dec-14	00:00	4.75502297	60.0800191	2.0390211
1990-Dec-19	00:00	4.96081532	58.9922071	2.1561124
1990-Dec-24	00:00	5.19938166	58.2405504	2.2454675
1990-Dec-29	00:00	5.46708879	57.8351893	2.3100440
1991-Jan-03	00:00	5.76038069	57.7669618	2.3534442
1991-Jan-08	00:00	6.07628546	58.0157748	2.3794083
1991-Jan-13	00:00	6.41212027	58.5605952	2.3911957
1991-Jan-18	00:00	6.76516292	59.3779659	2.3914836
1991-Jan-23	00:00	7.13269610	60.4422103	2.3824888
1991-Jan-28	00:00	7.51217231	61.7265819	2.3661268
1991-Feb-02	00:00	7.90155798	63.2036772	2.3441279
1991-Feb-07	00:00	8.29936325	64.8506830	2.3178857
1991-Feb-12	00:00	8.70413417	66.6496502	2.2883486
1991-Feb-17	00:00	9.11429452	68.5840795	2.2561782
1991-Feb-22	00:00	9.52820030	70.6386857	2.2219090
1991-Feb-27	00:00	9.94438714	72.7981981	2.1860904
1991-Mar-04	00:00	10.36186781	75.0483398	2.1492504
1991-Mar-09	00:00	10.77990207	77.3792947	2.1117100
1991-Mar-14	00:00	11.19760970	79.7830772	2.0736019
1991-Mar-19	00:00	11.61392682	82.2524575	2.0349950
1991-Mar-24	00:00	12.02769794	84.7805065	1.9960133
1991-Mar-29	00:00	12.43803827	87.3590978	1.9568801
1991-Apr-03	00:00	12.84446697	89.9821055	1.9177578
1991-Apr-08	00:00	13.24655071	92.6457532	1.8786524
1991-Apr-13	00:00	13.64366955	95.3467451	1.8394981
1991-Apr-18	00:00	14.03499482	98.0824282	1.8002547
1991-Apr-23	00:00	14.41966296	100.8490884	1.7610050
1991-Apr-28	00:00	14.79718529	103.6423419	1.7218773
1991-May-03	00:00	15.16735177	106.4600322	1.6828821
1991-May-08	00:00	15.52988826	109.3007013	1.6439295
1991-May-13	00:00	15.88432097	112.1634202	1.6049195
1991-May-18	00:00	16.22995426	115.0474846	1.5658344
1991-May-23	00:00	16.56617801	117.9502015	1.5267791
1991-May-28	00:00	16.89279509	120.8697480	1.4878089
1991-Jun-02	00:00	17.20974869	123.8054822	1.4488583
1991-Jun-07	00:00	17.51686528	126.7570801	1.4098144
1991-Jun-12	00:00	17.81375230	129.7250229	1.3705984
1991-Jun-17	00:00	18.09981469	132.7088706	1.3312512
1991-Jun-22	00:00	18.37469053	135.7068450	1.2918722
1991-Jun-27	00:00	18.63838186	138.7185269	1.2524476
1991-Jul-02	00:00	18.89092656	141.7437780	1.2128787
1991-Jul-07	00:00	19.13221711	144.7831663	1.1730621
1991-Jul-12	00:00	19.36189801	147.8377319	1.1329681
1991-Jul-17	00:00	19.57948983	150.9066807	1.0926842
1991-Jul-22	00:00	19.78486080	153.9893552	1.0522649
1991-Jul-27	00:00	19.97814420	157.0856750	1.0116470
1991-Aug-01	00:00	20.15945041	160.1959039	0.9707258
1991-Aug-06	00:00	20.32871234	163.3213256	0.9294296
1991-Aug-11	00:00	20.48559787	166.4626153	0.8877887
1991-Aug-16	00:00	20.62978657	169.6191103	0.8458959
1991-Aug-21	00:00	20.76134329	172.7907031	0.8037466
1991-Aug-26	00:00	20.88050364	175.9773007	0.7612536
1991-Aug-31	00:00	20.98745003	179.1797136	0.7183271
1991-Sep-05	00:00	21.08214001	182.3993877	0.6749465
1991-Sep-10	00:00	21.16429446	185.6363636	0.6311883
1991-Sep-15	00:00	21.23379482	188.8904804	0.5871085
1991-Sep-20	00:00	21.29087363	192.1614658	0.5426570
1991-Sep-25	00:00	21.33587403	195.4493798	0.4977467
1991-Sep-30	00:00	21.36905701	198.7555077	0.4523243
1991-Oct-05	00:00	21.39040380	202.0807388	0.4064326
1991-Oct-10	00:00	21.39975137	205.4250197	0.3601585
1991-Oct-15	00:00	21.39720275	208.7882054	0.3135073
1991-Oct-20	00:00	21.38314670	212.1697441	0.2664125
1991-Oct-25	00:00	21.35805432	215.5700504	0.2188111
1991-Oct-30	00:00	21.32226466	218.9903766	0.1707130
1991-Nov-04	00:00	21.27580265	222.4309956	0.1222180
1991-Nov-09	00:00	21.21868411	225.8918813	0.0733775
1991-Nov-14	00:00	21.15122577	229.3724523	0.0241801
1991-Nov-19	00:00	21.07397039	232.8722002	-0.0254330
1991-Nov-24	00:00	20.98752399	236.3917231	-0.0754683
1991-Nov-29	00:00	20.89228031	239.9316599	-0.1258336
1991-Dec-04	00:00	20.78833498	243.4921774	-0.1764068
1991-Dec-09	00:00	20.67589866	247.0729503	-0.2271531
1991-Dec-14	00:00	20.55546201	250.6728060	-0.2780929
1991-Dec-19	00:00	20.42769977	254.2913545	-0.3292283
1991-Dec-24	00:00	20.29331344	257.9290662	-0.3804787
1991-Dec-29	00:00	20.15269557	261.5860430	-0.4316715
1992-Jan-03	00:00	20.00601153	265.2624031	-0.4826886
1992-Jan-08	00:00	19.85361132	268.9569804	-0.5334983
1992-Jan-13	00:00	19.69608165	272.6684413	-0.5840773
1992-Jan-18	00:00	19.53416321	276.3964309	-0.6343435
1992-Jan-23	00:00	19.36855046	280.1407688	-0.6841061
1992-Jan-28	00:00	19.19955169	283.9015789	-0.7331500
1992-Feb-02	00:00	19.02734582	287.6782869	-0.7813709
1992-Feb-07	00:00	18.85230735	291.4690707	-0.8287112
1992-Feb-12	00:00	18.67501041	295.2725867	-0.8750781
1992-Feb-17	00:00	18.49615295	299.0880691	-0.9202845
1992-Feb-22	00:00	18.31627857	302.9149306	-0.9640554
1992-Feb-27	00:00	18.13552384	306.7532479	-1.0061921
1992-Mar-03	00:00	17.95398293	310.6014143	-1.0466054
1992-Mar-08	00:00	17.77192571	314.4573419	-1.0852049
