nid,gname,mag,localdt,jd,epoch,year,month,daynum,daynum_utryn,daynum_dksyn,sun_alt,sun_az,sun_lon,sun_lat,alt,az,ra,dec,lon,lat
N01-Ash,β Ari,2.6,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-35.856184438275406,68.06981873987758,337.19490490656625,-0.8845346739695232,338.6360595672345,8.224917912945832
N01-Ash,α Ari,2.0,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-36.47085141552983,63.257368976564976,340.0204256394355,1.8514341288826488,342.33798357359916,9.673381883739896
N01-Ash,γ Ari,4.5,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-36.53583583345808,69.77753646770677,336.96075128038035,-2.4030506722415175,337.840050937521,6.9064004892042155
N02-Bha,* 41 Ari,3.6,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-40.36157395419396,50.95106737542416,349.41101247619565,6.3416967893102365,352.87248857232044,10.080881723821598
N02-Bha,* 39 Ari,4.5,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-38.49867524214428,49.87882501876612,348.7415596132085,8.26899156001765,353.0511016765568,12.11195887895008
N02-Bha,* 35 Ari,4.65,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-39.11939633891534,52.081576198509865,347.9147780233852,6.6384383757558645,351.6115558341059,10.953569994326324
N03-Kri,η Tau,2.85,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-49.45780122228951,37.12520141092578,2.7520117556752486,5.1699838332088035,4.612385855978746,3.610422759338312
N03-Kri,* 17 Tau,3.7,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-49.231745645599695,37.97077240702666,2.163590185278906,5.064981579127752,4.032922237301663,3.7524211254246116
N03-Kri,* 19 Tau,4.3,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-48.93137798315763,37.66227853473309,2.1714023369400164,5.4268675624190035,4.187399250103703,4.079968842374685
N03-Kri,* 20 Tau,3.85,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-49.075803217806566,37.51864535602984,2.329176484561434,5.35574666767306,4.302330107818169,3.9511639497787208
N03-Kri,* 23 Tau,4.1,-2000-01-01T07:27:28.497,990574.5815798264,-2000.0,-2000,1,1,13,192,0.0066340361132241,116.96897911483386,281.1950601498746,6.232402285386148e-05,-49.507777464417124,37.592231992709316,2.521398915485961,4.965596201603639,4.3189017524266875,3.516860906435933
