local,jd,alt,az,raJ2000,decJ2000,lon,lat,year,month,daynum,daynum_utryn,daynum_dksyn
-2000-01-01T07:27:28.497,990574.5815798263,0.0066340361132241074,116.96897911483386,338.44022376356435,-9.322222236153898,281.1950601498746,6.232402285386148e-05,-2000,1,1.0,13.0,192.0
-2000-01-02T07:27:28.497,990575.5815798263,-0.024485147134938084,116.84462079724703,339.37764589340867,-8.943199018700541,282.1952191161438,0.0002322585390816452,-2000,1,2.0,14.0,193.0
-2000-01-03T07:27:50.140,990576.5818303273,0.02041408110887159,116.75815173437591,340.312872713997,-8.561931705060399,283.19511900556074,0.0003945638304957511,-2000,1,3.0,15.0,194.0
-2000-01-04T07:27:50.140,990577.5818303273,0.00015785237575169226,116.62319303328107,341.2455110408567,-8.178722340837504,284.19425808809405,0.000549702484206485,-2000,1,4.0,16.0,195.0
-2000-01-05T07:27:50.140,990578.5818303273,-0.014629027758833225,116.48308926793833,342.17587000031034,-7.793586767756765,285.19288330704074,0.0006984976450545437,-2000,1,5.0,17.0,196.0
-2000-01-06T07:27:50.140,990579.5818303273,-0.023897527528327033,116.33794079137135,343.10402359407954,-7.406636057086971,286.19098832087997,0.0008419421918830059,-2000,1,6.0,18.0,197.0
-2000-01-07T07:27:50.140,990580.5818303273,-0.02760057725606888,116.18785079926326,344.03004513997377,-7.017981321788859,287.18856367906386,0.0009812220519257002,-2000,1,7.0,19.0,198.0
-2000-01-08T07:27:50.140,990581.5818303273,-0.025693000830993174,116.03292527111516,344.9540071517792,-6.62773376296969,288.18559646955663,0.0011177000649314401,-2000,1,8.0,20.0,199.0
-2000-01-09T07:27:50.140,990582.5818303273,-0.01813144263021291,115.87327280912838,345.87598125641904,-6.236004705395412,289.1820701058836,0.0012528947381315154,-2000,1,9.0,21.0,200.0
-2000-01-10T07:27:50.140,990583.5818303273,-0.0048743572676720765,115.70900430198868,346.7960382095335,-5.84290560417114,290.1779644960585,0.0013884454940374523,-2000,1,10.0,22.0,201.0
-2000-01-11T07:27:50.140,990584.5818303273,0.014117840170267505,115.54023237336057,347.71424807676783,-5.448547999942039,291.17325685000435,0.0015260571641119616,-2000,1,11.0,23.0,202.0
-2000-01-12T07:27:28.497,990585.5815798263,-0.03262952303799275,115.32384063441295,348.63045124574415,-5.0531426253040275,292.16767412676285,0.0016673850691394335,-2000,1,12.0,24.0,203.0
-2000-01-13T07:27:28.497,990586.5815798263,-0.0021643841227458995,115.14638625385419,349.54517680070853,-4.6566026458379985,293.16169163599085,0.0018140793644325812,-2000,1,13.0,25.0,204.0
