year	event	date	sun_lon	obj_lon	sun_lon_dms	obj_lon_dms	obj_rise_set	sun_rise_set	delta_rise_set	age	mag	sun_alt	obj_lat	az_diff	lon_diff	sun_sz	obj_az
-1248	evening_last_visibility	-1248-08-14	129.77	150.43	129° 46'	150° 26'	19:37	19:12	0:24h	-14d 10h	-3.9	-5° 45'	-7° 43'	-20° 45'	20° 41'	114° 45'	94° 00'
-1248	morning_first_visibility	-1248-09-04	149.92	139.88	149° 55'	139° 53'	5:25	5:52	-0:26h	6d 00h	-3.5	-6° 22'	-8° 23'	10° 14'	-10° 02'	252° 33'	262° 47'
-1247	evening_first_visibility	-1247-07-20	105.18	114.35	105° 11'	114° 21'	19:49	19:22	0:27h	32d 18h	-3.4	-6° 01'	1° 24'	-5° 11'	9° 10'	120° 55'	115° 44'
-1247	morning_last_visibility	-1247-04-24	21.50	6.60	21° 30'	6° 36'	5:31	5:56	-0:24h	-54d 20h	-3.3	-6° 01'	-1° 18'	12° 48'	-14° 55'	256° 32'	269° 20'
-1246	evening_last_visibility	-1246-04-02	0.73	8.05	0° 44'	8° 03'	18:58	18:33	0:25h	-5d 00h	-3.3	-6° 14'	6° 21'	5° 30'	7° 19'	93° 58'	99° 28'
-1246	morning_first_visibility	-1246-04-11	8.85	2.80	8° 51'	2° 48'	5:50	6:13	-0:22h	3d 11h	-3.1	-5° 49'	4° 58'	1° 59'	-6° 03'	262° 28'	264° 28'
-1246	morning_last_visibility	-1246-12-22	260.02	251.23	260° 01'	251° 14'	6:50	7:17	-0:27h	-36d 19h	-3.4	-6° 05'	-0° 17'	4° 04'	-8° 47'	293° 37'	297° 41'
-1245	evening_first_visibility	-1245-02-28	328.47	336.52	328° 28'	336° 31'	18:39	18:15	0:24h	31d 17h	-3.4	-6° 02'	-1° 14'	-2° 27'	8° 04'	79° 22'	76° 54'
-1245	evening_last_visibility	-1245-11-01	208.22	224.62	208° 13'	224° 37'	18:13	17:50	0:22h	-10d 22h	-3.8	-5° 44'	-3° 48'	-15° 06'	16° 24'	80° 34'	65° 29'
-1245	morning_first_visibility	-1245-11-17	224.05	216.03	224° 03'	216° 02'	6:21	6:47	-0:25h	4d 14h	-3.3	-6° 09'	-0° 08'	1° 46'	-8° 01'	285° 19'	287° 05'
-1244	evening_first_visibility	-1244-10-14	190.68	203.52	190° 41'	203° 31'	18:33	18:08	0:24h	50d 09h	-3.4	-6° 07'	0° 11'	-10° 09'	12° 50'	88° 33'	78° 25'
-1244	morning_last_visibility	-1244-07-25	109.68	101.38	109° 41'	101° 23'	4:55	5:23	-0:27h	-31d 05h	-3.4	-6° 05'	0° 57'	2° 59'	-8° 18'	239° 46'	242° 45'
-1243	evening_last_visibility	-1243-06-09	65.88	75.35	65° 53'	75° 21'	19:36	19:10	0:26h	-6d 11h	-3.2	-6° 01'	-2° 03'	-5° 54'	9° 28'	119° 17'	113° 23'
-1243	morning_first_visibility	-1243-06-25	80.57	66.45	80° 34'	66° 27'	4:46	5:12	-0:26h	8d 22h	-3.5	-5° 47'	-5° 05'	13° 01'	-14° 07'	238° 35'	251° 36'
-1242	evening_first_visibility	-1242-05-08	35.18	43.25	35° 11'	43° 15'	19:17	18:51	0:26h	29d 05h	-3.4	-6° 14'	0° 10'	-1° 39'	8° 04'	109° 29'	107° 50'
-1242	morning_last_visibility	-1242-02-18	318.42	305.42	318° 25'	305° 25'	6:48	7:14	-0:25h	-50d 07h	-3.3	-6° 09'	-1° 16'	10° 28'	-13° 01'	284° 26'	294° 54'
-1241	evening_first_visibility	-1241-12-22	260.27	270.68	260° 16'	270° 41'	17:57	17:30	0:27h	43d 20h	-3.4	-6° 14'	-1° 14'	-6° 52'	10° 25'	66° 26'	59° 34'
-1241	evening_last_visibility	-1241-01-21	290.82	295.88	290° 49'	295° 53'	18:11	17:47	0:24h	-3d 12h	-3.3	-5° 42'	7° 35'	5° 15'	5° 04'	67° 37'	72° 52'
-1241	morning_first_visibility	-1241-01-27	296.35	292.40	296° 21'	292° 24'	6:58	7:26	-0:28h	2d 01h	-3.3	-6° 34'	8° 08'	-3° 36'	-3° 56'	290° 46'	287° 10'
-1241	morning_last_visibility	-1241-10-07	182.32	174.43	182° 19'	174° 26'	5:50	6:14	-0:24h	-32d 16h	-3.4	-6° 12'	1° 18'	-0° 26'	-7° 53'	267° 29'	267° 03'
-1240	evening_last_visibility	-1240-08-12	127.85	147.97	127° 51'	147° 58'	19:38	19:14	0:23h	-13d 23h	-3.9	-5° 35'	-7° 40'	-20° 13'	20° 07'	115° 16'	95° 02'
-1240	morning_first_visibility	-1240-09-02	147.98	137.30	147° 59'	137° 18'	5:21	5:51	-0:29h	6d 10h	-3.5	-6° 52'	-8° 25'	10° 30'	-10° 41'	251° 25'	261° 55'
-1239	evening_first_visibility	-1239-07-18	103.30	112.53	103° 18'	112° 32'	19:50	19:22	0:27h	32d 23h	-3.4	-6° 07'	1° 23'	-5° 09'	9° 14'	121° 15'	116° 06'
-1239	morning_last_visibility	-1239-04-21	18.70	3.58	18° 42'	3° 35'	5:35	5:59	-0:24h	-55d 15h	-3.3	-6° 04'	-1° 21'	13° 00'	-15° 06'	257° 46'	270° 46'
-1238	evening_last_visibility	-1238-03-31	358.85	5.70	358° 51'	5° 42'	18:55	18:32	0:23h	-4d 17h	-3.2	-5° 47'	6° 31'	5° 44'	6° 51'	92° 49'	98° 33'
-1238	morning_first_visibility	-1238-04-09	6.98	0.45	6° 59'	0° 27'	5:50	6:15	-0:24h	3d 18h	-3.1	-6° 16'	5° 10'	2° 16'	-6° 32'	263° 05'	265° 21'
-1238	morning_last_visibility	-1238-12-20	258.03	249.38	258° 02'	249° 23'	6:49	7:16	-0:26h	-36d 07h	-3.4	-6° 02'	-0° 15'	3° 51'	-8° 39'	293° 27'	297° 19'
-1237	evening_first_visibility	-1237-02-26	326.55	334.72	326° 33'	334° 43'	18:39	18:13	0:25h	32d 05h	-3.4	-6° 06'	-1° 16'	-2° 33'	8° 10'	78° 38'	76° 06'
-1237	evening_last_visibility	-1237-10-29	205.20	222.30	205° 12'	222° 18'	18:15	17:53	0:22h	-11d 10h	-3.8	-5° 41'	-4° 14'	-15° 58'	17° 06'	81° 49'	65° 51'
-1237	morning_first_visibility	-1237-11-15	222.05	213.25	222° 03'	213° 15'	6:16	6:45	-0:28h	5d 02h	-3.3	-6° 53'	-0° 25'	2° 06'	-8° 48'	284° 11'	286° 17'
-1236	evening_first_visibility	-1236-10-11	187.70	200.42	187° 42'	200° 25'	18:36	18:11	0:24h	49d 17h	-3.4	-6° 04'	0° 16'	-10° 02'	12° 43'	89° 55'	79° 53'
-1236	morning_last_visibility	-1236-07-22	106.83	98.33	106° 50'	98° 20'	4:53	5:21	-0:28h	-31d 21h	-3.4	-6° 09'	0° 53'	3° 19'	-8° 30'	239° 14'	242° 33'
-1235	evening_last_visibility	-1235-06-07	64.03	73.00	64° 02'	73° 00'	19:34	19:08	0:25h	-6d 03h	-3.2	-5° 46'	-1° 48'	-5° 21'	8° 58'	118° 41'	113° 21'
-1235	morning_first_visibility	-1235-06-23	78.70	64.12	78° 42'	64° 07'	4:44	5:12	-0:27h	9d 06h	-3.5	-6° 05'	-4° 53'	13° 17'	-14° 35'	238° 33'	251° 50'
-1234	evening_first_visibility	-1234-05-05	32.38	40.23	32° 23'	40° 14'	19:14	18:49	0:25h	28d 12h	-3.4	-6° 01'	0° 05'	-1° 34'	7° 51'	108° 12'	106° 38'
-1234	morning_last_visibility	-1234-02-16	316.50	303.60	316° 30'	303° 36'	6:50	7:16	-0:25h	-50d 01h	-3.3	-6° 11'	-1° 15'	10° 18'	-12° 54'	285° 06'	295° 24'
-1233	evening_first_visibility	-1233-12-19	257.27	267.60	257° 16'	267° 36'	17:55	17:29	0:26h	43d 10h	-3.4	-6° 01'	-1° 11'	-6° 58'	10° 19'	66° 37'	59° 39'
-1233	evening_last_visibility	-1233-01-18	287.87	293.92	287° 52'	293° 55'	18:14	17:45	0:28h	-4d 03h	-3.4	-6° 35'	7° 20'	4° 32'	6° 03'	67° 38'	72° 10'
-1233	morning_first_visibility	-1233-01-25	294.40	289.83	294° 24'	289° 50'	6:56	7:27	-0:30h	2d 10h	-3.3	-6° 56'	8° 03'	-3° 15'	-4° 34'	290° 58'	287° 43'
-1233	morning_last_visibility	-1233-10-05	180.35	172.60	180° 21'	172° 36'	5:49	6:13	-0:24h	-32d 02h	-3.4	-6° 05'	1° 19'	-0° 27'	-7° 45'	266° 38'	266° 11'
-1232	evening_last_visibility	-1232-08-10	125.95	145.50	125° 57'	145° 30'	19:38	19:15	0:23h	-13d 13h	-3.9	-5° 26'	-7° 37'	-19° 42'	19° 32'	115° 45'	96° 03'
-1232	morning_first_visibility	-1232-08-30	145.07	135.25	145° 04'	135° 15'	5:24	5:49	-0:24h	5d 21h	-3.5	-5° 53'	-8° 33'	10° 31'	-9° 49'	250° 51'	261° 21'
-1231	evening_first_visibility	-1231-07-15	100.47	109.50	100° 28'	109° 30'	19:50	19:22	0:27h	32d 04h	-3.4	-6° 03'	1° 22'	-4° 52'	9° 01'	121° 31'	116° 38'
-1231	morning_last_visibility	-1231-04-18	15.90	0.60	15° 54'	0° 36'	5:38	6:03	-0:24h	-56d 10h	-3.3	-6° 08'	-1° 23'	13° 11'	-15° 18'	259° 01'	272° 12'
-1230	evening_last_visibility	-1230-03-29	357.00	3.38	357° 00'	3° 23'	18:52	18:31	0:21h	-4d 10h	-3.2	-5° 20'	6° 41'	5° 57'	6° 23'	91° 41'	97° 38'
-1230	morning_first_visibility	-1230-04-06	4.18	358.73	4° 11'	358° 44'	5:55	6:19	-0:23h	3d 01h	-3.1	-5° 57'	5° 33'	1° 09'	-5° 27'	264° 35'	265° 44'
-1230	morning_last_visibility	-1230-12-17	255.03	246.30	255° 02'	246° 18'	6:46	7:14	-0:27h	-36d 19h	-3.4	-6° 16'	-0° 10'	3° 37'	-8° 44'	292° 58'	296° 36'
-1229	evening_first_visibility	-1229-02-24	324.67	332.92	324° 40'	332° 55'	18:38	18:12	0:25h	32d 17h	-3.4	-6° 11'	-1° 17'	-2° 38'	8° 16'	77° 56'	75° 18'
-1229	evening_last_visibility	-1229-10-26	202.22	220.00	202° 13'	220° 00'	18:18	17:56	0:22h	-11d 21h	-3.9	-5° 38'	-4° 38'	-16° 49'	17° 47'	83° 05'	66° 16'
-1229	morning_first_visibility	-1229-11-12	219.05	211.03	219° 03'	211° 02'	6:18	6:42	-0:24h	4d 14h	-3.3	-6° 02'	-0° 57'	2° 24'	-8° 01'	283° 34'	285° 57'
-1228	evening_first_visibility	-1228-10-08	184.72	197.33	184° 43'	197° 20'	18:39	18:15	0:24h	49d 01h	-3.4	-6° 02'	0° 21'	-9° 56'	12° 36'	91° 17'	81° 21'
-1228	morning_last_visibility	-1228-07-20	104.97	96.55	104° 58'	96° 33'	4:52	5:20	-0:27h	-31d 12h	-3.4	-6° 02'	0° 51'	3° 25'	-8° 25'	239° 03'	242° 28'
-1227	evening_last_visibility	-1227-06-05	62.20	70.68	62° 12'	70° 41'	19:31	19:07	0:24h	-5d 20h	-3.2	-5° 30'	-1° 34'	-4° 48'	8° 29'	118° 03'	113° 15'
-1227	morning_first_visibility	-1227-06-21	76.87	61.82	76° 52'	61° 49'	4:43	5:12	-0:29h	9d 14h	-3.5	-6° 22'	-4° 40'	13° 33'	-15° 03'	238° 33'	252° 06'
-1226	evening_first_visibility	-1226-05-03	30.55	38.47	30° 33'	38° 28'	19:13	18:48	0:25h	28d 19h	-3.4	-6° 05'	0° 02'	-1° 33'	7° 55'	107° 28'	105° 55'
-1226	morning_last_visibility	-1226-02-14	314.58	301.80	314° 35'	301° 48'	6:51	7:17	-0:26h	-49d 18h	-3.3	-6° 13'	-1° 13'	10° 08'	-12° 47'	285° 45'	295° 53'
-1225	evening_first_visibility	-1225-12-17	255.28	265.77	255° 17'	265° 46'	17:55	17:29	0:26h	44d 00h	-3.4	-6° 04'	-1° 09'	-7° 08'	10° 28'	66° 53'	59° 45'
-1225	evening_last_visibility	-1225-01-16	285.92	291.33	285° 55'	291° 20'	18:10	17:43	0:26h	-3d 17h	-3.3	-6° 03'	7° 13'	4° 30'	5° 26'	67° 02'	71° 32'
-1225	morning_first_visibility	-1225-01-22	291.47	287.87	291° 28'	287° 52'	7:01	7:27	-0:26h	1d 20h	-3.3	-6° 02'	7° 52'	-3° 51'	-3° 35'	292° 04'	288° 14'
-1225	morning_last_visibility	-1225-10-02	177.38	169.50	177° 23'	169° 30'	5:46	6:11	-0:24h	-32d 12h	-3.4	-6° 13'	1° 21'	-0° 27'	-7° 53'	265° 10'	264° 43'
-1224	evening_last_visibility	-1224-08-08	124.07	143.05	124° 04'	143° 03'	19:38	19:16	0:22h	-13d 03h	-3.8	-5° 18'	-7° 33'	-19° 11'	18° 59'	116° 13'	97° 02'
-1224	morning_first_visibility	-1224-08-28	143.15	132.70	143° 09'	132° 42'	5:20	5:47	-0:27h	6d 07h	-3.5	-6° 21'	-8° 33'	10° 46'	-10° 27'	249° 46'	260° 32'
-1223	evening_first_visibility	-1223-07-13	98.60	107.68	98° 36'	107° 41'	19:50	19:22	0:28h	32d 10h	-3.4	-6° 09'	1° 21'	-4° 50'	9° 05'	121° 45'	116° 55'
-1223	morning_last_visibility	-1223-04-16	14.05	358.82	14° 03'	358° 49'	5:41	6:06	-0:24h	-56d 04h	-3.3	-6° 04'	-1° 24'	13° 09'	-15° 14'	259° 55'	273° 03'
-1222	evening_last_visibility	-1222-03-26	354.15	1.62	354° 09'	1° 37'	18:56	18:29	0:26h	-5d 02h	-3.3	-6° 26'	6° 56'	6° 06'	7° 28'	90° 59'	97° 05'
-1222	morning_first_visibility	-1222-04-04	2.30	356.37	2° 18'	356° 22'	5:56	6:21	-0:25h	3d 09h	-3.1	-6° 23'	5° 44'	1° 26'	-5° 57'	265° 12'	266° 39'
-1222	morning_last_visibility	-1222-12-15	253.05	244.45	253° 03'	244° 27'	6:45	7:12	-0:27h	-36d 06h	-3.4	-6° 12'	-0° 07'	3° 25'	-8° 36'	292° 44'	296° 09'
-1221	evening_first_visibility	-1221-02-22	322.73	331.10	322° 44'	331° 06'	18:37	18:11	0:26h	33d 06h	-3.4	-6° 16'	-1° 18'	-2° 44'	8° 22'	77° 14'	74° 30'
-1221	evening_last_visibility	-1221-10-23	199.22	217.68	199° 13'	217° 41'	18:21	17:59	0:22h	-12d 09h	-3.9	-5° 37'	-5° 01'	-17° 39'	18° 28'	84° 24'	66° 45'
-1221	morning_first_visibility	-1221-11-10	217.05	208.27	217° 03'	208° 16'	6:12	6:41	-0:28h	5d 02h	-3.3	-6° 46'	-1° 13'	2° 42'	-8° 47'	282° 24'	285° 06'
-1220	evening_first_visibility	-1220-10-05	181.73	194.23	181° 44'	194° 14'	18:42	18:18	0:24h	48d 10h	-3.4	-6° 00'	0° 26'	-9° 49'	12° 29'	92° 40'	82° 51'
-1220	morning_last_visibility	-1220-07-17	102.12	93.50	102° 07'	93° 30'	4:51	5:19	-0:28h	-32d 04h	-3.4	-6° 05'	0° 47'	3° 46'	-8° 37'	238° 38'	242° 25'
-1219	evening_last_visibility	-1219-06-03	60.35	68.33	60° 21'	68° 20'	19:29	19:06	0:22h	-5d 12h	-3.1	-5° 13'	-1° 19'	-4° 16'	7° 59'	117° 23'	113° 07'
-1219	morning_first_visibility	-1219-06-18	74.05	59.95	74° 03'	59° 57'	4:47	5:13	-0:26h	8d 22h	-3.5	-5° 44'	-4° 18'	12° 44'	-14° 06'	239° 24'	252° 08'
-1218	evening_first_visibility	-1218-05-01	28.70	36.67	28° 42'	36° 40'	19:13	18:47	0:25h	29d 02h	-3.4	-6° 09'	-0° 00'	-1° 32'	7° 59'	106° 43'	105° 11'
-1218	morning_last_visibility	-1218-02-13	313.65	301.22	313° 39'	301° 13'	6:53	7:18	-0:25h	-48d 10h	-3.3	-6° 00'	-1° 13'	9° 51'	-12° 26'	286° 11'	296° 02'
-1217	evening_first_visibility	-1217-12-15	253.30	263.92	253° 18'	263° 55'	17:55	17:29	0:26h	44d 14h	-3.4	-6° 06'	-1° 08'	-7° 18'	10° 37'	67° 11'	59° 52'
-1217	evening_last_visibility	-1217-01-14	283.95	288.75	283° 57'	288° 45'	18:06	17:42	0:23h	-3d 08h	-3.3	-5° 31'	7° 05'	4° 30'	4° 48'	66° 28'	70° 58'
-1217	morning_first_visibility	-1217-01-20	289.52	285.28	289° 31'	285° 17'	6:59	7:27	-0:28h	2d 05h	-3.3	-6° 24'	7° 46'	-3° 29'	-4° 14'	292° 12'	288° 43'
-1217	morning_last_visibility	-1217-09-30	175.42	167.65	175° 25'	167° 39'	5:45	6:09	-0:24h	-31d 22h	-3.4	-6° 06'	1° 22'	-0° 27'	-7° 46'	264° 19'	263° 52'
-1216	evening_last_visibility	-1216-08-05	121.18	140.90	121° 11'	140° 54'	19:44	19:17	0:26h	-13d 16h	-3.9	-6° 06'	-7° 19'	-19° 30'	19° 43'	117° 36'	98° 06'
-1216	morning_first_visibility	-1216-08-26	141.22	130.15	141° 13'	130° 09'	5:16	5:46	-0:29h	6d 17h	-3.5	-6° 49'	-8° 33'	11° 03'	-11° 04'	248° 42'	259° 44'
-1215	evening_first_visibility	-1215-07-10	95.77	104.65	95° 46'	104° 39'	19:50	19:22	0:27h	31d 15h	-3.4	-6° 04'	1° 20'	-4° 33'	8° 53'	121° 53'	117° 20'
-1215	morning_last_visibility	-1215-04-14	12.18	357.03	12° 11'	357° 02'	5:44	6:08	-0:23h	-55d 23h	-3.3	-6° 01'	-1° 24'	13° 06'	-15° 09'	260° 48'	273° 54'
-1214	evening_last_visibility	-1214-03-24	352.28	359.28	352° 17'	359° 17'	18:52	18:28	0:24h	-4d 19h	-3.3	-5° 59'	7° 05'	6° 18'	7° 00'	89° 51'	96° 09'
-1214	morning_first_visibility	-1214-04-01	359.48	354.62	359° 29'	354° 37'	6:01	6:25	-0:23h	2d 16h	-3.1	-6° 04'	6° 05'	0° 20'	-4° 52'	266° 43'	267° 04'
-1214	morning_last_visibility	-1214-12-13	251.07	242.62	251° 04'	242° 37'	6:43	7:10	-0:26h	-35d 17h	-3.4	-6° 08'	-0° 05'	3° 12'	-8° 28'	292° 27'	295° 40'
-1213	evening_first_visibility	-1213-02-19	319.85	328.07	319° 51'	328° 04'	18:34	18:09	0:25h	32d 19h	-3.4	-6° 04'	-1° 20'	-2° 51'	8° 13'	76° 02'	73° 11'
-1213	evening_last_visibility	-1213-10-20	196.23	215.33	196° 14'	215° 20'	18:24	18:02	0:22h	-12d 21h	-3.9	-5° 36'	-5° 23'	-18° 26'	19° 07'	85° 44'	67° 18'
-1213	morning_first_visibility	-1213-11-07	214.05	206.05	214° 03'	206° 03'	6:14	6:38	-0:24h	4d 15h	-3.3	-5° 56'	-1° 45'	3° 02'	-8° 00'	281° 42'	284° 43'
-1212	evening_first_visibility	-1212-10-03	179.78	192.40	179° 47'	192° 24'	18:45	18:20	0:24h	48d 17h	-3.4	-6° 06'	0° 28'	-9° 54'	12° 37'	93° 38'	83° 44'
-1212	morning_last_visibility	-1212-07-14	99.28	90.47	99° 17'	90° 28'	4:49	5:17	-0:28h	-32d 20h	-3.4	-6° 08'	0° 42'	4° 07'	-8° 49'	238° 19'	242° 26'
-1211	evening_last_visibility	-1211-05-31	57.55	66.57	57° 33'	66° 34'	19:33	19:04	0:28h	-6d 04h	-3.2	-6° 23'	-0° 50'	-4° 07'	9° 00'	117° 27'	113° 20'
-1211	morning_first_visibility	-1211-06-16	72.22	57.65	72° 13'	57° 39'	4:46	5:13	-0:27h	9d 05h	-3.5	-6° 03'	-4° 04'	12° 59'	-14° 33'	239° 28'	252° 27'
-1210	evening_first_visibility	-1210-04-29	26.85	34.90	26° 51'	34° 54'	19:12	18:46	0:25h	29d 09h	-3.4	-6° 13'	-0° 03'	-1° 31'	8° 03'	105° 58'	104° 26'
-1210	morning_last_visibility	-1210-02-11	311.73	299.42	311° 44'	299° 25'	6:54	7:19	-0:25h	-48d 03h	-3.3	-6° 02'	-1° 11'	9° 40'	-12° 20'	286° 48'	296° 29'
-1209	evening_first_visibility	-1209-12-13	251.33	262.08	251° 20'	262° 05'	17:55	17:29	0:26h	45d 04h	-3.4	-6° 08'	-1° 06'	-7° 29'	10° 45'	67° 30'	60° 01'
-1209	evening_last_visibility	-1209-01-11	280.98	286.75	280° 59'	286° 45'	18:08	17:40	0:27h	-3d 22h	-3.3	-6° 19'	6° 46'	3° 41'	5° 45'	66° 37'	70° 18'
-1209	morning_first_visibility	-1209-01-18	287.57	282.68	287° 34'	282° 41'	6:57	7:27	-0:30h	2d 15h	-3.3	-6° 48'	7° 38'	-3° 08'	-4° 53'	292° 17'	289° 09'
-1209	morning_last_visibility	-1209-09-27	172.45	164.55	172° 27'	164° 33'	5:42	6:07	-0:24h	-32d 08h	-3.4	-6° 14'	1° 23'	-0° 25'	-7° 54'	262° 50'	262° 25'
-1208	evening_last_visibility	-1208-08-03	119.30	138.47	119° 18'	138° 28'	19:45	19:18	0:26h	-13d 06h	-3.8	-5° 59'	-7° 14'	-18° 58'	19° 09'	118° 01'	99° 03'
-1208	morning_first_visibility	-1208-08-23	138.32	128.12	138° 19'	128° 07'	5:19	5:44	-0:24h	6d 03h	-3.5	-5° 49'	-8° 37'	10° 59'	-10° 12'	248° 14'	259° 13'
-1207	evening_first_visibility	-1207-07-08	93.90	102.85	93° 54'	102° 51'	19:50	19:22	0:28h	31d 20h	-3.4	-6° 10'	1° 19'	-4° 31'	8° 57'	122° 03'	117° 32'
-1207	morning_last_visibility	-1207-04-11	9.38	354.03	9° 23'	354° 02'	5:48	6:12	-0:24h	-56d 18h	-3.3	-6° 06'	-1° 26'	13° 16'	-15° 21'	262° 03'	275° 19'
-1206	evening_last_visibility	-1206-03-22	350.42	356.95	350° 25'	356° 57'	18:49	18:27	0:21h	-4d 11h	-3.3	-5° 32'	7° 14'	6° 29'	6° 32'	88° 43'	95° 12'
-1206	morning_first_visibility	-1206-03-29	356.67	352.88	356° 40'	352° 53'	6:07	6:29	-0:22h	2d 00h	-3.1	-5° 43'	6° 25'	-0° 45'	-3° 47'	268° 15'	267° 30'
-1206	morning_last_visibility	-1206-12-11	249.08	240.77	249° 05'	240° 46'	6:42	7:09	-0:26h	-35d 04h	-3.4	-6° 04'	-0° 02'	3° 00'	-8° 19'	292° 09'	295° 10'
-1205	evening_first_visibility	-1205-02-17	317.93	326.27	317° 56'	326° 16'	18:33	18:07	0:25h	33d 08h	-3.4	-6° 09'	-1° 21'	-2° 57'	8° 20'	75° 23'	72° 26'
-1205	evening_last_visibility	-1205-10-17	193.23	212.98	193° 14'	212° 59'	18:27	18:05	0:22h	-13d 09h	-4	-5° 36'	-5° 43'	-19° 11'	19° 45'	87° 06'	67° 55'
-1205	morning_first_visibility	-1205-11-05	212.05	203.27	212° 03'	203° 16'	6:09	6:36	-0:27h	5d 03h	-3.3	-6° 41'	-2° 01'	3° 20'	-8° 47'	280° 28'	283° 48'
-1204	evening_first_visibility	-1204-09-30	176.80	189.30	176° 48'	189° 18'	18:48	18:24	0:24h	48d 01h	-3.4	-6° 05'	0° 33'	-9° 47'	12° 30'	95° 01'	85° 15'
-1204	morning_last_visibility	-1204-07-11	96.45	87.43	96° 27'	87° 26'	4:47	5:16	-0:28h	-33d 13h	-3.4	-6° 10'	0° 38'	4° 29'	-9° 01'	238° 05'	242° 33'
-1203	evening_last_visibility	-1203-05-29	55.70	64.23	55° 42'	64° 14'	19:30	19:03	0:26h	-5d 20h	-3.2	-6° 06'	-0° 35'	-3° 35'	8° 31'	116° 42'	113° 08'
-1203	morning_first_visibility	-1203-06-14	70.37	55.35	70° 22'	55° 21'	4:44	5:14	-0:29h	9d 13h	-3.5	-6° 21'	-3° 51'	13° 15'	-15° 00'	239° 34'	252° 49'
-1202	evening_first_visibility	-1202-04-26	24.05	31.88	24° 03'	31° 53'	19:09	18:45	0:24h	28d 16h	-3.4	-6° 01'	-0° 08'	-1° 28'	7° 50'	104° 36'	103° 08'
-1202	morning_last_visibility	-1202-02-09	309.80	297.60	309° 48'	297° 36'	6:55	7:20	-0:25h	-47d 20h	-3.3	-6° 04'	-1° 10'	9° 30'	-12° 13'	287° 24'	296° 54'
-1201	evening_first_visibility	-1201-12-11	249.33	260.25	249° 20'	260° 15'	17:55	17:28	0:26h	45d 18h	-3.4	-6° 10'	-1° 04'	-7° 39'	10° 54'	67° 52'	60° 13'
-1201	evening_last_visibility	-1201-01-09	279.02	284.10	279° 01'	284° 06'	18:03	17:39	0:24h	-3d 12h	-3.3	-5° 45'	6° 37'	3° 41'	5° 05'	66° 06'	69° 47'
-1201	morning_first_visibility	-1201-01-15	284.60	280.67	284° 36'	280° 40'	7:02	7:27	-0:25h	2d 01h	-3.3	-5° 51'	7° 25'	-3° 37'	-3° 56'	293° 15'	289° 38'
-1201	morning_last_visibility	-1201-09-25	170.50	162.70	170° 30'	162° 42'	5:42	6:06	-0:24h	-31d 18h	-3.4	-6° 07'	1° 24'	-0° 25'	-7° 47'	261° 59'	261° 35'
-1200	evening_last_visibility	-1200-08-01	117.42	136.02	117° 25'	136° 01'	19:45	19:19	0:25h	-12d 20h	-3.8	-5° 53'	-7° 08'	-18° 25'	18° 37'	118° 25'	100° 00'
-1200	morning_first_visibility	-1200-08-21	136.40	125.58	136° 24'	125° 35'	5:15	5:42	-0:27h	6d 13h	-3.5	-6° 14'	-8° 36'	11° 14'	-10° 48'	247° 14'	258° 29'
