nid	naks	gname	lon	lat	ra	dec	year	date	jd
N26-UBha	उत्तराभाद्रपदा	α And	346.590	25.731	-22.657	18.276	0	0000-12-31T06:00:00	1721422.534468
N26-UBha	उत्तराभाद्रपदा	γ Peg	341.414	12.562	-21.920	4.251	0	0000-12-31T06:00:00	1721422.534468
N27-Rev	रेवती	ε Psc	349.763	0.978	-9.778	-3.198	0	0000-12-31T06:00:00	1721422.534468
N01-Ash	अश्विनी	β Ari	13.093	8.427	8.649	12.949	500	0500-12-31T06:00:00	1904047.534468
N01-Ash	अश्विनी	α Ari	16.755	9.919	11.454	15.762	500	0500-12-31T06:00:00	1904047.534468
N01-Ash	अश्विनी	γ Ari	12.312	7.098	8.467	11.422	500	0500-12-31T06:00:00	1904047.534468
N02-Bha	भरणी	* 41 Ari	27.343	10.353	21.369	20.229	500	0500-12-31T06:00:00	1904047.534468
N02-Bha	भरणी	* 35 Ari	26.089	11.170	19.822	20.513	500	0500-12-31T06:00:00	1904047.534468
N03-Kri	क्रित्तिका	η Tau	39.127	3.898	35.376	18.340	500	0500-12-31T06:00:00	1904047.534468
N03-Kri	क्रित्तिका	* 17 Tau	38.546	4.039	34.751	18.283	500	0500-12-31T06:00:00	1904047.534468
N03-Kri	क्रित्तिका	* 19 Tau	38.700	4.366	34.789	18.642	500	0500-12-31T06:00:00	1904047.534468
N03-Kri	क्रित्तिका	* 20 Tau	38.814	4.238	34.948	18.558	500	0500-12-31T06:00:00	1904047.534468
N03-Kri	क्रित्तिका	* 23 Tau	38.834	3.804	35.117	18.156	500	0500-12-31T06:00:00	1904047.534468
N03-Kri	क्रित्तिका	* 27 Tau	39.490	3.764	35.783	18.332	500	0500-12-31T06:00:00	1904047.534468
N04-Roh	रोहिणी	α Tau	48.898	-5.570	47.974	12.224	500	0500-12-31T06:00:00	1904047.534468
N04-Roh	रोहिणी	γ Tau	44.881	-5.897	44.150	10.792	500	0500-12-31T06:00:00	1904047.534468
N04-Roh	रोहिणी	δ Tau	45.953	-4.134	44.677	12.788	500	0500-12-31T06:00:00	1904047.534468
N04-Roh	रोहिणी	ε Tau	47.550	-2.730	45.843	14.585	500	0500-12-31T06:00:00	1904047.534468
N04-Roh	रोहिणी	θ2 Tau	47.041	-6.005	46.281	11.299	500	0500-12-31T06:00:00	1904047.534468
N05-Mrg	मृगशीर्ष	λ Ori	62.833	-13.566	63.400	7.574	500	0500-12-31T06:00:00	1904047.534468
N05-Mrg	मृगशीर्ष	γ Ori	60.072	-17.007	61.440	3.685	500	0500-12-31T06:00:00	1904047.534468
N06-Ard	आर्द्रा	γ Gem	78.230	-6.914	77.825	16.219	500	0500-12-31T06:00:00	1904047.534468
N07-Pun	पुनर्वसू	β Gem	92.586	6.620	92.973	30.226	500	0500-12-31T06:00:00	1904047.534468
N07-Pun	पुनर्वसू	α Gem	89.420	10.003	89.314	33.634	500	0500-12-31T06:00:00	1904047.534468
N08-Pus	पुष्य	δ Cnc	107.830	0.024	109.349	22.457	500	0500-12-31T06:00:00	1904047.534468
N09-Asl	आश्लेषा	ζ Hya	113.766	-11.094	113.724	10.588	500	0500-12-31T06:00:00	1904047.534468
N09-Asl	आश्लेषा	δ Hya	109.492	-12.529	109.302	9.796	500	0500-12-31T06:00:00	1904047.534468
N09-Asl	आश्लेषा	ε Hya	111.609	-11.222	111.576	10.794	500	0500-12-31T06:00:00	1904047.534468
N09-Asl	आश्लेषा	η Hya	111.477	-14.391	110.968	7.680	500	0500-12-31T06:00:00	1904047.534468
N09-Asl	आश्लेषा	ρ Hya	112.073	-11.678	111.963	10.274	500	0500-12-31T06:00:00	1904047.534468
N09-Asl	आश्लेषा	σ Hya	110.382	-14.738	109.859	7.489	500	0500-12-31T06:00:00	1904047.534468
N10-Mag	मघा	ζ Leo	126.651	11.765	132.497	30.109	500	0500-12-31T06:00:00	1904047.534468
N10-Mag	मघा	α Leo	129.065	0.387	131.649	18.507	500	0500-12-31T06:00:00	1904047.534468
N10-Mag	मघा	γ Leo	128.565	8.759	133.603	26.699	500	0500-12-31T06:00:00	1904047.534468
N10-Mag	मघा	ε Leo	119.826	9.603	124.379	29.717	500	0500-12-31T06:00:00	1904047.534468
N10-Mag	मघा	η Leo	127.022	4.766	130.781	23.270	500	0500-12-31T06:00:00	1904047.534468
N10-Mag	मघा	μ Leo	120.612	12.272	125.985	32.130	500	0500-12-31T06:00:00	1904047.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	140.316	14.294	147.895	28.310	500	0500-12-31T06:00:00	1904047.534468
N11-PPal	पूर्वफल्गुनी	θ Leo	142.528	9.664	148.357	23.217	500	0500-12-31T06:00:00	1904047.534468
N12-UPal	उत्तरफल्गुनी	β Leo	150.876	12.375	157.720	22.762	500	0500-12-31T06:00:00	1904047.534468
N12-UPal	उत्तरफल्गुनी	* 93 Leo	148.100	17.305	157.065	28.343	500	0500-12-31T06:00:00	1904047.534468
N13-Has	हस्त	δ Crv	172.678	-12.053	168.469	-8.125	500	0500-12-31T06:00:00	1904047.534468
N13-Has	हस्त	α Crv	171.403	-21.706	163.306	-16.448	500	0500-12-31T06:00:00	1904047.534468
N13-Has	हस्त	β Crv	176.546	-17.960	169.493	-15.042	500	0500-12-31T06:00:00	1904047.534468
N13-Has	हस्त	γ Crv	169.971	-14.438	165.060	-9.255	500	0500-12-31T06:00:00	1904047.534468
N13-Has	हस्त	ε Crv	170.895	-19.619	163.746	-14.350	500	0500-12-31T06:00:00	1904047.534468
N14-Chi	चित्रा	α Vir	182.988	-1.949	-178.043	-2.983	500	0500-12-31T06:00:00	1904047.534468
N15-Swa	स्वाती	α Boo	183.279	31.830	-163.210	27.625	500	0500-12-31T06:00:00	1904047.534468
N16-Vis	विशाखे	α2 Lib	204.245	0.518	-157.385	-8.994	500	0500-12-31T06:00:00	1904047.534468
N16-Vis	विशाखे	α1 Lib	204.202	0.546	-157.415	-8.951	500	0500-12-31T06:00:00	1904047.534468
N17-Anu	अनूराधा	δ Sco	221.703	-1.789	-141.355	-17.167	500	0500-12-31T06:00:00	1904047.534468
N17-Anu	अनूराधा	β1 Sco	222.318	1.198	-139.786	-14.517	500	0500-12-31T06:00:00	1904047.534468
N17-Anu	अनूराधा	π Sco	222.079	-5.285	-142.145	-20.602	500	0500-12-31T06:00:00	1904047.534468
N17-Anu	अनूराधा	ω1 Sco	222.799	0.411	-139.561	-15.413	500	0500-12-31T06:00:00	1904047.534468
N18-Jye	ज्येष्ठा	ε Sco	234.691	-11.342	-130.901	-30.061	500	0500-12-31T06:00:00	1904047.534468
N18-Jye	ज्येष्ठा	α Sco	228.899	-4.372	-134.899	-21.779	500	0500-12-31T06:00:00	1904047.534468
N18-Jye	ज्येष्ठा	σ Sco	226.936	-3.844	-136.747	-20.709	500	0500-12-31T06:00:00	1904047.534468
N19-Mul	मूल	κ Sco	245.604	-15.435	-119.716	-36.565	500	0500-12-31T06:00:00	1904047.534468
N19-Mul	मूल	ζ2 Sco	236.388	-19.342	-131.657	-38.202	500	0500-12-31T06:00:00	1904047.534468
N19-Mul	मूल	θ Sco	244.730	-19.447	-121.858	-40.304	500	0500-12-31T06:00:00	1904047.534468
N19-Mul	मूल	ι1 Sco	246.653	-16.514	-118.752	-37.827	500	0500-12-31T06:00:00	1904047.534468
N19-Mul	मूल	λ Sco	243.716	-13.578	-121.430	-34.365	500	0500-12-31T06:00:00	1904047.534468
N19-Mul	मूल	ν Sco	243.143	-13.799	-122.148	-34.459	500	0500-12-31T06:00:00	1904047.534468
N20-PAsh	पूर्वाषाढा	λ Sgr	255.479	-1.855	-106.009	-24.678	500	0500-12-31T06:00:00	1904047.534468
N20-PAsh	पूर्वाषाढा	γ Sgr	250.432	-6.705	-112.313	-28.822	500	0500-12-31T06:00:00	1904047.534468
N20-PAsh	पूर्वाषाढा	δ Sgr	253.697	-6.263	-108.575	-28.842	500	0500-12-31T06:00:00	1904047.534468
N20-PAsh	पूर्वाषाढा	ε Sgr	254.246	-10.817	-108.635	-33.428	500	0500-12-31T06:00:00	1904047.534468
N21-UAsh	उत्तराषाढा	τ Sgr	264.020	-4.810	-96.771	-28.301	500	0500-12-31T06:00:00	1904047.534468
N21-UAsh	उत्तराषाढा	ζ Sgr	262.767	-6.992	-98.332	-30.414	500	0500-12-31T06:00:00	1904047.534468
N21-UAsh	उत्तराषाढा	σ Sgr	261.510	-3.232	-99.487	-26.584	500	0500-12-31T06:00:00	1904047.534468
N21-UAsh	उत्तराषाढा	φ Sgr	259.287	-3.759	-102.010	-26.943	500	0500-12-31T06:00:00	1904047.534468
N22-Shr	श्रवण	α Aql	280.672	29.358	-80.659	6.074	500	0500-12-31T06:00:00	1904047.534468
N22-Shr	श्रवण	β Aql	281.640	27.024	-79.622	3.813	500	0500-12-31T06:00:00	1904047.534468
N22-Shr	श्रवण	γ Aql	280.126	31.413	-81.283	8.089	500	0500-12-31T06:00:00	1904047.534468
N23-Dha	धनिष्ठा	β Del	295.513	32.086	-68.223	10.377	500	0500-12-31T06:00:00	1904047.534468
N23-Dha	धनिष्ठा	α Del	296.575	33.164	-67.524	11.598	500	0500-12-31T06:00:00	1904047.534468
N23-Dha	धनिष्ठा	γ2 Del	298.641	32.906	-65.738	11.673	500	0500-12-31T06:00:00	1904047.534468
N23-Dha	धनिष्ठा	δ Del	297.356	32.088	-66.661	10.662	500	0500-12-31T06:00:00	1904047.534468
N24-Sha	शतभिषक्	λ Aqr	320.692	-0.338	-36.760	-15.032	500	0500-12-31T06:00:00	1904047.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	332.665	19.448	-32.329	7.554	500	0500-12-31T06:00:00	1904047.534468
N25-PBha	पूर्वाभाद्रपदा	β Peg	338.514	31.114	-31.825	20.346	500	0500-12-31T06:00:00	1904047.534468
N26-UBha	उत्तराभाद्रपदा	α And	353.493	25.715	-16.636	20.890	500	0500-12-31T06:00:00	1904047.534468
N26-UBha	उत्तराभाद्रपदा	γ Peg	348.330	12.567	-15.667	6.903	500	0500-12-31T06:00:00	1904047.534468
N27-Rev	रेवती	ε Psc	356.684	1.003	-3.439	-0.409	500	0500-12-31T06:00:00	1904047.534468
N01-Ash	अश्विनी	β Ari	20.042	8.445	15.172	15.673	1000	1000-12-31T06:00:00	2086672.534468
N01-Ash	अश्विनी	α Ari	23.714	9.933	18.063	18.451	1000	1000-12-31T06:00:00	2086672.534468
N01-Ash	अश्विनी	γ Ari	19.259	7.118	14.968	14.149	1000	1000-12-31T06:00:00	2086672.534468
N02-Bha	भरणी	* 41 Ari	34.286	10.384	28.202	22.753	1000	1000-12-31T06:00:00	2086672.534468
N02-Bha	भरणी	* 35 Ari	33.027	11.217	26.623	23.083	1000	1000-12-31T06:00:00	2086672.534468
N03-Kri	क्रित्तिका	η Tau	46.071	3.948	42.357	20.512	1000	1000-12-31T06:00:00	2086672.534468
N03-Kri	क्रित्तिका	* 17 Tau	45.491	4.088	41.722	20.473	1000	1000-12-31T06:00:00	2086672.534468
N03-Kri	क्रित्तिका	* 19 Tau	45.644	4.416	41.773	20.831	1000	1000-12-31T06:00:00	2086672.534468
N03-Kri	क्रित्तिका	* 20 Tau	45.759	4.287	41.931	20.743	1000	1000-12-31T06:00:00	2086672.534468
N03-Kri	क्रित्तिका	* 23 Tau	45.778	3.854	42.089	20.335	1000	1000-12-31T06:00:00	2086672.534468
N03-Kri	क्रित्तिका	* 27 Tau	46.435	3.814	42.769	20.491	1000	1000-12-31T06:00:00	2086672.534468
N04-Roh	रोहिणी	α Tau	55.852	-5.536	54.853	13.942	1000	1000-12-31T06:00:00	2086672.534468
N04-Roh	रोहिणी	γ Tau	51.846	-5.842	50.955	12.679	1000	1000-12-31T06:00:00	2086672.534468
N04-Roh	रोहिणी	δ Tau	52.915	-4.079	51.561	14.653	1000	1000-12-31T06:00:00	2086672.534468
N04-Roh	रोहिणी	ε Tau	54.511	-2.676	52.806	16.404	1000	1000-12-31T06:00:00	2086672.534468
N04-Roh	रोहिणी	θ2 Tau	54.005	-5.950	53.117	13.106	1000	1000-12-31T06:00:00	2086672.534468
N05-Mrg	मृगशीर्ष	λ Ori	69.781	-13.500	70.126	8.677	1000	1000-12-31T06:00:00	2086672.534468
N05-Mrg	मृगशीर्ष	γ Ori	67.021	-16.943	67.988	4.878	1000	1000-12-31T06:00:00	2086672.534468
N06-Ard	आर्द्रा	γ Gem	85.178	-6.856	85.003	16.629	1000	1000-12-31T06:00:00	2086672.534468
N07-Pun	पुनर्वसू	β Gem	99.451	6.643	100.840	29.855	1000	1000-12-31T06:00:00	2086672.534468
N07-Pun	पुनर्वसू	α Gem	96.349	10.035	97.498	33.438	1000	1000-12-31T06:00:00	2086672.534468
N08-Pus	पुष्य	δ Cnc	114.784	0.044	116.745	21.329	1000	1000-12-31T06:00:00	2086672.534468
N09-Asl	आश्लेषा	ζ Hya	120.693	-11.050	120.508	9.311	1000	1000-12-31T06:00:00	2086672.534468
N09-Asl	आश्लेषा	δ Hya	116.420	-12.482	116.072	8.715	1000	1000-12-31T06:00:00	2086672.534468
N09-Asl	आश्लेषा	ε Hya	118.511	-11.181	118.355	9.611	1000	1000-12-31T06:00:00	2086672.534468
N09-Asl	आश्लेषा	η Hya	118.409	-14.342	117.642	6.528	1000	1000-12-31T06:00:00	2086672.534468
N09-Asl	आश्लेषा	ρ Hya	119.009	-11.634	118.751	9.072	1000	1000-12-31T06:00:00	2086672.534468
N09-Asl	आश्लेषा	σ Hya	117.314	-14.691	116.528	6.385	1000	1000-12-31T06:00:00	2086672.534468
N10-Mag	मघा	ζ Leo	133.612	11.801	139.936	28.088	1000	1000-12-31T06:00:00	2086672.534468
N10-Mag	मघा	α Leo	135.976	0.416	138.593	16.530	1000	1000-12-31T06:00:00	2086672.534468
N10-Mag	मघा	γ Leo	135.571	8.781	140.923	24.616	1000	1000-12-31T06:00:00	2086672.534468
N10-Mag	मघा	ε Leo	126.775	9.643	131.942	27.988	1000	1000-12-31T06:00:00	2086672.534468
N10-Mag	मघा	η Leo	133.972	4.802	137.959	21.314	1000	1000-12-31T06:00:00	2086672.534468
N10-Mag	मघा	μ Leo	127.541	12.300	133.611	30.334	1000	1000-12-31T06:00:00	2086672.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	147.306	14.310	154.962	25.838	1000	1000-12-31T06:00:00	2086672.534468
N11-PPal	पूर्वफल्गुनी	θ Leo	149.483	9.670	155.241	20.740	1000	1000-12-31T06:00:00	2086672.534468
N12-UPal	उत्तरफल्गुनी	β Leo	157.780	12.342	164.362	20.098	1000	1000-12-31T06:00:00	2086672.534468
N12-UPal	उत्तरफल्गुनी	* 93 Leo	155.048	17.309	163.878	25.706	1000	1000-12-31T06:00:00	2086672.534468
N13-Has	हस्त	δ Crv	179.592	-12.098	174.730	-10.913	1000	1000-12-31T06:00:00	2086672.534468
N13-Has	हस्त	α Crv	178.339	-21.718	169.469	-19.172	1000	1000-12-31T06:00:00	2086672.534468
N13-Has	हस्त	β Crv	183.476	-17.986	175.747	-17.823	1000	1000-12-31T06:00:00	2086672.534468
N13-Has	हस्त	γ Crv	176.879	-14.457	171.289	-11.990	1000	1000-12-31T06:00:00	2086672.534468
N13-Has	हस्त	ε Crv	177.807	-19.635	169.915	-17.073	1000	1000-12-31T06:00:00	2086672.534468
N14-Chi	चित्रा	α Vir	189.929	-1.982	-171.671	-5.774	1000	1000-12-31T06:00:00	2086672.534468
N15-Swa	स्वाती	α Boo	190.255	31.466	-157.486	24.691	1000	1000-12-31T06:00:00	2086672.534468
N16-Vis	विशाखे	α2 Lib	211.181	0.458	-150.820	-11.519	1000	1000-12-31T06:00:00	2086672.534468
N16-Vis	विशाखे	α1 Lib	211.133	0.486	-150.856	-11.475	1000	1000-12-31T06:00:00	2086672.534468
N17-Anu	अनूराधा	δ Sco	228.649	-1.854	-134.381	-19.248	1000	1000-12-31T06:00:00	2086672.534468
N17-Anu	अनूराधा	β1 Sco	229.265	1.135	-132.892	-16.545	1000	1000-12-31T06:00:00	2086672.534468
N17-Anu	अनूराधा	π Sco	229.022	-5.347	-135.053	-22.704	1000	1000-12-31T06:00:00	2086672.534468
N17-Anu	अनूराधा	ω1 Sco	229.746	0.348	-132.631	-17.432	1000	1000-12-31T06:00:00	2086672.534468
N18-Jye	ज्येष्ठा	ε Sco	241.562	-11.474	-123.305	-31.797	1000	1000-12-31T06:00:00	2086672.534468
N18-Jye	ज्येष्ठा	α Sco	235.843	-4.437	-127.662	-23.628	1000	1000-12-31T06:00:00	2086672.534468
N18-Jye	ज्येष्ठा	σ Sco	233.880	-3.908	-129.579	-22.625	1000	1000-12-31T06:00:00	2086672.534468
N19-Mul	मूल	κ Sco	252.548	-15.505	-111.446	-37.776	1000	1000-12-31T06:00:00	2086672.534468
N19-Mul	मूल	ζ2 Sco	243.327	-19.443	-123.513	-39.943	1000	1000-12-31T06:00:00	2086672.534468
N19-Mul	मूल	θ Sco	251.675	-19.513	-113.347	-41.601	1000	1000-12-31T06:00:00	2086672.534468
N19-Mul	मूल	ι1 Sco	253.599	-16.581	-110.376	-38.991	1000	1000-12-31T06:00:00	2086672.534468
N19-Mul	मूल	λ Sco	250.662	-13.649	-113.331	-35.656	1000	1000-12-31T06:00:00	2086672.534468
N19-Mul	मूल	ν Sco	250.088	-13.869	-114.052	-35.781	1000	1000-12-31T06:00:00	2086672.534468
N20-PAsh	पूर्वाषाढा	λ Sgr	262.414	-1.950	-98.391	-25.296	1000	1000-12-31T06:00:00	2086672.534468
N20-PAsh	पूर्वाषाढा	γ Sgr	257.365	-6.801	-104.486	-29.733	1000	1000-12-31T06:00:00	2086672.534468
N20-PAsh	पूर्वाषाढा	δ Sgr	260.648	-6.333	-100.700	-29.553	1000	1000-12-31T06:00:00	2086672.534468
N20-PAsh	पूर्वाषाढा	ε Sgr	261.179	-10.896	-100.483	-34.143	1000	1000-12-31T06:00:00	2086672.534468
N21-UAsh	उत्तराषाढा	τ Sgr	270.947	-4.905	-88.926	-28.470	1000	1000-12-31T06:00:00	2086672.534468
N21-UAsh	उत्तराषाढा	ζ Sgr	269.714	-7.056	-90.330	-30.624	1000	1000-12-31T06:00:00	2086672.534468
N21-UAsh	उत्तराषाढा	σ Sgr	268.458	-3.306	-91.726	-26.865	1000	1000-12-31T06:00:00	2086672.534468
N21-UAsh	उत्तराषाढा	φ Sgr	266.241	-3.825	-94.223	-27.339	1000	1000-12-31T06:00:00	2086672.534468
N22-Shr	श्रवण	α Aql	287.698	29.338	-74.524	6.720	1000	1000-12-31T06:00:00	2086672.534468
N22-Shr	श्रवण	β Aql	288.559	26.900	-73.461	4.396	1000	1000-12-31T06:00:00	2086672.534468
N22-Shr	श्रवण	γ Aql	287.054	31.354	-75.325	8.655	1000	1000-12-31T06:00:00	2086672.534468
N23-Dha	धनिष्ठा	β Del	302.446	32.027	-62.340	11.538	1000	1000-12-31T06:00:00	2086672.534468
N23-Dha	धनिष्ठा	α Del	303.500	33.114	-61.701	12.795	1000	1000-12-31T06:00:00	2086672.534468
N23-Dha	धनिष्ठा	γ2 Del	305.540	32.836	-59.928	12.922	1000	1000-12-31T06:00:00	2086672.534468
N23-Dha	धनिष्ठा	δ Del	304.267	32.037	-60.806	11.894	1000	1000-12-31T06:00:00	2086672.534468
N24-Sha	शतभिषक्	λ Aqr	327.643	-0.357	-30.018	-12.692	1000	1000-12-31T06:00:00	2086672.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	339.595	19.431	-26.172	9.989	1000	1000-12-31T06:00:00	2086672.534468
N25-PBha	पूर्वाभाद्रपदा	β Peg	345.457	31.120	-25.974	22.815	1000	1000-12-31T06:00:00	2086672.534468
N26-UBha	उत्तराभाद्रपदा	α And	0.412	25.702	-10.529	23.584	1000	1000-12-31T06:00:00	2086672.534468
N26-UBha	उत्तराभाद्रपदा	γ Peg	355.261	12.575	-9.396	9.632	1000	1000-12-31T06:00:00	2086672.534468
N27-Rev	रेवती	ε Psc	3.621	1.031	2.908	2.392	1000	1000-12-31T06:00:00	2086672.534468
N05-Mrg	मृगशीर्ष	α Ori	26.445	-16.639	30.545	-5.064	-2500	-2500-12-31T06:00:00	808297.534468
N05-Mrg	मृगशीर्ष	α Ori	33.318	-16.571	36.696	-2.706	-2000	-2000-12-31T06:00:00	990922.534468
N05-Mrg	मृगशीर्ष	α Ori	40.203	-16.503	42.918	-0.533	-1500	-1500-12-31T06:00:00	1173547.534468
N05-Mrg	मृगशीर्ष	α Ori	47.101	-16.435	49.224	1.425	-1000	-1000-12-31T06:00:00	1356172.534468
N05-Mrg	मृगशीर्ष	α Ori	54.011	-16.366	55.620	3.144	-500	-0500-12-31T06:00:00	1538797.534468
N05-Mrg	मृगशीर्ष	α Ori	60.934	-16.298	62.109	4.599	0	0000-12-31T06:00:00	1721422.534468
N05-Mrg	मृगशीर्ष	α Ori	67.872	-16.229	68.684	5.768	500	0500-12-31T06:00:00	1904047.534468
N05-Mrg	मृगशीर्ष	α Ori	74.823	-16.161	75.336	6.634	1000	1000-12-31T06:00:00	2086672.534468
N02-Bha	भरणी	* 39 Ari	346.079	12.279	-17.620	5.670	-2500	-2500-12-31T06:00:00	808297.534468
N02-Bha	भरणी	* 39 Ari	352.944	12.294	-11.430	8.393	-2000	-2000-12-31T06:00:00	990922.534468
N02-Bha	भरणी	* 39 Ari	359.823	12.311	-5.207	11.172	-1500	-1500-12-31T06:00:00	1173547.534468
N02-Bha	भरणी	* 39 Ari	6.716	12.330	1.080	13.975	-1000	-1000-12-31T06:00:00	1356172.534468
N02-Bha	भरणी	* 39 Ari	13.622	12.351	7.465	16.766	-500	-0500-12-31T06:00:00	1538797.534468
N02-Bha	भरणी	* 39 Ari	20.543	12.374	13.982	19.510	0	0000-12-31T06:00:00	1721422.534468
N02-Bha	भरणी	* 39 Ari	27.480	12.399	20.665	22.171	500	0500-12-31T06:00:00	1904047.534468
N02-Bha	भरणी	* 39 Ari	34.432	12.425	27.543	24.708	1000	1000-12-31T06:00:00	2086672.534468
