nid	naks	gname	lon	lat	ra	dec	year	date	jd
N01-Ash	अश्विनी	β Ari	331.710	8.365	-29.233	-3.302	-2500	-2500-12-31T06:00:00	808297.534468
N01-Ash	अश्विनी	α Ari	335.313	9.883	-26.469	-0.594	-2500	-2500-12-31T06:00:00	808297.534468
N01-Ash	अश्विनी	γ Ari	330.934	7.029	-29.474	-4.824	-2500	-2500-12-31T06:00:00	808297.534468
N02-Bha	भरणी	* 41 Ari	345.995	10.207	-16.873	3.734	-2500	-2500-12-31T06:00:00	808297.534468
N02-Bha	भरणी	* 35 Ari	344.769	10.930	-18.269	3.924	-2500	-2500-12-31T06:00:00	808297.534468
N03-Kri	क्रित्तिका	η Tau	357.761	3.623	-3.518	2.401	-2500	-2500-12-31T06:00:00	808297.534468
N03-Kri	क्रित्तिका	* 17 Tau	357.181	3.769	-4.107	2.299	-2500	-2500-12-31T06:00:00	808297.534468
N03-Kri	क्रित्तिका	* 19 Tau	357.336	4.095	-4.097	2.660	-2500	-2500-12-31T06:00:00	808297.534468
N03-Kri	क्रित्तिका	* 20 Tau	357.449	3.965	-3.942	2.587	-2500	-2500-12-31T06:00:00	808297.534468
N03-Kri	क्रित्तिका	* 23 Tau	357.469	3.533	-3.748	2.201	-2500	-2500-12-31T06:00:00	808297.534468
N03-Kri	क्रित्तिका	* 27 Tau	358.124	3.489	-3.132	2.426	-2500	-2500-12-31T06:00:00	808297.534468
N04-Roh	रोहिणी	α Tau	7.471	-5.754	9.153	-2.238	-2500	-2500-12-31T06:00:00	808297.534468
N04-Roh	रोहिणी	γ Tau	3.386	-6.200	5.613	-4.291	-2500	-2500-12-31T06:00:00	808297.534468
N04-Roh	रोहिणी	δ Tau	4.473	-4.438	5.886	-2.241	-2500	-2500-12-31T06:00:00	808297.534468
N04-Roh	रोहिणी	ε Tau	6.078	-3.035	6.784	-0.310	-2500	-2500-12-31T06:00:00	808297.534468
N04-Roh	रोहिणी	θ2 Tau	5.553	-6.315	7.633	-3.522	-2500	-2500-12-31T06:00:00	808297.534468
N05-Mrg	मृगशीर्ष	λ Ori	21.429	-13.957	25.037	-4.377	-2500	-2500-12-31T06:00:00	808297.534468
N05-Mrg	मृगशीर्ष	γ Ori	18.662	-17.383	23.887	-8.564	-2500	-2500-12-31T06:00:00	808297.534468
N06-Ard	आर्द्रा	γ Gem	36.833	-7.275	36.840	7.234	-2500	-2500-12-31T06:00:00	808297.534468
N07-Pun	पुनर्वसू	β Gem	51.697	6.458	47.273	24.810	-2500	-2500-12-31T06:00:00	808297.534468
N07-Pun	पुनर्वसू	α Gem	48.153	9.785	42.466	26.973	-2500	-2500-12-31T06:00:00	808297.534468
N08-Pus	पुष्य	δ Cnc	66.409	-0.137	64.481	21.727	-2500	-2500-12-31T06:00:00	808297.534468
N09-Asl	आश्लेषा	ζ Hya	72.500	-11.400	72.494	11.495	-2500	-2500-12-31T06:00:00	808297.534468
N09-Asl	आश्लेषा	δ Hya	68.219	-12.858	68.485	9.470	-2500	-2500-12-31T06:00:00	808297.534468
N09-Asl	आश्लेषा	ε Hya	70.493	-11.515	70.521	11.122	-2500	-2500-12-31T06:00:00	808297.534468
N09-Asl	आश्लेषा	η Hya	70.173	-14.727	70.660	7.898	-2500	-2500-12-31T06:00:00	808297.534468
N09-Asl	आश्लेषा	ρ Hya	70.753	-11.988	70.843	10.688	-2500	-2500-12-31T06:00:00	808297.534468
N09-Asl	आश्लेषा	σ Hya	69.074	-15.067	69.648	7.410	-2500	-2500-12-31T06:00:00	808297.534468
N10-Mag	मघा	ζ Leo	85.192	11.495	84.219	35.371	-2500	-2500-12-31T06:00:00	808297.534468
N10-Mag	मघा	α Leo	87.901	0.163	87.700	24.120	-2500	-2500-12-31T06:00:00	808297.534468
N10-Mag	मघा	γ Leo	86.830	8.577	86.282	32.509	-2500	-2500-12-31T06:00:00	808297.534468
N10-Mag	मघा	ε Leo	78.438	9.314	76.402	32.733	-2500	-2500-12-31T06:00:00	808297.534468
N10-Mag	मघा	η Leo	85.620	4.498	85.035	28.396	-2500	-2500-12-31T06:00:00	808297.534468
N10-Mag	मघा	μ Leo	79.347	12.055	77.162	35.546	-2500	-2500-12-31T06:00:00	808297.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	98.683	14.139	100.675	37.786	-2500	-2500-12-31T06:00:00	808297.534468
N11-PPal	पूर्वफल्गुनी	θ Leo	101.103	9.569	103.091	33.029	-2500	-2500-12-31T06:00:00	808297.534468
N12-UPal	उत्तरफल्गुनी	β Leo	109.755	12.517	113.707	34.845	-2500	-2500-12-31T06:00:00	808297.534468
N12-UPal	उत्तरफल्गुनी	* 93 Leo	106.715	17.219	111.002	39.957	-2500	-2500-12-31T06:00:00	808297.534468
N13-Has	हस्त	δ Crv	131.493	-11.839	130.725	6.340	-2500	-2500-12-31T06:00:00	808297.534468
N13-Has	हस्त	α Crv	130.090	-21.692	126.806	-2.803	-2500	-2500-12-31T06:00:00	808297.534468
N13-Has	हस्त	β Crv	135.274	-17.861	132.552	-0.463	-2500	-2500-12-31T06:00:00	808297.534468
N13-Has	हस्त	γ Crv	128.828	-14.385	127.536	4.567	-2500	-2500-12-31T06:00:00	808297.534468
N13-Has	हस्त	ε Crv	129.722	-19.582	127.024	-0.675	-2500	-2500-12-31T06:00:00	808297.534468
N14-Chi	चित्रा	α Vir	141.644	-1.805	143.521	12.900	-2500	-2500-12-31T06:00:00	808297.534468
N15-Swa	स्वाती	α Boo	141.681	33.984	159.545	46.026	-2500	-2500-12-31T06:00:00	808297.534468
N16-Vis	विशाखे	α2 Lib	162.930	0.838	164.658	7.621	-2500	-2500-12-31T06:00:00	808297.534468
N16-Vis	विशाखे	α1 Lib	162.913	0.866	164.653	7.653	-2500	-2500-12-31T06:00:00	808297.534468
N17-Anu	अनूराधा	δ Sco	180.329	-1.423	179.722	-1.434	-2500	-2500-12-31T06:00:00	808297.534468
N17-Anu	अनूराधा	β1 Sco	180.933	1.550	-178.518	1.037	-2500	-2500-12-31T06:00:00	808297.534468
N17-Anu	अनूराधा	π Sco	180.724	-4.931	178.653	-4.799	-2500	-2500-12-31T06:00:00	808297.534468
N17-Anu	अनूराधा	ω1 Sco	181.420	0.764	-178.392	0.122	-2500	-2500-12-31T06:00:00	808297.534468
N18-Jye	ज्येष्ठा	ε Sco	193.775	-10.562	-171.694	-15.224	-2500	-2500-12-31T06:00:00	808297.534468
N18-Jye	ज्येष्ठा	α Sco	187.538	-3.995	-174.727	-6.709	-2500	-2500-12-31T06:00:00	808297.534468
N18-Jye	ज्येष्ठा	σ Sco	185.574	-3.479	-176.318	-5.442	-2500	-2500-12-31T06:00:00	808297.534468
N19-Mul	मूल	κ Sco	204.256	-15.013	-163.712	-23.448	-2500	-2500-12-31T06:00:00	808297.534468
N19-Mul	मूल	ζ2 Sco	195.077	-18.749	-174.102	-23.190	-2500	-2500-12-31T06:00:00	808297.534468
N19-Mul	मूल	θ Sco	203.380	-19.050	-166.387	-26.785	-2500	-2500-12-31T06:00:00	808297.534468
N19-Mul	मूल	ι1 Sco	205.299	-16.109	-163.190	-24.857	-2500	-2500-12-31T06:00:00	808297.534468
N19-Mul	मूल	λ Sco	202.357	-13.158	-164.725	-21.008	-2500	-2500-12-31T06:00:00	808297.534468
N19-Mul	मूल	ν Sco	201.782	-13.382	-165.370	-20.987	-2500	-2500-12-31T06:00:00	808297.534468
N20-PAsh	पूर्वाषाढा	λ Sgr	214.167	-1.278	-148.649	-14.390	-2500	-2500-12-31T06:00:00	808297.534468
N20-PAsh	पूर्वाषाढा	γ Sgr	209.145	-6.122	-155.316	-17.110	-2500	-2500-12-31T06:00:00	808297.534468
N20-PAsh	पूर्वाषाढा	δ Sgr	212.301	-5.830	-152.141	-17.988	-2500	-2500-12-31T06:00:00	808297.534468
N20-PAsh	पूर्वाषाढा	ε Sgr	212.957	-10.333	-153.247	-22.418	-2500	-2500-12-31T06:00:00	808297.534468
N21-UAsh	उत्तराषाढा	τ Sgr	222.760	-4.227	-141.200	-20.028	-2500	-2500-12-31T06:00:00	808297.534468
N21-UAsh	उत्तराषाढा	ζ Sgr	221.396	-6.593	-143.394	-21.828	-2500	-2500-12-31T06:00:00	808297.534468
N21-UAsh	उत्तराषाढा	σ Sgr	220.125	-2.775	-143.338	-17.806	-2500	-2500-12-31T06:00:00	808297.534468
N21-UAsh	उत्तराषाढा	φ Sgr	217.865	-3.349	-145.773	-17.599	-2500	-2500-12-31T06:00:00	808297.534468
N22-Shr	श्रवण	α Aql	238.787	29.514	-117.128	8.495	-2500	-2500-12-31T06:00:00	808297.534468
N22-Shr	श्रवण	β Aql	240.409	27.799	-116.082	6.521	-2500	-2500-12-31T06:00:00	808297.534468
N22-Shr	श्रवण	γ Aql	238.825	31.797	-116.601	10.718	-2500	-2500-12-31T06:00:00	808297.534468
N23-Dha	धनिष्ठा	β Del	254.190	32.481	-103.465	9.259	-2500	-2500-12-31T06:00:00	808297.534468
N23-Dha	धनिष्ठा	α Del	255.296	33.507	-102.417	10.178	-2500	-2500-12-31T06:00:00	808297.534468
N23-Dha	धनिष्ठा	γ2 Del	257.522	33.376	-100.553	9.868	-2500	-2500-12-31T06:00:00	808297.534468
N23-Dha	धनिष्ठा	δ Del	256.172	32.437	-101.786	9.038	-2500	-2500-12-31T06:00:00	808297.534468
N24-Sha	शतभिषक्	λ Aqr	279.287	-0.167	-79.841	-23.807	-2500	-2500-12-31T06:00:00	808297.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	291.387	19.608	-69.882	-2.853	-2500	-2500-12-31T06:00:00	808297.534468
N25-PBha	पूर्वाभाद्रपदा	β Peg	297.158	31.137	-66.673	9.383	-2500	-2500-12-31T06:00:00	808297.534468
N26-UBha	उत्तराभाद्रपदा	α And	312.266	25.851	-52.351	7.343	-2500	-2500-12-31T06:00:00	808297.534468
N26-UBha	उत्तराभाद्रपदा	γ Peg	307.044	12.576	-53.695	-6.753	-2500	-2500-12-31T06:00:00	808297.534468
N27-Rev	रेवती	ε Psc	315.364	0.891	-42.336	-15.738	-2500	-2500-12-31T06:00:00	808297.534468
N01-Ash	अश्विनी	β Ari	338.573	8.369	-22.919	-0.775	-2000	-2000-12-31T06:00:00	990922.534468
N01-Ash	अश्विनी	α Ari	342.186	9.883	-20.200	1.987	-2000	-2000-12-31T06:00:00	990922.534468
N01-Ash	अश्विनी	γ Ari	337.797	7.034	-23.129	-2.301	-2000	-2000-12-31T06:00:00	990922.534468
N02-Bha	भरणी	* 41 Ari	352.852	10.226	-10.667	6.466	-2000	-2000-12-31T06:00:00	990922.534468
N02-Bha	भरणी	* 35 Ari	351.621	10.965	-12.082	6.653	-2000	-2000-12-31T06:00:00	990922.534468
N03-Kri	क्रित्तिका	η Tau	4.621	3.665	2.738	5.224	-2000	-2000-12-31T06:00:00	990922.534468
N03-Kri	क्रित्तिका	* 17 Tau	4.041	3.810	2.148	5.121	-2000	-2000-12-31T06:00:00	990922.534468
N03-Kri	क्रित्तिका	* 19 Tau	4.196	4.136	2.157	5.481	-2000	-2000-12-31T06:00:00	990922.534468
N03-Kri	क्रित्तिका	* 20 Tau	4.309	4.007	2.313	5.409	-2000	-2000-12-31T06:00:00	990922.534468
N03-Kri	क्रित्तिका	* 23 Tau	4.329	3.575	2.508	5.023	-2000	-2000-12-31T06:00:00	990922.534468
N03-Kri	क्रित्तिका	* 27 Tau	4.985	3.531	3.126	5.248	-2000	-2000-12-31T06:00:00	990922.534468
N04-Roh	रोहिणी	α Tau	14.343	-5.726	15.414	0.502	-2000	-2000-12-31T06:00:00	990922.534468
N04-Roh	रोहिणी	γ Tau	10.269	-6.153	11.862	-1.495	-2000	-2000-12-31T06:00:00	990922.534468
N04-Roh	रोहिणी	δ Tau	11.353	-4.390	12.150	0.552	-2000	-2000-12-31T06:00:00	990922.534468
N04-Roh	रोहिणी	ε Tau	12.957	-2.987	13.063	2.474	-2000	-2000-12-31T06:00:00	990922.534468
N04-Roh	रोहिणी	θ2 Tau	12.436	-6.267	13.884	-0.743	-2000	-2000-12-31T06:00:00	990922.534468
N05-Mrg	मृगशीर्ष	λ Ori	28.298	-13.892	31.218	-1.883	-2000	-2000-12-31T06:00:00	990922.534468
N05-Mrg	मृगशीर्ष	γ Ori	25.533	-17.322	29.977	-6.044	-2000	-2000-12-31T06:00:00	990922.534468
N06-Ard	आर्द्रा	γ Gem	43.700	-7.213	43.366	9.391	-2000	-2000-12-31T06:00:00	990922.534468
N07-Pun	पुनर्वसू	β Gem	58.478	6.488	54.504	26.536	-2000	-2000-12-31T06:00:00	990922.534468
N07-Pun	पुनर्वसू	α Gem	54.997	9.824	49.789	28.899	-2000	-2000-12-31T06:00:00	990922.534468
N08-Pus	पुष्य	δ Cnc	73.279	-0.106	71.821	22.749	-2000	-2000-12-31T06:00:00	990922.534468
N09-Asl	आश्लेषा	ζ Hya	79.346	-11.344	79.313	12.178	-2000	-2000-12-31T06:00:00	990922.534468
N09-Asl	आश्लेषा	δ Hya	75.066	-12.799	75.199	10.347	-2000	-2000-12-31T06:00:00	990922.534468
N09-Asl	आश्लेषा	ε Hya	77.314	-11.461	77.293	11.894	-2000	-2000-12-31T06:00:00	990922.534468
N09-Asl	आश्लेषा	η Hya	77.025	-14.666	77.307	8.677	-2000	-2000-12-31T06:00:00	990922.534468
N09-Asl	आश्लेषा	ρ Hya	77.607	-11.932	77.629	11.451	-2000	-2000-12-31T06:00:00	990922.534468
N09-Asl	आश्लेषा	σ Hya	75.927	-15.007	76.272	8.236	-2000	-2000-12-31T06:00:00	990922.534468
N10-Mag	मघा	ζ Leo	92.068	11.546	92.487	35.452	-2000	-2000-12-31T06:00:00	990922.534468
N10-Mag	मघा	α Leo	94.728	0.206	95.179	24.044	-2000	-2000-12-31T06:00:00	990922.534468
N10-Mag	मघा	γ Leo	93.752	8.613	94.399	32.479	-2000	-2000-12-31T06:00:00	990922.534468
N10-Mag	मघा	ε Leo	85.302	9.368	84.458	33.200	-2000	-2000-12-31T06:00:00	990922.534468
N10-Mag	मघा	η Leo	92.487	4.549	92.820	28.448	-2000	-2000-12-31T06:00:00	990922.534468
N10-Mag	मघा	μ Leo	86.190	12.097	85.396	35.959	-2000	-2000-12-31T06:00:00	990922.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	105.588	14.172	109.054	37.051	-2000	-2000-12-31T06:00:00	990922.534468
N11-PPal	पूर्वफल्गुनी	θ Leo	107.974	9.592	111.070	32.185	-2000	-2000-12-31T06:00:00	990922.534468
N12-UPal	उत्तरफल्गुनी	β Leo	116.575	12.501	121.586	33.500	-2000	-2000-12-31T06:00:00	990922.534468
N12-UPal	उत्तरफल्गुनी	* 93 Leo	113.579	17.241	119.330	38.748	-2000	-2000-12-31T06:00:00	990922.534468
N13-Has	हस्त	δ Crv	138.324	-11.868	137.144	4.353	-2000	-2000-12-31T06:00:00	990922.534468
N13-Has	हस्त	α Crv	136.942	-21.688	132.934	-4.619	-2000	-2000-12-31T06:00:00	990922.534468
N13-Has	हस्त	β Crv	142.119	-17.871	138.757	-2.494	-2000	-2000-12-31T06:00:00	990922.534468
N13-Has	हस्त	γ Crv	135.652	-14.387	133.905	2.720	-2000	-2000-12-31T06:00:00	990922.534468
N13-Has	हस्त	ε Crv	136.550	-19.581	133.208	-2.498	-2000	-2000-12-31T06:00:00	990922.534468
N14-Chi	चित्रा	α Vir	148.501	-1.822	150.090	10.528	-2000	-2000-12-31T06:00:00	990922.534468
N15-Swa	स्वाती	α Boo	148.585	33.629	166.383	43.018	-2000	-2000-12-31T06:00:00	990922.534468
N16-Vis	विशाखे	α2 Lib	169.783	0.790	170.962	4.849	-2000	-2000-12-31T06:00:00	990922.534468
N16-Vis	विशाखे	α1 Lib	169.762	0.817	170.953	4.883	-2000	-2000-12-31T06:00:00	990922.534468
N17-Anu	अनूराधा	δ Sco	187.192	-1.481	-174.019	-4.265	-2000	-2000-12-31T06:00:00	990922.534468
N17-Anu	अनूराधा	β1 Sco	187.797	1.494	-172.264	-1.786	-2000	-2000-12-31T06:00:00	990922.534468
N17-Anu	अनूराधा	π Sco	187.583	-4.987	-175.086	-7.630	-2000	-2000-12-31T06:00:00	990922.534468
N17-Anu	अनूराधा	ω1 Sco	188.283	0.709	-172.134	-2.700	-2000	-2000-12-31T06:00:00	990922.534468
N18-Jye	ज्येष्ठा	ε Sco	200.560	-10.690	-165.367	-18.030	-2000	-2000-12-31T06:00:00	990922.534468
N18-Jye	ज्येष्ठा	α Sco	194.398	-4.055	-168.416	-9.510	-2000	-2000-12-31T06:00:00	990922.534468
N18-Jye	ज्येष्ठा	σ Sco	192.434	-3.536	-170.025	-8.253	-2000	-2000-12-31T06:00:00	990922.534468
N19-Mul	मूल	κ Sco	211.112	-15.083	-157.022	-26.115	-2000	-2000-12-31T06:00:00	990922.534468
N19-Mul	मूल	ζ2 Sco	201.927	-18.846	-167.661	-26.014	-2000	-2000-12-31T06:00:00	990922.534468
N19-Mul	मूल	θ Sco	210.236	-19.115	-159.691	-29.491	-2000	-2000-12-31T06:00:00	990922.534468
N19-Mul	मूल	ι1 Sco	212.156	-16.176	-156.457	-27.512	-2000	-2000-12-31T06:00:00	990922.534468
N19-Mul	मूल	λ Sco	209.216	-13.227	-158.101	-23.693	-2000	-2000-12-31T06:00:00	990922.534468
N19-Mul	मूल	ν Sco	208.641	-13.450	-158.758	-23.682	-2000	-2000-12-31T06:00:00	990922.534468
N20-PAsh	पूर्वाषाढा	λ Sgr	221.019	-1.375	-141.967	-16.739	-2000	-2000-12-31T06:00:00	990922.534468
N20-PAsh	पूर्वाषाढा	γ Sgr	215.992	-6.219	-148.646	-19.630	-2000	-2000-12-31T06:00:00	990922.534468
N20-PAsh	पूर्वाषाढा	δ Sgr	219.166	-5.903	-145.374	-20.412	-2000	-2000-12-31T06:00:00	990922.534468
N20-PAsh	पूर्वाषाढा	ε Sgr	219.804	-10.414	-146.389	-24.870	-2000	-2000-12-31T06:00:00	990922.534468
N21-UAsh	उत्तराषाढा	τ Sgr	229.603	-4.326	-134.242	-22.142	-2000	-2000-12-31T06:00:00	990922.534468
N21-UAsh	उत्तराषाढा	ζ Sgr	228.257	-6.661	-136.371	-23.990	-2000	-2000-12-31T06:00:00	990922.534468
N21-UAsh	उत्तराषाढा	σ Sgr	226.989	-2.853	-136.462	-19.978	-2000	-2000-12-31T06:00:00	990922.534468
N21-UAsh	उत्तराषाढा	φ Sgr	224.735	-3.419	-138.926	-19.842	-2000	-2000-12-31T06:00:00	990922.534468
N22-Shr	श्रवण	α Aql	245.738	29.485	-111.141	7.358	-2000	-2000-12-31T06:00:00	990922.534468
N22-Shr	श्रवण	β Aql	247.251	27.666	-110.120	5.348	-2000	-2000-12-31T06:00:00	990922.534468
N22-Shr	श्रवण	γ Aql	245.679	31.729	-110.808	9.579	-2000	-2000-12-31T06:00:00	990922.534468
N23-Dha	धनिष्ठा	β Del	261.047	32.410	-97.638	8.727	-2000	-2000-12-31T06:00:00	990922.534468
N23-Dha	धनिष्ठा	α Del	262.146	33.445	-96.643	9.705	-2000	-2000-12-31T06:00:00	990922.534468
N23-Dha	धनिष्ठा	γ2 Del	264.345	33.293	-94.790	9.464	-2000	-2000-12-31T06:00:00	990922.534468
N23-Dha	धनिष्ठा	δ Del	263.006	32.373	-95.970	8.597	-2000	-2000-12-31T06:00:00	990922.534468
N24-Sha	शतभिषक्	λ Aqr	286.155	-0.202	-72.390	-23.125	-2000	-2000-12-31T06:00:00	990922.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	298.234	19.575	-63.517	-1.741	-2000	-2000-12-31T06:00:00	990922.534468
N25-PBha	पूर्वाभाद्रपदा	β Peg	304.018	31.126	-60.837	10.648	-2000	-2000-12-31T06:00:00	990922.534468
N26-UBha	उत्तराभाद्रपदा	α And	319.101	25.823	-46.435	7.343	-2000	-2000-12-31T06:00:00	990922.534468
N26-UBha	उत्तराभाद्रपदा	γ Peg	313.892	12.567	-47.217	-4.954	-2000	-2000-12-31T06:00:00	990922.534468
N27-Rev	रेवती	ε Psc	322.218	0.903	-35.628	-13.534	-2000	-2000-12-31T06:00:00	990922.534468
N01-Ash	अश्विनी	β Ari	345.449	8.376	-16.642	1.870	-1500	-1500-12-31T06:00:00	1173547.534468
N01-Ash	अश्विनी	α Ari	349.072	9.885	-13.949	4.670	-1500	-1500-12-31T06:00:00	1173547.534468
N01-Ash	अश्विनी	γ Ari	344.672	7.042	-16.830	0.341	-1500	-1500-12-31T06:00:00	1173547.534468
N02-Bha	भरणी	* 41 Ari	359.722	10.248	-4.437	9.251	-1500	-1500-12-31T06:00:00	1173547.534468
N02-Bha	भरणी	* 35 Ari	358.487	11.002	-5.873	9.441	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	η Tau	11.495	3.709	9.045	8.026	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	* 17 Tau	10.915	3.853	8.451	7.926	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	* 19 Tau	11.069	4.179	8.462	8.287	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	* 20 Tau	11.183	4.050	8.619	8.214	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	* 23 Tau	11.203	3.618	8.812	7.826	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	* 27 Tau	11.858	3.575	9.435	8.049	-1500	-1500-12-31T06:00:00	1173547.534468
N04-Roh	रोहिणी	α Tau	21.227	-5.697	21.728	3.154	-1500	-1500-12-31T06:00:00	1173547.534468
N04-Roh	रोहिणी	γ Tau	17.165	-6.104	18.147	1.233	-1500	-1500-12-31T06:00:00	1173547.534468
N04-Roh	रोहिणी	δ Tau	18.246	-4.341	18.460	3.275	-1500	-1500-12-31T06:00:00	1173547.534468
N04-Roh	रोहिणी	ε Tau	19.848	-2.938	19.401	5.184	-1500	-1500-12-31T06:00:00	1173547.534468
N04-Roh	रोहिणी	θ2 Tau	19.330	-6.217	20.178	1.956	-1500	-1500-12-31T06:00:00	1173547.534468
N05-Mrg	मृगशीर्ष	λ Ori	35.179	-13.828	37.468	0.449	-1500	-1500-12-31T06:00:00	1173547.534468
N05-Mrg	मृगशीर्ष	γ Ori	32.415	-17.260	36.115	-3.679	-1500	-1500-12-31T06:00:00	1173547.534468
N06-Ard	आर्द्रा	γ Gem	50.580	-7.153	50.016	11.322	-1500	-1500-12-31T06:00:00	1173547.534468
N07-Pun	पुनर्वसू	β Gem	65.271	6.517	61.928	27.968	-1500	-1500-12-31T06:00:00	1173547.534468
N07-Pun	पुनर्वसू	α Gem	61.853	9.861	57.341	30.542	-1500	-1500-12-31T06:00:00	1173547.534468
N08-Pus	पुष्य	δ Cnc	80.162	-0.076	79.268	23.423	-1500	-1500-12-31T06:00:00	1173547.534468
N09-Asl	आश्लेषा	ζ Hya	86.203	-11.290	86.186	12.530	-1500	-1500-12-31T06:00:00	1173547.534468
N09-Asl	आश्लेषा	δ Hya	81.925	-12.741	81.979	10.901	-1500	-1500-12-31T06:00:00	1173547.534468
N09-Asl	आश्लेषा	ε Hya	84.146	-11.410	84.126	12.340	-1500	-1500-12-31T06:00:00	1173547.534468
N09-Asl	आश्लेषा	η Hya	83.889	-14.607	84.011	9.135	-1500	-1500-12-31T06:00:00	1173547.534468
N09-Asl	आश्लेषा	ρ Hya	84.474	-11.877	84.474	11.886	-1500	-1500-12-31T06:00:00	1173547.534468
N09-Asl	आश्लेषा	σ Hya	82.791	-14.950	82.954	8.742	-1500	-1500-12-31T06:00:00	1173547.534468
N10-Mag	मघा	ζ Leo	98.956	11.595	100.746	35.126	-1500	-1500-12-31T06:00:00	1173547.534468
N10-Mag	मघा	α Leo	101.568	0.247	102.641	23.603	-1500	-1500-12-31T06:00:00	1173547.534468
N10-Mag	मघा	γ Leo	100.687	8.648	102.491	32.048	-1500	-1500-12-31T06:00:00	1173547.534468
N10-Mag	मघा	ε Leo	92.179	9.419	92.571	33.270	-1500	-1500-12-31T06:00:00	1173547.534468
N10-Mag	मघा	η Leo	99.366	4.597	100.598	28.118	-1500	-1500-12-31T06:00:00	1173547.534468
N10-Mag	मघा	μ Leo	93.046	12.137	93.680	35.968	-1500	-1500-12-31T06:00:00	1173547.534468
N11-PPal	पूर्वफल्गुनी	δ Leo	112.506	14.202	117.276	35.929	-1500	-1500-12-31T06:00:00	1173547.534468
N11-PPal	पूर्वफल्गुनी	θ Leo	114.857	9.612	118.908	30.979	-1500	-1500-12-31T06:00:00	1173547.534468
N12-UPal	उत्तरफल्गुनी	β Leo	123.408	12.481	129.254	31.834	-1500	-1500-12-31T06:00:00	1173547.534468
N12-UPal	उत्तरफल्गुनी	* 93 Leo	120.455	17.259	127.416	37.189	-1500	-1500-12-31T06:00:00	1173547.534468
N13-Has	हस्त	δ Crv	145.167	-11.899	143.490	2.156	-1500	-1500-12-31T06:00:00	1173547.534468
N13-Has	हस्त	α Crv	143.806	-21.686	139.025	-6.653	-1500	-1500-12-31T06:00:00	1173547.534468
N13-Has	हस्त	β Crv	148.976	-17.883	144.918	-4.722	-1500	-1500-12-31T06:00:00	1173547.534468
N13-Has	हस्त	γ Crv	142.488	-14.392	140.209	0.653	-1500	-1500-12-31T06:00:00	1173547.534468
N13-Has	हस्त	ε Crv	143.391	-19.583	139.347	-4.539	-1500	-1500-12-31T06:00:00	1173547.534468
N14-Chi	चित्रा	α Vir	155.371	-1.842	156.561	7.999	-1500	-1500-12-31T06:00:00	1173547.534468
N15-Swa	स्वाती	α Boo	155.500	33.272	172.879	39.941	-1500	-1500-12-31T06:00:00	1173547.534468
N16-Vis	विशाखे	α2 Lib	176.648	0.739	177.233	2.032	-1500	-1500-12-31T06:00:00	1173547.534468
N16-Vis	विशाखे	α1 Lib	176.623	0.767	177.221	2.068	-1500	-1500-12-31T06:00:00	1173547.534468
N17-Anu	अनूराधा	δ Sco	194.066	-1.540	-167.707	-7.059	-1500	-1500-12-31T06:00:00	1173547.534468
N17-Anu	अनूराधा	β1 Sco	194.674	1.438	-165.966	-4.562	-1500	-1500-12-31T06:00:00	1173547.534468
N17-Anu	अनूराधा	π Sco	194.454	-5.044	-168.755	-10.429	-1500	-1500-12-31T06:00:00	1173547.534468
N17-Anu	अनूराधा	ω1 Sco	195.159	0.652	-165.828	-5.475	-1500	-1500-12-31T06:00:00	1173547.534468
N18-Jye	ज्येष्ठा	ε Sco	207.359	-10.819	-158.889	-20.752	-1500	-1500-12-31T06:00:00	1173547.534468
N18-Jye	ज्येष्ठा	α Sco	201.271	-4.116	-162.009	-12.243	-1500	-1500-12-31T06:00:00	1173547.534468
N18-Jye	ज्येष्ठा	σ Sco	199.307	-3.596	-163.647	-11.004	-1500	-1500-12-31T06:00:00	1173547.534468
N19-Mul	मूल	κ Sco	217.981	-15.153	-150.104	-28.647	-1500	-1500-12-31T06:00:00	1173547.534468
N19-Mul	मूल	ζ2 Sco	208.790	-18.944	-161.015	-28.764	-1500	-1500-12-31T06:00:00	1173547.534468
N19-Mul	मूल	θ Sco	217.105	-19.181	-152.741	-32.075	-1500	-1500-12-31T06:00:00	1173547.534468
N19-Mul	मूल	ι1 Sco	219.027	-16.243	-149.483	-30.029	-1500	-1500-12-31T06:00:00	1173547.534468
N19-Mul	मूल	λ Sco	216.087	-13.297	-151.269	-26.250	-1500	-1500-12-31T06:00:00	1173547.534468
N19-Mul	मूल	ν Sco	215.513	-13.519	-151.940	-26.253	-1500	-1500-12-31T06:00:00	1173547.534468
N20-PAsh	पूर्वाषाढा	λ Sgr	227.883	-1.472	-135.116	-18.879	-1500	-1500-12-31T06:00:00	1173547.534468
