iter	fits	jd	sun_ra	sun_dec	sun_lon	sun_lat	moon_ra	moon_dec	moon_lon	moon_lat	phase	jd_diff	sun_lat_lon	moon_lat_lon	yr	stel_jd	sun_naks	moon_naks	sun_न	moon_न	moon_phase	season	eqnx_1_tol	eqnx_2_tol	eqnx_3_tol	eqnx_4_tol
3	-02500-03-29T00:18:31.413	808040.513	66.333	22.215	5.926	0.015	247.103	-19.581	186.199	2.701	180.282	29.250	(0.015038023227740567, 5.926082017475851)	(2.700723275488364, 186.19855635771148)	-2499	808020.513	N04-Roh/ε Tau	N18-Jye/σ Sco	N04-Roh	N18-Jye	1	1	False	False	False	False
3	-02500-04-27T06:18:08.548	808069.763	96.558	23.920	33.735	0.014	276.276	-23.585	213.482	0.333	179.758	29.294	(0.013752740492413063, 33.735447423242)	(0.3327450879158305, 213.48176455710473)	-2499	808049.763	N06-Ard/γ Gem	N20-PAsh/ε Sgr	N06-Ard	N20-PAsh	1	2	False	False	False	False
3	-02500-05-26T13:20:57.439	808099.056	126.365	19.803	61.652	0.010	306.690	-21.957	241.416	-2.173	179.775	29.344	(0.009539664649117343, 61.65181818814356)	(-2.1731022413096364, 241.41605771204937)	-2499	808079.056	N08-Pus/δ Cnc	N22-Shr/β Aql	N08-Pus	N22-Shr	1	2	False	False	False	False
3	-02500-06-24T21:36:15.938	808128.400	154.277	11.018	89.909	0.003	335.759	-14.888	269.815	-4.133	179.914	29.459	(0.0033017582700567575, 89.90890809634925)	(-4.133225003352084, 269.8152982091199)	-2499	808108.400	N10-Mag/α Leo	N24-Sha/λ Aqr	N10-Mag	N24-Sha	1	2	False	False	False	False
2	-02500-07-24T08:37:24.836	808157.859	180.935	-0.355	118.741	-0.004	3.434	-4.004	299.244	-4.995	180.505	29.480	(-0.0035400157404967174, 118.74143193991105)	(-4.994587924684839, 299.24423678427485)	-2499	808137.859	N12-UPal/β Leo	N25-PBha/β Peg	N12-UPal	N25-PBha	1	3	False	False	False	False
3	-02500-08-22T20:08:07.857	808187.339	208.184	-11.851	148.126	-0.009	29.667	7.620	327.983	-4.465	179.853	29.627	(-0.009243989148635728, 148.12603486288637)	(-4.465386009676466, 327.98253664382895)	-2499	808167.339	N15-Swa/α Boo	N01-Ash/γ Ari	N15-Swa	N01-Ash	1	3	False	False	False	False
3	-02500-09-21T11:10:25.496	808216.966	238.104	-20.724	178.123	-0.012	58.091	17.985	357.528	-2.660	179.396	29.818	(-0.01229972012246679, 178.12330391821962)	(-2.6597898912943947, 357.52777692298116)	-2499	808196.966	N17-Anu/δ Sco	N03-Kri/* 23 Tau	N17-Anu	N03-Kri	1	4	False	True	True	True
4	-02500-10-21T06:48:52.624	808246.784	270.921	-24.050	208.581	-0.012	90.705	24.077	28.394	0.038	179.802	29.824	(-0.01180293314308894, 208.58056404435504)	(0.03844215170745446, 28.39396073030933)	-2499	808226.784	N20-PAsh/γ Sgr	N05-Mrg/α Ori	N20-PAsh	N05-Mrg	1	4	False	False	False	False
4	-02500-11-20T02:34:48.576	808276.608	303.642	-20.413	239.020	-0.008	124.013	23.081	58.763	2.685	179.733	29.792	(-0.0078106368778294195, 239.02008070158854)	(2.684601883119429, 58.763422521541166)	-2499	808256.608	N22-Shr/γ Aql	N07-Pun/β Gem	N22-Shr	N07-Pun	1	5	False	False	False	False
4	-02500-12-19T21:35:47.886	808306.400	333.530	-11.304	269.122	-0.001	155.011	15.570	88.904	4.498	179.774	29.622	(-0.0013822225245145247, 269.12245110321004)	(4.497771363272886, 88.90424186991359)	-2499	808286.400	N24-Sha/λ Aqr	N10-Mag/α Leo	N24-Sha	N10-Mag	1	5	False	False	False	False
3	-02499-01-18T12:30:51.244	808336.021	0.767	0.282	298.564	0.006	181.929	4.657	117.610	4.977	179.045	29.607	(0.005690337849815254, 298.5635167573881)	(4.9768443604890225, 117.6104810964888)	-2498	808316.021	N25-PBha/β Peg	N12-UPal/β Leo	N25-PBha	N12-UPal	1	0	False	False	False	False
3	-02499-02-17T03:04:50.907	808365.628	27.534	11.607	327.456	0.012	208.598	-7.635	146.999	4.072	179.547	29.481	(0.011519184746894633, 327.45562275702434)	(4.07192694207004, 146.99882676380932)	-2498	808345.628	N01-Ash/γ Ari	N15-Swa/α Boo	N01-Ash	N15-Swa	1	0	False	False	False	False
3	-02499-03-18T14:37:22.279	808395.109	55.649	20.199	355.780	0.015	236.067	-18.156	175.687	2.065	179.915	29.374	(0.014677213133574457, 355.7804517175036)	(2.0645344077537553, 175.68690923523152)	-2498	808375.109	N03-Kri/* 17 Tau	N17-Anu/δ Sco	N03-Kri	N17-Anu	1	1	False	False	False	False
3	-02499-04-16T23:35:38.094	808424.483	85.607	23.988	23.745	0.015	265.624	-24.430	203.763	-0.457	180.029	29.303	(0.014587936771192876, 23.744900970636206)	(-0.4566966469554892, 203.76291895365236)	-2498	808404.483	N05-Mrg/λ Ori	N19-Mul/θ Sco	N05-Mrg	N19-Mul	1	1	False	False	False	False
3	-02499-05-16T06:51:45.013	808453.786	115.849	21.909	51.619	0.011	296.296	-24.705	231.514	-2.836	179.906	29.283	(0.011383436705285506, 51.61911248075116)	(-2.8361327911786938, 231.51368376747357)	-2498	808433.786	N07-Pun/β Gem	N22-Shr/α Aql	N07-Pun	N22-Shr	1	2	False	False	False	False
3	-02499-06-14T13:39:52.925	808483.069	144.441	14.599	79.689	0.006	325.736	-18.919	259.406	-4.493	179.726	29.323	(0.005768613230841245, 79.6887704400506)	(-4.492535078334014, 259.4056301419502)	-2498	808463.069	N10-Mag/μ Leo	N23-Dha/γ2 Del	N10-Mag	N23-Dha	1	2	False	False	False	False
3	-02499-07-13T21:24:44.188	808512.392	171.286	3.930	108.205	-0.001	353.061	-8.604	287.927	-4.987	179.726	29.407	(-0.001013462543661327, 108.20496180082505)	(-4.987492645355525, 287.9265253357815)	-2498	808492.392	N12-UPal/* 93 Leo	N25-PBha/α Peg	N12-UPal	N25-PBha	1	3	False	False	False	False
3	-02499-08-12T07:11:14.910	808541.799	198.001	-7.795	137.322	-0.007	19.519	3.970	317.238	-4.104	179.914	29.524	(-0.007323756885197174, 137.32167257332875)	(-4.104265535496761, 317.2376006789846)	-2498	808521.799	N13-Has/β Crv	N27-Rev/ε Psc	N13-Has	N27-Rev	1	3	False	False	False	False
2	-02499-09-10T19:45:44.925	808571.323	226.728	-17.964	167.059	-0.012	47.533	16.099	347.287	-1.994	180.222	29.581	(-0.011516687483014593, 167.05856190027413)	(-1.9937066733456745, 347.2874996750758)	-2498	808551.323	N16-Vis/α2 Lib	N02-Bha/* 39 Ari	N16-Vis	N02-Bha	1	4	False	False	False	False
3	-02499-10-10T09:42:27.216	808600.904	258.474	-23.610	197.204	-0.012	78.163	24.256	16.986	0.680	179.771	29.670	(-0.012431595750475598, 197.20418354694064)	(0.6800460916743024, 16.98594637661236)	-2498	808580.904	N19-Mul/ζ2 Sco	N05-Mrg/γ Ori	N19-Mul	N05-Mrg	1	4	False	False	False	False
3	-02499-11-09T01:46:51.108	808630.574	291.493	-22.571	227.530	-0.010	111.244	25.791	46.841	3.161	179.300	29.804	(-0.009751054308550158, 227.5301926811213)	(3.1605463787643022, 46.84123556568595)	-2498	808610.574	N21-UAsh/τ Sgr	N07-Pun/α Gem	N21-UAsh	N07-Pun	1	5	False	False	False	False
4	-02499-12-08T21:04:52.620	808660.378	322.585	-15.218	257.790	-0.004	144.014	19.749	77.608	4.732	179.810	29.750	(-0.0040932400167902555, 257.789527495136)	(4.731839732970523, 77.60805270173567)	-2498	808640.378	N23-Dha/γ2 Del	N10-Mag/ε Leo	N23-Dha	N10-Mag	1	5	False	False	False	False
4	-02498-01-07T15:04:27.691	808690.128	350.688	-4.190	287.558	0.003	172.440	8.730	107.324	4.853	179.762	29.706	(0.00298320334106724, 287.5582078284843)	(4.8530101129270395, 107.32417472235413)	-2497	808670.128	N25-PBha/α Peg	N12-UPal/* 93 Leo	N25-PBha	N12-UPal	1	0	False	False	False	False
4	-02498-02-06T08:01:07.891	808719.834	17.456	7.570	316.746	0.010	198.668	-4.165	136.534	3.595	179.790	29.555	(0.009518907925001553, 316.74602276712574)	(3.595422478229064, 136.53434339689477)	-2497	808699.834	N27-Rev/ε Psc	N13-Has/β Crv	N27-Rev	N13-Has	1	0	False	False	False	False
3	-02498-03-07T21:19:46.900	808749.389	44.934	17.459	345.291	0.014	224.420	-15.785	164.327	1.445	179.043	29.563	(0.013823156104411791, 345.2913343996722)	(1.444775991837339, 164.3270727593365)	-2497	808729.389	N02-Bha/* 35 Ari	N16-Vis/α2 Lib	N02-Bha	N16-Vis	1	1	False	False	False	False
3	-02498-04-06T10:49:52.467	808778.951	74.441	23.254	13.505	0.015	253.784	-24.340	193.020	-1.162	179.525	29.457	(0.015003034312789326, 13.505491995212472)	(-1.1619226517258632, 193.0198298015659)	-2497	808758.951	N05-Mrg/γ Ori	N18-Jye/ε Sco	N05-Mrg	N18-Jye	1	1	False	False	False	False
3	-02498-05-05T21:47:21.585	808808.408	104.982	23.338	41.505	0.013	285.300	-26.747	221.420	-3.433	179.927	29.303	(0.012913749219635978, 41.50493718921071)	(-3.4332033736510024, 221.4201067353158)	-2497	808788.408	N06-Ard/γ Gem	N21-UAsh/ζ Sgr	N06-Ard	N21-UAsh	1	2	False	False	False	False
2	-02498-06-04T05:03:45.822	808837.711	134.321	17.750	69.489	0.008	314.946	-22.531	248.673	-4.758	179.194	29.382	(0.008083444034738646, 69.48902407137778)	(-4.757699610668404, 248.67349975819724)	-2497	808817.711	N09-Asl/σ Hya	N23-Dha/β Del	N09-Asl	N23-Dha	1	2	False	False	False	False
3	-02498-07-03T14:14:11.751	808867.093	161.751	8.015	97.897	0.002	343.557	-12.563	277.759	-4.883	179.868	29.344	(0.0015815502716476724, 97.89703861595616)	(-4.882928235504821, 277.7587526572681)	-2497	808847.093	N11-PPal/δ Leo	N24-Sha/λ Aqr	N11-PPal	N24-Sha	1	3	False	False	False	False
3	-02498-08-01T22:30:15.496	808896.438	188.242	-3.599	126.761	-0.005	9.467	0.123	306.480	-3.670	179.719	29.416	(-0.005039094289619614, 126.76119435442217)	(-3.6702314017547133, 306.4801300318408)	-2497	808876.438	N13-Has/γ Crv	N26-UBha/γ Peg	N13-Has	N26-UBha	1	3	False	False	False	False
3	-02498-08-31T08:28:44.124	808925.853	215.959	-14.638	156.219	-0.010	36.222	13.257	336.011	-1.378	179.786	29.494	(-0.010141347607105574, 156.21949953902)	(-1.37786170164896, 336.0106375167649)	-2497	808905.853	N16-Vis/α1 Lib	N01-Ash/α Ari	N16-Vis	N01-Ash	1	4	False	False	False	False
3	-02498-09-29T20:20:43.241	808955.348	246.571	-22.248	186.177	-0.012	66.283	23.580	6.143	1.369	179.957	29.530	(-0.012361834891524077, 186.17652258420225)	(1.369154062623451, 6.14305200917471)	-2497	808935.348	N18-Jye/σ Sco	N04-Roh/ε Tau	N18-Jye	N04-Roh	1	4	False	False	False	False
2	-02498-10-29T09:03:23.116	808984.877	279.395	-23.773	216.361	-0.011	99.322	27.457	36.067	3.682	179.694	29.613	(-0.011078486158988338, 216.36105103242883)	(3.6823702098532767, 36.06650236905825)	-2497	808964.877	N21-UAsh/φ Sgr	N06-Ard/γ Gem	N21-UAsh	N06-Ard	1	5	False	False	False	False
3	-02498-11-27T23:46:43.023	809014.491	311.334	-18.563	246.534	-0.006	132.519	23.343	66.310	4.907	179.766	29.620	(-0.006483003253783577, 246.53378589745085)	(4.906861391020437, 66.3096494706518)	-2497	808994.491	N22-Shr/β Aql	N08-Pus/δ Cnc	N22-Shr	N08-Pus	1	5	False	False	False	False
3	-02498-12-27T14:38:50.800	809044.110	340.310	-8.608	276.354	0.000	161.525	13.190	95.696	4.687	179.336	29.732	(0.00016609406796739106, 276.3542872015115)	(4.687359129997348, 95.69629879191679)	-2497	809024.110	N24-Sha/λ Aqr	N11-PPal/δ Leo	N24-Sha	N11-PPal	1	0	False	False	False	False
4	-02497-01-26T08:13:25.512	809073.843	7.330	3.199	305.773	0.007	188.412	-0.281	125.585	3.100	179.811	29.686	(0.007077681016442175, 305.7733972225762)	(3.099602725668957, 125.58501949647935)	-2496	809053.843	N26-UBha/γ Peg	N13-Has/γ Crv	N26-UBha	N13-Has	1	0	False	False	False	False
4	-02497-02-25T00:40:47.957	809103.528	34.388	14.102	334.619	0.012	214.393	-13.355	154.367	0.693	179.754	29.651	(0.01235703908467625, 334.6187654001593)	(0.692700935505585, 154.36723286167313)	-2496	809083.528	N01-Ash/α Ari	N16-Vis/α1 Lib	N01-Ash	N16-Vis	1	1	False	False	False	False
4	-02497-03-26T16:18:53.949	809133.180	63.201	21.699	3.021	0.015	242.599	-23.490	182.800	-1.877	179.788	29.513	(0.01477851432412535, 3.0207575418948953)	(-1.877389060412947, 182.79951013417235)	-2496	809113.180	N04-Roh/γ Tau	N17-Anu/ω1 Sco	N04-Roh	N17-Anu	1	1	False	False	False	True
3	-02497-04-25T04:37:19.104	809162.693	93.611	24.015	31.087	0.014	272.687	-27.899	210.161	-3.880	179.085	29.539	(0.01393189095909067, 31.086823328503833)	(-3.879861628413502, 210.16068216992207)	-2496	809142.693	N05-Mrg/α Ori	N20-PAsh/γ Sgr	N05-Mrg	N20-PAsh	1	2	False	False	False	False
3	-02497-05-24T17:33:30.468	809192.232	123.799	20.381	59.219	0.010	304.582	-25.277	238.793	-4.942	179.584	29.467	(0.01007286794041025, 59.2193935932059)	(-4.941580422614474, 238.7929993798705)	-2496	809172.232	N08-Pus/δ Cnc	N22-Shr/α Aql	N08-Pus	N22-Shr	1	2	False	False	False	False
3	-02497-06-23T04:45:33.175	809221.698	152.001	11.888	87.560	0.004	333.690	-16.259	267.495	-4.673	179.943	29.363	(0.004072123886086259, 87.56016060134682)	(-4.6727683358325, 267.49511677266713)	-2496	809201.698	N10-Mag/α Leo	N23-Dha/γ2 Del	N10-Mag	N23-Dha	1	2	False	False	False	False
2	-02497-07-22T13:28:24.307	809251.061	178.622	0.678	116.254	-0.003	359.224	-3.904	295.486	-3.189	179.234	29.471	(-0.0026635960282112747, 116.2542788466608)	(-3.1885093767274575, 295.4857065559862)	-2496	809231.061	N12-UPal/β Leo	N25-PBha/β Peg	N12-UPal	N25-PBha	1	3	False	False	False	False
3	-02497-08-21T00:45:55.853	809280.532	205.726	-10.909	145.584	-0.008	25.892	10.227	325.489	-0.686	179.901	29.431	(-0.008497648416962371, 145.5840803438531)	(-0.685906845828848, 325.4889412364822)	-2496	809260.532	N15-Swa/α Boo	N01-Ash/γ Ari	N15-Swa	N01-Ash	1	3	False	False	False	False
3	-02497-09-19T11:06:13.588	809309.963	235.171	-20.089	175.347	-0.012	54.426	21.960	355.121	1.995	179.765	29.461	(-0.0118817541244859, 175.34742851007246)	(1.9945482421837866, 355.1209369908847)	-2496	809289.963	N17-Anu/δ Sco	N03-Kri/* 17 Tau	N17-Anu	N03-Kri	1	4	False	False	False	False
3	-02497-10-18T22:10:27.753	809339.424	267.416	-24.027	205.425	-0.012	87.088	28.122	25.225	4.112	179.789	29.492	(-0.011902363104341155, 205.42495157379096)	(4.112296655199448, 25.22531705616888)	-2496	809319.424	N19-Mul/ι1 Sco	N05-Mrg/α Ori	N19-Mul	N05-Mrg	1	4	False	False	False	False
3	-02497-11-17T09:59:30.045	809368.916	299.961	-21.166	235.542	-0.008	121.026	26.056	55.500	4.994	179.947	29.507	(-0.008478367864846868, 235.542123738904)	(4.993684163891198, 55.50038379360339)	-2496	809348.916	N22-Shr/α Aql	N07-Pun/β Gem	N22-Shr	N07-Pun	1	5	False	False	False	False
2	-02497-12-16T22:10:03.128	809398.424	329.938	-12.653	265.404	-0.002	151.425	16.804	85.282	4.393	179.870	29.548	(-0.002450910400457443, 265.4036742717561)	(4.393249356069638, 85.2815954212607)	-2496	809378.424	N23-Dha/γ2 Del	N10-Mag/ζ Leo	N23-Dha	N10-Mag	1	5	False	False	False	False
3	-02496-01-15T11:18:42.390	809427.971	357.323	-1.255	294.838	0.005	178.132	3.690	114.587	2.549	179.746	29.562	(0.004532021655027834, 294.8377906204189)	(2.549018102173742, 114.58681585681273)	-2495	809407.971	N25-PBha/β Peg	N12-UPal/β Leo	N25-PBha	N12-UPal	1	0	False	False	False	False
3	-02496-02-14T00:48:27.767	809457.534	23.985	10.230	323.753	0.011	203.335	-9.899	143.034	0.058	179.283	29.677	(0.01051903263213404, 323.75341797614965)	(0.05753467324837738, 143.03365271985595)	-2495	809437.534	N01-Ash/γ Ari	N15-Swa/α Boo	N01-Ash	N15-Swa	1	0	False	False	False	False
4	-02496-03-14T17:04:02.488	809487.211	52.031	19.352	352.317	0.014	231.158	-21.708	172.116	-2.500	179.808	29.627	(0.01405481381087431, 352.3169024059223)	(-2.5002927902583387, 172.11639338984403)	-2495	809467.211	N03-Kri/* 17 Tau	N17-Anu/δ Sco	N03-Kri	N17-Anu	1	1	False	False	False	False
4	-02496-04-13T08:07:32.602	809516.839	82.060	23.842	20.544	0.014	261.523	-28.118	200.305	-4.312	179.772	29.613	(0.014425933186341736, 20.54402174813641)	(-4.312261159878817, 200.30472917006318)	-2495	809496.839	N05-Mrg/λ Ori	N19-Mul/ν Sco	N05-Mrg	N19-Mul	1	1	False	False	False	False
4	-02496-05-12T22:49:53.228	809546.451	112.698	22.401	48.705	0.012	293.361	-27.348	228.503	-4.991	179.809	29.520	(0.011654501642496576, 48.70486701573611)	(-4.991475653039579, 228.50280037774425)	-2495	809526.451	N07-Pun/α Gem	N21-UAsh/τ Sgr	N07-Pun	N21-UAsh	1	2	False	False	False	False
3	-02496-06-11T11:18:32.167	809575.971	141.734	15.497	76.970	0.006	322.329	-19.938	256.072	-4.394	179.111	29.591	(0.006382655979851912, 76.97014066471996)	(-4.393681550335242, 256.07223733887884)	-2495	809555.971	N10-Mag/ε Leo	N23-Dha/δ Del	N10-Mag	N23-Dha	1	2	False	False	False	False
3	-02496-07-11T01:28:54.767	809605.562	168.945	4.953	105.703	-0.000	349.558	-7.489	285.242	-2.568	179.543	29.555	(-0.00021824344869979666, 105.70306504349375)	(-2.568000120872878, 285.24180676447844)	-2495	809585.562	N12-UPal/* 93 Leo	N24-Sha/λ Aqr	N12-UPal	N24-Sha	1	3	False	False	False	False
3	-02496-08-09T14:48:14.548	809635.117	195.731	-6.840	134.922	-0.007	15.645	6.823	314.838	0.025	179.915	29.430	(-0.006515779344898615, 134.9216200981197)	(0.02460141978664568, 314.8379446939515)	-2495	809615.117	N13-Has/β Crv	N27-Rev/ε Psc	N13-Has	N27-Rev	1	3	False	False	False	False
2	-02496-09-08T01:06:47.472	809664.546	224.137	-17.224	164.527	-0.011	42.340	19.344	343.535	2.543	179.001	29.532	(-0.01086832290947507, 164.52662734158116)	(2.542566136247359, 343.53453654420053)	-2495	809644.546	N16-Vis/α2 Lib	N02-Bha/* 35 Ari	N16-Vis	N02-Bha	1	4	False	False	False	False
3	-02496-10-07T13:52:47.298	809694.078	255.599	-23.364	194.601	-0.012	74.939	27.775	14.482	4.461	179.870	29.434	(-0.012131508701137765, 194.60134141819617)	(4.4610639522454285, 14.482226371329658)	-2495	809674.078	N19-Mul/ζ2 Sco	N05-Mrg/γ Ori	N19-Mul	N05-Mrg	1	4	False	False	False	False
3	-02496-11-06T00:18:20.193	809723.513	288.393	-22.969	224.689	-0.010	108.771	27.934	44.398	4.977	179.697	29.444	(-0.009919628585654231, 224.68927106597457)	(4.9774545765964255, 44.39772484996155)	-2495	809703.513	N21-UAsh/τ Sgr	N07-Pun/α Gem	N21-UAsh	N07-Pun	1	5	False	False	False	False
3	-02496-12-05T10:57:55.050	809752.957	319.409	-16.236	254.612	-0.005	140.505	20.119	74.402	4.020	179.780	29.460	(-0.004743914715693351, 254.61221838027706)	(4.0196223217067715, 74.40187407835964)	-2495	809732.957	N23-Dha/β Del	N09-Asl/ζ Hya	N23-Dha	N09-Asl	1	5	False	False	False	False
3	-02495-01-03T22:00:47.045	809782.417	347.506	-5.574	284.144	0.002	168.238	7.319	104.121	1.888	179.973	29.427	(0.002030752023696363, 284.14371367925713)	(1.888342889434043, 104.12117417605144)	-2494	809762.417	N24-Sha/λ Aqr	N12-UPal/* 93 Leo	N24-Sha	N12-UPal	1	0	False	False	False	False
2	-02495-02-02T08:15:53.316	809811.844	14.057	6.129	313.121	0.009	193.296	-6.536	132.587	-0.682	179.467	29.516	(0.008532618134431109, 313.1207706190183)	(-0.6819595595013058, 132.58673277929236)	-2494	809791.844	N26-UBha/α And	N13-Has/δ Crv	N26-UBha	N13-Has	1	0	False	False	False	False
3	-02495-03-03T20:39:01.913	809841.360	41.292	16.370	341.685	0.013	220.014	-19.210	161.403	-3.090	179.724	29.499	(0.013091087274857497, 341.68539363222345)	(-3.0903219644902573, 161.40259550488716)	-2494	809821.360	N02-Bha/* 35 Ari	N16-Vis/α1 Lib	N02-Bha	N16-Vis	1	1	False	False	False	False
3	-02495-04-02T08:38:05.779	809870.860	70.477	22.798	9.874	0.015	249.024	-27.253	189.193	-4.611	179.329	29.624	(0.0146918230876967, 9.873755394225688)	(-4.611271902761059, 189.19273177196007)	-2494	809850.860	N04-Roh/α Tau	N18-Jye/α Sco	N04-Roh	N18-Jye	1	1	False	False	False	False
4	-02495-05-01T23:36:17.181	809900.484	101.167	23.658	38.036	0.013	281.409	-28.592	217.852	-4.949	179.828	29.622	(0.013084902187820519, 38.03630033248264)	(-4.94861990673561, 217.85249883571683)	-2494	809880.484	N06-Ard/γ Gem	N21-UAsh/φ Sgr	N06-Ard	N21-UAsh	1	2	False	False	False	False
4	-02495-05-31T14:32:20.961	809930.106	131.048	18.640	66.300	0.009	311.958	-22.520	246.064	-3.975	179.774	29.663	(0.008649959092225773, 66.29977055895819)	(-3.974615015189113, 246.06382319237198)	-2494	809910.106	N08-Pus/δ Cnc	N22-Shr/β Aql	N08-Pus	N22-Shr	1	2	False	False	False	False
4	-02495-06-30T06:26:58.230	809959.769	158.940	9.169	94.933	0.002	339.480	-11.018	274.715	-1.915	179.788	29.598	(0.0023562102696990145, 94.93291096261007)	(-1.9148294524784664, 274.714762085087)	-2494	809939.769	N11-PPal/δ Leo	N24-Sha/λ Aqr	N11-PPal	N24-Sha	1	3	False	False	False	False
3	-02495-07-29T20:48:08.504	809989.367	185.665	-2.460	123.992	-0.004	4.510	2.640	303.010	0.637	179.018	29.678	(-0.00427820784614026, 123.9922220040546)	(0.6374352290131381, 303.0095799980211)	-2494	809969.367	N13-Has/γ Crv	N26-UBha/γ Peg	N13-Has	N26-UBha	1	3	False	False	False	False
3	-02495-08-28T13:04:14.135	810019.045	213.434	-13.765	153.665	-0.010	31.866	16.564	333.212	3.158	179.541	29.607	(-0.009543541049859765, 153.66545486775988)	(3.1578948533888234, 333.2117870493001)	-2494	809999.045	N16-Vis/α1 Lib	N01-Ash/β Ari	N16-Vis	N01-Ash	1	4	False	False	False	False
3	-02495-09-27T03:38:06.047	810048.651	243.900	-21.816	183.708	-0.012	62.910	26.451	3.680	4.734	179.963	29.487	(-0.012009100526619269, 183.70756252109697)	(4.734017618269093, 3.679890155481046)	-2494	810028.651	N18-Jye/σ Sco	N04-Roh/γ Tau	N18-Jye	N04-Roh	1	4	False	False	False	True
2	-02495-10-26T15:19:06.080	810078.138	276.598	-23.915	213.843	-0.011	96.402	28.799	33.458	4.882	179.603	29.481	(-0.011037880784905436, 213.84341026290215)	(4.8815535834869435, 33.458389168727045)	-2494	810058.138	N20-PAsh/λ Sgr	N06-Ard/γ Gem	N20-PAsh	N06-Ard	1	5	False	False	False	False
3	-02495-11-25T02:51:59.694	810107.619	308.603	-19.262	243.901	-0.007	129.411	22.747	63.749	3.569	179.837	29.419	(-0.006822327778174763, 243.90136848293992)	(3.569113327764666, 63.74922746825587)	-2494	810087.619	N22-Shr/β Aql	N08-Pus/δ Cnc	N22-Shr	N08-Pus	1	5	False	False	False	False
3	-02495-12-24T12:55:18.037	810137.038	337.651	-9.686	273.561	-0.000	157.879	10.925	93.308	1.232	179.741	29.402	(-0.0004570195665884281, 273.5607442455312)	(1.232246640111552, 93.30825931822442)	-2494	810117.038	N24-Sha/λ Aqr	N10-Mag/α Leo	N24-Sha	N10-Mag	1	0	False	False	False	False
3	-02494-01-22T22:33:47.347	810166.440	4.483	1.938	302.706	0.006	183.747	-3.176	122.539	-1.436	179.831	29.389	(0.006327858336622773, 302.70631120563337)	(-1.436279098072771, 122.5388770338426)	-2493	810146.440	N26-UBha/γ Peg	N13-Has/γ Crv	N26-UBha	N13-Has	1	0	False	False	False	False
3	-02494-02-21T07:54:12.967	810195.829	31.157	12.954	331.318	0.012	209.803	-16.361	151.287	-3.661	179.974	29.363	(0.01171663089515901, 331.31777460685896)	(-3.6614867809474427, 151.2867929231515)	-2493	810175.829	N01-Ash/γ Ari	N15-Swa/α Boo	N01-Ash	N15-Swa	1	1	False	False	False	False
2	-02494-03-22T16:36:25.474	810225.192	59.431	20.995	359.484	0.014	237.917	-25.655	179.108	-4.863	179.634	29.447	(0.014440137145501755, 359.4835248944362)	(-4.8627431184600365, 179.10844450923935)	-2493	810205.192	N03-Kri/* 27 Tau	N17-Anu/δ Sco	N03-Kri	N17-Anu	1	1	True	True	True	True
3	-02494-04-21T03:20:25.719	810254.639	89.638	24.052	27.501	0.014	269.356	-28.856	207.260	-4.819	179.770	29.483	(0.013997813195230628, 27.50142420376407)	(-4.8187251692912625, 207.2597961948915)	-2493	810234.639	N05-Mrg/α Ori	N19-Mul/ι1 Sco	N05-Mrg	N19-Mul	1	1	False	False	False	False
3	-02494-05-20T14:56:29.617	810284.123	119.933	21.173	55.563	0.011	300.016	-24.777	234.896	-3.555	179.344	29.663	(0.010544981485925734, 55.56319894089808)	(-3.554736846115307, 234.89616636681464)	-2493	810264.123	N07-Pun/β Gem	N22-Shr/α Aql	N07-Pun	N22-Shr	1	2	False	False	False	False
4	-02494-06-19T06:50:44.315	810313.785	148.591	13.145	84.046	0.005	328.858	-14.402	263.844	-1.274	179.807	29.700	(0.004805339369625214, 84.04576645584186)	(-1.2738392239693703, 263.8443649208474)	-2493	810293.785	N10-Mag/ζ Leo	N23-Dha/γ2 Del	N10-Mag	N23-Dha	1	2	False	False	False	False
4	-02494-07-18T23:38:41.750	810343.485	175.615	2.017	113.007	-0.002	354.831	-0.880	292.749	1.359	179.745	29.744	(-0.001896467509819926, 113.00706315387279)	(1.3594410331488709, 292.7489894993014)	-2493	810323.485	N12-UPal/β Leo	N25-PBha/α Peg	N12-UPal	N25-PBha	1	3	False	False	False	False
4	-02494-08-17T17:30:36.949	810373.230	202.820	-9.764	142.549	-0.008	21.209	13.058	322.336	3.655	179.784	29.660	(-0.007882108155541264, 142.54909830649373)	(3.6546163251025345, 322.33558102728324)	-2493	810353.230	N15-Swa/α Boo	N27-Rev/ε Psc	N15-Swa	N27-Rev	1	3	False	False	False	False
3	-02494-09-16T09:21:26.820	810402.890	232.192	-19.389	172.501	-0.012	49.893	23.861	351.594	4.883	179.085	29.709	(-0.011547387216894642, 172.50132819213948)	(4.883007237075687, 351.59416454725886)	-2493	810382.890	N17-Anu/δ Sco	N02-Bha/* 39 Ari	N17-Anu	N02-Bha	1	4	False	False	False	False
3	-02494-10-16T02:22:31.942	810432.599	264.514	-23.948	202.816	-0.012	83.868	28.605	22.445	4.690	179.618	29.615	(-0.011905678938367522, 202.81573288262786)	(4.689622786543482, 22.444654048705136)	-2493	810412.599	N19-Mul/λ Sco	N05-Mrg/λ Ori	N19-Mul	N05-Mrg	1	4	False	False	False	False
