planet,jd,date,elong
Saturn,1502037.5006828704,-600-05-04T00:00:59.000,282.48686228474804
Saturn,1502038.5006828704,-600-05-05T00:00:59.000,282.46929879521156
Saturn,1502039.5006828704,-600-05-06T00:00:59.000,282.4501585425811
Saturn,1502040.5006828704,-600-05-07T00:00:59.000,282.429450156033
Saturn,1502041.5006828704,-600-05-08T00:00:59.000,282.4071828975334
Saturn,1502042.5006828704,-600-05-09T00:00:59.000,282.3833666679822
Saturn,1502043.5006828704,-600-05-10T00:00:59.000,282.3580120129964
Saturn,1502044.5006828704,-600-05-11T00:00:59.000,282.33113012827187
Saturn,1502045.5006828704,-600-05-12T00:00:59.000,282.30273286462256
Saturn,1502046.5006828704,-600-05-13T00:00:59.000,282.27283273262174
Saturn,1502047.5006828704,-600-05-14T00:00:59.000,282.2414429067449
Saturn,1502048.5006828704,-600-05-15T00:00:59.000,282.2085772291876
Saturn,1502049.5006828704,-600-05-16T00:00:59.000,282.1742502131088
Saturn,1502050.5006828704,-600-05-17T00:00:59.000,282.13847704547277
Saturn,1502051.5006828704,-600-05-18T00:00:59.000,282.1012735893985
Saturn,1502052.5006828704,-600-05-19T00:00:59.000,282.0626563859205
Saturn,1502053.5006828704,-600-05-20T00:00:59.000,282.02264265529016
Saturn,1502054.5006828704,-600-05-21T00:00:59.000,281.98125029773365
Saturn,1502055.5006828704,-600-05-22T00:00:59.000,281.9384978935542
Saturn,1502056.5006828704,-600-05-23T00:00:59.000,281.89440470278646
Saturn,1502057.5006828704,-600-05-24T00:00:59.000,281.84899066411947
Saturn,1502058.5006828704,-600-05-25T00:00:59.000,281.8022763932991
Saturn,1502059.5006828704,-600-05-26T00:00:59.000,281.75428318090417
Saturn,1502060.5006828704,-600-05-27T00:00:59.000,281.70503298940173
Saturn,1502061.5006828704,-600-05-28T00:00:59.000,281.65454844963375
Saturn,1502062.5006828704,-600-05-29T00:00:59.000,281.6028528566435
Saturn,1502063.5006828704,-600-05-30T00:00:59.000,281.549970164731
Saturn,1502064.5006828704,-600-05-31T00:00:59.000,281.4959249819743
Saturn,1502065.5006828704,-600-06-01T00:00:59.000,281.4407425639104
Saturn,1502066.5006828704,-600-06-02T00:00:59.000,281.3844488066187
Saturn,1502067.5006828704,-600-06-03T00:00:59.000,281.32707023910405
