jd	date	year	event	sun_lon	obj_lon
1545494.472210648	-481-04-30	-481	evening_first_visibility	33.12	41.0
1545750.8055439813	-480-01-12	-480	evening_last_visibility	286.88	292.93
1545757.8055439813	-480-01-19	-480	morning_first_visibility	293.47	288.9
1546009.2499884258	-480-09-28	-480	morning_last_visibility	179.43	171.72
1546083.1666550925	-480-12-11	-480	evening_first_visibility	255.13	265.47
1546320.1944328703	-479-08-04	-479	evening_last_visibility	125.47	144.98
1546340.1944328703	-479-08-24	-479	morning_first_visibility	144.42	134.67
1546573.222210648	-478-04-13	-478	morning_last_visibility	16.53	1.33
1546662.1388773147	-478-07-11	-478	evening_first_visibility	102.07	111.37
1546918.1666550925	-477-03-23	-477	evening_last_visibility	356.55	3.93
1546926.1666550925	-477-03-31	-477	morning_first_visibility	3.78	359.27
1547178.9166550925	-477-12-11	-477	morning_last_visibility	253.9	245.38
1547248.1110995368	-476-02-18	-476	evening_first_visibility	323.95	332.25
1547489.5555439813	-476-10-17	-476	evening_last_visibility	199.13	218.85
1547507.8610995368	-476-11-05	-476	morning_first_visibility	217.92	209.15
1547760.8888773147	-475-07-14	-475	morning_last_visibility	104.62	95.97
1547838.8055439813	-475-10-01	-475	evening_first_visibility	182.77	195.2
1548082.5277662035	-474-05-31	-474	evening_last_visibility	62.95	70.85
1548096.833321759	-474-06-15	-474	morning_first_visibility	76.63	62.47
1548334.8610995368	-473-02-09	-473	morning_last_visibility	314.8	302.32
1548414.472210648	-473-04-28	-473	evening_first_visibility	31.25	39.2
1548670.8055439813	-472-01-10	-472	evening_last_visibility	284.92	290.32
1548676.8055439813	-472-01-16	-472	morning_first_visibility	290.5	286.87
1548928.2499884258	-472-09-25	-472	morning_last_visibility	176.48	168.62
1549003.1666550925	-472-12-09	-472	evening_first_visibility	253.13	263.62
1549240.1944328703	-471-08-02	-471	evening_last_visibility	123.58	142.57
1549260.1944328703	-471-08-22	-471	morning_first_visibility	142.52	132.17
1549492.222210648	-470-04-10	-470	morning_last_visibility	13.72	358.33
1549581.1388773147	-470-07-08	-470	evening_first_visibility	99.25	108.33
1549838.1666550925	-469-03-21	-469	evening_last_visibility	354.68	1.57
1549845.1666550925	-469-03-28	-469	morning_first_visibility	0.95	357.52
1550098.9166550925	-469-12-09	-469	morning_last_visibility	251.92	243.55
1550167.1110995368	-468-02-15	-468	evening_first_visibility	321.03	329.2
1550408.5555439813	-468-10-14	-468	evening_last_visibility	196.17	216.52
1550426.8610995368	-468-11-02	-468	morning_first_visibility	214.93	206.95
1550680.8888773147	-467-07-12	-467	morning_last_visibility	102.77	94.18
1550757.4999884258	-467-09-28	-467	evening_first_visibility	179.82	192.12
1551001.5277662035	-466-05-28	-466	evening_last_visibility	60.17	69.1
1551016.833321759	-466-06-13	-466	morning_first_visibility	74.8	60.17
1551254.8610995368	-465-02-07	-465	morning_last_visibility	312.87	300.5
1551334.472210648	-465-04-26	-465	evening_first_visibility	29.4	37.43
1551590.8055439813	-464-01-08	-464	evening_last_visibility	282.95	287.67
1551596.8055439813	-464-01-14	-464	morning_first_visibility	288.55	284.22
1551848.2499884258	-464-09-23	-464	morning_last_visibility	174.55	166.8
1551923.1666550925	-464-12-07	-464	evening_first_visibility	251.17	261.78
1552160.8888773147	-463-07-31	-463	evening_last_visibility	121.72	140.15
1552180.1944328703	-463-08-20	-463	morning_first_visibility	140.62	129.67
1552412.222210648	-462-04-08	-462	morning_last_visibility	11.87	356.55
1552500.1388773147	-462-07-05	-462	evening_first_visibility	96.43	105.3
1552758.1666550925	-461-03-19	-461	evening_last_visibility	352.78	359.17
1552765.1666550925	-461-03-26	-461	morning_first_visibility	359.07	355.12
1553018.9166550925	-461-12-07	-461	morning_last_visibility	249.93	241.7
1553087.1110995368	-460-02-13	-460	evening_first_visibility	319.12	327.4
1553327.5555439813	-460-10-11	-460	evening_last_visibility	193.18	214.17
1553347.5555439813	-460-10-31	-460	morning_first_visibility	212.93	204.18
1553599.8888773147	-459-07-09	-459	morning_last_visibility	99.93	91.15
1553676.4999884258	-459-09-25	-459	evening_first_visibility	176.87	189.03
1553921.5277662035	-458-05-26	-458	evening_last_visibility	58.32	66.78
1553935.833321759	-458-06-10	-458	morning_first_visibility	72.0	58.35
1554174.8610995368	-457-02-05	-457	morning_last_visibility	310.93	298.68
1554254.472210648	-457-04-24	-457	evening_first_visibility	27.55	35.63
1554509.8055439813	-456-01-05	-456	evening_last_visibility	279.95	285.58
1554516.8055439813	-456-01-12	-456	morning_first_visibility	286.57	281.55
1554767.2499884258	-456-09-20	-456	morning_last_visibility	171.58	163.7
1554843.1666550925	-456-12-05	-456	evening_first_visibility	249.17	259.93
1555080.8888773147	-455-07-29	-455	evening_last_visibility	119.83	137.75
1555100.1944328703	-455-08-18	-455	morning_first_visibility	138.72	127.2
1555332.222210648	-454-04-06	-454	morning_last_visibility	9.98	354.75
1555420.1388773147	-454-07-03	-454	evening_first_visibility	94.58	103.52
1555677.1666550925	-453-03-16	-453	evening_last_visibility	349.92	357.37
1555684.1666550925	-453-03-23	-453	morning_first_visibility	356.22	353.33
1555937.9166550925	-453-12-04	-453	morning_last_visibility	246.92	238.58
1556007.1110995368	-452-02-11	-452	evening_first_visibility	317.18	325.58
1556247.5555439813	-452-10-09	-452	evening_last_visibility	191.23	211.57
1556267.5555439813	-452-10-29	-452	morning_first_visibility	210.97	201.45
1556518.8888773147	-451-07-06	-451	morning_last_visibility	97.12	88.13
1556596.4999884258	-451-09-23	-451	evening_first_visibility	174.93	187.2
1556841.5277662035	-450-05-24	-450	evening_last_visibility	56.47	64.47
1556855.833321759	-450-06-08	-450	morning_first_visibility	70.17	56.05
1557094.8610995368	-449-02-03	-449	morning_last_visibility	309.0	296.87
1557173.472210648	-449-04-21	-449	evening_first_visibility	24.73	32.63
1557429.8055439813	-448-01-03	-448	evening_last_visibility	278.0	282.93
1557436.8055439813	-448-01-10	-448	morning_first_visibility	284.62	278.9
1557687.2499884258	-448-09-18	-448	morning_last_visibility	169.65	161.87
1557763.1666550925	-448-12-03	-448	evening_first_visibility	247.18	258.12
1558000.8888773147	-447-07-27	-447	evening_last_visibility	117.97	135.35
1558019.1944328703	-447-08-15	-447	morning_first_visibility	135.85	125.25
1558251.222210648	-446-04-03	-446	morning_last_visibility	7.17	351.75
1558340.1388773147	-446-07-01	-446	evening_first_visibility	92.73	101.73
1558597.1666550925	-445-03-14	-445	evening_last_visibility	348.03	354.98
1558604.1666550925	-445-03-21	-445	morning_first_visibility	354.33	350.93
1558857.9166550925	-445-12-02	-445	morning_last_visibility	244.95	236.75
1558926.1110995368	-444-02-08	-444	evening_first_visibility	314.25	322.52
1559166.5555439813	-444-10-06	-444	evening_last_visibility	188.27	209.22
1559186.5555439813	-444-10-26	-444	morning_first_visibility	207.97	199.25
1559437.8888773147	-443-07-03	-443	morning_last_visibility	94.32	85.12
1559515.4999884258	-443-09-20	-443	evening_first_visibility	171.98	184.13
1559761.5277662035	-442-05-22	-442	evening_last_visibility	54.63	62.15
1559774.833321759	-442-06-05	-442	morning_first_visibility	67.37	54.23
1560014.8610995368	-441-02-01	-441	morning_last_visibility	307.05	295.03
1560093.472210648	-441-04-19	-441	evening_first_visibility	22.88	30.85
1560347.9166550925	-441-12-31	-441	evening_last_visibility	275.0	280.83
1560347.9166550925	-441-12-31	-440	evening_last_visibility	275.0	280.83
1560355.8055439813	-440-01-07	-440	morning_first_visibility	281.63	276.82
1560607.2499884258	-440-09-16	-440	morning_last_visibility	167.72	160.03
1560683.1666550925	-440-12-01	-440	evening_first_visibility	245.2	256.27
1560920.8888773147	-439-07-25	-439	evening_last_visibility	116.08	132.95
1560939.1944328703	-439-08-13	-439	morning_first_visibility	133.93	122.77
1561171.222210648	-438-04-01	-438	morning_last_visibility	5.28	349.95
1561258.833321759	-438-06-28	-438	evening_first_visibility	89.92	98.68
1561517.1666550925	-437-03-12	-437	evening_last_visibility	346.13	352.58
1561523.1666550925	-437-03-18	-437	morning_first_visibility	351.47	349.13
1561777.6110995368	-437-11-30	-437	morning_last_visibility	242.95	234.9
1561846.1110995368	-436-02-06	-436	evening_first_visibility	312.3	320.7
1562085.5555439813	-436-10-03	-436	evening_last_visibility	185.3	206.87
1562106.5555439813	-436-10-24	-436	morning_first_visibility	205.98	196.5
1562356.583321759	-435-06-30	-435	morning_last_visibility	91.5	82.08
1562434.4999884258	-435-09-17	-435	evening_first_visibility	169.05	181.05
1562681.5277662035	-434-05-20	-434	evening_last_visibility	52.78	59.83
1562694.833321759	-434-06-03	-434	morning_first_visibility	65.53	51.95
1562935.5555439813	-433-01-30	-433	morning_last_visibility	305.1	293.22
1563013.472210648	-433-04-17	-433	evening_first_visibility	21.02	29.07
1563267.9166550925	-433-12-29	-433	evening_last_visibility	273.02	278.13
1563275.8055439813	-432-01-05	-432	morning_first_visibility	279.67	274.12
1563526.2499884258	-432-09-13	-432	morning_last_visibility	164.78	156.95
1563601.8610995368	-432-11-28	-432	evening_first_visibility	242.2	253.17
1563839.8888773147	-431-07-22	-431	evening_last_visibility	113.27	130.93
1563859.1944328703	-431-08-11	-431	morning_first_visibility	132.05	120.32
1564091.9166550925	-430-03-30	-430	morning_last_visibility	3.42	348.17
1564178.833321759	-430-06-26	-430	evening_first_visibility	88.07	96.92
1564436.1666550925	-429-03-09	-429	evening_last_visibility	343.27	350.78
1564443.1666550925	-429-03-16	-429	morning_first_visibility	349.58	346.72
1564696.6110995368	-429-11-27	-429	morning_last_visibility	239.95	231.8
1564766.1110995368	-428-02-04	-428	evening_first_visibility	310.38	318.88
1565004.2499884258	-428-09-30	-428	evening_last_visibility	182.35	204.55
1565025.5555439813	-428-10-21	-428	morning_first_visibility	203.02	194.35
1565275.583321759	-427-06-27	-427	morning_last_visibility	88.7	79.08
1565353.4999884258	-427-09-14	-427	evening_first_visibility	166.13	177.98
1565600.5277662035	-426-05-17	-426	evening_last_visibility	50.0	58.08
1565614.833321759	-426-06-01	-426	morning_first_visibility	63.68	49.67
1565855.5555439813	-425-01-28	-425	morning_last_visibility	303.17	291.4
1565932.472210648	-425-04-14	-425	evening_first_visibility	18.2	26.05
1566186.9166550925	-425-12-26	-425	evening_last_visibility	270.03	276.03
1566195.8055439813	-424-01-03	-424	morning_first_visibility	277.7	271.43
1566446.2499884258	-424-09-11	-424	morning_last_visibility	162.87	155.13
1566521.8610995368	-424-11-26	-424	evening_first_visibility	240.2	251.33
1566759.8888773147	-423-07-20	-423	evening_last_visibility	111.38	128.55
1566778.1944328703	-423-08-08	-423	morning_first_visibility	129.2	118.38
1567011.9166550925	-422-03-28	-422	morning_last_visibility	1.53	346.38
1567097.833321759	-422-06-23	-422	evening_first_visibility	85.27	93.88
1567356.1666550925	-421-03-07	-421	evening_last_visibility	341.35	348.35
1567363.1666550925	-421-03-14	-421	morning_first_visibility	347.7	344.3
1567616.6110995368	-421-11-25	-421	morning_last_visibility	237.95	229.95
1567686.1110995368	-420-02-02	-420	evening_first_visibility	308.42	317.07
1567923.2499884258	-420-09-27	-420	evening_last_visibility	179.4	202.2
1567945.5555439813	-420-10-19	-420	morning_first_visibility	201.03	191.62
1568194.583321759	-419-06-24	-419	morning_last_visibility	85.88	76.05
1568272.4999884258	-419-09-11	-419	evening_first_visibility	163.2	174.9
1568520.5277662035	-418-05-15	-418	evening_last_visibility	48.13	55.77
1568534.5277662035	-418-05-29	-418	morning_first_visibility	60.88	47.85
1568776.5555439813	-417-01-27	-417	morning_last_visibility	302.22	290.82
1568852.472210648	-417-04-12	-417	evening_first_visibility	16.33	24.25
1569106.9166550925	-417-12-24	-417	evening_last_visibility	268.05	273.32
1569113.9166550925	-417-12-31	-417	morning_first_visibility	274.7	269.3
1569365.2499884258	-416-09-08	-416	morning_last_visibility	159.95	152.05
1569441.8610995368	-416-11-24	-416	evening_first_visibility	238.22	249.48
1569679.8888773147	-415-07-18	-415	evening_last_visibility	109.52	126.15
1569698.1944328703	-415-08-06	-415	morning_first_visibility	127.3	115.93
1569931.9166550925	-414-03-26	-414	morning_last_visibility	359.67	344.58
1570017.833321759	-414-06-21	-414	evening_first_visibility	83.42	92.1
1570276.1666550925	-413-03-05	-413	evening_last_visibility	339.45	345.93
1570282.1666550925	-413-03-11	-413	morning_first_visibility	344.83	342.5
1570536.6110995368	-413-11-23	-413	morning_last_visibility	235.97	228.12
1570605.8055439813	-412-01-30	-412	evening_first_visibility	305.48	314.0
1570843.2499884258	-412-09-25	-412	evening_last_visibility	177.45	199.63
1570864.5555439813	-412-10-16	-412	morning_first_visibility	198.07	189.43
1571113.583321759	-411-06-21	-411	morning_last_visibility	83.1	73.05
1571191.4999884258	-411-09-08	-411	evening_first_visibility	160.3	171.83
1571440.5277662035	-410-05-13	-410	evening_last_visibility	46.3	53.48
1571454.5277662035	-410-05-27	-410	morning_first_visibility	59.07	45.58
1571696.5555439813	-409-01-25	-409	morning_last_visibility	300.27	289.0
1571772.472210648	-409-04-10	-409	evening_first_visibility	14.48	22.48
1572025.9166550925	-409-12-21	-409	evening_last_visibility	265.05	271.2
1572033.9166550925	-409-12-29	-409	morning_first_visibility	272.72	266.6
1572285.2499884258	-408-09-06	-408	morning_last_visibility	158.03	150.23
1572361.8610995368	-408-11-22	-408	evening_first_visibility	236.23	247.65
1572599.8888773147	-407-07-16	-407	evening_last_visibility	107.67	123.78
1572618.1944328703	-407-08-04	-407	morning_first_visibility	125.43	113.53
1572851.9166550925	-406-03-24	-406	morning_last_visibility	357.78	342.8
1572936.833321759	-406-06-18	-406	evening_first_visibility	80.62	89.08
1573196.1666550925	-405-03-03	-405	evening_last_visibility	337.55	343.48
1573202.1666550925	-405-03-09	-405	morning_first_visibility	342.93	340.05
1573455.6110995368	-405-11-20	-405	morning_last_visibility	232.97	225.0
1573525.8055439813	-404-01-28	-404	evening_first_visibility	303.53	312.18
1573762.2499884258	-404-09-22	-404	evening_last_visibility	174.52	197.32
1573784.5555439813	-404-10-14	-404	morning_first_visibility	196.08	186.73
1574032.583321759	-403-06-18	-403	morning_last_visibility	80.28	70.03
1574111.4999884258	-403-09-06	-403	evening_first_visibility	158.37	170.0
1574360.5277662035	-402-05-11	-402	evening_last_visibility	44.45	51.15
1574373.5277662035	-402-05-24	-402	morning_first_visibility	56.25	43.75
1574616.5555439813	-401-01-23	-401	morning_last_visibility	298.32	287.17
1574692.472210648	-401-04-08	-401	evening_first_visibility	12.6	20.68
1574944.9166550925	-401-12-18	-401	evening_last_visibility	262.05	269.07
1574953.9166550925	-401-12-27	-401	morning_first_visibility	270.75	263.88
1575205.2499884258	-400-09-04	-400	morning_last_visibility	156.1	148.4
1575281.8610995368	-400-11-20	-400	evening_first_visibility	234.23	245.8
