xm,yr,dt,jd,slon,mlon,smgap
1,-2433,-2433-12-19,832757.1361413929,249.05,72.71,-176.33
0,-2432,-2432-09-25,833037.4479514499,162.49,171.73,9.23
1,-2432,-2432-10-09,833052.2129506926,177.47,356.92,179.45
1,-2432,-2432-11-08,833081.995731128,207.88,29.11,-178.77
0,-2432,-2432-11-23,833096.760731963,222.97,233.28,10.31
1,-2432,-2432-12-08,833111.3660996411,237.86,55.41,177.54
0,-2432,-2432-12-22,833126.1311004716,252.84,258.16,5.32
1,-2431,-2431-09-29,833406.6307941356,166.48,349.15,-177.33
0,-2431,-2431-10-14,833421.3957949664,181.49,188.83,7.35
1,-2431,-2431-10-28,833435.9803560283,196.37,15.39,179.02
0,-2431,-2431-11-12,833450.7453568632,211.47,216.77,5.31
1,-2431,-2431-11-27,833465.3131291129,226.35,39.74,173.39
0,-2431,-2431-12-11,833480.0781299433,241.39,242.86,1.47
0,-2430,-2430-10-02,833774.8309767987,169.47,158.83,-10.65
1,-2430,-2430-10-17,833789.595975968,184.5,358.39,173.9
0,-2430,-2430-11-01,833804.4111119346,199.63,191.73,-7.9
1,-2430,-2430-11-15,833819.1761110998,214.72,27.12,172.4
0,-2430,-2430-12-01,833834.3456675262,230.22,228.91,-1.3
1,-2430,-2430-12-15,833849.1106666961,245.24,59.34,174.1
1,-2429,-2429-10-07,834144.4429322601,173.91,356.57,-177.34
0,-2429,-2429-10-21,834159.2079330906,188.95,182.99,-5.96
1,-2429,-2429-11-05,834174.2578273874,204.33,28.71,-175.62
0,-2429,-2429-11-20,834189.0228282219,219.42,217.41,-2.02
1,-2429,-2429-12-05,834204.2771303845,234.99,61.65,-173.34
0,-2429,-2429-12-20,834219.0421312145,249.99,255.9,5.91
1,-2428,-2428-09-26,834499.3279481146,163.4,353.8,-169.6
0,-2428,-2428-10-10,834514.0929489447,178.39,178.21,-0.18
1,-2428,-2428-10-25,834528.8531422869,193.44,23.14,-170.3
0,-2428,-2428-11-09,834543.6181425396,208.54,208.75,0.21
0,-2428,-2428-12-08,834573.1450788688,238.68,237.25,-1.42
1,-2428,-2428-12-23,834587.9100758152,253.66,79,-174.66
0,-2427,-2427-09-30,834868.4637329255,167.35,171.15,3.8
1,-2427,-2427-10-14,834883.2287320956,182.35,11.77,-170.58
0,-2427,-2427-10-29,834897.6736403969,197.1,194.54,-2.56
1,-2427,-2427-11-13,834912.4386395628,212.19,36.22,-175.98
0,-2427,-2427-11-27,834926.9651735786,227.03,218.16,-8.87
1,-2427,-2427-12-12,834941.7301727489,242.07,62.52,-179.56
1,-2426,-2426-10-03,835236.5291442985,170.21,339.49,169.28
0,-2426,-2426-10-18,835251.2941451282,185.24,178.28,-6.96
1,-2426,-2426-11-01,835266.2586198373,200.52,14.64,174.12
0,-2426,-2426-11-16,835281.0236206711,215.61,206.59,-9.02
1,-2426,-2426-12-01,835296.0087311006,230.91,49.71,178.79
0,-2426,-2426-12-16,835310.77373193,245.94,237,-8.94
0,-2425,-2425-10-07,835606.1562124102,174.66,176.46,1.8
1,-2425,-2425-10-22,835620.9212115805,189.71,4.67,174.96
0,-2425,-2425-11-06,835636.2030677218,205.32,209.86,4.54
1,-2425,-2425-11-21,835650.9680668882,220.42,43.51,-176.91
0,-2425,-2425-12-06,835665.9409239573,235.69,238.98,3.29
1,-2425,-2425-12-21,835680.7059231282,250.69,76.73,-173.96
0,-2424,-2424-09-26,835961.0388816795,164.16,173.76,9.6
1,-2424,-2424-10-11,835975.8038808502,179.15,358.62,179.47
0,-2424,-2424-10-26,835990.7893920065,194.43,205.74,11.3
1,-2424,-2424-11-10,836005.554391173,209.53,30.58,-178.95
0,-2424,-2424-11-24,836020.1295476131,224.42,230,5.57
1,-2424,-2424-12-09,836034.8945467841,239.47,59.87,-179.6
1,-2423,-2423-09-30,836330.0051604509,167.93,347.68,179.75
0,-2423,-2423-10-15,836344.7701612802,182.94,190.09,7.15
1,-2423,-2423-10-30,836359.318410694,197.79,11.75,173.96
0,-2423,-2423-11-13,836374.0834115273,212.89,215.6,2.71
1,-2423,-2423-11-28,836388.7196755857,227.84,38.56,170.71
0,-2423,-2423-12-13,836403.4846764146,242.88,244.18,1.3
0,-2422,-2422-10-04,836698.3111594709,171.04,163.37,-7.67
1,-2422,-2422-10-18,836713.076158642,186.06,357.73,171.66
0,-2422,-2422-11-02,836727.9806055536,201.29,195.68,-5.61
1,-2422,-2422-11-17,836742.7456047204,216.39,25.72,169.34
0,-2422,-2422-12-02,836758.0077568372,231.97,233.7,1.73
1,-2422,-2422-12-17,836772.7727560084,246.98,59.83,172.84
1,-2421,-2421-10-08,837068.1004418866,175.66,358.9,-176.76
0,-2421,-2421-10-23,837082.8654427155,190.71,188.78,-1.93
1,-2421,-2421-11-07,837097.8723673043,206.05,28.52,-177.52
0,-2421,-2421-11-22,837112.6373681371,221.14,225,3.85
1,-2421,-2421-12-07,837127.8026272058,236.61,60.12,-176.49
0,-2421,-2421-12-22,837142.5676280344,251.6,262.05,10.45
1,-2420,-2420-09-27,837422.9748826054,165.14,357.32,-167.82
0,-2420,-2420-10-12,837437.739883434,180.14,182.84,2.7
1,-2420,-2420-10-27,837452.4442488899,195.14,23.26,-171.88
0,-2420,-2420-11-10,837467.2092497225,210.23,211.89,1.66
1,-2420,-2420-11-25,837481.89092778,225.23,50.49,-174.75
0,-2420,-2420-12-10,837496.6559259737,240.28,242.82,2.54
0,-2419,-2419-10-01,837791.7638446315,168.73,167.23,-1.5
1,-2419,-2419-10-16,837806.5288438031,183.75,10.08,-173.66
0,-2419,-2419-10-30,837821.0049242004,198.52,191.13,-7.39
1,-2419,-2419-11-14,837835.7699233678,213.62,35.81,-177.81
0,-2419,-2419-11-29,837850.3470697327,228.51,218.77,-9.74
1,-2419,-2419-12-13,837865.1120689046,243.54,62.49,178.94
1,-2418,-2418-10-04,838160.0594423909,171.82,345.86,174.04
0,-2418,-2418-10-19,838174.8244432193,186.86,176.47,-10.39
1,-2418,-2418-11-03,838189.9105496904,202.27,21.49,179.22
0,-2418,-2418-11-18,838204.675550523,217.37,208.46,-8.91
1,-2418,-2418-12-03,838219.7153445546,232.72,54.42,-178.31
0,-2418,-2418-12-18,838234.4803453826,247.74,240.35,-7.38
0,-2417,-2417-10-09,838529.7643519687,176.36,177.08,0.73
1,-2417,-2417-10-24,838544.5293511606,191.41,9.08,177.67
0,-2417,-2417-11-08,838559.7736015813,206.99,209.64,2.65
1,-2417,-2417-11-23,838574.5386007491,222.08,47.38,-174.7
0,-2417,-2417-12-08,838589.4540853793,237.3,239.01,1.71
1,-2417,-2417-12-22,838604.2190845514,252.28,81.36,-170.92
0,-2416,-2416-09-28,838884.6756296756,165.87,176.97,11.1
1,-2416,-2416-10-13,838899.4406288478,180.87,2.55,-178.32
0,-2416,-2416-10-28,838914.3651961483,196.1,205.74,9.64
1,-2416,-2416-11-11,838929.1301953163,211.19,37.23,-173.96
0,-2416,-2416-11-26,838943.6773414632,226.06,230.31,4.25
1,-2416,-2416-12-11,838958.4423406356,241.1,63.73,-177.37
1,-2415,-2415-10-02,839253.2898294039,169.29,343.96,174.67
0,-2415,-2415-10-16,839268.0548302315,184.3,188,3.7
1,-2415,-2415-10-31,839282.5964256879,199.15,9.12,169.97
0,-2415,-2415-11-15,839297.3614265197,214.25,214.42,0.18
1,-2415,-2415-11-29,839312.0849306767,229.28,39.56,170.28
0,-2415,-2415-12-14,839326.8499315041,244.31,240.95,-3.36
0,-2414,-2414-10-05,839621.9160037782,172.72,168.47,-4.25
1,-2414,-2414-10-20,839636.6810029508,187.75,356.56,168.81
0,-2414,-2414-11-04,839651.6559924224,203.05,203.06,0.01
1,-2414,-2414-11-19,839666.4209915907,218.15,26.65,168.5
0,-2414,-2414-12-04,839681.7068109252,233.75,239.31,5.56
1,-2414,-2414-12-19,839696.471810098,248.76,62.6,173.85
0,-2413,-2413-09-25,839976.9403416293,162.36,163.21,0.85
1,-2413,-2413-10-10,839991.7053408021,177.34,357.47,-179.87
1,-2413,-2413-11-09,840021.4616429285,207.72,26.96,179.24
0,-2413,-2413-11-23,840036.22664376,222.81,228.86,6.05
1,-2413,-2413-12-09,840051.3096679018,238.19,59.3,-178.89
0,-2413,-2413-12-23,840066.0746687287,253.17,262.81,9.64
1,-2412,-2412-09-29,840346.6118064693,166.84,356.87,-169.97
0,-2412,-2412-10-14,840361.3768072963,181.85,188.46,6.61
1,-2412,-2412-10-28,840376.0235514628,196.79,23.92,-172.87
0,-2412,-2412-11-12,840390.788552294,211.89,217.8,5.91
1,-2412,-2412-11-27,840405.4223268218,226.84,48.2,-178.64
0,-2412,-2412-12-11,840420.1873276486,241.88,246.32,4.44
0,-2411,-2411-10-02,840714.9872003109,170.01,163.21,-6.8
1,-2411,-2411-10-17,840729.7521994842,185.04,7.65,-177.39
0,-2411,-2411-11-01,840744.2886238624,199.88,190.51,-9.37
1,-2411,-2411-11-15,840759.0536230314,214.97,33.73,178.76
0,-2411,-2411-11-30,840773.7623490358,230,219.97,-10.03
1,-2411,-2411-12-15,840788.5273482092,245.03,58.97,173.94
1,-2410,-2410-10-06,841083.7047677819,173.55,350.64,177.09
0,-2410,-2410-10-21,841098.4697686086,188.59,178.19,-10.4
1,-2410,-2410-11-05,841113.5962402583,204.04,25.2,-178.84
0,-2410,-2410-11-20,841128.3612410892,219.14,211.16,-7.97
1,-2410,-2410-12-05,841143.4286333352,234.51,57.99,-176.52
0,-2410,-2410-12-19,841158.1936341616,249.51,244.04,-5.47
1,-2409,-2409-09-26,841438.6078793502,163.06,343.83,-179.23
0,-2409,-2409-10-11,841453.3728801975,178.05,176.92,-1.13
1,-2409,-2409-10-26,841468.5674226537,193.54,21.32,-172.22
0,-2409,-2409-11-10,841483.332423481,208.63,209.29,0.66
0,-2409,-2409-12-09,841512.9497686491,238.86,237.57,-1.29
1,-2409,-2409-12-24,841527.714767809,253.84,81.99,-171.86
0,-2408,-2408-09-30,841808.2963815622,167.57,176.5,8.93
1,-2408,-2408-10-14,841823.061380736,182.57,10.02,-172.55
0,-2408,-2408-10-29,841837.9004709624,197.72,203.91,6.19
1,-2408,-2408-11-13,841852.665470132,212.82,40.82,-172
0,-2408,-2408-11-27,841867.1435628847,227.61,227.16,-0.44
1,-2408,-2408-12-12,841881.9085620586,242.64,68.47,-174.17
1,-2407,-2407-10-03,842176.5630374982,170.64,341.57,170.93
0,-2407,-2407-10-18,842191.3280383244,185.66,186.22,0.57
1,-2407,-2407-11-01,842205.9269519799,200.57,10.55,169.98
0,-2407,-2407-11-16,842220.6919528103,215.67,211.76,-3.91
1,-2407,-2407-12-01,842235.5216667146,230.81,40.65,169.84
0,-2407,-2407-12-16,842250.2866675404,245.83,239.06,-6.78
0,-2406,-2406-10-07,842545.5650662702,174.45,175.13,0.68
1,-2406,-2406-10-22,842560.3300654441,189.49,358.24,168.75
0,-2406,-2406-11-06,842575.3503459899,204.84,206.89,2.05
1,-2406,-2406-11-20,842590.1153451597,219.94,31.76,171.82
0,-2406,-2406-12-06,842605.3951269697,235.53,241.3,5.77
1,-2406,-2406-12-20,842620.1601261438,250.53,69.67,179.15
0,-2405,-2405-09-27,842900.5382394276,164.04,170.58,6.55
1,-2405,-2405-10-12,842915.3032386018,179.03,357.49,178.46
0,-2405,-2405-10-27,842930.2906945408,194.31,203.19,8.88
1,-2405,-2405-11-10,842945.0556937108,209.4,28.89,179.49
0,-2405,-2405-11-25,842960.0953409193,224.77,235.59,10.81
1,-2405,-2405-12-10,842974.8603400937,239.83,61.03,-178.8
1,-2404,-2404-09-30,843270.1705694641,168.48,357.16,-171.32
0,-2404,-2404-10-15,843284.9355702896,183.49,192.84,9.35
1,-2404,-2404-10-30,843299.4904799768,198.35,20.39,-177.96
0,-2404,-2404-11-13,843314.2554808065,213.45,220.89,7.44
1,-2404,-2404-11-28,843328.8489769759,228.36,46.63,178.28
0,-2404,-2404-12-13,843343.6139778013,243.39,249.93,6.54
0,-2403,-2403-10-03,843638.2621785332,171.37,162.97,-8.41
1,-2403,-2403-10-18,843653.027177708,186.4,5.13,178.73
0,-2403,-2403-11-02,843667.652487967,201.34,192.01,-9.33
1,-2403,-2403-11-17,843682.4174871375,216.43,29.39,172.96
0,-2403,-2403-12-01,843697.2504624751,231.58,223.64,-7.93
1,-2403,-2403-12-16,843712.0154616499,246.6,58.62,172.02
1,-2402,-2402-10-08,844007.3746115392,175.31,354.94,179.63
0,-2402,-2402-10-22,844022.1396123643,190.35,179.7,-10.65
1,-2402,-2402-11-06,844037.2754330618,205.82,28.71,-177.11
0,-2402,-2402-11-21,844052.0404338912,220.91,214.71,-6.2
1,-2402,-2402-12-06,844067.0788369379,236.25,60.28,-175.97
0,-2402,-2402-12-21,844081.8438377628,251.25,250.21,-1.03
1,-2401,-2401-09-27,844362.2451318862,164.78,350.64,-174.14
0,-2401,-2401-10-12,844377.0101327113,179.77,176.35,-3.42
1,-2401,-2401-10-27,844392.1820757487,195.25,26.73,-168.52
0,-2401,-2401-11-11,844406.9470765778,210.34,210.25,-0.09
1,-2401,-2401-11-26,844421.7320907743,225.45,54.72,-170.73
0,-2401,-2401-12-11,844436.497091599,240.5,241.39,0.89
0,-2400,-2400-10-01,844731.7928149058,169.14,174.73,5.59
1,-2400,-2400-10-16,844746.5578140811,184.16,12.59,-171.57
0,-2400,-2400-10-31,844761.3150833878,199.23,201.94,2.72
1,-2400,-2400-11-14,844776.0800825589,214.32,44.67,-169.64
0,-2400,-2400-11-29,844790.5104202931,229.06,226.08,-2.98
1,-2400,-2400-12-13,844805.2754194684,244.09,69.01,-175.08
1,-2399,-2399-10-04,845099.9057294088,172.06,343.53,171.47
0,-2399,-2399-10-19,845114.6707302334,187.09,183.48,-3.61
1,-2399,-2399-11-03,845129.3749370611,202.11,12.49,170.39
0,-2399,-2399-11-17,845144.1399378899,217.2,208.68,-8.52
1,-2399,-2399-12-02,845159.0904317093,232.46,47.87,175.41
0,-2399,-2399-12-17,845173.8554325339,247.48,237.8,-9.68
0,-2398,-2398-10-08,845469.1838532401,176.15,176.58,0.42
1,-2398,-2398-10-23,845483.9488524158,191.2,2.65,171.44
0,-2398,-2398-11-07,845498.9937561555,206.58,207.44,0.86
1,-2398,-2398-11-22,845513.758755327,221.67,36.31,174.64
0,-2398,-2398-12-07,845529.0248081521,237.24,240.28,3.04
1,-2398,-2398-12-22,845543.7898073278,252.23,75.18,-177.06
0,-2397,-2397-09-28,845824.1858893204,165.76,174.49,8.72
1,-2397,-2397-10-13,845838.9508884962,180.76,359.93,179.17
0,-2397,-2397-10-28,845853.9152111023,196.03,206.18,10.15
1,-2397,-2397-11-12,845868.6802102741,211.12,30.46,179.34
0,-2397,-2397-11-27,845883.6912383075,226.46,238.18,11.72
1,-2397,-2397-12-12,845898.4562374835,241.5,64.06,-177.45
1,-2396,-2396-10-02,846193.6129947077,170,353.79,-176.21
0,-2396,-2396-10-17,846208.3779955318,185.02,196.65,11.63
1,-2396,-2396-10-31,846222.8176873246,199.77,18.03,178.26
0,-2396,-2396-11-15,846237.5826881528,214.86,222.35,7.49
1,-2396,-2396-11-29,846252.1450068159,229.73,43.96,174.23
0,-2396,-2396-12-14,846266.9100076398,244.76,247.47,2.71
0,-2395,-2395-10-05,846561.6807406892,172.87,165.88,-6.98
1,-2395,-2395-10-20,846576.4457398654,187.9,1.3,173.4
0,-2395,-2395-11-03,846591.1619108346,202.93,195.39,-7.54
1,-2395,-2395-11-18,846605.9269100066,218.03,28.88,170.85
0,-2395,-2395-12-03,846620.8475212789,233.26,229.09,-4.17
1,-2395,-2395-12-18,846635.6125204551,248.27,56.81,168.53
1,-2394,-2394-10-09,846930.996425074,177,357.73,-179.27
0,-2394,-2394-10-24,846945.7614258976,192.06,184.53,-7.53
1,-2394,-2394-11-08,846960.9149353697,207.54,29.56,-177.98
0,-2394,-2394-11-23,846975.6799361977,222.64,222.01,-0.63
1,-2394,-2394-12-08,846990.6813161504,237.94,58.48,-179.46
0,-2394,-2394-12-23,847005.4463169739,252.93,257.06,4.13
1,-2393,-2393-09-29,847285.9216070562,166.52,355.47,-171.05
0,-2393,-2393-10-14,847300.6866078796,181.53,180.26,-1.27
1,-2393,-2393-10-29,847315.8472156401,197,28.71,-168.28
0,-2393,-2393-11-13,847330.6122164679,212.1,216.15,4.06
1,-2393,-2393-11-28,847345.3351460381,227.14,55.65,-171.48
0,-2393,-2393-12-12,847360.1001468614,242.18,244.76,2.59
0,-2392,-2392-10-02,847655.1381649016,170.55,170.91,0.35
1,-2392,-2392-10-17,847669.9031640785,185.57,14.58,-170.99
0,-2392,-2392-11-01,847684.5907247022,200.57,199.29,-1.28
1,-2392,-2392-11-16,847699.3557238749,215.67,42.4,-173.27
0,-2392,-2392-11-30,847713.8004821173,230.42,222.91,-7.51
1,-2392,-2392-12-15,847728.5654812941,245.45,66.25,-179.2
1,-2391,-2391-10-06,848023.3803798248,173.6,345.97,172.36
0,-2391,-2391-10-20,848038.1453806479,188.63,180.47,-8.16
1,-2391,-2391-11-04,848052.9437089008,203.75,19.14,175.39
0,-2391,-2391-11-19,848067.7087097281,218.85,208.69,-10.16
1,-2391,-2391-12-04,848082.7541576953,234.21,53.15,178.94
0,-2391,-2391-12-19,848097.5191585184,249.21,240.14,-9.07
1,-2390,-2390-09-25,848378.0066267818,162.83,336.62,173.78
0,-2390,-2390-10-10,848392.7716275837,177.82,177.42,-0.39
0,-2390,-2390-11-09,848422.591025848,208.26,208.54,0.28
1,-2390,-2390-11-24,848437.3560252712,223.35,42.01,178.66
0,-2390,-2390-12-09,848452.5973286725,238.89,241.02,2.13
1,-2390,-2390-12-24,848467.3623278389,253.87,80.21,-173.66
0,-2389,-2389-09-30,848747.8842212196,167.53,178.36,10.83
1,-2389,-2389-10-15,848762.6492203969,182.54,3.12,-179.42
0,-2389,-2389-10-30,848777.5629669158,197.76,208.93,11.16
1,-2389,-2389-11-14,848792.3279660889,212.86,36.22,-176.64
0,-2389,-2389-11-28,848807.2709642486,228.12,237.03,8.9
1,-2389,-2389-12-13,848822.035963426,243.16,71.03,-172.13
1,-2388,-2388-10-03,849116.9401903608,171.4,352.35,-179.05
0,-2388,-2388-10-18,849131.7051911833,186.43,196.76,10.33
1,-2388,-2388-11-01,849146.0802251558,201.1,15.75,174.65
0,-2388,-2388-11-16,849160.8452259825,216.2,219.47,3.26
1,-2388,-2388-12-01,849175.406440532,231.07,40.68,169.61
0,-2388,-2388-12-15,849190.1714413544,246.09,244.53,-1.56
0,-2387,-2387-10-06,849485.2142201153,174.48,170.25,-4.23
1,-2387,-2387-10-21,849499.9792192931,189.52,1.43,171.92
0,-2387,-2387-11-05,849514.7895710339,204.65,201.95,-2.69
1,-2387,-2387-11-20,849529.5545702075,219.75,27.82,168.08
0,-2387,-2387-12-05,849544.5276768754,235.03,235.75,0.72
1,-2387,-2387-12-20,849559.292676053,250.03,59.28,169.25
0,-2386,-2386-09-26,849839.7971332243,163.67,158.4,-5.27
1,-2386,-2386-10-11,849854.5621324022,178.66,355.93,177.27
0,-2386,-2386-10-26,849869.7558749873,194.15,196.37,2.21
1,-2386,-2386-11-10,849884.5208741609,209.25,27.86,178.62
0,-2386,-2386-11-25,849899.514429973,224.57,231.51,6.94
1,-2386,-2386-12-09,849914.2794291509,239.62,58.72,179.11
1,-2385,-2385-10-01,850209.6020306412,168.29,356.79,-171.51
0,-2385,-2385-10-16,850224.367031463,183.3,185.28,1.98
1,-2385,-2385-10-31,850239.4802889898,198.73,28.43,-170.31
0,-2385,-2385-11-14,850254.2452898159,213.83,220.86,7.03
1,-2385,-2385-11-29,850268.9054745665,228.8,55.29,-173.51
0,-2385,-2385-12-14,850283.6704753884,243.84,251.68,7.84
0,-2384,-2384-10-04,850578.421040701,171.92,169.15,-2.77
1,-2384,-2384-10-18,850593.1860398793,186.95,13.13,-173.82
0,-2384,-2384-11-02,850607.8107028307,201.89,195.55,-6.34
1,-2384,-2384-11-17,850622.5757020048,216.99,38.44,-178.55
0,-2384,-2384-12-01,850637.1016930027,231.81,221.51,-10.31
1,-2384,-2384-12-16,850651.8666921811,246.83,64.39,177.56
1,-2383,-2383-10-07,850946.9831688951,175.29,353.02,177.73
0,-2383,-2383-10-22,850961.7481697167,190.34,180.73,-9.61
1,-2383,-2383-11-06,850976.5812143463,205.5,23.07,177.57
0,-2383,-2383-11-21,850991.3462151722,220.59,209.82,-10.77
1,-2383,-2383-12-06,851006.443703606,236,57.3,-178.7
0,-2383,-2383-12-20,851021.2087044276,250.99,242.35,-8.64
1,-2382,-2382-09-27,851301.597980574,164.51,340.24,175.73
0,-2382,-2382-10-12,851316.3629813953,179.5,177.14,-2.37
1,-2382,-2382-10-27,851331.4289234153,194.87,16.39,-178.48
0,-2382,-2382-11-10,851346.1939242409,209.96,207.04,-2.92
1,-2382,-2382-11-26,851361.4081812016,225.51,54.07,-171.44
0,-2382,-2382-12-10,851376.173182023,240.56,239.88,-0.67
0,-2381,-2381-10-02,851671.5563863083,169.29,180.71,11.41
1,-2381,-2381-10-17,851686.3213854871,184.3,9.74,-174.56
0,-2381,-2381-10-31,851701.1636310243,199.46,207.32,7.86
1,-2381,-2381-11-15,851715.9286301988,214.55,42.85,-171.7
0,-2381,-2381-11-30,851730.7702613876,229.71,235.81,6.09
1,-2381,-2381-12-15,851745.5352605664,244.74,73.67,-171.07
1,-2380,-2380-10-04,852040.2182999066,172.76,349.89,177.13
0,-2380,-2380-10-19,852054.9833007274,187.79,193.26,5.48
1,-2380,-2380-11-03,852069.3703252552,202.48,13.45,170.97
0,-2380,-2380-11-17,852084.1353260804,217.58,216.24,-1.34
1,-2380,-2380-12-02,852098.7557388362,232.51,41.99,169.49
0,-2380,-2380-12-17,852113.5207396573,247.52,243,-4.53
0,-2379,-2379-10-08,852408.7883275035,176.13,175.39,-0.74
1,-2379,-2379-10-23,852423.5533266829,191.18,0.1,168.92
0,-2379,-2379-11-07,852438.4284351802,206.38,207.14,0.76
1,-2379,-2379-11-21,852453.1934343553,221.47,30.92,169.45
0,-2379,-2379-12-06,852468.2106195327,236.79,237.93,1.14
1,-2379,-2379-12-21,852482.9756187119,251.79,64.4,172.61
0,-2378,-2378-09-28,852763.3805930815,165.33,164.76,-0.57
1,-2378,-2378-10-12,852778.145592261,180.32,356.5,176.18
0,-2378,-2378-10-28,852793.3674327105,195.85,202.29,6.44
1,-2378,-2378-11-11,852808.1324318857,210.94,29.32,178.38
0,-2378,-2378-11-26,852823.1395600241,226.28,234.69,8.41
1,-2378,-2378-12-11,852837.9045592035,241.32,60.44,179.12
1,-2377,-2377-10-02,853133.241296647,170,358.26,-171.74
0,-2377,-2377-10-17,853148.0062974674,185.02,190.4,5.38
1,-2377,-2377-11-01,853163.0070286545,200.34,28.29,-172.05
0,-2377,-2377-11-16,853177.7720294792,215.44,226.18,10.74
1,-2377,-2377-12-01,853192.3281248084,230.3,52.12,-178.18
0,-2377,-2377-12-15,853207.0931256288,245.33,252.7,7.38
0,-2376,-2376-10-05,853501.739472364,173.31,167.69,-5.61
1,-2376,-2376-10-20,853516.5044715438,188.34,9.51,-178.83
0,-2376,-2376-11-03,853531.1209156481,203.27,194.91,-8.36
1,-2376,-2376-11-18,853545.8859148237,218.37,36.27,177.9
0,-2376,-2376-12-03,853560.4864937322,233.27,224.8,-8.48
1,-2376,-2376-12-17,853575.2514929121,248.28,61.2,172.91
1,-2375,-2375-10-09,853870.5709504327,176.96,355.71,178.75
0,-2375,-2375-10-24,853885.3359512527,192,181.85,-10.16
1,-2375,-2375-11-07,853900.2353022763,207.23,27.66,-179.57
0,-2375,-2375-11-22,853915.0003031006,222.32,211.74,-10.59
1,-2375,-2375-12-07,853930.0976068358,237.72,60.56,-177.16
0,-2375,-2375-12-22,853944.8626076559,252.71,247.23,-5.48
1,-2374,-2374-09-28,854225.2115500382,166.19,347.31,-178.88
0,-2374,-2374-10-13,854239.976550858,181.19,175.78,-5.41
1,-2374,-2374-10-28,854255.092288787,196.61,23.63,-172.98
0,-2374,-2374-11-12,854269.857289611,211.71,208.33,-3.37
1,-2374,-2374-11-27,854285.0442088193,227.22,59.12,-168.1
0,-2374,-2374-12-12,854299.8092096503,242.27,242.96,0.69
0,-2373,-2373-10-03,854595.117974235,170.92,178.29,7.37
1,-2373,-2373-10-18,854609.8829734154,185.95,15.43,-170.51
0,-2373,-2373-11-02,854624.627109384,201,206.43,5.42
1,-2373,-2373-11-17,854639.3921085602,216.1,45.49,-170.6
0,-2373,-2373-12-01,854654.1460997973,231.16,232.33,1.16
1,-2373,-2373-12-16,854668.9110989778,246.18,76.38,-169.81
1,-2372,-2372-10-06,854963.5634599845,174.18,349.03,174.85
0,-2372,-2372-10-21,854978.328460804,189.21,191.31,2.1
1,-2372,-2372-11-04,854992.7530552297,203.95,15.47,171.52
0,-2372,-2372-11-19,855007.5180560534,219.05,214.89,-4.16
1,-2372,-2372-12-03,855022.2446096105,234.07,46.31,172.23
0,-2372,-2372-12-18,855037.00961043,249.08,239.71,-9.37
1,-2371,-2371-09-25,855317.5804626513,162.79,332.71,169.92
0,-2371,-2371-10-10,855332.3454634922,177.77,178.46,0.69
0,-2371,-2371-11-08,855362.0200370174,208.06,207.64,-0.42
1,-2371,-2371-11-23,855376.7850361819,223.15,34.15,171
0,-2371,-2371-12-08,855391.8315242623,238.5,239,0.5
1,-2371,-2371-12-23,855406.596523463,253.49,68.19,174.7
0,-2370,-2370-09-29,855687.0297255903,167.05,169.72,2.67
1,-2370,-2370-10-14,855701.7947247726,182.05,356.82,174.77
