jd	date	yr	season	rtu	sun_lon	sun_naks	moon_lat	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न
1584547.25	-374-03-29	-374	1	R1-vasanta	8.08	N01-Ash/α Ari	-4.04	189.09	N16-Vis/α1 Lib	1	178	N01-Ash	N16-Vis
1584561.75	-374-04-13	-374	1	R1-vasanta	22.04	N03-Kri/* 17 Tau	4.78	26.91	N03-Kri/* 23 Tau	0	4	N03-Kri	N03-Kri
1584577.25	-374-04-28	-374	2	R2-grīṣma	36.87	N04-Roh/α Tau	-4.98	222.79	N18-Jye/ε Sco	1	174	N04-Roh	N18-Jye
1584590.75	-374-05-12	-374	2	R2-grīṣma	49.75	N05-Mrg/λ Ori	4.96	49.95	N05-Mrg/λ Ori	0	0	N05-Mrg	N05-Mrg
1584606.25	-374-05-27	-374	2	R2-grīṣma	64.50	N06-Ard/γ Gem	-4.61	244.72	N20-PAsh/λ Sgr	1	179	N06-Ard	N20-PAsh
1584619.75	-374-06-10	-374	2	R2-grīṣma	77.35	N07-Pun/α Gem	4.31	72.63	N07-Pun/α Gem	0	4	N07-Pun	N07-Pun
1584635.25	-374-06-25	-374	3	R3-varṣā	92.14	N08-Pus/δ Cnc	-3.52	266.96	N22-Shr/α Aql	1	174	N08-Pus	N22-Shr
1584649.75	-374-07-10	-374	3	R3-varṣā	106.04	N10-Mag/ε Leo	1.98	107.55	N10-Mag/ε Leo	0	1	N10-Mag	N10-Mag
1584665.25	-374-07-25	-374	3	R3-varṣā	120.99	N10-Mag/α Leo	-0.54	303.95	N24-Sha/λ Aqr	1	177	N10-Mag	N24-Sha
1584678.75	-374-08-08	-374	3	R3-varṣā	134.10	N12-UPal/* 93 Leo	0.09	128.74	N11-PPal/δ Leo	0	5	N12-UPal	N11-PPal
1584694.25	-374-08-23	-374	3	R3-varṣā	149.29	N13-Has/γ Crv	1.58	327.09	N25-PBha/β Peg	1	177	N13-Has	N25-PBha
1584708.75	-374-09-07	-374	4	R4-śarat	163.63	N13-Has/β Crv	-2.79	161.51	N13-Has/δ Crv	0	2	N13-Has	N13-Has
1584724.25	-374-09-22	-374	4	R4-śarat	179.09	N15-Swa/α Boo	4.32	5.66	N01-Ash/α Ari	1	173	N15-Swa	N01-Ash
1584738.75	-374-10-07	-374	4	R4-śarat	193.68	N16-Vis/α2 Lib	-4.66	194.06	N16-Vis/α2 Lib	0	0	N16-Vis	N16-Vis
1584753.25	-374-10-21	-374	4	R4-śarat	208.36	N17-Anu/δ Sco	4.99	28.95	N03-Kri/* 27 Tau	1	179	N17-Anu	N03-Kri
1584768.75	-374-11-06	-374	5	R5-hemanta	224.13	N19-Mul/ζ2 Sco	-4.86	227.16	N19-Mul/ζ2 Sco	0	3	N19-Mul	N19-Mul
1584782.25	-374-11-19	-374	5	R5-hemanta	237.91	N20-PAsh/γ Sgr	4.75	52.07	N05-Mrg/λ Ori	1	174	N20-PAsh	N05-Mrg
1584797.75	-374-12-05	-374	5	R5-hemanta	253.74	N21-UAsh/τ Sgr	-4.05	248.44	N21-UAsh/σ Sgr	0	5	N21-UAsh	N21-UAsh
1584812.25	-374-12-19	-374	5	R5-hemanta	268.52	N22-Shr/γ Aql	2.70	88.85	N08-Pus/δ Cnc	1	179	N22-Shr	N08-Pus
1584827.75	-373-01-04	-373	6	R6-śiśira	284.25	N23-Dha/α Del	-1.52	283.26	N23-Dha/β Del	0	0	N23-Dha	N23-Dha
1584842.25	-373-01-18	-373	6	R6-śiśira	298.88	N24-Sha/λ Aqr	-0.34	123.76	N11-PPal/δ Leo	1	175	N24-Sha	N11-PPal
1584857.75	-373-02-03	-373	6	R6-śiśira	314.40	N24-Sha/λ Aqr	1.78	319.73	N25-PBha/α Peg	0	5	N24-Sha	N25-PBha
1584871.25	-373-02-16	-373	6	R6-śiśira	327.80	N25-PBha/β Peg	-2.20	144.98	N12-UPal/β Leo	1	177	N25-PBha	N12-UPal
1584886.75	-373-03-04	-373	1	R1-vasanta	343.05	N26-UBha/α And	3.57	342.82	N26-UBha/α And	0	0	N26-UBha	N26-UBha
1584901.25	-373-03-18	-373	1	R1-vasanta	357.20	N27-Rev/ε Psc	-4.38	178.05	N15-Swa/α Boo	1	179	N27-Rev	N15-Swa
1584915.75	-373-04-02	-373	1	R1-vasanta	11.23	N02-Bha/* 35 Ari	4.73	6.28	N01-Ash/α Ari	0	4	N02-Bha	N01-Ash
1584931.25	-373-04-17	-373	1	R1-vasanta	26.12	N03-Kri/* 17 Tau	-4.99	210.74	N17-Anu/ω1 Sco	1	175	N03-Kri	N17-Anu
1584945.75	-373-05-02	-373	2	R2-grīṣma	39.98	N04-Roh/α Tau	4.69	45.24	N05-Mrg/γ Ori	0	5	N04-Roh	N05-Mrg
1584960.25	-373-05-16	-373	2	R2-grīṣma	53.80	N05-Mrg/α Ori	-4.43	231.63	N19-Mul/λ Sco	1	177	N05-Mrg	N19-Mul
1584974.75	-373-05-31	-373	2	R2-grīṣma	67.60	N06-Ard/γ Gem	3.51	68.67	N06-Ard/γ Gem	0	1	N06-Ard	N06-Ard
1584990.25	-373-06-15	-373	2	R2-grīṣma	82.36	N07-Pun/β Gem	-2.27	265.08	N22-Shr/α Aql	1	177	N07-Pun	N22-Shr
1585003.75	-373-06-29	-373	3	R3-varṣā	95.26	N08-Pus/δ Cnc	1.74	91.71	N08-Pus/δ Cnc	0	3	N08-Pus	N08-Pus
1585019.25	-373-07-14	-373	3	R3-varṣā	110.13	N10-Mag/μ Leo	-0.40	286.66	N23-Dha/γ2 Del	1	176	N10-Mag	N23-Dha
1585033.75	-373-07-29	-373	3	R3-varṣā	124.14	N11-PPal/δ Leo	-1.49	127.69	N11-PPal/δ Leo	0	3	N11-PPal	N11-PPal
1585049.25	-373-08-13	-373	3	R3-varṣā	139.24	N12-UPal/β Leo	2.70	322.38	N25-PBha/α Peg	1	176	N12-UPal	N25-PBha
1585062.75	-373-08-27	-373	4	R4-śarat	152.50	N13-Has/γ Crv	-3.21	149.36	N13-Has/γ Crv	0	3	N13-Has	N13-Has
1585078.25	-373-09-11	-373	4	R4-śarat	167.86	N14-Chi/α Vir	4.18	345.16	N27-Rev/ε Psc	1	177	N14-Chi	N27-Rev
1585092.75	-373-09-26	-373	4	R4-śarat	182.36	N16-Vis/α1 Lib	-4.84	183.00	N16-Vis/α1 Lib	0	0	N16-Vis	N16-Vis
1585108.25	-373-10-11	-373	4	R4-śarat	197.98	N16-Vis/α2 Lib	4.99	23.39	N03-Kri/* 17 Tau	1	174	N16-Vis	N03-Kri
1585122.75	-373-10-26	-373	5	R5-hemanta	212.68	N17-Anu/ω1 Sco	-4.70	215.81	N18-Jye/σ Sco	0	3	N17-Anu	N18-Jye
1585137.25	-373-11-09	-373	5	R5-hemanta	227.45	N19-Mul/ζ2 Sco	4.27	46.74	N05-Mrg/γ Ori	1	179	N19-Mul	N05-Mrg
1585151.75	-373-11-24	-373	5	R5-hemanta	242.26	N20-PAsh/ε Sgr	-3.71	236.50	N19-Mul/ι1 Sco	0	5	N20-PAsh	N19-Mul
1585167.25	-373-12-09	-373	5	R5-hemanta	258.08	N21-UAsh/τ Sgr	1.51	84.95	N07-Pun/β Gem	1	173	N21-UAsh	N07-Pun
1585181.75	-373-12-24	-373	6	R6-śiśira	272.85	N22-Shr/β Aql	-1.12	269.21	N22-Shr/β Aql	0	3	N22-Shr	N22-Shr
1585196.25	-372-01-07	-372	6	R6-śiśira	287.55	N23-Dha/γ2 Del	-0.58	107.61	N10-Mag/ε Leo	1	179	N23-Dha	N10-Mag
1585211.75	-372-01-23	-372	6	R6-śiśira	303.16	N24-Sha/λ Aqr	1.92	302.88	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha
1585226.25	-372-02-06	-372	6	R6-śiśira	317.64	N25-PBha/α Peg	-3.51	143.79	N12-UPal/β Leo	1	173	N25-PBha	N12-UPal
1585241.75	-372-02-22	-372	1	R1-vasanta	332.99	N26-UBha/γ Peg	4.31	338.30	N26-UBha/γ Peg	0	5	N26-UBha	N26-UBha
1585255.25	-372-03-06	-372	1	R1-vasanta	346.24	N27-Rev/ε Psc	-4.60	165.63	N13-Has/β Crv	1	179	N27-Rev	N13-Has
1585270.75	-372-03-22	-372	1	R1-vasanta	1.33	N01-Ash/β Ari	4.97	1.14	N01-Ash/β Ari	0	0	N01-Ash	N01-Ash
1585285.25	-372-04-05	-372	1	R1-vasanta	15.33	N02-Bha/* 41 Ari	-4.87	199.65	N16-Vis/α2 Lib	1	175	N02-Bha	N16-Vis
1585299.75	-372-04-20	-372	1	R1-vasanta	29.24	N03-Kri/* 27 Tau	4.77	24.36	N03-Kri/* 17 Tau	0	4	N03-Kri	N03-Kri
1585314.25	-372-05-04	-372	2	R2-grīṣma	43.09	N05-Mrg/γ Ori	-4.10	220.63	N18-Jye/ε Sco	1	177	N05-Mrg	N18-Jye
1585329.75	-372-05-20	-372	2	R2-grīṣma	57.85	N05-Mrg/α Ori	2.60	63.07	N06-Ard/γ Gem	0	5	N05-Mrg	N06-Ard
1585344.25	-372-06-03	-372	2	R2-grīṣma	71.65	N06-Ard/γ Gem	-1.75	253.19	N21-UAsh/τ Sgr	1	178	N06-Ard	N21-UAsh
1585358.75	-372-06-18	-372	2	R2-grīṣma	85.47	N07-Pun/β Gem	0.55	86.61	N07-Pun/β Gem	0	1	N07-Pun	N07-Pun
1585374.25	-372-07-03	-372	3	R3-varṣā	100.29	N09-Asl/ρ Hya	1.24	285.87	N23-Dha/δ Del	1	174	N09-Asl	N23-Dha
1585387.75	-372-07-17	-372	3	R3-varṣā	113.27	N10-Mag/ζ Leo	-1.57	109.95	N10-Mag/μ Leo	0	3	N10-Mag	N10-Mag
1585403.25	-372-08-01	-372	3	R3-varṣā	128.28	N11-PPal/δ Leo	2.96	307.01	N24-Sha/λ Aqr	1	178	N11-PPal	N24-Sha
1585417.75	-372-08-16	-372	3	R3-varṣā	142.43	N12-UPal/β Leo	-4.21	147.19	N12-UPal/β Leo	0	4	N12-UPal	N12-UPal
1585433.25	-372-08-31	-372	4	R4-śarat	157.70	N13-Has/γ Crv	4.75	341.70	N26-UBha/α And	1	175	N13-Has	N26-UBha
1585446.75	-372-09-14	-372	4	R4-śarat	171.11	N15-Swa/α Boo	-4.91	169.49	N14-Chi/α Vir	0	1	N15-Swa	N14-Chi
1585462.25	-372-09-29	-372	4	R4-śarat	186.64	N16-Vis/α1 Lib	4.96	4.05	N01-Ash/α Ari	1	177	N16-Vis	N01-Ash
1585476.75	-372-10-14	-372	4	R4-śarat	201.27	N17-Anu/δ Sco	-4.43	204.17	N17-Anu/δ Sco	0	2	N17-Anu	N17-Anu
1585492.25	-372-10-29	-372	5	R5-hemanta	217.01	N18-Jye/α Sco	3.54	41.28	N04-Roh/α Tau	1	175	N18-Jye	N04-Roh
1585505.75	-372-11-12	-372	5	R5-hemanta	230.78	N19-Mul/ν Sco	-3.25	225.30	N19-Mul/ζ2 Sco	0	5	N19-Mul	N19-Mul
1585521.25	-372-11-27	-372	5	R5-hemanta	246.61	N21-UAsh/φ Sgr	1.74	64.30	N06-Ard/γ Gem	1	177	N21-UAsh	N06-Ard
1585535.75	-372-12-12	-372	5	R5-hemanta	261.40	N22-Shr/α Aql	-0.51	257.97	N21-UAsh/τ Sgr	0	3	N22-Shr	N21-UAsh
1585551.25	-372-12-27	-372	6	R6-śiśira	277.17	N23-Dha/β Del	-1.77	102.62	N09-Asl/ζ Hya	1	174	N23-Dha	N09-Asl
1585565.75	-371-01-11	-371	6	R6-śiśira	291.85	N23-Dha/γ2 Del	2.41	290.35	N23-Dha/γ2 Del	0	1	N23-Dha	N23-Dha
1585580.25	-371-01-25	-371	6	R6-śiśira	306.42	N24-Sha/λ Aqr	-3.56	125.74	N11-PPal/δ Leo	1	179	N24-Sha	N11-PPal
1585595.75	-371-02-10	-371	6	R6-śiśira	321.87	N25-PBha/α Peg	4.48	323.40	N25-PBha/α Peg	0	1	N25-PBha	N25-PBha
1585609.25	-371-02-23	-371	1	R1-vasanta	335.21	N26-UBha/γ Peg	-4.69	148.90	N13-Has/γ Crv	1	173	N26-UBha	N13-Has
1585624.75	-371-03-11	-371	1	R1-vasanta	350.40	N27-Rev/ε Psc	4.97	344.82	N27-Rev/ε Psc	0	5	N27-Rev	N27-Rev
1585639.25	-371-03-25	-371	1	R1-vasanta	4.48	N01-Ash/α Ari	-4.73	185.76	N16-Vis/α1 Lib	1	178	N01-Ash	N16-Vis
1585654.75	-371-04-10	-371	1	R1-vasanta	19.42	N02-Bha/* 39 Ari	4.17	20.20	N02-Bha/* 39 Ari	0	0	N02-Bha	N02-Bha
1585668.25	-371-04-23	-371	2	R2-grīṣma	32.36	N04-Roh/γ Tau	-3.76	207.90	N17-Anu/δ Sco	1	175	N04-Roh	N17-Anu
1585683.75	-371-05-09	-371	2	R2-grīṣma	47.15	N05-Mrg/γ Ori	2.74	42.86	N05-Mrg/γ Ori	0	4	N05-Mrg	N05-Mrg
1585698.25	-371-05-23	-371	2	R2-grīṣma	60.95	N05-Mrg/α Ori	-1.15	241.92	N20-PAsh/δ Sgr	1	179	N05-Mrg	N20-PAsh
1585713.75	-371-06-08	-371	2	R2-grīṣma	75.71	N07-Pun/α Gem	-0.58	80.70	N07-Pun/β Gem	0	4	N07-Pun	N07-Pun
1585728.25	-371-06-22	-371	2	R2-grīṣma	89.54	N08-Pus/δ Cnc	1.83	274.70	N22-Shr/β Aql	1	174	N08-Pus	N22-Shr
1585742.75	-371-07-07	-371	3	R3-varṣā	103.42	N09-Asl/ζ Hya	-2.62	104.22	N09-Asl/ζ Hya	0	0	N09-Asl	N09-Asl
1585757.25	-371-07-21	-371	3	R3-varṣā	117.38	N10-Mag/α Leo	3.44	295.34	N23-Dha/γ2 Del	1	177	N10-Mag	N23-Dha
1585771.75	-371-08-05	-371	3	R3-varṣā	131.45	N11-PPal/θ Leo	-4.19	127.78	N11-PPal/δ Leo	0	3	N11-PPal	N11-PPal
1585787.25	-371-08-20	-371	3	R3-varṣā	146.61	N12-UPal/β Leo	4.89	328.15	N25-PBha/β Peg	1	178	N12-UPal	N25-PBha
1585801.75	-371-09-04	-371	4	R4-śarat	160.92	N13-Has/δ Crv	-4.97	166.09	N13-Has/β Crv	0	5	N13-Has	N13-Has
1585817.25	-371-09-19	-371	4	R4-śarat	176.36	N15-Swa/α Boo	4.57	1.92	N01-Ash/β Ari	1	174	N15-Swa	N01-Ash
1585830.75	-371-10-03	-371	4	R4-śarat	189.92	N16-Vis/α1 Lib	-4.29	188.86	N16-Vis/α1 Lib	0	1	N16-Vis	N16-Vis
1585846.25	-371-10-18	-371	4	R4-śarat	205.59	N17-Anu/δ Sco	3.45	23.65	N03-Kri/* 17 Tau	1	178	N17-Anu	N03-Kri
1585860.75	-371-11-02	-371	5	R5-hemanta	220.33	N18-Jye/ε Sco	-1.85	224.52	N19-Mul/ζ2 Sco	0	4	N18-Jye	N19-Mul
1585876.25	-371-11-17	-371	5	R5-hemanta	236.14	N19-Mul/ι1 Sco	0.53	59.49	N05-Mrg/α Ori	1	176	N19-Mul	N05-Mrg
1585889.75	-371-12-01	-371	5	R5-hemanta	249.93	N21-UAsh/σ Sgr	0.07	245.96	N21-UAsh/φ Sgr	0	3	N21-UAsh	N21-UAsh
1585905.25	-371-12-16	-371	5	R5-hemanta	265.74	N22-Shr/α Aql	-1.54	82.07	N07-Pun/β Gem	1	176	N22-Shr	N07-Pun
1585919.75	-371-12-31	-371	6	R6-śiśira	280.47	N23-Dha/β Del	2.94	279.27	N23-Dha/β Del	0	1	N23-Dha	N23-Dha
1585935.25	-370-01-15	-370	6	R6-śiśira	296.14	N23-Dha/γ2 Del	-4.28	120.17	N10-Mag/α Leo	1	175	N23-Dha	N10-Mag
1585949.75	-370-01-30	-370	6	R6-śiśira	310.68	N24-Sha/λ Aqr	4.73	311.95	N24-Sha/λ Aqr	0	1	N24-Sha	N24-Sha
1585964.25	-370-02-13	-370	6	R6-śiśira	325.10	N25-PBha/β Peg	-5.00	143.61	N12-UPal/β Leo	1	178	N25-PBha	N12-UPal
1585979.75	-370-03-01	-370	1	R1-vasanta	340.38	N26-UBha/α And	4.83	344.70	N27-Rev/ε Psc	0	4	N26-UBha	N27-Rev
1585993.25	-370-03-14	-370	1	R1-vasanta	353.57	N27-Rev/ε Psc	-4.77	167.16	N13-Has/β Crv	1	173	N27-Rev	N13-Has
1586008.75	-370-03-30	-370	1	R1-vasanta	8.60	N01-Ash/α Ari	3.96	5.76	N01-Ash/α Ari	0	2	N01-Ash	N01-Ash
1586023.25	-370-04-13	-370	1	R1-vasanta	22.55	N03-Kri/* 17 Tau	-2.66	205.02	N17-Anu/δ Sco	1	177	N03-Kri	N17-Anu
1586038.75	-370-04-29	-370	2	R2-grīṣma	37.38	N04-Roh/α Tau	1.42	39.86	N04-Roh/α Tau	0	2	N04-Roh	N04-Roh
1586052.25	-370-05-12	-370	2	R2-grīṣma	50.25	N05-Mrg/λ Ori	-0.75	227.59	N19-Mul/ζ2 Sco	1	177	N05-Mrg	N19-Mul
1586067.75	-370-05-28	-370	2	R2-grīṣma	65.00	N06-Ard/γ Gem	-0.55	61.89	N06-Ard/γ Gem	0	3	N06-Ard	N06-Ard
1586082.25	-370-06-11	-370	2	R2-grīṣma	78.81	N07-Pun/α Gem	2.34	262.64	N22-Shr/α Aql	1	176	N07-Pun	N22-Shr
1586097.75	-370-06-27	-370	3	R3-varṣā	93.61	N08-Pus/δ Cnc	-3.53	98.69	N09-Asl/σ Hya	0	5	N08-Pus	N09-Asl
1586111.25	-370-07-10	-370	3	R3-varṣā	106.55	N10-Mag/ε Leo	3.84	283.98	N23-Dha/β Del	1	177	N10-Mag	N23-Dha
1586126.75	-370-07-26	-370	3	R3-varṣā	121.50	N10-Mag/α Leo	-4.70	122.06	N10-Mag/α Leo	0	0	N10-Mag	N10-Mag
1586141.25	-370-08-09	-370	3	R3-varṣā	135.60	N12-UPal/* 93 Leo	4.99	317.09	N25-PBha/α Peg	1	178	N12-UPal	N25-PBha
1586155.75	-370-08-24	-370	3	R3-varṣā	149.82	N13-Has/γ Crv	-5.02	145.58	N12-UPal/β Leo	0	4	N13-Has	N12-UPal
1586171.25	-370-09-08	-370	4	R4-śarat	165.15	N13-Has/β Crv	4.34	349.76	N27-Rev/ε Psc	1	175	N13-Has	N27-Rev
1586185.75	-370-09-23	-370	4	R4-śarat	179.62	N15-Swa/α Boo	-3.55	184.27	N16-Vis/α1 Lib	0	4	N15-Swa	N16-Vis
1586200.25	-370-10-07	-370	4	R4-śarat	194.21	N16-Vis/α2 Lib	3.09	10.53	N02-Bha/* 35 Ari	1	176	N16-Vis	N02-Bha
1586214.75	-370-10-22	-370	4	R4-śarat	208.89	N17-Anu/δ Sco	-1.75	207.27	N17-Anu/δ Sco	0	1	N17-Anu	N17-Anu
1586230.25	-370-11-06	-370	5	R5-hemanta	224.67	N19-Mul/ζ2 Sco	0.25	43.78	N05-Mrg/γ Ori	1	179	N19-Mul	N05-Mrg
1586244.75	-370-11-21	-370	5	R5-hemanta	239.47	N20-PAsh/γ Sgr	1.58	243.98	N20-PAsh/λ Sgr	0	4	N20-PAsh	N20-PAsh
1586260.25	-370-12-06	-370	5	R5-hemanta	255.30	N21-UAsh/τ Sgr	-2.75	78.38	N07-Pun/α Gem	1	176	N21-UAsh	N07-Pun
1586273.75	-370-12-20	-370	5	R5-hemanta	269.06	N22-Shr/β Aql	3.30	265.96	N22-Shr/α Aql	0	3	N22-Shr	N22-Shr
1586289.25	-369-01-04	-369	6	R6-śiśira	284.79	N23-Dha/α Del	-4.18	100.59	N09-Asl/ρ Hya	1	175	N23-Dha	N09-Asl
1586303.75	-369-01-19	-369	6	R6-śiśira	299.41	N24-Sha/λ Aqr	4.87	300.43	N24-Sha/λ Aqr	0	1	N24-Sha	N24-Sha
1586319.25	-369-02-03	-369	6	R6-śiśira	314.93	N25-PBha/α Peg	-4.99	138.04	N12-UPal/β Leo	1	176	N25-PBha	N12-UPal
1586333.75	-369-02-18	-369	6	R6-śiśira	329.31	N25-PBha/β Peg	4.62	333.71	N26-UBha/γ Peg	0	4	N25-PBha	N26-UBha
1586348.25	-369-03-04	-369	1	R1-vasanta	343.57	N27-Rev/ε Psc	-4.31	161.42	N13-Has/δ Crv	1	177	N27-Rev	N13-Has
1586362.75	-369-03-19	-369	1	R1-vasanta	357.71	N27-Rev/ε Psc	3.57	354.47	N27-Rev/ε Psc	0	3	N27-Rev	N27-Rev
1586377.25	-369-04-02	-369	1	R1-vasanta	11.74	N02-Bha/* 35 Ari	-2.82	184.94	N16-Vis/α1 Lib	1	173	N02-Bha	N16-Vis
1586392.75	-369-04-18	-369	1	R1-vasanta	26.63	N03-Kri/* 17 Tau	0.94	26.98	N03-Kri/* 23 Tau	0	0	N03-Kri	N03-Kri
1586407.25	-369-05-02	-369	2	R2-grīṣma	40.49	N04-Roh/α Tau	0.57	223.40	N18-Jye/ε Sco	1	177	N04-Roh	N18-Jye
1586422.75	-369-05-18	-369	2	R2-grīṣma	55.26	N05-Mrg/α Ori	-2.05	60.12	N05-Mrg/α Ori	0	4	N05-Mrg	N05-Mrg
1586436.25	-369-05-31	-369	2	R2-grīṣma	68.11	N06-Ard/γ Gem	2.55	246.47	N21-UAsh/φ Sgr	1	178	N06-Ard	N21-UAsh
1586451.75	-369-06-16	-369	2	R2-grīṣma	82.87	N07-Pun/β Gem	-3.63	81.71	N07-Pun/β Gem	0	1	N07-Pun	N07-Pun
1586466.25	-369-06-30	-369	3	R3-varṣā	96.72	N09-Asl/δ Hya	4.64	282.90	N23-Dha/β Del	1	173	N09-Asl	N23-Dha
1586481.75	-369-07-16	-369	3	R3-varṣā	111.61	N10-Mag/μ Leo	-4.96	117.48	N10-Mag/α Leo	0	5	N10-Mag	N10-Mag
1586495.25	-369-07-29	-369	3	R3-varṣā	124.66	N11-PPal/δ Leo	4.98	304.81	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha
1586510.75	-369-08-14	-369	3	R3-varṣā	139.76	N12-UPal/β Leo	-4.76	140.44	N12-UPal/β Leo	0	0	N12-UPal	N12-UPal
1586525.25	-369-08-28	-369	4	R4-śarat	154.01	N13-Has/γ Crv	3.98	338.66	N26-UBha/γ Peg	1	175	N13-Has	N26-UBha
1586539.75	-369-09-12	-369	4	R4-śarat	168.39	N14-Chi/α Vir	-3.72	163.51	N13-Has/β Crv	0	4	N14-Chi	N13-Has
1586554.25	-369-09-26	-369	4	R4-śarat	182.89	N16-Vis/α1 Lib	2.57	359.47	N27-Rev/ε Psc	1	176	N16-Vis	N27-Rev
1586569.75	-369-10-12	-369	4	R4-śarat	198.51	N16-Vis/α2 Lib	-0.63	201.83	N17-Anu/δ Sco	0	3	N16-Vis	N17-Anu
1586584.25	-369-10-26	-369	5	R5-hemanta	213.22	N18-Jye/σ Sco	-0.33	31.88	N04-Roh/γ Tau	1	178	N18-Jye	N04-Roh
1586598.75	-369-11-10	-369	5	R5-hemanta	227.99	N19-Mul/ν Sco	1.53	224.95	N19-Mul/ζ2 Sco	0	3	N19-Mul	N19-Mul
1586614.25	-369-11-25	-369	5	R5-hemanta	243.82	N20-PAsh/λ Sgr	-3.11	64.52	N06-Ard/γ Gem	1	179	N20-PAsh	N06-Ard
1586628.75	-369-12-10	-369	5	R5-hemanta	258.62	N21-UAsh/τ Sgr	4.23	262.77	N22-Shr/α Aql	0	4	N21-UAsh	N22-Shr
1586644.25	-369-12-25	-369	6	R6-śiśira	274.40	N22-Shr/β Aql	-4.79	98.27	N09-Asl/σ Hya	1	176	N22-Shr	N09-Asl
1586657.75	-368-01-08	-368	6	R6-śiśira	288.08	N23-Dha/γ2 Del	4.93	285.41	N23-Dha/δ Del	0	2	N23-Dha	N23-Dha
1586673.25	-368-01-23	-368	6	R6-śiśira	303.69	N24-Sha/λ Aqr	-4.94	120.10	N10-Mag/α Leo	1	176	N24-Sha	N10-Mag
1586687.75	-368-02-07	-368	6	R6-śiśira	318.17	N25-PBha/α Peg	4.36	321.12	N25-PBha/α Peg	0	2	N25-PBha	N25-PBha
1586703.25	-368-02-22	-368	1	R1-vasanta	333.51	N26-UBha/γ Peg	-3.54	156.39	N13-Has/γ Crv	1	177	N26-UBha	N13-Has
1586716.75	-368-03-07	-368	1	R1-vasanta	346.76	N27-Rev/ε Psc	3.11	342.70	N26-UBha/α And	0	4	N27-Rev	N26-UBha
1586732.25	-368-03-22	-368	1	R1-vasanta	1.84	N01-Ash/β Ari	-1.78	179.33	N15-Swa/α Boo	1	177	N01-Ash	N15-Swa
1586746.75	-368-04-06	-368	1	R1-vasanta	15.84	N02-Bha/* 39 Ari	0.31	15.93	N02-Bha/* 39 Ari	0	0	N02-Bha	N02-Bha
1586762.25	-368-04-21	-368	2	R2-grīṣma	30.71	N04-Roh/γ Tau	1.70	217.70	N18-Jye/α Sco	1	173	N04-Roh	N18-Jye
1586776.75	-368-05-06	-368	2	R2-grīṣma	44.55	N05-Mrg/γ Ori	-2.59	48.43	N05-Mrg/γ Ori	0	3	N05-Mrg	N05-Mrg
1586791.25	-368-05-20	-368	2	R2-grīṣma	58.36	N05-Mrg/α Ori	3.53	241.29	N20-PAsh/δ Sgr	1	177	N05-Mrg	N20-PAsh
1586805.75	-368-06-04	-368	2	R2-grīṣma	72.16	N07-Pun/α Gem	-4.00	69.16	N06-Ard/γ Gem	0	2	N07-Pun	N06-Ard
1586820.25	-368-06-18	-368	2	R2-grīṣma	85.98	N07-Pun/β Gem	4.69	264.85	N22-Shr/α Aql	1	178	N07-Pun	N22-Shr
1586835.75	-368-07-04	-368	3	R3-varṣā	100.80	N09-Asl/ρ Hya	-4.98	102.43	N09-Asl/ζ Hya	0	1	N09-Asl	N09-Asl
1586849.25	-368-07-17	-368	3	R3-varṣā	113.79	N10-Mag/ζ Leo	4.99	288.21	N23-Dha/γ2 Del	1	174	N10-Mag	N23-Dha
1586864.75	-368-08-02	-368	3	R3-varṣā	128.80	N11-PPal/δ Leo	-4.67	123.98	N11-PPal/δ Leo	0	4	N11-PPal	N11-PPal
1586879.25	-368-08-16	-368	3	R3-varṣā	142.95	N12-UPal/β Leo	3.69	324.90	N25-PBha/β Peg	1	178	N12-UPal	N25-PBha
1586894.75	-368-09-01	-368	4	R4-śarat	158.22	N13-Has/γ Crv	-2.69	159.34	N13-Has/α Crv	0	1	N13-Has	N13-Has
1586908.25	-368-09-14	-368	4	R4-śarat	171.64	N15-Swa/α Boo	2.09	346.79	N27-Rev/ε Psc	1	175	N15-Swa	N27-Rev
1586923.75	-368-09-30	-368	4	R4-śarat	187.17	N16-Vis/α1 Lib	-0.80	181.76	N16-Vis/α1 Lib	0	5	N16-Vis	N16-Vis
1586938.25	-368-10-14	-368	4	R4-śarat	201.81	N17-Anu/δ Sco	-0.94	20.57	N02-Bha/* 39 Ari	1	178	N17-Anu	N02-Bha
1586953.75	-368-10-30	-368	5	R5-hemanta	217.55	N18-Jye/α Sco	2.56	219.30	N18-Jye/α Sco	0	1	N18-Jye	N18-Jye
1586968.25	-368-11-13	-368	5	R5-hemanta	232.34	N19-Mul/θ Sco	-3.58	53.34	N05-Mrg/λ Ori	1	178	N19-Mul	N05-Mrg
1586982.75	-368-11-28	-368	5	R5-hemanta	247.15	N21-UAsh/φ Sgr	4.15	242.48	N20-PAsh/ε Sgr	0	4	N21-UAsh	N20-PAsh
1586998.25	-368-12-13	-368	5	R5-hemanta	262.96	N22-Shr/α Aql	-4.94	85.94	N07-Pun/β Gem	1	177	N22-Shr	N07-Pun
1587012.75	-368-12-28	-368	6	R6-śiśira	277.71	N23-Dha/β Del	4.99	281.05	N23-Dha/β Del	0	3	N23-Dha	N23-Dha
