Epoch	City	Location	GeoLat	GetLat°	lat	lon	ra	decl	rise-hr	jd	date	year
-1700	Madurai	Madurai(9.92°)	9.92	9.92°	66.21	88.41	-10.22	89.35	-5	1100128.25	-1701-12-27T22:59:14	-1701
-1700	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.21	88.41	-10.22	89.35	-5	1100128.25	-1701-12-27T22:59:14	-1701
-1700	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.21	88.41	-10.22	89.35	-5	1100128.25	-1701-12-27T22:59:14	-1701
-1700	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.21	88.41	-10.22	89.35	-5	1100128.25	-1701-12-27T22:59:14	-1701
-1650	Madurai	Madurai(9.92°)	9.92	9.92°	66.22	88.41	-10.15	89.35	-5	1118391.25	-1651-12-27T22:59:14	-1651
-1650	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.22	88.41	-10.15	89.35	-5	1118391.25	-1651-12-27T22:59:14	-1651
-1650	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.22	88.41	-10.15	89.35	-5	1118391.25	-1651-12-27T22:59:14	-1651
-1650	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.22	88.41	-10.15	89.35	-5	1118391.25	-1651-12-27T22:59:14	-1651
-1600	Madurai	Madurai(9.92°)	9.92	9.92°	66.22	88.41	-10.07	89.35	-5	1136653.25	-1601-12-27T22:59:14	-1601
-1600	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.22	88.41	-10.07	89.35	-5	1136653.25	-1601-12-27T22:59:14	-1601
-1600	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.22	88.41	-10.07	89.35	-5	1136653.25	-1601-12-27T22:59:14	-1601
-1600	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.22	88.41	-10.07	89.35	-5	1136653.25	-1601-12-27T22:59:14	-1601
-1550	Madurai	Madurai(9.92°)	9.92	9.92°	66.23	88.41	-10	89.35	-5	1154916.25	-1551-12-27T22:59:14	-1551
-1550	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.23	88.41	-10	89.35	-5	1154916.25	-1551-12-27T22:59:14	-1551
-1550	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.23	88.41	-10	89.35	-5	1154916.25	-1551-12-27T22:59:14	-1551
-1550	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.23	88.41	-10	89.35	-5	1154916.25	-1551-12-27T22:59:14	-1551
-1500	Madurai	Madurai(9.92°)	9.92	9.92°	66.23	88.41	-9.92	89.35	-5	1173179.25	-1501-12-28T22:59:14	-1501
-1500	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.23	88.41	-9.92	89.35	-5	1173179.25	-1501-12-28T22:59:14	-1501
-1500	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.23	88.41	-9.92	89.35	-5	1173179.25	-1501-12-28T22:59:14	-1501
-1500	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.23	88.41	-9.92	89.35	-5	1173179.25	-1501-12-28T22:59:14	-1501
-1450	Madurai	Madurai(9.92°)	9.92	9.92°	66.24	88.41	-9.85	89.35	-5	1191441.25	-1451-12-27T22:59:14	-1451
-1450	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.24	88.41	-9.85	89.35	-5	1191441.25	-1451-12-27T22:59:14	-1451
-1450	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.24	88.41	-9.85	89.35	-5	1191441.25	-1451-12-27T22:59:14	-1451
-1450	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.24	88.41	-9.85	89.35	-5	1191441.25	-1451-12-27T22:59:14	-1451
-1400	Madurai	Madurai(9.92°)	9.92	9.92°	66.24	88.41	-9.77	89.35	-5	1209704.25	-1401-12-28T22:59:14	-1401
-1400	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.24	88.41	-9.77	89.35	-5	1209704.25	-1401-12-28T22:59:14	-1401
-1400	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.24	88.41	-9.77	89.35	-5	1209704.25	-1401-12-28T22:59:14	-1401
-1400	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.24	88.41	-9.77	89.35	-5	1209704.25	-1401-12-28T22:59:14	-1401
-1350	Madurai	Madurai(9.92°)	9.92	9.92°	66.25	88.41	-9.7	89.35	-5	1227967.25	-1351-12-28T22:59:14	-1351
-1350	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.25	88.41	-9.7	89.35	-5	1227967.25	-1351-12-28T22:59:14	-1351
-1350	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.25	88.41	-9.7	89.35	-5	1227967.25	-1351-12-28T22:59:14	-1351
-1350	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.25	88.41	-9.7	89.35	-5	1227967.25	-1351-12-28T22:59:14	-1351
-1300	Madurai	Madurai(9.92°)	9.92	9.92°	66.25	88.41	-9.62	89.35	-5	1246229.25	-1301-12-28T22:59:14	-1301
-1300	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.25	88.41	-9.62	89.35	-5	1246229.25	-1301-12-28T22:59:14	-1301
-1300	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.25	88.41	-9.62	89.35	-5	1246229.25	-1301-12-28T22:59:14	-1301
-1300	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.25	88.41	-9.62	89.35	-5	1246229.25	-1301-12-28T22:59:14	-1301
-1250	Madurai	Madurai(9.92°)	9.92	9.92°	66.26	88.41	-9.55	89.35	-5	1264492.25	-1251-12-28T22:59:14	-1251
-1250	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.26	88.41	-9.55	89.35	-5	1264492.25	-1251-12-28T22:59:14	-1251
-1250	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.26	88.41	-9.55	89.35	-5	1264492.25	-1251-12-28T22:59:14	-1251
-1250	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.26	88.41	-9.55	89.35	-5	1264492.25	-1251-12-28T22:59:14	-1251
-1200	Madurai	Madurai(9.92°)	9.92	9.92°	66.26	88.41	-9.47	89.35	-5	1282754.25	-1201-12-28T22:59:14	-1201
-1200	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.26	88.41	-9.47	89.35	-5	1282754.25	-1201-12-28T22:59:14	-1201
-1200	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.26	88.41	-9.47	89.35	-5	1282754.25	-1201-12-28T22:59:14	-1201
-1200	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.26	88.41	-9.47	89.35	-5	1282754.25	-1201-12-28T22:59:14	-1201
-1150	Madurai	Madurai(9.92°)	9.92	9.92°	66.27	88.41	-9.39	89.35	-5	1301017.25	-1151-12-28T22:59:14	-1151
-1150	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.27	88.41	-9.39	89.35	-5	1301017.25	-1151-12-28T22:59:14	-1151
-1150	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.27	88.41	-9.39	89.35	-5	1301017.25	-1151-12-28T22:59:14	-1151
-1150	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.27	88.41	-9.39	89.35	-5	1301017.25	-1151-12-28T22:59:14	-1151
-1100	Madurai	Madurai(9.92°)	9.92	9.92°	66.27	88.41	-9.32	89.35	-5	1319280.25	-1101-12-29T22:59:14	-1101
-1100	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.27	88.41	-9.32	89.35	-5	1319280.25	-1101-12-29T22:59:14	-1101
-1100	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.27	88.41	-9.32	89.35	-5	1319280.25	-1101-12-29T22:59:14	-1101
-1100	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.27	88.41	-9.32	89.35	-5	1319280.25	-1101-12-29T22:59:14	-1101
-1050	Madurai	Madurai(9.92°)	9.92	9.92°	66.28	88.41	-9.24	89.35	-5	1337542.25	-1051-12-28T22:59:14	-1051
-1050	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.28	88.41	-9.24	89.35	-5	1337542.25	-1051-12-28T22:59:14	-1051
-1050	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.28	88.41	-9.24	89.35	-5	1337542.25	-1051-12-28T22:59:14	-1051
-1050	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.28	88.41	-9.24	89.35	-5	1337542.25	-1051-12-28T22:59:14	-1051
-1000	Madurai	Madurai(9.92°)	9.92	9.92°	66.28	88.41	-9.17	89.35	-5	1355805.25	-1001-12-29T22:59:14	-1001
-1000	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.28	88.41	-9.17	89.35	-5	1355805.25	-1001-12-29T22:59:14	-1001
-1000	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.28	88.41	-9.17	89.35	-5	1355805.25	-1001-12-29T22:59:14	-1001
-1000	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.28	88.41	-9.17	89.35	-5	1355805.25	-1001-12-29T22:59:14	-1001
-950	Madurai	Madurai(9.92°)	9.92	9.92°	66.29	88.41	-9.09	89.35	-5	1374068.25	-0951-12-29T22:59:14	-951
-950	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.29	88.41	-9.09	89.35	-5	1374068.25	-0951-12-29T22:59:14	-951
-950	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.29	88.41	-9.09	89.35	-5	1374068.25	-0951-12-29T22:59:14	-951
-950	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.29	88.41	-9.09	89.35	-5	1374068.25	-0951-12-29T22:59:14	-951
-900	Madurai	Madurai(9.92°)	9.92	9.92°	66.29	88.41	-9.02	89.35	-5	1392330.25	-0901-12-29T22:59:14	-901
-900	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.29	88.41	-9.02	89.35	-5	1392330.25	-0901-12-29T22:59:14	-901
-900	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.29	88.41	-9.02	89.35	-5	1392330.25	-0901-12-29T22:59:14	-901
-900	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.29	88.41	-9.02	89.35	-5	1392330.25	-0901-12-29T22:59:14	-901
-850	Madurai	Madurai(9.92°)	9.92	9.92°	66.3	88.41	-8.94	89.35	-5	1410593.25	-0851-12-29T22:59:14	-851
-850	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.3	88.41	-8.94	89.35	-5	1410593.25	-0851-12-29T22:59:14	-851
-850	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.3	88.41	-8.94	89.35	-5	1410593.25	-0851-12-29T22:59:14	-851
-850	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.3	88.41	-8.94	89.35	-5	1410593.25	-0851-12-29T22:59:14	-851
-800	Madurai	Madurai(9.92°)	9.92	9.92°	66.3	88.41	-8.86	89.35	-5	1428855.25	-0801-12-29T22:59:14	-801
-800	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.3	88.41	-8.86	89.35	-5	1428855.25	-0801-12-29T22:59:14	-801
-800	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.3	88.41	-8.86	89.35	-5	1428855.25	-0801-12-29T22:59:14	-801
-800	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.3	88.41	-8.86	89.35	-5	1428855.25	-0801-12-29T22:59:14	-801
-750	Madurai	Madurai(9.92°)	9.92	9.92°	66.31	88.41	-8.79	89.35	-5	1447118.25	-0751-12-29T22:59:14	-751
-750	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.31	88.41	-8.79	89.35	-5	1447118.25	-0751-12-29T22:59:14	-751
-750	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.31	88.41	-8.79	89.35	-5	1447118.25	-0751-12-29T22:59:14	-751
-750	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.31	88.41	-8.79	89.35	-5	1447118.25	-0751-12-29T22:59:14	-751
-700	Madurai	Madurai(9.92°)	9.92	9.92°	66.31	88.41	-8.71	89.35	-5	1465381.25	-0701-12-30T22:59:14	-701
-700	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.31	88.41	-8.71	89.35	-5	1465381.25	-0701-12-30T22:59:14	-701
-700	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.31	88.41	-8.71	89.35	-5	1465381.25	-0701-12-30T22:59:14	-701
-700	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.31	88.41	-8.71	89.35	-5	1465381.25	-0701-12-30T22:59:14	-701
-650	Madurai	Madurai(9.92°)	9.92	9.92°	66.32	88.41	-8.63	89.35	-5	1483643.25	-0651-12-29T22:59:14	-651
-650	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.32	88.41	-8.63	89.35	-5	1483643.25	-0651-12-29T22:59:14	-651
-650	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.32	88.41	-8.63	89.35	-5	1483643.25	-0651-12-29T22:59:14	-651
-650	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.32	88.41	-8.63	89.35	-5	1483643.25	-0651-12-29T22:59:14	-651
-600	Madurai	Madurai(9.92°)	9.92	9.92°	66.32	88.41	-8.56	89.35	-5	1501906.25	-0601-12-30T22:59:14	-601
-600	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.32	88.41	-8.56	89.35	-5	1501906.25	-0601-12-30T22:59:14	-601
-600	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.32	88.41	-8.56	89.35	-5	1501906.25	-0601-12-30T22:59:14	-601
-600	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.32	88.41	-8.56	89.35	-5	1501906.25	-0601-12-30T22:59:14	-601
-550	Madurai	Madurai(9.92°)	9.92	9.92°	66.27	121.32	-165.48	77.52	21.38	1520168.25	-0551-12-29T22:59:14	-551
-550	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.27	121.32	-165.48	77.52	-5	1520168.25	-0551-12-29T22:59:14	-551
-550	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.27	121.32	-165.48	77.52	-5	1520168.25	-0551-12-29T22:59:14	-551
-550	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.27	121.32	-165.48	77.52	-5	1520168.25	-0551-12-29T22:59:14	-551
-500	Madurai	Madurai(9.92°)	9.92	9.92°	66.27	122.04	-165.17	77.24	21.45	1538431.25	-0501-12-30T22:59:14	-501
-500	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.27	122.04	-165.17	77.24	-5	1538431.25	-0501-12-30T22:59:14	-501
-500	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.27	122.04	-165.17	77.24	-5	1538431.25	-0501-12-30T22:59:14	-501
-500	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.27	122.04	-165.17	77.24	-5	1538431.25	-0501-12-30T22:59:14	-501
-450	Madurai	Madurai(9.92°)	9.92	9.92°	66.27	122.04	-165.17	77.24	21.4	1556694.25	-0451-12-30T22:59:14	-451
-450	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.27	122.04	-165.17	77.24	-5	1556694.25	-0451-12-30T22:59:14	-451
-450	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.27	122.04	-165.17	77.24	-5	1556694.25	-0451-12-30T22:59:14	-451
-450	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.27	122.04	-165.17	77.24	-5	1556694.25	-0451-12-30T22:59:14	-451
-400	Madurai	Madurai(9.92°)	9.92	9.92°	66.27	123.44	-164.55	76.7	21.63	1574956.25	-0401-12-30T22:59:14	-401
-400	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.27	123.44	-164.55	76.7	-5	1574956.25	-0401-12-30T22:59:14	-401
-400	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.27	123.44	-164.55	76.7	-5	1574956.25	-0401-12-30T22:59:14	-401
-400	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.27	123.44	-164.55	76.7	-5	1574956.25	-0401-12-30T22:59:14	-401
-350	Madurai	Madurai(9.92°)	9.92	9.92°	66.28	124.15	-164.24	76.43	21.68	1593219.25	-0351-12-30T22:59:14	-351
-350	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.28	124.15	-164.24	76.43	-5	1593219.25	-0351-12-30T22:59:14	-351
-350	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.28	124.15	-164.24	76.43	-5	1593219.25	-0351-12-30T22:59:14	-351
-350	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.28	124.15	-164.24	76.43	-5	1593219.25	-0351-12-30T22:59:14	-351
-300	Madurai	Madurai(9.92°)	9.92	9.92°	66.28	124.86	-163.91	76.16	21.73	1611482.25	-0301-12-31T22:59:14	-301
-300	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.28	124.86	-163.91	76.16	-5	1611482.25	-0301-12-31T22:59:14	-301
-300	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.28	124.86	-163.91	76.16	-5	1611482.25	-0301-12-31T22:59:14	-301
-300	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.28	124.86	-163.91	76.16	-5	1611482.25	-0301-12-31T22:59:14	-301
-250	Madurai	Madurai(9.92°)	9.92	9.92°	66.28	125.56	-163.61	75.89	21.83	1629744.25	-0251-12-30T22:59:14	-251
-250	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.28	125.56	-163.61	75.89	-5	1629744.25	-0251-12-30T22:59:14	-251
-250	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.28	125.56	-163.61	75.89	-5	1629744.25	-0251-12-30T22:59:14	-251
-250	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.28	125.56	-163.61	75.89	-5	1629744.25	-0251-12-30T22:59:14	-251
-200	Madurai	Madurai(9.92°)	9.92	9.92°	66.28	126.26	-163.3	75.62	21.86	1648007.25	-0201-12-31T22:59:14	-201
-200	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.28	126.26	-163.3	75.62	-5	1648007.25	-0201-12-31T22:59:14	-201
-200	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.28	126.26	-163.3	75.62	-5	1648007.25	-0201-12-31T22:59:14	-201
-200	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.28	126.26	-163.3	75.62	-5	1648007.25	-0201-12-31T22:59:14	-201
-150	Madurai	Madurai(9.92°)	9.92	9.92°	66.29	126.98	-162.97	75.35	21.96	1666269.25	-0151-12-30T22:59:14	-151
-150	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.29	126.98	-162.97	75.35	-5	1666269.25	-0151-12-30T22:59:14	-151
-150	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.29	126.98	-162.97	75.35	-5	1666269.25	-0151-12-30T22:59:14	-151
-150	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.29	126.98	-162.97	75.35	-5	1666269.25	-0151-12-30T22:59:14	-151
-100	Madurai	Madurai(9.92°)	9.92	9.92°	66.29	127.67	-162.66	75.08	21.99	1684532.25	-0101-12-31T22:59:14	-101
-100	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.29	127.67	-162.66	75.08	-5	1684532.25	-0101-12-31T22:59:14	-101
-100	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.29	127.67	-162.66	75.08	-5	1684532.25	-0101-12-31T22:59:14	-101
-100	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.29	127.67	-162.66	75.08	-5	1684532.25	-0101-12-31T22:59:14	-101
-50	Madurai	Madurai(9.92°)	9.92	9.92°	66.29	128.38	-162.36	74.81	22.01	1702795.25	-0051-12-31T22:59:14	-51
-50	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.29	128.38	-162.36	74.81	-5	1702795.25	-0051-12-31T22:59:14	-51
-50	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.29	128.38	-162.36	74.81	-5	1702795.25	-0051-12-31T22:59:14	-51
-50	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.29	128.38	-162.36	74.81	-5	1702795.25	-0051-12-31T22:59:14	-51
0	Madurai	Madurai(9.92°)	9.92	9.92°	66.29	129.09	-162.03	74.54	22.1	1721057.25	-0001-12-31T22:59:14	-1
0	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.29	129.09	-162.03	74.54	-5	1721057.25	-0001-12-31T22:59:14	-1
0	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.29	129.09	-162.03	74.54	-5	1721057.25	-0001-12-31T22:59:14	-1
0	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.29	129.09	-162.03	74.54	-5	1721057.25	-0001-12-31T22:59:14	-1
50	Madurai	Madurai(9.92°)	9.92	9.92°	66.3	129.79	-161.71	74.28	22.12	1739320.25	1949-12-31 22:59:14	49
50	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.3	129.79	-161.71	74.28	-5	1739320.25	1949-12-31 22:59:14	49
50	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.3	129.79	-161.71	74.28	-5	1739320.25	1949-12-31 22:59:14	49
50	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.3	129.79	-161.71	74.28	-5	1739320.25	1949-12-31 22:59:14	49
100	Madurai	Madurai(9.92°)	9.92	9.92°	66.3	130.5	-161.41	74.01	22.13	1757583.25	0100-01-01 22:59:14	100
100	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.3	130.5	-161.41	74.01	-5	1757583.25	0100-01-01 22:59:14	100
100	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.3	130.5	-161.41	74.01	-5	1757583.25	0100-01-01 22:59:14	100
100	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.3	130.5	-161.41	74.01	-5	1757583.25	0100-01-01 22:59:14	100
150	Madurai	Madurai(9.92°)	9.92	9.92°	66.3	131.21	-161.08	73.74	22.21	1775845.25	0149-12-31 22:59:14	149
150	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.3	131.21	-161.08	73.74	-5	1775845.25	0149-12-31 22:59:14	149
150	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.3	131.21	-161.08	73.74	-5	1775845.25	0149-12-31 22:59:14	149
150	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.3	131.21	-161.08	73.74	-5	1775845.25	0149-12-31 22:59:14	149
200	Madurai	Madurai(9.92°)	9.92	9.92°	66.3	131.92	-160.76	73.48	22.22	1794108.25	0200-01-01 22:59:14	200
200	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.3	131.92	-160.76	73.48	-5	1794108.25	0200-01-01 22:59:14	200
200	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.3	131.92	-160.76	73.48	-5	1794108.25	0200-01-01 22:59:14	200
200	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.3	131.92	-160.76	73.48	-5	1794108.25	0200-01-01 22:59:14	200
250	Madurai	Madurai(9.92°)	9.92	9.92°	66.3	132.61	-160.45	73.22	22.3	1812370.25	0249-12-31 22:59:14	249
250	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.3	132.61	-160.45	73.22	-5	1812370.25	0249-12-31 22:59:14	249
250	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.3	132.61	-160.45	73.22	-5	1812370.25	0249-12-31 22:59:14	249
250	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.3	132.61	-160.45	73.22	-5	1812370.25	0249-12-31 22:59:14	249
300	Madurai	Madurai(9.92°)	9.92	9.92°	66.31	133.33	-160.12	72.95	22.31	1830633.25	0300-01-01 22:59:14	300
300	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.31	133.33	-160.12	72.95	-5	1830633.25	0300-01-01 22:59:14	300
300	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.31	133.33	-160.12	72.95	-5	1830633.25	0300-01-01 22:59:14	300
300	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.31	133.33	-160.12	72.95	-5	1830633.25	0300-01-01 22:59:14	300
350	Madurai	Madurai(9.92°)	9.92	9.92°	66.31	134.04	-159.79	72.69	22.31	1848896.25	0350-01-01 22:59:14	350
350	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.31	134.04	-159.79	72.69	-5	1848896.25	0350-01-01 22:59:14	350
350	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.31	134.04	-159.79	72.69	-5	1848896.25	0350-01-01 22:59:14	350
350	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.31	134.04	-159.79	72.69	-5	1848896.25	0350-01-01 22:59:14	350
400	Madurai	Madurai(9.92°)	9.92	9.92°	66.31	134.74	-159.49	72.43	22.38	1867158.25	0400-01-01 22:59:14	400
400	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.31	134.74	-159.49	72.43	-5	1867158.25	0400-01-01 22:59:14	400
400	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.31	134.74	-159.49	72.43	-5	1867158.25	0400-01-01 22:59:14	400
400	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.31	134.74	-159.49	72.43	-5	1867158.25	0400-01-01 22:59:14	400
450	Madurai	Madurai(9.92°)	9.92	9.92°	66.31	135.45	-159.16	72.16	22.39	1885421.25	0450-01-01 22:59:14	450
450	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.31	135.45	-159.16	72.16	-5	1885421.25	0450-01-01 22:59:14	450
450	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.31	135.45	-159.16	72.16	-5	1885421.25	0450-01-01 22:59:14	450
450	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.31	135.45	-159.16	72.16	-5	1885421.25	0450-01-01 22:59:14	450
500	Madurai	Madurai(9.92°)	9.92	9.92°	66.32	136.16	-158.83	71.9	22.45	1903683.25	0500-01-01 22:59:14	500
500	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.32	136.16	-158.83	71.9	-5	1903683.25	0500-01-01 22:59:14	500
500	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.32	136.16	-158.83	71.9	-5	1903683.25	0500-01-01 22:59:14	500
500	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.32	136.16	-158.83	71.9	-5	1903683.25	0500-01-01 22:59:14	500
550	Madurai	Madurai(9.92°)	9.92	9.92°	66.32	136.86	-158.52	71.64	22.45	1921946.25	0550-01-01 22:59:14	550
550	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.32	136.86	-158.52	71.64	-5	1921946.25	0550-01-01 22:59:14	550
550	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.32	136.86	-158.52	71.64	-5	1921946.25	0550-01-01 22:59:14	550
550	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.32	136.86	-158.52	71.64	-5	1921946.25	0550-01-01 22:59:14	550
600	Madurai	Madurai(9.92°)	9.92	9.92°	66.32	137.57	-158.2	71.38	22.45	1940209.25	0600-01-02 22:59:14	600
600	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.32	137.57	-158.2	71.38	-5	1940209.25	0600-01-02 22:59:14	600
600	Kurukshetra	Kurukshetra(29.97°)	29.97	29.97°	66.32	137.57	-158.2	71.38	-5	1940209.25	0600-01-02 22:59:14	600
600	Srinagar	Srinagar(34.09°)	34.09	34.09°	66.32	137.57	-158.2	71.38	-5	1940209.25	0600-01-02 22:59:14	600
650	Madurai	Madurai(9.92°)	9.92	9.92°	66.32	138.29	-157.86	71.11	22.52	1958471.25	0650-01-01 22:59:14	650
650	Ujjain	Ujjain(23.18°)	23.18	23.18°	66.32	138.29	-157.86	71.11	-5	1958471.25	0650-01-01 22:59:14	650
