nid,gname,mag,localdt,jd,epoch,year,month,daynum,daynum_utryn,daynum_dksyn,sun_alt,sun_az,sun_lon,sun_lat,alt,az,ra,dec,lon,lat
N01-Ash,β Ari,2.6,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-41.057675451496564,54.48921209030204,348.4581615707343,3.963013643949089,351.0130007199044,8.271679367587094
N01-Ash,α Ari,2.0,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-40.94938251993886,49.27861918049049,351.2289733977547,6.766277656713569,354.71250366945554,9.727444637932624
N01-Ash,γ Ari,4.5,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-41.97128209319696,56.139278849010545,348.26382540734534,2.438866710502793,350.21960111679067,6.951567546068977
N02-Bha,* 41 Ari,3.6,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-42.81360640963345,35.53855113659433,0.645842441030262,11.396198886977581,5.248271796245732,10.154396485818417
N02-Bha,* 39 Ari,4.5,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-40.81760894661558,34.981753159127344,359.9496669204835,13.317898090797089,5.4232652590616945,12.185780671133518
N02-Bha,* 35 Ari,4.65,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-41.783837532458925,37.04306278955464,359.1258850845217,11.679624913367983,3.9854614612962,11.024873286279101
N03-Kri,η Tau,2.85,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-49.3674181995824,18.737469777463296,14.156145986060896,10.188588344623827,17.00066817623195,3.70267650548042
N03-Kri,* 17 Tau,3.7,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-49.288634344003384,19.6431183427231,13.559467484128565,10.0910176847076,16.420938013536155,3.8438350047562366
N03-Kri,* 19 Tau,4.3,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-48.9469555222123,19.460386993347,13.571867403186381,10.452781580029406,16.574953058916364,4.171607149481461
N03-Kri,* 20 Tau,3.85,-1100-01-01T07:26:23.567,1319293.5808283233,-1100,-1100,1,1,13,193,0.0096865385825902,116.80601720729604,281.73227079417967,-0.0007305865844167,-49.062946103405,19.265864090800353,13.730669976022241,10.379725513453016,16.69008473965029,4.042969194970502
