jd	date	yr	season	rtu	sun_lon	sun_naks	sun_naks_by_angle	moon_lat	moon_lon	moon_naks	moon_naks_by_angle	moon_phase	moon_sun_diff	sun_न	moon_न	sun_न_by_angle	moon_न_by_angle	sun_naks_angle	moon_naks_angle
948207.75	-2116-01-02	-2116	6	R6-śiśira	282.06	N24-Sha/λ Aqr	N24-Sha/λ Aqr	4.56	285.84	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	3	N24-Sha	N24-Sha	N24-Sha	N24-Sha	2.78	8.08
948221.25	-2116-01-15	-2116	6	R6-śiśira	295.49	N25-PBha/α Peg	N24-Sha/λ Aqr	-4.24	113.36	N12-UPal/* 93 Leo	N12-UPal/β Leo	1	177	N25-PBha	N12-UPal	N24-Sha	N12-UPal	16.20	17.14
948236.75	-2116-01-31	-2116	6	R6-śiśira	310.76	N26-UBha/γ Peg	N27-Rev/ε Psc	3.37	308.43	N26-UBha/γ Peg	N27-Rev/ε Psc	0	2	N26-UBha	N26-UBha	N27-Rev	N27-Rev	4.69	7.36
948251.25	-2116-02-14	-2116	6	R6-śiśira	324.92	N27-Rev/ε Psc	N01-Ash/γ Ari	-1.93	147.41	N15-Swa/α Boo	N14-Chi/α Vir	1	177	N27-Rev	N15-Swa	N01-Ash	N14-Chi	9.24	5.76
948266.75	-2116-03-01	-2116	1	R1-vasanta	339.92	N01-Ash/α Ari	N01-Ash/α Ari	0.23	346.16	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	0	6	N01-Ash	N02-Bha	N01-Ash	N02-Bha	10.90	9.97
948280.25	-2116-03-14	-2116	1	R1-vasanta	352.90	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	-0.06	168.31	N16-Vis/α2 Lib	N16-Vis/α2 Lib	1	175	N02-Bha	N16-Vis	N03-Kri	N16-Vis	5.70	5.45
948295.75	-2116-03-30	-2116	1	R1-vasanta	7.71	N04-Roh/γ Tau	N04-Roh/ε Tau	-1.90	9.63	N04-Roh/δ Tau	N04-Roh/ε Tau	0	1	N04-Roh	N04-Roh	N04-Roh	N04-Roh	3.44	3.73
948310.25	-2116-04-13	-2116	1	R1-vasanta	21.51	N05-Mrg/γ Ori	N05-Mrg/λ Ori	2.80	200.83	N19-Mul/ζ2 Sco	N20-PAsh/γ Sgr	1	179	N05-Mrg	N19-Mul	N05-Mrg	N20-PAsh	13.96	12.19
948324.75	-2116-04-28	-2116	2	R2-grīṣma	35.29	N05-Mrg/α Ori	N06-Ard/γ Gem	-3.68	33.25	N05-Mrg/α Ori	N06-Ard/γ Gem	0	2	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	7.44	5.07
948340.25	-2116-05-13	-2116	2	R2-grīṣma	50.03	N07-Pun/α Gem	N07-Pun/β Gem	4.66	233.58	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	176	N07-Pun	N21-UAsh	N07-Pun	N21-UAsh	6.67	13.99
948353.75	-2116-05-27	-2116	2	R2-grīṣma	62.90	N07-Pun/β Gem	N08-Pus/δ Cnc	-4.77	56.88	N07-Pun/β Gem	N08-Pus/δ Cnc	0	6	N07-Pun	N07-Pun	N08-Pus	N08-Pus	3.51	10.58
948369.25	-2116-06-11	-2116	2	R2-grīṣma	77.74	N09-Asl/ζ Hya	N10-Mag/η Leo	4.99	254.79	N23-Dha/ε Αqr	N23-Dha/ε Αqr	1	177	N09-Asl	N23-Dha	N10-Mag	N23-Dha	9.06	23.28
948383.75	-2116-06-26	-2116	3	R3-varṣā	91.73	N10-Mag/γ Leo	N10-Mag/α Leo	-4.65	94.63	N10-Mag/α Leo	N10-Mag/α Leo	0	2	N10-Mag	N10-Mag	N10-Mag	N10-Mag	3.83	8.27
948399.25	-2116-07-11	-2116	3	R3-varṣā	106.79	N11-PPal/θ Leo	N11-PPal/θ Leo	3.98	289.33	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	177	N11-PPal	N24-Sha	N11-PPal	N24-Sha	11.12	10.86
948412.75	-2116-07-25	-2116	3	R3-varṣā	120.03	N12-UPal/β Leo	N12-UPal/β Leo	-3.53	117.09	N12-UPal/β Leo	N13-Has/γ Crv	0	2	N12-UPal	N12-UPal	N12-UPal	N13-Has	16.14	15.87
948428.25	-2116-08-09	-2116	3	R3-varṣā	135.37	N13-Has/α Crv	N14-Chi/α Vir	2.50	311.45	N26-UBha/γ Peg	N27-Rev/ε Psc	1	176	N13-Has	N26-UBha	N14-Chi	N27-Rev	6.53	4.23
948442.75	-2116-08-24	-2116	3	R3-varṣā	149.85	N15-Swa/α Boo	N14-Chi/α Vir	-0.75	151.80	N15-Swa/α Boo	N14-Chi/α Vir	0	1	N15-Swa	N15-Swa	N14-Chi	N14-Chi	8.41	10.21
948458.25	-2116-09-08	-2116	4	R4-śarat	165.47	N16-Vis/α1 Lib	N16-Vis/α2 Lib	-0.75	348.22	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	1	177	N16-Vis	N02-Bha	N16-Vis	N03-Kri	2.67	10.03
948472.75	-2116-09-23	-2116	4	R4-śarat	180.18	N17-Anu/δ Sco	N17-Anu/δ Sco	2.24	185.02	N17-Anu/δ Sco	N17-Anu/ω1 Sco	0	4	N17-Anu	N17-Anu	N17-Anu	N17-Anu	1.43	3.88
948487.25	-2116-10-07	-2116	4	R4-śarat	194.96	N18-Jye/α Sco	N18-Jye/α Sco	-2.74	11.16	N04-Roh/ε Tau	N04-Roh/α Tau	1	176	N18-Jye	N04-Roh	N18-Jye	N04-Roh	8.42	4.75
948501.75	-2116-10-22	-2116	4	R4-śarat	209.78	N19-Mul/κ Sco	N20-PAsh/λ Sgr	3.76	205.73	N19-Mul/ν Sco	N20-PAsh/λ Sgr	0	4	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	4.57	9.82
948517.25	-2116-11-06	-2116	5	R5-hemanta	225.63	N21-UAsh/σ Sgr	N21-UAsh/τ Sgr	-4.84	49.65	N07-Pun/α Gem	N07-Pun/β Gem	1	175	N21-UAsh	N07-Pun	N21-UAsh	N07-Pun	5.11	11.48
948531.75	-2116-11-21	-2116	5	R5-hemanta	240.42	N22-Shr/α Aql	N21-UAsh/τ Sgr	4.97	238.32	N22-Shr/α Aql	N21-UAsh/τ Sgr	0	2	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	18.15	18.07
948546.25	-2116-12-05	-2116	5	R5-hemanta	255.15	N23-Dha/ε Αqr	N24-Sha/λ Aqr	-4.96	72.94	N09-Asl/δ Hya	N09-Asl/ζ Hya	1	177	N23-Dha	N09-Asl	N24-Sha	N09-Asl	24.13	6.45
948561.75	-2116-12-21	-2116	6	R6-śiśira	270.80	N23-Dha/β Αqr	N24-Sha/λ Aqr	4.40	271.37	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	0	N23-Dha	N23-Dha	N24-Sha	N24-Sha	8.49	9.13
948576.25	-2115-01-04	-2115	6	R6-śiśira	285.31	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-3.31	110.65	N12-UPal/* 93 Leo	N12-UPal/β Leo	1	174	N24-Sha	N12-UPal	N24-Sha	N12-UPal	6.03	15.86
948591.75	-2115-01-20	-2115	6	R6-śiśira	300.69	N25-PBha/β Peg	N26-UBha/γ Peg	2.19	305.45	N25-PBha/β Peg	N27-Rev/ε Psc	0	4	N25-PBha	N25-PBha	N26-UBha	N27-Rev	14.07	10.00
948605.25	-2115-02-02	-2115	6	R6-śiśira	313.96	N26-UBha/γ Peg	N27-Rev/ε Psc	-1.54	133.06	N13-Has/γ Crv	N14-Chi/α Vir	1	179	N26-UBha	N13-Has	N27-Rev	N14-Chi	1.67	8.59
948620.75	-2115-02-18	-2115	6	R6-śiśira	329.05	N01-Ash/γ Ari	N01-Ash/γ Ari	0.26	327.40	N27-Rev/ε Psc	N01-Ash/γ Ari	0	1	N01-Ash	N27-Rev	N01-Ash	N01-Ash	7.27	7.63
948635.25	-2115-03-04	-2115	1	R1-vasanta	343.06	N01-Ash/α Ari	N02-Bha/* 41 Ari	1.59	168.09	N16-Vis/α1 Lib	N16-Vis/α2 Lib	1	174	N01-Ash	N16-Vis	N02-Bha	N16-Vis	10.62	5.22
948650.75	-2115-03-20	-2115	1	R1-vasanta	357.93	N02-Bha/* 39 Ari	N03-Kri/* 27 Tau	-2.91	4.07	N03-Kri/* 27 Tau	N04-Roh/δ Tau	0	6	N02-Bha	N03-Kri	N03-Kri	N04-Roh	3.49	1.58
948664.25	-2115-04-02	-2115	1	R1-vasanta	10.81	N04-Roh/θ2 Tau	N04-Roh/ε Tau	3.27	189.42	N18-Jye/σ Sco	N18-Jye/α Sco	1	178	N04-Roh	N18-Jye	N04-Roh	N18-Jye	5.62	7.50
948679.75	-2115-04-18	-2115	1	R1-vasanta	25.56	N05-Mrg/λ Ori	N06-Ard/γ Gem	-4.35	27.44	N05-Mrg/λ Ori	N06-Ard/γ Gem	0	1	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	13.39	9.79
948694.25	-2115-05-02	-2115	2	R2-grīṣma	39.34	N06-Ard/γ Gem	N06-Ard/γ Gem	4.86	222.55	N21-UAsh/φ Sgr	N21-UAsh/σ Sgr	1	176	N06-Ard	N21-UAsh	N06-Ard	N21-UAsh	7.69	8.01
948708.75	-2115-05-17	-2115	2	R2-grīṣma	53.13	N07-Pun/α Gem	N07-Pun/β Gem	-5.01	51.10	N07-Pun/α Gem	N07-Pun/β Gem	0	2	N07-Pun	N07-Pun	N07-Pun	N07-Pun	6.61	11.48
948723.25	-2115-05-31	-2115	2	R2-grīṣma	66.97	N08-Pus/δ Cnc	N08-Pus/δ Cnc	4.97	243.37	N22-Shr/α Aql	N21-UAsh/τ Sgr	1	176	N08-Pus	N22-Shr	N08-Pus	N21-UAsh	0.58	22.55
948737.75	-2115-06-15	-2115	2	R2-grīṣma	80.88	N10-Mag/ε Leo	N10-Mag/η Leo	-4.74	74.84	N09-Asl/σ Hya	N09-Asl/ζ Hya	0	6	N10-Mag	N09-Asl	N10-Mag	N09-Asl	6.53	7.05
948753.25	-2115-06-30	-2115	3	R3-varṣā	95.85	N10-Mag/α Leo	N10-Mag/α Leo	3.69	276.12	N23-Dha/α Αqr	N24-Sha/λ Aqr	1	179	N10-Mag	N23-Dha	N10-Mag	N24-Sha	7.95	4.99
948767.75	-2115-07-15	-2115	3	R3-varṣā	109.98	N12-UPal/* 93 Leo	N12-UPal/β Leo	-2.48	113.25	N12-UPal/* 93 Leo	N12-UPal/β Leo	0	3	N12-UPal	N12-UPal	N12-UPal	N12-UPal	12.52	15.40
948783.25	-2115-07-30	-2115	3	R3-varṣā	125.22	N13-Has/γ Crv	N13-Has/δ Crv	1.06	309.51	N26-UBha/γ Peg	N27-Rev/ε Psc	1	175	N13-Has	N26-UBha	N13-Has	N27-Rev	13.38	5.86
948796.75	-2115-08-13	-2115	3	R3-varṣā	138.61	N13-Has/δ Crv	N14-Chi/α Vir	-0.49	136.03	N13-Has/α Crv	N14-Chi/α Vir	0	2	N13-Has	N13-Has	N14-Chi	N14-Chi	3.53	5.77
948812.25	-2115-08-28	-2115	4	R4-śarat	154.13	N15-Swa/α Boo	N16-Vis/α1 Lib	-0.88	331.00	N01-Ash/γ Ari	N01-Ash/γ Ari	1	176	N15-Swa	N01-Ash	N16-Vis	N01-Ash	8.82	7.91
948826.75	-2115-09-12	-2115	4	R4-śarat	168.76	N16-Vis/α2 Lib	N16-Vis/α2 Lib	2.65	171.87	N16-Vis/α2 Lib	N16-Vis/α2 Lib	0	3	N16-Vis	N16-Vis	N16-Vis	N16-Vis	5.89	9.12
948842.25	-2115-09-27	-2115	4	R4-śarat	184.51	N17-Anu/δ Sco	N17-Anu/ω1 Sco	-3.68	6.61	N04-Roh/γ Tau	N04-Roh/ε Tau	1	177	N17-Anu	N04-Roh	N17-Anu	N04-Roh	3.18	0.84
948855.75	-2115-10-11	-2115	4	R4-śarat	198.29	N18-Jye/ε Sco	N18-Jye/α Sco	4.08	193.53	N18-Jye/α Sco	N18-Jye/α Sco	0	4	N18-Jye	N18-Jye	N18-Jye	N18-Jye	11.46	10.05
948871.25	-2115-10-26	-2115	5	R5-hemanta	214.13	N20-PAsh/γ Sgr	N20-PAsh/λ Sgr	-4.75	29.25	N05-Mrg/α Ori	N06-Ard/γ Gem	1	175	N20-PAsh	N05-Mrg	N20-PAsh	N06-Ard	1.28	7.95
948885.75	-2115-11-10	-2115	5	R5-hemanta	228.96	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	5.00	227.24	N21-UAsh/ζ Sgr	N21-UAsh/τ Sgr	0	1	N21-UAsh	N21-UAsh	N21-UAsh	N21-UAsh	7.50	10.26
948901.25	-2115-11-25	-2115	5	R5-hemanta	244.76	N22-Shr/γ Aql	N21-UAsh/τ Sgr	-4.67	67.38	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1	177	N22-Shr	N08-Pus	N21-UAsh	N08-Pus	22.38	4.63
948915.75	-2115-12-10	-2115	5	R5-hemanta	259.46	N23-Dha/β Del	N24-Sha/λ Aqr	4.10	260.06	N23-Dha/α Del	N24-Sha/λ Aqr	0	0	N23-Dha	N23-Dha	N24-Sha	N24-Sha	19.83	19.68
948930.25	-2115-12-24	-2115	6	R6-śiśira	274.07	N23-Dha/α Αqr	N24-Sha/λ Aqr	-3.45	90.70	N10-Mag/ζ Leo	N10-Mag/α Leo	1	176	N23-Dha	N10-Mag	N24-Sha	N10-Mag	5.22	4.57
948945.75	-2114-01-09	-2114	6	R6-śiśira	289.55	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1.73	292.58	N25-PBha/α Peg	N24-Sha/λ Aqr	0	3	N24-Sha	N25-PBha	N24-Sha	N24-Sha	10.26	13.42
948960.25	-2114-01-23	-2114	6	R6-śiśira	303.90	N25-PBha/β Peg	N27-Rev/ε Psc	-0.24	128.99	N13-Has/γ Crv	N13-Has/δ Crv	1	174	N25-PBha	N13-Has	N27-Rev	N13-Has	11.50	11.86
948974.75	-2114-02-07	-2114	6	R6-śiśira	318.12	N26-UBha/α And	N27-Rev/ε Psc	-0.16	313.37	N26-UBha/γ Peg	N27-Rev/ε Psc	0	4	N26-UBha	N26-UBha	N27-Rev	N27-Rev	2.89	2.25
948989.25	-2114-02-21	-2114	1	R1-vasanta	332.21	N01-Ash/γ Ari	N01-Ash/γ Ari	1.82	151.89	N15-Swa/α Boo	N14-Chi/α Vir	1	179	N01-Ash	N15-Swa	N01-Ash	N14-Chi	7.14	10.87
949004.75	-2114-03-09	-2114	1	R1-vasanta	347.16	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	-3.02	347.14	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	0	0	N02-Bha	N02-Bha	N02-Bha	N03-Kri	10.27	12.12
949018.25	-2114-03-22	-2114	1	R1-vasanta	0.09	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	3.53	174.65	N16-Vis/α2 Lib	N17-Anu/β1 Sco	1	174	N03-Kri	N16-Vis	N03-Kri	N17-Anu	4.00	6.59
949033.75	-2114-04-07	-2114	1	R1-vasanta	14.87	N04-Roh/α Tau	N04-Roh/ε Tau	-4.32	9.09	N04-Roh/γ Tau	N04-Roh/α Tau	0	5	N04-Roh	N04-Roh	N04-Roh	N04-Roh	9.30	2.16
949048.25	-2114-04-21	-2114	1	R1-vasanta	28.65	N05-Mrg/λ Ori	N06-Ard/γ Gem	4.93	210.24	N19-Mul/ι1 Sco	N20-PAsh/λ Sgr	1	178	N05-Mrg	N19-Mul	N06-Ard	N20-PAsh	10.93	7.35
949063.75	-2114-05-07	-2114	2	R2-grīṣma	43.38	N06-Ard/γ Gem	N06-Ard/γ Gem	-4.94	45.84	N06-Ard/γ Gem	N06-Ard/γ Gem	0	2	N06-Ard	N06-Ard	N06-Ard	N06-Ard	9.78	9.25
949077.25	-2114-05-20	-2114	2	R2-grīṣma	56.23	N07-Pun/β Gem	N07-Pun/β Gem	4.83	231.86	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	175	N07-Pun	N21-UAsh	N07-Pun	N21-UAsh	7.89	12.83
949092.75	-2114-06-05	-2114	2	R2-grīṣma	71.04	N08-Pus/δ Cnc	N08-Pus/δ Cnc	-4.21	69.16	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0	1	N08-Pus	N08-Pus	N08-Pus	N08-Pus	4.64	4.92
949107.25	-2114-06-19	-2114	2	R2-grīṣma	84.98	N10-Mag/μ Leo	N10-Mag/α Leo	3.24	265.09	N23-Dha/β Αqr	N24-Sha/λ Aqr	1	179	N10-Mag	N23-Dha	N10-Mag	N24-Sha	2.93	14.60
949121.75	-2114-07-04	-2114	3	R3-varṣā	99.01	N11-PPal/δ Leo	N11-PPal/θ Leo	-2.70	92.55	N10-Mag/γ Leo	N10-Mag/α Leo	0	6	N11-PPal	N10-Mag	N11-PPal	N10-Mag	9.79	5.46
949137.25	-2114-07-19	-2114	3	R3-varṣā	114.15	N12-UPal/β Leo	N12-UPal/β Leo	0.50	297.55	N25-PBha/α Peg	N26-UBha/γ Peg	1	176	N12-UPal	N25-PBha	N12-UPal	N26-UBha	13.25	15.32
949151.75	-2114-08-03	-2114	3	R3-varṣā	128.44	N13-Has/γ Crv	N13-Has/δ Crv	0.74	131.07	N13-Has/γ Crv	N14-Chi/α Vir	0	2	N13-Has	N13-Has	N13-Has	N14-Chi	12.22	10.87
949166.25	-2114-08-17	-2114	3	R3-varṣā	142.86	N13-Has/β Crv	N14-Chi/α Vir	-1.40	318.18	N26-UBha/α And	N27-Rev/ε Psc	1	175	N13-Has	N26-UBha	N14-Chi	N27-Rev	2.18	3.63
949180.75	-2114-09-01	-2114	4	R4-śarat	157.41	N15-Swa/α Boo	N16-Vis/α1 Lib	2.73	154.19	N15-Swa/α Boo	N16-Vis/α1 Lib	0	3	N15-Swa	N15-Swa	N16-Vis	N16-Vis	5.57	8.92
949196.25	-2114-09-16	-2114	4	R4-śarat	173.08	N16-Vis/α2 Lib	N17-Anu/δ Sco	-3.89	351.34	N02-Bha/* 41 Ari	N03-Kri/* 23 Tau	1	178	N16-Vis	N02-Bha	N17-Anu	N03-Kri	7.39	9.62
949210.75	-2114-10-01	-2114	4	R4-śarat	187.83	N17-Anu/ω1 Sco	N18-Jye/α Sco	4.75	191.36	N18-Jye/σ Sco	N18-Jye/α Sco	0	3	N17-Anu	N18-Jye	N18-Jye	N18-Jye	4.01	9.54
949226.25	-2114-10-16	-2114	4	R4-śarat	203.66	N19-Mul/ζ2 Sco	N20-PAsh/γ Sgr	-4.97	25.96	N05-Mrg/λ Ori	N05-Mrg/λ Ori	1	177	N19-Mul	N05-Mrg	N20-PAsh	N05-Mrg	8.21	10.03
949239.75	-2114-10-30	-2114	5	R5-hemanta	217.47	N20-PAsh/δ Sgr	N21-UAsh/φ Sgr	4.95	213.63	N20-PAsh/γ Sgr	N20-PAsh/λ Sgr	0	3	N20-PAsh	N20-PAsh	N21-UAsh	N20-PAsh	3.37	6.26
949255.25	-2114-11-14	-2114	5	R5-hemanta	233.30	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	-4.66	48.14	N07-Pun/α Gem	N06-Ard/γ Gem	1	174	N21-UAsh	N07-Pun	N21-UAsh	N06-Ard	11.35	11.55
949269.75	-2114-11-29	-2114	5	R5-hemanta	248.07	N22-Shr/β Aql	N21-UAsh/τ Sgr	3.71	248.32	N22-Shr/β Aql	N23-Dha/ε Αqr	0	0	N22-Shr	N22-Shr	N21-UAsh	N23-Dha	25.64	24.01
949285.25	-2114-12-14	-2114	5	R5-hemanta	263.76	N23-Dha/γ2 Del	N24-Sha/λ Aqr	-2.52	85.21	N10-Mag/μ Leo	N10-Mag/α Leo	1	178	N23-Dha	N10-Mag	N24-Sha	N10-Mag	15.53	3.80
949299.75	-2114-12-29	-2114	6	R6-śiśira	278.33	N23-Dha/α Αqr	N24-Sha/λ Aqr	1.12	281.52	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	3	N23-Dha	N24-Sha	N24-Sha	N24-Sha	0.97	2.58
949314.25	-2113-01-12	-2113	6	R6-śiśira	292.78	N25-PBha/α Peg	N24-Sha/λ Aqr	-0.49	108.25	N11-PPal/θ Leo	N11-PPal/θ Leo	1	175	N25-PBha	N11-PPal	N24-Sha	N11-PPal	13.50	12.32
949328.75	-2113-01-27	-2113	6	R6-śiśira	307.10	N25-PBha/β Peg	N27-Rev/ε Psc	-0.78	302.17	N25-PBha/β Peg	N27-Rev/ε Psc	0	4	N25-PBha	N25-PBha	N27-Rev	N27-Rev	8.31	13.30
949344.25	-2113-02-11	-2113	6	R6-śiśira	322.27	N27-Rev/ε Psc	N27-Rev/ε Psc	2.91	146.77	N14-Chi/α Vir	N14-Chi/α Vir	1	175	N27-Rev	N14-Chi	N27-Rev	N14-Chi	6.96	6.97
949358.75	-2113-02-26	-2113	1	R1-vasanta	336.33	N01-Ash/γ Ari	N01-Ash/γ Ari	-3.45	334.63	N01-Ash/γ Ari	N01-Ash/γ Ari	0	1	N01-Ash	N01-Ash	N01-Ash	N01-Ash	8.85	11.11
949373.25	-2113-03-12	-2113	1	R1-vasanta	350.28	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	4.35	170.20	N16-Vis/α2 Lib	N16-Vis/α2 Lib	1	179	N02-Bha	N16-Vis	N03-Kri	N16-Vis	7.86	8.07
949388.75	-2113-03-28	-2113	1	R1-vasanta	5.11	N03-Kri/* 27 Tau	N04-Roh/ε Tau	-4.89	7.81	N04-Roh/γ Tau	N04-Roh/α Tau	0	2	N03-Kri	N04-Roh	N04-Roh	N04-Roh	3.19	0.93
949402.25	-2113-04-10	-2113	1	R1-vasanta	17.97	N04-Roh/α Tau	N04-Roh/α Tau	4.98	193.58	N18-Jye/α Sco	N18-Jye/α Sco	1	175	N04-Roh	N18-Jye	N04-Roh	N18-Jye	11.96	10.81
949417.75	-2113-04-26	-2113	2	R2-grīṣma	32.70	N05-Mrg/α Ori	N06-Ard/γ Gem	-4.89	29.38	N05-Mrg/α Ori	N06-Ard/γ Gem	0	3	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	8.36	7.79
949432.25	-2113-05-10	-2113	2	R2-grīṣma	46.48	N06-Ard/γ Gem	N07-Pun/β Gem	4.19	230.44	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	176	N06-Ard	N21-UAsh	N07-Pun	N21-UAsh	8.29	11.38
949447.75	-2113-05-26	-2113	2	R2-grīṣma	61.25	N07-Pun/β Gem	N08-Pus/δ Cnc	-3.34	64.84	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0	3	N07-Pun	N08-Pus	N08-Pus	N08-Pus	5.16	3.56
949461.25	-2113-06-08	-2113	2	R2-grīṣma	74.17	N09-Asl/σ Hya	N08-Pus/δ Cnc	2.80	252.44	N23-Dha/ε Αqr	N23-Dha/ε Αqr	1	178	N09-Asl	N23-Dha	N08-Pus	N23-Dha	7.76	25.06
949476.75	-2113-06-24	-2113	2	R2-grīṣma	89.09	N10-Mag/ζ Leo	N10-Mag/α Leo	-1.58	87.52	N10-Mag/μ Leo	N10-Mag/α Leo	0	1	N10-Mag	N10-Mag	N10-Mag	N10-Mag	1.20	1.79
949491.25	-2113-07-08	-2113	3	R3-varṣā	103.16	N11-PPal/δ Leo	N11-PPal/θ Leo	-0.12	286.30	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	176	N11-PPal	N24-Sha	N11-PPal	N24-Sha	9.79	7.01
949505.75	-2113-07-23	-2113	3	R3-varṣā	117.35	N12-UPal/β Leo	N12-UPal/β Leo	0.49	110.37	N12-UPal/* 93 Leo	N12-UPal/β Leo	0	6	N12-UPal	N12-UPal	N12-UPal	N12-UPal	14.61	12.04
949520.25	-2113-08-06	-2113	3	R3-varṣā	131.67	N13-Has/γ Crv	N14-Chi/α Vir	-1.99	307.13	N25-PBha/β Peg	N27-Rev/ε Psc	1	175	N13-Has	N25-PBha	N14-Chi	N27-Rev	10.14	8.73
949535.75	-2113-08-22	-2113	3	R3-varṣā	147.12	N15-Swa/α Boo	N14-Chi/α Vir	3.63	148.63	N15-Swa/α Boo	N14-Chi/α Vir	0	1	N15-Swa	N15-Swa	N14-Chi	N14-Chi	5.77	8.85
949550.25	-2113-09-05	-2113	4	R4-śarat	161.70	N16-Vis/α1 Lib	N16-Vis/α2 Lib	-4.26	339.69	N01-Ash/α Ari	N01-Ash/γ Ari	1	177	N16-Vis	N01-Ash	N16-Vis	N01-Ash	1.49	14.27
949564.75	-2113-09-20	-2113	4	R4-śarat	176.39	N16-Vis/α2 Lib	N17-Anu/δ Sco	4.76	171.99	N16-Vis/α2 Lib	N17-Anu/β1 Sco	0	4	N16-Vis	N16-Vis	N17-Anu	N17-Anu	4.19	9.49
949580.25	-2113-10-05	-2113	4	R4-śarat	192.17	N18-Jye/α Sco	N18-Jye/α Sco	-4.99	12.49	N04-Roh/α Tau	N04-Roh/α Tau	1	179	N18-Jye	N04-Roh	N18-Jye	N04-Roh	6.12	5.05
949594.75	-2113-10-20	-2113	4	R4-śarat	206.99	N19-Mul/ν Sco	N20-PAsh/γ Sgr	4.66	210.18	N19-Mul/ι1 Sco	N20-PAsh/λ Sgr	0	3	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	6.49	7.15
949610.25	-2113-11-04	-2113	5	R5-hemanta	222.84	N21-UAsh/φ Sgr	N21-UAsh/σ Sgr	-3.91	46.13	N06-Ard/γ Gem	N06-Ard/γ Gem	1	176	N21-UAsh	N06-Ard	N21-UAsh	N06-Ard	3.88	9.84
949623.75	-2113-11-18	-2113	5	R5-hemanta	236.63	N22-Shr/α Aql	N21-UAsh/τ Sgr	3.50	232.88	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	0	3	N22-Shr	N21-UAsh	N21-UAsh	N21-UAsh	14.48	12.72
949639.25	-2113-12-03	-2113	5	R5-hemanta	252.39	N23-Dha/ε Αqr	N24-Sha/λ Aqr	-2.42	67.70	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1	175	N23-Dha	N08-Pus	N24-Sha	N08-Pus	26.90	2.62
949653.75	-2113-12-18	-2113	5	R5-hemanta	267.05	N23-Dha/β Αqr	N24-Sha/λ Aqr	0.61	268.57	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	1	N23-Dha	N23-Dha	N24-Sha	N24-Sha	12.24	10.75
949669.25	-2112-01-02	-2112	6	R6-śiśira	282.59	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0.75	103.43	N11-PPal/δ Leo	N11-PPal/θ Leo	1	179	N24-Sha	N11-PPal	N24-Sha	N11-PPal	3.31	9.12
949682.75	-2112-01-16	-2112	6	R6-śiśira	296.01	N25-PBha/α Peg	N26-UBha/γ Peg	-1.33	290.13	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	5	N25-PBha	N24-Sha	N26-UBha	N24-Sha	16.67	10.91
949698.25	-2112-01-31	-2112	6	R6-śiśira	311.28	N26-UBha/γ Peg	N27-Rev/ε Psc	2.70	126.14	N13-Has/γ Crv	N13-Has/δ Crv	1	174	N26-UBha	N13-Has	N27-Rev	N13-Has	4.18	15.49
949712.75	-2112-02-15	-2112	6	R6-śiśira	325.44	N27-Rev/ε Psc	N01-Ash/γ Ari	-3.87	323.59	N27-Rev/ε Psc	N27-Rev/ε Psc	0	1	N27-Rev	N27-Rev	N01-Ash	N27-Rev	8.91	9.50
949728.25	-2112-03-01	-2112	1	R1-vasanta	340.44	N01-Ash/α Ari	N01-Ash/α Ari	4.82	164.51	N16-Vis/α1 Lib	N16-Vis/α1 Lib	1	175	N01-Ash	N16-Vis	N01-Ash	N16-Vis	11.12	4.26
