jd	date	yr	season	rtu	sun_lon	sun_naks	sun_naks_by_angle	moon_lat	moon_lon	moon_naks	moon_naks_by_angle	moon_phase	moon_sun_diff	sun_न	moon_न	sun_न_by_angle	moon_न_by_angle	sun_naks_angle	moon_naks_angle
808113.75	-2500-06-10	-2500	2	R2-grīṣma	75.17	N09-Asl/ζ Hya	N08-Pus/δ Cnc	3.49	75.13	N09-Asl/ζ Hya	N10-Mag/ε Leo	0	0	N09-Asl	N09-Asl	N08-Pus	N10-Mag	8.76	6.69
808128.25	-2500-06-24	-2500	2	R2-grīṣma	89.18	N10-Mag/α Leo	N10-Mag/α Leo	-4.34	270.07	N23-Dha/α Αqr	N24-Sha/λ Aqr	1	179	N10-Mag	N23-Dha	N10-Mag	N24-Sha	1.29	10.10
808143.75	-2500-07-10	-2500	3	R3-varṣā	104.28	N12-UPal/* 93 Leo	N11-PPal/θ Leo	4.90	108.22	N12-UPal/* 93 Leo	N12-UPal/β Leo	0	3	N12-UPal	N12-UPal	N11-PPal	N12-UPal	10.08	7.77
808157.25	-2500-07-23	-2500	3	R3-varṣā	117.55	N12-UPal/β Leo	N12-UPal/β Leo	-4.98	293.37	N25-PBha/α Peg	N24-Sha/λ Aqr	1	175	N12-UPal	N25-PBha	N12-UPal	N24-Sha	14.71	14.86
808172.75	-2500-08-08	-2500	3	R3-varṣā	132.93	N13-Has/δ Crv	N14-Chi/α Vir	4.88	129.65	N13-Has/ε Crv	N14-Chi/α Vir	0	3	N13-Has	N13-Has	N14-Chi	N14-Chi	8.89	13.73
808187.25	-2500-08-22	-2500	3	R3-varṣā	147.46	N15-Swa/α Boo	N14-Chi/α Vir	-4.18	330.27	N01-Ash/γ Ari	N01-Ash/γ Ari	1	177	N15-Swa	N01-Ash	N14-Chi	N01-Ash	6.08	11.23
808202.75	-2500-09-07	-2500	4	R4-śarat	163.10	N16-Vis/α2 Lib	N16-Vis/α2 Lib	3.33	164.71	N16-Vis/α2 Lib	N16-Vis/α1 Lib	0	1	N16-Vis	N16-Vis	N16-Vis	N16-Vis	0.86	3.04
808216.25	-2500-09-20	-2500	4	R4-śarat	176.82	N17-Anu/δ Sco	N17-Anu/δ Sco	-2.78	352.25	N03-Kri/* 17 Tau	N03-Kri/* 23 Tau	1	175	N17-Anu	N03-Kri	N17-Anu	N03-Kri	3.78	8.19
808231.75	-2500-10-06	-2500	4	R4-śarat	192.64	N18-Jye/ε Sco	N18-Jye/α Sco	1.58	186.94	N18-Jye/α Sco	N18-Jye/σ Sco	0	5	N18-Jye	N18-Jye	N18-Jye	N18-Jye	6.48	5.24
808246.25	-2500-10-20	-2500	4	R4-śarat	207.47	N20-PAsh/γ Sgr	N20-PAsh/γ Sgr	0.17	26.29	N05-Mrg/α Ori	N06-Ard/γ Gem	1	178	N20-PAsh	N05-Mrg	N20-PAsh	N06-Ard	6.34	12.89
808261.75	-2500-11-05	-2500	5	R5-hemanta	223.32	N21-UAsh/τ Sgr	N21-UAsh/σ Sgr	-1.80	224.19	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	0	0	N21-UAsh	N21-UAsh	N21-UAsh	N21-UAsh	4.23	2.81
808276.25	-2500-11-19	-2500	5	R5-hemanta	238.11	N22-Shr/α Aql	N21-UAsh/τ Sgr	3.01	59.18	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1	178	N22-Shr	N08-Pus	N21-UAsh	N08-Pus	15.91	7.88
808290.75	-2500-12-04	-2500	5	R5-hemanta	252.82	N23-Dha/β Del	N24-Sha/λ Aqr	-3.61	247.31	N23-Dha/ε Αqr	N21-UAsh/τ Sgr	0	5	N23-Dha	N23-Dha	N24-Sha	N21-UAsh	26.47	24.50
808306.25	-2500-12-19	-2500	5	R5-hemanta	268.43	N23-Dha/α Αqr	N24-Sha/λ Aqr	4.76	91.74	N10-Mag/α Leo	N10-Mag/α Leo	1	176	N23-Dha	N10-Mag	N24-Sha	N10-Mag	10.86	5.98
808320.75	-2499-01-03	-2499	6	R6-śiśira	282.91	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-5.02	285.97	N25-PBha/α Peg	N24-Sha/λ Aqr	0	3	N24-Sha	N25-PBha	N24-Sha	N24-Sha	3.63	8.25
808335.25	-2499-01-17	-2499	6	R6-śiśira	297.26	N25-PBha/β Peg	N26-UBha/γ Peg	4.99	112.57	N12-UPal/β Leo	N12-UPal/β Leo	1	175	N25-PBha	N12-UPal	N26-UBha	N12-UPal	15.89	8.02
808349.75	-2499-02-01	-2499	6	R6-śiśira	311.48	N26-UBha/α And	N27-Rev/ε Psc	-4.67	309.31	N26-UBha/γ Peg	N27-Rev/ε Psc	0	2	N26-UBha	N26-UBha	N27-Rev	N27-Rev	3.99	8.22
808365.25	-2499-02-16	-2499	6	R6-śiśira	326.54	N01-Ash/γ Ari	N01-Ash/γ Ari	3.88	146.02	N15-Swa/α Boo	N14-Chi/α Vir	1	179	N01-Ash	N15-Swa	N01-Ash	N14-Chi	8.29	7.17
808379.75	-2499-03-03	-2499	1	R1-vasanta	340.51	N02-Bha/* 35 Ari	N01-Ash/α Ari	-2.48	346.48	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	0	5	N02-Bha	N02-Bha	N01-Ash	N03-Kri	11.15	12.38
808395.25	-2499-03-18	-2499	1	R1-vasanta	355.35	N03-Kri/* 17 Tau	N03-Kri/* 23 Tau	1.27	180.78	N17-Anu/π Sco	N17-Anu/β1 Sco	1	174	N03-Kri	N17-Anu	N03-Kri	N17-Anu	4.12	0.32
808408.75	-2499-04-01	-2499	1	R1-vasanta	8.22	N04-Roh/α Tau	N04-Roh/ε Tau	-0.58	8.64	N04-Roh/α Tau	N04-Roh/ε Tau	0	0	N04-Roh	N04-Roh	N04-Roh	N04-Roh	3.71	3.55
808424.25	-2499-04-16	-2499	1	R1-vasanta	22.95	N05-Mrg/λ Ori	N05-Mrg/λ Ori	-0.75	203.21	N19-Mul/θ Sco	N20-PAsh/γ Sgr	1	179	N05-Mrg	N19-Mul	N05-Mrg	N20-PAsh	14.04	8.00
808437.75	-2499-04-30	-2499	2	R2-grīṣma	35.77	N06-Ard/γ Gem	N06-Ard/γ Gem	1.37	30.43	N05-Mrg/α Ori	N06-Ard/γ Gem	0	5	N06-Ard	N05-Mrg	N06-Ard	N06-Ard	7.35	10.75
808453.25	-2499-05-15	-2499	2	R2-grīṣma	50.52	N07-Pun/β Gem	N07-Pun/β Gem	-2.69	226.02	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	175	N07-Pun	N21-UAsh	N07-Pun	N21-UAsh	6.56	3.60
808467.75	-2499-05-30	-2499	2	R2-grīṣma	64.37	N08-Pus/δ Cnc	N08-Pus/δ Cnc	3.91	64.06	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0	0	N08-Pus	N08-Pus	N08-Pus	N08-Pus	2.04	4.68
808483.25	-2499-06-14	-2499	2	R2-grīṣma	79.27	N10-Mag/μ Leo	N10-Mag/η Leo	-4.80	264.35	N23-Dha/β Αqr	N24-Sha/λ Aqr	1	174	N10-Mag	N23-Dha	N10-Mag	N24-Sha	7.78	15.62
808497.75	-2499-06-29	-2499	3	R3-varṣā	93.31	N11-PPal/δ Leo	N10-Mag/α Leo	5.00	96.88	N11-PPal/δ Leo	N11-PPal/θ Leo	0	3	N11-PPal	N11-PPal	N10-Mag	N11-PPal	5.41	6.20
808512.25	-2499-07-13	-2499	3	R3-varṣā	107.47	N12-UPal/* 93 Leo	N11-PPal/θ Leo	-4.99	287.99	N25-PBha/α Peg	N24-Sha/λ Aqr	1	179	N12-UPal	N25-PBha	N11-PPal	N24-Sha	11.48	9.93
808526.75	-2499-07-28	-2499	3	R3-varṣā	121.76	N13-Has/γ Crv	N13-Has/δ Crv	4.77	117.66	N12-UPal/β Leo	N12-UPal/β Leo	0	4	N13-Has	N12-UPal	N13-Has	N12-UPal	15.28	11.00
808541.25	-2499-08-11	-2499	3	R3-varṣā	136.19	N13-Has/β Crv	N14-Chi/α Vir	-4.24	311.45	N26-UBha/α And	N27-Rev/ε Psc	1	175	N13-Has	N26-UBha	N14-Chi	N27-Rev	5.75	6.45
808556.75	-2499-08-27	-2499	4	R4-śarat	151.74	N15-Swa/α Boo	N14-Chi/α Vir	3.01	150.56	N15-Swa/α Boo	N14-Chi/α Vir	0	1	N15-Swa	N15-Swa	N14-Chi	N14-Chi	10.26	10.13
808571.25	-2499-09-10	-2499	4	R4-śarat	166.41	N16-Vis/α2 Lib	N16-Vis/α2 Lib	-1.50	349.17	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	1	177	N16-Vis	N02-Bha	N16-Vis	N03-Kri	3.58	9.59
808586.75	-2499-09-26	-2499	4	R4-śarat	182.18	N17-Anu/ω1 Sco	N17-Anu/ω1 Sco	0.13	184.34	N18-Jye/σ Sco	N17-Anu/ω1 Sco	0	2	N17-Anu	N18-Jye	N17-Anu	N17-Anu	1.08	2.99
808600.25	-2499-10-09	-2499	4	R4-śarat	195.97	N19-Mul/ζ2 Sco	N18-Jye/α Sco	0.54	11.55	N04-Roh/α Tau	N04-Roh/ε Tau	1	175	N19-Mul	N04-Roh	N18-Jye	N04-Roh	9.33	6.53
808615.75	-2499-10-25	-2499	5	R5-hemanta	211.83	N20-PAsh/δ Sgr	N20-PAsh/λ Sgr	-1.81	206.00	N19-Mul/ι1 Sco	N20-PAsh/γ Sgr	0	5	N20-PAsh	N19-Mul	N20-PAsh	N20-PAsh	2.66	5.33
808630.25	-2499-11-08	-2499	5	R5-hemanta	226.65	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	3.41	46.75	N07-Pun/α Gem	N07-Pun/β Gem	1	179	N21-UAsh	N07-Pun	N21-UAsh	N07-Pun	5.74	5.79
808645.75	-2499-11-24	-2499	5	R5-hemanta	242.44	N22-Shr/β Aql	N21-UAsh/τ Sgr	-4.31	242.27	N22-Shr/β Aql	N21-UAsh/τ Sgr	0	0	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	20.11	19.46
808660.25	-2499-12-08	-2499	5	R5-hemanta	257.12	N23-Dha/γ2 Del	N24-Sha/λ Aqr	4.90	80.61	N10-Mag/μ Leo	N10-Mag/ε Leo	1	176	N23-Dha	N10-Mag	N24-Sha	N10-Mag	22.17	4.91
808674.75	-2499-12-23	-2499	6	R6-śiśira	271.69	N23-Dha/α Αqr	N24-Sha/λ Aqr	-4.99	265.22	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	6	N23-Dha	N23-Dha	N24-Sha	N24-Sha	7.60	14.85
808689.25	-2498-01-06	-2498	6	R6-śiśira	286.14	N25-PBha/α Peg	N24-Sha/λ Aqr	4.92	101.58	N11-PPal/θ Leo	N11-PPal/θ Leo	1	175	N25-PBha	N11-PPal	N24-Sha	N11-PPal	6.86	4.67
808704.75	-2498-01-22	-2498	6	R6-śiśira	301.45	N25-PBha/β Peg	N26-UBha/γ Peg	-4.14	303.80	N26-UBha/γ Peg	N27-Rev/ε Psc	0	2	N25-PBha	N26-UBha	N26-UBha	N27-Rev	13.75	12.60
808719.25	-2498-02-05	-2498	6	R6-śiśira	315.63	N27-Rev/ε Psc	N27-Rev/ε Psc	3.52	134.24	N13-Has/β Crv	N14-Chi/α Vir	1	178	N27-Rev	N13-Has	N27-Rev	N14-Chi	0.93	9.12
808733.75	-2498-02-20	-2498	6	R6-śiśira	329.69	N01-Ash/γ Ari	N01-Ash/γ Ari	-2.55	327.30	N01-Ash/γ Ari	N01-Ash/γ Ari	0	2	N01-Ash	N01-Ash	N01-Ash	N01-Ash	7.14	10.25
808749.25	-2498-03-07	-2498	1	R1-vasanta	344.60	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	0.85	166.93	N16-Vis/α2 Lib	N16-Vis/α2 Lib	1	177	N02-Bha	N16-Vis	N02-Bha	N16-Vis	10.30	4.00
808762.75	-2498-03-21	-2498	1	R1-vasanta	357.51	N03-Kri/* 23 Tau	N03-Kri/* 23 Tau	-0.52	350.71	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	0	6	N03-Kri	N02-Bha	N03-Kri	N03-Kri	3.53	7.76
808778.25	-2498-04-05	-2498	1	R1-vasanta	12.27	N04-Roh/α Tau	N04-Roh/ε Tau	-1.07	187.97	N18-Jye/α Sco	N18-Jye/α Sco	1	175	N04-Roh	N18-Jye	N04-Roh	N18-Jye	6.89	2.96
808792.75	-2498-04-20	-2498	1	R1-vasanta	26.04	N05-Mrg/α Ori	N06-Ard/γ Gem	2.74	28.04	N05-Mrg/α Ori	N06-Ard/γ Gem	0	1	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	12.99	13.32
808808.25	-2498-05-05	-2498	2	R2-grīṣma	40.77	N06-Ard/γ Gem	N06-Ard/γ Gem	-3.73	222.52	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	178	N06-Ard	N21-UAsh	N06-Ard	N21-UAsh	8.27	0.55
808821.75	-2498-05-19	-2498	2	R2-grīṣma	53.63	N07-Pun/β Gem	N07-Pun/β Gem	4.16	50.47	N07-Pun/β Gem	N07-Pun/β Gem	0	3	N07-Pun	N07-Pun	N07-Pun	N07-Pun	6.74	2.61
808837.25	-2498-06-03	-2498	2	R2-grīṣma	68.46	N09-Asl/δ Hya	N08-Pus/δ Cnc	-4.74	244.93	N22-Shr/β Aql	N21-UAsh/τ Sgr	1	176	N09-Asl	N22-Shr	N08-Pus	N21-UAsh	2.05	22.11
808851.75	-2498-06-18	-2498	2	R2-grīṣma	82.42	N10-Mag/ζ Leo	N10-Mag/α Leo	4.98	85.27	N10-Mag/ζ Leo	N10-Mag/η Leo	0	2	N10-Mag	N10-Mag	N10-Mag	N10-Mag	5.49	0.59
808867.25	-2498-07-03	-2498	3	R3-varṣā	97.46	N11-PPal/δ Leo	N10-Mag/α Leo	-4.68	282.41	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	175	N11-PPal	N24-Sha	N10-Mag	N24-Sha	9.56	5.49
808880.75	-2498-07-17	-2498	3	R3-varṣā	110.67	N12-UPal/β Leo	N12-UPal/β Leo	4.52	106.53	N12-UPal/* 93 Leo	N11-PPal/θ Leo	0	4	N12-UPal	N12-UPal	N12-UPal	N11-PPal	12.55	7.38
808896.25	-2498-08-01	-2498	3	R3-varṣā	125.98	N13-Has/γ Crv	N13-Has/δ Crv	-3.52	305.76	N26-UBha/γ Peg	N27-Rev/ε Psc	1	179	N13-Has	N26-UBha	N13-Has	N27-Rev	13.04	10.57
808910.75	-2498-08-16	-2498	3	R3-varṣā	140.44	N14-Chi/α Vir	N14-Chi/α Vir	2.50	139.31	N14-Chi/α Vir	N14-Chi/α Vir	0	1	N14-Chi	N14-Chi	N14-Chi	N14-Chi	2.17	4.90
808925.25	-2498-08-30	-2498	4	R4-śarat	155.03	N16-Vis/α1 Lib	N16-Vis/α1 Lib	-1.70	329.01	N01-Ash/γ Ari	N01-Ash/γ Ari	1	173	N16-Vis	N01-Ash	N16-Vis	N01-Ash	7.93	8.93
808940.75	-2498-09-15	-2498	4	R4-śarat	170.73	N16-Vis/α2 Lib	N16-Vis/α2 Lib	-0.41	171.71	N17-Anu/δ Sco	N17-Anu/δ Sco	0	0	N16-Vis	N17-Anu	N16-Vis	N17-Anu	7.85	8.68
808955.25	-2498-09-29	-2498	4	R4-śarat	185.51	N18-Jye/σ Sco	N18-Jye/σ Sco	1.80	7.23	N04-Roh/α Tau	N04-Roh/ε Tau	1	178	N18-Jye	N04-Roh	N18-Jye	N04-Roh	3.48	4.97
808970.75	-2498-10-15	-2498	4	R4-śarat	201.35	N19-Mul/ν Sco	N20-PAsh/γ Sgr	-3.18	204.67	N19-Mul/κ Sco	N20-PAsh/γ Sgr	0	3	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	9.90	5.34
808984.25	-2498-10-28	-2498	5	R5-hemanta	215.16	N20-PAsh/λ Sgr	N20-PAsh/λ Sgr	3.56	30.11	N05-Mrg/α Ori	N06-Ard/γ Gem	1	174	N20-PAsh	N05-Mrg	N20-PAsh	N06-Ard	1.62	12.75
808999.75	-2498-11-13	-2498	5	R5-hemanta	230.99	N22-Shr/α Aql	N21-UAsh/τ Sgr	-4.40	225.99	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	0	5	N22-Shr	N21-UAsh	N21-UAsh	N21-UAsh	9.25	3.22
809014.25	-2498-11-27	-2498	5	R5-hemanta	245.74	N23-Dha/ε Αqr	N21-UAsh/τ Sgr	4.95	66.73	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1	179	N23-Dha	N08-Pus	N21-UAsh	N08-Pus	23.35	5.10
809029.75	-2498-12-13	-2498	5	R5-hemanta	261.41	N23-Dha/β Αqr	N24-Sha/λ Aqr	-4.92	261.25	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	0	N23-Dha	N23-Dha	N24-Sha	N24-Sha	17.88	18.64
809044.25	-2498-12-27	-2498	6	R6-śiśira	275.95	N24-Sha/λ Aqr	N24-Sha/λ Aqr	4.30	101.70	N11-PPal/θ Leo	N11-PPal/θ Leo	1	174	N24-Sha	N11-PPal	N24-Sha	N11-PPal	3.34	5.30
809058.75	-2497-01-11	-2497	6	R6-śiśira	290.36	N25-PBha/α Peg	N24-Sha/λ Aqr	-4.21	283.75	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	6	N25-PBha	N24-Sha	N24-Sha	N24-Sha	11.08	6.02
809073.25	-2497-01-25	-2497	6	R6-śiśira	304.64	N26-UBha/γ Peg	N27-Rev/ε Psc	3.04	122.93	N13-Has/γ Crv	N12-UPal/β Leo	1	178	N26-UBha	N13-Has	N27-Rev	N12-UPal	10.76	16.12
809088.75	-2497-02-10	-2497	6	R6-śiśira	319.77	N27-Rev/ε Psc	N27-Rev/ε Psc	-1.52	321.48	N27-Rev/ε Psc	N27-Rev/ε Psc	0	1	N27-Rev	N27-Rev	N27-Rev	N27-Rev	4.49	6.57
809103.25	-2497-02-24	-2497	1	R1-vasanta	333.79	N01-Ash/α Ari	N01-Ash/γ Ari	0.23	155.77	N16-Vis/α1 Lib	N16-Vis/α1 Lib	1	178	N01-Ash	N16-Vis	N01-Ash	N16-Vis	7.59	7.17
809117.75	-2497-03-11	-2497	1	R1-vasanta	347.72	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	0.63	344.88	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	0	2	N02-Bha	N02-Bha	N03-Kri	N02-Bha	10.18	9.64
809133.25	-2497-03-26	-2497	1	R1-vasanta	2.52	N04-Roh/γ Tau	N04-Roh/ε Tau	-2.65	188.20	N18-Jye/α Sco	N18-Jye/α Sco	1	174	N04-Roh	N18-Jye	N04-Roh	N18-Jye	4.68	1.50
809146.75	-2497-04-09	-2497	1	R1-vasanta	15.36	N05-Mrg/γ Ori	N04-Roh/α Tau	2.67	8.45	N04-Roh/α Tau	N04-Roh/ε Tau	0	6	N05-Mrg	N04-Roh	N04-Roh	N04-Roh	9.76	6.18
809162.25	-2497-04-24	-2497	2	R2-grīṣma	30.09	N05-Mrg/α Ori	N06-Ard/γ Gem	-4.04	209.05	N20-PAsh/γ Sgr	N20-PAsh/γ Sgr	1	178	N05-Mrg	N20-PAsh	N06-Ard	N20-PAsh	9.91	2.08
809176.75	-2497-05-09	-2497	2	R2-grīṣma	43.87	N07-Pun/α Gem	N06-Ard/γ Gem	4.77	46.88	N07-Pun/α Gem	N07-Pun/β Gem	0	3	N07-Pun	N07-Pun	N06-Ard	N07-Pun	10.11	5.08
809192.25	-2497-05-24	-2497	2	R2-grīṣma	58.65	N07-Pun/β Gem	N08-Pus/δ Cnc	-4.98	242.80	N22-Shr/β Aql	N21-UAsh/τ Sgr	1	175	N07-Pun	N22-Shr	N08-Pus	N21-UAsh	7.76	19.99
809205.75	-2497-06-07	-2497	2	R2-grīṣma	71.59	N09-Asl/ρ Hya	N08-Pus/δ Cnc	4.96	69.92	N09-Asl/η Hya	N08-Pus/δ Cnc	0	1	N09-Asl	N09-Asl	N08-Pus	N08-Pus	5.18	6.19
809221.25	-2497-06-22	-2497	2	R2-grīṣma	86.53	N10-Mag/γ Leo	N10-Mag/α Leo	-4.62	264.70	N23-Dha/β Αqr	N24-Sha/λ Aqr	1	178	N10-Mag	N23-Dha	N10-Mag	N24-Sha	1.38	15.23
809235.75	-2497-07-07	-2497	3	R3-varṣā	100.64	N11-PPal/θ Leo	N11-PPal/θ Leo	3.58	105.85	N12-UPal/* 93 Leo	N11-PPal/θ Leo	0	5	N11-PPal	N12-UPal	N11-PPal	N11-PPal	9.58	7.62
809251.25	-2497-07-22	-2497	3	R3-varṣā	115.85	N12-UPal/β Leo	N12-UPal/β Leo	-2.52	300.84	N25-PBha/β Peg	N27-Rev/ε Psc	1	175	N12-UPal	N25-PBha	N12-UPal	N27-Rev	13.90	14.92
809264.75	-2497-08-05	-2497	3	R3-varṣā	129.22	N13-Has/γ Crv	N13-Has/δ Crv	1.98	127.38	N13-Has/γ Crv	N13-Has/δ Crv	0	1	N13-Has	N13-Has	N13-Has	N13-Has	12.05	14.41
809280.25	-2497-08-20	-2497	3	R3-varṣā	144.71	N15-Swa/α Boo	N14-Chi/α Vir	-0.55	323.62	N01-Ash/γ Ari	N27-Rev/ε Psc	1	178	N15-Swa	N01-Ash	N14-Chi	N27-Rev	3.56	8.38
809294.75	-2497-09-04	-2497	4	R4-śarat	159.33	N16-Vis/α1 Lib	N16-Vis/α1 Lib	-1.03	160.62	N16-Vis/α1 Lib	N16-Vis/α2 Lib	0	1	N16-Vis	N16-Vis	N16-Vis	N16-Vis	3.69	2.97
809310.25	-2497-09-19	-2497	4	R4-śarat	175.06	N17-Anu/δ Sco	N17-Anu/δ Sco	2.82	1.67	N04-Roh/γ Tau	N03-Kri/* 27 Tau	1	173	N17-Anu	N04-Roh	N17-Anu	N03-Kri	5.45	3.61
809324.75	-2497-10-04	-2497	4	R4-śarat	189.85	N18-Jye/α Sco	N18-Jye/α Sco	-3.64	193.14	N18-Jye/ε Sco	N18-Jye/α Sco	0	3	N18-Jye	N18-Jye	N18-Jye	N18-Jye	4.62	5.60
809339.25	-2497-10-18	-2497	4	R4-śarat	204.68	N19-Mul/κ Sco	N20-PAsh/γ Sgr	4.31	24.92	N05-Mrg/α Ori	N06-Ard/γ Gem	1	179	N19-Mul	N05-Mrg	N20-PAsh	N06-Ard	7.57	16.60
809353.75	-2497-11-02	-2497	5	R5-hemanta	219.51	N21-UAsh/σ Sgr	N21-UAsh/σ Sgr	-4.66	213.83	N20-PAsh/λ Sgr	N20-PAsh/δ Sgr	0	5	N21-UAsh	N20-PAsh	N21-UAsh	N20-PAsh	2.84	1.92
809368.25	-2497-11-16	-2497	5	R5-hemanta	234.31	N22-Shr/α Aql	N21-UAsh/τ Sgr	4.99	48.21	N07-Pun/α Gem	N07-Pun/β Gem	1	173	N22-Shr	N07-Pun	N21-UAsh	N07-Pun	12.29	3.76
809383.75	-2497-12-02	-2497	5	R5-hemanta	250.06	N23-Dha/ε Αqr	N21-UAsh/τ Sgr	-4.85	246.86	N23-Dha/ε Αqr	N21-UAsh/τ Sgr	0	3	N23-Dha	N23-Dha	N21-UAsh	N21-UAsh	27.60	24.03
809398.25	-2497-12-16	-2497	5	R5-hemanta	264.69	N23-Dha/β Αqr	N24-Sha/λ Aqr	4.16	85.98	N10-Mag/η Leo	N10-Mag/η Leo	1	178	N23-Dha	N10-Mag	N24-Sha	N10-Mag	14.60	0.49
809413.75	-2496-01-01	-2496	6	R6-śiśira	280.19	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-3.25	280.97	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha	N24-Sha	N24-Sha	0.92	3.51
809427.25	-2496-01-14	-2496	6	R6-śiśira	293.58	N25-PBha/α Peg	N24-Sha/λ Aqr	2.70	108.50	N12-UPal/β Leo	N12-UPal/β Leo	1	174	N25-PBha	N12-UPal	N24-Sha	N12-UPal	14.30	9.89
809442.75	-2496-01-30	-2496	6	R6-śiśira	308.81	N26-UBha/γ Peg	N27-Rev/ε Psc	-1.52	302.85	N26-UBha/γ Peg	N27-Rev/ε Psc	0	5	N26-UBha	N26-UBha	N27-Rev	N27-Rev	6.61	12.74
809457.25	-2496-02-13	-2496	6	R6-śiśira	322.93	N27-Rev/ε Psc	N27-Rev/ε Psc	-0.33	143.58	N15-Swa/α Boo	N14-Chi/α Vir	1	179	N27-Rev	N15-Swa	N27-Rev	N14-Chi	7.62	2.43
809472.75	-2496-02-29	-2496	1	R1-vasanta	337.89	N01-Ash/α Ari	N01-Ash/γ Ari	1.77	339.42	N01-Ash/α Ari	N01-Ash/α Ari	0	1	N01-Ash	N01-Ash	N01-Ash	N01-Ash	9.88	9.08
809487.25	-2496-03-14	-2496	1	R1-vasanta	351.79	N03-Kri/* 17 Tau	N03-Kri/* 17 Tau	-3.16	177.15	N17-Anu/δ Sco	N17-Anu/δ Sco	1	174	N03-Kri	N17-Anu	N03-Kri	N17-Anu	6.57	3.62
809501.75	-2496-03-29	-2496	1	R1-vasanta	5.62	N04-Roh/θ2 Tau	N04-Roh/ε Tau	3.56	2.63	N04-Roh/γ Tau	N03-Kri/* 27 Tau	0	2	N04-Roh	N04-Roh	N04-Roh	N03-Kri	3.07	4.50
809516.25	-2496-04-12	-2496	1	R1-vasanta	19.41	N05-Mrg/γ Ori	N04-Roh/α Tau	-4.39	198.01	N19-Mul/ζ2 Sco	N18-Jye/ε Sco	1	178	N05-Mrg	N19-Mul	N04-Roh	N18-Jye	13.24	7.47
809530.75	-2496-04-27	-2496	2	R2-grīṣma	33.18	N06-Ard/γ Gem	N06-Ard/γ Gem	4.73	26.22	N05-Mrg/α Ori	N06-Ard/γ Gem	0	6	N06-Ard	N05-Mrg	N06-Ard	N06-Ard	8.13	16.00
809546.25	-2496-05-12	-2496	2	R2-grīṣma	47.93	N07-Pun/α Gem	N07-Pun/β Gem	-4.99	230.72	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	177	N07-Pun	N21-UAsh	N07-Pun	N21-UAsh	7.47	7.97
809560.75	-2496-05-27	-2496	2	R2-grīṣma	61.77	N08-Pus/δ Cnc	N08-Pus/δ Cnc	4.70	65.20	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0	3	N08-Pus	N08-Pus	N08-Pus	N08-Pus	4.64	4.98
809575.25	-2496-06-10	-2496	2	R2-grīṣma	75.68	N10-Mag/ε Leo	N08-Pus/δ Cnc	-4.43	251.60	N23-Dha/ε Αqr	N24-Sha/λ Aqr	1	175	N10-Mag	N23-Dha	N08-Pus	N24-Sha	9.27	27.98
809589.75	-2496-06-25	-2496	2	R2-grīṣma	89.69	N10-Mag/α Leo	N10-Mag/α Leo	3.52	88.56	N10-Mag/α Leo	N10-Mag/η Leo	0	1	N10-Mag	N10-Mag	N10-Mag	N10-Mag	1.80	3.09
809605.25	-2496-07-10	-2496	3	R3-varṣā	104.80	N12-UPal/* 93 Leo	N11-PPal/θ Leo	-2.27	285.04	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	179	N12-UPal	N24-Sha	N11-PPal	N24-Sha	10.25	6.13
809618.75	-2496-07-24	-2496	3	R3-varṣā	118.08	N12-UPal/β Leo	N12-UPal/β Leo	1.74	111.50	N12-UPal/β Leo	N12-UPal/β Leo	0	6	N12-UPal	N12-UPal	N12-UPal	N12-UPal	14.99	10.91
809634.25	-2496-08-08	-2496	3	R3-varṣā	133.46	N13-Has/β Crv	N14-Chi/α Vir	-0.40	306.49	N26-UBha/γ Peg	N27-Rev/ε Psc	1	173	N13-Has	N26-UBha	N14-Chi	N27-Rev	8.38	8.97
