nid,gname,mag,localdt,jd,epoch,year,month,daynum,daynum_utryn,daynum_dksyn,sun_alt,sun_az,sun_lon,sun_lat,alt,az,ra,dec,lon,lat
N01-Ash,β Ari,2.6,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-33.883317077847806,71.26002129463447,334.6803249234731,-1.9175446846321327,335.8975272221467,8.215574189403645
N01-Ash,α Ari,2.0,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-34.65430233579902,66.59253301240894,337.52659202096424,0.7968725723913453,339.6000162746985,9.662369092595073
N01-Ash,γ Ari,4.5,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-34.51007005617749,72.95624476244235,334.433716845272,-3.434116805022899,335.1009216675734,6.897421102801988
N02-Bha,* 41 Ari,3.6,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-38.99584202343154,54.79062148266586,346.931212923221,5.234423186393462,350.1342730486978,10.065393825238788
N02-Bha,* 39 Ari,4.5,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-37.1783716121121,53.61710727861897,346.2714126385556,7.16448141190502,350.31372430597776,12.096399032810275
N02-Bha,* 35 Ari,4.65,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-37.71058936377305,55.8161678775563,345.4392762839365,5.53758550439045,348.87376840845485,10.938592981500005
N03-Kri,η Tau,2.85,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-48.65886910011931,42.00047963767109,0.24632223504761963,4.039091978619379,1.8712974743791009,3.5905694403708943
N03-Kri,* 17 Tau,3.7,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-48.39603567734326,42.80729942746724,359.65886876550815,3.9338448354497055,1.2918952769291299,3.732765179407891
N03-Kri,* 19 Tau,4.3,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-48.109935685614445,42.47418860300863,359.66655304783825,4.295733271649824,1.4464811695940765,4.060260060708746
N03-Kri,* 20 Tau,3.85,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-48.26036917745147,42.347747784435825,359.8240891357768,4.224666779394105,1.5613650991264076,3.9314159731911977
N03-Kri,* 23 Tau,4.1,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-48.68810825751503,42.464042633014465,0.016165851552602223,3.8345941974471933,1.5777877757323127,3.4971073091824216
N03-Kri,* 27 Tau,3.6,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-48.86587252326303,41.505408225791676,0.6330016680399256,4.062437153463709,2.2338853436983546,3.4550490308077366
N04-Roh,α Tau,0.85,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-59.27216433623306,27.2351924877235,13.021724670299806,-0.793771319105385,11.623052635852089,-5.976395016679522
N04-Roh,γ Tau,3.65,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-59.28484547244023,35.01781954984757,9.484848785216798,-2.607394984360946,7.634689321315806,-6.223457240347286
N04-Roh,δ Tau,3.77,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-57.638580367252324,32.65694315381262,9.757785494753552,-0.5680815097202262,8.708891395194383,-4.465646120734769
N04-Roh,ε Tau,3.5,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-56.33916274177553,29.57789992455465,10.663757500349803,1.3500863810822805,10.310481808196366,-3.0704241954180587
N04-Roh,θ2 Tau,3.4,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-59.581490867679335,30.833686809590937,11.49728858143295,-1.8528377999285464,9.792426734583774,-6.3396714718435225
N05-Mrg,λ Ori,3.5,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-64.11265195642697,355.0081485228309,28.72453099800666,-2.870037962590538,25.53858143365111,-13.921433581687692
N05-Mrg,γ Ori,1.6,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-68.3644221162139,357.3786157642289,27.5180814317187,-7.057554274033301,22.762913716423014,-17.362204874166196
N05-Mrg,α Ori,0.45,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-63.887359628947145,342.316596022981,34.24253621893448,-3.608547308594239,30.595379300136894,-16.586524704476524
N06-Ard,γ Gem,1.9,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-50.37395350086345,337.5972548880675,40.770830190862426,8.495359839702951,40.96828471410214,-7.303709452977325
N07-Pun,β Gem,1.15,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-31.08426422688163,334.19228892375577,50.917113870434385,25.382395805969495,55.05451074801226,6.149508630266262
N07-Pun,α Gem,1.9,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-30.252276173730056,339.3414303935161,46.70893411863119,27.862946618925065,52.0733877671372,9.552657734005143
N08-Pus,δ Cnc,3.9,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-24.79147347309744,316.4999928386933,68.96268236713104,22.11821418759072,70.58085768698983,-0.3909648023501328
N09-Asl,ζ Hya,3.1,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-26.979065185189697,302.82892467593604,76.47444716677735,11.89756124494677,76.50433806665009,-11.402595571000866
N09-Asl,δ Hya,4.1,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-31.219523531880636,304.2498161227946,72.41362445842302,9.993380032643266,72.23520147472684,-12.851033332227471
N09-Asl,ε Hya,6.65,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-28.844367646509088,304.13588764997945,74.26725776289817,11.521301329720199,74.27105468384693,-11.550790483905285
N09-Asl,η Hya,4.3,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-30.666078855462104,301.17961338476056,74.60384150217656,8.391869740044523,74.25002272141688,-14.6974971975934
N09-Asl,ρ Hya,4.35,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-28.650147327976224,303.35423929877504,74.88158479393559,11.141173542542328,74.83976362637763,-11.994982462289029
N09-Asl,σ Hya,4.45,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-31.741757235683338,301.5289732910332,73.58410899228858,7.915081945446678,73.15582382114582,-15.054961032922444
N10-Mag,ζ Leo,3.4,-2200-01-01T07:27:50.140,917526.5818303272,-2200,-2200,1,1,13,192,0.0277414890221364,116.95225012401282,281.73733814960707,0.0003453375630905,-2.8588459530907797,313.5903354860847,89.18891085664593,35.46566478961377,89.33006636326841,11.521574242893601
