jd	date	yr	season	rtu	sun_lon	sun_naks	sun_naks_by_angle	moon_lat	moon_lon	moon_naks	moon_naks_by_angle	moon_phase	moon_sun_diff	sun_न	moon_न	sun_न_by_angle	moon_न_by_angle	sun_naks_angle	moon_naks_angle
1515223.75	-564-06-10	-564	2	R2-grīṣma	77.25	N07-Pun/β Gem	N08-Pus/δ Cnc	3.60	73.20	N07-Pun/α Gem	N07-Pun/β Gem	0	4	N07-Pun	N07-Pun	N08-Pus	N07-Pun	3.77	7.46
1515238.25	-564-06-24	-564	3	R3-varṣā	91.10	N08-Pus/δ Cnc	N10-Mag/ε Leo	-4.62	274.43	N23-Dha/ε Αqr	N24-Sha/λ Aqr	1	176	N08-Pus	N23-Dha	N10-Mag	N24-Sha	9.62	19.93
1515253.75	-564-07-10	-564	3	R3-varṣā	105.97	N10-Mag/μ Leo	N10-Mag/α Leo	4.96	109.29	N10-Mag/ζ Leo	N11-PPal/θ Leo	0	3	N10-Mag	N10-Mag	N10-Mag	N11-PPal	3.47	7.89
1515267.25	-564-07-23	-564	3	R3-varṣā	119.00	N10-Mag/α Leo	N11-PPal/θ Leo	-4.98	296.24	N23-Dha/α Αqr	N24-Sha/λ Aqr	1	177	N10-Mag	N23-Dha	N11-PPal	N24-Sha	10.15	5.29
1515282.75	-564-08-08	-564	3	R3-varṣā	134.08	N12-UPal/* 93 Leo	N12-UPal/β Leo	4.77	132.34	N12-UPal/* 93 Leo	N12-UPal/β Leo	0	1	N12-UPal	N12-UPal	N12-UPal	N12-UPal	15.77	11.03
1515297.25	-564-08-22	-564	3	R3-varṣā	148.31	N13-Has/γ Crv	N14-Chi/α Vir	-4.02	329.87	N26-UBha/γ Peg	N27-Rev/ε Psc	1	178	N13-Has	N26-UBha	N14-Chi	N27-Rev	8.15	4.94
1515312.75	-564-09-07	-564	4	R4-śarat	163.66	N13-Has/β Crv	N14-Chi/α Vir	2.65	170.64	N15-Swa/α Boo	N16-Vis/α1 Lib	0	6	N13-Has	N15-Swa	N14-Chi	N16-Vis	7.64	7.13
1515327.25	-564-09-21	-564	4	R4-śarat	178.15	N15-Swa/α Boo	N16-Vis/α2 Lib	-1.62	2.47	N01-Ash/α Ari	N03-Kri/* 17 Tau	1	175	N15-Swa	N01-Ash	N16-Vis	N03-Kri	0.96	10.81
1515341.75	-564-10-06	-564	4	R4-śarat	192.76	N16-Vis/α2 Lib	N17-Anu/δ Sco	0.61	193.90	N16-Vis/α2 Lib	N17-Anu/β1 Sco	0	1	N16-Vis	N16-Vis	N17-Anu	N17-Anu	2.67	1.84
1515356.25	-564-10-20	-564	4	R4-śarat	207.45	N17-Anu/π Sco	N18-Jye/α Sco	0.26	23.02	N03-Kri/* 17 Tau	N04-Roh/ε Tau	1	175	N17-Anu	N03-Kri	N18-Jye	N04-Roh	6.71	3.96
1515370.75	-564-11-04	-564	5	R5-hemanta	222.22	N19-Mul/ζ2 Sco	N20-PAsh/γ Sgr	-1.54	217.02	N18-Jye/α Sco	N20-PAsh/γ Sgr	0	5	N19-Mul	N18-Jye	N20-PAsh	N20-PAsh	6.50	8.24
1515386.25	-564-11-19	-564	5	R5-hemanta	238.04	N20-PAsh/δ Sgr	N21-UAsh/σ Sgr	3.06	55.78	N05-Mrg/α Ori	N07-Pun/α Gem	1	177	N20-PAsh	N05-Mrg	N21-UAsh	N07-Pun	4.42	9.71
1515400.75	-564-12-04	-564	5	R5-hemanta	252.85	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	-4.22	254.62	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	0	1	N21-UAsh	N21-UAsh	N21-UAsh	N21-UAsh	16.09	17.20
1515416.25	-564-12-19	-564	5	R5-hemanta	268.64	N22-Shr/β Aql	N24-Sha/λ Aqr	4.77	89.77	N08-Pus/δ Cnc	N10-Mag/ε Leo	1	178	N22-Shr	N08-Pus	N24-Sha	N10-Mag	25.25	5.67
1515429.75	-563-01-02	-563	6	R6-śiśira	282.34	N23-Dha/α Del	N24-Sha/λ Aqr	-4.93	277.18	N23-Dha/ε Αqr	N24-Sha/λ Aqr	0	5	N23-Dha	N23-Dha	N24-Sha	N24-Sha	11.56	17.34
1515445.25	-563-01-17	-563	6	R6-śiśira	297.96	N23-Dha/α Αqr	N24-Sha/λ Aqr	4.95	111.68	N10-Mag/ζ Leo	N11-PPal/θ Leo	1	173	N23-Dha	N10-Mag	N24-Sha	N11-PPal	4.07	6.14
1515459.75	-563-02-01	-563	6	R6-śiśira	312.47	N25-PBha/α Peg	N26-UBha/γ Peg	-4.38	312.58	N25-PBha/α Peg	N27-Rev/ε Psc	0	0	N25-PBha	N25-PBha	N26-UBha	N27-Rev	15.52	18.17
1515475.25	-563-02-16	-563	6	R6-śiśira	327.83	N25-PBha/β Peg	N27-Rev/ε Psc	3.54	148.28	N13-Has/γ Crv	N14-Chi/α Vir	1	179	N25-PBha	N13-Has	N27-Rev	N14-Chi	2.33	9.62
1515489.75	-563-03-03	-563	1	R1-vasanta	342.08	N27-Rev/ε Psc	N01-Ash/γ Ari	-2.21	346.31	N27-Rev/ε Psc	N01-Ash/γ Ari	0	4	N27-Rev	N27-Rev	N01-Ash	N01-Ash	7.84	9.29
1515504.25	-563-03-17	-563	1	R1-vasanta	356.20	N01-Ash/γ Ari	N02-Bha/* 41 Ari	1.78	171.30	N15-Swa/α Boo	N16-Vis/α1 Lib	1	175	N01-Ash	N15-Swa	N02-Bha	N16-Vis	11.14	6.31
1515518.75	-563-04-01	-563	1	R1-vasanta	10.21	N02-Bha/* 35 Ari	N03-Kri/* 23 Tau	-0.38	7.11	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	0	3	N02-Bha	N02-Bha	N03-Kri	N03-Kri	4.07	6.31
1515534.25	-563-04-16	-563	1	R1-vasanta	25.09	N03-Kri/* 27 Tau	N04-Roh/ε Tau	-1.72	209.78	N17-Anu/ω1 Sco	N18-Jye/α Sco	1	175	N03-Kri	N17-Anu	N04-Roh	N18-Jye	5.30	7.99
1515548.75	-563-05-01	-563	2	R2-grīṣma	38.94	N04-Roh/α Tau	N05-Mrg/λ Ori	2.53	39.55	N04-Roh/α Tau	N06-Ard/γ Gem	0	0	N04-Roh	N04-Roh	N05-Mrg	N06-Ard	14.12	15.31
1515563.25	-563-05-15	-563	2	R2-grīṣma	52.75	N05-Mrg/α Ori	N06-Ard/γ Gem	-3.54	233.33	N19-Mul/ι1 Sco	N21-UAsh/φ Sgr	1	179	N05-Mrg	N19-Mul	N06-Ard	N21-UAsh	7.27	0.86
1515578.75	-563-05-31	-563	2	R2-grīṣma	67.50	N06-Ard/γ Gem	N07-Pun/β Gem	4.53	72.41	N07-Pun/α Gem	N07-Pun/β Gem	0	4	N06-Ard	N07-Pun	N07-Pun	N07-Pun	6.63	6.39
1515592.25	-563-06-13	-563	2	R2-grīṣma	80.36	N07-Pun/β Gem	N08-Pus/δ Cnc	-4.69	256.84	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	176	N07-Pun	N21-UAsh	N08-Pus	N21-UAsh	0.66	19.42
1515607.75	-563-06-29	-563	3	R3-varṣā	95.17	N09-Asl/δ Hya	N10-Mag/η Leo	4.98	93.77	N08-Pus/δ Cnc	N10-Mag/ε Leo	0	1	N09-Asl	N08-Pus	N10-Mag	N10-Mag	6.83	4.50
1515622.25	-563-07-13	-563	3	R3-varṣā	109.11	N10-Mag/ζ Leo	N10-Mag/α Leo	-4.73	294.26	N23-Dha/α Αqr	N24-Sha/λ Aqr	1	174	N10-Mag	N23-Dha	N10-Mag	N24-Sha	6.60	4.51
1515637.75	-563-07-29	-563	3	R3-varṣā	124.10	N11-PPal/δ Leo	N12-UPal/β Leo	4.14	128.69	N11-PPal/θ Leo	N12-UPal/β Leo	0	4	N11-PPal	N11-PPal	N12-UPal	N12-UPal	12.48	9.37
1515651.25	-563-08-11	-563	3	R3-varṣā	137.27	N12-UPal/β Leo	N13-Has/δ Crv	-3.71	316.51	N25-PBha/α Peg	N27-Rev/ε Psc	1	179	N12-UPal	N25-PBha	N13-Has	N27-Rev	14.78	14.23
1515666.75	-563-08-27	-563	4	R4-śarat	152.51	N13-Has/γ Crv	N14-Chi/α Vir	2.72	151.08	N13-Has/γ Crv	N14-Chi/α Vir	0	1	N13-Has	N13-Has	N14-Chi	N14-Chi	4.17	6.89
1515681.25	-563-09-10	-563	4	R4-śarat	166.91	N14-Chi/α Vir	N16-Vis/α1 Lib	-1.04	350.89	N01-Ash/γ Ari	N01-Ash/γ Ari	1	176	N14-Chi	N01-Ash	N16-Vis	N01-Ash	10.64	9.68
1515696.75	-563-09-26	-563	4	R4-śarat	182.43	N16-Vis/α1 Lib	N16-Vis/α2 Lib	-0.54	188.26	N16-Vis/α1 Lib	N17-Anu/δ Sco	0	5	N16-Vis	N16-Vis	N16-Vis	N17-Anu	4.95	6.75
1515710.25	-563-10-09	-563	4	R4-śarat	196.05	N16-Vis/α2 Lib	N17-Anu/ω1 Sco	0.88	11.84	N02-Bha/* 35 Ari	N03-Kri/* 23 Tau	1	175	N16-Vis	N02-Bha	N17-Anu	N03-Kri	0.65	2.75
1515725.75	-563-10-25	-563	5	R5-hemanta	211.78	N18-Jye/σ Sco	N18-Jye/α Sco	-2.58	211.35	N18-Jye/σ Sco	N18-Jye/ε Sco	0	0	N18-Jye	N18-Jye	N18-Jye	N18-Jye	10.47	8.75
1515740.25	-563-11-08	-563	5	R5-hemanta	226.56	N19-Mul/ν Sco	N20-PAsh/λ Sgr	3.54	44.49	N05-Mrg/γ Ori	N06-Ard/γ Gem	1	177	N19-Mul	N05-Mrg	N20-PAsh	N06-Ard	2.66	12.74
1515754.75	-563-11-23	-563	5	R5-hemanta	241.37	N20-PAsh/λ Sgr	N21-UAsh/τ Sgr	-4.16	234.56	N20-PAsh/γ Sgr	N21-UAsh/σ Sgr	0	6	N20-PAsh	N20-PAsh	N21-UAsh	N21-UAsh	5.96	1.24
1515770.25	-563-12-08	-563	5	R5-hemanta	257.19	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	4.92	77.10	N07-Pun/β Gem	N08-Pus/δ Cnc	1	179	N21-UAsh	N07-Pun	N21-UAsh	N08-Pus	20.29	6.35
1515784.75	-563-12-23	-563	6	R6-śiśira	271.95	N23-Dha/ε Αqr	N24-Sha/λ Aqr	-4.98	273.04	N23-Dha/ε Αqr	N24-Sha/λ Aqr	0	1	N23-Dha	N23-Dha	N24-Sha	N24-Sha	21.94	21.36
1515800.25	-562-01-07	-562	6	R6-śiśira	287.65	N23-Dha/β Αqr	N24-Sha/λ Aqr	4.53	110.37	N10-Mag/ζ Leo	N11-PPal/θ Leo	1	177	N23-Dha	N10-Mag	N24-Sha	N11-PPal	6.25	7.34
1515813.75	-562-01-21	-562	6	R6-śiśira	301.23	N23-Dha/α Αqr	N24-Sha/λ Aqr	-4.30	296.10	N23-Dha/α Αqr	N24-Sha/λ Aqr	0	5	N23-Dha	N23-Dha	N24-Sha	N24-Sha	7.34	4.62
1515829.25	-562-02-05	-562	6	R6-śiśira	316.70	N25-PBha/α Peg	N27-Rev/ε Psc	3.39	131.76	N12-UPal/* 93 Leo	N12-UPal/β Leo	1	175	N25-PBha	N12-UPal	N27-Rev	N12-UPal	13.30	11.67
1515843.75	-562-02-20	-562	1	R1-vasanta	331.04	N26-UBha/γ Peg	N27-Rev/ε Psc	-1.79	332.56	N26-UBha/γ Peg	N27-Rev/ε Psc	0	1	N26-UBha	N26-UBha	N27-Rev	N27-Rev	1.41	3.74
1515859.25	-562-03-07	-562	1	R1-vasanta	346.24	N27-Rev/ε Psc	N01-Ash/γ Ari	0.51	166.97	N14-Chi/α Vir	N16-Vis/α1 Lib	1	179	N27-Rev	N14-Chi	N01-Ash	N16-Vis	7.08	10.55
1515872.75	-562-03-21	-562	1	R1-vasanta	359.36	N01-Ash/β Ari	N02-Bha/* 41 Ari	0.16	354.46	N01-Ash/γ Ari	N01-Ash/α Ari	0	4	N01-Ash	N01-Ash	N02-Bha	N01-Ash	10.32	10.73
1515888.25	-562-04-05	-562	1	R1-vasanta	14.31	N02-Bha/* 39 Ari	N03-Kri/* 27 Tau	-1.53	189.50	N16-Vis/α1 Lib	N17-Anu/δ Sco	1	175	N02-Bha	N16-Vis	N03-Kri	N17-Anu	3.91	5.43
1515902.75	-562-04-20	-562	1	R1-vasanta	28.21	N04-Roh/γ Tau	N04-Roh/ε Tau	3.03	28.34	N04-Roh/γ Tau	N04-Roh/ε Tau	0	0	N04-Roh	N04-Roh	N04-Roh	N04-Roh	8.07	9.70
1515918.25	-562-05-05	-562	2	R2-grīṣma	43.00	N05-Mrg/γ Ori	N06-Ard/γ Gem	-4.25	227.49	N19-Mul/ν Sco	N20-PAsh/δ Sgr	1	175	N05-Mrg	N19-Mul	N06-Ard	N20-PAsh	11.05	1.82
1515932.75	-562-05-20	-562	2	R2-grīṣma	56.80	N05-Mrg/α Ori	N06-Ard/γ Gem	4.77	61.27	N06-Ard/γ Gem	N07-Pun/α Gem	0	4	N05-Mrg	N06-Ard	N06-Ard	N07-Pun	8.93	5.30
1515947.25	-562-06-03	-562	2	R2-grīṣma	70.60	N07-Pun/α Gem	N07-Pun/β Gem	-4.99	251.21	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	N07-Pun	N21-UAsh	7.80	13.81
1515961.75	-562-06-18	-562	2	R2-grīṣma	84.42	N07-Pun/β Gem	N08-Pus/δ Cnc	5.00	82.07	N07-Pun/β Gem	N08-Pus/δ Cnc	0	2	N07-Pun	N07-Pun	N08-Pus	N08-Pus	3.41	5.19
1515976.25	-562-07-02	-562	3	R3-varṣā	98.30	N09-Asl/ρ Hya	N10-Mag/α Leo	-4.79	274.95	N23-Dha/ε Αqr	N24-Sha/λ Aqr	1	176	N09-Asl	N23-Dha	N10-Mag	N24-Sha	4.22	19.47
1515991.75	-562-07-18	-562	3	R3-varṣā	113.21	N10-Mag/γ Leo	N11-PPal/θ Leo	3.89	114.95	N10-Mag/α Leo	N11-PPal/θ Leo	0	1	N10-Mag	N10-Mag	N11-PPal	N11-PPal	9.93	5.77
1516006.25	-562-08-01	-562	3	R3-varṣā	127.27	N11-PPal/θ Leo	N12-UPal/β Leo	-2.67	313.17	N25-PBha/α Peg	N27-Rev/ε Psc	1	174	N11-PPal	N25-PBha	N12-UPal	N27-Rev	12.81	17.17
1516020.75	-562-08-16	-562	3	R3-varṣā	141.44	N12-UPal/β Leo	N13-Has/δ Crv	2.42	136.04	N12-UPal/β Leo	N12-UPal/β Leo	0	5	N12-UPal	N12-UPal	N13-Has	N12-UPal	12.77	15.33
1516035.25	-562-08-30	-562	4	R4-śarat	155.74	N13-Has/γ Crv	N14-Chi/α Vir	-0.72	335.77	N26-UBha/γ Peg	N27-Rev/ε Psc	1	179	N13-Has	N26-UBha	N14-Chi	N27-Rev	1.91	6.03
1516050.75	-562-09-15	-562	4	R4-śarat	171.16	N15-Swa/α Boo	N16-Vis/α1 Lib	-0.61	170.36	N15-Swa/α Boo	N16-Vis/α1 Lib	0	0	N15-Swa	N15-Swa	N16-Vis	N16-Vis	6.41	7.29
1516065.25	-562-09-29	-562	4	R4-śarat	185.71	N16-Vis/α1 Lib	N16-Vis/α2 Lib	2.41	11.22	N02-Bha/* 35 Ari	N03-Kri/* 23 Tau	1	174	N16-Vis	N02-Bha	N16-Vis	N03-Kri	8.20	1.48
1516080.75	-562-10-15	-562	4	R4-śarat	201.38	N17-Anu/δ Sco	N18-Jye/σ Sco	-3.52	206.39	N17-Anu/δ Sco	N18-Jye/α Sco	0	5	N17-Anu	N17-Anu	N18-Jye	N18-Jye	3.79	4.27
1516094.25	-562-10-28	-562	5	R5-hemanta	215.10	N18-Jye/α Sco	N20-PAsh/γ Sgr	3.90	32.66	N04-Roh/ε Tau	N04-Roh/ε Tau	1	177	N18-Jye	N04-Roh	N20-PAsh	N04-Roh	10.70	13.78
1516109.75	-562-11-13	-562	5	R5-hemanta	230.91	N19-Mul/κ Sco	N20-PAsh/λ Sgr	-4.68	229.24	N19-Mul/λ Sco	N20-PAsh/δ Sgr	0	1	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	2.59	2.66
1516124.25	-562-11-27	-562	5	R5-hemanta	245.72	N21-UAsh/φ Sgr	N21-UAsh/τ Sgr	4.99	66.09	N06-Ard/γ Gem	N07-Pun/β Gem	1	179	N21-UAsh	N06-Ard	N21-UAsh	N07-Pun	9.44	1.54
1516139.75	-562-12-13	-562	5	R5-hemanta	261.53	N22-Shr/α Aql	N21-UAsh/τ Sgr	-4.74	267.59	N22-Shr/β Aql	N24-Sha/λ Aqr	0	6	N22-Shr	N22-Shr	N21-UAsh	N24-Sha	24.54	26.66
1516154.25	-562-12-27	-562	6	R6-śiśira	276.27	N23-Dha/ε Αqr	N24-Sha/λ Aqr	4.28	98.80	N09-Asl/ζ Hya	N10-Mag/η Leo	1	177	N23-Dha	N09-Asl	N24-Sha	N10-Mag	17.62	1.46
1516168.75	-561-01-11	-561	6	R6-śiśira	290.94	N23-Dha/β Αqr	N24-Sha/λ Aqr	-3.59	290.92	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	0	N23-Dha	N23-Dha	N24-Sha	N24-Sha	2.97	4.48
1516184.25	-561-01-26	-561	6	R6-śiśira	306.49	N24-Sha/λ Aqr	N24-Sha/λ Aqr	2.02	131.42	N12-UPal/* 93 Leo	N12-UPal/β Leo	1	175	N24-Sha	N12-UPal	N24-Sha	N12-UPal	12.60	12.58
1516197.75	-561-02-09	-561	6	R6-śiśira	319.93	N25-PBha/α Peg	N27-Rev/ε Psc	-1.78	314.18	N25-PBha/α Peg	N27-Rev/ε Psc	0	5	N25-PBha	N25-PBha	N27-Rev	N27-Rev	10.08	16.02
1516213.25	-561-02-24	-561	1	R1-vasanta	335.23	N26-UBha/γ Peg	N27-Rev/ε Psc	0.15	152.33	N13-Has/γ Crv	N14-Chi/α Vir	1	177	N26-UBha	N13-Has	N27-Rev	N14-Chi	5.34	4.40
1516227.75	-561-03-11	-561	1	R1-vasanta	349.41	N27-Rev/ε Psc	N01-Ash/γ Ari	1.61	351.66	N01-Ash/γ Ari	N01-Ash/γ Ari	0	2	N27-Rev	N01-Ash	N01-Ash	N01-Ash	8.03	8.17
1516243.25	-561-03-26	-561	1	R1-vasanta	4.44	N01-Ash/α Ari	N03-Kri/* 17 Tau	-2.80	186.41	N16-Vis/α1 Lib	N17-Anu/δ Sco	1	178	N01-Ash	N16-Vis	N03-Kri	N17-Anu	8.29	8.61
1516256.75	-561-04-09	-561	1	R1-vasanta	17.44	N02-Bha/* 39 Ari	N04-Roh/ε Tau	3.34	14.18	N02-Bha/* 39 Ari	N03-Kri/* 27 Tau	0	3	N02-Bha	N02-Bha	N04-Roh	N03-Kri	4.38	1.46
1516272.25	-561-04-24	-561	2	R2-grīṣma	32.28	N04-Roh/θ2 Tau	N04-Roh/α Tau	-4.19	208.54	N17-Anu/ω1 Sco	N18-Jye/α Sco	1	176	N04-Roh	N17-Anu	N04-Roh	N18-Jye	11.67	6.38
1516286.75	-561-05-09	-561	2	R2-grīṣma	46.11	N05-Mrg/γ Ori	N06-Ard/γ Gem	4.89	49.35	N05-Mrg/λ Ori	N06-Ard/γ Gem	0	3	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	8.92	12.22
1516302.25	-561-05-24	-561	2	R2-grīṣma	60.86	N06-Ard/γ Gem	N07-Pun/β Gem	-4.98	245.68	N21-UAsh/φ Sgr	N21-UAsh/τ Sgr	1	175	N06-Ard	N21-UAsh	N07-Pun	N21-UAsh	8.49	8.31
1516315.75	-561-06-07	-561	2	R2-grīṣma	73.70	N07-Pun/α Gem	N08-Pus/δ Cnc	4.90	70.80	N07-Pun/α Gem	N07-Pun/β Gem	0	2	N07-Pun	N07-Pun	N08-Pus	N07-Pun	7.31	4.76
1516331.25	-561-06-22	-561	2	R2-grīṣma	88.49	N08-Pus/δ Cnc	N08-Pus/δ Cnc	-4.32	269.17	N22-Shr/β Aql	N24-Sha/λ Aqr	1	179	N08-Pus	N22-Shr	N08-Pus	N24-Sha	7.47	25.03
1516345.75	-561-07-07	-561	3	R3-varṣā	102.39	N10-Mag/ε Leo	N10-Mag/α Leo	3.47	103.85	N10-Mag/ε Leo	N10-Mag/α Leo	0	1	N10-Mag	N10-Mag	N10-Mag	N10-Mag	0.28	3.49
1516360.25	-561-07-21	-561	3	R3-varṣā	116.36	N10-Mag/α Leo	N11-PPal/θ Leo	-2.86	292.70	N23-Dha/β Αqr	N24-Sha/λ Aqr	1	176	N10-Mag	N23-Dha	N11-PPal	N24-Sha	9.63	2.89
1516375.75	-561-08-06	-561	3	R3-varṣā	131.42	N12-UPal/* 93 Leo	N12-UPal/β Leo	0.81	136.31	N12-UPal/β Leo	N13-Has/δ Crv	0	4	N12-UPal	N12-UPal	N12-UPal	N13-Has	14.31	16.00
1516390.25	-561-08-20	-561	3	R3-varṣā	145.63	N12-UPal/β Leo	N14-Chi/α Vir	0.54	331.21	N26-UBha/γ Peg	N27-Rev/ε Psc	1	174	N12-UPal	N26-UBha	N14-Chi	N27-Rev	10.78	1.30
1516404.75	-561-09-04	-561	4	R4-śarat	159.96	N13-Has/δ Crv	N14-Chi/α Vir	-1.09	157.02	N13-Has/α Crv	N14-Chi/α Vir	0	2	N13-Has	N13-Has	N14-Chi	N14-Chi	4.14	1.07
1516419.25	-561-09-18	-561	4	R4-śarat	174.42	N15-Swa/α Boo	N16-Vis/α1 Lib	2.55	354.20	N01-Ash/γ Ari	N01-Ash/α Ari	1	179	N15-Swa	N01-Ash	N16-Vis	N01-Ash	3.20	8.48
1516434.75	-561-10-04	-561	4	R4-śarat	190.00	N16-Vis/α2 Lib	N17-Anu/δ Sco	-3.69	190.43	N16-Vis/α2 Lib	N17-Anu/δ Sco	0	0	N16-Vis	N16-Vis	N17-Anu	N17-Anu	5.17	4.99
1516449.25	-561-10-18	-561	4	R4-śarat	204.68	N17-Anu/δ Sco	N18-Jye/α Sco	4.67	30.99	N04-Roh/δ Tau	N04-Roh/ε Tau	1	173	N17-Anu	N04-Roh	N18-Jye	N04-Roh	4.83	12.80
1516464.75	-561-11-03	-561	5	R5-hemanta	220.46	N18-Jye/ε Sco	N20-PAsh/γ Sgr	-4.96	225.43	N19-Mul/ν Sco	N20-PAsh/δ Sgr	0	4	N18-Jye	N19-Mul	N20-PAsh	N20-PAsh	7.12	1.79
1516478.25	-561-11-16	-561	5	R5-hemanta	234.24	N20-PAsh/γ Sgr	N21-UAsh/σ Sgr	4.97	53.02	N05-Mrg/α Ori	N07-Pun/α Gem	1	178	N20-PAsh	N05-Mrg	N21-UAsh	N07-Pun	2.97	10.82
1516493.75	-561-12-02	-561	5	R5-hemanta	250.07	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	-4.75	247.86	N21-UAsh/ζ Sgr	N21-UAsh/τ Sgr	0	2	N21-UAsh	N21-UAsh	N21-UAsh	N21-UAsh	13.43	10.46
1516508.25	-561-12-16	-561	5	R5-hemanta	264.85	N22-Shr/α Aql	N23-Dha/ε Αqr	3.90	87.36	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1	177	N22-Shr	N08-Pus	N23-Dha	N08-Pus	27.57	7.48
1516523.75	-560-01-01	-560	6	R6-śiśira	280.59	N23-Dha/β Del	N24-Sha/λ Aqr	-2.70	285.29	N23-Dha/γ2 Del	N24-Sha/λ Aqr	0	4	N23-Dha	N23-Dha	N24-Sha	N24-Sha	13.31	8.95
1516538.25	-560-01-15	-560	6	R6-śiśira	295.22	N23-Dha/α Αqr	N24-Sha/λ Aqr	1.43	120.34	N11-PPal/δ Leo	N11-PPal/θ Leo	1	174	N23-Dha	N11-PPal	N24-Sha	N11-PPal	1.35	9.39
1516552.75	-560-01-30	-560	6	R6-śiśira	309.75	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-0.68	308.43	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	1	N24-Sha	N24-Sha	N24-Sha	N24-Sha	15.85	14.55
1516567.25	-560-02-13	-560	6	R6-śiśira	324.15	N25-PBha/β Peg	N27-Rev/ε Psc	-0.46	140.93	N12-UPal/β Leo	N13-Has/δ Crv	1	176	N25-PBha	N12-UPal	N27-Rev	N13-Has	5.89	12.54
1516581.75	-560-02-28	-560	1	R1-vasanta	338.43	N26-UBha/α And	N27-Rev/ε Psc	1.48	331.74	N26-UBha/γ Peg	N27-Rev/ε Psc	0	6	N26-UBha	N26-UBha	N27-Rev	N27-Rev	8.51	1.86
1516597.25	-560-03-14	-560	1	R1-vasanta	353.55	N01-Ash/γ Ari	N01-Ash/α Ari	-3.21	173.42	N15-Swa/α Boo	N16-Vis/α2 Lib	1	179	N01-Ash	N15-Swa	N01-Ash	N16-Vis	10.53	5.71
1516611.75	-560-03-29	-560	1	R1-vasanta	7.59	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	4.24	10.18	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	0	2	N02-Bha	N02-Bha	N03-Kri	N03-Kri	5.70	1.65
1516627.25	-560-04-13	-560	1	R1-vasanta	22.48	N03-Kri/* 17 Tau	N04-Roh/ε Tau	-4.82	206.81	N17-Anu/δ Sco	N18-Jye/α Sco	1	175	N03-Kri	N17-Anu	N04-Roh	N18-Jye	3.44	4.70
1516640.75	-560-04-27	-560	2	R2-grīṣma	35.39	N04-Roh/α Tau	N05-Mrg/λ Ori	4.94	33.36	N04-Roh/ε Tau	N04-Roh/ε Tau	0	2	N04-Roh	N04-Roh	N05-Mrg	N04-Roh	13.84	14.91
1516656.25	-560-05-12	-560	2	R2-grīṣma	50.16	N05-Mrg/λ Ori	N06-Ard/γ Gem	-4.93	228.54	N19-Mul/ν Sco	N20-PAsh/δ Sgr	1	178	N05-Mrg	N19-Mul	N06-Ard	N20-PAsh	7.27	1.93
1516670.75	-560-05-27	-560	2	R2-grīṣma	63.96	N06-Ard/γ Gem	N07-Pun/β Gem	4.32	69.81	N07-Pun/α Gem	N07-Pun/β Gem	0	5	N06-Ard	N07-Pun	N07-Pun	N07-Pun	6.93	4.12
1516686.25	-560-06-11	-560	2	R2-grīṣma	78.72	N07-Pun/β Gem	N08-Pus/δ Cnc	-3.52	264.44	N22-Shr/α Aql	N21-UAsh/τ Sgr	1	174	N07-Pun	N22-Shr	N08-Pus	N21-UAsh	2.30	27.02
1516699.75	-560-06-25	-560	3	R3-varṣā	91.61	N08-Pus/δ Cnc	N10-Mag/ε Leo	3.03	91.64	N08-Pus/δ Cnc	N10-Mag/ε Leo	0	0	N08-Pus	N08-Pus	N10-Mag	N10-Mag	9.53	6.54
1516715.25	-560-07-10	-560	3	R3-varṣā	106.48	N10-Mag/μ Leo	N10-Mag/α Leo	-1.80	287.35	N23-Dha/β Αqr	N24-Sha/λ Aqr	1	179	N10-Mag	N23-Dha	N10-Mag	N24-Sha	3.98	6.73
1516729.75	-560-07-25	-560	3	R3-varṣā	120.49	N11-PPal/δ Leo	N11-PPal/θ Leo	0.19	125.20	N11-PPal/δ Leo	N12-UPal/β Leo	0	4	N11-PPal	N11-PPal	N11-PPal	N12-UPal	10.72	12.32
1516744.25	-560-08-08	-560	3	R3-varṣā	134.60	N12-UPal/* 93 Leo	N12-UPal/β Leo	0.29	310.40	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	175	N12-UPal	N24-Sha	N12-UPal	N24-Sha	16.09	16.51
1516758.75	-560-08-23	-560	3	R3-varṣā	148.84	N13-Has/γ Crv	N14-Chi/α Vir	-1.70	145.94	N12-UPal/β Leo	N13-Has/δ Crv	0	2	N13-Has	N12-UPal	N14-Chi	N13-Has	7.64	10.20
