local,jd,alt,az,raJ2000,decJ2000,lon,lat,year,month,daynum,daynum_utryn,daynum_dksyn
-1600-01-01T07:27:06.854,1136671.5813293252,0.027530697851077403,116.94232443584707,333.145095004572,-11.358682909271774,281.1114318078129,-0.0006604861653354112,-1600,1,1.0,13.0,192.0
-1600-01-02T07:27:06.854,1136672.5813293252,-0.0071277528557916765,116.81630550998194,334.09882429899085,-10.994019229428432,282.1156869551737,-0.0005006758247955454,-1600,1,2.0,14.0,193.0
-1600-01-03T07:27:28.497,1136673.5815798263,0.03431176989971826,116.72817917059342,335.0498909595459,-10.626509976275152,283.1196173021583,-0.00034393573985279743,-1600,1,3.0,15.0,194.0
-1600-01-04T07:27:28.497,1136674.5815798263,0.010650987914277424,116.5915576179074,335.9978747563099,-10.256460342676014,284.12270097815446,-0.0001918158126998602,-1600,1,4.0,16.0,195.0
-1600-01-05T07:27:28.497,1136675.5815798263,-0.007460688451766615,116.44980337347255,336.94307309847125,-9.883898809537833,285.1251730622884,-4.555890376096069e-05,-1600,1,5.0,17.0,196.0
-1600-01-06T07:27:28.497,1136676.5815798263,-0.019968933513141288,116.30302212951817,337.8855476383035,-9.508944488362665,286.1270199846323,9.378178617591403e-05,-1600,1,6.0,18.0,197.0
-1600-01-07T07:27:28.497,1136677.5815798263,-0.02682422297184155,116.1513200684373,338.825362870721,-9.131715267638835,287.1282311286499,0.00022542045392714202,-1600,1,7.0,19.0,198.0
-1600-01-08T07:27:28.497,1136678.5815798263,-0.027982152311174426,115.99480364894772,339.76258625186426,-8.752327636915373,288.1287988670551,0.00034887390139680353,-1600,1,8.0,20.0,199.0
-1600-01-09T07:27:28.497,1136679.5815798263,-0.02340378754300374,115.8335793718993,340.69728840732694,-8.370896473561002,289.12871851951354,0.0004639983771859872,-1600,1,9.0,21.0,200.0
-1600-01-10T07:27:28.497,1136680.5815798263,-0.013056088704458159,115.66775349294616,341.6295434704049,-7.987534766852689,290.1279881715971,0.0005710349545450288,-1600,1,10.0,22.0,201.0
-1600-01-11T07:27:28.497,1136681.5815798263,0.003087616767864065,115.49743163531744,342.55942956514014,-7.602353270115857,291.12660824279993,0.00067066473095494,-1600,1,11.0,23.0,202.0
-1600-01-12T07:27:28.497,1136682.5815798263,0.025047181666623133,115.32271820574513,343.4870294324135,-7.2154600944886225,292.12458079698,0.0007640606204984353,-1600,1,12.0,24.0,203.0
-1600-01-13T07:27:06.854,1136683.5813293252,-0.01880876104623393,115.1004788511577,344.41219951710826,-6.827057844745806,293.1216590341421,0.0008528844230539912,-1600,1,13.0,25.0,204.0
-1600-01-14T07:27:06.854,1136684.5813293252,0.014705628943953787,114.91726778690409,345.3354970288546,-6.437053748710396,294.1183461875025,0.0009393250304122648,-1600,1,14.0,26.0,205.0
-1600-01-15T07:26:45.210,1136685.5810788244,-0.017834754259290094,114.68672361650708,346.25655828262427,-6.045742016204696,295.11414805071803,0.0010258027594182663,-1600,1,15.0,27.0,206.0
-1600-01-16T07:26:45.210,1136686.5810788244,0.027229334867646615,114.49538244719466,347.1759479746901,-5.653023050749113,296.10957256585266,0.001114919194623918,-1600,1,16.0,28.0,207.0
-1600-01-17T07:26:23.567,1136687.5808283233,0.0059749295071911054,114.25687158415997,348.09331085438293,-5.259188811155744,297.1041358243439,0.001209009402926244,-1600,1,17.0,29.0,208.0
-1600-01-18T07:26:01.924,1136688.5805778224,-0.009724897471072927,114.01450270697507,349.0089827665294,-4.86423627104541,298.09810789136395,0.001310041379405895,-1600,1,18.0,30.0,209.0
-1600-01-19T07:25:40.281,1136689.5803273213,-0.019886506422107656,113.76835439810387,349.92306686971045,-4.468261750063754,299.09151224432327,0.0014193472755575727,-1600,1,19.0,31.0,210.0
