local,jd,alt,az,raJ2000,decJ2000,lon,lat,year,month,daynum,daynum_utryn,daynum_dksyn
-950-01-01T07:26:01.924,1374079.5805778224,0.012465047071663007,116.83137472437662,324.69142494592927,-14.334119303081971,281.304507390894,-0.0008984811131707795,-950,1,1.0,13.0,193.0
-950-01-02T07:26:01.924,1374080.5805778224,-0.024837758954914697,116.70206834132206,325.67302031543767,-13.999582986451266,282.31340326759124,-0.0008561678025971865,-950,1,2.0,14.0,194.0
-950-01-03T07:26:23.567,1374081.5808283233,0.014003042953519009,116.6105846886498,326.65150259742256,-13.661200432355253,283.3220484702461,-0.0008182985475422868,-950,1,3.0,15.0,195.0
-950-01-04T07:26:23.567,1374082.5808283233,-0.012371503891001563,116.4705449472723,327.6264400125417,-13.319253176075096,284.3299402083065,-0.0007834481424703943,-950,1,4.0,16.0,196.0
-950-01-05T07:26:23.567,1374083.5808283233,-0.03325842429292079,116.32528319307997,328.5981392222494,-12.973768350958206,285.3373343789417,-0.0007500452381840267,-950,1,5.0,17.0,197.0
-950-01-06T07:26:45.210,1374084.5810788244,0.022372320154368446,116.21811446857842,329.56690612338843,-12.624769056669072,286.3444874369937,-0.0007164527564411951,-950,1,6.0,18.0,198.0
-950-01-07T07:26:45.210,1374085.5810788244,0.01267113300770636,116.0626700418977,330.53232126828505,-12.272540682761706,287.35090041560056,-0.0006810415091858511,-950,1,7.0,19.0,199.0
-950-01-08T07:26:45.210,1374086.5810788244,0.008568971312671581,115.90227759971795,331.49469518586557,-11.917106581441915,288.3568323078299,-0.0006421932486557317,-950,1,8.0,20.0,200.0
-950-01-09T07:26:45.210,1374087.5810788244,0.010096309603968321,115.73702970934818,332.4540968099185,-11.558576989012199,289.36229086228667,-0.0005983900037521362,-950,1,9.0,21.0,201.0
-950-01-10T07:26:45.210,1374088.5810788244,0.017280701984670663,115.56702059255801,333.410596139689,-11.197062201037438,290.36728449491756,-0.0005482623941271416,-950,1,10.0,22.0,202.0
-950-01-11T07:26:45.210,1374089.5810788244,0.03014682370541038,115.392346502201,334.36426383545387,-10.832672753438835,291.3718216504654,-0.0004906447477270951,-950,1,11.0,23.0,203.0
-950-01-12T07:26:23.567,1374090.5808283233,-0.02288452523880048,115.16987198092254,335.3149328680044,-10.46561195639019,292.3756583528451,-0.00042465020329872713,-950,1,12.0,24.0,204.0
-950-01-13T07:26:23.567,1374091.5808283233,0.0012992079380459943,114.98615447816188,336.2631500450679,-10.095807597330804,293.3793027313644,-0.00034967150322563024,-950,1,13.0,25.0,205.0
-950-01-14T07:26:23.567,1374092.5808283233,0.031221377541386604,114.79807550275414,337.2087460889261,-9.72346418997266,294.3825037916223,-0.00026556740661225496,-950,1,14.0,26.0,206.0
-950-01-15T07:26:01.924,1374093.5805778224,-0.005060608769547625,114.56250464554503,338.151552366845,-9.348790360420384,295.3850039145113,-0.00017272184818995192,-950,1,15.0,27.0,207.0
-950-01-16T07:25:40.281,1374094.5803273213,-0.035825727184977584,114.32279518047876,339.0918705509887,-8.971809499402891,296.3870385019802,-7.207307716193355e-05,-950,1,16.0,28.0,208.0
-950-01-17T07:25:40.281,1374095.5803273213,0.01117384359234103,114.12226548007376,340.02999663883315,-8.592544887003795,297.3888321349277,3.482262744435213e-05,-950,1,17.0,29.0,209.0
-950-01-18T07:25:18.637,1374096.5800768202,-0.008382035417742009,113.87460393275482,340.9655190539638,-8.211307135691703,298.3898483973168,0.00014576790976335372,-950,1,18.0,30.0,210.0
-950-01-19T07:24:56.994,1374097.5798263194,-0.02238429678786026,113.62314893913997,341.89872982530676,-7.828123435659426,299.3903009371831,0.00025825630607921677,-950,1,19.0,31.0,211.0
-950-01-20T07:24:35.351,1374098.5795758183,-0.030822665656079776,113.36801555780201,342.8296859157274,-7.443115971828473,300.39015604772544,0.00036961749862108527,-950,1,20.0,32.0,212.0
-950-01-21T07:24:13.707,1374099.5793253174,-0.03369136116646194,113.10931657006437,343.75844669726314,-7.056405921384046,301.38938827355776,0.0004773216382163559,-950,1,21.0,33.0,213.0
-950-01-22T07:23:52.064,1374100.5790748163,-0.030991328010831407,112.8471619703825,344.68507576868205,-6.668112340486791,302.38798136413703,0.000579220711608102,-950,1,22.0,34.0,214.0
-950-01-23T07:23:30.421,1374101.5788243152,-0.022731398456655026,112.58165891074043,345.60964199238373,-6.278351449248966,303.3859263499911,0.0006737045779541444,-950,1,23.0,35.0,215.0
-950-01-24T07:23:08.778,1374102.5785738144,-0.00892830943069159,112.31291170848806,346.53221966778864,-5.8872363868680475,304.38321875789075,0.0007597556037024051,-950,1,24.0,36.0,216.0
-950-01-25T07:22:47.134,1374103.5783233133,0.010394004826573208,112.0410218170349,347.4528880636311,-5.494877340391323,305.3798564490214,0.0008369192462354744,-950,1,25.0,37.0,217.0
-950-01-26T07:22:25.491,1374104.5780728122,0.03520536204379306,111.76608782203567,348.3717306513772,-5.101381870471363,306.37583846441976,0.0009052275401596216,-950,1,26.0,38.0,218.0
