m	s	im	is	confidence	edit_dist	i_edit_dist
अकंसु	अकार्षुः	akamsu	akarshuh	0.19999999999999996	5	3
अकंसु	स	akamsu	sa	0.09999999999999998	4	5
अकासि	अकार्षीत्	akasi	akarshit	0.09999999999999998	6	3
अक्कमित्वा	ज्ञात्वा	akkamitva	j~natva	0.5	5	5
अक्कमित्वा	आक्रम्य	akkamitva	akramya	0.5	6	4
अक्कमित्वा	गत्वा	akkamitva	gatva	0.44999999999999996	6	5
अक्कमित्वा	उत्पतितो	akkamitva	utpatito	0.35	7	6
अक्कमित्वा	मस्तकम्	akkamitva	mastakam	0.25	7	8
अक्कमित्वा	तथाभावं	akkamitva	tathabhavam	0.19999999999999996	9	7
अक्कमित्वा	ततः	akkamitva	tatah	0.19999999999999996	9	7
अक्कमित्वा	बोधिसत्त्वः	akkamitva	bodhisattvah	0.15000000000000002	8	9
अक्कमित्वा	कुम्भीलस्य	akkamitva	kumbhilasya	0.09999999999999998	9	9
अक्खीनि	अक्षिणी	akkhini	akshini	0.6428571428571428	4	1
अक्खीनि	मुखं	akkhini	mukham	0.2142857142857143	6	5
अक्खीनि	इति	akkhini	iti	0.2142857142857143	6	5
अक्खीनि	हि	akkhini	hi	0.2142857142857143	6	5
अक्खीनि	मुखे	akkhini	mukhe	0.2142857142857143	6	5
अक्खीनि	कारणम्	akkhini	karanam	0.1428571428571429	6	6
अक्खीनि	अथास्य	akkhini	athasya	0.1428571428571429	6	6
अक्खीनि	अन्तिकम्	akkhini	antikam	0.1428571428571429	6	6
अक्खीनि	न्यपादि	akkhini	nyapadi	0.1428571428571429	6	6
अक्खीनि	तत्	akkhini	tat	0.0714285714285714	6	7
अक्खीनि	गृहाण	akkhini	grrihana	0.0714285714285714	7	6
अगमासि	मगमत्	agamasi	magamat	0.41666666666666663	4	3
अगमासि	भगवान्	agamasi	bhagavan	0.25	4	5
अगमासि	मां	agamasi	mam	0.25	4	5
अगमासि	अहं	agamasi	aham	0.25	5	4
अगमासि	एकाम्	agamasi	ekam	0.16666666666666663	5	5
अगमासि	अत्र	agamasi	atra	0.16666666666666663	5	5
अगमासि	तमादाय	agamasi	tamadaya	0.16666666666666663	5	5
अगमासि	हि	agamasi	hi	0.08333333333333337	5	6
अगमासि	इति	agamasi	iti	0.08333333333333337	5	6
अगमासि	स	agamasi	sa	0.08333333333333337	5	6
अगमासि	नय	agamasi	naya	0.08333333333333337	6	5
अगमासि	दास्यामि	agamasi	dasyami	0.08333333333333337	6	5
अगवेसनं	अगवेषणम्	agavesanam	agaveshanam	0.6428571428571428	4	1
अगवेसनं	वेषणं	agavesanam	veshanam	0.4285714285714286	4	4
अगवेसनं	एवं	agavesanam	evam	0.1428571428571429	5	7
अगवेसनं	गवेषयितु	agavesanam	gaveshayitu	0.1428571428571429	6	6
अगवेसनं	तस्यागवेषणं	agavesanam	tasyagaveshanam	0.1428571428571429	7	5
अगवेसनं	शिवे	agavesanam	shive	0.0714285714285714	5	8
अगवेसनं	तस्य	agavesanam	tasya	0.0714285714285714	6	7
अगवेसनं	तडागस्य	agavesanam	tadagasya	0.0714285714285714	6	7
अगारं	अगारं	agaram	agaram	1.0	0	0
अगारं	गती	agaram	gati	0.19999999999999996	4	4
अगारं	राजा	agaram	raja	0.19999999999999996	4	4
अगारस्मा	अगारात्	agarasma	agarat	0.5625	4	3
अगारस्मा	अनगार्यं	agarasma	anagaryam	0.4375	4	5
अगारस्मा	अर्हं	agarasma	arham	0.375	5	5
अगारस्मा	धर्मेन	agarasma	dharmena	0.3125	6	5
अगारस्मा	स	agarasma	sa	0.1875	7	6
अगारस्मा	अध्यवसति	agarasma	adhyavasati	0.125	7	7
अगारस्मा	सम्यक्	agarasma	samyak	0.125	7	7
अगारस्मा	भवति	agarasma	bhavati	0.125	8	6
अगारस्मा	चेत्	agarasma	chet	0.0625	7	8
अगारस्मा	खलु	agarasma	khalu	0.0625	8	7
अगारस्मा	पुनः	agarasma	punah	0.0625	8	7
अगारस्मा	प्रव्रजति	agarasma	pravrajati	0.0625	8	7
अगारा	आगारात्	agara	agarat	0.6	3	1
अगारा	राजा	agara	raja	0.4	3	3
अग्गवंसनामथेरेन	अग्रवंश	aggavamsanamatherena	agravamsha	0.30000000000000004	10	11
अग्गवंसनामथेरेन	अरिमर्दननगरे	aggavamsanamatherena	arimardananagare	0.23333333333333328	11	12
अग्गवंसनामथेरेन	स्थाविरेण	aggavamsanamatherena	sthavirena	0.16666666666666663	11	14
अग्गवंसनामथेरेन	व्याकरणं	aggavamsanamatherena	vyakaranam	0.1333333333333333	12	14
अग्गवंसनामथेरेन	मरम्मदेशे?	aggavamsanamatherena	marammadeshe?	0.1333333333333333	12	14
अग्गवंसनामथेरेन	व्याकरणम्	aggavamsanamatherena	vyakaranam	0.09999999999999998	13	14
अग्गवंसनामथेरेन	नाम	aggavamsanamatherena	nama	0.06666666666666665	12	16
अग्गवंसनामथेरेन	शब्दनीति?	aggavamsanamatherena	shabdaniti?	0.033333333333333326	13	16
अग्गीनं	अग्नीनां	agginam	agninam	0.7857142857142857	2	1
अग्गीनं	रागादीनाम्	agginam	ragadinam	0.2857142857142857	7	3
अग्गीनं	उष्ण	agginam	ushna	0.2142857142857143	6	5
अग्गीनं	एवं	agginam	evam	0.2142857142857143	6	5
अग्गीनं	तस्य	agginam	tasya	0.1428571428571429	6	6
अग्गीनं	यथा	agginam	yatha	0.0714285714285714	7	6
अग्गीनं	च	agginam	cha	0.0714285714285714	7	6
अग्गीनं	सति	agginam	sati	0.0714285714285714	7	6
अङ्गदेसे	आङ्ग्लदेशे	a~ngadese	a~ngladeshe	0.625	4	2
अङ्गदेसे	पण्डितः	a~ngadese	panditah	0.0625	7	8
अङ्गलदेसिकानं	आङ्ग्लदेशिकानां	a~ngaladesikanam	a~ngladeshikanam	0.7692307692307692	4	2
अङ्गलदेसिकानं	पाळिं	a~ngaladesikanam	palim	0.11538461538461542	11	12
अङ्गलदेसिकानं	पण्डितः	a~ngaladesikanam	panditah	0.11538461538461542	11	12
अङ्गलदेसिकानं	पाळिभाषां	a~ngaladesikanam	palibhasham	0.11538461538461542	11	12
अङ्गलदेसिकानं	उद्गृहिंसुः	a~ngaladesikanam	udgrrihimsuh	0.07692307692307687	10	14
अङ्गलदेसिकानं	हीस्द्विद्स्	a~ngaladesikanam	hisdvids	0.038461538461538436	11	14
अङ्गलदेसिकानं	रैस	a~ngaladesikanam	raisa	0.038461538461538436	12	13
अच्चन्तसम्बन्धनस्स	अत्यन्तसम्बन्धनस्य?	achchantasambandhanassa	atyantasambandhanasya?	0.7222222222222222	4	6
अच्चन्तसम्बन्धनस्स	अपरस्मिन्	achchantasambandhanassa	aparasmin	0.16666666666666663	13	17
अच्चन्तसम्बन्धनस्स	प्रवर्तितस्य	achchantasambandhanassa	pravartitasya	0.11111111111111116	14	18
अच्चन्तसम्बन्धनस्स	समलिखम्	achchantasambandhanassa	samalikham	0.08333333333333337	15	18
अच्चन्तसम्बन्धनस्स	मरम्मदेशे?	achchantasambandhanassa	marammadeshe?	0.05555555555555558	16	18
अच्चन्तसम्बन्धनस्स	सम्मानभर्तिकं?	achchantasambandhanassa	sammanabhartikam?	0.05555555555555558	16	18
अच्चन्तसम्बन्धनस्स	समये	achchantasambandhanassa	samaye	0.02777777777777779	16	19
अच्चयं	अत्ययम्	achchayam	atyayam	0.33333333333333337	4	4
अच्चयं	क्षम	achchayam	kshama	0.08333333333333337	5	6
अच्चयं	अहमेव	achchayam	ahameva	0.08333333333333337	5	6
अच्छरियं	आश्चर्यं	achchariyam	ashcharyam	0.625	4	2
अच्छरियं	अत्याश्चर्यं	achchariyam	atyashcharyam	0.25	7	5
अच्छरियं	कृतम्	achchariyam	krritam	0.0625	8	7
अजरं	अजरं	ajaram	ajaram	1.0	0	0
अजरं	अजाति	ajaram	ajati	0.25	3	3
अजाति	अजाति	ajati	ajati	1.0	0	0
अजाति	अजरं	ajati	ajaram	0.4	3	3
अजाति	मया	ajati	maya	0.19999999999999996	4	4
अजाति	अव्याधि	ajati	avyadhi	0.19999999999999996	4	4
अजाति	वर्तते	ajati	vartate	0.09999999999999998	5	4
अजातिसंखातेन	संख्यातेन	ajatisamkhatena	samkhyatena	0.45833333333333337	7	6
अजातिसंखातेन	अजाति	ajatisamkhatena	ajati	0.29166666666666663	7	10
अजातिसंखातेन	भवितव्यमेव	ajatisamkhatena	bhavitavyameva	0.20833333333333337	10	9
अजातिसंखातेन	इति	ajatisamkhatena	iti	0.04166666666666663	10	13
अजातिसंखातेन	निर्वाणेनापि	ajatisamkhatena	nirvanenapi	0.04166666666666663	11	12
अज्जतग्गे	अद्यतोऽग्रे	ajjatagge	adyato.agre	0.4444444444444444	5	5
अज्जतग्गे	अत्ययम्	ajjatagge	atyayam	0.33333333333333337	6	6
अज्जतग्गे	यित्वा	ajjatagge	yitva	0.16666666666666663	7	8
अज्जतग्गे	तं	ajjatagge	tam	0.16666666666666663	8	7
अज्जतग्गे	भदन्त	ajjatagge	bhadanta	0.16666666666666663	8	7
अज्जतग्गे	क्षम	ajjatagge	kshama	0.16666666666666663	8	7
अज्जतग्गे	अहमेव	ajjatagge	ahameva	0.16666666666666663	8	7
अज्जतग्गे	इति	ajjatagge	iti	0.11111111111111116	8	8
अज्जतग्गे	दृष्ट्वा	ajjatagge	drrishtva	0.05555555555555558	8	9
अज्जतग्गे	क्षमध्वम्	ajjatagge	kshamadhvam	0.05555555555555558	8	9
अज्झायको	अध्यायकः	ajjhayako	adhyayakah	0.5	3	5
अज्झायको	अम्भट्टः	ajjhayako	ambhattah	0.25	6	6
अज्झायको	समयेन	ajjhayako	samayena	0.125	7	7
अज्झायको	नाम	ajjhayako	nama	0.125	7	7
अज्झायको	माणवकः	ajjhayako	manavakah	0.125	7	7
अज्झायको	अन्तेवासी	ajjhayako	antevasi	0.125	7	7
अज्झायको	त्रयाणां	ajjhayako	trayanam	0.125	7	7
अज्झायको	वेदानां	ajjhayako	vedanam	0.125	7	7
अज्झायको	भवति	ajjhayako	bhavati	0.125	8	6
अज्झायको	खलु	ajjhayako	khalu	0.0625	8	7
अज्झावसति	अध्यवसति	ajjhavasati	adhyavasati	0.6666666666666667	3	3
अज्झावसति	भवति	ajjhavasati	bhavati	0.38888888888888884	6	5
अज्झावसति	अगारात्	ajjhavasati	agarat	0.2777777777777778	6	7
अज्झावसति	भवतः	ajjhavasati	bhavatah	0.2777777777777778	7	6
अज्झावसति	प्रव्रजति	ajjhavasati	pravrajati	0.2777777777777778	7	6
अज्झावसति	अनन्यत्	ajjhavasati	ananyat	0.2222222222222222	7	7
अज्झावसति	चक्रवर्ती	ajjhavasati	chakravarti	0.2222222222222222	7	7
अज्झावसति	अगारं	ajjhavasati	agaram	0.16666666666666663	7	8
अज्झावसति	विजितावी	ajjhavasati	vijitavi	0.16666666666666663	7	8
अज्झावसति	अनगार्यं	ajjhavasati	anagaryam	0.16666666666666663	7	8
अज्झावसति	अर्हं	ajjhavasati	arham	0.16666666666666663	7	8
अज्झावसति	राजदायं	ajjhavasati	rajadayam	0.16666666666666663	8	7
अज्झावसति	सप्त	ajjhavasati	sapta	0.11111111111111116	7	9
अज्झावसति	उत्सादं	ajjhavasati	utsadam	0.11111111111111116	7	9
अज्झावसति	राज्ञा	ajjhavasati	raj~na	0.11111111111111116	7	9
अज्झावसति	ब्राह्मणः	ajjhavasati	brahmanah	0.11111111111111116	8	8
अज्झावसति	गती	ajjhavasati	gati	0.11111111111111116	8	8
अज्झावसति	पुष्करसारिः	ajjhavasati	pushkarasarih	0.11111111111111116	9	7
अज्झावसति	द्वे	ajjhavasati	dve	0.05555555555555558	7	10
अज्झावसति	येव	ajjhavasati	yeva	0.05555555555555558	8	9
अज्झावसति	स	ajjhavasati	sa	0.05555555555555558	8	9
अज्झावसति	चेत्	ajjhavasati	chet	0.05555555555555558	8	9
अज्झावसति	राजा	ajjhavasati	raja	0.05555555555555558	8	9
अज्झावसति	धर्मराजः	ajjhavasati	dharmarajah	0.05555555555555558	8	9
अज्झावसति	चातुरन्तः	ajjhavasati	chaturantah	0.05555555555555558	8	9
अज्झावसति	धर्मेन	ajjhavasati	dharmena	0.05555555555555558	8	9
अज्झावसति	अभिविजिय?	ajjhavasati	abhivijiya?	0.05555555555555558	8	9
अज्झावसति	सम्यक्	ajjhavasati	samyak	0.05555555555555558	8	9
अज्झावसति	सघन्यं	ajjhavasati	saghanyam	0.05555555555555558	9	8
अज्झावसिस्सति	अध्यावत्स्यति	ajjhavasissati	adhyavatsyati	0.5769230769230769	5	6
अज्झावसिस्सति	भविष्यति	ajjhavasissati	bhavishyati	0.42307692307692313	8	7
अज्झावसिस्सति	आगारम्	ajjhavasissati	agaram	0.15384615384615385	11	11
अज्झावसिस्सति	स्त्रीगर्भः	ajjhavasissati	strigarbhah	0.11538461538461542	11	12
अज्झावसिस्सति	स	ajjhavasissati	sa	0.07692307692307687	12	12
अज्झावसिस्सति	पुरुषगर्भः	ajjhavasissati	purushagarbhah	0.07692307692307687	12	12
अज्झावसिस्सति	चेत्	ajjhavasissati	chet	0.07692307692307687	12	12
अज्झावसिस्सति	पुत्रः	ajjhavasissati	putrah	0.038461538461538436	12	13
अज्झावसिस्सति	ते	ajjhavasissati	te	0.038461538461538436	12	13
अज्झावसिस्सति	च	ajjhavasissati	cha	0.038461538461538436	13	12
अज्झावसिस्सति	खलु	ajjhavasissati	khalu	0.038461538461538436	13	12
अञ्जेहि	अन्यैः	a~njehi	anyaih	0.2857142857142857	5	5
अञ्जेहि	च	a~njehi	cha	0.0714285714285714	7	6
अञ्जेहि	तान्	a~njehi	tan	0.0714285714285714	7	6
अञ्ञं	आत्मना	a~n~nam	atmana	0.09999999999999998	5	4
अञ्ञतरञ्च	अन्यतरच्च	a~n~natara~ncha	anyatarachcha	0.5555555555555556	3	5
अट्ठानं	अट्ठानं?	atthanam	atthanam?	0.8571428571428572	1	1
अट्ठानं	अयं	atthanam	ayam	0.2857142857142857	5	5
अट्ठानं	एतं	atthanam	etam	0.2142857142857143	6	5
अट्ठानं	गोतम	atthanam	gotama	0.1428571428571429	7	5
अट्ठानं	भव	atthanam	bhava	0.1428571428571429	7	5
अट्ठानं	नु	atthanam	nu	0.0714285714285714	6	7
अट्ठानं	खलु	atthanam	khalu	0.0714285714285714	7	6
अट्ठासि	अस्थात्	atthasi	asthat	0.5	4	3
अट्ठासि	इव	atthasi	iva	0.0714285714285714	7	6
अट्ठेसु	अस्थुः	atthesu	asthuh	0.3571428571428571	5	4
अट्ठेसु	अधस्तात्	atthesu	adhastat	0.1428571428571429	6	6
अतिअच्छरेकं	अत्याश्चर्यं	atiachcharekam	atyashcharyam	0.5	7	4
अतिअच्छरेकं	आश्चर्यं	atiachcharekam	ashcharyam	0.36363636363636365	8	6
अतिअच्छरेकं	अनेन	atiachcharekam	anena	0.09090909090909094	9	11
अतिअच्छरेकं	वानरेन्द्रेण	atiachcharekam	vanarendrena	0.09090909090909094	10	10
अतिअच्छरेकं	तत्	atiachcharekam	tat	0.045454545454545414	9	12
अतिअच्छरेकं	इति	atiachcharekam	iti	0.045454545454545414	9	12
अतिअच्छरेकं	कृतम्	atiachcharekam	krritam	0.045454545454545414	10	11
अतीतदिवसे	अतीतदिवसे	atitadivase	atitadivase	1.0	0	0
अतीतदिवसे	कथयित्वा	atitadivase	kathayitva	0.16666666666666663	8	7
अतीतदिवसे	कृतक्रियां	atitadivase	krritakriyam	0.11111111111111116	8	8
अतीतदिवसे	तर्जित्वा	atitadivase	tarjitva	0.11111111111111116	8	8
अतीतदिवसे	उपगतेन	atitadivase	upagatena	0.05555555555555558	8	9
अतीतदिवसे	तं	atitadivase	tam	0.05555555555555558	8	9
अतीते	अतीते	atite	atite	1.0	0	0
अतीते	कपि	atite	kapi	0.09999999999999998	5	4
अत्तनो	आत्मनो	attano	atmano	0.75	2	1
अत्तनो	आत्मना	attano	atmana	0.5833333333333333	3	2
अत्तनो	आत्मनः	attano	atmanah	0.5	3	3
अत्तनो	तत्र	attano	tatra	0.33333333333333337	4	4
अत्तनो	अपि	attano	api	0.16666666666666663	5	5
अत्तनो	फलानि	attano	phalani	0.16666666666666663	5	5
अत्तनो	तेनैवो	attano	tenaivo	0.16666666666666663	5	5
अत्तनो	पायेन	attano	payena	0.16666666666666663	5	5
अत्तनो	तथैव	attano	tathaiva	0.16666666666666663	5	5
अत्तनो	भगवान्	attano	bhagavan	0.08333333333333337	5	6
अत्तनो	करोति	attano	karoti	0.08333333333333337	5	6
अत्तनो	यूयम्	attano	yuyam	0.08333333333333337	6	5
अत्तनो	एव	attano	eva	0.08333333333333337	6	5
अत्तनो	सा	attano	sa	0.08333333333333337	6	5
अत्तनो	वारे	attano	vare	0.08333333333333337	6	5
अत्तनो	सायं	attano	sayam	0.08333333333333337	6	5
अत्तनोरतननास	आत्मनः	attanoratananasa	atmanah	0.16666666666666663	9	11
अत्तनोरतननास	रत्ननाशभयेन	attanoratananasa	ratnanashabhayena	0.16666666666666663	9	11
अत्तनोरतननास	छर्दयित्वा	attanoratananasa	chardayitva	0.125	9	12
अत्तनोरतननास	गच्छन्	attanoratananasa	gachchan	0.04166666666666663	10	13
अत्तनोरतननास	तान्	attanoratananasa	tan	0.04166666666666663	10	13
अत्तनोव	आत्मनो	attanova	atmano	0.5714285714285714	3	3
अत्तनोव	आत्मना	attanova	atmana	0.5	4	3
अत्तनोव	भगवान्	attanova	bhagavan	0.1428571428571429	6	6
अत्तनोव	एव	attanova	eva	0.1428571428571429	6	6
अत्तानं	त्वं	attanam	tvam	0.4285714285714286	4	4
अत्तानं	अहमात्मानं	attanam	ahamatmanam	0.3571428571428571	4	5
अत्तानं	मां	attanam	mam	0.2857142857142857	5	5
अत्तानं	अथ	attanam	atha	0.2857142857142857	6	4
अत्तानं	तव	attanam	tava	0.2857142857142857	6	4
अत्तानं	मुखं	attanam	mukham	0.2142857142857143	6	5
अत्तानं	एनमाह	attanam	enamaha	0.1428571428571429	6	6
अत्तानं	ते	attanam	te	0.1428571428571429	6	6
अत्तानं	परित्य	attanam	paritya	0.1428571428571429	6	6
अत्तानं	क्ष्यामि	attanam	kshyami	0.1428571428571429	6	6
अत्तानं	सौम्य	attanam	saumya	0.0714285714285714	7	6
अत्थि	अस्ति	atthi	asti	0.6	2	2
अत्थि	सन्ति	atthi	santi	0.4	3	3
अत्थि	पतति	atthi	patati	0.4	3	3
अत्थि	यथा	atthi	yatha	0.30000000000000004	4	3
अत्थि	हि	atthi	hi	0.30000000000000004	4	3
अत्थि	ततः	atthi	tatah	0.30000000000000004	4	3
अत्थि	ते	atthi	te	0.19999999999999996	4	4
अत्थि	तव	atthi	tava	0.19999999999999996	4	4
अत्थि	तत	atthi	tata	0.19999999999999996	4	4
अत्थि	सत्यां	atthi	satyam	0.19999999999999996	4	4
अत्थि	मन्ये	atthi	manye	0.09999999999999998	4	5
अत्थि	एकः	atthi	ekah	0.09999999999999998	5	4
अत्थि	जातौ	atthi	jatau	0.09999999999999998	5	4
अत्थि—	अस्ति	atthi—	asti	0.5	3	3
अत्थि—	ततो	atthi—	tato	0.16666666666666663	5	5
अत्वा	सर्वा	atva	sarva	0.6	2	2
अत्वा	पाट्या	atva	patya	0.4	4	2
अत्वा	ज्ञात्वा	atva	j~natva	0.30000000000000004	4	3
अत्वा	अपि	atva	api	0.30000000000000004	4	3
अत्वा	इति	atva	iti	0.30000000000000004	4	3
अत्वा	परि	atva	pari	0.09999999999999998	5	4
अथ	अथ	atha	atha	1.0	0	0
अथस्स	अथास्य	athassa	athasya	0.7	2	1
अथस्स	स	athassa	sa	0.09999999999999998	4	5
अथस्स	तत्	athassa	tat	0.09999999999999998	4	5
अथापरस्मिं	अपरस्मिन्	athaparasmim	aparasmin	0.6	4	4
अथापरस्मिं	अथ	athaparasmim	atha	0.19999999999999996	8	8
अथापरस्मिं	अहं	athaparasmim	aham	0.19999999999999996	8	8
अथापरस्मिं	समये	athaparasmim	samaye	0.09999999999999998	8	10
अथापरस्मिं	एकस्य	athaparasmim	ekasya	0.09999999999999998	8	10
अथापरस्मिं	समलिखम्	athaparasmim	samalikham	0.09999999999999998	9	9
अदण्डेन	अदण्डेन	adandena	adandena	1.0	0	0
अदण्डेन	अस्य	adandena	asya	0.2142857142857143	5	6
अदण्डेन	अशस्त्रेण	adandena	ashastrena	0.2142857142857143	6	5
अदण्डेन	सहस्रं	adandena	sahasram	0.0714285714285714	6	7
अदण्डेन	भवन्ति	adandena	bhavanti	0.0714285714285714	6	7
अदासि	एव	adasi	eva	0.09999999999999998	5	4
अदुक्खमसुखं	अदुःखमसुखं	adukkhamasukham	aduhkhamasukham	0.8636363636363636	2	1
अदुक्खमसुखं	अजरं	adukkhamasukham	ajaram	0.09090909090909094	9	11
अदुक्खमसुखं	अव्याधि	adukkhamasukham	avyadhi	0.045454545454545414	9	12
अदुक्खमसुखं	पर्येषितुं	adukkhamasukham	paryeshitum	0.045454545454545414	9	12
अदुक्खमसुखं	शीतलं	adukkhamasukham	shitalam	0.045454545454545414	10	11
अधिट्ठाय	दत्त्वा	adhitthaya	dattva	0.25	6	6
अधिट्ठाय	विसृज्य	adhitthaya	visrrijya	0.125	6	8
अनगारियं	अनगार्यं	anagariyam	anagaryam	0.875	1	1
अनगारियं	अगारात्	anagariyam	agarat	0.4375	4	5
अनगारियं	अर्हं	anagariyam	arham	0.3125	5	6
अनगारियं	अभिविजिय?	anagariyam	abhivijiya?	0.1875	6	7
अनगारियं	भवति	anagariyam	bhavati	0.125	7	7
अनगारियं	अध्यवसति	anagariyam	adhyavasati	0.0625	7	8
अनगारियं	सम्यक्	anagariyam	samyak	0.0625	8	7
अनञ्‍ञा	अनन्यत्	ana~n{}~na	ananyat	0.2857142857142857	4	6
अनवकासो	अनवकाशः	anavakaso	anavakashah	0.6428571428571428	2	3
अनवकासो	जानीयाः?	anavakaso	janiyah?	0.0714285714285714	6	7
अनवज्जधम्मोपि	इनवद्यधर्मोऽपि	anavajjadhammopi	inavadyadharmo.api	0.5769230769230769	5	6
अनवज्जधम्मोपि	अस्ति	anavajjadhammopi	asti	0.07692307692307687	10	14
अनवज्जधम्मोपि	एवमेव	anavajjadhammopi	evameva	0.07692307692307687	11	13
अनवज्जधम्मोपि	जातौ	anavajjadhammopi	jatau	0.038461538461538436	12	13
अनवज्जधम्मोपि	सत्यां	anavajjadhammopi	satyam	0.038461538461538436	12	13
अनवज्जधम्मोपि	पापिकायां	anavajjadhammopi	papikayam	0.038461538461538436	13	12
अनवयो	अनवयवः	anavayo	anavayavah	0.4	2	4
अनुजानामि	अनुजानामि	anujanami	anujanami	1.0	0	0
अनुजानामि	“न	anujanami	“na	0.16666666666666663	8	7
अनुजानामि	छन्दसः	anujanami	chandasah	0.16666666666666663	8	7
अनुजानामि	आरोपयेत्	anujanami	aropayet	0.11111111111111116	9	7
अनुजानामि	आपत्तिः	anujanami	apattih	0.11111111111111116	9	7
अनुजानामि	यः	anujanami	yah	0.05555555555555558	9	8
अनुञ्‍ञातपटिञ्‍ञातो	अनुज्ञातप्रतिज्ञातः	anu~n{}~natapati~n{}~nato	anuj~natapratij~natah	0.5	8	11
अनुञ्‍ञातपटिञ्‍ञातो	त्रैविद्यके	anu~n{}~natapati~n{}~nato	traividyake	0.02631578947368418	16	21
अनुत्तरो	अनुत्तरः	anuttaro	anuttarah	0.8125	1	2
अनुत्तरो	आनुत्तरः	anuttaro	anuttarah	0.75	2	2
अनुत्तरो	सुगतः	anuttaro	sugatah	0.25	6	6
अनुत्तरो	इत्यपि	anuttaro	ityapi	0.25	6	6
अनुत्तरो	अर्हं	anuttaro	arham	0.25	6	6
अनुत्तरो	शास्ता	anuttaro	shasta	0.25	6	6
अनुत्तरो	बुद्धः	anuttaro	buddhah	0.1875	6	7
अनुत्तरो	सम्यक्	anuttaro	samyak	0.125	7	7
अनुत्तरो	लोकवित्	anuttaro	lokavit	0.0625	7	8
अनुत्तरो	संबुद्धः	anuttaro	sambuddhah	0.0625	7	8
अनुत्तरो	शास्त्रात्	anuttaro	shastrat	0.0625	8	7
अनुत्तरो	सः	anuttaro	sah	0.0625	8	7
अनुत्तरो	इमं	anuttaro	imam	0.0625	8	7
अनुत्तरो	लोकं	anuttaro	lokam	0.0625	8	7
अनुप्पत्तो	अनुप्राप्तः	anuppatto	anupraptah	0.6	4	4
अनुप्पत्तो	पञ्च	anuppatto	pa~ncha	0.19999999999999996	8	8
अनुप्पत्तो	महता	anuppatto	mahata	0.19999999999999996	9	7
अनुप्पत्तो	गौतमः	anuppatto	gautamah	0.19999999999999996	9	7
अनुप्पत्तो	विहरति	anuppatto	viharati	0.19999999999999996	9	7
अनुप्पत्तो	प्रव्रजितः	anuppatto	pravrajitah	0.15000000000000002	8	9
अनुप्पत्तो	अश्रौषीत्	anuppatto	ashraushit	0.15000000000000002	8	9
अनुप्पत्तो	शाक्यपुत्रः	anuppatto	shakyaputrah	0.15000000000000002	8	9
अनुप्पत्तो	खलु	anuppatto	khalu	0.15000000000000002	9	8
अनुप्पत्तो	श्रमणः	anuppatto	shramanah	0.15000000000000002	9	8
अनुप्पत्तो	सार्धं	anuppatto	sardham	0.15000000000000002	9	8
अनुप्पत्तो	मात्रैः	anuppatto	matraih	0.15000000000000002	9	8
अनुप्पत्तो	सध्रीं	anuppatto	sadhrim	0.09999999999999998	9	9
अनुप्पत्तो	ब्राह्मणः	anuppatto	brahmanah	0.09999999999999998	10	8
अनुप्पत्तो	पञ्चमात्रैः	anuppatto	pa~nchamatraih	0.050000000000000044	9	10
अनुप्पत्तो	कोसलेषु	anuppatto	kosaleshu	0.050000000000000044	10	9
अनुप्पत्तो	चारिकं	anuppatto	charikam	0.050000000000000044	10	9
अनुप्पत्तो	चरमाणः	anuppatto	charamanah	0.050000000000000044	10	9
अनुप्पत्तो	भोः	anuppatto	bhoh	0.050000000000000044	10	9
अनुभवमाना	अनुभवमाना	anubhavamana	anubhavamana	1.0	0	0
अनुभवमाना	गन्धोदकेन	anubhavamana	gandhodakena	0.16666666666666663	8	7
अनुभवमाना	चत्वारि	anubhavamana	chatvari	0.11111111111111116	7	9
अनुभवमाना	उत्थाय	anubhavamana	utthaya	0.05555555555555558	8	9
अनुभवमाना	स्नात्वा	anubhavamana	snatva	0.05555555555555558	8	9
अनुसासति	अनुशास्ति	anusasati	anushasti	0.75	2	2
अनुसासति	अववदति	anusasati	avavadati	0.4375	5	4
अनुसासति	अभूत्	anusasati	abhut	0.1875	6	7
अनुसासति	कुर्वन्	anusasati	kurvan	0.125	7	7
अनोतप्तदहं	नीत्वा	anotaptadaham	nitva	0.15000000000000002	7	10
अनोतप्तदहं	निशायां	anotaptadaham	nishayam	0.15000000000000002	8	9
अनोतप्तदहं	आगत्य	anotaptadaham	agatya	0.15000000000000002	8	9
अनोतप्तदहं	अथ	anotaptadaham	atha	0.09999999999999998	9	9
अनोतप्तदहं	मानुषम्	anotaptadaham	manusham	0.09999999999999998	9	9
अन्तनो	दुर्मनः	antano	durmanah	0.08333333333333337	5	6
अन्तनो	इव	antano	iva	0.08333333333333337	6	5
अन्तेवासी	अन्तेवासी	antevasi	antevasi	1.0	0	0
अन्तेवासी	तेन	antevasi	tena	0.33333333333333337	7	5
अन्तेवासी	नाम	antevasi	nama	0.2777777777777778	7	6
अन्तेवासी	भवति	antevasi	bhavati	0.2777777777777778	8	5
अन्तेवासी	मन्त्रधरः	antevasi	mantradharah	0.2222222222222222	6	8
अन्तेवासी	माणवकः	antevasi	manavakah	0.2222222222222222	8	6
अन्तेवासी	अम्भट्टः	antevasi	ambhattah	0.16666666666666663	7	8
अन्तेवासी	अध्यायकः	antevasi	adhyayakah	0.16666666666666663	7	8
