m	s	im	is	confidence	edit_dist	i_edit_dist
उप्पतित्वा	बोधिसत्त्वो	uppatitva	bodhisattvo	0.25	7	8
उप्पतित्वा	तस्मिन्	uppatitva	tasmin	0.25	7	8
उप्पतित्वा	तस्य	uppatitva	tasya	0.25	8	7
उप्पतित्वा	ततः	uppatitva	tatah	0.25	8	7
उप्पतित्वा	द्वीपकस्य	uppatitva	dvipakasya	0.19999999999999996	9	7
उप्पतित्वा	अवरतः	uppatitva	avaratah	0.19999999999999996	9	7
उप्पतित्वा	पृष्ठत	uppatitva	prrishthata	0.15000000000000002	8	9
उप्पतित्वा	निषद्य	uppatitva	nishadya	0.15000000000000002	9	8
उप्पतित्वा	नद्याः	uppatitva	nadyah	0.15000000000000002	9	8
उप्पतित्वा	अवरतीरतः	uppatitva	avaratiratah	0.15000000000000002	9	8
उप्पतित्वा	द्वीपके	uppatitva	dvipake	0.15000000000000002	9	8
उप्पतित्वा	नागबलः	uppatitva	nagabalah	0.09999999999999998	10	8
उप्पतित्वा	एकः	uppatitva	ekah	0.09999999999999998	10	8
उप्पतित्वा	नदीमध्ये	uppatitva	nadimadhye	0.050000000000000044	9	10
उप्पनो	उत्पन्नः	uppano	utpannah	0.33333333333333337	4	4
उप्पनो	त्वां	uppano	tvam	0.16666666666666663	5	5
उप्पनो	धर्मे	uppano	dharme	0.08333333333333337	5	6
उप्पनो	नाहं	uppano	naham	0.08333333333333337	6	5
उप्पनो	तव	uppano	tava	0.08333333333333337	6	5
उप्पनो	दोहद	uppano	dohada	0.08333333333333337	6	5
उप्पादेत्वा	उत्पाद्य	uppadetva	utpadya	0.5909090909090908	5	4
उप्पादेत्वा	मापयित्वा	uppadetva	mapayitva	0.5454545454545454	6	4
उप्पादेत्वा	दर्शयित्वा	uppadetva	darshayitva	0.40909090909090906	6	7
उप्पादेत्वा	जराजीण	uppadetva	jarajina	0.2272727272727273	10	7
उप्पादेत्वा	पुनः	uppadetva	punah	0.18181818181818177	10	8
उप्पादेत्वा	संवेगम्	uppadetva	samvegam	0.18181818181818177	10	8
उप्पादेत्वा	अभिरूपां	uppadetva	abhirupam	0.09090909090909094	11	9
उस्सहिं	उत्सहे	ussahim	utsahe	0.5714285714285714	3	3
उस्सहिं	तस्मिन्	ussahim	tasmin	0.2857142857142857	5	5
उस्सहिं	अहम्	ussahim	aham	0.2857142857142857	6	4
उस्सहिं	भावं?	ussahim	bhavam?	0.0714285714285714	7	6
एकं	एकं	ekam	ekam	1.0	0	0
एकं	एवं	ekam	evam	0.6666666666666667	1	1
एकं	एकः	ekam	ekah	0.6666666666666667	1	1
एकं	तां	ekam	tam	0.33333333333333337	2	2
एकग्गं	एकाग्र	ekaggam	ekagra	0.5833333333333333	3	2
एकग्गं	चित्तं	ekaggam	chittam	0.25	4	5
एकचरो	एकचरो	ekacharo	ekacharo	1.0	0	0
एकदिवसं	अथैकदिवसं	ekadivasam	athaikadivasam	0.4285714285714286	3	5
एकमन्तं	एकमन्तम्	ekamantam	ekamantam	0.8571428571428572	2	0
एकमन्तं	एकान्तं	ekamantam	ekantam	0.7857142857142857	1	2
एकमन्तं	भगवन्तं	ekamantam	bhagavantam	0.4285714285714286	3	5
एकमन्तं	भदन्त	ekamantam	bhadanta	0.4285714285714286	4	4
एकमन्तं	कथं	ekamantam	katham	0.2857142857142857	5	5
एकमन्तं	भगवन्तम्	ekamantam	bhagavantam	0.2857142857142857	5	5
एकमन्तं	एतत्	ekamantam	etat	0.2142857142857143	5	6
एकमन्तं	निषण्णौ	ekamantam	nishannau	0.1428571428571429	6	6
एकमन्तं	भगवान्	ekamantam	bhagavan	0.1428571428571429	6	6
एकमन्तं	अवोचत्	ekamantam	avochat	0.0714285714285714	6	7
एकमन्तं	तौ	ekamantam	tau	0.0714285714285714	6	7
एकमन्तं	येन	ekamantam	yena	0.0714285714285714	6	7
एकमन्तं	तेन	ekamantam	tena	0.0714285714285714	6	7
एकमन्तं	अधस्तात्	ekamantam	adhastat	0.0714285714285714	7	6
एकमन्तं	सारणीयं?	ekamantam	saraniyam?	0.0714285714285714	7	6
एकमन्तं	ब्राह्मणः	ekamantam	brahmanah	0.0714285714285714	8	5
एकस्मिं	एकस्मिन्	ekasmim	ekasmin	0.7857142857142857	2	1
एकस्मिं	एकं	ekasmim	ekam	0.5	4	3
एकस्मिं	अस्माकं	ekasmim	asmakam	0.3571428571428571	4	5
एकस्मिं	तस्य	ekasmim	tasya	0.2857142857142857	5	5
एकस्मिं	कृतम्	ekasmim	krritam	0.2142857142857143	5	6
एकस्मिं	मम	ekasmim	mama	0.2142857142857143	6	5
एकस्मिं	इति	ekasmim	iti	0.1428571428571429	6	6
एकस्मिं	आरभ्य	ekasmim	arabhya	0.1428571428571429	6	6
एकस्मिं	वारे	ekasmim	vare	0.0714285714285714	7	6
एकस्मिं	च	ekasmim	cha	0.0714285714285714	7	6
एकस्स	एकस्य	ekassa	ekasya	0.8	1	1
एकस्स	अथ	ekassa	atha	0.09999999999999998	5	4
एकेन	एकेन	ekena	ekena	1.0	0	0
एको	एको	eko	eko	1.0	0	0
एको	एकः	eko	ekah	0.5	1	2
एतं	एतं	etam	etam	1.0	0	0
एतं	अयं	etam	ayam	0.33333333333333337	2	2
एतदवोच	एतदवोच	etadavocha	etadavocha	1.0	0	0
एतदवोच	माणवो	etadavocha	manavo	0.16666666666666663	4	6
एतदवोच	अवोचत्	etadavocha	avochat	0.16666666666666663	5	5
एतदवोच	एतत्	etadavocha	etat	0.08333333333333337	4	7
एतदवोचुं	एतदवोचताम्	etadavochum	etadavochatam	0.5625	4	3
एतदवोचुं	भगवन्तं	etadavochum	bhagavantam	0.1875	6	7
एतदवोचुं	एकान्तं	etadavochum	ekantam	0.125	6	8
एतदवोचुं	तौ	etadavochum	tau	0.0625	7	8
एतदवोचुं	“एतर्हि	etadavochum	“etarhi	0.0625	7	8
एतदवोचुं	भदन्त	etadavochum	bhadanta	0.0625	7	8
एतरहि	एतरहि	etarahi	etarahi	1.0	0	0
एतरहि	“एतर्हि	etarahi	“etarhi	0.6	2	2
एतरहि	तञ्हि	etarahi	ta~nhi	0.4	3	3
एतरहि	ति	etarahi	ti	0.19999999999999996	3	5
एतरहि	कहं	etarahi	kaham	0.09999999999999998	4	5
एतरहि	तौ	etarahi	tau	0.09999999999999998	4	5
एते	एते	ete	ete	1.0	0	0
एतेहि	च	etehi	cha	0.09999999999999998	5	4
एत्थ	अत्र	ettha	atra	0.375	2	3
एत्थ	तेन	ettha	tena	0.25	3	3
एत्थ	इति	ettha	iti	0.125	3	4
एत्थ	ते	ettha	te	0.125	3	4
एत्य	अत्र	etya	atra	0.5	2	2
एत्य	इति	etya	iti	0.25	3	3
एवं	एवं	evam	evam	1.0	0	0
एवं	एकं	evam	ekam	0.6666666666666667	1	1
एवं	एवम्	evam	evam	0.6666666666666667	2	0
एवं	तं	evam	tam	0.33333333333333337	2	2
एवं	अहं	evam	aham	0.33333333333333337	2	2
एवं	मं	evam	mam	0.33333333333333337	2	2
एवं	किं	evam	kim	0.16666666666666663	2	3
एवं	वयं	evam	vayam	0.16666666666666663	2	3
एवं	एतत्	evam	etat	0.16666666666666663	3	2
एवं	नेदं	evam	nedam	0.16666666666666663	3	2
एवंभूतेन	एवंभूतेन	evambhutena	evambhutena	1.0	0	0
एवंभूतेन	वर्तते	evambhutena	vartate	0.25	5	7
एवमादिना	आदिना	evamadina	adina	0.5	4	4
एवमादिना	एवम्	evamadina	evam	0.375	5	5
एवमादिना	नयेन	evamadina	nayena	0.1875	7	6
एवमादिना	मम	evamadina	mama	0.1875	7	6
एवमाह	एनमाह	evamaha	enamaha	0.8	1	1
एवमाह	मां	evamaha	mam	0.19999999999999996	3	5
एवमाह	सौम्य	evamaha	saumya	0.09999999999999998	4	5
एवमाह	तव	evamaha	tava	0.09999999999999998	4	5
एवमाह	अथ	evamaha	atha	0.09999999999999998	5	4
एवमाह	त्वं	evamaha	tvam	0.09999999999999998	5	4
एवमेव	एवमेव	evameva	evameva	1.0	0	0
एवमेव	एव	evameva	eva	0.30000000000000004	3	4
एसा	एषा	esa	esha	0.6666666666666667	1	1
एहि	एहि	ehi	ehi	1.0	0	0
एहि	हि	ehi	hi	0.6666666666666667	1	1
एहि	ति	ehi	ti	0.33333333333333337	2	2
एहि	इति	ehi	iti	0.33333333333333337	2	2
ओक्कमाना	निपन्ना	okkamana	nipanna	0.3125	6	5
ओक्कमाना	स्वप्नम्	okkamana	svapnam	0.1875	7	6
ओक्कमाना	श्रीशयने	okkamana	shrishayane	0.0625	7	8
ओरिमतीरतो	अवरतीरतः	orimatirato	avaratiratah	0.38888888888888884	5	6
ओरिमतीरतो	अवरतः	orimatirato	avaratah	0.16666666666666663	7	8
ओरिमतीरतो	बोधिसत्त्वो	orimatirato	bodhisattvo	0.11111111111111116	8	8
ओरिमतीरतो	उत्पत्य	orimatirato	utpatya	0.11111111111111116	8	8
ओरिमतीरतो	नदीमध्ये	orimatirato	nadimadhye	0.05555555555555558	8	9
ओलम्बन्तं	अवलम्बमानं	olambantam	avalambamanam	0.38888888888888884	5	6
ओलम्बन्तं	मां	olambantam	mam	0.2222222222222222	7	7
ओलम्बन्तं	अहं	olambantam	aham	0.16666666666666663	8	7
ओलम्बन्तं	तमादाय	olambantam	tamadaya	0.16666666666666663	8	7
ओलम्बन्तं	तेन	olambantam	tena	0.11111111111111116	8	8
ओलम्बन्तं	अत्र	olambantam	atra	0.11111111111111116	8	8
ओलम्बन्तं	नय	olambantam	naya	0.11111111111111116	8	8
ओलम्बन्तं	दास्यामि	olambantam	dasyami	0.11111111111111116	8	8
ओलम्बन्तं	तत्रागमत्	olambantam	tatragamat	0.11111111111111116	8	8
ओलम्बन्तं	ते	olambantam	te	0.05555555555555558	8	9
ओलम्बन्तं	इति	olambantam	iti	0.05555555555555558	8	9
ओलम्बन्ती	अवलम्बन्ते	olambanti	avalambante	0.6111111111111112	3	4
ओलम्बन्ती	उदुम्बरे	olambanti	udumbare	0.2777777777777778	7	6
ओलम्बन्ती	एकस्मिन्	olambanti	ekasmin	0.2222222222222222	7	7
ओलम्बन्ती	अस्माकं	olambanti	asmakam	0.16666666666666663	8	7
ओलम्बन्ती	इति	olambanti	iti	0.16666666666666663	8	7
ओलम्बन्ती	हृदयानि	olambanti	hrridayani	0.11111111111111116	8	8
ओलम्बन्ती	पश्यैतानि	olambanti	pashyaitani	0.05555555555555558	9	8
ओवदति	अववदति	ovadati	avavadati	0.5	2	3
ओवादं	अववादम्	ovadam	avavadam	0.30000000000000004	4	3
ओसीदापेसि	उदके	osidapesi	udake	0.2777777777777778	7	6
ओसीदापेसि	सौम्य	osidapesi	saumya	0.16666666666666663	8	7
ओसीदापेसि	अवासीदत्	osidapesi	avasidat	0.16666666666666663	8	7
ओसीदापेसि	मामवसादयसि	osidapesi	mamavasadayasi	0.11111111111111116	7	9
ओसीदापेसि	इत्याह	osidapesi	ityaha	0.11111111111111116	8	8
ओसीदापेसि	स्तोकं	osidapesi	stokam	0.11111111111111116	8	8
ओसीदापेसि	नीत्वा	osidapesi	nitva	0.11111111111111116	8	8
ओसीदापेसि	किं	osidapesi	kim	0.05555555555555558	9	8
ओसीदापेसि	खलु	osidapesi	khalu	0.05555555555555558	9	8
ओसीदापेसि	एतत्	osidapesi	etat	0.05555555555555558	9	8
कच्चायन	कात्यायन	kachchayana	katyayana	0.5	3	4
कच्चायन	मुद्गलायन	kachchayana	mudgalayana	0.2142857142857143	5	6
कच्चायन	त्रयः	kachchayana	trayah	0.0714285714285714	5	8
कच्चायनं	कात्यायनं	kachchayanam	katyayanam	0.5625	3	4
कच्चायनं	कात्यायनेन	kachchayanam	katyayanena	0.25	5	7
कच्चायनं	कृतं	kachchayanam	krritam	0.0625	6	9
कच्चायनं	अर्हता	kachchayanam	arhata	0.0625	7	8
कच्चायनं	व्याकरणम्	kachchayanam	vyakaranam	0.0625	8	7
कच्चायनब्याकरणस्स	कात्यायनव्याकरणस्य	kachchayanabyakaranassa	katyayanavyakaranasya	0.6764705882352942	5	6
कच्चायनब्याकरणस्स	मुद्गलायनव्याकरणस्य	kachchayanabyakaranassa	mudgalayanavyakaranasya	0.5588235294117647	7	8
कच्चायनब्याकरणस्स	रूपसिद्धिव्याकरणं	kachchayanabyakaranassa	rupasiddhivyakaranam	0.17647058823529416	13	15
कच्चायनब्याकरणस्स	विषयपात्रं	kachchayanabyakaranassa	vishayapatram	0.08823529411764708	15	16
कच्चायनब्याकरणस्स	अब्रवीत्	kachchayanabyakaranassa	abravit	0.02941176470588236	14	19
कच्चायनब्याकरणस्स	परिवारभूतं	kachchayanabyakaranassa	parivarabhutam	0.02941176470588236	15	18
कच्चायनेन	कात्यायनेन	kachchayanena	katyayanena	0.6111111111111112	3	4
कच्चायनेन	कात्यायनं	kachchayanena	katyayanam	0.33333333333333337	5	7
कच्चायनेन	अर्हता	kachchayanena	arhata	0.05555555555555558	8	9
कतं	कृतं	katam	krritam	0.33333333333333337	1	3
कतं	अहं	katam	aham	0.33333333333333337	2	2
कतं	एवं	katam	evam	0.16666666666666663	2	3
कतं	एकं	katam	ekam	0.16666666666666663	2	3
कतं	तव	katam	tava	0.16666666666666663	2	3
कतकिरियं	कृतक्रियां	katakiriyam	krritakriyam	0.5625	3	4
कतकिरियं	कथयित्वा	katakiriyam	kathayitva	0.25	6	6
कतकिरियं	तं	katakiriyam	tam	0.125	6	8
कतकिरियं	मारेण	katakiriyam	marena	0.0625	7	8
कतकिरियं	अतीतदिवसे	katakiriyam	atitadivase	0.0625	7	8
कतन्ति	इति	katanti	iti	0.25	4	5
कतन्ति	कृतं	katanti	krritam	0.16666666666666663	4	6
कतन्ति	तं?	katanti	tam?	0.16666666666666663	5	5
कतन्ति	पन?	katanti	pana?	0.16666666666666663	5	5
कतमङ्गलसक्काराय	कृतमङ्गलसत्कारायां	katama~ngalasakkaraya	krritama~ngalasatkarayam	0.7	4	5
कतमङ्गलसक्काराय	उपस्थाप्य	katama~ngalasakkaraya	upasthapya	0.09999999999999998	11	16
कतमङ्गलसक्काराय	प्राक्रुश्य	katama~ngalasakkaraya	prakrushya	0.06666666666666665	11	17
कतरेन	कतरेण	katarena	katarena	0.9	1	0
कतरेन	अत्र	katarena	atra	0.19999999999999996	4	4
कतरेन	मार्गेण	katarena	margena	0.09999999999999998	5	4
कत्वा	कृत्वा	katva	krritva	0.6	1	3
कत्वा	वा	katva	va	0.4	3	3
कत्वा	कथां	katva	katham	0.4	4	2
कत्वा	मातुः	katva	matuh	0.19999999999999996	5	3
कत्वा	भूत्	katva	bhut	0.09999999999999998	4	5
कत्वा	येन	katva	yena	0.09999999999999998	5	4
कथं	कथं	katham	katham	1.0	0	0
कथं	कथां	katham	katham	0.8333333333333334	1	0
कथं	यथा	katham	yatha	0.33333333333333337	2	2
कथं	तथा	katham	tatha	0.33333333333333337	2	2
कथं	तं	katham	tam	0.16666666666666663	2	3
कथञ्हि	“कथं	katha~nhi	“katham	0.16666666666666663	5	5
कथञ्हि	हि	katha~nhi	hi	0.08333333333333337	4	7
कथञ्हि	हन्त	katha~nhi	hanta	0.08333333333333337	5	6
कथापेत्वा	कथयित्वा	kathapetva	kathayitva	0.7222222222222222	3	2
कथापेत्वा	तर्जित्वा	kathapetva	tarjitva	0.38888888888888884	5	6
कथापेत्वा	उपगतेन	kathapetva	upagatena	0.2222222222222222	7	7
कथापेत्वा	मारेण	kathapetva	marena	0.2222222222222222	7	7
कथापेत्वा	तं	kathapetva	tam	0.11111111111111116	8	8
कथापेत्वा	कृतक्रियां	kathapetva	krritakriyam	0.05555555555555558	8	9
कथापेत्वा	मोचनार्थम्	kathapetva	mochanartham	0.05555555555555558	9	8
कथापेत्वा	अतीतदिवसे	kathapetva	atitadivase	0.05555555555555558	9	8
कथेन्तेन	कथयता	kathentena	kathayata	0.375	5	5
कथेन्तेन	कृतं	kathentena	krritam	0.125	6	8
कथेन्तेन	सुन्दरं	kathentena	sundaram	0.0625	6	9
कथेन्तेन	तव	kathentena	tava	0.0625	7	8
कथेन्तेन	सौम्य	kathentena	saumya	0.0625	7	8
कथेन्तेन	त्वया	kathentena	tvaya	0.0625	7	8
कनकविमानं	कनकविमानं	kanakavimanam	kanakavimanam	1.0	0	0
कनकविमानं	कनकविमानम्	kanakavimanam	kanakavimanam	0.8888888888888888	2	0
कनकविमानं	कुक्षिं	kanakavimanam	kukshim	0.16666666666666663	6	9
कनकविमानं	शयनं	kanakavimanam	shayanam	0.16666666666666663	7	8
कनकविमानं	प्रदक्षिणां	kanakavimanam	pradakshinam	0.16666666666666663	8	7
कनकविमानं	प्रविश्य	kanakavimanam	pravishya	0.11111111111111116	7	9
कनकविमानं	अविदूरे	kanakavimanam	avidure	0.05555555555555558	7	10
कनकविमानं	कृत्वा	kanakavimanam	krritva	0.05555555555555558	7	10
कनकविमानं	ताडयित्वा	kanakavimanam	tadayitva	0.05555555555555558	8	9
कपियोनियं	योन्यां	kapiyoniyam	yonyam	0.4444444444444444	5	5
कपियोनियं	कपि	kapiyoniyam	kapi	0.2777777777777778	6	7
कपियोनियं	राज्यं	kapiyoniyam	rajyam	0.2222222222222222	7	7
कपियोनियं	वाराणस्यां	kapiyoniyam	varanasyam	0.16666666666666663	8	7
कपियोनियं	कुर्वति	kapiyoniyam	kurvati	0.11111111111111116	7	9
कपियोनियं	अन्विष्य	kapiyoniyam	anvishya	0.11111111111111116	8	8
कपियोनियं	बुद्धिम्	kapiyoniyam	buddhim	0.05555555555555558	8	9
कपिलवत्थुनगरे	कपिलवस्तुनगरे	kapilavatthunagare	kapilavastunagare	0.8461538461538461	2	2
कपिलवत्थुनगरे	किल	kapilavatthunagare	kila	0.07692307692307687	10	14
कपिलवत्थुनगरे	नक्षत्रं	kapilavatthunagare	nakshatram	0.07692307692307687	10	14
कपिलवत्थुनगरे	क्रीडति	kapilavatthunagare	kridati	0.038461538461538436	11	14
कप्पेति	कल्पयति	kappeti	kalpayati	0.5714285714285714	2	4
कप्पेति	तत्र	kappeti	tatra	0.1428571428571429	6	6
कप्पेति	नियमेन	kappeti	niyamena	0.0714285714285714	6	7
कप्पेति	अमुना	kappeti	amuna	0.0714285714285714	7	6
कप्पेति	वासं	kappeti	vasam	0.0714285714285714	7	6
कम्मं	कर्म	kammam	karma	0.6	2	2
कम्मं	कुर्वन्	kammam	kurvan	0.09999999999999998	5	4
करिस्सामि	करजकायो	karissami	karajakayo	0.33333333333333337	6	6
करिस्सामि	अत्र	karissami	atra	0.16666666666666663	8	7
करिस्सामि	अहं	karissami	aham	0.16666666666666663	9	6
करिस्सामि	चेत्	karissami	chet	0.05555555555555558	8	9
करोति	करोति	karoti	karoti	1.0	0	0
करोति	फलानि	karoti	phalani	0.09999999999999998	4	5
करोन्तु	कुर्वन्तु	karontu	kurvantu	0.5714285714285714	3	3
करोन्तु	यूयम्	karontu	yuyam	0.0714285714285714	6	7
करोन्तु	अपि	karontu	api	0.0714285714285714	7	6
करोन्तु	आत्मनः	karontu	atmanah	0.0714285714285714	7	6
करोन्तो	कर्म	karonto	karma	0.4285714285714286	4	4
करोन्तो	कुर्वन्	karonto	kurvan	0.2857142857142857	5	5
करोन्तो	अभूत्	karonto	abhut	0.2142857142857143	6	5
करोन्तो	अववदति	karonto	avavadati	0.0714285714285714	6	7
कलन्दकनिवापे	कलन्दकनिवापे	kalandakanivape	kalandakanivape	1.0	0	0
कलन्दकनिवापे	भगवान्	kalandakanivape	bhagavan	0.125	10	11
कलन्दकनिवापे	वेळुवने	kalandakanivape	veluvane	0.125	10	11
कलन्दकनिवापे	राजगृहे	kalandakanivape	rajagrrihe	0.08333333333333337	11	11
कलन्दकनिवापे	विहरति	kalandakanivape	viharati	0.04166666666666663	11	12
कल्याणवाक्‍करणा	कल्याणवाक्करणौ	kalyanavak{}karana	kalyanavakkaranau	0.8333333333333334	2	3
कल्याणवाक्‍करणा	कल्याणवाचौ	kalyanavak{}karana	kalyanavachau	0.5	7	8
कल्याणवाक्‍करणा	ब्राह्मणजातिकौ	kalyanavak{}karana	brahmanajatikau	0.16666666666666663	13	12
कल्याणवाक्‍करणा	भ्रातृकौ	kalyanavak{}karana	bhratrrikau	0.09999999999999998	12	15
कल्याणवाक्‍करणा	भवतः	kalyanavak{}karana	bhavatah	0.06666666666666665	14	14
कल्याणवाक्‍करणा	द्वौ	kalyanavak{}karana	dvau	0.033333333333333326	13	16
कल्याणवाक्‍करणाति	कल्याणवाक्करणौ	kalyanavak{}karanati	kalyanavakkaranau	0.7647058823529411	4	4
कल्याणवाक्‍करणाति	वाचनमार्गं	kalyanavak{}karanati	vachanamargam	0.20588235294117652	14	13
कल्याणवाक्‍करणाति	मधुरशब्दाः	kalyanavak{}karanati	madhurashabdah	0.08823529411764708	15	16
कल्याणवाक्‍करणाति	संस्कृतभाषायाः	kalyanavak{}karanati	samskrritabhashayah	0.05882352941176472	15	17
कल्याणवाक्‍करणाति	छन्दसः	kalyanavak{}karanati	chandasah	0.05882352941176472	16	16
कल्याणवाक्‍करणाति	आरोपयाम	kalyanavak{}karanati	aropayama	0.05882352941176472	16	16
कल्याणवाक्‍करणाति	इति	kalyanavak{}karanati	iti	0.02941176470588236	15	18
कल्याणवाचा	कल्याणवाचौ	kalyanavacha	kalyanavachau	0.9	1	1
कल्याणवाचा	कल्याणवाक्करणौ	kalyanavacha	kalyanavakkaranau	0.35	6	7
कल्याणवाचा	भवतः	kalyanavacha	bhavatah	0.15000000000000002	9	8
कल्याणवाचा	द्वौ	kalyanavacha	dvau	0.09999999999999998	8	10
कल्याणवाचा	भ्रातृकौ	kalyanavacha	bhratrrikau	0.050000000000000044	8	11
कल्याणो	कल्याणो	kalyano	kalyano	1.0	0	0
कल्याणो	कल्याणः	kalyano	kalyanah	0.7857142857142857	1	2
कल्याणो	सम्यक्	kalyano	samyak	0.3571428571428571	5	4
कल्याणो	इत्यपि?	kalyano	ityapi?	0.2142857142857143	5	6
कल्याणो	खलु	kalyano	khalu	0.2142857142857143	6	5
कल्याणो	अर्हं	kalyano	arham	0.2142857142857143	6	5
कल्याणो	यथा	kalyano	yatha	0.2142857142857143	6	5
कल्याणो	भगवान्	kalyano	bhagavan	0.1428571428571429	6	6
कल्याणो	निर्वा	kalyano	nirva	0.1428571428571429	6	6
कल्याणो	णेनापि	kalyano	nenapi	0.1428571428571429	6	6
कल्याणो	धर्मस्य	kalyano	dharmasya	0.0714285714285714	6	7
कल्याणो	वहरति	kalyano	vaharati	0.0714285714285714	7	6
कल्याणो	तं	kalyano	tam	0.0714285714285714	7	6
कल्याणो	पुनः	kalyano	punah	0.0714285714285714	7	6
कल्याणो	गौतमं	kalyano	gautamam	0.0714285714285714	7	6
कल्याणो	एवं	kalyano	evam	0.0714285714285714	7	6
कल्याणो	सः	kalyano	sah	0.0714285714285714	7	6
कल्याणो	च	kalyano	cha	0.0714285714285714	7	6
कसटफलानि	कष्टफलानि	kasataphalani	kashtaphalani	0.8125	2	1
कहं	कहं	kaham	kaham	1.0	0	0
कहं	मयं	kaham	mayam	0.33333333333333337	2	2
कहं	भवं	kaham	bhavam	0.16666666666666663	2	3
कामेहि	किं	kamehi	kim	0.25	5	4
कामेहि	इति	kamehi	iti	0.16666666666666663	5	5
कामेहि	अथ	kamehi	atha	0.16666666666666663	6	4
कारणं	कारणम्	karanam	karanam	0.8	2	0
कारणं	मुखं	karanam	mukham	0.09999999999999998	4	5
कारेन्ते	कुर्वति	karente	kurvati	0.4375	5	4
कारेन्ते	अतीते	karente	atite	0.375	6	4
कारेन्ते	राज्यं	karente	rajyam	0.25	6	6
कारेन्ते	कपि	karente	kapi	0.25	7	5
कारेन्ते	वाराणस्यां	karente	varanasyam	0.125	7	7
कारेन्ते	योन्यां	karente	yonyam	0.125	7	7
कारेन्ते	ब्रह्मदत्ते	karente	brahmadatte	0.0625	7	8
कारेन्ते	निर्वृत्य	karente	nirvrritya	0.0625	7	8
कारेन्ते	बुद्धिम्	karente	buddhim	0.0625	8	7
कालमकासि	कालमकार्षीत्	kalamakasi	kalamakarshit	0.4375	6	3
कालमकासि	उदपादि	kalamakasi	udapadi	0.1875	6	7
किं	किं	kim	kim	1.0	0	0
किच्चसङ्गहं	कृत्यसङ्ग्रहं	kichchasa~ngaham	krrityasa~ngraham	0.5	5	6
किच्चसङ्गहं	ग्रन्थ	kichchasa~ngaham	grantha	0.045454545454545414	9	12
किच्चसङ्गहं	भावनारम्भ?	kichchasa~ngaham	bhavanarambha?	0.045454545454545414	10	11
कित्तिसद्दो	कीर्तिशब्दः	kittisaddo	kirtishabdah	0.5454545454545454	5	5
कित्तिसद्दो	कीर्तशब्दः	kittisaddo	kirtashabdah	0.4545454545454546	6	6
कित्तिसद्दो	इत्यपि?	kittisaddo	ityapi?	0.2727272727272727	9	7
कित्तिसद्दो	कल्याणः	kittisaddo	kalyanah	0.2272727272727273	9	8
कित्तिसद्दो	सम्बुद्धः	kittisaddo	sambuddhah	0.18181818181818177	8	10
कित्तिसद्दो	वहरति	kittisaddo	vaharati	0.18181818181818177	9	9
कित्तिसद्दो	सम्यक्	kittisaddo	samyak	0.18181818181818177	9	9
कित्तिसद्दो	तं	kittisaddo	tam	0.18181818181818177	10	8
कित्तिसद्दो	गौतमं	kittisaddo	gautamam	0.18181818181818177	10	8
कित्तिसद्दो	सः	kittisaddo	sah	0.18181818181818177	10	8
कित्तिसद्दो	भवन्तं	kittisaddo	bhavantam	0.13636363636363635	9	10
कित्तिसद्दो	अभ्युद्गतः	kittisaddo	abhyudgatah	0.13636363636363635	9	10
कित्तिसद्दो	भगवान्	kittisaddo	bhagavan	0.13636363636363635	10	9
कित्तिसद्दो	अर्हं	kittisaddo	arham	0.13636363636363635	10	9
कित्तिसद्दो	खलु	kittisaddo	khalu	0.13636363636363635	11	8
कित्तिसद्दो	पुनः	kittisaddo	punah	0.09090909090909094	11	9
कित्तिसद्दो	एवं	kittisaddo	evam	0.09090909090909094	11	9
किर	किल	kira	kila	0.6666666666666667	1	1
किलेसमलधोवनअमतमहानिब्बानतळाके	क्लेशमलधावनामृतमहानिर्वाणतडागे	kilesamaladhovanaamatamahanibbanatalake	kleshamaladhavanamrritamahanirvanatadage	0.6379310344827587	10	11
किलेसमलधोवनअमतमहानिब्बानतळाके	अमृतनिर्वाण	kilesamaladhovanaamatamahanibbanatalake	amrritanirvana	0.08620689655172409	23	30
किलेसमलधोवनअमतमहानिब्बानतळाके	विद्यमाने	kilesamaladhovanaamatamahanibbanatalake	vidyamane	0.03448275862068961	24	32
किलेसमलधोवनअमतमहानिब्बानतळाके	तस्यागवेषणं	kilesamaladhovanaamatamahanibbanatalake	tasyagaveshanam	0.017241379310344862	26	31
किलेसेहि	क्लेशैः	kilesehi	kleshaih	0.4375	5	4
किलेसेहि	चेत्	kilesehi	chet	0.125	7	7
किलेसेहि	पलायते	kilesehi	palayate	0.125	7	7
किलेसेहि	स	kilesehi	sa	0.125	7	7
किलेसेहि	एवमेव	kilesehi	evameva	0.125	7	7
किलेसेहि	दोषः	kilesehi	doshah	0.0625	8	7
किससरीरताय	कृशशरीरतया	kisasarirataya	krrishasharirataya	0.55	5	4
किससरीरताय	कृशा	kisasarirataya	krrisha	0.09999999999999998	8	10
किसा	सा	kisa	sa	0.5	2	2
किसा	कृशा	kisa	krrisha	0.375	2	3
किसा	इति	kisa	iti	0.125	4	3
कीळनकाले	क्रीडनकाले	kilanakale	kridanakale	0.6875	3	2
कीळनकाले	चास्याः	kilanakale	chasyah	0.0625	7	8
कीळेति	क्रीडति	kileti	kridati	0.41666666666666663	4	3
कीळेति	किल	kileti	kila	0.33333333333333337	5	3
कीळेति	आसीत्	kileti	asit	0.16666666666666663	5	5
