jd,elati_Moon,elong_Moon,elong_Sun,r_Moon,sun_moon_angle,naks_Moon,naks_Sun
1360702.5,-5.1080000000000005,200.245,54.343,57.606,214.09799999999998,N16-Vis,N05-Mrg
1360702.667,-5.096,202.718,54.501999999999995,57.53,211.78400000000002,N16-Vis,N05-Mrg
1360702.833,-5.075,205.201,54.66,57.458,209.459,N17-Anu,N05-Mrg
1360703.0,-5.044,207.69299999999998,54.818999999999996,57.391000000000005,207.12599999999998,N17-Anu,N05-Mrg
1360703.167,-5.004,210.19299999999998,54.977,57.328,204.78400000000002,N17-Anu,N05-Mrg
1360703.333,-4.953,212.701,55.136,57.269,202.435,N17-Anu,N05-Mrg
1360703.5,-4.8919999999999995,215.21599999999998,55.294,57.216,200.078,N17-Anu,N05-Mrg
1360703.667,-4.822,217.737,55.453,57.167,197.71599999999998,N18-Jye,N05-Mrg
1360703.833,-4.742,220.264,55.611000000000004,57.123000000000005,195.347,N18-Jye,N05-Mrg
1360704.0,-4.652,222.796,55.77,57.083999999999996,192.97400000000002,N19-Mul,N05-Mrg
1360704.167,-4.553,225.332,55.928000000000004,57.05,190.59599999999998,N19-Mul,N05-Mrg
1360704.333,-4.445,227.87099999999998,56.086999999999996,57.022,188.21599999999998,N19-Mul,N05-Mrg
1360704.5,-4.327,230.41299999999998,56.245,56.998000000000005,185.832,N19-Mul,N05-Mrg
1360704.667,-4.2010000000000005,232.956,56.403999999999996,56.98,183.44799999999998,N19-Mul,N05-Mrg
1360704.833,-4.065,235.5,56.563,56.968,181.063,N19-Mul,N05-Mrg
1360705.0,-3.9219999999999997,238.045,56.721000000000004,56.96,178.676,N20-PAsh,N05-Mrg
1360705.167,-3.7710000000000004,240.58900000000003,56.88,56.958,176.291,N20-PAsh,N05-Mrg
1360705.333,-3.612,243.13099999999997,57.038000000000004,56.961000000000006,173.907,N20-PAsh,N05-Mrg
1360705.5,-3.446,245.671,57.196999999999996,56.97,171.52599999999998,N20-PAsh,N05-Mrg
1360705.667,-3.273,248.208,57.355,56.983999999999995,169.14700000000002,N20-PAsh,N05-Mrg
1360705.833,-3.093,250.74200000000002,57.513999999999996,57.003,166.77200000000002,N21-UAsh,N05-Mrg
1360706.0,-2.908,253.271,57.672,57.027,164.40099999999998,N21-UAsh,N05-Mrg
1360706.167,-2.717,255.794,57.831,57.056999999999995,162.037,N21-UAsh,N05-Mrg
1360706.333,-2.521,258.312,57.989,57.092,159.67700000000002,N21-UAsh,N06-Ard
1360706.5,-2.32,260.823,58.148,57.132,157.325,N21-UAsh,N06-Ard
1360706.667,-2.116,263.328,58.306000000000004,57.177,154.97799999999998,N21-UAsh,N06-Ard
1360706.833,-1.9069999999999998,265.824,58.465,57.227,152.641,N21-UAsh,N06-Ard
1360707.0,-1.696,268.312,58.623000000000005,57.281000000000006,150.311,N21-UAsh,N06-Ard
1360707.167,-1.482,270.791,58.782,57.341,147.991,N22-Abi,N06-Ard
1360707.333,-1.266,273.26,58.941,57.405,145.681,N23-Shr,N06-Ard
1360707.5,-1.048,275.72,59.099,57.473,143.379,N23-Shr,N06-Ard
1360707.667,-0.83,278.16900000000004,59.258,57.54600000000001,141.089,N23-Shr,N06-Ard
1360707.833,-0.61,280.608,59.416000000000004,57.623000000000005,138.808,N23-Shr,N06-Ard
1360708.0,-0.391,283.036,59.575,57.70399999999999,136.539,N23-Shr,N06-Ard
1360708.167,-0.171,285.452,59.733000000000004,57.788999999999994,134.281,N23-Shr,N06-Ard
1360708.333,0.047,287.857,59.891999999999996,57.878,132.035,N24-Dha,N06-Ard
1360708.5,0.264,290.25,60.05,57.97,129.8,N24-Dha,N06-Ard
1360708.667,0.48,292.63,60.208999999999996,58.066,127.579,N24-Dha,N06-Ard
1360708.833,0.6940000000000001,294.999,60.368,58.165,125.369,N24-Dha,N06-Ard
1360709.0,0.905,297.355,60.526,58.266999999999996,123.171,N24-Dha,N06-Ard
1360709.167,1.114,299.699,60.685,58.372,120.986,N25-Sha,N06-Ard
1360709.333,1.319,302.031,60.843,58.48,118.81200000000001,N25-Sha,N06-Ard
1360709.5,1.521,304.349,61.001999999999995,58.59,116.65299999999999,N25-Sha,N06-Ard
1360709.667,1.719,306.656,61.16,58.703,114.50399999999999,N26-PBha,N06-Ard
1360709.833,1.9140000000000001,308.95,61.318999999999996,58.818000000000005,112.369,N26-PBha,N06-Ard
1360710.0,2.104,311.231,61.478,58.934,110.24700000000001,N26-PBha,N06-Ard
1360710.167,2.289,313.501,61.636,59.053000000000004,108.135,N26-PBha,N06-Ard
1360710.333,2.47,315.758,61.795,59.173,106.037,N26-PBha,N06-Ard
1360710.5,2.645,318.003,61.953,59.295,103.95,N26-PBha,N06-Ard
1360710.667,2.8160000000000003,320.237,62.111999999999995,59.417,101.875,N27-UBha,N06-Ard
1360710.833,2.9810000000000003,322.459,62.271,59.541000000000004,99.81200000000001,N27-UBha,N06-Ard
1360711.0,3.141,324.66900000000004,62.428999999999995,59.666000000000004,97.76,N27-UBha,N06-Ard
1360711.167,3.2960000000000003,326.869,62.588,59.791000000000004,95.719,N27-UBha,N06-Ard
1360711.333,3.444,329.05699999999996,62.746,59.916000000000004,93.689,N27-UBha,N06-Ard
1360711.5,3.5869999999999997,331.235,62.905,60.042,91.67,N27-UBha,N06-Ard
1360711.667,3.7239999999999998,333.403,63.06399999999999,60.168,89.661,N27-UBha,N06-Ard
1360711.833,3.855,335.56,63.222,60.294,87.662,N27-UBha,N06-Ard
1360712.0,3.98,337.708,63.381,60.42,85.67299999999999,N27-UBha,N06-Ard
1360712.167,4.099,339.846,63.54,60.545,83.694,N28-Rev,N06-Ard
1360712.333,4.211,341.975,63.698,60.669,81.723,N28-Rev,N06-Ard
1360712.5,4.3180000000000005,344.095,63.857,60.792,79.762,N28-Rev,N06-Ard
1360712.667,4.418,346.20599999999996,64.015,60.915,77.809,N28-Rev,N06-Ard
1360712.833,4.512,348.309,64.17399999999999,61.036,75.865,N28-Rev,N06-Ard
1360713.0,4.6,350.404,64.333,61.156000000000006,73.929,N28-Rev,N06-Ard
1360713.167,4.6819999999999995,352.49199999999996,64.491,61.275,71.999,N01-Ash,N06-Ard
1360713.333,4.757,354.57199999999995,64.65,61.391999999999996,70.078,N01-Ash,N07-Pun
1360713.5,4.8260000000000005,356.645,64.809,61.507,68.164,N01-Ash,N07-Pun
1360713.667,4.888999999999999,358.711,64.967,61.62,66.256,N01-Ash,N07-Pun
1360713.833,4.945,360.77099999999996,65.126,61.732,64.355,N01-Ash,N07-Pun
1360714.0,4.995,2.825,65.285,61.84,62.46,N01-Ash,N07-Pun
1360714.167,5.039,4.872,65.443,61.946999999999996,60.571000000000005,N01-Ash,N07-Pun
1360714.333,5.0760000000000005,6.914,65.602,62.051,58.688,N02-Bha,N07-Pun
1360714.5,5.107,8.951,65.76100000000001,62.153,56.81,N02-Bha,N07-Pun
1360714.667,5.132000000000001,10.982999999999999,65.919,62.251999999999995,54.93600000000001,N02-Bha,N07-Pun
1360714.833,5.15,13.009,66.078,62.347,53.068999999999996,N03-Kri,N07-Pun
1360715.0,5.162000000000001,15.030999999999999,66.237,62.44,51.206,N03-Kri,N07-Pun
1360715.167,5.167999999999999,17.049,66.395,62.53,49.346000000000004,N03-Kri,N07-Pun
1360715.333,5.167999999999999,19.063,66.554,62.617,47.49100000000001,N03-Kri,N07-Pun
1360715.5,5.1610000000000005,21.073,66.71300000000001,62.701,45.64,N03-Kri,N07-Pun
1360715.667,5.148,23.079,66.872,62.781000000000006,43.793,N03-Kri,N07-Pun
1360715.833,5.129,25.081,67.03,62.858000000000004,41.949,N04-Roh,N07-Pun
1360716.0,5.103,27.08,67.189,62.931000000000004,40.109,N04-Roh,N07-Pun
1360716.167,5.071000000000001,29.076999999999998,67.348,63.0,38.271,N04-Roh,N07-Pun
1360716.333,5.033,31.07,67.506,63.066,36.436,N04-Roh,N07-Pun
1360716.5,4.989,33.061,67.665,63.128,34.604,N04-Roh,N07-Pun
1360716.667,4.939,35.049,67.824,63.187,32.775,N04-Roh,N07-Pun
1360716.833,4.883,37.035,67.983,63.24100000000001,30.948,N04-Roh,N07-Pun
1360717.0,4.82,39.019,68.141,63.292,29.122,N04-Roh,N07-Pun
1360717.167,4.752,41.0,68.3,63.338,27.3,N04-Roh,N07-Pun
1360717.333,4.678,42.98,68.459,63.381,25.479,N04-Roh,N07-Pun
1360717.5,4.598,44.958999999999996,68.618,63.419,23.659000000000002,N05-Mrg,N07-Pun
1360717.667,4.512,46.93600000000001,68.77600000000001,63.453,21.84,N05-Mrg,N07-Pun
1360717.833,4.42,48.911,68.935,63.483000000000004,20.024,N05-Mrg,N07-Pun
1360718.0,4.323,50.886,69.094,63.50899999999999,18.208,N05-Mrg,N07-Pun
1360718.167,4.221,52.858999999999995,69.253,63.531000000000006,16.394000000000002,N05-Mrg,N07-Pun
1360718.333,4.113,54.832,69.411,63.548,14.579,N05-Mrg,N07-Pun
1360718.5,4.0,56.803999999999995,69.57,63.56100000000001,12.765999999999998,N05-Mrg,N07-Pun
1360718.667,3.8819999999999997,58.775,69.729,63.57,10.954,N06-Ard,N07-Pun
1360718.833,3.759,60.746,69.888,63.575,9.142000000000001,N06-Ard,N07-Pun
1360719.0,3.6319999999999997,62.717,70.047,63.575,7.33,N06-Ard,N07-Pun
1360719.167,3.5,64.688,70.205,63.571000000000005,5.517,N07-Pun,N07-Pun
1360719.333,3.363,66.65899999999999,70.36399999999999,63.562,3.705,N07-Pun,N07-Pun
1360719.5,3.222,68.63,70.523,63.55,1.893,N07-Pun,N07-Pun
1360719.667,3.077,70.601,70.682,63.533,0.081,N07-Pun,N07-Pun
1360719.833,2.928,72.57300000000001,70.84100000000001,63.512,358.26800000000003,N07-Pun,N07-Pun
1360720.0,2.7760000000000002,74.546,71.0,63.486000000000004,356.454,N07-Pun,N07-Pun
1360720.167,2.62,76.51899999999999,71.158,63.457,354.639,N07-Pun,N07-Pun
1360720.333,2.461,78.494,71.317,63.423,352.82300000000004,N07-Pun,N07-Pun
1360720.5,2.298,80.469,71.476,63.385,351.00699999999995,N07-Pun,N07-Pun
1360720.667,2.133,82.446,71.635,63.343,349.189,N07-Pun,N07-Pun
1360720.833,1.965,84.42399999999999,71.794,63.297,347.37,N08-Pus,N07-Pun
1360721.0,1.795,86.404,71.953,63.247,345.54900000000004,N08-Pus,N07-Pun
1360721.167,1.6230000000000002,88.38600000000001,72.111,63.193000000000005,343.725,N08-Pus,N07-Pun
1360721.333,1.449,90.369,72.27,63.135,341.901,N08-Pus,N07-Pun
1360721.5,1.272,92.355,72.429,63.074,340.074,N08-Pus,N07-Pun
1360721.667,1.095,94.34299999999999,72.58800000000001,63.008,338.245,N08-Pus,N07-Pun
1360721.833,0.9159999999999999,96.333,72.747,62.93899999999999,336.414,N08-Pus,N07-Pun
1360722.0,0.736,98.32700000000001,72.906,62.86600000000001,334.579,N09-Asl,N07-Pun
1360722.167,0.555,100.323,73.065,62.79,332.74199999999996,N09-Asl,N07-Pun
1360722.333,0.373,102.321,73.22399999999999,62.71,330.903,N09-Asl,N07-Pun
1360722.5,0.191,104.324,73.383,62.626999999999995,329.059,N10-Mag,N07-Pun
1360722.667,0.008,106.329,73.542,62.541000000000004,327.21299999999997,N10-Mag,N07-Pun
1360722.833,-0.174,108.339,73.70100000000001,62.451,325.362,N10-Mag,N07-Pun
1360723.0,-0.35700000000000004,110.352,73.859,62.358000000000004,323.507,N10-Mag,N07-Pun
1360723.167,-0.539,112.369,74.018,62.263000000000005,321.649,N10-Mag,N07-Pun
1360723.333,-0.721,114.391,74.17699999999999,62.163999999999994,319.786,N10-Mag,N07-Pun
1360723.5,-0.902,116.417,74.336,62.063,317.91900000000004,N10-Mag,N07-Pun
1360723.667,-1.082,118.448,74.495,61.958999999999996,316.047,N11-PPal,N07-Pun
1360723.833,-1.261,120.484,74.654,61.853,314.17,N11-PPal,N07-Pun
1360724.0,-1.439,122.525,74.813,61.744,312.288,N11-PPal,N07-Pun
1360724.167,-1.615,124.572,74.972,61.633,310.4,N11-PPal,N07-Pun
1360724.333,-1.79,126.625,75.131,61.52,308.506,N11-PPal,N07-Pun
1360724.5,-1.962,128.684,75.29,61.405,306.606,N11-PPal,N07-Pun
1360724.667,-2.133,130.749,75.449,61.288999999999994,304.7,N12-UPal,N07-Pun
1360724.833,-2.302,132.821,75.608,61.17,302.78700000000003,N12-UPal,N07-Pun
1360725.0,-2.468,134.9,75.767,61.05,300.867,N12-UPal,N07-Pun
1360725.167,-2.6319999999999997,136.987,75.926,60.928999999999995,298.939,N12-UPal,N07-Pun
1360725.333,-2.793,139.08100000000002,76.085,60.806999999999995,297.004,N12-UPal,N07-Pun
1360725.5,-2.951,141.183,76.244,60.683,295.061,N12-UPal,N07-Pun
1360725.667,-3.105,143.293,76.403,60.559,293.11,N12-UPal,N07-Pun
1360725.833,-3.2569999999999997,145.412,76.562,60.434,291.15,N12-UPal,N07-Pun
1360726.0,-3.404,147.54,76.721,60.309,289.181,N12-UPal,N07-Pun
1360726.167,-3.548,149.67700000000002,76.88,60.183,287.203,N12-UPal,N07-Pun
1360726.333,-3.688,151.82299999999998,77.039,60.056999999999995,285.216,N13-Has,N07-Pun
1360726.5,-3.823,153.97899999999998,77.19800000000001,59.931000000000004,283.219,N13-Has,N07-Pun
1360726.667,-3.9539999999999997,156.145,77.358,59.805,281.21299999999997,N13-Has,N07-Pun
1360726.833,-4.08,158.322,77.517,59.68,279.195,N13-Has,N07-Pun
1360727.0,-4.2010000000000005,160.50799999999998,77.676,59.556000000000004,277.168,N13-Has,N07-Pun
1360727.167,-4.316,162.70600000000002,77.835,59.431999999999995,275.129,N13-Has,N07-Pun
1360727.333,-4.427,164.915,77.994,59.309,273.079,N14-Chi,N07-Pun
1360727.5,-4.531000000000001,167.135,78.153,59.187,271.018,N14-Chi,N07-Pun
1360727.667,-4.629,169.36700000000002,78.312,59.067,268.945,N14-Chi,N07-Pun
1360727.833,-4.721,171.61,78.471,58.948,266.861,N14-Chi,N07-Pun
1360728.0,-4.806,173.865,78.63,58.831,264.765,N14-Chi,N07-Pun
1360728.167,-4.8839999999999995,176.132,78.79,58.716,262.658,N14-Chi,N07-Pun
1360728.333,-4.955,178.41099999999997,78.949,58.603,260.538,N15-Swa,N07-Pun
1360728.5,-5.019,180.703,79.108,58.493,258.405,N15-Swa,N07-Pun
1360728.667,-5.075,183.00599999999997,79.267,58.38399999999999,256.26099999999997,N15-Swa,N07-Pun
1360728.833,-5.124,185.322,79.426,58.278999999999996,254.104,N16-Vis,N07-Pun
1360729.0,-5.164,187.649,79.585,58.177,251.93599999999998,N16-Vis,N07-Pun
1360729.167,-5.196000000000001,189.989,79.745,58.077,249.75599999999997,N16-Vis,N07-Pun
1360729.333,-5.218999999999999,192.34099999999998,79.904,57.981,247.563,N16-Vis,N07-Pun
1360729.5,-5.233,194.705,80.063,57.888000000000005,245.358,N16-Vis,N07-Pun
1360729.667,-5.239,197.08,80.222,57.799,243.142,N16-Vis,N07-Pun
1360729.833,-5.235,199.468,80.381,57.714,240.91299999999998,N16-Vis,N07-Pun
1360730.0,-5.222,201.86599999999999,80.541,57.632,238.675,N16-Vis,N07-Pun
1360730.167,-5.2,204.27599999999998,80.7,57.555,236.424,N17-Anu,N07-Pun
1360730.333,-5.169,206.696,80.859,57.481,234.16299999999998,N17-Anu,N07-Pun
1360730.5,-5.127999999999999,209.127,81.018,57.412,231.891,N17-Anu,N07-Pun
1360730.667,-5.077,211.567,81.178,57.348,229.611,N17-Anu,N07-Pun
1360730.833,-5.0169999999999995,214.018,81.337,57.288000000000004,227.31900000000002,N17-Anu,N07-Pun
1360731.0,-4.947,216.477,81.49600000000001,57.233000000000004,225.019,N18-Jye,N07-Pun
1360731.167,-4.867,218.946,81.655,57.181999999999995,222.709,N18-Jye,N07-Pun
1360731.333,-4.7780000000000005,221.422,81.815,57.137,220.393,N18-Jye,N07-Pun
1360731.5,-4.68,223.90599999999998,81.97399999999999,57.096000000000004,218.06799999999998,N19-Mul,N07-Pun
1360731.667,-4.572,226.39700000000002,82.133,57.06100000000001,215.736,N19-Mul,N07-Pun
1360731.833,-4.456,228.895,82.29299999999999,57.031000000000006,213.398,N19-Mul,N07-Pun
1360732.0,-4.33,231.398,82.45200000000001,57.006,211.054,N19-Mul,N07-Pun
1360732.167,-4.195,233.907,82.611,56.986000000000004,208.704,N19-Mul,N07-Pun
1360732.333,-4.053,236.42,82.771,56.971000000000004,206.351,N20-PAsh,N07-Pun
1360732.5,-3.9019999999999997,238.937,82.93,56.961999999999996,203.993,N20-PAsh,N07-Pun
1360732.667,-3.7430000000000003,241.457,83.089,56.958,201.632,N20-PAsh,N07-Pun
1360732.833,-3.576,243.98,83.249,56.96,199.269,N20-PAsh,N07-Pun
1360733.0,-3.403,246.505,83.40799999999999,56.966,196.903,N20-PAsh,N07-Pun
1360733.167,-3.222,249.03,83.56700000000001,56.979,194.537,N21-UAsh,N07-Pun
1360733.333,-3.035,251.55599999999998,83.727,56.996,192.171,N21-UAsh,N07-Pun
1360733.5,-2.842,254.081,83.88600000000001,57.019,189.805,N21-UAsh,N07-Pun
1360733.667,-2.6439999999999997,256.606,84.046,57.047,187.44,N21-UAsh,N07-Pun
1360733.833,-2.44,259.128,84.205,57.08,185.077,N21-UAsh,N07-Pun
1360734.0,-2.2319999999999998,261.64799999999997,84.36399999999999,57.118,182.71599999999998,N21-UAsh,N08-Pus
1360734.167,-2.02,264.165,84.524,57.161,180.359,N21-UAsh,N08-Pus
1360734.333,-1.804,266.678,84.68299999999999,57.21,178.005,N21-UAsh,N08-Pus
1360734.5,-1.585,269.186,84.84299999999999,57.263000000000005,175.657,N22-Abi,N08-Pus
1360734.667,-1.3630000000000002,271.689,85.00200000000001,57.321000000000005,173.313,N22-Abi,N08-Pus
1360734.833,-1.139,274.186,85.162,57.383,170.976,N23-Shr,N08-Pus
1360735.0,-0.914,276.677,85.321,57.45,168.644,N23-Shr,N08-Pus
1360735.167,-0.687,279.161,85.48100000000001,57.522,166.32,N23-Shr,N08-Pus
1360735.333,-0.46,281.637,85.64,57.597,164.003,N23-Shr,N08-Pus
1360735.5,-0.23199999999999998,284.105,85.8,57.677,161.695,N23-Shr,N08-Pus
1360735.667,-0.005,286.564,85.959,57.761,159.395,N24-Dha,N08-Pus
1360735.833,0.221,289.014,86.119,57.848,157.105,N24-Dha,N08-Pus
1360736.0,0.446,291.454,86.27799999999999,57.93899999999999,154.82399999999998,N24-Dha,N08-Pus
1360736.167,0.669,293.885,86.43799999999999,58.034,152.553,N24-Dha,N08-Pus
1360736.333,0.89,296.305,86.59700000000001,58.132,150.292,N24-Dha,N08-Pus
1360736.5,1.1079999999999999,298.715,86.757,58.233000000000004,148.042,N24-Dha,N08-Pus
1360736.667,1.324,301.113,86.916,58.336999999999996,145.803,N25-Sha,N08-Pus
1360736.833,1.536,303.5,87.07600000000001,58.443999999999996,143.576,N25-Sha,N08-Pus
1360737.0,1.744,305.876,87.236,58.553999999999995,141.36,N26-PBha,N08-Pus
1360737.167,1.9480000000000002,308.24,87.395,58.666000000000004,139.155,N26-PBha,N08-Pus
1360737.333,2.148,310.592,87.555,58.78,136.963,N26-PBha,N08-Pus
1360737.5,2.343,312.932,87.714,58.896,134.782,N26-PBha,N08-Pus
1360737.667,2.533,315.259,87.874,59.013999999999996,132.615,N26-PBha,N08-Pus
1360737.833,2.718,317.575,88.03399999999999,59.13399999999999,130.459,N26-PBha,N08-Pus
1360738.0,2.897,319.878,88.193,59.255,128.315,N27-UBha,N08-Pus
1360738.167,3.071,322.16900000000004,88.353,59.376999999999995,126.184,N27-UBha,N08-Pus
1360738.333,3.238,324.447,88.51299999999999,59.501000000000005,124.066,N27-UBha,N08-Pus
1360738.5,3.4,326.71299999999997,88.67200000000001,59.625,121.959,N27-UBha,N08-Pus
1360738.667,3.556,328.967,88.83200000000001,59.75,119.865,N27-UBha,N08-Pus
1360738.833,3.705,331.209,88.992,59.875,117.78299999999999,N27-UBha,N08-Pus
1360739.0,3.847,333.43800000000005,89.15100000000001,60.001000000000005,115.713,N27-UBha,N08-Pus
1360739.167,3.984,335.656,89.311,60.126999999999995,113.655,N27-UBha,N08-Pus
1360739.333,4.113,337.86199999999997,89.471,60.253,111.609,N27-UBha,N08-Pus
1360739.5,4.236000000000001,340.05699999999996,89.631,60.379,109.574,N28-Rev,N08-Pus
1360739.667,4.352,342.24,89.79,60.504,107.55,N28-Rev,N08-Pus
1360739.833,4.461,344.412,89.95,60.628,105.538,N28-Rev,N08-Pus
1360740.0,4.563,346.57300000000004,90.11,60.751999999999995,103.537,N28-Rev,N08-Pus
1360740.167,4.658,348.723,90.27,60.875,101.54700000000001,N28-Rev,N08-Pus
1360740.333,4.747,350.86300000000006,90.429,60.997,99.566,N28-Rev,N08-Pus
1360740.5,4.829,352.99300000000005,90.589,61.117,97.596,N01-Ash,N08-Pus
1360740.667,4.904,355.11300000000006,90.749,61.236000000000004,95.63600000000001,N01-Ash,N08-Pus
1360740.833,4.971,357.224,90.90899999999999,61.354,93.685,N01-Ash,N08-Pus
1360741.0,5.033,359.325,91.069,61.47,91.744,N01-Ash,N08-Pus
1360741.167,5.087,1.4180000000000001,91.228,61.583999999999996,89.81,N01-Ash,N08-Pus
1360741.333,5.1339999999999995,3.502,91.38799999999999,61.695,87.88600000000001,N01-Ash,N08-Pus
1360741.5,5.175,5.577000000000001,91.54799999999999,61.805,85.971,N02-Bha,N08-Pus
1360741.667,5.209,7.645,91.708,61.912,84.06299999999999,N02-Bha,N08-Pus
1360741.833,5.236000000000001,9.705,91.868,62.016999999999996,82.163,N02-Bha,N08-Pus
1360742.0,5.257000000000001,11.758,92.02799999999999,62.12,80.27,N02-Bha,N08-Pus
1360742.167,5.271,13.802999999999999,92.18799999999999,62.218999999999994,78.385,N03-Kri,N08-Pus
1360742.333,5.279,15.842,92.348,62.316,76.506,N03-Kri,N08-Pus
1360742.5,5.28,17.875,92.508,62.41,74.633,N03-Kri,N08-Pus
1360742.667,5.274,19.902,92.667,62.501000000000005,72.765,N03-Kri,N08-Pus
1360742.833,5.263,21.923000000000002,92.82700000000001,62.589,70.904,N03-Kri,N08-Pus
1360743.0,5.244,23.938000000000002,92.98700000000001,62.674,69.04899999999999,N03-Kri,N08-Pus
1360743.167,5.22,25.949,93.147,62.755,67.19800000000001,N04-Roh,N08-Pus
1360743.333,5.189,27.955,93.307,62.833,65.352,N04-Roh,N08-Pus
1360743.5,5.152,29.956,93.46700000000001,62.907,63.511,N04-Roh,N08-Pus
1360743.667,5.1080000000000005,31.953000000000003,93.62700000000001,62.978,61.674,N04-Roh,N08-Pus
1360743.833,5.059,33.946999999999996,93.787,63.045,59.84,N04-Roh,N08-Pus
1360744.0,5.004,35.937,93.947,63.108999999999995,58.01,N04-Roh,N08-Pus
1360744.167,4.942,37.924,94.10700000000001,63.168,56.183,N04-Roh,N08-Pus
1360744.333,4.875,39.907,94.26700000000001,63.224,54.36,N04-Roh,N08-Pus
1360744.5,4.801,41.888000000000005,94.427,63.276,52.538999999999994,N04-Roh,N08-Pus
1360744.667,4.7219999999999995,43.867,94.587,63.323,50.72,N04-Roh,N08-Pus
1360744.833,4.637,45.843999999999994,94.74799999999999,63.367,48.903999999999996,N05-Mrg,N08-Pus
1360745.0,4.547,47.818999999999996,94.90799999999999,63.407,47.089,N05-Mrg,N08-Pus
1360745.167,4.4510000000000005,49.792,95.068,63.442,45.276,N05-Mrg,N08-Pus
1360745.333,4.349,51.763999999999996,95.228,63.474,43.464,N05-Mrg,N08-Pus
1360745.5,4.242,53.735,95.38799999999999,63.501000000000005,41.653,N05-Mrg,N08-Pus
1360745.667,4.13,55.705,95.54799999999999,63.523999999999994,39.843,N05-Mrg,N08-Pus
1360745.833,4.013,57.675,95.708,63.543,38.033,N05-Mrg,N08-Pus
1360746.0,3.89,59.644,95.868,63.556999999999995,36.224000000000004,N06-Ard,N08-Pus
1360746.167,3.763,61.614,96.02799999999999,63.568000000000005,34.414,N06-Ard,N08-Pus
1360746.333,3.6310000000000002,63.583,96.189,63.574,32.606,N06-Ard,N08-Pus
1360746.5,3.4939999999999998,65.553,96.34899999999999,63.575,30.796,N07-Pun,N08-Pus
1360746.667,3.353,67.524,96.509,63.573,28.985,N07-Pun,N08-Pus
1360746.833,3.208,69.49600000000001,96.669,63.566,27.173000000000002,N07-Pun,N08-Pus
1360747.0,3.0589999999999997,71.468,96.829,63.553999999999995,25.361,N07-Pun,N08-Pus
1360747.167,2.905,73.442,96.99,63.538999999999994,23.548000000000002,N07-Pun,N08-Pus
1360747.333,2.748,75.418,97.15,63.519,21.732,N07-Pun,N08-Pus
1360747.5,2.588,77.395,97.31,63.495,19.915,N07-Pun,N08-Pus
1360747.667,2.423,79.374,97.47,63.467,18.096,N07-Pun,N09-Asl
1360747.833,2.256,81.355,97.631,63.435,16.276,N07-Pun,N09-Asl
1360748.0,2.086,83.338,97.791,63.398,14.453,N07-Pun,N09-Asl
1360748.167,1.913,85.324,97.95100000000001,63.357,12.627,N08-Pus,N09-Asl
1360748.333,1.7380000000000002,87.31299999999999,98.11200000000001,63.313,10.799000000000001,N08-Pus,N09-Asl
1360748.5,1.56,89.304,98.272,63.263999999999996,8.968,N08-Pus,N09-Asl
1360748.667,1.38,91.29899999999999,98.432,63.211000000000006,7.132999999999999,N08-Pus,N09-Asl
1360748.833,1.199,93.296,98.59299999999999,63.155,5.297000000000001,N08-Pus,N09-Asl
1360749.0,1.015,95.29700000000001,98.75299999999999,63.093999999999994,3.4560000000000004,N08-Pus,N09-Asl
1360749.167,0.831,97.301,98.913,63.03,1.6119999999999999,N08-Pus,N09-Asl
1360749.333,0.645,99.309,99.074,62.961999999999996,359.765,N09-Asl,N09-Asl
1360749.5,0.45799999999999996,101.32,99.234,62.891000000000005,357.914,N09-Asl,N09-Asl
1360749.667,0.271,103.335,99.395,62.815,356.06,N09-Asl,N09-Asl
1360749.833,0.083,105.355,99.555,62.736999999999995,354.2,N10-Mag,N09-Asl
1360750.0,-0.105,107.37799999999999,99.715,62.655,352.337,N10-Mag,N09-Asl
1360750.167,-0.293,109.406,99.876,62.568999999999996,350.47,N10-Mag,N09-Asl
1360750.333,-0.48,111.43799999999999,100.036,62.481,348.598,N10-Mag,N09-Asl
1360750.5,-0.667,113.47399999999999,100.197,62.388999999999996,346.723,N10-Mag,N09-Asl
1360750.667,-0.8540000000000001,115.515,100.35700000000001,62.294,344.842,N10-Mag,N09-Asl
1360750.833,-1.0390000000000001,117.561,100.51799999999999,62.196999999999996,342.957,N11-PPal,N09-Asl
1360751.0,-1.224,119.611,100.678,62.097,341.06699999999995,N11-PPal,N09-Asl
1360751.167,-1.406,121.666,100.839,61.994,339.173,N11-PPal,N09-Asl
1360751.333,-1.588,123.727,100.999,61.888000000000005,337.272,N11-PPal,N09-Asl
1360751.5,-1.767,125.792,101.16,61.78,335.36800000000005,N11-PPal,N09-Asl
1360751.667,-1.945,127.863,101.32,61.67,333.457,N11-PPal,N09-Asl
1360751.833,-2.12,129.939,101.48100000000001,61.558,331.542,N11-PPal,N09-Asl
1360752.0,-2.293,132.02100000000002,101.64200000000001,61.443000000000005,329.621,N12-UPal,N09-Asl
1360752.167,-2.463,134.108,101.802,61.327,327.694,N12-UPal,N09-Asl
1360752.333,-2.63,136.201,101.963,61.208999999999996,325.762,N12-UPal,N09-Asl
1360752.5,-2.7939999999999996,138.3,102.12299999999999,61.09,323.823,N12-UPal,N09-Asl
1360752.667,-2.9539999999999997,140.405,102.28399999999999,60.968999999999994,321.879,N12-UPal,N09-Asl
1360752.833,-3.112,142.515,102.445,60.847,319.93,N12-UPal,N09-Asl
