nid	naks	gname	lon	lat	year	date	jd
N10-Mag	मघाः	α Leo	129.065	0.387	500	0500-12-31T06:00:00	1904047.5364471667
N13-Has	हस्तः	γ Crv	169.971	-14.438	500	0500-12-31T06:00:00	1904047.5364471667
N18-Jye	ज्येष्ठा	α Sco	228.899	-4.372	500	0500-12-31T06:00:00	1904047.5364471667
N19-Mul	मूलं	λ Sco	243.716	-13.578	500	0500-12-31T06:00:00	1904047.5364471667
N20-PAsh	पूर्वाषाढा	δ Sgr	253.697	-6.263	500	0500-12-31T06:00:00	1904047.5364471667
N21-UAsh	उत्तराषाढा	σ Sgr	261.510	-3.232	500	0500-12-31T06:00:00	1904047.5364471667
N24-Sha	शतभिषक्	α PsA	312.830	-20.924	500	0500-12-31T06:00:00	1904047.5364471667
N27-Rev	रेवती	ζ Psc	358.962	-0.234	500	0500-12-31T06:00:00	1904047.5364471667
N10-Mag	मघाः	α Leo	129.756	0.390	550	0550-12-31T18:00:00	1922310.0364471667
N13-Has	हस्तः	γ Crv	170.661	-14.440	550	0550-12-31T18:00:00	1922310.0364471667
N18-Jye	ज्येष्ठा	α Sco	229.593	-4.378	550	0550-12-31T18:00:00	1922310.0364471667
N19-Mul	मूलं	λ Sco	244.410	-13.585	550	0550-12-31T18:00:00	1922310.0364471667
N20-PAsh	पूर्वाषाढा	δ Sgr	254.392	-6.270	550	0550-12-31T18:00:00	1922310.0364471667
N21-UAsh	उत्तराषाढा	σ Sgr	262.204	-3.240	550	0550-12-31T18:00:00	1922310.0364471667
N24-Sha	शतभिषक्	α PsA	313.529	-20.931	550	0550-12-31T18:00:00	1922310.0364471667
N27-Rev	रेवती	ζ Psc	359.657	-0.233	550	0550-12-31T18:00:00	1922310.0364471667
