date	index	jd	lati_Jupiter	lati_Mars	lati_Mercury	lati_Moon	lati_Saturn	lati_Sun	lati_Venus	long_Jupiter	long_Mars	long_Mercury	long_Moon	long_Saturn	long_Sun	long_Venus	long_N01_Ashwini	long_N02_Bharani	long_N03_Krittika	long_N04_Rohini	long_N05_Mrigashirisham	long_N06_Thiruvadarai	long_N07_Punarpasu	long_N08_Pushyam	long_N09_Ayilyam	long_N10_Makam	long_N11_Pooram	long_N12_Uttiram	long_N13_Hastam	long_N14_Chitrai	long_N15_Swati	long_N16_Vishakam	long_N17_Anusham	long_N18_Kettai	long_N19_Moolam	long_N20_Pooradam	long_N21_Uttiradam	long_N22_Thiruvonam	long_N23_Avittam	long_N24_Shatayam	long_N25_Poorattadi	long_N26_Uttiratadi	long_N27_Revati	long_N28_Abhijit
-600-03-12	125236	1501984.5	-0.8414443910733944	-0.7302396887926086	3.0947858802122985	-3.9994401206078796	-0.20593415037555285	0.0	4.7350839963511575	303.3725026689042	272.58611113506	0.655159186777496	238.82522894648525	281.13375325209296	350.5697603463653	317.6694734584256	1.4887583561121542	12.109756712276209	23.88675726022225	33.637758356111725	47.58375780816523	52.61375835610076	77.52074849309047	92.57075835609899	98.56675506842716	113.90075342458124	124.97776219172833	127.26675835610776	157.5047539725482	167.7577567122736	167.96276109581027	188.99275561637407	206.4617572602091	213.66075726020824	228.4767572602227	239.03375561638632	246.26475726020473	265.2487665752546	281.3727556163741	303.40975506843023	317.4587556163859	338.3197545204978	353.1927589040591	249.14775999992963
-600-03-19	125237	1501991.5	-0.8645431488425711	-0.90372314811713	1.7981464180028761	-3.514064468372872	-0.21780559409314512	0.0	3.370625235348212	304.72936845877535	277.4269441165989	356.7499740206449	324.51952187468964	281.5583014168853	357.3662906534305	319.7064011480405	1.4890237807696884	12.110021561591278	23.88702230131814	33.63802378076926	47.58402304104194	52.61402378075829	77.52101046569321	92.57102378075652	98.56701934239976	113.90101712321137	124.97802895885161	127.2670237807653	157.50501786295916	167.75802156158866	167.9630274793719	188.9930200821275	206.46202230130498	213.66102230130414	228.47702230131858	239.03402008213973	246.2650223013006	265.2490348766245	281.3730200821275	303.41001934240285	317.4590200821393	338.3200186026896	353.19302452049743	249.14802599992964
-600-03-26	125238	1501998.5	-0.8892581372947409	-1.087039575662651	-0.10685942982329807	3.5547947408659444	-0.2300127436635925	0.0	2.136395033197469	306.0114482139692	282.2420112368283	352.6177144911868	50.76855488807036	281.9132770641474	4.137656036065152	323.1320249109832	1.4892892054272227	12.110286410906347	23.88728734241403	33.638289205426794	47.58428827391865	52.61428920541582	77.52127243829595	92.57128920541405	98.56728361637236	113.90128082184151	124.9782957259749	127.26728920542283	157.50528175337013	167.75828641090374	167.96329386293357	188.99328454788093	206.46228734240088	213.66128734240004	228.47728734241448	239.03428454789315	246.2652873423965	265.2493031779943	281.3732845478809	303.41028361637547	317.45928454789276	338.32028268488136	353.1932901369358	249.14829199992963
-600-04-02	125239	1502005.5	-0.9156244697476452	-1.2801541736679372	-1.7952732472964812	3.052265632807276	-0.2425441995953613	0.0	1.059423775501665	307.2100961144436	287.0228649907825	351.3319461637863	150.4650518052889	282.194962290732	10.885810682837755	327.6227688715045	1.4895546300847569	12.110551260221415	23.88755238350992	33.63855463008433	47.584553506795366	52.61455463007336	77.52153441089868	92.57155463007159	98.56754789034497	113.90154452047165	124.9785624930982	127.26755463008035	157.50554564378106	167.7585512602188	167.9635602464952	188.99354901363435	206.46255238349679	213.66155238349592	228.47755238351039	239.0345490136466	246.2655523834924	265.2495714793642	281.3735490136343	303.4105478903481	317.45954901364615	338.3205467670731	353.19355575337414	249.14855799992964
-600-04-09	125240	1502012.5	-0.9436630717437549	-1.4829714734628192	-2.83244168615292	-4.51432842202353	-0.25537977770132264	0.0	0.14287079120374924	308.31638899419363	291.75959547414965	353.7479500364199	247.66497719006836	282.40032037073985	17.612993557774754	332.9206816275193	1.489820054742291	12.110816109536483	23.88781742460581	33.638820054741856	47.58481873967208	52.61482005473089	77.52179638350142	92.57182005472912	98.56781216431757	113.9018082191018	124.97882926022147	127.2678200547379	157.50580953419203	167.75881610953385	167.96382663005684	188.99381347938777	206.46281742459266	213.66181742459182	228.47781742460626	239.03481347940001	246.26581742458828	265.2498397807341	281.37381347938776	303.41081216432065	317.4598134793996	338.3208108492649	353.1938213698125	249.14882399992965
-600-04-16	125241	1502019.5	-0.9733747977423218	-1.6953385580631382	-3.176393225866964	-2.8211067433806414	-0.2684894934293283	0.0	-0.6192830688384029	309.321164961798	296.4405969500417	359.4036499785138	332.8564564283417	282.527131087195	24.32169413446161	338.83204810407943	1.4900854793998257	12.111080958851552	23.8880824657017	33.63908547939939	47.58508397254879	52.615085479388426	77.52205835610417	92.57208547938666	98.56807643829018	113.90207191773193	124.97909602734477	127.26808547939542	157.506073424603	167.75908095884893	167.96409301361848	188.99407794514119	206.46308246568856	213.6620824656877	228.47808246570216	239.03507794515343	246.26608246568418	265.2501080821039	281.3740779451412	303.41107643829326	317.460077945153	338.3210749314567	353.19408698625085	249.14908999992963
-600-04-23	125242	1502026.5	-1.0047331139136138	-1.9170495949891249	-2.91293231812894	4.172505046569453	-0.2818326953493953	0.0	-1.235953158775535	310.2151029508876	301.0522909135758	7.695254549474273	59.77664151967781	282.5741383997171	31.01461735919225	345.2143982000999	1.49035090405736	12.111345808166622	23.888347506797594	33.639350904056926	47.5853492054255	52.61535090404596	77.52232032870691	92.57235090404419	98.56834071226277	113.90233561636207	124.97936279446806	127.26835090405297	157.50633731501395	167.759345808164	167.96435939718015	188.99434241089463	206.46334750678443	213.6623475067836	228.47834750679803	239.03534241090685	246.26634750678008	265.2503763834738	281.3743424108946	303.4113407122659	317.46034241090643	338.32133901364847	353.1943526026892	249.14935599992964
-600-04-30	125243	1502033.5	-1.0376752251812302	-2.1478503634972252	-2.145685627612426	2.198906481169591	-0.29535746315723804	0.0	-1.7166378400087698	310.988856011327	305.5787939759103	18.272511322966125	160.05313615261102	282.5412048953155	37.69464821767599	351.9633113392095	1.4906163287148941	12.11161065748169	23.888612547893484	33.63961632871446	47.585614438302215	52.615616328703496	77.52258230130965	92.57261632870173	98.56860498623537	113.9025993149922	124.97962956159134	127.2686163287105	157.50660120542491	167.75961065747907	167.96462578074178	188.99460687664805	206.46361254788033	213.6626125478795	228.47861254789393	239.0356068766603	246.26661254787595	265.2506446848437	281.37460687664804	303.41160498623844	317.4606068766599	338.32160309584026	353.19461821912756	249.14962199992965
-600-05-07	125244	1502040.5	-1.0720916419912625	-2.3874404210371294	-1.0073452757025858	-4.8817912884966015	-0.3090004034579437	0.0	-2.0707679255214684	311.63325302504256	310.00151632435507	30.981476207019227	256.45678313667685	282.42946483016533	44.364816166931284	359.00193077370653	1.4908817533724283	12.111875506796757	23.888877588989374	33.639881753371995	47.58587967117893	52.61588175336103	77.52284427391238	92.57288175335925	98.56886926020798	113.90286301362234	124.97989632871463	127.26888175336803	157.50686509583588	167.75987550679415	167.96489216430342	188.99487134240147	206.46387758897623	213.66287758897536	228.47887758898983	239.0358713424137	246.26687758897185	265.2509129862135	281.3748713424015	303.41186926021106	317.46087134241327	338.321867178032	353.1948838355659	249.14988799992963
-600-05-14	125245	1502047.5	-1.1078143896201802	-2.6354690098784173	0.2681289990091457	-2.044939297150142	-0.32268698411452	0.0	-2.307678726784558	312.13958449375417	314.2986743952077	45.47378228221157	341.1905356613397	282.2414648471125	51.028259589072505	6.273289242571366	1.4911471780299626	12.112140356111826	23.889142630085264	33.64014717802953	47.58614490405564	52.616147178018565	77.52310624651513	92.5731471780168	98.56913353418058	113.90312671225247	124.98016309583792	127.26914717802556	157.50712898624684	167.76014035610922	167.96515854786506	188.99513580815488	206.4641426300721	213.66314263007126	228.4791426300857	239.03613580816713	246.26714263006775	265.2511812875834	281.3751358081549	303.4121335341837	317.4611358081667	338.3221312602238	353.1951494520043	249.15015399992964
-600-05-21	125246	1502054.5	-1.1446043892203983	-2.8915185133656283	1.3242544354514143	4.653552152103071	-0.33633253879799424	0.0	-2.4367696130362333	312.499987150514	318.44470085575296	60.68628313075385	68.8656910721852	281.9812790295611	57.68819033896175	13.734854289513125	1.4914126026874968	12.112405205426894	23.889407671181154	33.640412602687064	47.58641013693235	52.6164126026761	77.52336821911787	92.57341260267432	98.56939780815318	113.90339041088261	124.9804298629612	127.2694126026831	157.50739287665778	167.76040520542426	167.9654249314267	188.99540027390833	206.464407671168	213.66340767116716	228.4794076711816	239.03640027392055	246.26740767116362	265.2514495889532	281.3754002739083	303.4123978081563	317.46140027392016	338.3223953424156	353.1954150684426	249.15041999992962
-600-05-28	125247	1502061.5	-1.1821390058802426	-3.1550658755351813	1.8786747424222192	1.2656587624150484	-0.3498440417365156	0.0	-2.467680896044119	312.7079380776184	322.40953826033444	75.23678451052763	169.6076805591159	281.6545833399422	64.3478583962767	21.354673294825602	1.491678027345031	12.112670054741963	23.889672712277044	33.6406780273446	47.586675369809065	52.616678027333634	77.5236301917206	92.57367802733187	98.56966208212579	113.90365410951274	124.9806966300845	127.26967802734063	157.50765676706874	167.76067005473934	167.96569131498836	188.99566473966175	206.4646727122639	213.66367271226304	228.4796727122775	239.036664739674	246.26767271225953	265.2517178903231	281.3756647396617	303.41266208212886	317.46166473967355	338.32265942460737	353.195680684881	249.15068599992964
-600-06-04	125248	1502068.5	-1.220001358984552	-3.425407413022761	1.8801918312533616	-5.092559861535678	-0.3631226950101556	0.0	-2.4104283359520835	312.7588601708806	326.15781409816367	88.3860237218758	265.19978476250856	281.2686742738361	71.01051658161634	29.10862984169171	1.4919434520025652	12.112934904057031	23.889937753372934	33.64094345200213	47.58694060268578	52.61694345199117	77.52389216432334	92.5739434519894	98.56992635609839	113.90391780814288	124.98096339720779	127.26994345199817	157.5079206574797	167.7609349040544	167.96595769855	188.99592920541517	206.46493775335978	213.66393775335894	228.47993775337338	239.0369292054274	246.2679377533554	265.251986191693	281.37592920541516	303.4129263561015	317.461929205427	338.32292350679916	353.19594630131934	249.15095199992965
-600-06-11	125249	1502075.5	-1.2576736655872929	-3.7015253245300888	1.4064058667601176	-1.2077332059090289	-0.3760672881600065	0.0	-2.275479478587376	312.650825612831	329.6479222921589	99.9865990158308	349.5292500331324	280.8324182760744	77.67938527903085	36.97846121718703	1.4922088766600994	12.1131997533721	23.890202794468827	33.64120887665967	47.587205835562486	52.617208876648704	77.52415413692609	92.57420887664694	98.570190630071	113.90418150677303	124.98123016433107	127.2702088766557	157.50818454789066	167.76119975336948	167.96622408211164	188.99619367116858	206.46520279445568	213.66420279445484	228.48020279446928	239.03719367118083	246.2682027944513	265.2522544930628	281.3761936711686	303.4131906300741	317.4621936711804	338.32318758899095	353.1962119177577	249.15121799992963
-600-06-18	125250	1502082.5	-1.2945374959492943	-3.9818646089402128	0.5537682918186158	4.978624200177837	-0.3885781897851758	0.0	-2.073772109663816	312.3853216530962	332.8310935561625	110.00978984190027	78.03320577177477	280.3561224457966	84.35761710167844	44.9502956549989	1.4924743013176336	12.113464602687168	23.890467835564717	33.6414743013172	47.5874710684392	52.61747430130624	77.52441610952883	92.57447430130446	98.5704549040436	113.90444520540316	124.98149693145436	127.27047430131324	157.50844843830163	167.76146460268455	167.96649046567327	188.99645813692203	206.46546783555158	213.6644678355507	228.48046783556518	239.03745813693425	246.2684678355472	265.2525227944327	281.376458136922	303.4134549040467	317.46245813693383	338.3234516711827	353.19647753419605	249.15148399992964
