date	index	jd	lati_Jupiter	lati_Mars	lati_Mercury	lati_Moon	lati_Saturn	lati_Sun	lati_Venus	long_Jupiter	long_Mars	long_Mercury	long_Moon	long_Saturn	long_Sun	long_Venus	long_N01_Ashwini	long_N02_Bharani	long_N03_Krittika	long_N04_Rohini	long_N05_Mrigashirisham	long_N06_Thiruvadarai	long_N07_Punarpasu	long_N08_Pushyam	long_N09_Ayilyam	long_N10_Makam	long_N11_Pooram	long_N12_Uttiram	long_N13_Hastam	long_N14_Chitrai	long_N15_Swati	long_N16_Vishakam	long_N17_Anusham	long_N18_Kettai	long_N19_Moolam	long_N20_Pooradam	long_N21_Uttiradam	long_N22_Thiruvonam	long_N23_Avittam	long_N24_Shatayam	long_N25_Poorattadi	long_N26_Uttiratadi	long_N27_Revati	long_N28_Abhijit
-597-07-06	125409	1503195.5	-0.6652493215394019	1.1099445939951609	1.043598611996297	4.038100468297344	-1.969990398724958	0.0	-3.4425892977800734	51.92622978112018	129.01116032191976	90.55131044247463	355.3879658274673	318.72782229931283	100.89760623858751	55.13445685735236	1.5346768218655789	12.15557564378306	23.932609369811292	33.68367682186515	47.629643095836464	52.659676821854184	77.56606975336445	92.61667682185241	98.61247446568743	113.94637328759494	125.0239129040571	127.31267682186119	157.55040701364408	167.80357564378045	168.00884545197465	189.03850819171655	206.50760936979813	213.7066093697973	228.52260936981173	239.0795081917288	246.31060936979378	265.2951827122409	281.4185081917165	303.45547446569054	317.50450819172835	338.3654407396759	353.2387105478947	249.19377799992964
-597-07-13	125410	1503202.5	-0.6635421353962242	1.064130605833907	1.6991153938793129	3.3391341073130523	-1.9930377808505848	0.0	-3.1113000468659617	53.18741953930339	133.4929619420501	104.65043838187205	83.00359257305684	318.3310749730344	107.63081809700822	62.02757282034952	1.534942246523113	12.155840493098127	23.932874410907182	33.68394224652268	47.62990832871317	52.65994224651172	77.56633172596719	92.61694224650995	98.61273873966003	113.94663698622507	125.02417967118038	127.31294224651872	157.55067090405504	167.80384049309552	168.0091118355363	189.03877265746996	206.50787441089403	213.7068744108932	228.52287441090763	239.0797726574822	246.31087441088965	265.2954510136108	281.41877265746996	303.4557387396631	317.5047726574818	338.3657048218676	353.23897616433305	249.19404399992965
-597-07-20	125411	1503209.5	-0.6624508256944173	1.0166735355773526	1.7561374699075083	-3.616863072308384	-2.013460687950098	0.0	-2.7160877941777217	54.370071819911786	138.010353334667	118.41567261543504	167.60518341356874	317.880354825331	114.38569708457192	69.21283514256953	1.5352076711806473	12.156105342413195	23.933139452003072	33.68420767118022	47.630173561589885	52.660207671169246	77.56659369856992	92.61720767116748	98.61300301363264	113.94690068485521	125.02444643830367	127.31320767117626	157.550934794466	167.80410534241057	168.00937821909795	189.03903712322338	206.50813945198993	213.70713945198906	228.52313945200353	239.08003712323563	246.31113945198555	265.29571931498066	281.4190371232234	303.4560030136357	317.5050371232352	338.3659689040594	353.2392417807714	249.19430999992963
-597-07-27	125412	1503216.5	-0.6619109604294006	0.9675393216186262	1.3787252619268473	-3.1526126694785104	-2.0308896187409617	0.0	-2.275033921641609	55.46464078508535	142.56409997886232	131.25305145993696	264.93828515019504	317.3865648022426	121.16440040429234	76.6403068514853	1.5354730958381815	12.156370191728264	23.933404493098962	33.68447309583775	47.6304387944666	52.66047309582679	77.56685567117266	92.617473095825	98.61326728760524	113.94716438348534	125.02471320542696	127.31347309583379	157.55119868487697	167.80437019172564	168.0096446026596	189.0393015889768	206.5084044930858	213.70740449308497	228.5234044930994	239.08030158898904	246.31140449308143	265.2959876163505	281.4193015889768	303.45626728760834	317.50530158898863	338.3662329862512	353.23950739720976	249.19457599992964
-597-08-03	125413	1503223.5	-0.6618455666916989	0.916693983929067	0.7212625590467995	4.5522260711952764	-2.045017883129641	0.0	-1.804817867022824	56.46115500574911	147.1549769633771	143.1040952459092	4.431432299696951	316.8620597925232	127.96879047831273	84.27206472108526	1.5357385204957161	12.156635041043334	23.933669534194852	33.68473852049529	47.63070402734331	52.660738520484315	77.5671176437754	92.61773852048255	98.61353156157784	113.9474280821155	125.02497997255024	127.31373852049131	157.55146257528793	167.8046350410407	168.00991098622123	189.03956605473024	206.5086695341817	213.70766953418087	228.5236695341953	239.0805660547425	246.31166953417733	265.2962559177204	281.41956605473024	303.45653156158096	317.5055660547421	338.366497068443	353.2397730136481	249.19484199992965
-597-08-10	125414	1503230.5	-0.6621617352478836	0.864104489938618	-0.1024866157854714	2.6219470856261853	-2.055619774166822	0.0	-1.3209976862375081	57.349311264785	151.7837462359629	154.03834147568728	91.33994798780355	316.3203261510455	134.80040245342593	92.07875417322315	1.5360039451532503	12.156899890358401	23.933934575290742	33.68500394515282	47.63096926022002	52.66100394514185	77.56737961637815	92.61800394514007	98.61379583555045	113.94769178074563	125.02524673967353	127.31400394514885	157.5517264656989	167.80489989035578	168.01017736978287	189.03983052048366	206.5089345752776	213.70793457527674	228.5239345752912	239.0808305204959	246.31193457527323	265.2965242190902	281.41983052048363	303.4567958355535	317.50583052049546	338.3667611506348	353.2400386300865	249.19510799992963
-597-08-17	125415	1503237.5	-0.6627469075692974	0.8097397180159899	-1.0062996121937902	-4.212261229651962	-2.0625648957409912	0.0	-0.8381073075915378	58.118632662535674	156.4511350046373	164.08199194578438	176.41387220553761	315.77557673926907	141.66041382379018	100.03710516744013	1.5362693698107845	12.157164739673469	23.934199616386632	33.68526936981036	47.631234493096734	52.661269369799385	77.56764158898088	92.61826936979762	98.61406010952305	113.94795547937576	125.02551350679683	127.31426936980638	157.55199035610985	167.80516473967086	168.0104437533445	189.04009498623708	206.50919961637348	213.70819961637264	228.52419961638708	239.08109498624933	246.3121996163691	265.2967925204601	281.4200949862371	303.45706010952614	317.5060949862489	338.36702523282656	353.24030424652483	249.19537399992964
-597-08-24	125416	1503244.5	-0.6634650160229077	0.7535715446702779	-1.911456654671836	-2.3112194074194083	-2.065826979971184	0.0	-0.3696277256727205	58.75870877554269	161.1578151608603	173.1194916606662	274.53693376463445	315.24228655737215	148.54961695775992	108.12813388051552	1.5365347944683188	12.157429588988538	23.934464657482522	33.685534794467884	47.63149972597345	52.66153479445692	77.56790356158362	92.61853479445514	98.61432438349566	113.9482191780059	125.0257802739201	127.31453479446392	157.5522542465208	167.80542958898593	168.01071013690617	189.0403594519905	206.50946465746938	213.7084646574685	228.52446465748298	239.08135945200274	246.312464657465	265.29706082183	281.4203594519905	303.45732438349876	317.50635945200236	338.3672893150183	353.2405698629632	249.19563999992963
-597-08-31	125417	1503251.5	-0.66415278583687	0.6955760800736314	-2.718424581745108	4.911821462524283	-2.0654861206231736	0.0	0.07212513048773148	59.2595367343646	165.90438364328213	180.74520670509673	13.421574508794153	314.73470222668686	155.4683954275399	116.33584242572228	1.536800219125853	12.157694438303608	23.934729698578415	33.68580021912542	47.63176495885016	52.661800219114454	77.56816553418636	92.61880021911269	98.61458865746825	113.94848287663604	125.0260470410434	127.31480021912145	157.55251813693175	167.80569443830097	168.0109765204678	189.04062391774394	206.50972969856525	213.7087296985644	228.52472969857885	239.0816239177562	246.3127296985609	265.2973291231998	281.4206239177439	303.4575886574713	317.50662391775575	338.3675533972101	353.24083547940154	249.19590599992964
-597-09-07	125418	1503258.5	-0.6646166915537054	0.6357350741956195	-3.2483731101266717	1.828669308720914	-2.061724150888116	0.0	0.4761622562872031	59.61198073441425	170.69134369897282	185.94957166526504	99.6582186861774	314.2663624086507	162.41670511414713	124.64628936033024	1.5370656437833872	12.157959287618676	23.934994739674305	33.68606564378295	47.63203019172687	52.66206564377199	77.5684275067891	92.61906564377021	98.61485293144085	113.94874657526617	125.02631380816669	127.315065643779	157.55278202734272	167.80595928761605	168.01124290402944	189.04088838349736	206.50999473966115	213.7089947396603	228.52499473967475	239.0818883835096	246.31299473965677	265.2975974245697	281.42088838349736	303.45785293144394	317.5068883835092	338.3678174794019	353.2411010958399	249.19617199992965
-597-09-14	125419	1503265.5	-0.6646312825017431	0.5740375123884255	-3.114288234265268	-4.674743946653806	-2.0548137487386327	0.0	0.8330051985096627	59.80836193479378	175.51908702972992	186.64111828284996	185.29845975651855	313.84966487299664	169.39406109847744	133.04694342315224	1.5373310684409214	12.158224136933743	23.935259780770195	33.68633106844049	47.63229542460358	52.66233106842952	77.56868947939184	92.61933106842775	98.61511720541345	113.9490102738963	125.02658057528997	127.31533106843652	157.55304591775368	167.80622413693112	168.01150928759108	189.04115284925078	206.51025978075705	213.70925978075618	228.52525978077065	239.08215284926303	246.31325978075267	265.2978657259395	281.4211528492508	303.45811720541656	317.5071528492626	338.36808156159367	353.24136671227825	249.19643799992963
-597-09-21	125420	1503272.5	-0.6639398207433658	0.5104814142760388	-1.699088772417251	-1.3832727856376703	-2.045102588951694	0.0	1.1348673292552396	59.84317884669054	180.38787683590985	180.65924477212232	284.12840040990494	313.4955096574832	176.39953134081122	141.52625774508988	1.5375964930984556	12.158488986248813	23.935524821866085	33.68659649309802	47.6325606574803	52.66259649308706	77.56895145199458	92.61959649308528	98.61538147938606	113.94927397252644	125.02684734241326	127.31559649309406	157.55330980816464	167.8064889862462	168.01177567115275	189.0414173150042	206.51052482185293	213.70952482185209	228.52552482186653	239.08241731501644	246.31352482184857	265.2981340273094	281.4214173150042	303.4583814793892	317.507417315016	338.36834564378546	353.2416323287166	249.19670399992964
-597-09-28	125421	1503279.5	-0.6622583467339228	0.4450758429660636	0.6189774234846587	5.107712681279003	-2.0329943410699642	0.0	1.375811950359883	59.71393822269472	185.29783178242698	172.64778445973957	22.35544993416209	313.21303794881413	183.43173807119615	150.0734164205125	1.5378619177559898	12.15875383556388	23.935789862961975	33.68686191775556	47.63282589035701	52.66286191774459	77.56921342459732	92.61986191774282	98.61564575335866	113.94953767115658	125.02711410953656	127.31586191775159	157.5535736985756	167.80675383556127	168.01204205471439	189.04168178075764	206.51078986294883	213.70978986294799	228.52578986296243	239.08268178076986	246.31378986294445	265.2984023286793	281.42168178075764	303.45864575336174	317.5076817807695	338.36860972597725	353.24189794515496	249.19696999992965
-597-10-05	125422	1503286.5	-0.6592842982326584	0.3778431225132273	2.053539378435408	0.9822088992097334	-2.018928471670128	0.0	1.5518699934662368	59.422047319554785	190.24891092393574	172.03948247426854	107.96630837211693	313.0094749443922	190.48886767825954	158.67821348045982	1.538127342413524	12.15901868487895	23.936054904057865	33.68712734241309	47.63309112323372	52.66312734240213	77.56947539720005	92.62012734240035	98.61591002733127	113.94980136978673	125.02738087665983	127.31612734240913	157.55383758898654	167.80701868487634	168.01230843827602	189.04194624651106	206.51105490404473	213.71005490404386	228.52605490405833	239.0829462465233	246.31405490404035	265.2986706300491	281.421946246511	303.45891002733435	317.50794624652286	338.368873808169	353.2421635615933	249.19723599992963
-597-10-12	125423	1503293.5	-0.6547105221421169	0.30882125013225736	2.2788884393605118	-4.986503502916591	-2.003360662816324	0.0	1.6611043133806669	58.973682049784536	195.2408996268527	178.53521516613205	194.258537789312	312.8900740834622	197.56868966811558	167.33102876657048	1.5383927670710582	12.159283534194017	23.936319945153755	33.68739276707063	47.63335635611043	52.66339276705966	77.5697373698028	92.6203927670579	98.61617430130387	113.95006506841686	125.02764764378313	127.31639276706666	157.5541014793975	167.8072835341914	168.01257482183766	189.04221071226448	206.5113199451406	213.71031994513976	228.5263199451542	239.08321071227672	246.31431994513622	265.298938931419	281.4222107122645	303.459174301307	317.5082107122763	338.3691378903608	353.24242917803167	249.19750199992964
-597-10-19	125424	1503300.5	-0.6482448120652954	0.2380664756807685	1.849841522139284	-0.4040638172240828	-1.9867452856213752	0.0	1.7036124413034222	58.38050811543882	200.2733965268235	188.1064293714201	293.7088831889472	312.8581512803595	204.66858498607724	176.02286811120211	1.5386581917285929	12.159548383509087	23.93658498624965	33.68765819172816	47.63362158898715	52.6636581917172	77.56999934240554	92.62065819171542	98.61643857527648	113.950328767047	125.0279144109064	127.3166581917242	157.55436536980847	167.80754838350646	168.0128412053993	189.0424751780179	206.5115849862365	213.71058498623566	228.5265849862501	239.08347517803014	246.31458498623212	265.29920723278883	281.4224751780179	303.4594385752796	317.50847517802976	338.36940197255257	353.24269479447	249.19776799992962
-597-10-26	125425	1503307.5	-0.6396339393685722	0.16565600460692512	1.146146079013883	5.136393893240876	-1.9695208783357323	0.0	1.681464853716796	57.660105064199115	205.3458015613096	198.65343721974256	31.229752879930228	312.915192047304	211.7855836606257	184.7454380950121	1.538923616386127	12.159813232824154	23.93685002734554	33.687923616385696	47.63388682186386	52.66392361637473	77.57026131500828	92.62092361637296	98.61670284924908	113.95059246567713	125.0281811780297	127.31692361638173	157.55462926021943	167.80781323282153	168.01310758896096	189.04273964377134	206.5118500273324	213.71085002733153	228.526850027346	239.08373964378356	246.31485002732802	265.2994755341587	281.4227396437713	303.45970284925215	317.50873964378314	338.36966605474436	353.2429604109084	249.19803399992963
-597-11-02	125426	1503314.5	-0.6286896705333769	0.09169076227056183	0.3555673826218668	0.10682015532564416	-1.95209907908134	0.0	1.5985808285267349	56.83594139528873	210.4573051174524	209.464364585333	116.27312493638556	313.06101180147135	218.9164113486064	193.4912293760968	1.5391890410436613	12.160078082139224	23.93711506844143	33.68818904104323	47.63415205474057	52.664189041032266	77.57052328761102	92.62118904103049	98.61696712322168	113.95085616430727	125.02844794515299	127.31718904103927	157.5548931506304	167.8080780821366	168.0133739725226	189.04300410952476	206.51211506842827	213.71111506842743	228.52711506844187	239.084004109537	246.3151150684239	265.2997438355286	281.42300410952475	303.45996712322477	317.5090041095366	338.36993013693615	353.24322602734674	249.19829999992965
-597-11-09	125427	1503321.5	-0.6153128722033351	0.01629813790569485	-0.4223331163454994	-5.134164030205086	-1.934857033984401	0.0	1.4605482778850447	55.93678615386892	215.6068783448304	220.36867957869538	203.29148898368027	313.2939497700213	226.05754396522124	202.25358748082482	1.5394544657011955	12.160342931454291	23.93738010953732	33.688454465700765	47.63441728761728	52.6644544656898	77.57078526021375	92.62145446568803	98.61723139719427	113.9511198629374	125.02871471227627	127.3174544656968	157.55515704104135	167.80834293145168	168.01364035608424	189.04326857527818	206.51238010952417	213.7113801095233	228.52738010953777	239.08426857529042	246.3153801095198	265.30001213689843	281.4232685752782	303.4602313971974	317.50926857529	338.37019421912794	353.2434916437851	249.19856599992963
-597-11-16	125428	1503328.5	-0.5995110757874526	-0.0603653933205295	-1.120986375790962	0.5891962429242791	-1.91813298538836	0.0	1.2743971468073974	54.9955233897914	220.793264699982	231.38521492428612	303.27592997249883	313.611078975079	233.20526920066055	211.0267558536438	1.5397198903587297	12.16060778076936	23.93764515063321	33.6887198903583	47.634682520493996	52.664719890347335	77.5710472328165	92.62171989034556	98.61749567116688	113.95138356156754	125.02898147939956	127.31771989035434	157.55542093145232	167.80860778076675	168.01390673964588	189.0435330410316	206.51264515062007	213.7116451506192	228.52764515063365	239.08453304104384	246.3156451506157	265.3002804382683	281.4235330410316	303.46049567116995	317.5095330410434	338.3704583013197	353.24375726022345	249.19883199992964
-597-11-23	125429	1503335.5	-0.5814053402754796	-0.1381118904335063	-1.6794177883786416	4.9998890157260325	-1.9022245519457968	0.0	1.048337827326308	54.04744828669669	226.01497281475102	242.59198190468442	40.04144064953539	314.00841796471735	240.35575337136643	219.80588235125649	1.539985315016264	12.160872630084429	23.9379101917291	33.688985315015834	47.63494775337071	52.66498531500487	77.57130920541924	92.62198531500309	98.61775994513948	113.95164726019767	125.02924824652285	127.31798531501187	157.55568482186325	167.80887263008182	168.01417312320754	189.04379750678504	206.51291019171595	213.7119101917151	228.52791019172955	239.08479750679726	246.31591019171157	265.30054873963815	281.42379750678504	303.46075994514257	317.5097975067969	338.37072238351146	353.2440228766618	249.19909799992965
-597-11-30	125430	1503342.5	-0.561224080611014	-0.21671994509931844	-2.0238989129335603	-0.7724582714993071	-1.8873891287149769	0.0	0.7914765713788166	53.12823801995325	231.27027082060715	254.05781659951748	124.58813729179884	314.48113352811095	247.50511178027412	228.58698660268	1.540250739673798	12.161137479399498	23.93817523282499	33.68925073967337	47.63521298624742	52.6652507396624	77.57157117802197	92.62225073966063	98.61802421911209	113.95191095882781	125.02951501364613	127.3182507396694	157.55594871227422	167.80913747939687	168.01443950676918	189.04406197253846	206.51317523281185	213.71217523281098	228.52817523282545	239.0850619725507	246.31617523280747	265.30081704100803	281.4240619725384	303.4610242191152	317.51006197255026	338.37098646570325	353.24428849310016	249.19936399992963
-597-12-07	125431	1503349.5	-0.5392842980135828	-0.2959332055485964	-2.0492402926518403	-5.109536632265715	-1.8738458348358904	0.0	0.5135193078932287	52.27186871159961	236.55718230449278	265.745510916174	212.39289179924032	315.0237270626902	254.6494805668948	237.36689110148913	1.5405161643313323	12.161402328714566	23.93844027392088	33.689516164330904	47.63547821912413	52.66551616431993	77.57183315062471	92.62251616431816	98.61828849308469	113.95217465745796	125.02978178076943	127.31851616432694	157.55621260268518	167.80940232871194	168.01470589033082	189.04432643829188	206.51344027390772	213.71244027390688	228.52844027392132	239.08532643830412	246.31644027390337	265.3010853423779	281.42432643829187	303.4612884930878	317.5103264383037	338.37125054789504	353.2445541095385	249.19962999992964
-597-12-14	125432	1503356.5	-0.5159634451071975	-0.375459577319864	-1.5984905596069532	1.5589584589373973	-1.8617784898720056	0.0	0.22447392878178107	51.508763315888025	241.87348412291192	277.25759654072414	312.82766288764213	315.63020022757706	261.78508794651975	246.1431230994129	1.5407815889888665	12.161667178029635	23.93870531501677	33.68978158898844	47.635743452000845	52.66578158897747	77.57209512322746	92.6227815889757	98.6185527670573	113.9524383560881	125.03004854789272	127.31878158898446	157.55647649309614	167.809667178027	168.01497227389245	189.0445909040453	206.51370531500362	213.71270531500278	228.52870531501722	239.08559090405754	246.31670531499924	265.30135364374775	281.4245909040453	303.46155276706037	317.51059090405715	338.37151463008684	353.24481972597687	249.19989599992962
-597-12-21	125433	1503363.5	-0.4916669985061261	-0.454971247391449	-0.4730080801384073	4.705420503043624	-1.8513391818142544	0.0	-0.06564060571159958	50.86439871528746	247.2167063485017	287.1885112802663	48.78836113136219	316.2941978815818	268.90832277551795	254.91379708872867	1.5410470136464007	12.161932027344703	23.938970356112662	33.690047013645966	47.63600868487756	52.666047013635	77.5723570958302	92.62304701363323	98.6188170410299	113.95270205471823	125.030315315016	127.319047013642	157.5567403835071	167.8099320273421	168.01523865745412	189.04485536979874	206.51397035609952	213.71297035609865	228.52897035611312	239.08585536981096	246.31697035609514	265.30162194511763	281.4248553697987	303.461817041033	317.51085536981054	338.37177871227857	353.2450853424152	249.20016199992963
-597-12-28	125434	1503370.5	-0.4667971331333645	-0.5341056629987055	1.3756797452781646	-1.6303699777396354	-1.8426520805459843	0.0	-0.3470717311103452	50.35849506513392	252.5841346574161	292.27896354352384	132.92087334529094	317.0091280532925	276.0157985185522	263.6774888610086	1.541312438303935	12.16219687665977	23.939235397208552	33.6903124383035	47.63627391775427	52.666312438292536	77.57261906843294	92.62331243829077	98.6190813150025	113.95296575334837	125.03058208213929	127.31931243829953	157.55700427391807	167.81019687665716	168.01550504101576	189.04511983555216	206.5142353971954	213.71323539719455	228.529235397209	239.0861198355644	246.31723539719104	265.30189024648746	281.42511983555215	303.4620813150056	317.511119835564	338.37204279447036	353.2453509588536	249.20042799992964
-596-01-04	125435	1503377.5	-0.4417267954712886	-0.6124675694954954	3.266369661264956	-4.910224852301184	-1.8358172372441448	0.0	-0.610592213093729	50.00479308721357	257.9728154836853	289.26356303451706	221.55712423842635	317.76825989267945	283.10441094469934	272.43311195622954	1.5415778629614691	12.16246172597484	23.939500438304442	33.690577862961035	47.63653915063098	52.66657786295007	77.57288104103567	92.6235778629483	98.61934558897511	113.9532294519785	125.03084884926258	127.31957786295708	157.55726816432903	167.81046172597223	168.0157714245774	189.04538430130557	206.5145004382913	213.71350043829045	228.5295004383049	239.08638430131782	246.3175004382869	265.30215854785735	281.4253843013056	303.4623455889782	317.5113843013174	338.37230687666215	353.24561657529193	249.20069399992963
-596-01-11	125436	1503384.5	-0.4167815710003817	-0.6896321727775399	3.7845504885321386	2.4689040689966437	-1.8309141855562752	0.0	-0.8477366077863909	49.81132991474328	263.3795642492254	281.6154831564961	322.3619504896513	318.56480130968123	290.1713881975677	281.17980601075004	1.5418432876190038	12.16272657528991	23.939765479400332	33.69084328761857	47.636804383507695	52.666843287607605	77.57314301363841	92.62384328760584	98.6196098629477	113.95349315060864	125.03111561638586	127.3198432876146	157.55753205473997	167.81072657528728	168.01603780813903	189.045648767059	206.5147654793872	213.71376547938632	228.5297654794008	239.08664876707124	246.3177654793828	265.30242684922723	281.425648767059	303.4626098629508	317.5116487670708	338.37257095885394	353.2458821917303	249.20095999992964
-596-01-18	125437	1503391.5	-0.3922297833466441	-0.7651494419847082	2.8077334324651844	4.264916622813272	-1.8280052213541762	0.0	-1.0510120837245749	49.781070303852786	268.80097692653044	277.3457958999941	57.46979192012577	319.39195842520286	297.2143322577668	289.9168443668748	1.542108712276538	12.162991424604977	23.940030520496222	33.691108712276105	47.63706961638441	52.66710871226514	77.57340498624116	92.62410871226336	98.6198741369203	113.95375684923877	125.03138238350915	127.32010871227214	157.55779594515093	167.81099142460235	168.01630419170067	189.04591323281244	206.51503052048307	213.71403052048223	228.53003052049667	239.08691323282466	246.3180305204787	265.30269515059706	281.42591323281243	303.4628741369234	317.51191323282427	338.37283504104573	353.24614780816864	249.20122599992965
-596-01-25	125438	1503398.5	-0.3682797933800563	-0.8385495094092484	1.3615727807249485	-2.4420170778995414	-1.8271382842038602	0.0	-1.214080917583854	49.91273859140381	274.233445095359	278.59862830735585	141.28040382361382	320.24297914484674	304.2312512151068	298.64356563708293	1.5423741369340722	12.163256273920044	23.940295561592112	33.69137413693364	47.637334849261116	52.667374136922675	77.57366695884389	92.6243741369209	98.6201384108929	113.95402054786891	125.03164915063243	127.32037413692967	157.5580598355619	167.81125627391742	168.01657057526234	189.04617769856586	206.51529556157897	213.71429556157813	228.53029556159257	239.0871776985781	246.3182955615746	265.30296345196695	281.4261776985658	303.463138410896	317.51217769857766	338.3730991232375	353.246413424607	249.20149199992963
-596-02-01	125439	1503405.5	-0.3450826900077743	-0.9093490601989768	0.020035699254755686	-4.540024169865304	-1.828349396762259	0.0	-1.3319122666451315	50.201716351535815	279.6731745132439	283.75858457797074	230.7780859377988	321.11118319703405	311.2205821492744	307.35933101215164	1.5426395615916064	12.163521123235114	23.940560602688002	33.691639561591174	47.63760008213783	52.66763956158021	77.57392893144663	92.62463956157843	98.62040268486551	113.95428424649904	125.03191591775573	127.32063956158721	157.55832372597285	167.8115211232325	168.01683695882397	189.04644216431927	206.51556060267487	213.714560602674	228.53056060268847	239.08744216433152	246.3185606026705	265.3032317533368	281.42644216431927	303.4634026848686	317.5124421643311	338.37336320542926	353.24667904104535	249.20175799992964
-596-02-08	125440	1503412.5	-0.3227384045486815	-0.9770585389501772	-1.050938266060599	3.285433735307418	-1.8316646401539507	0.0	-1.4009010549436125	50.640905903715066	285.11620704309297	291.35647938880754	331.87567433035906	321.98998092156717	318.18120478034393	316.06350626367475	1.5429049862491406	12.163785972550182	23.940825643783892	33.69190498624871	47.637865315014544	52.667904986237744	77.57419090404937	92.62490498623598	98.62066695883811	113.95454794512919	125.03218268487902	127.32090498624474	157.55858761638382	167.81178597254757	168.0171033423856	189.0467066300727	206.51582564377074	213.7148256437699	228.53082564378434	239.08770663008494	246.31882564376636	265.30350005470666	281.4267066300727	303.4636669588412	317.5127066300845	338.37362728762105	353.2469446574837	249.20202399992965
-596-02-15	125441	1503419.5	-0.3013035250126655	-1.0411899387730814	-1.8033088820137784	3.6943977298212887	-1.8371016562841544	0.0	-1.4189520936421731	51.22149758468709	290.55844556902	300.6068552015305	66.08682168598136	322.87288299742056	325.11244635111456	324.7554648633628	1.5431704109066748	12.164050821865251	23.941090684879782	33.69217041090624	47.63813054789126	52.66817041089528	77.57445287665212	92.6251704108935	98.62093123281072	113.95481164375933	125.0324494520023	127.32117041090228	157.55885150679478	167.81205082186264	168.01736972594725	189.04697109582614	206.51609068486664	213.71509068486577	228.53109068488024	239.08797109583836	246.31909068486226	265.30376835607655	281.4269710958261	303.4639312328138	317.51297109583794	338.37389136981284	353.24721027392206	249.20228999992963
-596-02-22	125442	1503426.5	-0.2807995138230589	-1.101264886380877	-2.2072660045378885	-3.183451365840391	-1.8446706741247	0.0	-1.3855279547034427	51.93361094635896	295.9956813065152	311.16201499244517	149.67485830853875	323.753503194636	332.0140784442662	333.434606653942	1.543435835564209	12.164315671180319	23.941355725975676	33.69243583556378	47.638395780767965	52.66843583555281	77.57471484925485	92.62543583555104	98.62119550678332	113.95507534238946	125.03271621912559	127.32143583555981	157.55911539720574	167.8123156711777	168.0176361095089	189.04723556157955	206.5163557259625	213.71535572596167	228.5313557259761	239.0882355615918	246.31935572595816	265.3040366574464	281.42723556157955	303.46419550678644	317.5132355615914	338.37415545200463	353.2474758903604	249.20255599992964
-596-02-29	125443	1503433.5	-0.261220479994682	-1.1568226991655544	-2.228364668692356	-4.00907183408043	-1.8543750581605007	0.0	-1.3016596487362215	52.76680352133644	301.4236226857868	322.9175623736232	240.04993029647807	324.6255561471077	338.88630661146414	342.10038523036565	1.5437012602217433	12.164580520495388	23.941620767071566	33.69270126022131	47.63866101364468	52.66870126021035	77.57497682185759	92.62570126020857	98.62145978075593	113.9553390410196	125.03298298624888	127.32170126021735	157.55937928761668	167.81258052049276	168.01790249307055	189.04750002733297	206.5166207670584	213.71562076705757	228.531620767072	239.08850002734522	246.31962076705403	265.30430495881626	281.427500027333	303.464459780759	317.5135000273448	338.3744195341964	353.24774150679883	249.20282199992963
-596-03-07	125444	1503440.5	-0.24254003504903096	-1.2074280711495584	-1.8293020941885805	3.97901721228217	-1.8662113750577	0.0	-1.1699198013124743	53.710455536195965	306.8379247766403	335.89077213259475	341.36421833421406	325.4828520854878	345.72975378974905	350.7523367081456	1.5439666848792775	12.164845369810456	23.941885808167456	33.69296668487885	47.63892624652139	52.66896668486788	77.57523879446033	92.62596668486611	98.62172405472853	113.95560273964973	125.03324975337216	127.32196668487488	157.55964317802764	167.81284536980783	168.0181688766322	189.0477644930864	206.5168858081543	213.71588580815344	228.5318858081679	239.08876449309864	246.31988580814993	265.3045732601861	281.4277644930864	303.4647240547316	317.5137644930982	338.3746836163882	353.2480071232372	249.20308799992964
-596-03-14	125445	1503447.5	-0.2247170396515598	-1.2526780465251708	-0.9966146893954396	3.0132856166744197	-1.8801689706433933	0.0	-0.9943587313982728	54.75404661507634	312.2342180466439	350.0579464287478	74.64253325182733	326.319290452784	352.54543851758933	359.39010289666663	1.5442321095368117	12.165110219125525	23.942150849263346	33.69323210953638	47.63919147939811	52.66923210952542	77.57550076706308	92.62623210952364	98.62198832870114	113.95586643827987	125.03351652049545	127.32223210953242	157.5599070684386	167.8131102191229	168.01843526019383	189.04802895883984	206.51715084925019	213.71615084924935	228.5321508492638	239.08902895885205	246.32015084924583	265.304841561556	281.42802895883983	303.46498832870424	317.51402895885167	338.37494769857994	353.24827273967554	249.20335399992965
-596-03-21	125446	1503454.5	-0.20770022873984104	-1.2922079626735643	0.17906780273664022	-3.8322825678506933	-1.896229044837366	0.0	-0.7804045601807357	55.88734321607706	317.60813511490454	4.983661120318629	158.11101953924435	327.1288543549913	359.33474894873933	8.013442970346148	1.5444975341943459	12.165375068440593	23.942415890359236	33.69349753419392	47.639456712274814	52.66949753418295	77.5757627396658	92.62649753418118	98.62225260267373	113.95613013691	125.03378328761875	127.32249753418995	157.56017095884957	167.81337506843798	168.01870164375546	189.04829342459325	206.5174158903461	213.71641589034525	228.5324158903597	239.0892934246055	246.3204158903417	265.30510986292586	281.4282934245932	303.4652526026768	317.51429342460506	338.37521178077174	353.2485383561139	249.20361999992963
