jd	date	yr	season	rtu	eqnx	sun_lon	sun_naks	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न	kv_pair	moon_lon_adj	sun_lon_adj	jd_diff	moon_lon_adj_packed	yr_grp	kv_adj
1031290.97	-1889-06-24	-1889	2	R2-grīṣma	False	89.15	N10-Mag/μ Leo	268.86	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	268.86	89.15	2923.33	133.86	0	False
1034214.30	-1881-06-25	-1881	3	R3-varṣā	False	90.49	N10-Mag/μ Leo	270.52	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	270.52	90.49	177.91	135.52	0	True
1034392.21	-1881-12-20	-1881	5	R5-hemanta	False	269.24	N23-Dha/γ2 Del	89.33	N10-Mag/μ Leo	1	-179	N23-Dha	N10-Mag	True	89.33	269.24	3838.79	89.33	0	True
1038231.00	-1870-06-24	-1870	2	R2-grīṣma	False	89.57	N10-Mag/μ Leo	269.44	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	269.44	89.57	2923.32	134.44	0	False
1041154.32	-1862-06-25	-1862	3	R3-varṣā	False	90.91	N10-Mag/μ Leo	270.98	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	270.98	90.91	3100.96	135.98	0	False
1044255.28	-1854-12-21	-1854	6	R6-śiśira	False	270.77	N23-Dha/γ2 Del	90.70	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	True	90.70	270.77	915.58	90.70	0	False
1045170.86	-1851-06-24	-1851	2	R2-grīṣma	False	89.82	N10-Mag/μ Leo	270.18	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	270.18	89.82	6023.72	135.18	0	False
1051194.58	-1835-12-21	-1835	6	R6-śiśira	False	270.45	N23-Dha/γ2 Del	89.87	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	True	89.87	270.45	915.73	89.87	0	False
1052110.31	-1832-06-23	-1832	2	R2-grīṣma	False	89.69	N10-Mag/μ Leo	269.56	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	269.56	89.69	3100.53	134.56	0	False
1055210.84	-1824-12-19	-1824	5	R5-hemanta	False	269.04	N23-Dha/γ2 Del	88.82	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	True	88.82	269.04	2923.41	88.82	0	False
1058134.25	-1816-12-20	-1816	6	R6-śiśira	False	270.52	N23-Dha/γ2 Del	90.52	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	True	90.52	270.52	915.31	90.52	0	False
1059049.56	-1813-06-24	-1813	2	R2-grīṣma	False	89.36	N10-Mag/μ Leo	268.68	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	268.68	89.36	3101.29	133.68	0	False
1062150.85	-1805-12-20	-1805	5	R5-hemanta	False	269.43	N23-Dha/γ2 Del	89.02	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	True	89.02	269.43	2923.31	89.02	0	False
1065074.16	-1797-12-22	-1797	6	R6-śiśira	False	270.82	N23-Dha/γ2 Del	90.75	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	True	90.75	270.82	914.94	90.75	0	False
1065989.10	-1794-06-24	-1794	2	R2-grīṣma	False	89.31	N10-Mag/μ Leo	269.46	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	269.46	89.31	3101.75	134.46	0	False
1069090.85	-1786-12-21	-1786	5	R5-hemanta	False	269.83	N23-Dha/γ2 Del	89.80	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	True	89.80	269.83	3838.03	89.80	0	False
1072928.88	-1775-06-24	-1775	2	R2-grīṣma	False	89.48	N10-Mag/μ Leo	269.33	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	269.33	89.48	2923.42	134.33	0	False
1075852.30	-1767-06-25	-1767	3	R3-varṣā	False	90.91	N10-Mag/μ Leo	270.89	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	270.89	90.91	178.23	135.89	0	True
1076030.53	-1767-12-21	-1767	5	R5-hemanta	False	269.90	N23-Dha/γ2 Del	89.47	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	True	89.47	269.90	3838.34	89.47	0	True
1079868.87	-1756-06-24	-1756	2	R2-grīṣma	False	89.86	N10-Mag/μ Leo	269.43	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	269.43	89.86	3101.14	134.43	0	False
1082970.01	-1748-12-20	-1748	5	R5-hemanta	False	269.77	N23-Dha/γ2 Del	90.33	N10-Mag/μ Leo	1	-179	N23-Dha	N10-Mag	True	90.33	269.77	3838.87	90.33	0	False
1086808.88	-1737-06-25	-1737	3	R3-varṣā	False	90.27	N10-Mag/μ Leo	270.12	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	270.12	90.27	3100.39	135.12	0	False
1089909.27	-1729-12-20	-1729	5	R5-hemanta	False	269.42	N23-Dha/γ2 Del	89.38	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	89.38	269.42	3839.34	89.38	0	False
1093748.61	-1718-06-25	-1718	3	R3-varṣā	False	90.40	N10-Mag/μ Leo	269.95	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	269.95	90.40	3100.26	134.95	0	False
1096848.87	-1710-12-20	-1710	5	R5-hemanta	False	269.41	N23-Dha/γ2 Del	89.62	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	89.62	269.41	3839.23	89.62	0	False
1100688.10	-1699-06-25	-1699	3	R3-varṣā	False	90.30	N10-Mag/μ Leo	270.63	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	270.63	90.30	3100.67	135.63	0	False
1103788.77	-1691-12-21	-1691	5	R5-hemanta	False	269.70	N23-Dha/γ2 Del	90.18	N10-Mag/μ Leo	1	-179	N23-Dha	N10-Mag	True	90.18	269.70	3838.58	90.18	0	False
1107627.35	-1680-06-24	-1680	2	R2-grīṣma	False	89.97	N10-Mag/ε Leo	269.77	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	269.77	89.97	3101.38	134.77	0	False
1110728.73	-1672-12-21	-1672	6	R6-śiśira	False	270.05	N23-Dha/γ2 Del	89.51	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	89.51	270.05	3838.19	89.51	0	False
1114566.92	-1661-06-25	-1661	2	R2-grīṣma	False	89.94	N10-Mag/ε Leo	270.17	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	270.17	89.94	3101.77	135.17	0	False
1117668.69	-1653-12-22	-1653	6	R6-śiśira	False	270.40	N23-Dha/γ2 Del	90.28	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	90.28	270.40	3838.04	90.28	0	False
1121506.73	-1642-06-25	-1642	3	R3-varṣā	False	90.15	N10-Mag/ε Leo	269.79	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	269.79	90.15	3101.59	134.79	0	False
1124608.32	-1634-12-21	-1634	6	R6-śiśira	False	270.43	N23-Dha/γ2 Del	90.31	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	90.31	270.43	915.14	90.31	0	False
1125523.46	-1631-06-23	-1631	2	R2-grīṣma	False	89.26	N10-Mag/ε Leo	269.36	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	269.36	89.26	2923.28	134.36	0	False
1128446.74	-1623-06-25	-1623	3	R3-varṣā	False	90.56	N10-Mag/ε Leo	269.98	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	269.98	90.56	3100.86	134.98	0	False
1131547.60	-1615-12-21	-1615	6	R6-śiśira	False	270.09	N23-Dha/γ2 Del	89.29	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	89.29	270.09	915.64	89.29	0	False
1132463.24	-1612-06-23	-1612	2	R2-grīṣma	False	89.44	N10-Mag/ε Leo	269.45	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	269.45	89.44	2923.50	134.45	0	False
1135386.74	-1604-06-25	-1604	3	R3-varṣā	False	90.94	N10-Mag/ε Leo	270.93	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	True	270.93	90.94	3100.31	135.93	0	False
1138487.05	-1596-12-20	-1596	5	R5-hemanta	False	269.93	N23-Dha/γ2 Del	90.26	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	90.26	269.93	915.57	90.26	0	False
1139402.62	-1593-06-24	-1593	2	R2-grīṣma	False	89.24	N10-Mag/ε Leo	268.41	N23-Dha/δ Del	1	179	N10-Mag	N23-Dha	True	268.41	89.24	6024.05	133.41	0	False
1145426.67	-1577-12-21	-1577	5	R5-hemanta	False	269.94	N23-Dha/γ2 Del	89.92	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	89.92	269.94	915.37	89.92	0	False
1146342.04	-1574-06-23	-1574	2	R2-grīṣma	False	89.07	N10-Mag/ε Leo	269.52	N23-Dha/δ Del	1	180	N10-Mag	N23-Dha	True	269.52	89.07	2923.83	134.52	0	False
1149265.87	-1566-06-25	-1566	3	R3-varṣā	False	90.89	N10-Mag/ε Leo	271.76	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	271.76	90.89	3100.77	136.76	0	False
1152366.64	-1558-12-21	-1558	6	R6-śiśira	False	270.30	N23-Dha/γ2 Del	90.72	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	90.72	270.30	3838.49	90.72	0	False
1156205.13	-1547-06-24	-1547	3	R3-varṣā	False	90.58	N10-Mag/ε Leo	270.79	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	270.79	90.58	178.13	135.79	0	True
1156383.26	-1547-12-19	-1547	5	R5-hemanta	False	269.24	N23-Dha/δ Del	89.24	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	89.24	269.24	2923.39	89.24	0	True
1159306.65	-1539-12-21	-1539	6	R6-śiśira	False	270.71	N23-Dha/γ2 Del	91.03	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	91.03	270.71	914.68	91.03	0	False
1160221.33	-1536-06-22	-1536	2	R2-grīṣma	False	89.17	N10-Mag/ε Leo	269.21	N23-Dha/δ Del	1	180	N10-Mag	N23-Dha	True	269.21	89.17	2923.41	134.21	0	False
1163144.74	-1528-06-24	-1528	3	R3-varṣā	False	90.59	N10-Mag/ε Leo	270.83	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	270.83	90.59	178.23	135.83	0	True
1163322.97	-1528-12-19	-1528	5	R5-hemanta	False	269.35	N23-Dha/δ Del	89.79	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	89.79	269.35	2923.53	89.79	0	True
1166246.50	-1520-12-21	-1520	6	R6-śiśira	False	270.95	N23-Dha/γ2 Del	90.80	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	90.80	270.95	914.86	90.80	0	False
1167161.36	-1517-06-23	-1517	2	R2-grīṣma	False	89.59	N10-Mag/ε Leo	269.70	N23-Dha/δ Del	1	180	N10-Mag	N23-Dha	True	269.70	89.59	2923.30	134.70	0	False
1170084.66	-1509-06-25	-1509	3	R3-varṣā	False	90.91	N10-Mag/ε Leo	271.28	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	True	271.28	90.91	177.63	136.28	0	False
1170262.29	-1509-12-19	-1509	5	R5-hemanta	False	269.06	N23-Dha/α Del	88.95	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	88.95	269.06	2923.81	88.95	0	
1173186.10	-1501-12-21	-1501	6	R6-śiśira	False	270.94	N23-Dha/γ2 Del	91.23	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	91.23	270.94	915.23	91.23	0	False
1174101.33	-1498-06-24	-1498	2	R2-grīṣma	False	89.95	N10-Mag/ε Leo	269.96	N23-Dha/δ Del	1	180	N10-Mag	N23-Dha	True	269.96	89.95	6024.04	134.96	0	False
1180125.37	-1482-12-21	-1482	6	R6-śiśira	False	270.59	N23-Dha/δ Del	90.33	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	True	90.33	270.59	915.71	90.33	0	False
1181041.08	-1479-06-24	-1479	3	R3-varṣā	False	90.10	N10-Mag/ε Leo	270.35	N23-Dha/δ Del	1	180	N10-Mag	N23-Dha	True	270.35	90.10	6023.77	135.35	0	False
1187064.85	-1463-12-21	-1463	6	R6-śiśira	False	270.46	N23-Dha/δ Del	91.06	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	91.06	270.46	915.57	91.06	0	False
1187980.42	-1460-06-23	-1460	2	R2-grīṣma	False	89.86	N10-Mag/ε Leo	269.46	N23-Dha/α Del	1	179	N10-Mag	N23-Dha	True	269.46	89.86	3100.75	134.46	0	False
1191081.17	-1452-12-19	-1452	5	R5-hemanta	False	269.10	N23-Dha/β Del	89.03	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	89.03	269.10	2923.35	89.03	0	
1194004.52	-1444-12-21	-1444	6	R6-śiśira	False	270.53	N23-Dha/δ Del	90.56	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	90.56	270.53	915.33	90.56	0	False
1194919.85	-1441-06-24	-1441	2	R2-grīṣma	False	89.70	N09-Asl/ζ Hya	270.52	N23-Dha/δ Del	1	180	N09-Asl	N23-Dha	False	270.52	89.70	3101.35	135.52	0	
1198021.20	-1433-12-20	-1433	5	R5-hemanta	False	269.52	N23-Dha/α Del	89.48	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	89.48	269.52	2923.31	89.48	0	
1200944.51	-1425-12-22	-1425	6	R6-śiśira	False	270.91	N23-Dha/δ Del	91.19	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	91.19	270.91	914.83	91.19	0	False
1201859.34	-1422-06-23	-1422	2	R2-grīṣma	False	89.60	N09-Asl/ζ Hya	269.55	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	269.55	89.60	3101.78	134.55	0	
1204961.12	-1414-12-20	-1414	5	R5-hemanta	False	269.84	N23-Dha/α Del	89.89	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False	89.89	269.84	3838.10	89.89	0	
1208799.22	-1403-06-23	-1403	2	R2-grīṣma	False	89.89	N09-Asl/ζ Hya	269.87	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	269.87	89.89	3101.58	134.87	0	
1211900.80	-1395-12-21	-1395	5	R5-hemanta	False	269.90	N23-Dha/β Del	90.73	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	True	90.73	269.90	3838.46	90.73	0	False
1215739.26	-1384-06-24	-1384	3	R3-varṣā	False	90.31	N09-Asl/ζ Hya	270.31	N23-Dha/α Del	1	180	N09-Asl	N23-Dha	False	270.31	90.31	3100.83	135.31	0	
1218840.09	-1376-12-20	-1376	5	R5-hemanta	False	269.58	N23-Dha/β Del	89.96	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False	89.96	269.58	915.55	89.96	0	
1219755.64	-1373-06-24	-1373	2	R2-grīṣma	False	89.09	N09-Asl/ζ Hya	268.61	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	268.61	89.09	2923.56	133.61	0	
1222679.20	-1365-06-25	-1365	3	R3-varṣā	False	90.64	N09-Asl/ζ Hya	270.64	N23-Dha/α Del	1	180	N09-Asl	N23-Dha	False	270.64	90.64	3100.21	135.64	0	
1225779.41	-1357-12-20	-1357	5	R5-hemanta	False	269.28	N23-Dha/β Del	89.04	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	89.04	269.28	3839.49	89.04	0	
1229618.90	-1346-06-25	-1346	3	R3-varṣā	False	90.75	N09-Asl/ζ Hya	271.30	N23-Dha/α Del	1	180	N09-Asl	N23-Dha	False	271.30	90.75	3100.21	136.30	0	
1232719.11	-1338-12-20	-1338	5	R5-hemanta	False	269.38	N23-Dha/β Del	89.38	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	89.38	269.38	2923.47	89.38	0	
1235642.58	-1330-12-22	-1330	6	R6-śiśira	False	270.92	N23-Dha/α Del	90.57	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	90.57	270.92	915.63	90.57	0	
1236558.21	-1327-06-24	-1327	3	R3-varṣā	False	90.48	N09-Asl/ζ Hya	270.57	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	270.57	90.48	3100.84	135.57	0	
1239659.05	-1319-12-20	-1319	5	R5-hemanta	False	269.71	N23-Dha/β Del	89.50	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	89.50	269.71	3838.45	89.50	0	
1243497.50	-1308-06-24	-1308	3	R3-varṣā	False	90.19	N09-Asl/ζ Hya	269.78	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	269.78	90.19	3101.58	134.78	0	
1246599.08	-1300-12-21	-1300	6	R6-śiśira	False	270.13	N23-Dha/β Del	90.01	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	90.01	270.13	3838.10	90.01	0	
1250437.18	-1289-06-25	-1289	3	R3-varṣā	False	90.27	N09-Asl/ζ Hya	270.28	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	270.28	90.27	3101.78	135.28	0	
1253538.96	-1281-12-22	-1281	6	R6-śiśira	False	270.41	N23-Dha/β Del	90.60	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False	90.60	270.41	914.81	90.60	0	
1254453.77	-1278-06-24	-1278	2	R2-grīṣma	False	89.25	N09-Asl/ζ Hya	268.72	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	268.72	89.25	2923.33	133.72	0	
1257377.10	-1270-06-25	-1270	3	R3-varṣā	False	90.58	N09-Asl/ζ Hya	270.43	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	270.43	90.58	3101.34	135.43	0	
1260478.44	-1262-12-21	-1262	6	R6-śiśira	False	270.28	N23-Dha/β Del	89.88	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	89.88	270.28	915.33	89.88	0	
1261393.77	-1259-06-24	-1259	2	R2-grīṣma	False	89.64	N09-Asl/ζ Hya	269.59	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	269.59	89.64	6024.09	134.59	0	
1267417.86	-1243-12-21	-1243	6	R6-śiśira	False	270.08	N23-Dha/β Del	90.97	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False	90.97	270.08	915.58	90.97	0	
1268333.44	-1240-06-23	-1240	2	R2-grīṣma	False	89.71	N09-Asl/ζ Hya	269.43	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	269.43	89.71	6023.77	134.43	0	
1274357.21	-1224-12-20	-1224	5	R5-hemanta	False	269.81	N23-Dha/β Del	89.86	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False	89.86	269.81	915.70	89.86	0	
1275272.91	-1221-06-24	-1221	2	R2-grīṣma	False	89.59	N09-Asl/ζ Hya	270.37	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	270.37	89.59	6024.04	135.37	0	
1281296.95	-1205-12-21	-1205	5	R5-hemanta	False	269.94	N23-Dha/β Del	89.85	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	89.85	269.94	915.22	89.85	0	
1282212.17	-1202-06-23	-1202	2	R2-grīṣma	False	89.28	N09-Asl/ρ Hya	269.42	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	269.42	89.28	6024.74	134.42	0	
1288236.91	-1186-12-21	-1186	6	R6-śiśira	False	270.30	N23-Dha/β Del	89.92	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	89.92	270.30	914.87	89.92	0	
1289151.78	-1183-06-23	-1183	2	R2-grīṣma	False	89.29	N09-Asl/ρ Hya	269.53	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	269.53	89.29	2923.52	134.53	0	
1292075.30	-1175-06-24	-1175	3	R3-varṣā	False	90.82	N09-Asl/ζ Hya	270.75	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	270.75	90.82	178.20	135.75	0	
1292253.50	-1175-12-20	-1175	5	R5-hemanta	False	269.21	N23-Dha/β Del	89.05	N09-Asl/ρ Hya	1	-180	N23-Dha	N09-Asl	False	89.05	269.21	2923.43	89.05	0	
1295176.93	-1167-12-21	-1167	6	R6-śiśira	False	270.72	N23-Dha/β Del	90.56	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	90.56	270.72	914.77	90.56	0	
1296091.70	-1164-06-23	-1164	2	R2-grīṣma	False	89.61	N09-Asl/ρ Hya	270.01	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	270.01	89.61	2923.32	135.01	0	
1299015.02	-1156-06-24	-1156	3	R3-varṣā	False	90.94	N09-Asl/ζ Hya	270.93	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	270.93	90.94	178.09	135.93	0	
1299193.11	-1156-12-19	-1156	5	R5-hemanta	False	269.21	N23-Dha/β Del	89.48	N09-Asl/ρ Hya	1	-179	N23-Dha	N09-Asl	False	89.48	269.21	2923.59	89.48	0	
1302116.70	-1148-12-21	-1148	6	R6-śiśira	False	270.87	N23-Dha/β Del	90.37	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False	90.37	270.87	915.04	90.37	0	
1303031.74	-1145-06-24	-1145	3	R3-varṣā	False	90.03	N09-Asl/ρ Hya	270.45	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	270.45	90.03	6024.47	135.45	0	
1309056.21	-1129-12-21	-1129	6	R6-śiśira	False	270.77	N23-Dha/β Del	90.86	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False	90.86	270.77	915.41	90.86	0	
1309971.62	-1126-06-24	-1126	3	R3-varṣā	False	90.31	N09-Asl/ρ Hya	270.16	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	270.16	90.31	6023.84	135.16	0	
1315995.46	-1110-12-20	-1110	6	R6-śiśira	False	270.41	N23-Dha/β Del	89.97	N09-Asl/ρ Hya	1	-180	N23-Dha	N09-Asl	False	89.97	270.41	915.79	89.97	0	
1316911.25	-1107-06-23	-1107	3	R3-varṣā	False	90.35	N09-Asl/ρ Hya	270.34	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	270.34	90.35	6023.76	135.34	0	
1322935.01	-1091-12-21	-1091	6	R6-śiśira	False	270.35	N23-Dha/β Del	90.58	N09-Asl/ρ Hya	1	-179	N23-Dha	N09-Asl	False	90.58	270.35	915.52	90.58	0	
1323850.53	-1088-06-24	-1088	3	R3-varṣā	False	90.05	N09-Asl/ε Hya	269.40	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	269.40	90.05	3100.99	134.40	0	
1326951.52	-1080-12-20	-1080	5	R5-hemanta	False	269.17	N23-Dha/β Del	89.45	N09-Asl/η Hya	1	-179	N23-Dha	N09-Asl	False	89.45	269.17	2923.28	89.45	0	
1329874.80	-1072-12-21	-1072	6	R6-śiśira	False	270.52	N23-Dha/β Del	90.31	N09-Asl/ε Hya	1	-180	N23-Dha	N09-Asl	False	90.31	270.52	915.19	90.31	0	
1330789.99	-1069-06-24	-1069	2	R2-grīṣma	False	89.92	N09-Asl/η Hya	270.35	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	270.35	89.92	3101.53	135.35	0	
1333891.52	-1061-12-21	-1061	5	R5-hemanta	False	269.57	N23-Dha/β Del	89.70	N09-Asl/η Hya	1	-179	N23-Dha	N09-Asl	False	89.70	269.57	2923.27	89.70	0	
1336814.79	-1053-12-22	-1053	6	R6-śiśira	False	270.91	N23-Dha/β Del	90.44	N09-Asl/ε Hya	1	-180	N23-Dha	N09-Asl	False	90.44	270.91	914.83	90.44	0	
1337729.62	-1050-06-24	-1050	2	R2-grīṣma	False	89.96	N09-Asl/η Hya	269.94	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False	269.94	89.96	3101.72	134.94	0	
1340831.34	-1042-12-20	-1042	5	R5-hemanta	False	269.78	N23-Dha/β Del	89.69	N09-Asl/σ Hya	1	-180	N23-Dha	N09-Asl	False	89.69	269.78	914.95	89.69	0	
1341746.29	-1039-06-22	-1039	2	R2-grīṣma	False	89.02	N09-Asl/σ Hya	269.07	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	269.07	89.02	2923.31	134.07	0	
1344669.60	-1031-06-24	-1031	3	R3-varṣā	False	90.34	N09-Asl/η Hya	270.70	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False	270.70	90.34	3101.32	135.70	0	
1347770.92	-1023-12-20	-1023	5	R5-hemanta	False	269.74	N23-Dha/β Del	90.46	N09-Asl/η Hya	1	-179	N23-Dha	N09-Asl	False	90.46	269.74	915.31	90.46	0	
