jd	date	yr	season	rtu	eqnx	sun_lon	sun_naks	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न	kv_pair
1933125.50	580-08-13	580	3	R3-varṣā	False	139.91	N11-PPal/δ Leo	320.14	N24-Sha/λ Aqr	1	180	N11-PPal	N24-Sha	False
1933154.86	580-09-11	580	4	R4-śarat	False	168.61	N13-Has/γ Crv	348.53	N26-UBha/γ Peg	1	179	N13-Has	N26-UBha	False
1933184.35	580-10-10	580	4	R4-śarat	False	197.94	N16-Vis/α1 Lib	17.90	N01-Ash/α Ari	1	-180	N16-Vis	N01-Ash	False
1933213.99	580-11-09	580	5	R5-hemanta	False	227.88	N18-Jye/σ Sco	48.22	N04-Roh/θ2 Tau	1	-179	N18-Jye	N04-Roh	False
1933243.62	580-12-09	580	5	R5-hemanta	False	258.07	N20-PAsh/λ Sgr	77.38	N06-Ard/γ Gem	1	-180	N20-PAsh	N06-Ard	False
1933273.42	581-01-07	581	6	R6-śiśira	False	288.44	N22-Shr/β Aql	108.05	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
1933303.24	581-02-06	581	6	R6-śiśira	False	318.56	N24-Sha/λ Aqr	138.57	N11-PPal/δ Leo	1	-179	N24-Sha	N11-PPal	False
1933333.02	581-03-08	581	1	R1-vasanta	False	348.18	N26-UBha/γ Peg	168.66	N13-Has/γ Crv	1	-179	N26-UBha	N13-Has	False
1933362.57	581-04-07	581	1	R1-vasanta	False	17.08	N01-Ash/α Ari	196.57	N16-Vis/α1 Lib	1	179	N01-Ash	N16-Vis	False
1933392.15	581-05-06	581	2	R2-grīṣma	False	45.57	N04-Roh/γ Tau	225.65	N17-Anu/ω1 Sco	1	180	N04-Roh	N17-Anu	False
1933421.55	581-06-05	581	2	R2-grīṣma	False	73.63	N05-Mrg/α Ori	253.61	N20-PAsh/δ Sgr	1	179	N05-Mrg	N20-PAsh	False
1933450.87	581-07-04	581	3	R3-varṣā	False	101.57	N08-Pus/δ Cnc	281.32	N22-Shr/γ Aql	1	179	N08-Pus	N22-Shr	False
1933480.19	581-08-02	581	3	R3-varṣā	False	129.70	N10-Mag/γ Leo	309.63	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1933509.54	581-09-01	581	4	R4-śarat	False	158.23	N12-UPal/β Leo	338.56	N25-PBha/β Peg	1	180	N12-UPal	N25-PBha	False
1933538.88	581-09-30	581	4	R4-śarat	False	187.24	N15-Swa/α Boo	6.97	N01-Ash/γ Ari	1	-180	N15-Swa	N01-Ash	False
1933568.37	581-10-29	581	5	R5-hemanta	False	216.86	N17-Anu/δ Sco	36.88	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False
1933597.93	581-11-28	581	5	R5-hemanta	False	246.91	N19-Mul/κ Sco	67.10	N05-Mrg/α Ori	1	-179	N19-Mul	N05-Mrg	False
1933627.51	581-12-28	581	6	R6-śiśira	False	277.09	N22-Shr/α Aql	96.77	N07-Pun/β Gem	1	-180	N22-Shr	N07-Pun	False
1933657.24	582-01-26	582	6	R6-śiśira	False	307.24	N23-Dha/γ2 Del	127.27	N10-Mag/ζ Leo	1	-179	N23-Dha	N10-Mag	False
1933687.02	582-02-25	582	1	R1-vasanta	False	337.06	N25-PBha/β Peg	157.59	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
1933716.63	582-03-27	582	1	R1-vasanta	False	6.20	N01-Ash/γ Ari	185.31	N15-Swa/α Boo	1	179	N01-Ash	N15-Swa	False
1933746.36	582-04-25	582	2	R2-grīṣma	False	34.98	N03-Kri/* 17 Tau	214.76	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False
1933775.98	582-05-25	582	2	R2-grīṣma	False	63.33	N05-Mrg/λ Ori	243.71	N19-Mul/ν Sco	1	180	N05-Mrg	N19-Mul	False
1933805.41	582-06-23	582	3	R3-varṣā	False	91.37	N07-Pun/α Gem	271.24	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1933834.83	582-07-23	582	3	R3-varṣā	False	119.49	N10-Mag/ε Leo	299.48	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1933864.20	582-08-21	582	3	R3-varṣā	False	147.89	N12-UPal/* 93 Leo	327.87	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
1933893.61	582-09-20	582	4	R4-śarat	False	176.78	N13-Has/β Crv	357.13	N27-Rev/ε Psc	1	180	N13-Has	N27-Rev	False
1933922.97	582-10-19	582	4	R4-śarat	False	206.12	N16-Vis/α2 Lib	25.83	N02-Bha/* 35 Ari	1	-180	N16-Vis	N02-Bha	False
1933952.44	582-11-17	582	5	R5-hemanta	False	235.98	N18-Jye/ε Sco	56.13	N05-Mrg/γ Ori	1	-179	N18-Jye	N05-Mrg	False
1933981.91	582-12-17	582	5	R5-hemanta	False	266.03	N21-UAsh/τ Sgr	85.99	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
1934011.45	583-01-15	583	6	R6-śiśira	False	296.09	N23-Dha/β Del	115.97	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False
1934041.09	583-02-14	583	6	R6-śiśira	False	325.93	N24-Sha/λ Aqr	146.17	N11-PPal/θ Leo	1	-179	N24-Sha	N11-PPal	False
1934070.81	583-03-16	583	1	R1-vasanta	False	355.37	N26-UBha/α And	176.27	N13-Has/β Crv	1	-179	N26-UBha	N13-Has	False
1934100.38	583-04-14	583	1	R1-vasanta	False	24.17	N02-Bha/* 35 Ari	203.88	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False
1934130.09	583-05-14	583	2	R2-grīṣma	False	52.71	N04-Roh/α Tau	233.07	N18-Jye/α Sco	1	180	N04-Roh	N18-Jye	False
1934159.60	583-06-13	583	2	R2-grīṣma	False	80.84	N06-Ard/γ Gem	260.14	N21-UAsh/φ Sgr	1	179	N06-Ard	N21-UAsh	False
1934189.22	583-07-12	583	3	R3-varṣā	False	109.09	N08-Pus/δ Cnc	289.14	N22-Shr/β Aql	1	180	N08-Pus	N22-Shr	False
1934218.69	583-08-11	583	3	R3-varṣā	False	137.45	N11-PPal/δ Leo	317.05	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1934248.20	583-09-09	583	4	R4-śarat	False	166.26	N13-Has/γ Crv	346.27	N26-UBha/γ Peg	1	180	N13-Has	N26-UBha	False
1934277.67	583-10-09	583	4	R4-śarat	False	195.53	N16-Vis/α1 Lib	15.76	N01-Ash/β Ari	1	-179	N16-Vis	N01-Ash	False
1934307.07	583-11-07	583	5	R5-hemanta	False	225.19	N17-Anu/ω1 Sco	44.99	N04-Roh/γ Tau	1	-180	N17-Anu	N04-Roh	False
1934336.54	583-12-07	583	5	R5-hemanta	False	255.20	N20-PAsh/ε Sgr	75.53	N06-Ard/γ Gem	1	-179	N20-PAsh	N06-Ard	False
1934365.95	584-01-05	584	6	R6-śiśira	False	285.18	N22-Shr/β Aql	104.98	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
1934395.45	584-02-03	584	6	R6-śiśira	False	315.02	N24-Sha/λ Aqr	135.03	N10-Mag/α Leo	1	-179	N24-Sha	N10-Mag	False
1934424.98	584-03-04	584	1	R1-vasanta	False	344.47	N25-PBha/β Peg	164.67	N13-Has/γ Crv	1	-179	N25-PBha	N13-Has	False
1934454.49	584-04-02	584	1	R1-vasanta	False	13.38	N01-Ash/γ Ari	193.05	N15-Swa/α Boo	1	179	N01-Ash	N15-Swa	False
1934484.11	584-05-02	584	2	R2-grīṣma	False	41.97	N03-Kri/* 27 Tau	222.23	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False
1934513.62	584-06-01	584	2	R2-grīṣma	False	70.15	N05-Mrg/α Ori	249.33	N19-Mul/ι1 Sco	1	179	N05-Mrg	N19-Mul	False
1934543.31	584-06-30	584	3	R3-varṣā	False	98.44	N07-Pun/β Gem	278.30	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr	False
1934573.01	584-07-30	584	3	R3-varṣā	False	126.90	N10-Mag/ζ Leo	307.39	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
1934602.54	584-08-29	584	4	R4-śarat	False	155.56	N12-UPal/β Leo	335.11	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
1934632.16	584-09-27	584	4	R4-śarat	False	184.79	N15-Swa/α Boo	4.87	N01-Ash/γ Ari	1	-179	N15-Swa	N01-Ash	False
1934661.68	584-10-27	584	5	R5-hemanta	False	214.42	N17-Anu/δ Sco	34.42	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False
1934691.16	584-11-25	584	5	R5-hemanta	False	244.36	N19-Mul/ν Sco	64.30	N05-Mrg/λ Ori	1	-180	N19-Mul	N05-Mrg	False
1934720.65	584-12-25	584	6	R6-śiśira	False	274.45	N22-Shr/α Aql	94.86	N07-Pun/β Gem	1	-179	N22-Shr	N07-Pun	False
1934750.05	585-01-23	585	6	R6-śiśira	False	304.30	N23-Dha/γ2 Del	124.10	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	False
1934779.50	585-02-22	585	1	R1-vasanta	False	333.83	N25-PBha/α Peg	153.99	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
1934808.91	585-03-23	585	1	R1-vasanta	True	2.83	N01-Ash/γ Ari	182.83	N14-Chi/α Vir	1	180	N01-Ash	N14-Chi	False
1934838.34	585-04-21	585	2	R2-grīṣma	False	31.38	N02-Bha/* 39 Ari	211.33	N16-Vis/α2 Lib	1	179	N02-Bha	N16-Vis	False
1934867.86	585-05-21	585	2	R2-grīṣma	False	59.67	N05-Mrg/γ Ori	240.22	N19-Mul/ζ2 Sco	1	180	N05-Mrg	N19-Mul	False
1934897.35	585-06-19	585	2	R2-grīṣma	False	87.76	N07-Pun/α Gem	267.56	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1934927.04	585-07-19	585	3	R3-varṣā	False	116.12	N09-Asl/ζ Hya	296.61	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
1934956.60	585-08-18	585	3	R3-varṣā	False	144.66	N11-PPal/θ Leo	323.85	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1934986.35	585-09-16	585	4	R4-śarat	False	173.83	N13-Has/δ Crv	353.63	N26-UBha/α And	1	179	N13-Has	N26-UBha	False
1935016.06	585-10-16	585	4	R4-śarat	False	203.46	N16-Vis/α1 Lib	23.73	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False
1935045.63	585-11-15	585	5	R5-hemanta	False	233.40	N18-Jye/ε Sco	53.11	N04-Roh/α Tau	1	-180	N18-Jye	N04-Roh	False
1935075.22	585-12-14	585	5	R5-hemanta	False	263.56	N21-UAsh/ζ Sgr	83.55	N06-Ard/γ Gem	1	-180	N21-UAsh	N06-Ard	False
1935104.75	586-01-13	586	6	R6-śiśira	False	293.62	N23-Dha/β Del	113.93	N09-Asl/ρ Hya	1	-179	N23-Dha	N09-Asl	False
1935134.15	586-02-11	586	6	R6-śiśira	False	323.26	N24-Sha/λ Aqr	143.16	N11-PPal/θ Leo	1	-180	N24-Sha	N11-PPal	False
1935163.56	586-03-13	586	1	R1-vasanta	False	352.45	N26-UBha/α And	172.79	N13-Has/α Crv	1	-179	N26-UBha	N13-Has	False
1935192.86	586-04-11	586	1	R1-vasanta	False	21.03	N01-Ash/α Ari	200.77	N16-Vis/α1 Lib	1	179	N01-Ash	N16-Vis	False
1935222.23	586-05-10	586	2	R2-grīṣma	False	49.28	N04-Roh/ε Tau	229.28	N18-Jye/α Sco	1	180	N04-Roh	N18-Jye	False
1935251.61	586-06-09	586	2	R2-grīṣma	False	77.30	N06-Ard/γ Gem	257.06	N20-PAsh/λ Sgr	1	179	N06-Ard	N20-PAsh	False
1935281.13	586-07-08	586	3	R3-varṣā	False	105.45	N08-Pus/δ Cnc	285.62	N22-Shr/β Aql	1	180	N08-Pus	N22-Shr	False
1935310.63	586-08-07	586	3	R3-varṣā	False	133.79	N10-Mag/α Leo	313.04	N24-Sha/λ Aqr	1	179	N10-Mag	N24-Sha	False
1935340.35	586-09-05	586	4	R4-śarat	False	162.75	N13-Has/γ Crv	342.52	N25-PBha/β Peg	1	179	N13-Has	N25-PBha	False
1935370.13	586-10-05	586	4	R4-śarat	False	192.26	N15-Swa/α Boo	12.54	N01-Ash/γ Ari	1	-179	N15-Swa	N01-Ash	False
1935399.91	586-11-04	586	5	R5-hemanta	False	222.27	N17-Anu/δ Sco	42.92	N03-Kri/* 27 Tau	1	-179	N17-Anu	N03-Kri	False
1935429.55	586-12-04	586	5	R5-hemanta	False	252.42	N20-PAsh/γ Sgr	71.99	N05-Mrg/α Ori	1	-180	N20-PAsh	N05-Mrg	False
1935459.24	587-01-02	587	6	R6-śiśira	False	282.70	N22-Shr/β Aql	102.70	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
1935488.79	587-02-01	587	6	R6-śiśira	False	312.62	N24-Sha/λ Aqr	132.66	N10-Mag/α Leo	1	-179	N24-Sha	N10-Mag	False
1935518.22	587-03-02	587	1	R1-vasanta	False	342.00	N25-PBha/β Peg	161.97	N13-Has/γ Crv	1	-180	N25-PBha	N13-Has	False
1935547.60	587-04-01	587	1	R1-vasanta	False	10.84	N01-Ash/γ Ari	191.24	N15-Swa/α Boo	1	180	N01-Ash	N15-Swa	False
1935576.85	587-04-30	587	2	R2-grīṣma	False	39.10	N03-Kri/* 17 Tau	218.69	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False
1935606.18	587-05-29	587	2	R2-grīṣma	False	67.14	N05-Mrg/α Ori	247.09	N19-Mul/κ Sco	1	179	N05-Mrg	N19-Mul	False
1935635.53	587-06-28	587	3	R3-varṣā	False	95.10	N07-Pun/β Gem	275.10	N22-Shr/α Aql	1	180	N07-Pun	N22-Shr	False
1935664.97	587-07-27	587	3	R3-varṣā	False	123.27	N10-Mag/μ Leo	303.48	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
1935694.44	587-08-25	587	4	R4-śarat	False	151.82	N12-UPal/β Leo	331.57	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
1935724.12	587-09-24	587	4	R4-śarat	True	181.05	N14-Chi/α Vir	1.31	N01-Ash/γ Ari	1	-179	N14-Chi	N01-Ash	False
1935753.91	587-10-24	587	5	R5-hemanta	False	210.89	N16-Vis/α2 Lib	31.68	N02-Bha/* 39 Ari	1	-179	N16-Vis	N02-Bha	False
1935783.58	587-11-23	587	5	R5-hemanta	False	241.00	N19-Mul/ζ2 Sco	60.21	N05-Mrg/γ Ori	1	-180	N19-Mul	N05-Mrg	False
1935813.43	587-12-22	587	6	R6-śiśira	False	271.44	N21-UAsh/τ Sgr	91.09	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
1935843.18	588-01-21	588	6	R6-śiśira	False	301.68	N23-Dha/γ2 Del	121.76	N10-Mag/μ Leo	1	-179	N23-Dha	N10-Mag	False
1935872.74	588-02-20	588	1	R1-vasanta	False	331.36	N25-PBha/α Peg	151.08	N12-UPal/β Leo	1	-180	N25-PBha	N12-UPal	False
1935902.23	588-03-20	588	1	R1-vasanta	True	0.48	N01-Ash/γ Ari	180.47	N13-Has/β Crv	1	179	N01-Ash	N13-Has	False
1935931.61	588-04-19	588	1	R1-vasanta	False	29.02	N02-Bha/* 39 Ari	209.29	N16-Vis/α2 Lib	1	180	N02-Bha	N16-Vis	False
1935960.87	588-05-18	588	2	R2-grīṣma	False	57.07	N05-Mrg/γ Ori	236.67	N18-Jye/ε Sco	1	179	N05-Mrg	N18-Jye	False
1935990.19	588-06-16	588	2	R2-grīṣma	False	85.01	N06-Ard/γ Gem	264.95	N21-UAsh/τ Sgr	1	179	N06-Ard	N21-UAsh	False
1936019.51	588-07-16	588	3	R3-varṣā	False	113.00	N09-Asl/ε Hya	293.17	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
1936048.85	588-08-14	588	3	R3-varṣā	False	141.28	N11-PPal/δ Leo	321.28	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1936078.31	588-09-12	588	4	R4-śarat	False	170.10	N13-Has/γ Crv	350.07	N26-UBha/γ Peg	1	179	N13-Has	N26-UBha	False
1936107.94	588-10-12	588	4	R4-śarat	False	199.61	N16-Vis/α1 Lib	20.08	N01-Ash/α Ari	1	-179	N16-Vis	N01-Ash	False
1936137.57	588-11-11	588	5	R5-hemanta	False	229.54	N18-Jye/α Sco	48.88	N04-Roh/ε Tau	1	-180	N18-Jye	N04-Roh	False
1936167.41	588-12-10	588	5	R5-hemanta	False	259.95	N21-UAsh/φ Sgr	79.58	N06-Ard/γ Gem	1	-180	N21-UAsh	N06-Ard	False
1936197.26	589-01-09	589	6	R6-śiśira	False	290.36	N23-Dha/β Del	110.33	N09-Asl/δ Hya	1	-180	N23-Dha	N09-Asl	False
1936227.05	589-02-08	589	6	R6-śiśira	False	320.43	N24-Sha/λ Aqr	140.79	N11-PPal/δ Leo	1	-179	N24-Sha	N11-PPal	False
1936256.61	589-03-10	589	1	R1-vasanta	False	349.81	N26-UBha/γ Peg	169.35	N13-Has/γ Crv	1	-180	N26-UBha	N13-Has	False
1936286.17	589-04-08	589	1	R1-vasanta	False	18.69	N01-Ash/α Ari	198.73	N16-Vis/α1 Lib	1	180	N01-Ash	N16-Vis	False
1936315.58	589-05-08	589	2	R2-grīṣma	False	47.01	N04-Roh/δ Tau	227.05	N18-Jye/σ Sco	1	180	N04-Roh	N18-Jye	False
1936344.89	589-06-06	589	2	R2-grīṣma	False	74.97	N06-Ard/γ Gem	254.67	N20-PAsh/δ Sgr	1	179	N06-Ard	N20-PAsh	False
1936374.20	589-07-05	589	3	R3-varṣā	False	102.91	N08-Pus/δ Cnc	282.85	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
1936403.51	589-08-04	589	3	R3-varṣā	False	131.04	N10-Mag/α Leo	311.33	N24-Sha/λ Aqr	1	180	N10-Mag	N24-Sha	False
1936432.81	589-09-02	589	4	R4-śarat	False	159.54	N12-UPal/β Leo	339.27	N25-PBha/β Peg	1	179	N12-UPal	N25-PBha	False
1936462.26	589-10-01	589	4	R4-śarat	False	188.67	N15-Swa/α Boo	8.67	N01-Ash/γ Ari	1	-180	N15-Swa	N01-Ash	False
1936491.85	589-10-31	589	5	R5-hemanta	False	218.42	N17-Anu/δ Sco	38.80	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False
1936521.45	589-11-29	589	5	R5-hemanta	False	248.53	N19-Mul/ι1 Sco	68.21	N05-Mrg/α Ori	1	-180	N19-Mul	N05-Mrg	False
1936551.24	589-12-29	589	6	R6-śiśira	False	278.90	N22-Shr/α Aql	98.94	N07-Pun/β Gem	1	-179	N22-Shr	N07-Pun	False
1936581.06	590-01-28	590	6	R6-śiśira	False	309.13	N23-Dha/γ2 Del	129.58	N10-Mag/γ Leo	1	-179	N23-Dha	N10-Mag	False
1936610.85	590-02-27	590	1	R1-vasanta	False	338.94	N25-PBha/β Peg	159.82	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
1936640.43	590-03-28	590	1	R1-vasanta	False	8.02	N01-Ash/γ Ari	187.68	N15-Swa/α Boo	1	179	N01-Ash	N15-Swa	False
1936670.06	590-04-27	590	2	R2-grīṣma	False	36.68	N03-Kri/* 17 Tau	216.92	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False
1936699.49	590-05-26	590	2	R2-grīṣma	False	64.84	N05-Mrg/λ Ori	244.70	N19-Mul/λ Sco	1	179	N05-Mrg	N19-Mul	False
1936728.87	590-06-25	590	3	R3-varṣā	False	92.82	N07-Pun/β Gem	272.69	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1936758.20	590-07-24	590	3	R3-varṣā	False	120.87	N10-Mag/ε Leo	300.82	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1936787.54	590-08-23	590	3	R3-varṣā	False	149.26	N12-UPal/* 93 Leo	329.59	N25-PBha/α Peg	1	180	N12-UPal	N25-PBha	False
1936816.85	590-09-21	590	4	R4-śarat	True	178.07	N13-Has/β Crv	357.69	N27-Rev/ε Psc	1	179	N13-Has	N27-Rev	False
1936846.30	590-10-20	590	4	R4-śarat	False	207.52	N16-Vis/α2 Lib	27.55	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False
1936875.81	590-11-19	590	5	R5-hemanta	False	237.43	N19-Mul/ζ2 Sco	57.52	N05-Mrg/γ Ori	1	-179	N19-Mul	N05-Mrg	False
1936905.38	590-12-18	590	5	R5-hemanta	False	267.59	N21-UAsh/τ Sgr	87.48	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
1936935.07	591-01-17	591	6	R6-śiśira	False	297.79	N23-Dha/α Del	118.08	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False
1936964.84	591-02-16	591	6	R6-śiśira	False	327.74	N24-Sha/λ Aqr	148.63	N12-UPal/* 93 Leo	1	-179	N24-Sha	N12-UPal	False
1936994.45	591-03-17	591	1	R1-vasanta	True	357.04	N27-Rev/ε Psc	176.58	N13-Has/β Crv	1	-180	N27-Rev	N13-Has	False
1937024.20	591-04-16	591	1	R1-vasanta	False	26.00	N02-Bha/* 35 Ari	206.10	N16-Vis/α2 Lib	1	180	N02-Bha	N16-Vis	False
1937053.87	591-05-16	591	2	R2-grīṣma	False	54.47	N04-Roh/α Tau	235.13	N18-Jye/ε Sco	1	180	N04-Roh	N18-Jye	False
1937083.33	591-06-14	591	2	R2-grīṣma	False	82.55	N06-Ard/γ Gem	262.45	N21-UAsh/σ Sgr	1	179	N06-Ard	N21-UAsh	False
1937112.76	591-07-14	591	3	R3-varṣā	False	110.63	N09-Asl/δ Hya	290.37	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False
1937142.17	591-08-12	591	3	R3-varṣā	False	138.95	N11-PPal/δ Leo	318.93	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1937171.58	591-09-11	591	4	R4-śarat	False	167.68	N13-Has/γ Crv	347.93	N26-UBha/γ Peg	1	180	N13-Has	N26-UBha	False
1937200.94	591-10-10	591	4	R4-śarat	False	196.87	N16-Vis/α1 Lib	16.54	N01-Ash/α Ari	1	-180	N16-Vis	N01-Ash	False
1937230.40	591-11-08	591	5	R5-hemanta	False	226.60	N18-Jye/σ Sco	46.74	N04-Roh/δ Tau	1	-179	N18-Jye	N04-Roh	False
1937259.83	591-12-08	591	5	R5-hemanta	False	256.58	N20-PAsh/λ Sgr	76.37	N06-Ard/γ Gem	1	-180	N20-PAsh	N06-Ard	False
1937289.35	592-01-06	592	6	R6-śiśira	False	286.67	N22-Shr/β Aql	106.65	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
1937318.95	592-02-05	592	6	R6-śiśira	False	316.59	N24-Sha/λ Aqr	136.90	N11-PPal/δ Leo	1	-179	N24-Sha	N11-PPal	False
1937348.51	592-03-06	592	1	R1-vasanta	False	346.04	N26-UBha/γ Peg	165.60	N13-Has/γ Crv	1	-180	N26-UBha	N13-Has	False
1937378.22	592-04-04	592	1	R1-vasanta	False	15.12	N01-Ash/β Ari	195.20	N16-Vis/α1 Lib	1	180	N01-Ash	N16-Vis	False
1937407.94	592-05-04	592	2	R2-grīṣma	False	43.78	N04-Roh/γ Tau	224.49	N17-Anu/ω1 Sco	1	180	N04-Roh	N17-Anu	False
1937437.46	592-06-02	592	2	R2-grīṣma	False	71.97	N05-Mrg/α Ori	251.52	N20-PAsh/γ Sgr	1	179	N05-Mrg	N20-PAsh	False
1937467.11	592-07-02	592	3	R3-varṣā	False	100.22	N07-Pun/β Gem	280.47	N22-Shr/α Aql	1	180	N07-Pun	N22-Shr	False
1937496.59	592-08-01	592	3	R3-varṣā	False	128.48	N10-Mag/η Leo	308.06	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1937526.13	592-08-30	592	4	R4-śarat	False	157.18	N12-UPal/β Leo	337.24	N25-PBha/β Peg	1	180	N12-UPal	N25-PBha	False
1937555.60	592-09-29	592	4	R4-śarat	False	186.30	N15-Swa/α Boo	6.36	N01-Ash/γ Ari	1	-179	N15-Swa	N01-Ash	False
1937585.03	592-10-28	592	5	R5-hemanta	False	215.85	N17-Anu/δ Sco	35.66	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False
1937614.50	592-11-27	592	5	R5-hemanta	False	245.79	N19-Mul/θ Sco	66.09	N05-Mrg/λ Ori	1	-179	N19-Mul	N05-Mrg	False
1937643.90	592-12-26	592	6	R6-śiśira	False	275.78	N22-Shr/α Aql	95.44	N07-Pun/β Gem	1	-180	N22-Shr	N07-Pun	False
1937673.39	593-01-24	593	6	R6-śiśira	False	305.71	N23-Dha/γ2 Del	125.76	N10-Mag/ζ Leo	1	-179	N23-Dha	N10-Mag	False
1937702.88	593-02-23	593	1	R1-vasanta	False	335.27	N25-PBha/α Peg	155.40	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
1937732.38	593-03-24	593	1	R1-vasanta	False	4.34	N01-Ash/γ Ari	184.21	N14-Chi/α Vir	1	179	N01-Ash	N14-Chi	False
1937761.98	593-04-23	593	2	R2-grīṣma	False	33.03	N02-Bha/* 39 Ari	213.48	N16-Vis/α2 Lib	1	180	N02-Bha	N16-Vis	False
1937791.48	593-05-22	593	2	R2-grīṣma	False	61.27	N05-Mrg/γ Ori	240.79	N19-Mul/ζ2 Sco	1	179	N05-Mrg	N19-Mul	False
1937821.16	593-06-21	593	2	R2-grīṣma	False	89.55	N07-Pun/α Gem	269.75	N21-UAsh/τ Sgr	1	180	N07-Pun	N21-UAsh	False
1937850.86	593-07-21	593	3	R3-varṣā	False	117.93	N09-Asl/ζ Hya	298.80	N23-Dha/δ Del	1	180	N09-Asl	N23-Dha	False
1937880.40	593-08-19	593	3	R3-varṣā	False	146.47	N11-PPal/θ Leo	326.19	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1937910.05	593-09-18	593	4	R4-śarat	False	175.57	N13-Has/δ Crv	355.81	N26-UBha/α And	1	180	N13-Has	N26-UBha	False
1937939.58	593-10-18	593	4	R4-śarat	False	205.06	N16-Vis/α1 Lib	24.91	N02-Bha/* 35 Ari	1	-180	N16-Vis	N02-Bha	False
1937969.10	593-11-16	593	5	R5-hemanta	False	234.95	N18-Jye/ε Sco	54.88	N04-Roh/α Tau	1	-180	N18-Jye	N04-Roh	False
1937998.60	593-12-16	593	5	R5-hemanta	False	265.03	N21-UAsh/τ Sgr	85.33	N07-Pun/α Gem	1	-179	N21-UAsh	N07-Pun	False
1938028.01	594-01-14	594	6	R6-śiśira	False	294.96	N23-Dha/β Del	114.71	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False
1938057.47	594-02-12	594	6	R6-śiśira	False	324.64	N24-Sha/λ Aqr	144.82	N11-PPal/θ Leo	1	-179	N24-Sha	N11-PPal	False
1938086.85	594-03-14	594	1	R1-vasanta	False	353.78	N26-UBha/α And	173.63	N13-Has/δ Crv	1	-180	N26-UBha	N13-Has	False
1938116.28	594-04-12	594	1	R1-vasanta	False	22.47	N01-Ash/α Ari	202.47	N16-Vis/α1 Lib	1	180	N01-Ash	N16-Vis	False
1938145.69	594-05-12	594	2	R2-grīṣma	False	50.73	N04-Roh/α Tau	230.34	N18-Jye/α Sco	1	179	N04-Roh	N18-Jye	False
1938175.22	594-06-10	594	2	R2-grīṣma	False	78.90	N06-Ard/γ Gem	258.95	N21-UAsh/φ Sgr	1	180	N06-Ard	N21-UAsh	False
