jd	date	yr	season	rtu	eqnx	sun_lon	sun_naks	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न	kv_pair
1128358.73	-1623-03-29	-1623	1	R1-vasanta	False	6.60	N03-Kri/* 17 Tau	186.23	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False
1128388.16	-1623-04-27	-1623	2	R2-grīṣma	False	34.65	N05-Mrg/λ Ori	214.64	N19-Mul/λ Sco	1	179	N05-Mrg	N19-Mul	False
1128417.50	-1623-05-26	-1623	2	R2-grīṣma	False	62.55	N07-Pun/β Gem	242.72	N21-UAsh/τ Sgr	1	180	N07-Pun	N21-UAsh	False
1128446.74	-1623-06-25	-1623	3	R3-varṣā	False	90.56	N10-Mag/ε Leo	269.98	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1128476.09	-1623-07-24	-1623	3	R3-varṣā	False	119.04	N12-UPal/* 93 Leo	298.86	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
1128505.49	-1623-08-22	-1623	3	R3-varṣā	False	148.10	N13-Has/β Crv	328.27	N27-Rev/ε Psc	1	180	N13-Has	N27-Rev	False
1128534.95	-1623-09-21	-1623	4	R4-śarat	True	177.71	N16-Vis/α2 Lib	357.71	N02-Bha/* 41 Ari	1	179	N16-Vis	N02-Bha	False
1128564.51	-1623-10-21	-1623	4	R4-śarat	False	207.79	N19-Mul/ζ2 Sco	27.63	N05-Mrg/γ Ori	1	-180	N19-Mul	N05-Mrg	False
1128594.18	-1623-11-19	-1623	5	R5-hemanta	False	238.11	N21-UAsh/τ Sgr	58.21	N07-Pun/α Gem	1	-179	N21-UAsh	N07-Pun	False
1128623.94	-1623-12-19	-1623	5	R5-hemanta	False	268.36	N23-Dha/δ Del	88.98	N10-Mag/ε Leo	1	-179	N23-Dha	N10-Mag	False
1128653.57	-1622-01-18	-1622	6	R6-śiśira	False	298.06	N25-PBha/α Peg	117.34	N12-UPal/* 93 Leo	1	-180	N25-PBha	N12-UPal	False
1128683.34	-1622-02-16	-1622	6	R6-śiśira	False	327.39	N27-Rev/ε Psc	147.16	N13-Has/β Crv	1	-180	N27-Rev	N13-Has	False
1128713.06	-1622-03-18	-1622	1	R1-vasanta	False	356.15	N02-Bha/* 35 Ari	176.52	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False
1128742.55	-1622-04-17	-1622	1	R1-vasanta	False	24.33	N04-Roh/α Tau	203.91	N18-Jye/ε Sco	1	179	N04-Roh	N18-Jye	False
1128772.05	-1622-05-16	-1622	2	R2-grīṣma	False	52.38	N06-Ard/γ Gem	232.50	N21-UAsh/σ Sgr	1	180	N06-Ard	N21-UAsh	False
1128801.43	-1622-06-14	-1622	2	R2-grīṣma	False	80.42	N09-Asl/δ Hya	260.44	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
1128830.77	-1622-07-14	-1622	3	R3-varṣā	False	108.74	N11-PPal/δ Leo	288.39	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1128860.16	-1622-08-12	-1622	3	R3-varṣā	False	137.58	N13-Has/γ Crv	317.49	N26-UBha/γ Peg	1	179	N13-Has	N26-UBha	False
1128889.59	-1622-09-11	-1622	4	R4-śarat	False	167.00	N16-Vis/α1 Lib	347.34	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False
1128919.00	-1622-10-10	-1622	4	R4-śarat	False	196.82	N18-Jye/σ Sco	16.65	N04-Roh/δ Tau	1	-180	N18-Jye	N04-Roh	False
1128948.52	-1622-11-09	-1622	5	R5-hemanta	False	226.97	N20-PAsh/λ Sgr	47.00	N06-Ard/γ Gem	1	-179	N20-PAsh	N06-Ard	False
1128978.09	-1622-12-08	-1622	5	R5-hemanta	False	257.12	N22-Shr/β Aql	77.24	N08-Pus/δ Cnc	1	-179	N22-Shr	N08-Pus	False
1129007.65	-1621-01-07	-1621	6	R6-śiśira	False	286.93	N24-Sha/λ Aqr	106.35	N11-PPal/δ Leo	1	-180	N24-Sha	N11-PPal	False
1129037.36	-1621-02-05	-1621	6	R6-śiśira	False	316.39	N26-UBha/γ Peg	136.18	N13-Has/γ Crv	1	-180	N26-UBha	N13-Has	False
1129067.10	-1621-03-07	-1621	1	R1-vasanta	False	345.35	N01-Ash/β Ari	165.70	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False
1129096.81	-1621-04-06	-1621	1	R1-vasanta	False	13.86	N04-Roh/γ Tau	194.83	N17-Anu/ω1 Sco	1	180	N04-Roh	N17-Anu	False
1129126.30	-1621-05-05	-1621	2	R2-grīṣma	False	41.93	N05-Mrg/α Ori	221.83	N20-PAsh/γ Sgr	1	179	N05-Mrg	N20-PAsh	False
1129155.89	-1621-06-04	-1621	2	R2-grīṣma	False	70.10	N07-Pun/β Gem	250.57	N22-Shr/α Aql	1	180	N07-Pun	N22-Shr	False
1129185.33	-1621-07-03	-1621	3	R3-varṣā	False	98.38	N10-Mag/γ Leo	278.32	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1129214.79	-1621-08-02	-1621	3	R3-varṣā	False	127.11	N12-UPal/β Leo	307.06	N25-PBha/β Peg	1	179	N12-UPal	N25-PBha	False
1129244.23	-1621-08-31	-1621	4	R4-śarat	False	156.34	N15-Swa/α Boo	336.33	N01-Ash/γ Ari	1	179	N15-Swa	N01-Ash	False
1129273.70	-1621-09-30	-1621	4	R4-śarat	False	186.09	N17-Anu/δ Sco	6.57	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False
1129303.09	-1621-10-29	-1621	5	R5-hemanta	False	216.06	N19-Mul/κ Sco	35.89	N05-Mrg/λ Ori	1	-180	N19-Mul	N05-Mrg	False
1129332.58	-1621-11-28	-1621	5	R5-hemanta	False	246.18	N22-Shr/α Aql	66.41	N07-Pun/β Gem	1	-179	N22-Shr	N07-Pun	False
1129362.06	-1621-12-27	-1621	6	R6-śiśira	False	276.06	N23-Dha/γ2 Del	96.08	N10-Mag/ζ Leo	1	-179	N23-Dha	N10-Mag	False
1129391.57	-1620-01-26	-1620	6	R6-śiśira	False	305.51	N25-PBha/α Peg	125.25	N12-UPal/β Leo	1	-180	N25-PBha	N12-UPal	False
1129421.17	-1620-02-24	-1620	1	R1-vasanta	False	334.53	N27-Rev/ε Psc	154.65	N15-Swa/α Boo	1	-179	N27-Rev	N15-Swa	False
1129450.82	-1620-03-25	-1620	1	R1-vasanta	False	3.13	N03-Kri/* 17 Tau	184.00	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False
1129480.34	-1620-04-23	-1620	2	R2-grīṣma	False	31.28	N05-Mrg/γ Ori	211.08	N19-Mul/ν Sco	1	179	N05-Mrg	N19-Mul	False
1129510.02	-1620-05-23	-1620	2	R2-grīṣma	False	59.51	N07-Pun/α Gem	240.01	N21-UAsh/τ Sgr	1	180	N07-Pun	N21-UAsh	False
1129539.54	-1620-06-22	-1620	2	R2-grīṣma	False	87.75	N10-Mag/ε Leo	267.15	N23-Dha/α Del	1	179	N10-Mag	N23-Dha	False
1129569.20	-1620-07-21	-1620	3	R3-varṣā	False	116.49	N12-UPal/* 93 Leo	296.56	N24-Sha/λ Aqr	1	180	N12-UPal	N24-Sha	False
1129598.73	-1620-08-20	-1620	3	R3-varṣā	False	145.61	N13-Has/β Crv	325.27	N26-UBha/α And	1	179	N13-Has	N26-UBha	False
1129628.27	-1620-09-18	-1620	4	R4-śarat	False	175.27	N16-Vis/α2 Lib	355.28	N02-Bha/* 35 Ari	1	180	N16-Vis	N02-Bha	False
1129657.72	-1620-10-18	-1620	4	R4-śarat	False	205.22	N18-Jye/ε Sco	24.77	N04-Roh/α Tau	1	-180	N18-Jye	N04-Roh	False
1129687.20	-1620-11-16	-1620	5	R5-hemanta	False	235.35	N21-UAsh/τ Sgr	55.30	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
1129716.68	-1620-12-16	-1620	5	R5-hemanta	False	265.34	N23-Dha/β Del	85.75	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False
1129746.08	-1619-01-14	-1619	6	R6-śiśira	False	294.86	N24-Sha/λ Aqr	114.78	N11-PPal/θ Leo	1	-180	N24-Sha	N11-PPal	False
1129775.52	-1619-02-13	-1619	6	R6-śiśira	False	323.92	N26-UBha/α And	143.90	N13-Has/δ Crv	1	-180	N26-UBha	N13-Has	False
1129804.99	-1619-03-14	-1619	1	R1-vasanta	False	352.49	N02-Bha/* 35 Ari	172.71	N16-Vis/α1 Lib	1	-179	N02-Bha	N16-Vis	False
1129834.44	-1619-04-12	-1619	1	R1-vasanta	False	20.67	N04-Roh/α Tau	200.40	N18-Jye/α Sco	1	179	N04-Roh	N18-Jye	False
1129864.05	-1619-05-12	-1619	2	R2-grīṣma	False	48.84	N06-Ard/γ Gem	229.25	N21-UAsh/φ Sgr	1	180	N06-Ard	N21-UAsh	False
1129893.57	-1619-06-11	-1619	2	R2-grīṣma	False	76.98	N08-Pus/δ Cnc	256.24	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
1129923.30	-1619-07-10	-1619	3	R3-varṣā	False	105.64	N11-PPal/δ Leo	285.52	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1129953.04	-1619-08-09	-1619	3	R3-varṣā	False	134.76	N13-Has/γ Crv	315.17	N26-UBha/γ Peg	1	180	N13-Has	N26-UBha	False
1129982.61	-1619-09-08	-1619	4	R4-śarat	False	164.27	N15-Swa/α Boo	343.78	N01-Ash/β Ari	1	179	N15-Swa	N01-Ash	False
1130012.26	-1619-10-07	-1619	4	R4-śarat	False	194.30	N17-Anu/ω1 Sco	14.29	N04-Roh/γ Tau	1	-180	N17-Anu	N04-Roh	False
1130041.81	-1619-11-06	-1619	5	R5-hemanta	False	224.48	N20-PAsh/δ Sgr	44.38	N06-Ard/γ Gem	1	-180	N20-PAsh	N06-Ard	False
1130071.32	-1619-12-05	-1619	5	R5-hemanta	False	254.58	N22-Shr/β Aql	74.63	N08-Pus/δ Cnc	1	-179	N22-Shr	N08-Pus	False
1130100.71	-1618-01-04	-1618	6	R6-śiśira	False	284.26	N24-Sha/λ Aqr	103.69	N10-Mag/α Leo	1	-180	N24-Sha	N10-Mag	False
1130130.12	-1618-02-02	-1618	6	R6-śiśira	False	313.48	N25-PBha/β Peg	133.35	N13-Has/γ Crv	1	-180	N25-PBha	N13-Has	False
1130159.50	-1618-03-03	-1618	1	R1-vasanta	False	342.14	N01-Ash/γ Ari	162.30	N15-Swa/α Boo	1	-179	N01-Ash	N15-Swa	False
1130188.85	-1618-04-02	-1618	1	R1-vasanta	False	10.34	N03-Kri/* 27 Tau	190.40	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False
1130218.25	-1618-05-01	-1618	2	R2-grīṣma	False	38.34	N05-Mrg/α Ori	218.34	N19-Mul/ι1 Sco	1	180	N05-Mrg	N19-Mul	False
1130247.81	-1618-05-31	-1618	2	R2-grīṣma	False	66.47	N07-Pun/β Gem	247.20	N22-Shr/α Aql	1	180	N07-Pun	N22-Shr	False
1130277.32	-1618-06-29	-1618	3	R3-varṣā	False	94.77	N10-Mag/ζ Leo	274.62	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1130307.06	-1618-07-29	-1618	3	R3-varṣā	False	123.71	N12-UPal/β Leo	304.16	N25-PBha/α Peg	1	180	N12-UPal	N25-PBha	False
1130336.83	-1618-08-28	-1618	4	R4-śarat	False	153.21	N14-Chi/α Vir	334.13	N27-Rev/ε Psc	1	180	N14-Chi	N27-Rev	False
1130366.46	-1618-09-26	-1618	4	R4-śarat	False	183.07	N16-Vis/α2 Lib	2.68	N03-Kri/* 17 Tau	1	-180	N16-Vis	N03-Kri	True
1130396.21	-1618-10-26	-1618	5	R5-hemanta	False	213.40	N19-Mul/ν Sco	33.45	N05-Mrg/λ Ori	1	-179	N19-Mul	N05-Mrg	False
1130425.82	-1618-11-25	-1618	5	R5-hemanta	False	243.65	N22-Shr/α Aql	63.29	N07-Pun/β Gem	1	-180	N22-Shr	N07-Pun	False
1130455.39	-1618-12-24	-1618	6	R6-śiśira	False	273.64	N23-Dha/γ2 Del	93.67	N10-Mag/μ Leo	1	-179	N23-Dha	N10-Mag	False
1130484.79	-1617-01-23	-1617	6	R6-śiśira	False	303.04	N25-PBha/α Peg	122.61	N12-UPal/β Leo	1	-180	N25-PBha	N12-UPal	False
1130514.16	-1617-02-21	-1617	1	R1-vasanta	False	331.88	N27-Rev/ε Psc	151.78	N14-Chi/α Vir	1	-180	N27-Rev	N14-Chi	False
1130543.49	-1617-03-22	-1617	1	R1-vasanta	True	0.20	N03-Kri/* 17 Tau	180.46	N16-Vis/α2 Lib	1	180	N03-Kri	N16-Vis	True
1130572.77	-1617-04-21	-1617	1	R1-vasanta	False	28.14	N05-Mrg/γ Ori	207.92	N19-Mul/ζ2 Sco	1	179	N05-Mrg	N19-Mul	False
1130602.14	-1617-05-20	-1617	2	R2-grīṣma	False	56.07	N07-Pun/α Gem	236.09	N21-UAsh/τ Sgr	1	180	N07-Pun	N21-UAsh	False
1130631.54	-1617-06-19	-1617	2	R2-grīṣma	False	84.16	N09-Asl/ζ Hya	263.92	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False
1130661.11	-1617-07-18	-1617	3	R3-varṣā	False	112.76	N11-PPal/θ Leo	292.98	N24-Sha/λ Aqr	1	180	N11-PPal	N24-Sha	False
1130690.81	-1617-08-17	-1617	3	R3-varṣā	False	141.99	N13-Has/ε Crv	322.89	N26-UBha/α And	1	180	N13-Has	N26-UBha	False
1130720.44	-1617-09-15	-1617	4	R4-śarat	False	171.67	N16-Vis/α1 Lib	351.23	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False
1130750.29	-1617-10-15	-1617	4	R4-śarat	False	201.99	N18-Jye/α Sco	21.90	N04-Roh/α Tau	1	-180	N18-Jye	N04-Roh	False
1130780.12	-1617-11-14	-1617	5	R5-hemanta	False	232.48	N21-UAsh/σ Sgr	52.72	N06-Ard/γ Gem	1	-179	N21-UAsh	N06-Ard	False
1130809.75	-1617-12-14	-1617	5	R5-hemanta	False	262.65	N23-Dha/β Del	82.00	N09-Asl/η Hya	1	-180	N23-Dha	N09-Asl	False
1130839.38	-1616-01-12	-1616	6	R6-śiśira	False	292.44	N24-Sha/λ Aqr	112.39	N11-PPal/θ Leo	1	-180	N24-Sha	N11-PPal	False
1130868.82	-1616-02-11	-1616	6	R6-śiśira	False	321.54	N26-UBha/γ Peg	141.35	N13-Has/γ Crv	1	-180	N26-UBha	N13-Has	False
1130898.19	-1616-03-11	-1616	1	R1-vasanta	False	350.06	N01-Ash/α Ari	170.01	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False
1130927.51	-1616-04-10	-1616	1	R1-vasanta	False	18.15	N04-Roh/ε Tau	198.42	N18-Jye/σ Sco	1	180	N04-Roh	N18-Jye	False
1130956.75	-1616-05-09	-1616	2	R2-grīṣma	False	45.96	N06-Ard/γ Gem	225.50	N20-PAsh/ε Sgr	1	179	N06-Ard	N20-PAsh	False
1130986.08	-1616-06-07	-1616	2	R2-grīṣma	False	73.91	N08-Pus/δ Cnc	253.82	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
1131015.45	-1616-07-06	-1616	3	R3-varṣā	False	102.17	N10-Mag/α Leo	282.16	N24-Sha/λ Aqr	1	179	N10-Mag	N24-Sha	False
1131044.94	-1616-08-05	-1616	3	R3-varṣā	False	130.99	N12-UPal/β Leo	311.27	N25-PBha/β Peg	1	180	N12-UPal	N25-PBha	False
1131074.49	-1616-09-03	-1616	4	R4-śarat	False	160.40	N15-Swa/α Boo	340.03	N01-Ash/γ Ari	1	179	N15-Swa	N01-Ash	False
1131104.26	-1616-10-03	-1616	4	R4-śarat	False	190.51	N17-Anu/δ Sco	10.49	N03-Kri/* 27 Tau	1	-180	N17-Anu	N03-Kri	False
1131134.12	-1616-11-02	-1616	5	R5-hemanta	False	220.99	N20-PAsh/γ Sgr	41.30	N05-Mrg/α Ori	1	-179	N20-PAsh	N05-Mrg	False
1131163.97	-1616-12-02	-1616	5	R5-hemanta	False	251.46	N22-Shr/γ Aql	72.07	N08-Pus/δ Cnc	1	-179	N22-Shr	N08-Pus	False
1131193.61	-1615-01-01	-1615	6	R6-śiśira	False	281.42	N24-Sha/λ Aqr	100.78	N10-Mag/α Leo	1	-180	N24-Sha	N10-Mag	False
1131223.28	-1615-01-30	-1615	6	R6-śiśira	False	310.95	N25-PBha/β Peg	130.92	N12-UPal/β Leo	1	-180	N25-PBha	N12-UPal	False
1131252.77	-1615-03-01	-1615	1	R1-vasanta	False	339.76	N01-Ash/γ Ari	159.53	N15-Swa/α Boo	1	-180	N01-Ash	N15-Swa	False
1131282.18	-1615-03-30	-1615	1	R1-vasanta	False	8.06	N03-Kri/* 17 Tau	188.03	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False
1131311.52	-1615-04-29	-1615	2	R2-grīṣma	False	36.01	N05-Mrg/λ Ori	216.23	N19-Mul/κ Sco	1	180	N05-Mrg	N19-Mul	False
1131340.75	-1615-05-28	-1615	2	R2-grīṣma	False	63.81	N07-Pun/β Gem	243.25	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr	False
1131370.06	-1615-06-26	-1615	3	R3-varṣā	False	91.90	N10-Mag/μ Leo	271.71	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1131399.43	-1615-07-25	-1615	3	R3-varṣā	False	120.42	N12-UPal/* 93 Leo	300.51	N25-PBha/α Peg	1	180	N12-UPal	N25-PBha	False
1131428.86	-1615-08-24	-1615	3	R3-varṣā	False	149.52	N13-Has/β Crv	329.62	N27-Rev/ε Psc	1	180	N13-Has	N27-Rev	False
1131458.41	-1615-09-22	-1615	4	R4-śarat	True	179.24	N16-Vis/α2 Lib	359.08	N02-Bha/* 39 Ari	1	-180	N16-Vis	N02-Bha	False
1131488.13	-1615-10-22	-1615	4	R4-śarat	False	209.50	N19-Mul/ζ2 Sco	29.72	N05-Mrg/γ Ori	1	-179	N19-Mul	N05-Mrg	False
1131517.94	-1615-11-21	-1615	5	R5-hemanta	False	239.97	N21-UAsh/τ Sgr	60.64	N07-Pun/α Gem	1	-179	N21-UAsh	N07-Pun	False
1131547.60	-1615-12-21	-1615	6	R6-śiśira	False	270.09	N23-Dha/γ2 Del	89.29	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	False
1131577.40	-1614-01-19	-1614	6	R6-śiśira	False	299.94	N25-PBha/α Peg	119.61	N12-UPal/* 93 Leo	1	-180	N25-PBha	N12-UPal	False
1131607.12	-1614-02-18	-1614	6	R6-śiśira	False	329.18	N27-Rev/ε Psc	149.41	N13-Has/β Crv	1	-179	N27-Rev	N13-Has	False
1131636.63	-1614-03-20	-1614	1	R1-vasanta	True	357.72	N02-Bha/* 41 Ari	177.27	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False
1131666.12	-1614-04-18	-1614	1	R1-vasanta	False	25.89	N05-Mrg/γ Ori	205.93	N18-Jye/ε Sco	1	180	N05-Mrg	N18-Jye	False
1131695.49	-1614-05-17	-1614	2	R2-grīṣma	False	53.81	N06-Ard/γ Gem	233.90	N21-UAsh/ζ Sgr	1	180	N06-Ard	N21-UAsh	False
1131724.76	-1614-06-16	-1614	2	R2-grīṣma	False	81.75	N09-Asl/σ Hya	261.28	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False
1131754.09	-1614-07-15	-1614	3	R3-varṣā	False	110.08	N11-PPal/δ Leo	289.89	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1131783.47	-1614-08-13	-1614	3	R3-varṣā	False	138.94	N13-Has/γ Crv	319.16	N26-UBha/γ Peg	1	180	N13-Has	N26-UBha	False
1131812.87	-1614-09-12	-1614	4	R4-śarat	False	168.35	N16-Vis/α1 Lib	348.21	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False
1131842.40	-1614-10-11	-1614	4	R4-śarat	False	198.30	N18-Jye/σ Sco	18.26	N04-Roh/ε Tau	1	-180	N18-Jye	N04-Roh	False
1131872.03	-1614-11-10	-1614	5	R5-hemanta	False	228.58	N21-UAsh/φ Sgr	48.81	N06-Ard/γ Gem	1	-179	N21-UAsh	N06-Ard	False
1131901.63	-1614-12-10	-1614	5	R5-hemanta	False	258.75	N22-Shr/β Aql	78.12	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
1131931.39	-1613-01-08	-1613	6	R6-śiśira	False	288.73	N24-Sha/λ Aqr	108.43	N11-PPal/δ Leo	1	-180	N24-Sha	N11-PPal	False
1131961.17	-1613-02-07	-1613	6	R6-śiśira	False	318.23	N26-UBha/γ Peg	138.42	N13-Has/γ Crv	1	-179	N26-UBha	N13-Has	False
1131990.92	-1613-03-09	-1613	1	R1-vasanta	False	347.17	N01-Ash/α Ari	167.90	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False
1132020.43	-1613-04-07	-1613	1	R1-vasanta	False	15.47	N04-Roh/γ Tau	195.15	N17-Anu/ω1 Sco	1	179	N04-Roh	N17-Anu	False
1132049.99	-1613-05-07	-1613	2	R2-grīṣma	False	43.60	N05-Mrg/α Ori	223.86	N20-PAsh/δ Sgr	1	180	N05-Mrg	N20-PAsh	False
1132079.39	-1613-06-05	-1613	2	R2-grīṣma	False	71.60	N08-Pus/δ Cnc	251.56	N22-Shr/γ Aql	1	179	N08-Pus	N22-Shr	False
1132108.75	-1613-07-05	-1613	3	R3-varṣā	False	99.82	N10-Mag/α Leo	279.60	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1132138.13	-1613-08-03	-1613	3	R3-varṣā	False	128.49	N12-UPal/β Leo	308.40	N25-PBha/β Peg	1	179	N12-UPal	N25-PBha	False
1132167.56	-1613-09-02	-1613	4	R4-śarat	False	157.73	N15-Swa/α Boo	338.05	N01-Ash/γ Ari	1	180	N15-Swa	N01-Ash	False
1132196.95	-1613-10-01	-1613	4	R4-śarat	False	187.41	N17-Anu/δ Sco	7.14	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False
1132226.45	-1613-10-30	-1613	5	R5-hemanta	False	217.51	N19-Mul/ι1 Sco	37.60	N05-Mrg/α Ori	1	-179	N19-Mul	N05-Mrg	False
1132255.97	-1613-11-29	-1613	5	R5-hemanta	False	247.66	N22-Shr/α Aql	67.75	N07-Pun/β Gem	1	-179	N22-Shr	N07-Pun	False
1132285.53	-1613-12-29	-1613	6	R6-śiśira	False	277.59	N23-Dha/γ2 Del	97.31	N10-Mag/ζ Leo	1	-180	N23-Dha	N10-Mag	False
1132315.20	-1612-01-27	-1612	6	R6-śiśira	False	307.19	N25-PBha/β Peg	127.28	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
1132344.93	-1612-02-26	-1612	1	R1-vasanta	False	336.31	N01-Ash/γ Ari	157.03	N15-Swa/α Boo	1	-179	N01-Ash	N15-Swa	False
1132374.48	-1612-03-26	-1612	1	R1-vasanta	False	4.78	N03-Kri/* 17 Tau	184.24	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False
1132404.17	-1612-04-25	-1612	2	R2-grīṣma	False	33.09	N05-Mrg/λ Ori	213.25	N19-Mul/ν Sco	1	180	N05-Mrg	N19-Mul	False
1132433.66	-1612-05-25	-1612	2	R2-grīṣma	False	61.14	N07-Pun/α Gem	240.43	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1132463.24	-1612-06-23	-1612	2	R2-grīṣma	False	89.44	N10-Mag/ε Leo	269.45	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
1132492.71	-1612-07-23	-1612	3	R3-varṣā	False	118.03	N12-UPal/* 93 Leo	297.83	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
1132522.18	-1612-08-21	-1612	3	R3-varṣā	False	147.12	N13-Has/β Crv	327.10	N27-Rev/ε Psc	1	179	N13-Has	N27-Rev	False
1132551.66	-1612-09-20	-1612	4	R4-śarat	False	176.73	N16-Vis/α2 Lib	357.09	N02-Bha/* 35 Ari	1	180	N16-Vis	N02-Bha	False
1132581.05	-1612-10-19	-1612	4	R4-śarat	False	206.64	N18-Jye/ε Sco	26.41	N05-Mrg/γ Ori	1	-180	N18-Jye	N05-Mrg	False
1132610.53	-1612-11-18	-1612	5	R5-hemanta	False	236.77	N21-UAsh/τ Sgr	57.04	N07-Pun/α Gem	1	-179	N21-UAsh	N07-Pun	False
1132639.98	-1612-12-17	-1612	5	R5-hemanta	False	266.71	N23-Dha/β Del	86.63	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False
1132669.48	-1611-01-15	-1611	6	R6-śiśira	False	296.32	N24-Sha/λ Aqr	116.22	N12-UPal/* 93 Leo	1	-180	N24-Sha	N12-UPal	False
1132699.04	-1611-02-14	-1611	6	R6-śiśira	False	325.47	N26-UBha/α And	145.71	N13-Has/β Crv	1	-179	N26-UBha	N13-Has	False
1132728.55	-1611-03-16	-1611	1	R1-vasanta	False	354.06	N02-Bha/* 35 Ari	173.55	N16-Vis/α1 Lib	1	-180	N02-Bha	N16-Vis	False
1132758.19	-1611-04-14	-1611	1	R1-vasanta	False	22.41	N04-Roh/α Tau	202.53	N18-Jye/α Sco	1	180	N04-Roh	N18-Jye	False
1132787.87	-1611-05-14	-1611	2	R2-grīṣma	False	50.64	N06-Ard/γ Gem	231.49	N21-UAsh/σ Sgr	1	180	N06-Ard	N21-UAsh	False
1132817.40	-1611-06-12	-1611	2	R2-grīṣma	False	78.80	N08-Pus/δ Cnc	258.49	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
1132847.07	-1611-07-12	-1611	3	R3-varṣā	False	107.42	N11-PPal/δ Leo	287.72	N24-Sha/λ Aqr	1	180	N11-PPal	N24-Sha	False
1132876.61	-1611-08-11	-1611	3	R3-varṣā	False	136.38	N13-Has/γ Crv	315.97	N26-UBha/γ Peg	1	179	N13-Has	N26-UBha	False
1132906.20	-1611-09-09	-1611	4	R4-śarat	False	165.92	N16-Vis/α1 Lib	345.94	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False
1132935.71	-1611-10-09	-1611	4	R4-śarat	False	195.84	N18-Jye/σ Sco	16.05	N04-Roh/γ Tau	1	-179	N18-Jye	N04-Roh	False
1132965.16	-1611-11-07	-1611	5	R5-hemanta	False	225.92	N20-PAsh/λ Sgr	45.83	N06-Ard/γ Gem	1	-180	N20-PAsh	N06-Ard	False
1132994.64	-1611-12-07	-1611	5	R5-hemanta	False	255.99	N22-Shr/β Aql	76.41	N08-Pus/δ Cnc	1	-179	N22-Shr	N08-Pus	False
1133024.03	-1610-01-05	-1610	6	R6-śiśira	False	285.65	N24-Sha/λ Aqr	105.47	N10-Mag/α Leo	1	-180	N24-Sha	N10-Mag	False
1133053.48	-1610-02-03	-1610	6	R6-śiśira	False	314.87	N26-UBha/γ Peg	134.94	N13-Has/γ Crv	1	-179	N26-UBha	N13-Has	False
1133082.91	-1610-03-05	-1610	1	R1-vasanta	False	343.57	N01-Ash/γ Ari	163.72	N15-Swa/α Boo	1	-179	N01-Ash	N15-Swa	False
1133112.34	-1610-04-03	-1610	1	R1-vasanta	False	11.83	N03-Kri/* 27 Tau	191.74	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False
1133141.91	-1610-05-03	-1610	2	R2-grīṣma	False	39.99	N05-Mrg/α Ori	220.59	N20-PAsh/γ Sgr	1	180	N05-Mrg	N20-PAsh	False
