iter	fits	jd	sun_ra	sun_dec	sun_lon	sun_lat	moon_ra	moon_dec	moon_lon	moon_lat	phase	jd_diff	yr	stel_jd	sun_naks	moon_naks	eqnx_1_tol	eqnx_2_tol	eqnx_3_tol	eqnx_4_tol	sun_न	moon_न	moon_phase	_season	season
3	-01998-12-23T09:40:57.079	991661.9034384186	330.40616258629865	-12.4249812185109	272.7571770929448	-0.0013215854013924	152.00431771596467	16.391716395620392	92.79894017073826	4.258788220787862	180.03396622750307	29.48200948757585	-1997	991644.9034375	N23-Dha/γ2 Del	N10-Mag/η Leo	False	False	False	False	N23-Dha	N10-Mag	1	0	0
2	-01997-01-21T21:15:02.699	991691.3854479062	357.73591881324063	-1.0487569547094384	302.1437541902408	0.0036664715886346	180.5388915350748	5.279788588662073	122.9826804209452	4.999143582718668	180.83641751496464	29.26807265984825	-1996	991674.3854398148	N25-PBha/β Peg	N12-UPal/β Leo	False	False	False	False	N25-PBha	N12-UPal	1	0	0
3	-01997-02-20T03:41:04.177	991720.653520566	24.17832500963358	10.2889620961246	330.79750427715703	0.0078423067626144	205.5673505602554	-6.128830909469496	150.53528696651722	4.365400445623964	179.74090200179677	29.30519885465037	-1996	991703.6535185184	N01-Ash/γ Ari	N15-Swa/α Boo	False	False	False	False	N01-Ash	N15-Swa	1	1	1
3	-01997-03-21T11:00:33.358	991749.9587194208	51.909683123589296	19.27291292050625	359.0312902823507	0.0102266596696402	232.31110944952604	-16.696630325714228	178.7482506495073	2.5794610132701075	179.72498274070196	29.31757185200695	-1996	991732.9587152776	N02-Bha/* 39 Ari	N17-Anu/δ Sco	True	True	True	True	N02-Bha	N17-Anu	1	1	1
3	-01997-04-19T18:37:51.566	991779.2762912728	81.62247935803914	23.74967794261171	26.984593689666458	0.010354417448872	261.5007087721254	-23.61526861793351	206.8541615194692	0.1170868559940968	179.88057523755933	29.425802680896595	-1996	991762.2762847224	N05-Mrg/γ Ori	N19-Mul/ν Sco	False	False	False	False	N05-Mrg	N19-Mul	1	1	1
2	-01997-05-19T04:51:00.918	991808.7020939536	112.06789459490204	22.418588984554187	54.97241619258792	0.0082512816990464	293.53283796408687	-24.68005528498628	235.9329450304598	-2.452323638184225	180.97190898179585	29.33389835164417	-1996	991791.7020833332	N07-Pun/α Gem	N21-UAsh/τ Sgr	False	False	False	False	N07-Pun	N21-UAsh	1	2	2
3	-01997-06-17T12:51:49.735	991838.0359923051	140.95388047077225	15.685910404165998	83.04279885447386	0.0043947452697211	322.29643081914713	-19.71426274613429	262.96338078139445	-4.230476053515207	179.9297215939975	29.4893574451562	-1996	991821.0359837963	N10-Mag/ε Leo	N23-Dha/δ Del	False	False	False	False	N10-Mag	N23-Dha	1	2	2
3	-01997-07-17T00:36:30.218	991867.5253497504	168.09557031525244	5.285256613695059	111.63983363926006	-0.0003935319794131	349.7529326462116	-10.01534552820371	291.2527301666456	-4.992489252218207	179.6175427653078	29.59696711495053	-1996	991850.5253472222	N12-UPal/* 93 Leo	N24-Sha/λ Aqr	False	False	False	False	N12-UPal	N24-Sha	1	3	3
3	-01997-08-15T14:56:08.177	991897.1223168654	194.88361057081983	-6.476659851313795	140.85013282750737	-0.0049404063707064	15.832156243304496	2.065975617386828	319.9895973828735	-4.423531140482077	179.1383828088158	29.815857883775607	-1996	991880.1223148148	N13-Has/β Crv	N26-UBha/α And	False	False	False	False	N13-Has	N26-UBha	1	3	3
4	-01997-09-14T10:30:58.298	991926.9381747491	223.5756875245252	-17.01809286149757	170.79829946569347	-0.0080432908686181	44.10729693495942	14.54826060654133	350.5686847167888	-2.5033040634710844	179.7636395450771	29.82425942842383	-1996	991909.9381712964	N16-Vis/α2 Lib	N02-Bha/* 35 Ari	False	False	False	False	N16-Vis	N02-Bha	1	4	4
4	-01997-10-14T06:17:54.313	991956.7624341776	255.276430827666	-23.26895216232548	201.14254626958265	-0.0088121316073832	74.96667092553163	23.401667880054724	20.884213106829566	0.1706875535078858	179.73109121049345	29.81408847309649	-1996	991939.7624305557	N18-Jye/ε Sco	N05-Mrg/γ Ori	False	False	False	False	N18-Jye	N05-Mrg	1	4	4
4	-01997-11-13T01:50:11.557	991986.5765226508	288.4648702811052	-22.88750941483419	231.6104630367522	-0.0070122209497052	108.65861549473163	25.69142963635443	51.43616620180226	2.8103194556894824	179.81421318251344	29.665690678637475	-1996	991969.5765162036	N21-UAsh/τ Sgr	N07-Pun/α Gem	False	False	False	False	N21-UAsh	N07-Pun	1	5	5
3	-01997-12-12T17:48:47.232	992016.2422133292	319.69438106082504	-16.08265025595059	261.7662901940063	-0.0031027300968746	140.5040332430652	20.61221239701855	81.09380616361813	4.546323254782499	179.3181815126867	29.61911409348249	-1996	991999.242210648	N23-Dha/α Del	N09-Asl/ζ Hya	False	False	False	False	N23-Dha	N09-Asl	1	5	5
3	-01996-01-11T08:40:18.689	992045.8613274228	347.9396354391178	-5.350841246764736	291.4741417677093	0.0018718605991768	169.78363664398566	9.969022525104371	111.31134610522707	4.961313179838946	179.8325469045244	29.469770464347675	-1995	992028.8613194444	N24-Sha/λ Aqr	N12-UPal/* 93 Leo	False	False	False	False	N24-Sha	N12-UPal	1	0	0
3	-01996-02-09T19:56:46.857	992075.3310978872	14.564374709813446	6.34271936507704	320.5143887537002	0.0065195239359098	196.14831941670752	-2.717290606270721	140.54331735131535	3.947234504819749	180.0300306022603	29.42446291563101	-1995	992058.331087963	N26-UBha/α And	N13-Has/β Crv	False	False	False	False	N26-UBha	N13-Has	1	0	0
2	-01996-03-10T06:08:00.453	992104.7555608028	41.78132974701778	16.48098398895345	349.01217914449575	0.0096553944364455	223.2208385523124	-15.014412023189587	169.8872740933265	1.8049313069662365	180.8816334247857	29.22856263502036	-1995	992087.7555555556	N02-Bha/* 35 Ari	N16-Vis/α1 Lib	False	False	False	False	N02-Bha	N16-Vis	1	1	1
3	-01996-04-08T11:37:08.265	992133.9841234378	70.74541272040395	22.769164911655828	16.960513626961014	0.0106193407503038	250.4278229231376	-23.35631117334155	196.74050684614204	-0.6319542993348148	179.79019703772073	29.27994125674013	-1995	992116.9841203704	N04-Roh/α Tau	N18-Jye/α Sco	False	False	False	False	N04-Roh	N18-Jye	1	1	1
3	-01996-05-07T18:20:15.190	992163.2640646944	101.07761409831453	23.591475015979977	44.8058409013852	0.0092940500585689	281.05004032219864	-26.579807616275712	224.5383097547918	-2.986783582033631	179.74405766232638	29.306356031564064	-1995	992146.2640625	N06-Ard/γ Gem	N21-UAsh/φ Sgr	False	False	False	False	N06-Ard	N21-UAsh	1	2	2
3	-01996-06-06T01:41:24.351	992192.570420726	130.63862950322175	18.67838846520925	72.76125550170696	0.0059900669508396	311.80112166256254	-23.12351463431133	252.6081296618029	-4.57973926737399	179.85714489783493	29.369473260827363	-1995	992175.5704166668	N08-Pus/δ Cnc	N22-Shr/β Aql	False	False	False	False	N08-Pus	N22-Shr	1	2	2
3	-01996-07-05T10:33:26.840	992221.9398939868	158.27208392858935	9.391041848209246	101.084796120102	0.0014457670182911	340.20082126311576	-13.99320193448376	281.07547550521065	-4.976280176501082	179.9971638107785	29.46162545471452	-1995	992204.9398842592	N11-PPal/δ Leo	N24-Sha/λ Aqr	False	False	False	False	N11-PPal	N24-Sha	1	3	3
3	-01996-08-03T21:38:11.280	992251.4015194416	184.86484320450973	-2.116962418296768	129.9678906369152	-0.003296256367154	6.4340785523846895	-1.5978993295071542	309.89805394358217	-4.029101706311555	179.93120312841785	29.5730859147152	-1995	992234.4015162037	N13-Has/γ Crv	N26-UBha/γ Peg	False	False	False	False	N13-Has	N26-UBha	1	3	3
3	-01996-09-02T11:23:25.903	992280.9746053563	212.45412152979424	-13.390765941424966	159.48868874645814	-0.0070432916203787	32.70247832095996	11.394213604026325	339.0367263966468	-1.9518376859289213	179.54329398710368	29.765746114542708	-1995	992263.9745949074	N16-Vis/α1 Lib	N01-Ash/β Ari	False	False	False	False	N16-Vis	N01-Ash	1	4	4
