nid,gname,mag,localdt,jd,epoch,year,month,daynum,daynum_utryn,daynum_dksyn,sun_alt,sun_az,sun_lon,sun_lat,alt,az,ra,dec,lon,lat
N01-Ash,β Ari,2.6,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-38.757459840846124,61.03464826130452,343.4578970220371,1.7744972470708091,345.5043631698494,8.249949686548026
N01-Ash,α Ari,2.0,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-39.00184973168464,55.991302740835884,346.2449494580097,4.553804420271532,349.204917163793,9.702513136929976
N01-Ash,γ Ari,4.5,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-39.55998090914746,62.72463227640075,343.24916861044824,0.2522886315335929,344.7098199237681,6.9305371961685704
N02-Bha,* 41 Ari,3.6,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-41.857029649925536,42.856380843510856,355.6314194687702,9.141483754969967,359.74009418732845,10.120960638084275
N02-Bha,* 39 Ari,4.5,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-39.91357472191283,42.041817538357414,354.9436813029953,11.06423171846676,359.9166652073542,12.152211742696453
N02-Bha,* 35 Ari,4.65,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-40.71917347327877,44.189898465773645,354.1229355890148,9.427632067730189,358.4781082837207,10.992402340545613
N03-Kri,η Tau,2.85,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-49.668802079593085,27.305644042381555,9.055875747845326,7.9788005345342805,11.487023196932828,3.6610976106899855
N03-Kri,* 17 Tau,3.7,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-49.51989129783948,28.1951162754513,8.463637338998058,7.876641074213373,10.907409493376518,3.802619515857335
N03-Kri,* 19 Tau,4.3,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-49.19491634025578,27.950238301628943,8.473175183166992,8.238487452350572,11.06162413945484,4.130294630200887
N03-Kri,* 20 Tau,3.85,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-49.32526756926064,27.77725028578545,8.631537430239064,8.166633424194186,11.176668678725541,4.001584411369004
N03-Kri,* 23 Tau,4.1,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-49.75975495675889,27.75994176499686,8.822946952291689,7.775564568404032,11.193599969156695,3.567295143206975
N03-Kri,* 27 Tau,3.6,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-49.80485709345826,26.74596910945522,9.445501052788098,7.999886207651217,11.849795479873785,3.5259952479438343
N04-Roh,α Tau,0.85,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-58.03288217440383,8.853444056819928,21.82009829913073,2.9777850341500085,21.248525173459182,-5.895657227262302
N04-Roh,γ Tau,3.65,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-59.07043212674296,16.210087677344017,18.2492677021424,1.2302132457946453,17.260990870454357,-6.146625659709633
N04-Roh,δ Tau,3.77,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-57.16420098149704,14.742503913343114,18.55635589766833,3.2646863055540174,18.333259219582743,-4.387725891074747
N04-Roh,ε Tau,3.5,-1500-01-01T07:26:45.210,1173196.5810788244,-1500.0,-1500,1,1,13,193,-0.0328238130736938,116.81711622618644,281.8226206429612,-0.0006739251987544,-55.49633356504224,12.376748055025407,19.498136129766042,5.166780934691819,19.93332882807226,-2.990931060172814
