nid,gname,mag,localdt,jd,epoch,year,month,daynum,daynum_utryn,daynum_dksyn,sun_alt,sun_az,sun_lon,sun_lat,alt,az,ra,dec,lon,lat
N01-Ash,β Ari,2.6,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-36.86372968433054,65.52856302668704,339.7035211454698,0.16669222357027044,341.38603638340805,8.234644738205091
N01-Ash,α Ari,2.0,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-37.344787270590516,60.63339649869306,342.5113077888112,2.921794579278252,345.08740500772245,9.684761206108545
N01-Ash,γ Ari,4.5,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-37.58864144193917,67.23012802542074,339.4805211225803,-1.3534885776613517,340.5906185849497,6.915766551607114
N02-Bha,* 41 Ari,3.6,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-40.86632540550805,48.02592014379295,351.8948068535688,7.456939873091487,355.6221699563138,10.096681710540242
N02-Bha,* 39 Ari,4.5,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-38.971674557574765,47.044465913106855,351.2170302294097,9.382002564209584,355.7999604328211,12.127832046150631
N02-Bha,* 35 Ari,4.65,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-39.66002236277115,49.229516164875065,350.39394194815327,7.748498048902089,354.3608129897995,10.968866046562844
N03-Kri,η Tau,2.85,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-49.51555125709572,33.56573374954856,5.265954833369633,6.297482141235607,7.3649059318656045,3.63051602715789
N03-Kri,* 17 Tau,3.7,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-49.31687268987697,34.4286051139722,4.676244674815634,6.1932319980822035,6.785381681831045,3.772320879182431
N03-Kri,* 19 Tau,4.3,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-49.006977514689964,34.14245732269881,4.684503303876991,6.555108524227487,6.939752050466393,4.099920363579274
N03-Kri,* 20 Tau,3.85,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-49.14662646805611,33.98801156726664,4.842514979994262,6.4837972929716905,7.05472900867324,3.9711539128979694
N03-Kri,* 23 Tau,4.1,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-49.58043759190432,34.02901740749881,5.034617707879091,6.093403622312077,7.071446716350541,3.5368564290614963
N03-Kri,* 27 Tau,3.6,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-49.68278730920553,33.028187994576946,5.654065406358902,6.320041082170865,7.727600410080797,3.495238167406737
N04-Roh,α Tau,0.85,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-58.88270322298106,16.415947146090144,18.03464776426332,1.384733502809589,17.122332933848057,-5.930511683700888
N04-Roh,γ Tau,3.65,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-59.501406602859284,24.08445259956208,14.482344435964885,-0.3956461534250044,13.13444465428608,-6.179850876072529
N04-Roh,δ Tau,3.77,-1800-01-01T07:27:28.497,1063623.5815798263,-1800,-1800,1,1,13,193,0.0291037021479416,116.90852883223998,281.6611638910112,-0.0005706434066463,-57.68907167013994,22.21366626773629,14.772085657048818,1.6413372695785815,14.207522788013112,-4.421404678302524
