local,jd,alt,az,raJ2000,decJ2000,lon,lat,year,month,daynum,daynum_utryn,daynum_dksyn
-2300-01-01T07:27:50.140,881002.5818303273,0.00938354437099404,116.91895406080604,343.0487853726562,-7.45466038981416,282.0033423979711,0.0006266420387235694,-2300,1,1.0,14.0,193.0
-2300-01-02T07:27:50.140,881003.5818303273,-0.01497724890543572,116.7918958866115,343.9738877827134,-7.065844397154412,283.00001731439966,0.0008183169848743719,-2300,1,2.0,15.0,194.0
-2300-01-03T07:27:50.140,881004.5818303273,-0.03379877723086579,116.65969634707102,344.8967899093104,-6.675471084964773,283.99600653418713,0.0010181414684143385,-2300,1,3.0,16.0,195.0
-2300-01-04T07:28:11.784,881005.5820808284,0.023744095995126335,116.56568241991157,345.81780448737436,-6.283550314531906,284.9915624005975,0.0012271250020410704,-2300,1,4.0,17.0,196.0
-2300-01-05T07:28:11.784,881006.5820808284,0.016222566657885296,116.42348524013697,346.73655810423895,-5.890384462138716,285.9861927502547,0.0014456016998335554,-2300,1,5.0,18.0,197.0
-2300-01-06T07:28:11.784,881007.5820808284,0.014358887037342484,116.27644052105873,347.65337563934486,-5.495979316343556,286.9801556082194,0.00167339984303778,-2300,1,6.0,19.0,198.0
-2300-01-07T07:28:11.784,881008.5820808284,0.01817547455003928,116.12464325740132,348.5683570818984,-5.100436392665164,287.9734606678745,0.0019095510152822587,-2300,1,7.0,20.0,199.0
-2300-01-08T07:28:11.784,881009.5820808284,0.02768816523570984,115.9681864772155,349.4816075336898,-4.703855274031039,288.96611846470944,0.0021523624571614273,-2300,1,8.0,21.0,200.0
-2300-01-09T07:27:50.140,881010.5818303273,-0.02833922048959488,115.76392548373829,350.3930072565768,-4.306433881812086,289.9578926363096,0.0023994988942828577,-2300,1,9.0,22.0,201.0
-2300-01-10T07:27:50.140,881011.5818303273,-0.007504537728596624,115.59840962452576,351.30312240383296,-3.9080706512367094,290.9492946010698,0.002648475604169468,-2300,1,10.0,23.0,202.0
-2300-01-11T07:27:50.140,881012.5818303273,0.019050282625725667,115.42850075886044,352.21183259609006,-3.508962743715616,291.94009245012313,0.0028965726352678522,-2300,1,11.0,24.0,203.0
-2300-01-12T07:27:28.497,881013.5815798263,-0.020248727672782366,115.21105279897829,353.1190158816286,-3.1093086449165215,292.9300557623898,0.0031412819230715555,-2300,1,12.0,25.0,204.0
-2300-01-13T07:27:28.497,881014.5815798263,0.017659065843351057,115.03261246002486,354.0252281852618,-2.709007135263809,293.9196970350454,0.00338067173711152,-2300,1,13.0,26.0,205.0
-2300-01-14T07:27:06.854,881015.5813293253,-0.010515930630643431,114.80681682587812,354.9301127867917,-2.3083585848117476,294.90853394673127,0.0036130445398113503,-2300,1,14.0,27.0,206.0
-2300-01-15T07:26:45.210,881016.5810788244,-0.0331928654477693,114.57699290486963,355.83399051209693,-1.9073632236761593,295.89682411476855,0.0038373612549523154,-2300,1,15.0,28.0,207.0
-2300-01-16T07:26:45.210,881017.5810788244,0.02171644717815421,114.38644893434238,356.7371781369703,-1.506021392200744,296.88482057547753,0.004053006305994136,-2300,1,16.0,29.0,208.0
-2300-01-17T07:26:23.567,881018.5808283233,0.010169016450318306,114.14884078727232,357.6393113033725,-1.1046353747882929,297.8720301858621,0.004259575301816631,-2300,1,17.0,30.0,209.0
