nid,gname,mag,localdt,jd,epoch,year,month,daynum,daynum_utryn,daynum_dksyn,sun_alt,sun_az,sun_lon,sun_lat,alt,az,ra,dec,lon,lat
N01-Ash,β Ari,2.6,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-39.54262993954028,59.25353738001556,344.70812915613226,2.317305938877726,346.88180314274996,8.255240915475898
N01-Ash,α Ari,2.0,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-39.69222987329025,54.15064669654291,347.4898788088411,5.103490740961094,350.5820905806794,9.708611405175867
N01-Ash,γ Ari,4.5,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-40.37535386714244,60.93837544203175,344.50349792459906,0.7945354943885367,346.087548236762,6.93565217817423
N02-Bha,* 41 Ari,3.6,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-42.276568410733454,40.808330205463704,356.88106772399965,9.70472364804214,1.1174109013732898,10.129206424192386
N02-Bha,* 39 Ari,4.5,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-40.31630808973815,40.0629294082168,356.19069346514857,11.626987941731548,1.2935828033269872,12.160491304630611
N02-Bha,* 35 Ari,4.65,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-41.16780825136534,42.19383702100269,355.3698581485117,9.989705940441693,359.8552173594,11.000404170741886
N03-Kri,η Tau,2.85,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-49.73807708822532,24.836941045267466,10.325428127771797,8.535185705177012,12.865720054035007,3.6714072529732182
N03-Kri,* 17 Tau,3.7,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-49.609427245013414,25.735369045615396,9.732191973175683,8.433979587138591,12.286076933440768,3.8128368141760998
N03-Kri,* 19 Tau,4.3,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-49.279097916925345,25.507602364824763,9.74232003784813,8.795810636804555,12.440240814453103,4.140536595778786
N03-Kri,* 20 Tau,3.85,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-49.40544815036275,25.32747944527372,9.900796258758195,8.723707383428684,12.555307458477701,4.011844735271579
N03-Kri,* 23 Tau,4.1,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-49.83927762599013,25.28671463455599,10.091834997713407,8.332332020808877,12.57230845977996,3.5775581707371984
N03-Kri,* 27 Tau,3.6,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-49.861350175571474,24.269485417202567,10.715639140835965,8.555611769360048,13.228517857889349,3.536362151358693
N04-Roh,α Tau,0.85,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-57.68230885613099,5.922828719722019,23.08805950747528,3.4994272413020733,22.6285459938163,-5.883957930638575
N04-Roh,γ Tau,3.65,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-58.88153601427137,13.133187676706328,19.509803313554396,1.7642828387019633,18.64112925579958,-6.135455125275959
N04-Roh,δ Tau,3.77,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-56.94421100783091,11.827260521185577,19.82356761680492,3.7977584171323917,19.71313400344121,-4.376407758199612
N04-Roh,ε Tau,3.5,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-55.22512228015957,9.598356223293788,20.772375055776077,5.696719315801157,21.312996440771787,-2.979400048969281
N04-Roh,θ2 Tau,3.4,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-58.52176128526898,9.056083764558862,21.537549991629557,2.476325009746838,20.7986317238385,-6.249215518443154
N05-Mrg,λ Ori,3.5,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-58.1213701789309,335.89086166280435,38.71438933562604,0.8863022630197824,36.546807656421755,-13.817146196600309
N05-Mrg,γ Ori,1.6,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-62.473414012016306,335.4746609475123,37.33298281216591,-3.245599336515008,33.7750663605552,-17.25980801072137
N05-Mrg,α Ori,0.45,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-56.68508541992288,325.9114498434802,44.1831210743566,-0.10926801464594944,41.6026596417034,-16.479422471087826
N06-Ard,γ Gem,1.9,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-42.944621294752594,325.37665442404017,51.381456240419496,11.628619167852827,51.96844062174031,-7.193458998685703
N07-Pun,β Gem,1.15,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-23.492282436866596,324.9213513428764,62.846524548001945,27.85077909963028,66.05584194629631,6.2582659106324074
N07-Pun,α Gem,1.9,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-23.1183841065527,329.81087687570704,58.75403474115562,30.59863458521173,63.0749425477617,9.66228569930255
N08-Pus,δ Cnc,3.9,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-16.103166008450252,308.83685302424595,80.82108100226412,23.295976847604813,81.57977566919067,-0.29141445632702434
N09-Asl,ζ Hya,3.1,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-17.94994188467043,295.91957292166694,87.47596341074183,12.528428467515438,87.49189839972719,-11.308521339133275
N09-Asl,δ Hya,4.1,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-22.20301877418924,297.1941553787314,83.26294936542457,10.945296415691246,83.22285893828324,-12.752904314703857
N09-Asl,ε Hya,6.65,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-19.826863883341318,297.12005579914046,85.2392395142824,12.325126266794346,85.25921495900657,-11.454528752378353
N09-Asl,η Hya,4.3,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-21.62824760243875,294.36081912326284,85.32462888548152,9.179307064993205,85.23505087105849,-14.601214069862005
N09-Asl,ρ Hya,4.35,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-19.625125890884572,296.3943485467154,85.82258293293707,11.898491471857543,85.82728330880924,-11.899263799802213
N09-Asl,σ Hya,4.45,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-22.70512391837303,294.67871013828477,84.26803120578371,8.782984276172952,84.14098594402374,-14.957659956551232
N10-Mag,ζ Leo,3.4,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,5.926041882523158,306.91897272215067,102.39756959423117,35.00967912171863,100.34510956472536,11.600412776467234
N10-Mag,α Leo,1.35,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,1.03662324458583,296.35547633487477,103.84341801496511,23.458415135375972,102.68284341211026,0.21603093612676802
N10-Mag,γ Leo,2.21,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,5.777448145258395,303.24660945604415,104.47852911592642,31.792237455090103,102.41328141211791,8.563813033041198
N10-Mag,ε Leo,2.95,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,-0.7740809886234051,309.1898870617021,94.12957063897204,33.2184100827691,93.5051654986953,9.408865576453026
N10-Mag,η Leo,3.45,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,2.082894868675579,301.0439590186008,102.13026369588691,28.005959528392793,100.73055016473504,4.6038953946427785
N10-Mag,μ Leo,3.85,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,1.3766995412109364,310.8681120596855,95.07976757822092,35.8316667118383,94.21352292797599,12.046373284325451
N11-PPal,δ Leo,2.55,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,18.331937349633815,301.16658980985426,119.08566502530333,35.58575451844118,114.06482058095001,14.163642452333548
N11-PPal,θ Leo,3.3,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,17.393598677424258,295.905790565555,120.39704508212904,30.61120248143701,116.20571417807328,9.520461130221515
N12-UPal,β Leo,2.1,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,25.479891787552152,293.26432808403854,130.22324577948757,31.281656364122625,124.37542206754263,12.175029623666637
N13-Has,δ Crv,2.9,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,25.388022898304328,256.9650337469359,144.55471444892356,1.5431064803045997,146.39966306808523,-12.11329626867546
N13-Has,α Crv,4.0,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,17.205096970542172,251.52596277661766,140.32554580932393,-7.104318962369034,145.27468379257,-21.67438818066439
N13-Has,β Crv,2.65,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,23.053484089903787,249.7710707417172,146.1416427082316,-5.236839340207892,150.36200967092162,-17.9306205933529
N13-Has,γ Crv,2.55,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,21.918439877920758,257.5689631846303,141.29842221949028,0.22208987923445792,143.693744422907,-14.43889943372208
N13-Has,ε Crv,3.0,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,18.49903871360876,253.32338289983176,140.48931691791609,-4.965331200709288,144.67737846898936,-19.603513547448536
N14-Chi,α Vir,0.95,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,39.72324814881649,254.7925434266714,157.79150757904023,7.448195817145343,156.70682291884478,-1.893733205746958
N15-Swa,α Boo,0.15,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,60.74001191913781,295.9325784990007,172.70422405641412,37.313829267221486,156.8317223475536,30.895825679493814
N16-Vis,α2 Lib,2.75,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,51.91446491195648,229.2982975083101,178.36613367471617,1.4180470303097235,177.92871425372758,0.636250061800778
N16-Vis,α1 Lib,5.15,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,51.9242023000648,229.4011848725723,178.32525445672925,1.4675694264954033,177.87131414733204,0.665016113300416
N17-Anu,δ Sco,2.35,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,51.66286501703294,200.60179619449863,193.53618937036433,-7.646080061279552,195.42605223457616,-1.595419085727547
N17-Anu,β1 Sco,2.6,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,54.58519413175945,199.10664370738903,195.27936679223296,-5.1271176226069395,196.0328516000517,1.40065600677562
N17-Anu,π Sco,2.85,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,48.155296550097766,200.4901916246227,192.49594138675508,-11.001263425092029,195.8085061365511,-5.083025412402826
N17-Anu,ω1 Sco,3.9,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,53.75056691454767,198.4394676529652,195.41781870568704,-6.038332483322839,196.51527584259048,0.6154560643650171
N18-Jye,ε Sco,2.25,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,39.617694300372605,185.45159211643704,201.7476005130882,-21.521002919645117,208.21015944709234,-11.306240650078125
N18-Jye,α Sco,1.05,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,47.982246433265644,190.22679002539024,199.25898749287236,-12.795330208860033,202.62319322738693,-4.153426421102138
N18-Jye,σ Sco,3.05,-1400-01-01T07:26:45.210,1209720.5810788244,-1400,-1400,1,1,13,193,-0.0009240248902979,116.857649286368,281.5518220848587,-0.0007942462545098,48.911815172713595,192.94457621625432,197.616172055662,-11.55620624611579,200.65988519220392,-3.6272586761731964
