date	index	jd	lati_Jupiter	lati_Mars	lati_Mercury	lati_Moon	lati_Saturn	lati_Sun	lati_Venus	long_Jupiter	long_Mars	long_Mercury	long_Moon	long_Saturn	long_Sun	long_Venus	long_jyeshta
-577-06-04	126448	1510468.5	-0.7327672533041449	-0.3234859615115057	-4.35038955611247	2.71641370399869	2.490239255508651	0.0	1.018439590531822	285.8678068763017	36.797851071980006	57.0406511164752	66.83134442027426	203.7860127193516	70.48108598932527	82.07704155074231	213.70720164383562
-577-06-11	126449	1510475.5	-0.7599549065722306	-0.24779371650879345	-3.4263441125983083	-4.377187287808041	2.462583242971169	0.0	1.2117989687438335	285.22497046547755	41.539297724435755	58.35265443144578	156.47605381418933	203.5516012354322	77.14902551799997	90.67440098951523	213.7072394520548
-577-06-18	126450	1510482.5	-0.7854381514300152	-0.16971620615521327	-1.932366259604568	-3.1247156732762007	2.433305195817153	0.0	1.3638848060049191	284.47432138471004	46.2314449136353	64.15953359966761	240.56766985263744	203.38895908450897	83.82589140452444	99.27249308093826	213.70727726027397
-577-06-25	126451	1510489.5	-0.8087371208534502	-0.08929383626012985	-0.32592586684882663	4.325454897446437	2.402889525860576	0.0	1.4683772433214806	283.640060033785	50.87370399026885	74.11304989093901	334.6539545891978	203.30167028103543	90.5147479558205	107.87038469533212	213.70731506849316
-577-07-02	126452	1510496.5	-0.8294239460881216	-0.0065310716890042645	0.9704245827645764	1.8572484705488024	2.371801653080452	0.0	1.5202894566596037	282.7505452387702	55.465295601656635	87.12647123924023	76.03838270757547	203.2918740646764	97.2185257233432	116.46679534078613	213.70735287671232
-577-07-09	126453	1510503.5	-0.8471583417857629	0.0786059777952771	1.6715488133071783	-4.7767598679833085	2.3404779974439207	0.0	1.5161486627811367	281.83713646870774	60.00518943483456	101.35037114123048	164.9011846844844	203.36037561923013	103.93998594414171	125.06013942892986	213.7073906849315
-577-07-16	126454	1510510.5	-0.8617168036866162	0.16619214434281426	1.7713993412547522	-2.3591671935554976	2.3093191823884225	0.0	1.4541377258553323	280.9326757387994	64.49203837108473	115.22303220334179	249.1763313647405	203.5067785935532	110.68168506199196	133.64858243596552	213.70742849315067
-577-07-23	126455	1510517.5	-0.8730104006720072	0.2563460585516409	1.4220022236227214	4.778847871775528	2.2786861316910803	0.0	1.3341924177530422	280.0697784522265	68.92410572324854	128.1332932629472	344.2225922716732	203.72962764988137	117.44593955505684	142.23010270155459	213.70746630136986
-577-07-30	126456	1510524.5	-0.8810882320335734	0.3492333754367427	0.7765894883154583	0.9394346902987324	2.2488985959761254	0.0	1.158051249831001	279.27914564242514	73.29918388208972	140.015967902695	85.1702655016199	204.02655149149086	124.23479141158977	150.80254879337662	213.70750410958905
-577-08-06	126457	1510531.5	-0.8861265356752869	0.4450704708988881	-0.04956843414057988	-5.033951079593036	2.220235586121801	0.0	0.9292568432622532	278.58810524931937	77.61450227588459	150.93686920148014	173.31375013020568	204.39439926319068	131.04997471522057	159.36368131609015	213.70754191780821
-577-08-13	126458	1510538.5	-0.88840622875588	0.5441287083303602	-0.9687356410571996	-1.5163025062246958	2.1929371971314144	0.0	0.6531098550089285	278.0195389220182	81.86662202647835	160.91476114509487	257.8255814937794	204.82936555585323	137.89288392985407	167.91118784285322	213.7075797260274
-577-08-20	126459	1510545.5	-0.888283485864173	0.6467393681118766	-1.9011905391474369	5.056152273938118	2.167207355021568	0.0	0.3365783518205358	277.5912710395844	86.0513140391132	169.81955751314717	353.8353544473426	205.32710128360816	144.76454460523962	176.44266024756058	213.70761753424657
-577-08-27	126460	1510552.5	-0.8861584162001815	0.7532993156509471	-2.7464879305623207	-0.004596344438123311	2.1432170910710924	0.0	-0.01183291569701092	277.3159132338058	90.16341646163994	177.22103518088443	94.23087022685809	205.88280934686503	151.6655873344472	184.95552493880388	213.70765534246576
-577-09-03	126461	1510559.5	-0.8824461418609777	0.8642774479491914	-3.3227670440273567	-5.141981173250116	2.121108026966121	0.0	-0.3822477266474892	277.2010923426054	94.1966664648686	182.0778609914404	181.7147554167575	206.49132523101625	158.5962258964249	193.4469180724081	213.70769315068495
-577-09-10	126462	1510566.5	-0.8775531149873903	0.9802218906841512	-3.2321984240578305	-0.6212374104690946	2.1009958306640213	0.0	-0.7636117321364335	277.24995358704393	98.14350010484259	182.3129204219273	266.52233567904574	207.14718355308102	165.55624057605485	201.91349938987025	213.7077309589041
-577-09-17	126463	1510573.5	-0.871859918026831	1.1017677943432898	-1.8423538613157904	5.14526818588434	2.0829734700715994	0.0	-1.1439071732335715	277.4618236251626	101.99481262967258	176.04865662106388	3.47902024899696	207.84467211579047	172.5449676732407	210.35119947981582	213.7077687671233
-577-09-24	126464	1510580.5	-0.8657104858403347	1.2296453611469178	0.4746204380442343	-0.9426260314161816	2.0671141471536787	0.0	-1.5103820514089477	277.8329321831469	105.73967003303778	168.33046744881426	103.22544213254356	208.5778753285408	179.56129618069735	218.75489552687839	213.70780657534246
-577-10-01	126465	1510587.5	-0.8594068527709333	1.3646873621495832	1.9572081027911283	-5.0983097615786095	2.0534738384126983	0.0	-1.8497867008124576	278.3571159635689	109.36496107809938	168.18806798023456	190.104654867634	209.3407089710125	186.6036725036108	227.11800942958763	213.70784438356165
-577-10-08	126466	1510594.5	-0.8532081503613335	1.5078347753141002	2.243814668024227	0.2986476462034964	2.0420933996427544	0.0	-2.148610417790528	279.0264557019667	112.85497776116064	175.02702714962436	275.274249535664	210.12694826688855	193.67011393130585	235.43201884736112	213.7078821917808
-577-10-15	126467	1510601.5	-0.8473325461827815	1.6601381288767003	1.8584769832444408	5.041682654804097	2.0330002151285744	0.0	-2.393310138283381	279.83182097629543	116.19091196912822	184.8346761358274	13.138851761775527	210.93025114712376	200.75823132761445	243.6858653003379	213.70792
-577-10-22	126468	1510608.5	-0.8419609809351406	1.8227504160158865	1.1802336081833835	-1.843688883433092	2.026209385852126	0.0	-2.5705219626698246	280.76331519395126	119.35025832013365	195.53738835408458	112.15977483122124	211.7441784532092	207.8652612033168	251.8652325399239	213.7079578082192
-577-10-29	126469	1510615.5	-0.8372418122544304	1.996904670240271	0.4015662795929357	-4.904665690743959	2.0217244596774813	0.0	-2.6672445637689446	281.81062485204137	122.30612052765156	206.44145233844432	198.4838574470604	212.56221268932416	214.9881069823749	259.9516510459642	213.70799561643835
-577-11-05	126470	1510622.5	-0.8332957315811815	2.1838649005869986	-0.3746614796533821	1.2143881902281517	2.0195377106697547	0.0	-2.670981346867878	282.9632836636113	125.02643596463145	217.38838560659198	284.08913356418043	213.3777767988116	222.1233888833017	267.9213578172488	213.70803342465754
-577-11-12	126471	1510629.5	-0.8302205434817345	2.384832370493996	-1.0802753401493204	4.748816432473721	2.019629976258722	0.0	-2.5698262483583787	284.21086485022585	127.47316897538542	228.40348837967412	22.799766872769624	214.18425433159928	229.26750144229118	275.7438004893864	213.7080712328767
-577-11-19	126472	1510636.5	-0.8280955698606917	2.6007794852154777	-1.6539157239865216	-2.6789853385527493	2.021970061398327	0.0	-2.3524777358820668	285.5431151498293	129.6015921796075	239.56650934717385	121.03945727397877	214.9750122951893	236.4166773353826	283.37961557223684	213.7081090410959
-577-11-26	126473	1510643.5	-0.8269855649121679	2.832170854044547	-2.0222492682494115	-4.5669618467354525	2.0265137196228418	0.0	-2.0081703656932417	286.9500429354592	131.3598985203538	250.943732714458	206.8532378451369	215.7434279469347	243.5670558270591	290.77782517509405	213.70814684931506
-577-12-03	126474	1510650.5	-0.8269441080815073	3.0785179446631106	-2.0805359951052056	2.0962075084091003	2.0332022234216383	0.0	-1.5265312424730726	288.4219710393977	132.68959400632968	262.4912800775136	292.9742622948983	216.4829207912113	250.714753933258	297.8718788589584	213.70818465753425
-577-12-10	126475	1510657.5	-0.8280164915850179	3.3377091729581525	-1.669892619621281	4.277915498286688	2.041960542151954	0.0	-0.8974189008610864	289.9495629051485	133.52743636139627	273.8016292815244	32.44754325785976	217.186991083087	257.85593823512875	304.5740215610652	213.70822246575344
-577-12-17	126476	1510664.5	-0.8302421453602626	3.6050838131183593	-0.5792500228831862	-3.4226667022488733	2.052695156394338	0.0	-0.1109289109138688	291.5238288222957	133.8100881905259	283.4518795863856	129.86926743659455	217.84926619691154	264.98689524415187	310.7673419832051	213.7082602739726
-577-12-24	126477	1510671.5	-0.8336566532667382	3.8723190925907702	1.2727207051563338	-4.095100651124321	2.065291554909226	0.0	0.8419449333449976	293.1361173736288	133.48298431727306	288.12052835336897	215.21459245956368	218.46355627007412	272.10409830270265	316.2949365800992	213.7082980821918
-577-12-31	126478	1510678.5	-0.8382934155363616	4.126431305912576	3.2094229882394933	2.9143850510537184	2.0796114857850934	0.0	1.9668095292886292	294.77809588325147	132.51470928822482	284.5387116063623	301.93564452700264	219.02392054274432	279.20426918458145	320.94651837901074	213.70833589041095
-576-01-07	126479	1510685.5	-0.8441850078037915	4.349559725669754	3.753662034082189	3.647494785123419	2.0954900683876687	0.0	3.258902596089405	296.44172260085566	130.91658038412262	276.7174779838922	42.06986094502111	219.52474573917075	286.28443284501867	324.4462183543579	213.70837369863014
-576-01-14	126480	1510692.5	-0.8513642790843814	4.520508767588972	2.8077361545031274	-4.052492940290888	2.112732918024624	0.0	4.6866782492079135	298.1192125579855	128.7633017302257	272.84113692814867	138.65276918960564	219.96083761479275	293.3419641112568	326.4553090118407	213.70841150684933
-576-01-21	126481	1510699.5	-0.8598652213600119	4.6187415742191495	1.4040028713034096	-3.50268269338664	2.1311134904139406	0.0	6.159997376620772	299.8029984531348	126.20528511827648	274.5616260204493	223.57098775029306	220.3275263595652	300.3746254898834	326.6260934145896	213.7084493150685
-576-01-28	126482	1510706.5	-0.8697236327767142	4.630137209138317	0.09252709985598404	3.6402214310999774	2.1503709157345603	0.0	7.488674809372945	301.48568752512614	123.46089296537129	280.0613917626066	310.9773344310815	220.6207858300472	307.3805956662241	324.771111012223	213.70848712328768
-576-02-04	126483	1510713.5	-0.8809775851667829	4.551912877233943	-0.9678367583180004	2.882390794334486	2.1702086570816648	0.0	8.381341478272015	303.16001512300613	120.78353817936295	287.8758310655545	51.657025040433034	220.8373655153059	314.3584886420647	321.1705992871741	213.70852493150684
-576-02-11	126484	1510720.5	-0.8936676946618498	4.393690811921012	-1.7278931397443242	-4.5503610297616754	2.190294386906964	0.0	8.571464698255774	304.818795555409	118.4136098724	297.2539189246076	147.39214257377557	220.9749326834272	321.3073638016981	316.7942139636612	213.70856273972603
