padam,kaanda,varga,shloka,paada,cnt,linga
संज्ञा,3,3,33,2,1,स्त्री
संज्ञा,3,3,33,2,1,स्त्री
संज्ञा,3,3,33,2,1,स्त्री
संज्ञा,3,3,33,2,1,स्त्री
करट,3,3,34,1,1,पुं
शिपिविष्ट,3,3,34,2,1,पुं
शिपिविष्ट,3,3,34,2,1,पुं
शिपिविष्ट,3,3,34,2,1,पुं
त्वष्टृ,3,3,35,1,1,पुं
कटु,3,3,35,2,1,नपुं
कटु,3,3,35,2,1,पुं
कटु,3,3,35,2,1,वि
कटु,3,3,35,2,1,वि
रिष्ट,3,3,36,1,1,नपुं
रिष्ट,3,3,36,1,1,नपुं
रिष्ट,3,3,36,1,1,नपुं
अरिष्ट,3,3,36,1,2,नपुं
अरिष्ट,3,3,36,1,2,नपुं
कूट,3,3,37,1,1,पुं-नपुं
कूट,3,3,37,1,1,पुं-नपुं
कूट,3,3,37,1,1,पुं-नपुं
कूट,3,3,37,1,1,पुं-नपुं
कूट,3,3,37,1,1,पुं-नपुं
कूट,3,3,37,1,1,पुं-नपुं
कूट,3,3,37,1,1,पुं-नपुं
कूट,3,3,37,1,1,पुं-नपुं
त्रुटि,3,3,37,2,1,स्त्री
त्रुटि,3,3,37,2,1,स्त्री
त्रुटि,3,3,37,2,1,स्त्री
कोटी,3,3,38,1,1,स्त्री
कोटी,3,3,38,1,1,स्त्री
जटा,3,3,38,1,2,स्त्री
व्युष्टि,3,3,38,2,1,स्त्री
व्युष्टि,3,3,38,2,1,स्त्री
दृष्टि,3,3,38,2,2,स्त्री
दृष्टि,3,3,38,2,2,स्त्री
इष्टि,3,3,39,1,1,स्त्री
इष्टि,3,3,39,1,1,स्त्री
सृष्टि,3,3,39,1,2,वि
सृष्टि,3,3,39,1,2,वि
कष्ट,3,3,39,2,1,वि
पटु,3,3,40,1,1,वि
पटु,3,3,40,1,1,वि
नीलकण्ठ,3,3,40,1,2,पुं
कोष्ठ,3,3,40,2,1,पुं
कोष्ठ,3,3,40,2,1,पुं
कोष्ठ,3,3,40,2,1,पुं
निष्ठा,3,3,41,1,1,स्त्री
निष्ठा,3,3,41,1,1,स्त्री
निष्ठा,3,3,41,1,1,स्त्री
काष्ठा,3,3,41,1,2,स्त्री
काष्ठा,3,3,41,1,2,स्त्री
ज्येष्ठ,3,3,41,2,1,वि
कनिष्ठा,3,3,41,2,2,वि
कनिष्ठा,3,3,41,2,2,वि
दण्ड,3,3,42,1,1,पुं-नपुं
गुड,3,3,42,1,2,पुं
गुड,3,3,42,1,2,पुं
व्याड,3,3,42,2,1,पुं
व्याड,3,3,42,2,1,पुं
इडा,3,3,42,2,2,स्त्री
इडा,3,3,42,2,2,स्त्री
इडा,3,3,42,2,2,स्त्री
इला,3,3,42,2,3,स्त्री
इला,3,3,42,2,3,स्त्री
क्ष्वेडा,3,3,43,1,1,स्त्री
नाडी,3,3,43,1,2,स्त्री
काण्ड,3,3,43,2,1,पुं-नपुं
काण्ड,3,3,43,2,1,पुं-नपुं
काण्ड,3,3,43,2,1,पुं-नपुं
काण्ड,3,3,43,2,1,पुं-नपुं
काण्ड,3,3,43,2,1,पुं-नपुं
काण्ड,3,3,43,2,1,पुं-नपुं
भाण्ड,3,3,44,1,1,नपुं
भाण्ड,3,3,44,1,1,नपुं
बाढ,3,3,44,2,1,नपुं
प्रगाढ,3,3,44,2,2,नपुं
प्रगाढ,3,3,44,2,2,नपुं
दृढ,3,3,45,1,1,वि
दृढ,3,3,45,1,1,वि
व्यूढ,3,3,45,1,2,वि
व्यूढ,3,3,45,1,2,वि
भ्रूण,3,3,45,2,1,पुं
बाण,3,3,45,2,2,पुं
कण,3,3,46,1,1,पुं
गण,3,3,46,1,2,पुं
गण,3,3,46,1,2,पुं
पण,3,3,46,2,1,पुं
पण,3,3,46,2,1,पुं
पण,3,3,46,2,1,पुं
गुण,3,3,47,1,1,पुं
गुण,3,3,47,1,1,पुं
गुण,3,3,47,1,1,पुं
गुण,3,3,47,1,1,पुं
क्षण,3,3,47,2,1,पुं
वर्ण,3,3,48,1,1,पुं
वर्ण,3,3,48,1,1,पुं
वर्ण,3,3,48,1,1,पुं
वर्ण,3,3,48,1,1,पुं-नपुं
द्रोण,3,3,49,1,1,पुं
रण,3,3,49,1,2,पुं
ग्रामणी,3,3,49,2,1,पुं
ग्रामणी,3,3,49,2,1,वि
ग्रामणी,3,3,49,2,1,वि
ऊर्णा,3,3,50,1,1,स्त्री
ऊर्णा,3,3,50,1,1,स्त्री
हरिणी,3,3,50,2,1,स्त्री
हरिणी,3,3,50,2,1,स्त्री
हरिणी,3,3,50,2,1,स्त्री
स्थूणा,3,3,51,1,1,स्त्री
स्थूणा,3,3,51,1,1,स्त्री
तृष्णा,3,3,51,2,1,स्त्री
तृष्णा,3,3,51,2,1,स्त्री
घृणा,3,3,51,2,2,स्त्री
विपणि,3,3,52,1,1,स्त्री
वारुणी,3,3,52,1,2,स्त्री
वारुणी,3,3,52,1,2,स्त्री
करेणु,3,3,52,2,1,पुं
करेणु,3,3,52,2,1,स्त्री
द्रविण,3,3,52,2,2,नपुं
द्रविण,3,3,52,2,2,नपुं
शरण,3,3,53,1,1,नपुं
शरण,3,3,53,1,1,नपुं
श्रीपर्ण,3,3,53,1,2,नपुं
तीक्ष्ण,3,3,53,2,1,नपुं
तीक्ष्ण,3,3,53,2,1,नपुं
प्रमाण,3,3,54,1,1,नपुं
प्रमाण,3,3,54,1,1,नपुं
प्रमाण,3,3,54,1,1,नपुं
प्रमाण,3,3,54,1,1,नपुं
प्रमाण,3,3,54,1,1,नपुं
करण,3,3,54,2,1,नपुं
करण,3,3,54,2,1,नपुं
करण,3,3,54,2,1,नपुं
करण,3,3,54,2,1,नपुं
संसरण,3,3,55,1,1,नपुं
संसरण,3,3,55,1,1,नपुं
समुद्गिरण,3,3,55,2,1,नपुं
समुद्गिरण,3,3,55,2,1,नपुं
विषाण,3,3,56,1,1,वि
विषाण,3,3,56,1,1,वि
प्रवण,3,3,56,2,1,पुं
प्रवण,3,3,56,2,1,वि
प्रवण,3,3,56,2,1,वि
सङ्कीर्ण,3,3,57,1,1,वि
सङ्कीर्ण,3,3,57,1,1,वि
ईरिण,3,3,57,1,2,वि
ईरिण,3,3,57,1,2,वि
वरण,3,3,57,2,1,पुं
वेणी,3,3,57,2,2,स्त्री
वेणी,3,3,57,2,2,स्त्री
विवस्वत्,3,3,57,3,1,पुं
सरस्वत्,3,3,57,3,2,पुं
शकुन्त,3,3,58,1,1,पुं
धूमकेतु,3,3,58,2,1,पुं
धूमकेतु,3,3,58,2,1,पुं
जीमूत,3,3,58,2,2,पुं
हस्त,3,3,59,1,1,पुं
हस्त,3,3,59,1,1,पुं
मरुत्,3,3,59,1,2,पुं
यन्तृ,3,3,59,2,1,पुं
भर्तृ,3,3,59,2,2,पुं
भर्तृ,3,3,59,2,2,पुं
पोत,3,3,60,1,1,पुं
केतु,3,3,60,2,1,पुं
केतु,3,3,60,2,1,पुं
सुत,3,3,60,2,2,पुं
स्थपति,3,3,61,1,1,पुं
भूभृत्,3,3,61,1,2,पुं
भूभृत्,3,3,61,1,2,पुं
मूर्धाभिषिक्त,3,3,61,2,1,पुं
ऋतु,3,3,61,2,2,पुं
अजित,3,3,62,1,1,पुं
अव्यक्त,3,3,62,1,2,पुं
सूत,3,3,62,1,3,पुं
व्यक्त,3,3,62,2,1,वि
दृष्टान्त,3,3,62,2,2,पुं
दृष्टान्त,3,3,62,2,2,पुं
क्षन्त्रृ,3,3,63,1,1,पुं
वृत्तान्त,3,3,63,2,1,पुं
वृत्तान्त,3,3,63,2,1,पुं
वृत्तान्त,3,3,63,2,1,पुं
आनर्त,3,3,64,1,1,पुं
आनर्त,3,3,64,1,1,पुं
आनर्त,3,3,64,1,1,पुं
कृतान्त,3,3,64,2,1,पुं
कृतान्त,3,3,64,2,1,पुं
कृतान्त,3,3,64,2,1,पुं
धातु,3,3,65,2,1,पुं
धातु,3,3,65,2,1,पुं
धातु,3,3,65,2,1,पुं
धातु,3,3,65,2,1,पुं
धातु,3,3,65,2,1,पुं
धातु,3,3,65,2,1,पुं
धातु,3,3,65,2,1,पुं
शुद्धान्त,3,3,66,1,1,पुं
शुद्धान्त,3,3,66,1,1,पुं
मूर्ति,3,3,66,2,1,स्त्री
शक्ति,3,3,66,2,1,स्त्री
व्रतति,3,3,67,1,1,स्त्री
वसति,3,3,67,1,2,स्त्री
वसति,3,3,67,1,2,स्त्री
अपचिति,3,3,67,2,1,स्त्री
साति,3,3,67,2,2,स्त्री
अर्ति,3,3,68,1,1,स्त्री
अर्ति,3,3,68,1,1,स्त्री
जाति,3,3,68,1,2,स्त्री
जाति,3,3,68,1,2,स्त्री
ईति,3,3,68,2,1,स्त्री
ईति,3,3,68,2,1,स्त्री
रीति,3,3,68,2,2,स्त्री
रीति,3,3,68,2,2,स्त्री
प्राप्ति,3,3,69,1,1,स्त्री
प्राप्ति,3,3,69,1,1,स्त्री
त्रेता,3,3,69,1,2,स्त्री
त्रेता,3,3,69,1,2,स्त्री
महती,3,3,69,2,1,स्त्री
भूति,3,3,69,2,2,स्त्री
भोगवती,3,3,70,1,1,स्त्री
भोगवती,3,3,70,1,1,स्त्री
भोगवती,3,3,70,1,1,स्त्री
समिति,3,3,70,2,1,स्त्री
समिति,3,3,70,2,1,स्त्री
क्षिति,3,3,70,2,2,स्त्री
क्षिति,3,3,70,2,2,स्त्री
हेति,3,3,71,1,1,स्त्री
हेति,3,3,71,1,1,स्त्री
जगती,3,3,71,2,1,स्त्री
पङ्क्ति,3,3,72,1,1,स्त्री
पङ्क्ति,3,3,72,1,1,स्त्री
आयति,3,3,72,1,2,स्त्री
पत्ति,3,3,72,2,1,स्त्री
प्रकृति,3,3,73,1,1,स्त्री
प्रकृति,3,3,73,1,1,स्त्री
वृत्ति,3,3,73,1,2,स्त्री
सिकता,3,3,73,2,1,स्त्री-बहु
श्रुति,3,3,73,2,2,स्त्री
श्रुति,3,3,73,2,2,स्त्री
वनिता,3,3,74,1,1,स्त्री
गुप्ति,3,3,74,2,1,स्त्री
धृति,3,3,74,2,2,स्त्री
धृति,3,3,74,2,2,स्त्री
बृहती,3,3,75,1,1,स्त्री
बृहती,3,3,75,1,1,स्त्री
वासिता,3,3,75,2,1,स्त्री
वासिता,3,3,75,2,1,स्त्री
वार्ता,3,3,75,2,2,स्त्री
वार्त,3,3,76,1,1,नपुं
वार्त,3,3,76,1,1,वि
घृत,3,3,76,1,2,नपुं
कलधौत,3,3,76,2,1,नपुं
कलधौत,3,3,76,2,1,नपुं
निमित्त,3,3,76,2,2,नपुं
निमित्त,3,3,76,2,2,नपुं
श्रुत,3,3,77,1,1,नपुं
श्रुत,3,3,77,1,1,नपुं
कृत,3,3,77,1,2,नपुं
कृत,3,3,77,1,2,नपुं
अत्याहित,3,3,77,2,1,नपुं
अत्याहित,3,3,77,2,1,नपुं
भूत,3,3,78,1,1,नपुं
भूत,3,3,78,1,1,नपुं
भूत,3,3,78,1,1,नपुं
भूत,3,3,78,1,1,नपुं
भूत,3,3,78,1,1,नपुं
वृत्त,3,3,78,2,1,नपुं
वृत्त,3,3,78,2,1,नपुं
वृत्त,3,3,78,2,1,वि
वृत्त,3,3,78,2,1,वि
महत्,3,3,79,1,1,नपुं
अवगीत,3,3,79,1,2,नपुं
अवगीत,3,3,79,1,2,वि
श्वेत,3,3,79,2,1,नपुं
रजत,3,3,79,2,2,नपुं
रजत,3,3,79,2,2,नपुं
रजत,3,3,79,2,2,वि
जगत्,3,3,80,1,1,वि
रक्त,3,3,80,1,2,वि
अवदात,3,3,80,2,1,वि
अवदात,3,3,80,2,1,वि
अवदात,3,3,80,2,1,वि
संस्कृत,3,3,81,1,1,वि
संस्कृत,3,3,81,1,1,वि
अभिनीत,3,3,81,1,2,वि
अभिनीत,3,3,81,1,2,वि
अभिनीत,3,3,81,1,2,वि
अनन्त,3,3,81,2,1,वि
प्रतीत,3,3,82,1,1,वि
अभिजात,3,3,82,1,2,वि
अभिजात,3,3,82,1,2,वि
विविक्ति,3,3,82,2,1,वि
विविक्ति,3,3,82,2,1,वि
मूर्छित,3,3,82,2,2,वि
मूर्छित,3,3,82,2,2,वि
शिति,3,3,83,1,1,वि
शिति,3,3,83,1,1,वि
शुक्त,3,3,83,1,2,वि
शुक्त,3,3,83,1,2,वि
सत्,3,3,83,2,1,वि
सत्,3,3,83,2,1,वि
सत्,3,3,83,2,1,वि
सत्,3,3,83,2,1,वि
सत्,3,3,83,2,1,वि
पुरस्कृत,3,3,84,1,1,वि
पुरस्कृत,3,3,84,1,1,वि
निवात,3,3,84,2,1,वि
निवात,3,3,84,2,1,वि
निवात,3,3,84,2,1,वि
निवात,3,3,84,2,1,वि
उच्छ्रित,3,3,85,1,1,वि
उच्छ्रित,3,3,85,1,1,वि
उच्छ्रित,3,3,85,1,1,वि
उत्थित,3,3,85,1,2,वि
उत्थित,3,3,85,1,2,वि
उत्थित,3,3,85,1,2,वि
आदृत,3,3,85,2,1,वि
आदृत,3,3,85,2,1,वि
अर्थ,3,3,86,1,1,पुं
अर्थ,3,3,86,1,1,पुं
अर्थ,3,3,86,1,1,पुं
अर्थ,3,3,86,1,1,पुं
तीर्थ,3,3,86,2,1,नपुं
तीर्थ,3,3,86,2,1,नपुं
तीर्थ,3,3,86,2,1,नपुं
तीर्थ,3,3,86,2,1,नपुं
समर्थ,3,3,87,1,1,वि
समर्थ,3,3,87,1,1,वि
समर्थ,3,3,87,1,1,वि
दशमीस्थ,3,3,87,2,1,पुं
दशमीस्थ,3,3,87,2,1,पुं
वीथी,3,3,87,2,2,स्त्री
आस्था,3,3,88,1,1,स्त्री
आस्था,3,3,88,1,1,स्त्री
प्रस्थ,3,3,88,1,2,पुं-नपुं
ग्रन्थ,3,3,88,2,1,पुं
ग्रन्थ,3,3,88,2,1,पुं
संस्था,3,3,88,2,2,स्त्री
संस्था,3,3,88,2,2,स्त्री
संस्था,3,3,88,2,2,स्त्री
छन्द,3,3,88,3,1,पुं
छन्द,3,3,88,3,1,पुं
अब्द,3,3,88,3,2,पुं
अब्द,3,3,88,3,2,पुं
अपवाद,3,3,89,1,1,पुं
अपवाद,3,3,89,1,1,पुं
दायाद,3,3,89,1,2,पुं
दायाद,3,3,89,1,2,पुं
पाद,3,3,89,2,1,पुं
पाद,3,3,89,2,1,पुं
तमोनुद्,3,3,89,2,2,पुं
तमोनुद्,3,3,89,2,2,पुं
तमोनुद्,3,3,89,2,2,पुं
निर्वाद,3,3,90,1,1,पुं
शाद,3,3,90,1,2,पुं
आक्रन्द,3,3,90,2,1,पुं
आक्रन्द,3,3,90,2,1,पुं
आक्रन्द,3,3,90,2,1,पुं
प्रसाद,3,3,91,1,1,पुं
सूद,3,3,91,1,2,वि
गोविन्द,3,3,91,2,1,पुं
आमोद,3,3,91,2,2,पुं
आमोद,3,3,91,2,2,पुं
ककुद,3,3,92,1,1,पुं-नपुं
ककुद,3,3,92,1,1,पुं-नपुं
ककुद,3,3,92,1,1,पुं-नपुं
संविद्,3,3,92,2,1,स्त्री
संविद्,3,3,92,2,1,स्त्री
संविद्,3,3,92,2,1,स्त्री
संविद्,3,3,92,2,1,स्त्री
उपनिषद्,3,3,93,1,1,स्त्री
उपनिषद्,3,3,93,1,1,स्त्री
शरद्,3,3,93,1,2,स्त्री
पद,3,3,93,2,1,नपुं
पद,3,3,93,2,1,नपुं
पद,3,3,93,2,1,नपुं
पद,3,3,93,2,1,नपुं
पद,3,3,93,2,1,नपुं
पद,3,3,93,2,1,नपुं
गोष्पद,3,3,94,1,1,नपुं
गोष्पद,3,3,94,1,1,नपुं
आस्पद,3,3,94,1,2,नपुं
आस्पद,3,3,94,1,2,नपुं
स्वादु,3,3,94,2,1,वि
स्वादु,3,3,94,2,1,वि
मृदु,3,3,94,2,2,वि
मन्द,3,3,95,1,1,वि
मन्द,3,3,95,1,1,वि
मन्द,3,3,95,1,1,वि
मन्द,3,3,95,1,1,वि
शारद,3,3,95,1,2,वि
शारद,3,3,95,1,2,वि
विशारद,3,3,95,2,1,वि
विशारद,3,3,95,2,1,वि
न्यग्रोध,3,3,96,1,1,पुं
उत्सेध,3,3,96,1,2,पुं
उत्सेध,3,3,96,1,2,पुं
विवध,3,3,96,2,1,पुं
विवध,3,3,96,2,1,पुं
वीवध,3,3,96,2,2,पुं
वीवध,3,3,96,2,2,पुं
परिधि,3,3,97,1,1,पुं
परिधि,3,3,97,1,1,पुं
आधि,3,3,97,2,1,पुं
आधि,3,3,97,2,1,पुं
आधि,3,3,97,2,1,पुं
समाधि,3,3,98,1,1,पुं
समाधि,3,3,98,1,1,पुं
समाधि,3,3,98,1,1,पुं
अनुबन्ध,3,3,98,2,1,पुं
अनुबन्ध,3,3,98,2,1,पुं
अनुबन्ध,3,3,98,2,1,पुं
अनुबन्ध,3,3,98,2,1,पुं
अनुबन्ध,3,3,98,2,1,पुं
अवधि,3,3,99,2,1,पुं
अवधि,3,3,99,2,1,पुं
विधि,3,3,100,1,1,पुं
प्रणिधि,3,3,100,1,2,पुं
वृद्धि,3,3,100,2,1,पुं
स्कन्ध,3,3,100,2,2,पुं
सिन्धु,3,3,101,1,1,स्त्री
सिन्धु,3,3,101,1,1,पुं
सिन्धु,3,3,101,1,1,पुं
विधा,3,3,101,2,1,स्त्री
विधा,3,3,101,2,1,स्त्री
साधु,3,3,101,2,2,वि
वधू,3,3,102,1,1,स्त्री
सुधा,3,3,102,1,2,स्त्री
सुधा,3,3,102,1,2,स्त्री
सन्धा,3,3,102,2,1,स्त्री
सन्धा,3,3,102,2,1,स्त्री
श्रद्धा,3,3,102,2,2,स्त्री
श्रद्धा,3,3,102,2,2,स्त्री
मधु,3,3,103,1,1,पुं
मधु,3,3,103,1,1,पुं
अन्ध,3,3,103,1,2,नपुं
समुन्नद्ध,3,3,103,2,1,वि
समुन्नद्ध,3,3,103,2,1,वि
ब्रह्मबन्धु,3,3,104,1,1,वि
ब्रह्मबन्धु,3,3,104,1,1,वि
अवष्टब्ध,3,3,104,2,1,वि
अवष्टब्ध,3,3,104,2,1,वि
प्रसिद्ध,3,3,104,2,2,वि
प्रसिद्ध,3,3,104,2,2,वि
